ward,precinct,total,Michael A. Forti,Michael A. Forti Percent,Jessica A. O'Brien,Jessica A. O'Brien Percent,James A. Wright,James A. Wright Percent,precinct_id
44,19,98,48,48.98,38,38.78,12,12.24,44019
44,20,48,17,35.42,26,54.17,5,10.42,44020
44,21,56,23,41.07,29,51.79,4,7.14,44021
44,22,76,34,44.74,35,46.05,7,9.21,44022
44,23,50,24,48.0,21,42.0,5,10.0,44023
44,24,124,70,56.45,45,36.29,9,7.26,44024
44,25,42,14,33.33,25,59.52,3,7.14,44025
44,26,50,19,38.0,27,54.0,4,8.0,44026
44,27,63,24,38.1,35,55.56,4,6.35,44027
44,28,35,20,57.14,10,28.57,5,14.29,44028
44,29,53,15,28.3,29,54.72,9,16.98,44029
44,30,53,19,35.85,30,56.6,4,7.55,44030
44,31,47,18,38.3,27,57.45,2,4.26,44031
44,32,36,15,41.67,18,50.0,3,8.33,44032
44,33,66,25,37.88,29,43.94,12,18.18,44033
44,34,29,12,41.38,17,58.62,0,0.0,44034
44,35,148,61,41.22,74,50.0,13,8.78,44035
44,36,44,13,29.55,26,59.09,5,11.36,44036
44,37,81,42,51.85,32,39.51,7,8.64,44037
44,38,36,23,63.89,12,33.33,1,2.78,44038
44,39,42,22,52.38,17,40.48,3,7.14,44039
44,40,52,23,44.23,24,46.15,5,9.62,44040
44,41,81,26,32.1,38,46.91,17,20.99,44041
44,42,89,47,52.81,35,39.33,7,7.87,44042
44,43,49,21,42.86,24,48.98,4,8.16,44043
44,44,77,31,40.26,38,49.35,8,10.39,44044
44,45,54,22,40.74,26,48.15,6,11.11,44045
44,46,36,14,38.89,18,50.0,4,11.11,44046
44,47,75,34,45.33,34,45.33,7,9.33,44047
45,1,100,32,32.0,54,54.0,14,14.0,45001
45,2,80,29,36.25,48,60.0,3,3.75,45002
45,3,105,35,33.33,61,58.1,9,8.57,45003
45,4,84,25,29.76,48,57.14,11,13.1,45004
45,5,81,29,35.8,41,50.62,11,13.58,45005
45,6,74,23,31.08,45,60.81,6,8.11,45006
45,7,77,33,42.86,38,49.35,6,7.79,45007
45,8,68,22,32.35,41,60.29,5,7.35,45008
45,9,88,28,31.82,47,53.41,13,14.77,45009
45,10,77,31,40.26,36,46.75,10,12.99,45010
45,11,75,33,44.0,36,48.0,6,8.0,45011
45,12,87,31,35.63,47,54.02,9,10.34,45012
45,13,103,41,39.81,46,44.66,16,15.53,45013
45,14,88,25,28.41,53,60.23,10,11.36,45014
45,15,87,28,32.18,50,57.47,9,10.34,45015
45,16,85,25,29.41,46,54.12,14,16.47,45016
45,17,54,18,33.33,30,55.56,6,11.11,45017
45,18,99,33,33.33,53,53.54,13,13.13,45018
45,19,95,44,46.32,46,48.42,5,5.26,45019
45,20,77,33,42.86,37,48.05,7,9.09,45020
45,21,83,24,28.92,49,59.04,10,12.05,45021
45,22,53,25,47.17,25,47.17,3,5.66,45022
45,23,100,38,38.0,53,53.0,9,9.0,45023
45,24,81,34,41.98,42,51.85,5,6.17,45024
45,25,87,23,26.44,51,58.62,13,14.94,45025
45,26,108,37,34.26,60,55.56,11,10.19,45026
45,27,58,18,31.03,34,58.62,6,10.34,45027
45,28,94,48,51.06,36,38.3,10,10.64,45028
45,29,81,36,44.44,35,43.21,10,12.35,45029
45,30,62,14,22.58,42,67.74,6,9.68,45030
45,31,85,23,27.06,51,60.0,11,12.94,45031
45,32,43,12,27.91,27,62.79,4,9.3,45032
45,33,72,24,33.33,39,54.17,9,12.5,45033
45,34,63,25,39.68,34,53.97,4,6.35,45034
45,35,94,35,37.23,46,48.94,13,13.83,45035
45,36,86,36,41.86,44,51.16,6,6.98,45036
45,37,94,33,35.11,52,55.32,9,9.57,45037
45,38,84,38,45.24,35,41.67,11,13.1,45038
45,39,104,39,37.5,53,50.96,12,11.54,45039
45,40,114,31,27.19,61,53.51,22,19.3,45040
45,41,63,15,23.81,35,55.56,13,20.63,45041
45,42,80,32,40.0,41,51.25,7,8.75,45042
45,43,59,19,32.2,35,59.32,5,8.47,45043
45,44,77,26,33.77,42,54.55,9,11.69,45044
45,45,76,25,32.89,46,60.53,5,6.58,45045
45,46,109,35,32.11,68,62.39,6,5.5,45046
45,47,65,20,30.77,34,52.31,11,16.92,45047
45,48,97,26,26.8,60,61.86,11,11.34,45048
45,49,86,36,41.86,44,51.16,6,6.98,45049
45,50,63,25,39.68,28,44.44,10,15.87,45050
45,51,82,28,34.15,45,54.88,9,10.98,45051
45,52,78,27,34.62,41,52.56,10,12.82,45052
45,53,57,14,24.56,37,64.91,6,10.53,45053
46,1,149,65,43.62,66,44.3,18,12.08,46001
46,2,68,30,44.12,31,45.59,7,10.29,46002
46,3,73,26,35.62,32,43.84,15,20.55,46003
46,4,52,22,42.31,23,44.23,7,13.46,46004
46,5,36,15,41.67,14,38.89,7,19.44,46005
46,6,72,24,33.33,33,45.83,15,20.83,46006
46,7,45,20,44.44,21,46.67,4,8.89,46007
46,8,70,24,34.29,27,38.57,19,27.14,46008
46,9,52,24,46.15,24,46.15,4,7.69,46009
46,10,38,12,31.58,19,50.0,7,18.42,46010
46,11,68,32,47.06,26,38.24,10,14.71,46011
46,12,70,30,42.86,29,41.43,11,15.71,46012
46,13,53,17,32.08,29,54.72,7,13.21,46013
46,14,51,24,47.06,23,45.1,4,7.84,46014
46,15,79,30,37.97,36,45.57,13,16.46,46015
46,16,63,19,30.16,36,57.14,8,12.7,46016
46,17,121,63,52.07,49,40.5,9,7.44,46017
46,18,132,55,41.67,61,46.21,16,12.12,46018
46,19,83,43,51.81,36,43.37,4,4.82,46019
46,20,68,20,29.41,32,47.06,16,23.53,46020
46,21,17,9,52.94,6,35.29,2,11.76,46021
46,22,64,16,25.0,32,50.0,16,25.0,46022
46,23,70,21,30.0,29,41.43,20,28.57,46023
46,24,33,11,33.33,17,51.52,5,15.15,46024
46,25,69,24,34.78,37,53.62,8,11.59,46025
46,26,68,18,26.47,34,50.0,16,23.53,46026
46,27,71,14,19.72,38,53.52,19,26.76,46027
46,28,74,20,27.03,36,48.65,18,24.32,46028
46,29,73,24,32.88,40,54.79,9,12.33,46029
46,30,90,33,36.67,30,33.33,27,30.0,46030
46,31,105,71,67.62,26,24.76,8,7.62,46031
46,32,72,27,37.5,30,41.67,15,20.83,46032
46,33,81,37,45.68,31,38.27,13,16.05,46033
46,34,74,27,36.49,30,40.54,17,22.97,46034
46,35,95,24,25.26,49,51.58,22,23.16,46035
46,36,82,28,34.15,47,57.32,7,8.54,46036
46,37,66,21,31.82,35,53.03,10,15.15,46037
46,38,62,23,37.1,27,43.55,12,19.35,46038
46,39,104,57,54.81,38,36.54,9,8.65,46039
46,40,49,18,36.73,16,32.65,15,30.61,46040
46,41,65,22,33.85,30,46.15,13,20.0,46041
46,42,94,29,30.85,51,54.26,14,14.89,46042
46,43,105,50,47.62,44,41.9,11,10.48,46043
46,44,63,15,23.81,34,53.97,14,22.22,46044
46,45,69,34,49.28,24,34.78,11,15.94,46045
47,1,65,31,47.69,32,49.23,2,3.08,47001
47,2,71,31,43.66,33,46.48,7,9.86,47002
47,3,120,44,36.67,55,45.83,21,17.5,47003
47,4,81,29,35.8,46,56.79,6,7.41,47004
47,5,74,24,32.43,45,60.81,5,6.76,47005
47,6,68,30,44.12,37,54.41,1,1.47,47006
47,7,69,27,39.13,37,53.62,5,7.25,47007
47,8,65,23,35.38,37,56.92,5,7.69,47008
47,9,51,21,41.18,26,50.98,4,7.84,47009
47,10,40,13,32.5,25,62.5,2,5.0,47010
47,11,109,58,53.21,41,37.61,10,9.17,47011
47,12,55,19,34.55,28,50.91,8,14.55,47012
47,13,97,45,46.39,40,41.24,12,12.37,47013
47,14,54,17,31.48,31,57.41,6,11.11,47014
47,15,80,30,37.5,40,50.0,10,12.5,47015
47,16,78,40,51.28,30,38.46,8,10.26,47016
47,17,58,19,32.76,36,62.07,3,5.17,47017
47,18,68,22,32.35,38,55.88,8,11.76,47018
47,19,115,66,57.39,38,33.04,11,9.57,47019
47,20,74,34,45.95,31,41.89,9,12.16,47020
47,21,73,35,47.95,35,47.95,3,4.11,47021
47,22,62,25,40.32,32,51.61,5,8.06,47022
47,23,41,23,56.1,18,43.9,0,0.0,47023
47,24,56,28,50.0,27,48.21,1,1.79,47024
47,25,69,23,33.33,40,57.97,6,8.7,47025
47,26,83,38,45.78,39,46.99,6,7.23,47026
47,27,40,18,45.0,20,50.0,2,5.0,47027
47,28,70,22,31.43,40,57.14,8,11.43,47028
47,29,72,29,40.28,38,52.78,5,6.94,47029
47,30,84,35,41.67,44,52.38,5,5.95,47030
47,31,74,35,47.3,34,45.95,5,6.76,47031
47,32,68,37,54.41,19,27.94,12,17.65,47032
47,33,71,38,53.52,28,39.44,5,7.04,47033
47,34,86,33,38.37,41,47.67,12,13.95,47034
47,35,75,28,37.33,42,56.0,5,6.67,47035
47,36,84,37,44.05,38,45.24,9,10.71,47036
47,37,86,41,47.67,43,50.0,2,2.33,47037
47,38,67,27,40.3,36,53.73,4,5.97,47038
47,39,68,21,30.88,40,58.82,7,10.29,47039
47,40,40,12,30.0,25,62.5,3,7.5,47040
47,41,108,51,47.22,50,46.3,7,6.48,47041
47,42,47,22,46.81,19,40.43,6,12.77,47042
47,43,87,39,44.83,40,45.98,8,9.2,47043
47,44,67,18,26.87,39,58.21,10,14.93,47044
47,45,82,32,39.02,43,52.44,7,8.54,47045
47,46,36,10,27.78,21,58.33,5,13.89,47046
47,47,47,24,51.06,19,40.43,4,8.51,47047
47,48,25,11,44.0,13,52.0,1,4.0,47048
47,49,37,10,27.03,15,40.54,12,32.43,47049
47,50,45,23,51.11,20,44.44,2,4.44,47050
48,1,78,32,41.03,37,47.44,9,11.54,48001
48,2,89,27,30.34,50,56.18,12,13.48,48002
48,3,126,43,34.13,62,49.21,21,16.67,48003
48,4,85,40,47.06,36,42.35,9,10.59,48004
48,5,109,51,46.79,50,45.87,8,7.34,48005
48,6,111,37,33.33,52,46.85,22,19.82,48006
48,7,65,31,47.69,34,52.31,0,0.0,48007
48,8,53,22,41.51,25,47.17,6,11.32,48008
48,9,95,31,32.63,46,48.42,18,18.95,48009
48,10,48,22,45.83,25,52.08,1,2.08,48010
48,11,115,60,52.17,46,40.0,9,7.83,48011
48,12,77,18,23.38,45,58.44,14,18.18,48012
48,13,82,32,39.02,37,45.12,13,15.85,48013
48,14,97,32,32.99,40,41.24,25,25.77,48014
48,15,46,16,34.78,21,45.65,9,19.57,48015
48,16,72,25,34.72,33,45.83,14,19.44,48016
48,17,87,44,50.57,31,35.63,12,13.79,48017
48,18,74,22,29.73,24,32.43,28,37.84,48018
48,19,92,38,41.3,46,50.0,8,8.7,48019
48,20,72,36,50.0,33,45.83,3,4.17,48020
48,21,112,39,34.82,46,41.07,27,24.11,48021
48,22,137,63,45.99,59,43.07,15,10.95,48022
48,23,84,30,35.71,41,48.81,13,15.48,48023
48,24,40,13,32.5,19,47.5,8,20.0,48024
48,25,90,28,31.11,45,50.0,17,18.89,48025
48,26,94,39,41.49,39,41.49,16,17.02,48026
48,27,93,25,26.88,46,49.46,22,23.66,48027
48,28,96,34,35.42,45,46.88,17,17.71,48028
48,29,129,58,44.96,52,40.31,19,14.73,48029
48,30,102,40,39.22,55,53.92,7,6.86,48030
48,31,69,28,40.58,30,43.48,11,15.94,48031
48,32,69,35,50.72,26,37.68,8,11.59,48032
48,33,98,44,44.9,44,44.9,10,10.2,48033
48,34,77,37,48.05,27,35.06,13,16.88,48034
48,35,87,29,33.33,45,51.72,13,14.94,48035
48,36,81,26,32.1,34,41.98,21,25.93,48036
48,37,50,17,34.0,29,58.0,4,8.0,48037
48,38,126,54,42.86,62,49.21,10,7.94,48038
48,39,84,28,33.33,35,41.67,21,25.0,48039
48,40,64,24,37.5,29,45.31,11,17.19,48040
48,41,47,19,40.43,23,48.94,5,10.64,48041
48,42,81,37,45.68,37,45.68,7,8.64,48042
48,43,93,32,34.41,56,60.22,5,5.38,48043
48,44,103,54,52.43,39,37.86,10,9.71,48044
48,45,63,30,47.62,25,39.68,8,12.7,48045
48,46,106,31,29.25,55,51.89,20,18.87,48046
48,47,66,19,28.79,32,48.48,15,22.73,48047
48,48,94,34,36.17,54,57.45,6,6.38,48048
48,49,23,10,43.48,8,34.78,5,21.74,48049
48,50,96,46,47.92,42,43.75,8,8.33,48050
48,51,152,69,45.39,70,46.05,13,8.55,48051
48,52,62,23,37.1,33,53.23,6,9.68,48052
49,1,86,34,39.53,37,43.02,15,17.44,49001
49,2,115,44,38.26,51,44.35,20,17.39,49002
49,3,80,42,52.5,31,38.75,7,8.75,49003
49,4,56,19,33.93,34,60.71,3,5.36,49004
49,5,111,36,32.43,50,45.05,25,22.52,49005
49,6,97,43,44.33,42,43.3,12,12.37,49006
49,7,163,88,53.99,60,36.81,15,9.2,49007
49,8,99,40,40.4,46,46.46,13,13.13,49008
49,9,83,30,36.14,44,53.01,9,10.84,49009
49,10,83,37,44.58,38,45.78,8,9.64,49010
49,11,71,26,36.62,30,42.25,15,21.13,49011
49,12,111,43,38.74,46,41.44,22,19.82,49012
49,13,136,61,44.85,58,42.65,17,12.5,49013
49,14,84,31,36.9,44,52.38,9,10.71,49014
49,15,80,32,40.0,39,48.75,9,11.25,49015
49,16,94,44,46.81,35,37.23,15,15.96,49016
49,17,15,7,46.67,4,26.67,4,26.67,49017
49,18,70,24,34.29,39,55.71,7,10.0,49018
49,19,150,54,36.0,70,46.67,26,17.33,49019
49,20,125,41,32.8,51,40.8,33,26.4,49020
49,21,80,38,47.5,31,38.75,11,13.75,49021
49,22,97,44,45.36,38,39.18,15,15.46,49022
49,23,77,45,58.44,27,35.06,5,6.49,49023
49,24,175,69,39.43,72,41.14,34,19.43,49024
49,25,101,50,49.5,45,44.55,6,5.94,49025
49,26,101,46,45.54,40,39.6,15,14.85,49026
49,27,105,39,37.14,45,42.86,21,20.0,49027
49,28,61,31,50.82,21,34.43,9,14.75,49028
49,29,96,50,52.08,37,38.54,9,9.38,49029
49,30,103,35,33.98,51,49.51,17,16.5,49030
49,31,94,40,42.55,42,44.68,12,12.77,49031
49,32,97,44,45.36,37,38.14,16,16.49,49032
49,33,81,37,45.68,35,43.21,9,11.11,49033
49,34,103,31,30.1,52,50.49,20,19.42,49034
49,35,106,49,46.23,43,40.57,14,13.21,49035
49,36,119,57,47.9,49,41.18,13,10.92,49036
49,37,122,45,36.89,62,50.82,15,12.3,49037
49,38,75,33,44.0,31,41.33,11,14.67,49038
50,1,70,24,34.29,39,55.71,7,10.0,50001
50,2,81,24,29.63,39,48.15,18,22.22,50002
50,3,63,20,31.75,37,58.73,6,9.52,50003
50,4,68,29,42.65,29,42.65,10,14.71,50004
50,5,46,13,28.26,27,58.7,6,13.04,50005
50,6,64,17,26.56,40,62.5,7,10.94,50006
50,7,94,31,32.98,59,62.77,4,4.26,50007
50,8,28,15,53.57,11,39.29,2,7.14,50008
50,9,65,22,33.85,36,55.38,7,10.77,50009
50,10,33,12,36.36,15,45.45,6,18.18,50010
50,11,41,18,43.9,18,43.9,5,12.2,50011
50,12,53,19,35.85,26,49.06,8,15.09,50012
50,13,64,18,28.13,37,57.81,9,14.06,50013
50,14,36,15,41.67,17,47.22,4,11.11,50014
50,15,94,44,46.81,43,45.74,7,7.45,50015
50,16,37,14,37.84,18,48.65,5,13.51,50016
50,17,28,12,42.86,14,50.0,2,7.14,50017
50,18,56,13,23.21,34,60.71,9,16.07,50018
50,19,48,18,37.5,26,54.17,4,8.33,50019
50,20,69,26,37.68,32,46.38,11,15.94,50020
50,21,59,28,47.46,27,45.76,4,6.78,50021
50,22,43,11,25.58,19,44.19,13,30.23,50022
50,23,39,10,25.64,18,46.15,11,28.21,50023
50,24,49,11,22.45,22,44.9,16,32.65,50024
50,25,31,9,29.03,20,64.52,2,6.45,50025
50,26,33,10,30.3,18,54.55,5,15.15,50026
50,27,33,11,33.33,19,57.58,3,9.09,50027
50,28,71,21,29.58,34,47.89,16,22.54,50028
50,29,51,15,29.41,27,52.94,9,17.65,50029
50,30,53,20,37.74,26,49.06,7,13.21,50030
50,31,20,8,40.0,11,55.0,1,5.0,50031
50,32,66,18,27.27,34,51.52,14,21.21,50032
50,33,30,15,50.0,12,40.0,3,10.0,50033
50,34,53,12,22.64,33,62.26,8,15.09,50034
50,35,100,37,37.0,50,50.0,13,13.0,50035
50,36,62,30,48.39,27,43.55,5,8.06,50036
50,37,75,19,25.33,47,62.67,9,12.0,50037
50,38,68,29,42.65,31,45.59,8,11.76,50038
50,39,37,19,51.35,14,37.84,4,10.81,50039
50,40,36,18,50.0,14,38.89,4,11.11,50040
50,41,64,12,18.75,42,65.63,10,15.63,50041
50,42,71,33,46.48,36,50.7,2,2.82,50042
50,43,48,13,27.08,25,52.08,10,20.83,50043
50,44,28,8,28.57,18,64.29,2,7.14,50044
50,45,21,7,33.33,12,57.14,2,9.52,50045
