ward,precinct,total,Thaddeus Jones,Thaddeus Jones Percent,precinct_id
9,3,36,36,100.0,09003
9,4,132,132,100.0,09004
9,7,107,107,100.0,09007
9,11,77,77,100.0,09011
9,15,101,101,100.0,09015
9,16,142,142,100.0,09016
9,18,112,112,100.0,09018
9,24,74,74,100.0,09024
9,26,67,67,100.0,09026
9,28,3,3,100.0,09028
9,33,76,76,100.0,09033
9,41,124,124,100.0,09041
9,44,63,63,100.0,09044
9,45,198,198,100.0,09045
