ward,precinct,total,Heather A. Steans,Heather A. Steans Percent,precinct_id
33,18,16,16,100.0,33018
40,1,57,57,100.0,40001
40,2,32,32,100.0,40002
40,3,71,71,100.0,40003
40,4,92,92,100.0,40004
40,5,104,104,100.0,40005
40,6,46,46,100.0,40006
40,7,76,76,100.0,40007
40,8,11,11,100.0,40008
40,9,68,68,100.0,40009
40,10,84,84,100.0,40010
40,11,55,55,100.0,40011
40,12,80,80,100.0,40012
40,13,181,181,100.0,40013
40,14,62,62,100.0,40014
40,15,57,57,100.0,40015
40,16,99,99,100.0,40016
40,17,62,62,100.0,40017
40,18,58,58,100.0,40018
40,19,79,79,100.0,40019
40,20,44,44,100.0,40020
40,21,53,53,100.0,40021
40,22,23,23,100.0,40022
40,23,68,68,100.0,40023
40,24,26,26,100.0,40024
40,25,29,29,100.0,40025
40,26,90,90,100.0,40026
40,27,50,50,100.0,40027
40,28,99,99,100.0,40028
40,29,74,74,100.0,40029
40,30,112,112,100.0,40030
40,31,58,58,100.0,40031
40,32,102,102,100.0,40032
40,33,64,64,100.0,40033
40,34,31,31,100.0,40034
40,35,68,68,100.0,40035
40,36,79,79,100.0,40036
40,37,58,58,100.0,40037
40,38,35,35,100.0,40038
40,39,48,48,100.0,40039
40,40,36,36,100.0,40040
40,41,154,154,100.0,40041
46,2,74,74,100.0,46002
46,4,61,61,100.0,46004
46,6,83,83,100.0,46006
46,8,82,82,100.0,46008
46,12,84,84,100.0,46012
46,14,49,49,100.0,46014
46,16,71,71,100.0,46016
46,19,95,95,100.0,46019
46,20,79,79,100.0,46020
46,21,20,20,100.0,46021
46,22,88,88,100.0,46022
46,23,68,68,100.0,46023
46,26,68,68,100.0,46026
46,32,76,76,100.0,46032
46,35,100,100,100.0,46035
46,37,76,76,100.0,46037
46,38,67,67,100.0,46038
46,40,54,54,100.0,46040
46,41,69,69,100.0,46041
46,42,96,96,100.0,46042
47,1,67,67,100.0,47001
47,5,80,80,100.0,47005
47,10,45,45,100.0,47010
47,11,125,125,100.0,47011
47,15,79,79,100.0,47015
47,19,121,121,100.0,47019
47,20,86,86,100.0,47020
47,21,0,0,0.0,47021
47,22,68,68,100.0,47022
47,23,44,44,100.0,47023
47,26,90,90,100.0,47026
47,28,73,73,100.0,47028
47,30,85,85,100.0,47030
47,31,73,73,100.0,47031
47,32,77,77,100.0,47032
47,33,74,74,100.0,47033
47,34,85,85,100.0,47034
47,36,100,100,100.0,47036
47,37,93,93,100.0,47037
47,38,76,76,100.0,47038
47,40,41,41,100.0,47040
47,41,114,114,100.0,47041
47,42,44,44,100.0,47042
47,45,89,89,100.0,47045
48,1,87,87,100.0,48001
48,2,89,89,100.0,48002
48,3,128,128,100.0,48003
48,4,90,90,100.0,48004
48,5,108,108,100.0,48005
48,6,112,112,100.0,48006
48,7,78,78,100.0,48007
48,8,65,65,100.0,48008
48,9,96,96,100.0,48009
48,10,54,54,100.0,48010
48,11,140,140,100.0,48011
48,12,77,77,100.0,48012
48,13,93,93,100.0,48013
48,14,104,104,100.0,48014
48,15,53,53,100.0,48015
48,16,81,81,100.0,48016
48,17,89,89,100.0,48017
48,18,71,71,100.0,48018
48,19,94,94,100.0,48019
48,20,81,81,100.0,48020
48,21,114,114,100.0,48021
48,22,161,161,100.0,48022
48,23,93,93,100.0,48023
48,24,47,47,100.0,48024
48,25,96,96,100.0,48025
48,26,91,91,100.0,48026
48,27,97,97,100.0,48027
48,28,105,105,100.0,48028
48,29,142,142,100.0,48029
48,30,117,117,100.0,48030
48,31,74,74,100.0,48031
48,32,70,70,100.0,48032
48,33,111,111,100.0,48033
48,34,78,78,100.0,48034
48,35,85,85,100.0,48035
48,36,91,91,100.0,48036
48,37,65,65,100.0,48037
48,38,147,147,100.0,48038
48,39,91,91,100.0,48039
48,40,67,67,100.0,48040
48,41,48,48,100.0,48041
48,42,90,90,100.0,48042
48,43,103,103,100.0,48043
48,44,111,111,100.0,48044
48,45,72,72,100.0,48045
48,46,128,128,100.0,48046
48,47,73,73,100.0,48047
48,48,106,106,100.0,48048
48,49,26,26,100.0,48049
48,50,114,114,100.0,48050
48,51,158,158,100.0,48051
48,52,66,66,100.0,48052
49,1,93,93,100.0,49001
49,2,132,132,100.0,49002
49,3,90,90,100.0,49003
49,4,55,55,100.0,49004
49,5,115,115,100.0,49005
49,6,99,99,100.0,49006
49,7,175,175,100.0,49007
49,8,101,101,100.0,49008
49,9,83,83,100.0,49009
49,10,89,89,100.0,49010
49,11,78,78,100.0,49011
49,12,114,114,100.0,49012
49,13,143,143,100.0,49013
49,14,87,87,100.0,49014
49,15,89,89,100.0,49015
49,16,103,103,100.0,49016
49,17,19,19,100.0,49017
49,18,70,70,100.0,49018
49,19,139,139,100.0,49019
49,20,129,129,100.0,49020
49,21,78,78,100.0,49021
49,22,112,112,100.0,49022
49,23,81,81,100.0,49023
49,24,179,179,100.0,49024
49,25,111,111,100.0,49025
49,26,112,112,100.0,49026
49,27,114,114,100.0,49027
49,28,62,62,100.0,49028
49,29,108,108,100.0,49029
49,30,120,120,100.0,49030
49,31,102,102,100.0,49031
49,32,101,101,100.0,49032
49,33,91,91,100.0,49033
49,34,103,103,100.0,49034
49,35,112,112,100.0,49035
49,36,137,137,100.0,49036
49,37,131,131,100.0,49037
49,38,81,81,100.0,49038
50,28,0,0,0.0,50028
50,34,9,9,100.0,50034
