ward,precinct,total,Robert ''Bob'' Rita,Robert ''Bob'' Rita Percent,precinct_id
9,1,135,135,100.0,09001
9,2,110,110,100.0,09002
9,5,112,112,100.0,09005
9,6,172,172,100.0,09006
9,13,57,57,100.0,09013
9,14,162,162,100.0,09014
9,19,123,123,100.0,09019
9,22,191,191,100.0,09022
9,29,62,62,100.0,09029
9,31,85,85,100.0,09031
9,32,165,165,100.0,09032
9,34,102,102,100.0,09034
9,35,244,244,100.0,09035
9,39,174,174,100.0,09039
9,40,208,208,100.0,09040
9,43,48,48,100.0,09043
34,2,127,127,100.0,34002
34,3,124,124,100.0,34003
34,4,145,145,100.0,34004
34,6,254,254,100.0,34006
34,9,69,69,100.0,34009
34,11,65,65,100.0,34011
34,14,76,76,100.0,34014
34,15,55,55,100.0,34015
34,16,62,62,100.0,34016
34,17,91,91,100.0,34017
34,18,125,125,100.0,34018
34,20,165,165,100.0,34020
34,22,153,153,100.0,34022
34,23,101,101,100.0,34023
34,24,108,108,100.0,34024
34,26,129,129,100.0,34026
34,27,88,88,100.0,34027
34,28,79,79,100.0,34028
34,30,163,163,100.0,34030
34,31,59,59,100.0,34031
34,33,94,94,100.0,34033
34,36,153,153,100.0,34036
34,37,113,113,100.0,34037
34,38,73,73,100.0,34038
34,39,72,72,100.0,34039
34,41,62,62,100.0,34041
34,42,160,160,100.0,34042
34,50,124,124,100.0,34050
34,51,63,63,100.0,34051
34,52,73,73,100.0,34052
34,53,61,61,100.0,34053
34,54,72,72,100.0,34054
