ward,precinct,total,Emil Jones III,Emil Jones III Percent,precinct_id
9,1,159,159,100.0,09001
9,2,121,121,100.0,09002
9,5,149,149,100.0,09005
9,6,213,213,100.0,09006
9,10,118,118,100.0,09010
9,12,103,103,100.0,09012
9,13,67,67,100.0,09013
9,14,190,190,100.0,09014
9,17,97,97,100.0,09017
9,19,148,148,100.0,09019
9,20,154,154,100.0,09020
9,21,152,152,100.0,09021
9,22,228,228,100.0,09022
9,27,94,94,100.0,09027
9,29,85,85,100.0,09029
9,30,67,67,100.0,09030
9,31,106,106,100.0,09031
9,32,216,216,100.0,09032
9,34,132,132,100.0,09034
9,35,277,277,100.0,09035
9,39,223,223,100.0,09039
9,40,239,239,100.0,09040
9,43,58,58,100.0,09043
19,14,145,145,100.0,19014
19,31,108,108,100.0,19031
19,40,125,125,100.0,19040
19,42,128,128,100.0,19042
19,43,189,189,100.0,19043
19,47,229,229,100.0,19047
19,48,212,212,100.0,19048
19,49,202,202,100.0,19049
19,50,154,154,100.0,19050
19,63,123,123,100.0,19063
21,5,135,135,100.0,21005
21,6,113,113,100.0,21006
21,9,66,66,100.0,21009
21,10,190,190,100.0,21010
21,11,109,109,100.0,21011
21,12,120,120,100.0,21012
21,13,64,64,100.0,21013
21,17,84,84,100.0,21017
21,19,122,122,100.0,21019
21,20,67,67,100.0,21020
21,21,130,130,100.0,21021
21,22,115,115,100.0,21022
21,23,89,89,100.0,21023
21,24,133,133,100.0,21024
21,25,223,223,100.0,21025
21,27,152,152,100.0,21027
21,28,91,91,100.0,21028
21,30,82,82,100.0,21030
21,31,169,169,100.0,21031
21,33,108,108,100.0,21033
21,35,40,40,100.0,21035
21,37,0,0,0.0,21037
21,39,83,83,100.0,21039
21,40,143,143,100.0,21040
21,42,128,128,100.0,21042
21,43,86,86,100.0,21043
21,44,113,113,100.0,21044
21,45,104,104,100.0,21045
21,46,70,70,100.0,21046
21,47,164,164,100.0,21047
21,48,126,126,100.0,21048
21,49,160,160,100.0,21049
21,50,138,138,100.0,21050
21,51,8,8,100.0,21051
21,53,176,176,100.0,21053
21,54,138,138,100.0,21054
21,55,101,101,100.0,21055
21,56,80,80,100.0,21056
21,58,73,73,100.0,21058
21,59,137,137,100.0,21059
21,60,87,87,100.0,21060
21,61,118,118,100.0,21061
21,64,53,53,100.0,21064
34,1,249,249,100.0,34001
34,2,144,144,100.0,34002
34,3,142,142,100.0,34003
34,4,169,169,100.0,34004
34,5,104,104,100.0,34005
34,6,297,297,100.0,34006
34,7,186,186,100.0,34007
34,8,230,230,100.0,34008
34,9,82,82,100.0,34009
34,10,147,147,100.0,34010
34,11,75,75,100.0,34011
34,12,158,158,100.0,34012
34,13,170,170,100.0,34013
34,14,88,88,100.0,34014
34,15,93,93,100.0,34015
34,16,73,73,100.0,34016
34,17,113,113,100.0,34017
34,18,150,150,100.0,34018
34,19,152,152,100.0,34019
34,20,219,219,100.0,34020
34,21,140,140,100.0,34021
34,22,183,183,100.0,34022
34,23,121,121,100.0,34023
34,24,137,137,100.0,34024
34,25,161,161,100.0,34025
34,26,155,155,100.0,34026
34,27,114,114,100.0,34027
34,28,91,91,100.0,34028
34,29,140,140,100.0,34029
34,30,207,207,100.0,34030
34,31,72,72,100.0,34031
34,32,301,301,100.0,34032
34,33,138,138,100.0,34033
34,34,187,187,100.0,34034
34,35,112,112,100.0,34035
34,36,174,174,100.0,34036
34,37,133,133,100.0,34037
34,38,98,98,100.0,34038
34,39,89,89,100.0,34039
34,40,145,145,100.0,34040
34,41,71,71,100.0,34041
34,42,187,187,100.0,34042
34,43,214,214,100.0,34043
34,44,152,152,100.0,34044
34,45,124,124,100.0,34045
34,46,128,128,100.0,34046
34,47,107,107,100.0,34047
34,48,194,194,100.0,34048
34,49,217,217,100.0,34049
34,50,136,136,100.0,34050
34,51,203,203,100.0,34051
34,52,93,93,100.0,34052
34,53,73,73,100.0,34053
34,54,87,87,100.0,34054
34,55,137,137,100.0,34055
