ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,10,228,228,100.0,06010
6,17,238,238,100.0,06017
6,19,70,70,100.0,06019
6,20,196,196,100.0,06020
6,22,208,208,100.0,06022
6,25,200,200,100.0,06025
6,26,65,65,100.0,06026
6,27,196,196,100.0,06027
17,2,248,248,100.0,17002
17,4,388,388,100.0,17004
17,5,242,242,100.0,17005
17,9,272,272,100.0,17009
17,10,314,314,100.0,17010
17,11,179,179,100.0,17011
17,15,307,307,100.0,17015
17,18,320,320,100.0,17018
17,20,377,377,100.0,17020
17,21,62,62,100.0,17021
17,22,254,254,100.0,17022
17,23,186,186,100.0,17023
17,24,320,320,100.0,17024
17,26,328,328,100.0,17026
17,27,314,314,100.0,17027
17,28,233,233,100.0,17028
17,29,268,268,100.0,17029
17,32,179,179,100.0,17032
17,34,172,172,100.0,17034
17,37,233,233,100.0,17037
17,38,293,293,100.0,17038
17,39,275,275,100.0,17039
17,40,323,323,100.0,17040
17,41,361,361,100.0,17041
18,4,335,335,100.0,18004
18,6,111,111,100.0,18006
18,7,288,288,100.0,18007
18,8,308,308,100.0,18008
18,9,105,105,100.0,18009
18,10,414,414,100.0,18010
18,12,189,189,100.0,18012
18,13,321,321,100.0,18013
18,14,327,327,100.0,18014
18,16,303,303,100.0,18016
18,18,259,259,100.0,18018
18,19,269,269,100.0,18019
18,20,250,250,100.0,18020
18,21,260,260,100.0,18021
18,22,363,363,100.0,18022
18,26,287,287,100.0,18026
18,29,9,9,100.0,18029
18,32,14,14,100.0,18032
18,33,26,26,100.0,18033
18,35,343,343,100.0,18035
18,36,301,301,100.0,18036
18,37,346,346,100.0,18037
18,38,292,292,100.0,18038
18,41,361,361,100.0,18041
21,2,82,82,100.0,21002
21,4,318,318,100.0,21004
21,13,33,33,100.0,21013
21,15,218,218,100.0,21015
21,17,35,35,100.0,21017
21,20,186,186,100.0,21020
21,26,284,284,100.0,21026
21,28,360,360,100.0,21028
21,30,250,250,100.0,21030
21,34,156,156,100.0,21034
21,43,341,341,100.0,21043
21,44,92,92,100.0,21044
21,47,276,276,100.0,21047
21,51,295,295,100.0,21051
21,52,276,276,100.0,21052
21,53,122,122,100.0,21053
21,54,278,278,100.0,21054
