ward,precinct,total,Luis Arroyo,Luis Arroyo Percent,precinct_id
36,1,282,282,100.0,36001
36,2,242,242,100.0,36002
36,3,221,221,100.0,36003
36,4,271,271,100.0,36004
36,5,266,266,100.0,36005
36,6,187,187,100.0,36006
36,7,234,234,100.0,36007
36,8,216,216,100.0,36008
36,9,220,220,100.0,36009
36,10,269,269,100.0,36010
36,11,192,192,100.0,36011
36,12,180,180,100.0,36012
36,13,180,180,100.0,36013
36,14,212,212,100.0,36014
36,15,243,243,100.0,36015
36,16,204,204,100.0,36016
36,17,261,261,100.0,36017
36,18,197,197,100.0,36018
36,19,301,301,100.0,36019
36,20,220,220,100.0,36020
36,21,239,239,100.0,36021
36,22,203,203,100.0,36022
36,23,236,236,100.0,36023
36,24,211,211,100.0,36024
36,25,258,258,100.0,36025
36,26,182,182,100.0,36026
36,27,210,210,100.0,36027
36,28,184,184,100.0,36028
36,29,270,270,100.0,36029
36,30,220,220,100.0,36030
