ward,precinct,total,Patrick Joseph Powers,Patrick Joseph Powers Percent,Fredrick H. Bates,Fredrick H. Bates Percent,precinct_id
32,37,168,95,56.55,73,43.45,32037
32,38,180,99,55.0,81,45.0,32038
32,39,148,76,51.35,72,48.65,32039
32,40,218,113,51.83,105,48.17,32040
32,41,199,108,54.27,91,45.73,32041
32,42,192,100,52.08,92,47.92,32042
32,43,256,129,50.39,127,49.61,32043
33,1,311,147,47.27,164,52.73,33001
33,2,317,175,55.21,142,44.79,33002
33,3,369,211,57.18,158,42.82,33003
33,4,385,221,57.4,164,42.6,33004
33,5,243,137,56.38,106,43.62,33005
33,6,315,209,66.35,106,33.65,33006
33,7,272,161,59.19,111,40.81,33007
33,8,379,155,40.9,224,59.1,33008
33,9,285,159,55.79,126,44.21,33009
33,10,266,170,63.91,96,36.09,33010
33,11,316,173,54.75,143,45.25,33011
33,12,328,191,58.23,137,41.77,33012
33,13,340,189,55.59,151,44.41,33013
33,14,147,83,56.46,64,43.54,33014
33,15,382,214,56.02,168,43.98,33015
33,16,446,254,56.95,192,43.05,33016
33,17,327,193,59.02,134,40.98,33017
33,18,353,192,54.39,161,45.61,33018
33,19,306,165,53.92,141,46.08,33019
33,20,377,199,52.79,178,47.21,33020
33,21,338,196,57.99,142,42.01,33021
33,22,334,214,64.07,120,35.93,33022
33,23,296,142,47.97,154,52.03,33023
33,24,390,183,46.92,207,53.08,33024
33,25,349,217,62.18,132,37.82,33025
33,26,257,135,52.53,122,47.47,33026
33,27,273,151,55.31,122,44.69,33027
33,28,293,148,50.51,145,49.49,33028
34,1,338,137,40.53,201,59.47,34001
34,2,215,105,48.84,110,51.16,34002
34,3,300,152,50.67,148,49.33,34003
34,4,237,128,54.01,109,45.99,34004
34,5,250,129,51.6,121,48.4,34005
34,6,356,155,43.54,201,56.46,34006
34,7,308,121,39.29,187,60.71,34007
34,8,248,128,51.61,120,48.39,34008
34,9,223,128,57.4,95,42.6,34009
34,10,279,107,38.35,172,61.65,34010
34,11,245,102,41.63,143,58.37,34011
34,12,330,117,35.45,213,64.55,34012
34,13,284,119,41.9,165,58.1,34013
34,14,229,119,51.97,110,48.03,34014
34,15,239,123,51.46,116,48.54,34015
34,16,240,108,45.0,132,55.0,34016
34,17,374,129,34.49,245,65.51,34017
34,18,222,113,50.9,109,49.1,34018
34,19,341,130,38.12,211,61.88,34019
34,20,335,133,39.7,202,60.3,34020
34,21,380,123,32.37,257,67.63,34021
34,22,270,117,43.33,153,56.67,34022
34,23,219,98,44.75,121,55.25,34023
34,24,295,133,45.08,162,54.92,34024
34,25,333,138,41.44,195,58.56,34025
34,26,323,147,45.51,176,54.49,34026
34,27,242,89,36.78,153,63.22,34027
34,28,225,96,42.67,129,57.33,34028
34,29,227,98,43.17,129,56.83,34029
34,30,277,94,33.94,183,66.06,34030
34,31,236,106,44.92,130,55.08,34031
34,32,295,144,48.81,151,51.19,34032
34,33,241,114,47.3,127,52.7,34033
34,34,331,145,43.81,186,56.19,34034
34,35,323,156,48.3,167,51.7,34035
34,36,256,90,35.16,166,64.84,34036
34,37,204,89,43.63,115,56.37,34037
34,38,161,75,46.58,86,53.42,34038
34,39,239,88,36.82,151,63.18,34039
34,40,322,137,42.55,185,57.45,34040
34,41,225,97,43.11,128,56.89,34041
34,42,283,118,41.7,165,58.3,34042
34,43,260,109,41.92,151,58.08,34043
34,44,293,124,42.32,169,57.68,34044
34,45,323,160,49.54,163,50.46,34045
34,46,198,80,40.4,118,59.6,34046
34,47,285,141,49.47,144,50.53,34047
34,48,314,108,34.39,206,65.61,34048
34,49,357,127,35.57,230,64.43,34049
34,50,245,101,41.22,144,58.78,34050
34,51,296,133,44.93,163,55.07,34051
34,52,248,84,33.87,164,66.13,34052
34,53,233,94,40.34,139,59.66,34053
35,1,223,113,50.67,110,49.33,35001
35,2,265,131,49.43,134,50.57,35002
35,3,272,144,52.94,128,47.06,35003
35,4,230,135,58.7,95,41.3,35004
35,5,239,118,49.37,121,50.63,35005
35,6,233,118,50.64,115,49.36,35006
35,7,277,141,50.9,136,49.1,35007
35,8,273,152,55.68,121,44.32,35008
35,9,247,145,58.7,102,41.3,35009
35,10,335,153,45.67,182,54.33,35010
35,11,264,130,49.24,134,50.76,35011
35,12,180,109,60.56,71,39.44,35012
35,13,195,119,61.03,76,38.97,35013
35,14,230,136,59.13,94,40.87,35014
35,15,283,141,49.82,142,50.18,35015
35,16,167,111,66.47,56,33.53,35016
35,17,231,105,45.45,126,54.55,35017
35,18,227,129,56.83,98,43.17,35018
35,19,160,95,59.38,65,40.63,35019
35,20,244,140,57.38,104,42.62,35020
35,21,254,161,63.39,93,36.61,35021
35,22,294,164,55.78,130,44.22,35022
35,23,261,151,57.85,110,42.15,35023
35,24,245,133,54.29,112,45.71,35024
35,25,290,126,43.45,164,56.55,35025
35,26,215,114,53.02,101,46.98,35026
35,27,249,129,51.81,120,48.19,35027
35,28,225,104,46.22,121,53.78,35028
35,29,205,116,56.59,89,43.41,35029
35,30,266,162,60.9,104,39.1,35030
35,31,291,157,53.95,134,46.05,35031
36,1,262,159,60.69,103,39.31,36001
36,2,221,137,61.99,84,38.01,36002
36,3,203,119,58.62,84,41.38,36003
36,4,258,157,60.85,101,39.15,36004
36,5,242,151,62.4,91,37.6,36005
36,6,163,106,65.03,57,34.97,36006
36,7,213,134,62.91,79,37.09,36007
36,8,195,126,64.62,69,35.38,36008
36,9,217,140,64.52,77,35.48,36009
36,10,252,156,61.9,96,38.1,36010
36,11,173,100,57.8,73,42.2,36011
36,12,160,101,63.13,59,36.88,36012
36,13,149,92,61.74,57,38.26,36013
36,14,187,116,62.03,71,37.97,36014
36,15,228,141,61.84,87,38.16,36015
36,16,200,119,59.5,81,40.5,36016
36,17,248,151,60.89,97,39.11,36017
36,18,188,104,55.32,84,44.68,36018
36,19,267,159,59.55,108,40.45,36019
36,20,190,109,57.37,81,42.63,36020
36,21,229,148,64.63,81,35.37,36021
36,22,185,104,56.22,81,43.78,36022
36,23,213,118,55.4,95,44.6,36023
36,24,191,115,60.21,76,39.79,36024
36,25,245,144,58.78,101,41.22,36025
36,26,159,113,71.07,46,28.93,36026
36,27,178,107,60.11,71,39.89,36027
36,28,167,111,66.47,56,33.53,36028
36,29,255,166,65.1,89,34.9,36029
36,30,207,133,64.25,74,35.75,36030
37,1,204,109,53.43,95,46.57,37001
37,2,157,84,53.5,73,46.5,37002
37,3,218,100,45.87,118,54.13,37003
37,4,206,111,53.88,95,46.12,37004
37,5,269,135,50.19,134,49.81,37005
37,6,247,101,40.89,146,59.11,37006
37,7,173,87,50.29,86,49.71,37007
37,8,164,82,50.0,82,50.0,37008
37,9,261,123,47.13,138,52.87,37009
37,10,256,123,48.05,133,51.95,37010
37,11,181,80,44.2,101,55.8,37011
37,12,206,105,50.97,101,49.03,37012
37,13,197,99,50.25,98,49.75,37013
37,14,241,122,50.62,119,49.38,37014
37,15,285,118,41.4,167,58.6,37015
37,16,253,126,49.8,127,50.2,37016
37,17,231,118,51.08,113,48.92,37017
37,18,253,120,47.43,133,52.57,37018
37,19,207,105,50.72,102,49.28,37019
37,20,234,118,50.43,116,49.57,37020
37,21,203,97,47.78,106,52.22,37021
37,22,231,110,47.62,121,52.38,37022
37,23,278,137,49.28,141,50.72,37023
37,24,243,114,46.91,129,53.09,37024
37,25,239,112,46.86,127,53.14,37025
37,26,321,156,48.6,165,51.4,37026
37,27,210,99,47.14,111,52.86,37027
37,28,216,104,48.15,112,51.85,37028
37,29,254,131,51.57,123,48.43,37029
37,30,267,121,45.32,146,54.68,37030
37,31,281,141,50.18,140,49.82,37031
37,32,215,105,48.84,110,51.16,37032
37,33,246,109,44.31,137,55.69,37033
37,34,235,117,49.79,118,50.21,37034
37,35,246,119,48.37,127,51.63,37035
37,36,230,129,56.09,101,43.91,37036
37,37,282,133,47.16,149,52.84,37037
37,38,291,154,52.92,137,47.08,37038
37,39,222,101,45.5,121,54.5,37039
37,40,275,127,46.18,148,53.82,37040
37,41,238,114,47.9,124,52.1,37041
38,1,176,102,57.95,74,42.05,38001
38,2,153,106,69.28,47,30.72,38002
38,3,195,128,65.64,67,34.36,38003
38,4,186,99,53.23,87,46.77,38004
38,5,156,99,63.46,57,36.54,38005
38,6,180,117,65.0,63,35.0,38006
38,7,181,126,69.61,55,30.39,38007
38,8,178,119,66.85,59,33.15,38008
38,9,204,125,61.27,79,38.73,38009
38,10,190,124,65.26,66,34.74,38010
38,11,198,112,56.57,86,43.43,38011
38,12,132,92,69.7,40,30.3,38012
38,13,183,107,58.47,76,41.53,38013
38,14,212,126,59.43,86,40.57,38014
38,15,181,108,59.67,73,40.33,38015
38,16,181,119,65.75,62,34.25,38016
38,17,207,136,65.7,71,34.3,38017
38,18,171,106,61.99,65,38.01,38018
38,19,196,130,66.33,66,33.67,38019
38,20,175,100,57.14,75,42.86,38020
38,21,176,123,69.89,53,30.11,38021
38,22,191,116,60.73,75,39.27,38022
38,23,223,137,61.43,86,38.57,38023
38,24,176,118,67.05,58,32.95,38024
38,25,150,104,69.33,46,30.67,38025
38,26,193,125,64.77,68,35.23,38026
38,27,183,110,60.11,73,39.89,38027
38,28,200,138,69.0,62,31.0,38028
38,29,222,146,65.77,76,34.23,38029
38,30,165,109,66.06,56,33.94,38030
38,31,211,113,53.55,98,46.45,38031
38,32,181,100,55.25,81,44.75,38032
38,33,187,113,60.43,74,39.57,38033
38,34,175,98,56.0,77,44.0,38034
38,35,222,131,59.01,91,40.99,38035
38,36,182,103,56.59,79,43.41,38036
38,37,199,137,68.84,62,31.16,38037
38,38,164,112,68.29,52,31.71,38038
38,39,234,135,57.69,99,42.31,38039
38,40,209,128,61.24,81,38.76,38040
38,41,203,110,54.19,93,45.81,38041
39,1,193,118,61.14,75,38.86,39001
39,2,127,82,64.57,45,35.43,39002
39,3,251,147,58.57,104,41.43,39003
39,4,182,111,60.99,71,39.01,39004
39,5,230,125,54.35,105,45.65,39005
39,6,237,151,63.71,86,36.29,39006
39,7,215,117,54.42,98,45.58,39007
39,8,242,146,60.33,96,39.67,39008
39,9,214,129,60.28,85,39.72,39009
39,10,127,68,53.54,59,46.46,39010
39,11,230,141,61.3,89,38.7,39011
39,12,299,179,59.87,120,40.13,39012
39,13,174,101,58.05,73,41.95,39013
39,14,198,114,57.58,84,42.42,39014
39,15,235,154,65.53,81,34.47,39015
39,16,177,106,59.89,71,40.11,39016
39,17,243,144,59.26,99,40.74,39017
39,18,222,113,50.9,109,49.1,39018
39,19,210,112,53.33,98,46.67,39019
39,20,214,143,66.82,71,33.18,39020
39,21,172,128,74.42,44,25.58,39021
39,22,162,86,53.09,76,46.91,39022
39,23,206,129,62.62,77,37.38,39023
39,24,236,154,65.25,82,34.75,39024
39,25,201,107,53.23,94,46.77,39025
39,26,177,105,59.32,72,40.68,39026
39,27,45,24,53.33,21,46.67,39027
39,28,309,154,49.84,155,50.16,39028
39,29,111,60,54.05,51,45.95,39029
39,30,270,135,50.0,135,50.0,39030
39,31,234,126,53.85,108,46.15,39031
39,32,165,95,57.58,70,42.42,39032
39,33,222,115,51.8,107,48.2,39033
39,34,226,137,60.62,89,39.38,39034
39,35,206,91,44.17,115,55.83,39035
39,36,74,54,72.97,20,27.03,39036
39,37,210,117,55.71,93,44.29,39037
39,38,135,75,55.56,60,44.44,39038
39,39,138,83,60.14,55,39.86,39039
39,40,163,96,58.9,67,41.1,39040
39,41,222,130,58.56,92,41.44,39041
39,42,234,141,60.26,93,39.74,39042
39,43,200,112,56.0,88,44.0,39043
39,44,174,103,59.2,71,40.8,39044
39,45,208,130,62.5,78,37.5,39045
40,1,196,113,57.65,83,42.35,40001
40,2,207,110,53.14,97,46.86,40002
40,3,306,156,50.98,150,49.02,40003
40,4,134,60,44.78,74,55.22,40004
40,5,264,131,49.62,133,50.38,40005
40,6,289,145,50.17,144,49.83,40006
40,7,270,124,45.93,146,54.07,40007
40,8,341,154,45.16,187,54.84,40008
40,9,180,102,56.67,78,43.33,40009
40,10,238,116,48.74,122,51.26,40010
40,11,247,104,42.11,143,57.89,40011
40,12,185,84,45.41,101,54.59,40012
40,13,391,182,46.55,209,53.45,40013
40,14,208,125,60.1,83,39.9,40014
40,15,206,115,55.83,91,44.17,40015
40,16,311,141,45.34,170,54.66,40016
40,17,219,95,43.38,124,56.62,40017
40,18,198,110,55.56,88,44.44,40018
40,19,314,175,55.73,139,44.27,40019
40,20,236,135,57.2,101,42.8,40020
40,21,293,152,51.88,141,48.12,40021
40,22,259,117,45.17,142,54.83,40022
40,23,314,154,49.04,160,50.96,40023
40,24,182,105,57.69,77,42.31,40024
40,25,314,138,43.95,176,56.05,40025
40,26,269,150,55.76,119,44.24,40026
40,27,351,201,57.26,150,42.74,40027
40,28,345,145,42.03,200,57.97,40028
40,29,212,128,60.38,84,39.62,40029
40,30,218,101,46.33,117,53.67,40030
40,31,290,136,46.9,154,53.1,40031
40,32,275,142,51.64,133,48.36,40032
40,33,277,135,48.74,142,51.26,40033
40,34,202,92,45.54,110,54.46,40034
40,35,172,104,60.47,68,39.53,40035
40,36,227,94,41.41,133,58.59,40036
40,37,259,141,54.44,118,45.56,40037
40,38,311,146,46.95,165,53.05,40038
40,39,70,45,64.29,25,35.71,40039
41,1,184,126,68.48,58,31.52,41001
41,2,210,146,69.52,64,30.48,41002
41,3,188,133,70.74,55,29.26,41003
41,4,224,150,66.96,74,33.04,41004
41,5,231,151,65.37,80,34.63,41005
41,6,279,172,61.65,107,38.35,41006
41,7,202,136,67.33,66,32.67,41007
41,8,167,120,71.86,47,28.14,41008
41,9,200,123,61.5,77,38.5,41009
41,10,229,152,66.38,77,33.62,41010
41,11,214,143,66.82,71,33.18,41011
41,12,187,115,61.5,72,38.5,41012
41,13,193,132,68.39,61,31.61,41013
41,14,257,159,61.87,98,38.13,41014
41,15,233,152,65.24,81,34.76,41015
41,16,165,116,70.3,49,29.7,41016
41,17,180,101,56.11,79,43.89,41017
41,18,172,120,69.77,52,30.23,41018
41,19,231,137,59.31,94,40.69,41019
41,20,147,94,63.95,53,36.05,41020
41,21,193,129,66.84,64,33.16,41021
41,22,197,132,67.01,65,32.99,41022
41,23,164,118,71.95,46,28.05,41023
41,24,165,103,62.42,62,37.58,41024
41,25,130,83,63.85,47,36.15,41025
41,26,203,127,62.56,76,37.44,41026
41,27,138,90,65.22,48,34.78,41027
41,28,173,108,62.43,65,37.57,41028
41,29,117,81,69.23,36,30.77,41029
41,30,207,144,69.57,63,30.43,41030
41,31,210,153,72.86,57,27.14,41031
41,32,172,109,63.37,63,36.63,41032
41,33,174,109,62.64,65,37.36,41033
41,34,156,105,67.31,51,32.69,41034
41,35,219,151,68.95,68,31.05,41035
41,36,190,109,57.37,81,42.63,41036
41,37,224,156,69.64,68,30.36,41037
41,38,180,114,63.33,66,36.67,41038
41,39,214,138,64.49,76,35.51,41039
41,40,183,130,71.04,53,28.96,41040
41,41,180,122,67.78,58,32.22,41041
41,42,182,121,66.48,61,33.52,41042
41,43,196,127,64.8,69,35.2,41043
41,44,195,131,67.18,64,32.82,41044
41,45,181,114,62.98,67,37.02,41045
41,46,222,140,63.06,82,36.94,41046
41,47,221,132,59.73,89,40.27,41047
42,1,180,80,44.44,100,55.56,42001
42,2,159,77,48.43,82,51.57,42002
42,3,222,113,50.9,109,49.1,42003
42,4,250,136,54.4,114,45.6,42004
42,5,131,64,48.85,67,51.15,42005
42,6,259,116,44.79,143,55.21,42006
42,7,184,88,47.83,96,52.17,42007
42,8,170,74,43.53,96,56.47,42008
42,9,197,101,51.27,96,48.73,42009
42,10,219,107,48.86,112,51.14,42010
42,11,111,51,45.95,60,54.05,42011
42,12,126,57,45.24,69,54.76,42012
42,13,197,98,49.75,99,50.25,42013
42,14,145,76,52.41,69,47.59,42014
42,15,101,43,42.57,58,57.43,42015
42,16,182,90,49.45,92,50.55,42016
42,17,183,90,49.18,93,50.82,42017
42,18,160,84,52.5,76,47.5,42018
42,19,172,69,40.12,103,59.88,42019
42,20,119,63,52.94,56,47.06,42020
42,21,140,67,47.86,73,52.14,42021
42,22,92,45,48.91,47,51.09,42022
42,23,129,60,46.51,69,53.49,42023
42,24,155,84,54.19,71,45.81,42024
42,25,160,84,52.5,76,47.5,42025
42,26,189,90,47.62,99,52.38,42026
42,27,165,84,50.91,81,49.09,42027
42,28,255,111,43.53,144,56.47,42028
42,29,163,78,47.85,85,52.15,42029
42,30,154,63,40.91,91,59.09,42030
42,31,193,93,48.19,100,51.81,42031
42,32,134,82,61.19,52,38.81,42032
42,33,230,119,51.74,111,48.26,42033
42,34,129,69,53.49,60,46.51,42034
42,35,273,135,49.45,138,50.55,42035
42,36,225,115,51.11,110,48.89,42036
42,37,114,61,53.51,53,46.49,42037
42,38,146,83,56.85,63,43.15,42038
42,39,144,75,52.08,69,47.92,42039
42,40,192,96,50.0,96,50.0,42040
42,41,168,87,51.79,81,48.21,42041
42,42,225,108,48.0,117,52.0,42042
43,1,117,59,50.43,58,49.57,43001
43,2,156,81,51.92,75,48.08,43002
43,3,193,77,39.9,116,60.1,43003
43,4,166,84,50.6,82,49.4,43004
43,5,154,65,42.21,89,57.79,43005
43,6,106,60,56.6,46,43.4,43006
43,7,134,74,55.22,60,44.78,43007
43,8,146,68,46.58,78,53.42,43008
43,9,221,108,48.87,113,51.13,43009
43,10,192,75,39.06,117,60.94,43010
43,11,129,64,49.61,65,50.39,43011
43,12,107,47,43.93,60,56.07,43012
43,13,196,106,54.08,90,45.92,43013
43,14,180,81,45.0,99,55.0,43014
43,15,149,79,53.02,70,46.98,43015
43,16,173,98,56.65,75,43.35,43016
43,17,126,64,50.79,62,49.21,43017
43,18,178,90,50.56,88,49.44,43018
43,19,205,84,40.98,121,59.02,43019
43,20,215,103,47.91,112,52.09,43020
43,21,197,90,45.69,107,54.31,43021
43,22,107,61,57.01,46,42.99,43022
43,23,127,68,53.54,59,46.46,43023
43,24,112,56,50.0,56,50.0,43024
43,25,177,75,42.37,102,57.63,43025
43,26,124,52,41.94,72,58.06,43026
43,27,161,68,42.24,93,57.76,43027
43,28,202,106,52.48,96,47.52,43028
43,29,151,72,47.68,79,52.32,43029
43,30,245,131,53.47,114,46.53,43030
43,31,188,105,55.85,83,44.15,43031
43,32,207,93,44.93,114,55.07,43032
43,33,187,84,44.92,103,55.08,43033
43,34,141,59,41.84,82,58.16,43034
43,35,192,88,45.83,104,54.17,43035
43,36,95,52,54.74,43,45.26,43036
43,37,244,132,54.1,112,45.9,43037
43,38,133,66,49.62,67,50.38,43038
43,39,228,114,50.0,114,50.0,43039
43,40,141,78,55.32,63,44.68,43040
43,41,269,129,47.96,140,52.04,43041
43,42,141,76,53.9,65,46.1,43042
43,43,187,96,51.34,91,48.66,43043
43,44,147,62,42.18,85,57.82,43044
43,45,128,55,42.97,73,57.03,43045
43,46,74,44,59.46,30,40.54,43046
44,1,362,177,48.9,185,51.1,44001
44,2,203,106,52.22,97,47.78,44002
44,3,167,67,40.12,100,59.88,44003
44,4,185,80,43.24,105,56.76,44004
44,5,224,114,50.89,110,49.11,44005
44,6,268,147,54.85,121,45.15,44006
44,7,149,73,48.99,76,51.01,44007
44,8,256,135,52.73,121,47.27,44008
44,9,152,74,48.68,78,51.32,44009
44,10,201,99,49.25,102,50.75,44010
44,11,191,105,54.97,86,45.03,44011
44,12,230,107,46.52,123,53.48,44012
44,13,129,60,46.51,69,53.49,44013
44,14,170,85,50.0,85,50.0,44014
44,15,238,120,50.42,118,49.58,44015
44,16,221,120,54.3,101,45.7,44016
44,17,328,170,51.83,158,48.17,44017
44,18,189,105,55.56,84,44.44,44018
44,19,303,151,49.83,152,50.17,44019
44,20,204,111,54.41,93,45.59,44020
44,21,254,140,55.12,114,44.88,44021
44,22,270,137,50.74,133,49.26,44022
44,23,183,98,53.55,85,46.45,44023
44,24,157,60,38.22,97,61.78,44024
44,25,183,91,49.73,92,50.27,44025
44,26,267,143,53.56,124,46.44,44026
44,27,220,109,49.55,111,50.45,44027
44,28,275,142,51.64,133,48.36,44028
44,29,199,100,50.25,99,49.75,44029
44,30,223,118,52.91,105,47.09,44030
44,31,208,126,60.58,82,39.42,44031
44,32,245,134,54.69,111,45.31,44032
44,33,277,155,55.96,122,44.04,44033
44,34,225,117,52.0,108,48.0,44034
44,35,280,141,50.36,139,49.64,44035
44,36,238,114,47.9,124,52.1,44036
44,37,263,131,49.81,132,50.19,44037
44,38,169,82,48.52,87,51.48,44038
44,39,183,92,50.27,91,49.73,44039
44,40,189,95,50.26,94,49.74,44040
44,41,263,130,49.43,133,50.57,44041
45,1,195,104,53.33,91,46.67,45001
45,2,240,120,50.0,120,50.0,45002
45,3,217,127,58.53,90,41.47,45003
45,4,288,133,46.18,155,53.82,45004
45,5,224,116,51.79,108,48.21,45005
45,6,269,128,47.58,141,52.42,45006
45,7,310,158,50.97,152,49.03,45007
45,8,225,121,53.78,104,46.22,45008
45,9,260,158,60.77,102,39.23,45009
45,10,247,139,56.28,108,43.72,45010
45,11,197,102,51.78,95,48.22,45011
45,12,219,120,54.79,99,45.21,45012
45,13,217,102,47.0,115,53.0,45013
45,14,308,178,57.79,130,42.21,45014
45,15,308,182,59.09,126,40.91,45015
45,16,212,119,56.13,93,43.87,45016
45,17,230,136,59.13,94,40.87,45017
45,18,226,146,64.6,80,35.4,45018
45,19,114,72,63.16,42,36.84,45019
45,20,144,83,57.64,61,42.36,45020
45,21,186,115,61.83,71,38.17,45021
45,22,183,114,62.3,69,37.7,45022
45,23,178,123,69.1,55,30.9,45023
45,24,158,99,62.66,59,37.34,45024
45,25,137,85,62.04,52,37.96,45025
45,26,107,73,68.22,34,31.78,45026
45,27,192,121,63.02,71,36.98,45027
45,28,160,91,56.88,69,43.13,45028
45,29,113,76,67.26,37,32.74,45029
45,30,202,122,60.4,80,39.6,45030
45,31,178,106,59.55,72,40.45,45031
45,32,166,93,56.02,73,43.98,45032
45,33,145,90,62.07,55,37.93,45033
45,34,241,138,57.26,103,42.74,45034
45,35,213,137,64.32,76,35.68,45035
45,36,221,135,61.09,86,38.91,45036
45,37,196,117,59.69,79,40.31,45037
45,38,181,99,54.7,82,45.3,45038
45,39,191,107,56.02,84,43.98,45039
45,40,199,133,66.83,66,33.17,45040
45,41,176,113,64.2,63,35.8,45041
45,42,195,128,65.64,67,34.36,45042
45,43,178,121,67.98,57,32.02,45043
45,44,187,119,63.64,68,36.36,45044
45,45,112,65,58.04,47,41.96,45045
45,46,119,76,63.87,43,36.13,45046
45,47,136,91,66.91,45,33.09,45047
45,48,103,72,69.9,31,30.1,45048
46,1,182,99,54.4,83,45.6,46001
46,2,231,134,58.01,97,41.99,46002
46,3,310,144,46.45,166,53.55,46003
46,4,250,126,50.4,124,49.6,46004
46,5,251,127,50.6,124,49.4,46005
46,6,215,102,47.44,113,52.56,46006
46,7,265,138,52.08,127,47.92,46007
46,8,194,123,63.4,71,36.6,46008
46,9,260,139,53.46,121,46.54,46009
46,10,303,158,52.15,145,47.85,46010
46,11,205,107,52.2,98,47.8,46011
46,12,251,118,47.01,133,52.99,46012
46,13,229,116,50.66,113,49.34,46013
46,14,237,124,52.32,113,47.68,46014
46,15,220,107,48.64,113,51.36,46015
46,16,275,134,48.73,141,51.27,46016
46,17,284,153,53.87,131,46.13,46017
46,18,239,142,59.41,97,40.59,46018
46,19,155,81,52.26,74,47.74,46019
46,20,250,127,50.8,123,49.2,46020
46,21,170,88,51.76,82,48.24,46021
46,22,165,83,50.3,82,49.7,46022
46,23,233,103,44.21,130,55.79,46023
46,24,246,137,55.69,109,44.31,46024
46,25,255,137,53.73,118,46.27,46025
46,26,266,143,53.76,123,46.24,46026
46,27,273,157,57.51,116,42.49,46027
46,28,261,131,50.19,130,49.81,46028
46,29,198,96,48.48,102,51.52,46029
46,30,261,139,53.26,122,46.74,46030
46,31,238,115,48.32,123,51.68,46031
46,32,247,134,54.25,113,45.75,46032
46,33,261,139,53.26,122,46.74,46033
46,34,272,139,51.1,133,48.9,46034
46,35,303,166,54.79,137,45.21,46035
46,36,217,122,56.22,95,43.78,46036
46,37,162,88,54.32,74,45.68,46037
46,38,208,116,55.77,92,44.23,46038
46,39,250,157,62.8,93,37.2,46039
46,40,229,95,41.48,134,58.52,46040
47,1,137,59,43.07,78,56.93,47001
47,2,256,92,35.94,164,64.06,47002
47,3,287,148,51.57,139,48.43,47003
47,4,249,121,48.59,128,51.41,47004
47,5,296,131,44.26,165,55.74,47005
47,6,266,140,52.63,126,47.37,47006
47,7,252,118,46.83,134,53.17,47007
47,8,248,122,49.19,126,50.81,47008
47,9,187,91,48.66,96,51.34,47009
47,10,340,152,44.71,188,55.29,47010
47,11,212,105,49.53,107,50.47,47011
47,12,257,113,43.97,144,56.03,47012
47,13,287,131,45.64,156,54.36,47013
47,14,218,96,44.04,122,55.96,47014
47,15,370,176,47.57,194,52.43,47015
47,16,283,140,49.47,143,50.53,47016
47,17,270,142,52.59,128,47.41,47017
47,18,248,124,50.0,124,50.0,47018
47,19,362,159,43.92,203,56.08,47019
47,20,271,116,42.8,155,57.2,47020
47,21,253,109,43.08,144,56.92,47021
47,22,306,139,45.42,167,54.58,47022
47,23,341,151,44.28,190,55.72,47023
47,24,247,108,43.72,139,56.28,47024
47,25,285,158,55.44,127,44.56,47025
47,26,333,148,44.44,185,55.56,47026
47,27,229,106,46.29,123,53.71,47027
47,28,286,126,44.06,160,55.94,47028
47,29,269,128,47.58,141,52.42,47029
47,30,318,139,43.71,179,56.29,47030
47,31,270,129,47.78,141,52.22,47031
47,32,344,165,47.97,179,52.03,47032
47,33,231,113,48.92,118,51.08,47033
47,34,313,139,44.41,174,55.59,47034
47,35,233,125,53.65,108,46.35,47035
47,36,325,138,42.46,187,57.54,47036
47,37,283,125,44.17,158,55.83,47037
47,38,271,128,47.23,143,52.77,47038
47,39,285,119,41.75,166,58.25,47039
47,40,272,119,43.75,153,56.25,47040
47,41,283,126,44.52,157,55.48,47041
47,42,256,117,45.7,139,54.3,47042
47,43,237,115,48.52,122,51.48,47043
47,44,191,101,52.88,90,47.12,47044
47,45,282,113,40.07,169,59.93,47045
47,46,245,124,50.61,121,49.39,47046
47,47,274,131,47.81,143,52.19,47047
47,48,34,23,67.65,11,32.35,47048
48,1,236,115,48.73,121,51.27,48001
48,2,120,41,34.17,79,65.83,48002
48,3,331,178,53.78,153,46.22,48003
48,4,257,115,44.75,142,55.25,48004
48,5,143,63,44.06,80,55.94,48005
48,6,355,192,54.08,163,45.92,48006
48,7,284,125,44.01,159,55.99,48007
48,8,119,63,52.94,56,47.06,48008
48,9,165,75,45.45,90,54.55,48009
48,10,399,162,40.6,237,59.4,48010
48,11,237,89,37.55,148,62.45,48011
48,12,315,162,51.43,153,48.57,48012
48,13,324,154,47.53,170,52.47,48013
48,14,124,69,55.65,55,44.35,48014
48,15,169,92,54.44,77,45.56,48015
48,16,253,138,54.55,115,45.45,48016
48,17,264,130,49.24,134,50.76,48017
48,18,206,115,55.83,91,44.17,48018
48,19,187,76,40.64,111,59.36,48019
48,20,337,175,51.93,162,48.07,48020
48,21,306,176,57.52,130,42.48,48021
48,22,234,107,45.73,127,54.27,48022
48,23,270,111,41.11,159,58.89,48023
48,24,269,133,49.44,136,50.56,48024
48,25,259,112,43.24,147,56.76,48025
48,26,130,68,52.31,62,47.69,48026
48,27,317,172,54.26,145,45.74,48027
48,28,266,119,44.74,147,55.26,48028
48,29,143,63,44.06,80,55.94,48029
48,30,271,131,48.34,140,51.66,48030
48,31,372,209,56.18,163,43.82,48031
48,32,301,156,51.83,145,48.17,48032
48,33,152,70,46.05,82,53.95,48033
48,34,224,99,44.2,125,55.8,48034
48,35,184,98,53.26,86,46.74,48035
48,36,177,91,51.41,86,48.59,48036
