ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,2,114,114,100.0,01002
1,7,214,214,100.0,01007
1,9,240,240,100.0,01009
1,13,136,136,100.0,01013
1,16,279,279,100.0,01016
1,17,19,19,100.0,01017
1,19,398,398,100.0,01019
1,23,462,462,100.0,01023
1,34,270,270,100.0,01034
1,41,202,202,100.0,01041
1,42,88,88,100.0,01042
1,43,226,226,100.0,01043
26,7,212,212,100.0,26007
26,34,243,243,100.0,26034
26,37,13,13,100.0,26037
30,1,300,300,100.0,30001
30,3,205,205,100.0,30003
30,4,252,252,100.0,30004
30,7,280,280,100.0,30007
30,8,297,297,100.0,30008
30,9,144,144,100.0,30009
30,15,219,219,100.0,30015
30,17,248,248,100.0,30017
30,18,304,304,100.0,30018
30,19,76,76,100.0,30019
30,20,250,250,100.0,30020
30,22,363,363,100.0,30022
30,23,308,308,100.0,30023
30,24,292,292,100.0,30024
30,25,318,318,100.0,30025
30,26,143,143,100.0,30026
30,27,161,161,100.0,30027
30,28,291,291,100.0,30028
30,31,167,167,100.0,30031
30,32,197,197,100.0,30032
31,1,181,181,100.0,31001
31,2,170,170,100.0,31002
31,5,203,203,100.0,31005
31,6,159,159,100.0,31006
31,7,301,301,100.0,31007
31,8,128,128,100.0,31008
31,9,234,234,100.0,31009
31,10,174,174,100.0,31010
31,11,156,156,100.0,31011
31,12,167,167,100.0,31012
31,13,215,215,100.0,31013
31,14,131,131,100.0,31014
31,17,164,164,100.0,31017
31,18,175,175,100.0,31018
31,20,171,171,100.0,31020
31,21,171,171,100.0,31021
31,23,171,171,100.0,31023
31,24,216,216,100.0,31024
31,26,204,204,100.0,31026
31,27,168,168,100.0,31027
31,28,181,181,100.0,31028
31,29,211,211,100.0,31029
31,30,146,146,100.0,31030
31,32,166,166,100.0,31032
31,33,160,160,100.0,31033
31,34,160,160,100.0,31034
31,35,208,208,100.0,31035
31,36,189,189,100.0,31036
31,37,172,172,100.0,31037
31,38,204,204,100.0,31038
31,40,207,207,100.0,31040
31,41,194,194,100.0,31041
32,1,21,21,100.0,32001
32,3,374,374,100.0,32003
32,11,328,328,100.0,32011
32,12,269,269,100.0,32012
32,14,344,344,100.0,32014
32,17,329,329,100.0,32017
32,20,349,349,100.0,32020
32,22,426,426,100.0,32022
32,26,348,348,100.0,32026
32,28,352,352,100.0,32028
32,43,308,308,100.0,32043
33,1,345,345,100.0,33001
33,2,146,146,100.0,33002
33,3,296,296,100.0,33003
33,4,423,423,100.0,33004
33,5,147,147,100.0,33005
33,6,330,330,100.0,33006
33,7,266,266,100.0,33007
33,9,333,333,100.0,33009
33,11,368,368,100.0,33011
33,12,341,341,100.0,33012
33,13,377,377,100.0,33013
33,14,174,174,100.0,33014
33,15,408,408,100.0,33015
33,16,473,473,100.0,33016
33,17,370,370,100.0,33017
33,18,264,264,100.0,33018
33,19,331,331,100.0,33019
33,20,366,366,100.0,33020
33,21,363,363,100.0,33021
33,22,357,357,100.0,33022
33,25,396,396,100.0,33025
33,26,284,284,100.0,33026
33,27,308,308,100.0,33027
33,28,340,340,100.0,33028
35,1,272,272,100.0,35001
35,2,24,24,100.0,35002
35,4,285,285,100.0,35004
35,5,269,269,100.0,35005
35,6,283,283,100.0,35006
35,9,266,266,100.0,35009
35,10,412,412,100.0,35010
35,11,334,334,100.0,35011
35,15,341,341,100.0,35015
35,17,303,303,100.0,35017
35,20,272,272,100.0,35020
35,22,326,326,100.0,35022
35,23,294,294,100.0,35023
35,24,281,281,100.0,35024
35,25,366,366,100.0,35025
35,26,247,247,100.0,35026
35,27,260,260,100.0,35027
35,28,282,282,100.0,35028
35,29,237,237,100.0,35029
35,30,292,292,100.0,35030
35,31,296,296,100.0,35031
36,9,0,0,0.0,36009
36,14,223,223,100.0,36014
36,16,225,225,100.0,36016
36,17,278,278,100.0,36017
36,18,153,153,100.0,36018
36,20,221,221,100.0,36020
38,23,248,248,100.0,38023
38,34,218,218,100.0,38034
38,35,248,248,100.0,38035
38,39,72,72,100.0,38039
39,3,261,261,100.0,39003
39,6,2,2,100.0,39006
39,12,181,181,100.0,39012
39,25,145,145,100.0,39025
39,28,329,329,100.0,39028
39,31,206,206,100.0,39031
39,34,265,265,100.0,39034
45,1,229,229,100.0,45001
45,2,266,266,100.0,45002
45,3,254,254,100.0,45003
45,4,298,298,100.0,45004
45,5,238,238,100.0,45005
45,6,312,312,100.0,45006
45,7,343,343,100.0,45007
45,8,256,256,100.0,45008
45,9,270,270,100.0,45009
45,10,273,273,100.0,45010
45,11,223,223,100.0,45011
