ward,precinct,total,Robert Martwick,Robert Martwick Percent,precinct_id
29,29,185,185,100.0,29029
29,31,72,72,100.0,29031
29,32,195,195,100.0,29032
38,1,188,188,100.0,38001
38,3,209,209,100.0,38003
38,5,183,183,100.0,38005
38,6,200,200,100.0,38006
38,7,170,170,100.0,38007
38,9,225,225,100.0,38009
38,11,205,205,100.0,38011
38,13,207,207,100.0,38013
38,14,249,249,100.0,38014
38,15,220,220,100.0,38015
38,17,174,174,100.0,38017
38,18,204,204,100.0,38018
38,19,197,197,100.0,38019
38,21,177,177,100.0,38021
38,22,215,215,100.0,38022
38,24,201,201,100.0,38024
38,25,174,174,100.0,38025
38,26,214,214,100.0,38026
38,27,208,208,100.0,38027
38,29,223,223,100.0,38029
38,30,177,177,100.0,38030
38,31,232,232,100.0,38031
38,32,197,197,100.0,38032
38,33,205,205,100.0,38033
38,36,215,215,100.0,38036
38,38,193,193,100.0,38038
38,40,226,226,100.0,38040
38,41,224,224,100.0,38041
39,20,255,255,100.0,39020
39,21,202,202,100.0,39021
39,23,240,240,100.0,39023
39,24,258,258,100.0,39024
39,41,23,23,100.0,39041
41,3,142,142,100.0,41003
41,12,212,212,100.0,41012
41,24,176,176,100.0,41024
41,30,225,225,100.0,41030
41,38,192,192,100.0,41038
45,12,225,225,100.0,45012
45,13,262,262,100.0,45013
45,14,340,340,100.0,45014
45,15,355,355,100.0,45015
45,16,222,222,100.0,45016
45,17,252,252,100.0,45017
45,18,248,248,100.0,45018
45,19,123,123,100.0,45019
45,20,153,153,100.0,45020
45,21,192,192,100.0,45021
45,22,208,208,100.0,45022
45,23,201,201,100.0,45023
45,24,173,173,100.0,45024
45,25,147,147,100.0,45025
45,26,126,126,100.0,45026
45,27,218,218,100.0,45027
45,28,174,174,100.0,45028
45,29,127,127,100.0,45029
45,30,211,211,100.0,45030
45,31,189,189,100.0,45031
45,32,106,106,100.0,45032
45,33,178,178,100.0,45033
45,34,256,256,100.0,45034
45,35,233,233,100.0,45035
45,36,256,256,100.0,45036
45,37,204,204,100.0,45037
45,38,204,204,100.0,45038
45,39,206,206,100.0,45039
45,40,230,230,100.0,45040
45,41,195,195,100.0,45041
45,42,226,226,100.0,45042
45,43,197,197,100.0,45043
45,44,194,194,100.0,45044
45,45,127,127,100.0,45045
45,46,146,146,100.0,45046
45,47,141,141,100.0,45047
45,48,121,121,100.0,45048
