ward,precinct,total,Donne E. Trotter,Donne E. Trotter Percent,precinct_id
6,1,350,350,100.0,06001
6,2,304,304,100.0,06002
6,3,321,321,100.0,06003
6,8,344,344,100.0,06008
6,13,247,247,100.0,06013
6,14,290,290,100.0,06014
6,16,327,327,100.0,06016
6,19,48,48,100.0,06019
6,29,343,343,100.0,06029
6,31,319,319,100.0,06031
6,34,327,327,100.0,06034
6,35,296,296,100.0,06035
6,36,341,341,100.0,06036
6,37,337,337,100.0,06037
6,38,336,336,100.0,06038
6,39,291,291,100.0,06039
6,41,346,346,100.0,06041
6,42,322,322,100.0,06042
6,43,260,260,100.0,06043
6,44,311,311,100.0,06044
6,45,351,351,100.0,06045
6,46,213,213,100.0,06046
7,26,279,279,100.0,07026
7,27,263,263,100.0,07027
7,28,148,148,100.0,07028
7,29,259,259,100.0,07029
7,30,134,134,100.0,07030
7,32,188,188,100.0,07032
7,36,372,372,100.0,07036
7,37,42,42,100.0,07037
7,38,263,263,100.0,07038
7,39,286,286,100.0,07039
7,40,265,265,100.0,07040
7,41,291,291,100.0,07041
7,42,275,275,100.0,07042
7,43,265,265,100.0,07043
7,44,275,275,100.0,07044
7,45,287,287,100.0,07045
8,3,361,361,100.0,08003
8,4,365,365,100.0,08004
8,5,356,356,100.0,08005
8,6,348,348,100.0,08006
8,7,389,389,100.0,08007
8,8,319,319,100.0,08008
8,10,399,399,100.0,08010
8,11,284,284,100.0,08011
8,12,297,297,100.0,08012
8,14,261,261,100.0,08014
8,15,307,307,100.0,08015
8,17,290,290,100.0,08017
8,18,293,293,100.0,08018
8,19,382,382,100.0,08019
8,22,282,282,100.0,08022
8,23,265,265,100.0,08023
8,24,200,200,100.0,08024
8,25,314,314,100.0,08025
8,26,138,138,100.0,08026
8,27,359,359,100.0,08027
8,29,381,381,100.0,08029
8,30,365,365,100.0,08030
8,31,254,254,100.0,08031
8,32,248,248,100.0,08032
8,33,292,292,100.0,08033
8,34,277,277,100.0,08034
8,35,337,337,100.0,08035
8,36,345,345,100.0,08036
8,37,279,279,100.0,08037
8,38,207,207,100.0,08038
8,39,340,340,100.0,08039
8,40,266,266,100.0,08040
8,41,315,315,100.0,08041
8,43,120,120,100.0,08043
8,44,224,224,100.0,08044
8,45,324,324,100.0,08045
8,46,261,261,100.0,08046
8,47,267,267,100.0,08047
8,48,310,310,100.0,08048
8,49,298,298,100.0,08049
8,50,342,342,100.0,08050
8,51,359,359,100.0,08051
8,52,416,416,100.0,08052
8,53,184,184,100.0,08053
8,54,147,147,100.0,08054
8,56,327,327,100.0,08056
9,1,34,34,100.0,09001
9,7,12,12,100.0,09007
9,8,304,304,100.0,09008
9,9,253,253,100.0,09009
9,12,323,323,100.0,09012
9,13,240,240,100.0,09013
9,23,340,340,100.0,09023
9,24,319,319,100.0,09024
9,25,285,285,100.0,09025
9,28,68,68,100.0,09028
9,31,28,28,100.0,09031
9,36,287,287,100.0,09036
9,37,308,308,100.0,09037
9,38,215,215,100.0,09038
9,42,333,333,100.0,09042
9,43,100,100,100.0,09043
9,46,294,294,100.0,09046
9,47,330,330,100.0,09047
9,48,330,330,100.0,09048
9,49,334,334,100.0,09049
9,50,388,388,100.0,09050
9,51,315,315,100.0,09051
10,2,183,183,100.0,10002
10,3,186,186,100.0,10003
10,5,151,151,100.0,10005
10,9,184,184,100.0,10009
10,13,278,278,100.0,10013
10,14,5,5,100.0,10014
10,15,561,561,100.0,10015
10,16,175,175,100.0,10016
10,17,250,250,100.0,10017
10,21,3,3,100.0,10021
10,23,5,5,100.0,10023
10,24,199,199,100.0,10024
10,27,7,7,100.0,10027
10,33,2,2,100.0,10033
17,21,311,311,100.0,17021
21,31,226,226,100.0,21031
21,53,104,104,100.0,21053
