ward,precinct,total,Mike Quigley,Mike Quigley Percent,precinct_id
1,3,327,327,100.0,01003
1,4,258,258,100.0,01004
1,5,282,282,100.0,01005
1,6,279,279,100.0,01006
1,8,224,224,100.0,01008
1,10,290,290,100.0,01010
1,11,280,280,100.0,01011
1,14,210,210,100.0,01014
1,21,285,285,100.0,01021
1,28,81,81,100.0,01028
1,32,162,162,100.0,01032
1,33,303,303,100.0,01033
1,35,313,313,100.0,01035
1,36,262,262,100.0,01036
1,37,276,276,100.0,01037
1,38,64,64,100.0,01038
1,39,248,248,100.0,01039
1,40,254,254,100.0,01040
2,1,277,277,100.0,02001
2,3,285,285,100.0,02003
2,4,245,245,100.0,02004
2,5,305,305,100.0,02005
2,6,303,303,100.0,02006
2,7,230,230,100.0,02007
2,8,293,293,100.0,02008
2,12,93,93,100.0,02012
2,14,52,52,100.0,02014
2,15,261,261,100.0,02015
2,16,242,242,100.0,02016
2,17,37,37,100.0,02017
2,20,143,143,100.0,02020
2,21,288,288,100.0,02021
2,22,240,240,100.0,02022
2,24,221,221,100.0,02024
2,25,273,273,100.0,02025
2,26,211,211,100.0,02026
2,28,221,221,100.0,02028
2,30,205,205,100.0,02030
2,31,292,292,100.0,02031
2,33,341,341,100.0,02033
2,37,232,232,100.0,02037
2,38,38,38,100.0,02038
2,44,140,140,100.0,02044
25,32,0,0,0.0,25032
26,28,139,139,100.0,26028
26,32,235,235,100.0,26032
27,7,325,325,100.0,27007
27,12,149,149,100.0,27012
27,13,136,136,100.0,27013
27,27,26,26,100.0,27027
27,35,21,21,100.0,27035
27,37,35,35,100.0,27037
27,40,108,108,100.0,27040
27,42,51,51,100.0,27042
27,43,16,16,100.0,27043
27,46,126,126,100.0,27046
29,23,57,57,100.0,29023
29,29,212,212,100.0,29029
29,31,177,177,100.0,29031
29,32,201,201,100.0,29032
29,38,15,15,100.0,29038
29,39,93,93,100.0,29039
30,15,190,190,100.0,30015
30,17,129,129,100.0,30017
30,21,177,177,100.0,30021
32,1,309,309,100.0,32001
32,2,247,247,100.0,32002
32,4,261,261,100.0,32004
32,5,248,248,100.0,32005
32,6,274,274,100.0,32006
32,7,250,250,100.0,32007
32,8,275,275,100.0,32008
32,9,298,298,100.0,32009
32,10,218,218,100.0,32010
32,13,252,252,100.0,32013
32,15,262,262,100.0,32015
32,16,246,246,100.0,32016
32,18,212,212,100.0,32018
