ward,precinct,total,Michael Cabonargi,Michael Cabonargi Percent,precinct_id
1,1,282,282,100.0,01001
1,2,294,294,100.0,01002
1,3,276,276,100.0,01003
1,4,237,237,100.0,01004
1,5,241,241,100.0,01005
1,6,246,246,100.0,01006
1,7,198,198,100.0,01007
1,8,199,199,100.0,01008
1,9,225,225,100.0,01009
1,10,229,229,100.0,01010
1,11,245,245,100.0,01011
1,12,269,269,100.0,01012
1,13,117,117,100.0,01013
1,14,240,240,100.0,01014
1,15,239,239,100.0,01015
1,16,245,245,100.0,01016
1,17,275,275,100.0,01017
1,18,278,278,100.0,01018
1,19,348,348,100.0,01019
1,20,214,214,100.0,01020
1,21,237,237,100.0,01021
1,22,188,188,100.0,01022
1,23,402,402,100.0,01023
1,24,250,250,100.0,01024
1,25,260,260,100.0,01025
1,26,226,226,100.0,01026
1,27,258,258,100.0,01027
1,28,81,81,100.0,01028
1,29,237,237,100.0,01029
1,30,283,283,100.0,01030
1,31,277,277,100.0,01031
1,32,243,243,100.0,01032
1,33,247,247,100.0,01033
1,34,228,228,100.0,01034
1,35,265,265,100.0,01035
1,36,212,212,100.0,01036
1,37,245,245,100.0,01037
1,38,237,237,100.0,01038
1,39,218,218,100.0,01039
1,40,241,241,100.0,01040
1,41,172,172,100.0,01041
1,42,83,83,100.0,01042
1,43,186,186,100.0,01043
1,44,237,237,100.0,01044
2,1,236,236,100.0,02001
2,2,132,132,100.0,02002
2,3,244,244,100.0,02003
2,4,219,219,100.0,02004
2,5,269,269,100.0,02005
2,6,274,274,100.0,02006
2,7,207,207,100.0,02007
2,8,242,242,100.0,02008
2,9,135,135,100.0,02009
2,10,110,110,100.0,02010
2,11,149,149,100.0,02011
2,12,232,232,100.0,02012
2,13,184,184,100.0,02013
2,14,265,265,100.0,02014
2,15,222,222,100.0,02015
2,16,212,212,100.0,02016
2,17,284,284,100.0,02017
2,18,185,185,100.0,02018
2,19,105,105,100.0,02019
2,20,185,185,100.0,02020
2,21,247,247,100.0,02021
2,22,196,196,100.0,02022
2,23,110,110,100.0,02023
2,24,174,174,100.0,02024
2,25,226,226,100.0,02025
2,26,185,185,100.0,02026
2,27,162,162,100.0,02027
2,28,203,203,100.0,02028
2,29,188,188,100.0,02029
2,30,165,165,100.0,02030
2,31,230,230,100.0,02031
2,32,147,147,100.0,02032
2,33,280,280,100.0,02033
2,34,150,150,100.0,02034
2,35,177,177,100.0,02035
2,36,148,148,100.0,02036
2,37,196,196,100.0,02037
2,38,153,153,100.0,02038
2,39,123,123,100.0,02039
2,40,172,172,100.0,02040
2,41,135,135,100.0,02041
2,42,201,201,100.0,02042
2,43,209,209,100.0,02043
2,44,114,114,100.0,02044
2,45,228,228,100.0,02045
2,46,106,106,100.0,02046
11,1,241,241,100.0,11001
11,2,34,34,100.0,11002
11,3,226,226,100.0,11003
11,4,232,232,100.0,11004
11,5,327,327,100.0,11005
11,6,283,283,100.0,11006
11,7,204,204,100.0,11007
11,8,259,259,100.0,11008
11,9,225,225,100.0,11009
11,10,208,208,100.0,11010
11,11,244,244,100.0,11011
11,12,315,315,100.0,11012
11,13,269,269,100.0,11013
11,14,103,103,100.0,11014
11,15,92,92,100.0,11015
11,16,153,153,100.0,11016
11,17,312,312,100.0,11017
11,18,214,214,100.0,11018
11,19,337,337,100.0,11019
11,20,174,174,100.0,11020
11,21,339,339,100.0,11021
11,22,305,305,100.0,11022
11,23,147,147,100.0,11023
11,24,318,318,100.0,11024
11,25,292,292,100.0,11025
11,26,286,286,100.0,11026
11,27,93,93,100.0,11027
11,29,258,258,100.0,11029
11,30,119,119,100.0,11030
11,31,220,220,100.0,11031
11,32,120,120,100.0,11032
11,33,232,232,100.0,11033
11,34,68,68,100.0,11034
11,35,47,47,100.0,11035
11,36,101,101,100.0,11036
11,37,68,68,100.0,11037
11,38,127,127,100.0,11038
12,1,269,269,100.0,12001
12,2,224,224,100.0,12002
12,3,325,325,100.0,12003
12,4,297,297,100.0,12004
12,5,240,240,100.0,12005
12,6,248,248,100.0,12006
12,7,253,253,100.0,12007
12,8,299,299,100.0,12008
12,9,223,223,100.0,12009
12,10,321,321,100.0,12010
12,11,296,296,100.0,12011
12,12,262,262,100.0,12012
12,13,275,275,100.0,12013
12,14,275,275,100.0,12014
12,15,210,210,100.0,12015
12,16,250,250,100.0,12016
12,17,299,299,100.0,12017
12,18,243,243,100.0,12018
12,19,264,264,100.0,12019
12,20,334,334,100.0,12020
12,21,269,269,100.0,12021
12,22,294,294,100.0,12022
12,23,263,263,100.0,12023
13,1,206,206,100.0,13001
13,3,191,191,100.0,13003
13,7,209,209,100.0,13007
13,8,185,185,100.0,13008
13,12,231,231,100.0,13012
13,14,237,237,100.0,13014
13,15,444,444,100.0,13015
13,16,197,197,100.0,13016
13,17,224,224,100.0,13017
13,23,203,203,100.0,13023
13,24,238,238,100.0,13024
13,25,267,267,100.0,13025
13,26,118,118,100.0,13026
13,40,215,215,100.0,13040
14,3,326,326,100.0,14003
14,5,400,400,100.0,14005
14,6,156,156,100.0,14006
14,7,294,294,100.0,14007
14,8,286,286,100.0,14008
14,9,278,278,100.0,14009
14,10,196,196,100.0,14010
14,11,212,212,100.0,14011
14,12,241,241,100.0,14012
14,13,239,239,100.0,14013
14,14,292,292,100.0,14014
14,15,357,357,100.0,14015
14,16,216,216,100.0,14016
14,17,232,232,100.0,14017
14,18,95,95,100.0,14018
14,19,328,328,100.0,14019
14,20,189,189,100.0,14020
14,21,251,251,100.0,14021
14,22,289,289,100.0,14022
14,23,185,185,100.0,14023
14,24,137,137,100.0,14024
14,25,184,184,100.0,14025
14,26,203,203,100.0,14026
14,27,251,251,100.0,14027
14,28,190,190,100.0,14028
14,29,237,237,100.0,14029
14,30,165,165,100.0,14030
14,31,180,180,100.0,14031
15,1,235,235,100.0,15001
15,4,253,253,100.0,15004
15,5,285,285,100.0,15005
15,6,256,256,100.0,15006
15,8,248,248,100.0,15008
15,9,333,333,100.0,15009
15,10,346,346,100.0,15010
15,11,343,343,100.0,15011
15,12,319,319,100.0,15012
