ward,precinct,total,Gregory Raymond LaPapa,Gregory Raymond LaPapa Percent,Sean S. Chaudhuri,Sean S. Chaudhuri Percent,Mark A. Lyon,Mark A. Lyon Percent,Carolyn J. Gallagher,Carolyn J. Gallagher Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,precinct_id
43,40,148,5,3.38,23,15.54,41,27.7,66,44.59,13,8.78,43040
43,41,277,17,6.14,23,8.3,93,33.57,95,34.3,49,17.69,43041
43,42,153,12,7.84,22,14.38,40,26.14,53,34.64,26,16.99,43042
43,43,191,17,8.9,31,16.23,57,29.84,67,35.08,19,9.95,43043
43,44,161,10,6.21,21,13.04,54,33.54,54,33.54,22,13.66,43044
43,45,131,4,3.05,19,14.5,46,35.11,42,32.06,20,15.27,43045
43,46,77,4,5.19,12,15.58,17,22.08,30,38.96,14,18.18,43046
44,1,376,27,7.18,41,10.9,103,27.39,152,40.43,53,14.1,44001
44,2,219,14,6.39,28,12.79,56,25.57,87,39.73,34,15.53,44002
44,3,177,8,4.52,34,19.21,51,28.81,58,32.77,26,14.69,44003
44,4,190,3,1.58,28,14.74,61,32.11,70,36.84,28,14.74,44004
44,5,231,22,9.52,29,12.55,56,24.24,87,37.66,37,16.02,44005
44,6,272,9,3.31,49,18.01,57,20.96,127,46.69,30,11.03,44006
44,7,159,14,8.81,31,19.5,42,26.42,51,32.08,21,13.21,44007
44,8,271,15,5.54,21,7.75,55,20.3,133,49.08,47,17.34,44008
44,9,161,11,6.83,19,11.8,54,33.54,59,36.65,18,11.18,44009
44,10,211,12,5.69,40,18.96,45,21.33,87,41.23,27,12.8,44010
44,11,205,13,6.34,32,15.61,50,24.39,85,41.46,25,12.2,44011
44,12,239,8,3.35,30,12.55,65,27.2,100,41.84,36,15.06,44012
44,13,135,8,5.93,22,16.3,34,25.19,47,34.81,24,17.78,44013
44,14,179,9,5.03,23,12.85,34,18.99,95,53.07,18,10.06,44014
44,15,251,19,7.57,31,12.35,67,26.69,93,37.05,41,16.33,44015
44,16,224,16,7.14,22,9.82,67,29.91,92,41.07,27,12.05,44016
44,17,342,19,5.56,42,12.28,83,24.27,138,40.35,60,17.54,44017
44,18,204,14,6.86,38,18.63,50,24.51,71,34.8,31,15.2,44018
44,19,315,14,4.44,48,15.24,79,25.08,121,38.41,53,16.83,44019
44,20,214,14,6.54,31,14.49,54,25.23,86,40.19,29,13.55,44020
44,21,275,21,7.64,27,9.82,82,29.82,96,34.91,49,17.82,44021
44,22,277,17,6.14,45,16.25,76,27.44,96,34.66,43,15.52,44022
44,23,190,9,4.74,19,10.0,54,28.42,74,38.95,34,17.89,44023
44,24,159,7,4.4,25,15.72,31,19.5,73,45.91,23,14.47,44024
44,25,190,11,5.79,13,6.84,46,24.21,94,49.47,26,13.68,44025
44,26,275,21,7.64,28,10.18,56,20.36,123,44.73,47,17.09,44026
44,27,225,23,10.22,32,14.22,51,22.67,91,40.44,28,12.44,44027
44,28,280,25,8.93,37,13.21,61,21.79,109,38.93,48,17.14,44028
44,29,206,16,7.77,20,9.71,58,28.16,79,38.35,33,16.02,44029
44,30,231,19,8.23,22,9.52,66,28.57,87,37.66,37,16.02,44030
44,31,216,19,8.8,26,12.04,67,31.02,83,38.43,21,9.72,44031
44,32,248,27,10.89,24,9.68,57,22.98,110,44.35,30,12.1,44032
44,33,285,17,5.96,36,12.63,65,22.81,123,43.16,44,15.44,44033
44,34,238,20,8.4,35,14.71,57,23.95,74,31.09,52,21.85,44034
44,35,281,12,4.27,47,16.73,75,26.69,111,39.5,36,12.81,44035
44,36,244,20,8.2,35,14.34,55,22.54,105,43.03,29,11.89,44036
44,37,274,24,8.76,37,13.5,71,25.91,103,37.59,39,14.23,44037
44,38,183,15,8.2,35,19.13,39,21.31,68,37.16,26,14.21,44038
44,39,195,14,7.18,40,20.51,40,20.51,75,38.46,26,13.33,44039
44,40,197,18,9.14,18,9.14,70,35.53,71,36.04,20,10.15,44040
44,41,279,20,7.17,38,13.62,67,24.01,106,37.99,48,17.2,44041
45,1,204,13,6.37,21,10.29,56,27.45,85,41.67,29,14.22,45001
45,2,247,25,10.12,49,19.84,55,22.27,87,35.22,31,12.55,45002
45,3,231,29,12.55,29,12.55,45,19.48,97,41.99,31,13.42,45003
45,4,293,33,11.26,47,16.04,51,17.41,112,38.23,50,17.06,45004
45,5,236,18,7.63,35,14.83,52,22.03,91,38.56,40,16.95,45005
45,6,273,25,9.16,32,11.72,66,24.18,101,37.0,49,17.95,45006
45,7,314,26,8.28,55,17.52,57,18.15,117,37.26,59,18.79,45007
45,8,237,25,10.55,36,15.19,53,22.36,84,35.44,39,16.46,45008
45,9,266,36,13.53,35,13.16,44,16.54,106,39.85,45,16.92,45009
45,10,260,26,10.0,30,11.54,68,26.15,93,35.77,43,16.54,45010
45,11,203,34,16.75,35,17.24,31,15.27,72,35.47,31,15.27,45011
45,12,232,30,12.93,23,9.91,51,21.98,90,38.79,38,16.38,45012
45,13,228,16,7.02,45,19.74,55,24.12,66,28.95,46,20.18,45013
45,14,315,38,12.06,42,13.33,59,18.73,119,37.78,57,18.1,45014
45,15,323,31,9.6,40,12.38,69,21.36,121,37.46,62,19.2,45015
45,16,219,23,10.5,35,15.98,50,22.83,79,36.07,32,14.61,45016
45,17,234,23,9.83,28,11.97,59,25.21,84,35.9,40,17.09,45017
45,18,230,36,15.65,23,10.0,47,20.43,74,32.17,50,21.74,45018
45,19,116,15,12.93,22,18.97,19,16.38,40,34.48,20,17.24,45019
45,20,152,19,12.5,12,7.89,35,23.03,50,32.89,36,23.68,45020
45,21,197,30,15.23,26,13.2,45,22.84,66,33.5,30,15.23,45021
45,22,192,26,13.54,24,12.5,43,22.4,70,36.46,29,15.1,45022
45,23,189,18,9.52,15,7.94,47,24.87,82,43.39,27,14.29,45023
45,24,164,18,10.98,28,17.07,35,21.34,58,35.37,25,15.24,45024
45,25,141,14,9.93,22,15.6,27,19.15,60,42.55,18,12.77,45025
45,26,111,14,12.61,14,12.61,28,25.23,35,31.53,20,18.02,45026
45,27,202,18,8.91,23,11.39,43,21.29,74,36.63,44,21.78,45027
45,28,171,22,12.87,21,12.28,34,19.88,60,35.09,34,19.88,45028
45,29,119,23,19.33,13,10.92,23,19.33,46,38.66,14,11.76,45029
45,30,211,34,16.11,23,10.9,41,19.43,79,37.44,34,16.11,45030
45,31,185,36,19.46,22,11.89,32,17.3,74,40.0,21,11.35,45031
45,32,176,23,13.07,20,11.36,29,16.48,68,38.64,36,20.45,45032
45,33,154,8,5.19,25,16.23,26,16.88,71,46.1,24,15.58,45033
45,34,246,32,13.01,30,12.2,36,14.63,98,39.84,50,20.33,45034
45,35,224,23,10.27,30,13.39,53,23.66,80,35.71,38,16.96,45035
45,36,231,24,10.39,35,15.15,51,22.08,91,39.39,30,12.99,45036
45,37,204,26,12.75,24,11.76,57,27.94,68,33.33,29,14.22,45037
45,38,188,27,14.36,20,10.64,41,21.81,71,37.77,29,15.43,45038
45,39,198,25,12.63,24,12.12,49,24.75,66,33.33,34,17.17,45039
45,40,209,21,10.05,23,11.0,43,20.57,75,35.89,47,22.49,45040
45,41,184,18,9.78,15,8.15,48,26.09,72,39.13,31,16.85,45041
45,42,194,13,6.7,13,6.7,58,29.9,63,32.47,47,24.23,45042
45,43,194,23,11.86,12,6.19,48,24.74,83,42.78,28,14.43,45043
45,44,189,14,7.41,17,8.99,37,19.58,81,42.86,40,21.16,45044
45,45,114,13,11.4,12,10.53,25,21.93,47,41.23,17,14.91,45045
45,46,134,21,15.67,16,11.94,23,17.16,47,35.07,27,20.15,45046
45,47,143,22,15.38,6,4.2,27,18.88,64,44.76,24,16.78,45047
45,48,110,10,9.09,11,10.0,26,23.64,40,36.36,23,20.91,45048
46,1,190,17,8.95,21,11.05,48,25.26,62,32.63,42,22.11,46001
46,2,239,30,12.55,37,15.48,51,21.34,79,33.05,42,17.57,46002
46,3,323,15,4.64,43,13.31,95,29.41,123,38.08,47,14.55,46003
46,4,256,26,10.16,40,15.63,45,17.58,106,41.41,39,15.23,46004
46,5,258,18,6.98,33,12.79,66,25.58,110,42.64,31,12.02,46005
46,6,218,21,9.63,35,16.06,52,23.85,76,34.86,34,15.6,46006
46,7,278,20,7.19,52,18.71,67,24.1,86,30.94,53,19.06,46007
46,8,201,25,12.44,33,16.42,30,14.93,78,38.81,35,17.41,46008
46,9,270,15,5.56,29,10.74,47,17.41,126,46.67,53,19.63,46009
46,10,320,26,8.13,42,13.13,66,20.63,133,41.56,53,16.56,46010
46,11,210,16,7.62,26,12.38,55,26.19,81,38.57,32,15.24,46011
46,12,265,24,9.06,37,13.96,66,24.91,99,37.36,39,14.72,46012
46,13,246,18,7.32,35,14.23,53,21.54,100,40.65,40,16.26,46013
46,14,255,39,15.29,50,19.61,49,19.22,69,27.06,48,18.82,46014
46,15,229,19,8.3,42,18.34,49,21.4,86,37.55,33,14.41,46015
46,16,288,23,7.99,47,16.32,59,20.49,113,39.24,46,15.97,46016
46,17,290,16,5.52,48,16.55,53,18.28,135,46.55,38,13.1,46017
46,18,246,24,9.76,25,10.16,56,22.76,101,41.06,40,16.26,46018
46,19,164,20,12.2,25,15.24,31,18.9,55,33.54,33,20.12,46019
46,20,260,35,13.46,26,10.0,62,23.85,98,37.69,39,15.0,46020
46,21,173,18,10.4,16,9.25,45,26.01,67,38.73,27,15.61,46021
46,22,174,20,11.49,24,13.79,34,19.54,57,32.76,39,22.41,46022
46,23,241,20,8.3,28,11.62,47,19.5,104,43.15,42,17.43,46023
46,24,260,25,9.62,37,14.23,62,23.85,101,38.85,35,13.46,46024
46,25,258,21,8.14,41,15.89,57,22.09,104,40.31,35,13.57,46025
46,26,273,26,9.52,41,15.02,53,19.41,116,42.49,37,13.55,46026
46,27,276,23,8.33,35,12.68,60,21.74,112,40.58,46,16.67,46027
46,28,277,18,6.5,36,13.0,78,28.16,100,36.1,45,16.25,46028
46,29,196,19,9.69,25,12.76,36,18.37,79,40.31,37,18.88,46029
46,30,260,21,8.08,42,16.15,51,19.62,98,37.69,48,18.46,46030
46,31,251,23,9.16,38,15.14,57,22.71,103,41.04,30,11.95,46031
46,32,255,30,11.76,38,14.9,50,19.61,91,35.69,46,18.04,46032
46,33,279,24,8.6,43,15.41,64,22.94,109,39.07,39,13.98,46033
46,34,279,32,11.47,25,8.96,61,21.86,115,41.22,46,16.49,46034
46,35,309,39,12.62,42,13.59,70,22.65,120,38.83,38,12.3,46035
46,36,226,18,7.96,32,14.16,57,25.22,89,39.38,30,13.27,46036
46,37,171,27,15.79,34,19.88,33,19.3,49,28.65,28,16.37,46037
46,38,219,26,11.87,28,12.79,47,21.46,76,34.7,42,19.18,46038
46,39,251,24,9.56,41,16.33,52,20.72,89,35.46,45,17.93,46039
46,40,243,16,6.58,39,16.05,46,18.93,95,39.09,47,19.34,46040
47,1,142,7,4.93,28,19.72,37,26.06,51,35.92,19,13.38,47001
47,2,269,12,4.46,69,25.65,71,26.39,90,33.46,27,10.04,47002
47,3,295,33,11.19,51,17.29,58,19.66,111,37.63,42,14.24,47003
47,4,272,19,6.99,71,26.1,67,24.63,74,27.21,41,15.07,47004
47,5,304,26,8.55,44,14.47,76,25.0,111,36.51,47,15.46,47005
47,6,272,22,8.09,40,14.71,62,22.79,108,39.71,40,14.71,47006
47,7,258,23,8.91,56,21.71,49,18.99,95,36.82,35,13.57,47007
47,8,262,23,8.78,41,15.65,63,24.05,89,33.97,46,17.56,47008
47,9,199,14,7.04,34,17.09,58,29.15,71,35.68,22,11.06,47009
47,10,356,26,7.3,63,17.7,77,21.63,143,40.17,47,13.2,47010
47,11,222,21,9.46,44,19.82,47,21.17,82,36.94,28,12.61,47011
47,12,264,18,6.82,50,18.94,62,23.48,99,37.5,35,13.26,47012
47,13,292,32,10.96,43,14.73,57,19.52,125,42.81,35,11.99,47013
47,14,228,17,7.46,52,22.81,60,26.32,75,32.89,24,10.53,47014
47,15,385,17,4.42,67,17.4,83,21.56,149,38.7,69,17.92,47015
47,16,291,16,5.5,60,20.62,64,21.99,114,39.18,37,12.71,47016
47,17,273,38,13.92,50,18.32,68,24.91,86,31.5,31,11.36,47017
47,18,259,24,9.27,46,17.76,56,21.62,94,36.29,39,15.06,47018
47,19,386,17,4.4,72,18.65,89,23.06,150,38.86,58,15.03,47019
47,20,285,21,7.37,43,15.09,70,24.56,107,37.54,44,15.44,47020
47,21,268,17,6.34,52,19.4,70,26.12,92,34.33,37,13.81,47021
47,22,327,18,5.5,63,19.27,87,26.61,117,35.78,42,12.84,47022
47,23,354,29,8.19,66,18.64,79,22.32,133,37.57,47,13.28,47023
47,24,259,21,8.11,52,20.08,64,24.71,93,35.91,29,11.2,47024
47,25,299,25,8.36,41,13.71,87,29.1,111,37.12,35,11.71,47025
47,26,353,21,5.95,63,17.85,88,24.93,134,37.96,47,13.31,47026
47,27,233,13,5.58,55,23.61,60,25.75,87,37.34,18,7.73,47027
47,28,293,18,6.14,70,23.89,72,24.57,100,34.13,33,11.26,47028
47,29,295,21,7.12,57,19.32,53,17.97,121,41.02,43,14.58,47029
47,30,339,16,4.72,79,23.3,71,20.94,121,35.69,52,15.34,47030
47,31,292,19,6.51,56,19.18,72,24.66,108,36.99,37,12.67,47031
47,32,363,22,6.06,71,19.56,79,21.76,143,39.39,48,13.22,47032
47,33,231,16,6.93,33,14.29,64,27.71,77,33.33,41,17.75,47033
47,34,328,20,6.1,58,17.68,88,26.83,121,36.89,41,12.5,47034
47,35,244,14,5.74,43,17.62,64,26.23,91,37.3,32,13.11,47035
47,36,346,18,5.2,47,13.58,97,28.03,145,41.91,39,11.27,47036
47,37,290,21,7.24,50,17.24,71,24.48,114,39.31,34,11.72,47037
47,38,274,17,6.2,50,18.25,74,27.01,110,40.15,23,8.39,47038
47,39,292,14,4.79,72,24.66,74,25.34,96,32.88,36,12.33,47039
47,40,288,9,3.13,40,13.89,94,32.64,96,33.33,49,17.01,47040
47,41,288,15,5.21,54,18.75,66,22.92,115,39.93,38,13.19,47041
47,42,278,21,7.55,32,11.51,60,21.58,116,41.73,49,17.63,47042
47,43,236,10,4.24,38,16.1,63,26.69,82,34.75,43,18.22,47043
47,44,191,21,10.99,28,14.66,44,23.04,65,34.03,33,17.28,47044
47,45,298,9,3.02,78,26.17,75,25.17,97,32.55,39,13.09,47045
47,46,254,18,7.09,66,25.98,64,25.2,80,31.5,26,10.24,47046
47,47,287,17,5.92,57,19.86,67,23.34,112,39.02,34,11.85,47047
47,48,34,7,20.59,8,23.53,3,8.82,9,26.47,7,20.59,47048
48,1,245,17,6.94,37,15.1,53,21.63,107,43.67,31,12.65,48001
48,2,130,3,2.31,17,13.08,45,34.62,50,38.46,15,11.54,48002
48,3,349,28,8.02,51,14.61,74,21.2,137,39.26,59,16.91,48003
48,4,266,14,5.26,39,14.66,58,21.8,112,42.11,43,16.17,48004
48,5,155,8,5.16,31,20.0,37,23.87,54,34.84,25,16.13,48005
48,6,363,26,7.16,51,14.05,78,21.49,140,38.57,68,18.73,48006
48,7,292,14,4.79,34,11.64,83,28.42,110,37.67,51,17.47,48007
48,8,127,3,2.36,22,17.32,25,19.69,55,43.31,22,17.32,48008
48,9,170,10,5.88,30,17.65,29,17.06,71,41.76,30,17.65,48009
48,10,423,11,2.6,56,13.24,114,26.95,186,43.97,56,13.24,48010
48,11,244,12,4.92,34,13.93,65,26.64,102,41.8,31,12.7,48011
48,12,330,25,7.58,34,10.3,74,22.42,150,45.45,47,14.24,48012
48,13,339,25,7.37,48,14.16,78,23.01,117,34.51,71,20.94,48013
48,14,126,16,12.7,13,10.32,33,26.19,46,36.51,18,14.29,48014
48,15,175,12,6.86,28,16.0,39,22.29,73,41.71,23,13.14,48015
48,16,263,26,9.89,35,13.31,45,17.11,109,41.44,48,18.25,48016
48,17,274,37,13.5,36,13.14,65,23.72,93,33.94,43,15.69,48017
48,18,214,20,9.35,31,14.49,43,20.09,84,39.25,36,16.82,48018
48,19,196,8,4.08,22,11.22,72,36.73,61,31.12,33,16.84,48019
48,20,360,19,5.28,48,13.33,75,20.83,153,42.5,65,18.06,48020
48,21,319,38,11.91,32,10.03,69,21.63,123,38.56,57,17.87,48021
48,22,241,25,10.37,33,13.69,54,22.41,87,36.1,42,17.43,48022
48,23,283,28,9.89,55,19.43,86,30.39,79,27.92,35,12.37,48023
48,24,282,33,11.7,49,17.38,56,19.86,96,34.04,48,17.02,48024
48,25,275,11,4.0,31,11.27,82,29.82,117,42.55,34,12.36,48025
48,26,142,10,7.04,31,21.83,24,16.9,49,34.51,28,19.72,48026
48,27,336,39,11.61,49,14.58,63,18.75,134,39.88,51,15.18,48027
48,28,274,29,10.58,45,16.42,54,19.71,96,35.04,50,18.25,48028
48,29,149,7,4.7,35,23.49,24,16.11,50,33.56,33,22.15,48029
48,30,277,14,5.05,42,15.16,63,22.74,110,39.71,48,17.33,48030
48,31,385,38,9.87,55,14.29,67,17.4,161,41.82,64,16.62,48031
48,32,306,26,8.5,35,11.44,64,20.92,127,41.5,54,17.65,48032
48,33,159,6,3.77,29,18.24,44,27.67,53,33.33,27,16.98,48033
48,34,229,6,2.62,29,12.66,58,25.33,105,45.85,31,13.54,48034
48,35,190,22,11.58,22,11.58,49,25.79,62,32.63,35,18.42,48035
48,36,177,9,5.08,26,14.69,39,22.03,58,32.77,45,25.42,48036
48,37,303,18,5.94,44,14.52,82,27.06,111,36.63,48,15.84,48037
48,38,297,13,4.38,43,14.48,93,31.31,96,32.32,52,17.51,48038
48,39,205,15,7.32,27,13.17,50,24.39,83,40.49,30,14.63,48039
48,40,279,24,8.6,45,16.13,64,22.94,104,37.28,42,15.05,48040
48,41,337,32,9.5,49,14.54,63,18.69,131,38.87,62,18.4,48041
48,42,361,25,6.93,43,11.91,79,21.88,146,40.44,68,18.84,48042
48,43,306,20,6.54,52,16.99,68,22.22,114,37.25,52,16.99,48043
48,44,364,26,7.14,48,13.19,81,22.25,152,41.76,57,15.66,48044
48,45,245,7,2.86,36,14.69,70,28.57,89,36.33,43,17.55,48045
48,46,186,15,8.06,37,19.89,35,18.82,68,36.56,31,16.67,48046
49,1,223,17,7.62,21,9.42,85,38.12,57,25.56,43,19.28,49001
49,2,221,12,5.43,32,14.48,75,33.94,75,33.94,27,12.22,49002
49,3,334,22,6.59,52,15.57,110,32.93,104,31.14,46,13.77,49003
49,4,390,34,8.72,41,10.51,114,29.23,136,34.87,65,16.67,49004
49,5,294,27,9.18,36,12.24,78,26.53,100,34.01,53,18.03,49005
49,6,289,23,7.96,33,11.42,95,32.87,101,34.95,37,12.8,49006
49,7,309,26,8.41,46,14.89,80,25.89,110,35.6,47,15.21,49007
49,8,244,19,7.79,33,13.52,85,34.84,71,29.1,36,14.75,49008
49,9,317,12,3.79,48,15.14,118,37.22,99,31.23,40,12.62,49009
49,10,314,41,13.06,35,11.15,93,29.62,103,32.8,42,13.38,49010
49,11,368,19,5.16,49,13.32,139,37.77,112,30.43,49,13.32,49011
49,12,430,19,4.42,53,12.33,150,34.88,130,30.23,78,18.14,49012
49,13,360,30,8.33,38,10.56,113,31.39,122,33.89,57,15.83,49013
49,14,257,18,7.0,29,11.28,79,30.74,85,33.07,46,17.9,49014
49,15,237,28,11.81,24,10.13,73,30.8,66,27.85,46,19.41,49015
49,16,331,27,8.16,36,10.88,114,34.44,103,31.12,51,15.41,49016
49,17,204,26,12.75,29,14.22,48,23.53,66,32.35,35,17.16,49017
49,18,411,24,5.84,46,11.19,145,35.28,146,35.52,50,12.17,49018
49,19,274,25,9.12,32,11.68,107,39.05,68,24.82,42,15.33,49019
49,20,461,27,5.86,45,9.76,195,42.3,140,30.37,54,11.71,49020
49,21,196,24,12.24,22,11.22,58,29.59,65,33.16,27,13.78,49021
49,22,318,28,8.81,36,11.32,102,32.08,97,30.5,55,17.3,49022
49,23,411,36,8.76,43,10.46,138,33.58,135,32.85,59,14.36,49023
49,24,249,34,13.65,29,11.65,78,31.33,69,27.71,39,15.66,49024
49,25,436,24,5.5,47,10.78,139,31.88,158,36.24,68,15.6,49025
49,26,339,33,9.73,44,12.98,95,28.02,124,36.58,43,12.68,49026
49,27,363,29,7.99,27,7.44,109,30.03,133,36.64,65,17.91,49027
49,28,425,31,7.29,49,11.53,126,29.65,159,37.41,60,14.12,49028
49,29,388,21,5.41,48,12.37,116,29.9,139,35.82,64,16.49,49029
49,30,306,16,5.23,36,11.76,94,30.72,110,35.95,50,16.34,49030
49,31,256,24,9.38,28,10.94,84,32.81,93,36.33,27,10.55,49031
49,32,352,43,12.22,37,10.51,104,29.55,111,31.53,57,16.19,49032
49,33,292,22,7.53,28,9.59,94,32.19,93,31.85,55,18.84,49033
50,1,135,10,7.41,21,15.56,44,32.59,36,26.67,24,17.78,50001
50,2,105,7,6.67,20,19.05,37,35.24,26,24.76,15,14.29,50002
50,3,163,9,5.52,31,19.02,39,23.93,59,36.2,25,15.34,50003
50,4,215,15,6.98,52,24.19,50,23.26,66,30.7,32,14.88,50004
50,5,87,9,10.34,3,3.45,33,37.93,29,33.33,13,14.94,50005
50,6,218,30,13.76,32,14.68,38,17.43,83,38.07,35,16.06,50006
50,7,274,16,5.84,33,12.04,90,32.85,94,34.31,41,14.96,50007
50,8,199,19,9.55,31,15.58,45,22.61,58,29.15,46,23.12,50008
50,9,165,14,8.48,34,20.61,38,23.03,53,32.12,26,15.76,50009
50,10,155,23,14.84,33,21.29,32,20.65,47,30.32,20,12.9,50010
50,11,65,9,13.85,12,18.46,14,21.54,22,33.85,8,12.31,50011
50,12,78,9,11.54,20,25.64,18,23.08,20,25.64,11,14.1,50012
50,13,257,34,13.23,48,18.68,45,17.51,82,31.91,48,18.68,50013
50,14,47,1,2.13,13,27.66,12,25.53,15,31.91,6,12.77,50014
50,15,267,15,5.62,50,18.73,59,22.1,101,37.83,42,15.73,50015
50,16,52,5,9.62,13,25.0,15,28.85,9,17.31,10,19.23,50016
50,17,146,17,11.64,45,30.82,21,14.38,38,26.03,25,17.12,50017
50,18,23,0,0.0,4,17.39,7,30.43,9,39.13,3,13.04,50018
50,19,146,20,13.7,35,23.97,24,16.44,44,30.14,23,15.75,50019
50,20,221,24,10.86,38,17.19,46,20.81,86,38.91,27,12.22,50020
50,21,178,17,9.55,31,17.42,38,21.35,72,40.45,20,11.24,50021
50,22,133,19,14.29,30,22.56,29,21.8,44,33.08,11,8.27,50022
50,23,112,19,16.96,16,14.29,18,16.07,38,33.93,21,18.75,50023
50,24,103,14,13.59,19,18.45,15,14.56,40,38.83,15,14.56,50024
50,25,115,12,10.43,15,13.04,27,23.48,39,33.91,22,19.13,50025
50,26,186,19,10.22,45,24.19,27,14.52,63,33.87,32,17.2,50026
50,27,53,12,22.64,10,18.87,13,24.53,13,24.53,5,9.43,50027
50,28,206,30,14.56,38,18.45,32,15.53,68,33.01,38,18.45,50028
50,29,175,22,12.57,46,26.29,28,16.0,53,30.29,26,14.86,50029
50,30,148,21,14.19,30,20.27,35,23.65,33,22.3,29,19.59,50030
50,31,250,35,14.0,45,18.0,40,16.0,81,32.4,49,19.6,50031
50,32,232,27,11.64,50,21.55,47,20.26,71,30.6,37,15.95,50032
50,33,94,3,3.19,11,11.7,29,30.85,34,36.17,17,18.09,50033
50,34,252,24,9.52,37,14.68,80,31.75,77,30.56,34,13.49,50034
50,35,278,22,7.91,49,17.63,55,19.78,110,39.57,42,15.11,50035
50,36,206,13,6.31,27,13.11,56,27.18,73,35.44,37,17.96,50036
50,37,235,21,8.94,29,12.34,52,22.13,90,38.3,43,18.3,50037
50,38,103,12,11.65,22,21.36,23,22.33,30,29.13,16,15.53,50038
50,39,108,12,11.11,27,25.0,23,21.3,31,28.7,15,13.89,50039
50,40,101,16,15.84,15,14.85,25,24.75,38,37.62,7,6.93,50040
