ward,precinct,total,Kevin McDevitt,Kevin McDevitt Percent,Barbara McGowan,Barbara McGowan Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Josina Morita,Josina Morita Percent,R. Cary Capparelli,R. Cary Capparelli Percent,Joseph Daniel Cook,Joseph Daniel Cook Percent,precinct_id
30,11,520,85,16.35,113,21.73,77,14.81,117,22.5,34,6.54,94,18.08,30011
30,12,459,68,14.81,95,20.7,75,16.34,109,23.75,35,7.63,77,16.78,30012
30,13,462,65,14.07,104,22.51,82,17.75,97,21.0,44,9.52,70,15.15,30013
30,14,410,55,13.41,97,23.66,63,15.37,94,22.93,27,6.59,74,18.05,30014
30,15,574,61,10.63,122,21.25,157,27.35,131,22.82,57,9.93,46,8.01,30015
30,16,304,47,15.46,69,22.7,52,17.11,69,22.7,20,6.58,47,15.46,30016
30,17,571,81,14.19,111,19.44,124,21.72,108,18.91,53,9.28,94,16.46,30017
30,18,656,64,9.76,148,22.56,133,20.27,175,26.68,42,6.4,94,14.33,30018
30,19,622,86,13.83,129,20.74,83,13.34,162,26.05,37,5.95,125,20.1,30019
30,20,561,80,14.26,107,19.07,117,20.86,127,22.64,52,9.27,78,13.9,30020
30,21,409,60,14.67,92,22.49,79,19.32,78,19.07,35,8.56,65,15.89,30021
30,22,788,107,13.58,157,19.92,147,18.65,188,23.86,49,6.22,140,17.77,30022
30,23,632,90,14.24,133,21.04,113,17.88,140,22.15,41,6.49,115,18.2,30023
30,24,573,45,7.85,116,20.24,123,21.47,146,25.48,48,8.38,95,16.58,30024
30,25,616,87,14.12,141,22.89,118,19.16,134,21.75,43,6.98,93,15.1,30025
30,26,299,36,12.04,57,19.06,69,23.08,64,21.4,29,9.7,44,14.72,30026
30,27,352,53,15.06,63,17.9,73,20.74,80,22.73,32,9.09,51,14.49,30027
30,28,677,88,13.0,155,22.9,142,20.97,143,21.12,47,6.94,102,15.07,30028
30,29,363,51,14.05,79,21.76,55,15.15,91,25.07,17,4.68,70,19.28,30029
30,30,230,29,12.61,48,20.87,37,16.09,53,23.04,14,6.09,49,21.3,30030
30,31,363,39,10.74,70,19.28,88,24.24,91,25.07,19,5.23,56,15.43,30031
30,32,487,66,13.55,107,21.97,117,24.02,103,21.15,30,6.16,64,13.14,30032
31,1,319,44,13.79,55,17.24,52,16.3,87,27.27,22,6.9,59,18.5,31001
31,2,347,48,13.83,68,19.6,58,16.71,79,22.77,34,9.8,60,17.29,31002
31,3,355,56,15.77,81,22.82,65,18.31,77,21.69,20,5.63,56,15.77,31003
31,4,560,73,13.04,133,23.75,109,19.46,133,23.75,30,5.36,82,14.64,31004
31,5,404,53,13.12,80,19.8,77,19.06,99,24.5,31,7.67,64,15.84,31005
31,6,331,50,15.11,69,20.85,59,17.82,67,20.24,18,5.44,68,20.54,31006
31,7,613,74,12.07,143,23.33,125,20.39,141,23.0,47,7.67,83,13.54,31007
31,8,274,40,14.6,55,20.07,44,16.06,60,21.9,15,5.47,60,21.9,31008
31,9,460,59,12.83,93,20.22,77,16.74,116,25.22,38,8.26,77,16.74,31009
31,10,355,43,12.11,82,23.1,72,20.28,77,21.69,31,8.73,50,14.08,31010
31,11,324,59,18.21,63,19.44,50,15.43,70,21.6,29,8.95,53,16.36,31011
31,12,344,50,14.53,72,20.93,72,20.93,64,18.6,26,7.56,60,17.44,31012
31,13,398,56,14.07,74,18.59,58,14.57,102,25.63,32,8.04,76,19.1,31013
31,14,374,48,12.83,87,23.26,56,14.97,88,23.53,24,6.42,71,18.98,31014
31,15,284,38,13.38,57,20.07,49,17.25,58,20.42,22,7.75,60,21.13,31015
31,16,508,67,13.19,120,23.62,111,21.85,125,24.61,27,5.31,58,11.42,31016
31,17,370,51,13.78,79,21.35,62,16.76,75,20.27,32,8.65,71,19.19,31017
31,18,359,52,14.48,79,22.01,58,16.16,79,22.01,29,8.08,62,17.27,31018
31,19,322,49,15.22,61,18.94,53,16.46,68,21.12,31,9.63,60,18.63,31019
31,20,331,58,17.52,59,17.82,53,16.01,82,24.77,20,6.04,59,17.82,31020
31,21,413,62,15.01,85,20.58,70,16.95,102,24.7,21,5.08,73,17.68,31021
31,22,328,50,15.24,80,24.39,43,13.11,83,25.3,19,5.79,53,16.16,31022
31,23,355,56,15.77,81,22.82,61,17.18,77,21.69,30,8.45,50,14.08,31023
31,24,428,65,15.19,101,23.6,80,18.69,93,21.73,25,5.84,64,14.95,31024
31,25,341,57,16.72,64,18.77,64,18.77,70,20.53,27,7.92,59,17.3,31025
31,26,428,73,17.06,85,19.86,77,17.99,98,22.9,29,6.78,66,15.42,31026
31,27,337,59,17.51,65,19.29,55,16.32,78,23.15,30,8.9,50,14.84,31027
31,28,411,59,14.36,78,18.98,64,15.57,97,23.6,28,6.81,85,20.68,31028
31,29,417,62,14.87,83,19.9,65,15.59,107,25.66,34,8.15,66,15.83,31029
31,30,318,42,13.21,61,19.18,58,18.24,73,22.96,27,8.49,57,17.92,31030
31,31,374,66,17.65,94,25.13,50,13.37,67,17.91,28,7.49,69,18.45,31031
31,32,334,47,14.07,71,21.26,48,14.37,85,25.45,19,5.69,64,19.16,31032
31,33,334,49,14.67,63,18.86,60,17.96,77,23.05,22,6.59,63,18.86,31033
31,34,380,59,15.53,80,21.05,68,17.89,76,20.0,37,9.74,60,15.79,31034
31,35,435,64,14.71,86,19.77,76,17.47,103,23.68,44,10.11,62,14.25,31035
31,36,387,54,13.95,79,20.41,80,20.67,78,20.16,30,7.75,66,17.05,31036
31,37,366,56,15.3,73,19.95,58,15.85,82,22.4,31,8.47,66,18.03,31037
31,38,405,64,15.8,82,20.25,63,15.56,91,22.47,28,6.91,77,19.01,31038
31,39,426,49,11.5,95,22.3,82,19.25,103,24.18,33,7.75,64,15.02,31039
31,40,400,48,12.0,83,20.75,69,17.25,103,25.75,30,7.5,67,16.75,31040
31,41,384,51,13.28,71,18.49,61,15.89,99,25.78,27,7.03,75,19.53,31041
32,1,644,69,10.71,129,20.03,163,25.31,142,22.05,55,8.54,86,13.35,32001
32,2,504,32,6.35,116,23.02,143,28.37,122,24.21,47,9.33,44,8.73,32002
32,3,828,70,8.45,191,23.07,215,25.97,210,25.36,62,7.49,80,9.66,32003
32,4,597,63,10.55,113,18.93,173,28.98,130,21.78,62,10.39,56,9.38,32004
32,5,490,54,11.02,100,20.41,143,29.18,101,20.61,35,7.14,57,11.63,32005
32,6,525,56,10.67,106,20.19,146,27.81,109,20.76,59,11.24,49,9.33,32006
32,7,483,65,13.46,94,19.46,113,23.4,99,20.5,42,8.7,70,14.49,32007
32,8,587,63,10.73,123,20.95,139,23.68,117,19.93,47,8.01,98,16.7,32008
32,9,588,67,11.39,132,22.45,130,22.11,120,20.41,51,8.67,88,14.97,32009
32,10,436,56,12.84,103,23.62,104,23.85,79,18.12,32,7.34,62,14.22,32010
32,11,716,60,8.38,148,20.67,184,25.7,204,28.49,49,6.84,71,9.92,32011
32,12,562,54,9.61,124,22.06,138,24.56,140,24.91,41,7.3,65,11.57,32012
32,13,485,53,10.93,98,20.21,117,24.12,106,21.86,52,10.72,59,12.16,32013
32,14,728,77,10.58,149,20.47,201,27.61,174,23.9,56,7.69,71,9.75,32014
32,15,475,62,13.05,111,23.37,116,24.42,95,20.0,45,9.47,46,9.68,32015
32,16,541,56,10.35,121,22.37,148,27.36,111,20.52,45,8.32,60,11.09,32016
32,17,727,69,9.49,153,21.05,206,28.34,168,23.11,60,8.25,71,9.77,32017
32,18,432,55,12.73,85,19.68,109,25.23,97,22.45,44,10.19,42,9.72,32018
32,19,564,63,11.17,135,23.94,127,22.52,115,20.39,49,8.69,75,13.3,32019
32,20,731,70,9.58,154,21.07,185,25.31,197,26.95,52,7.11,73,9.99,32020
32,21,569,47,8.26,108,18.98,159,27.94,133,23.37,68,11.95,54,9.49,32021
32,22,864,80,9.26,157,18.17,239,27.66,225,26.04,77,8.91,86,9.95,32022
32,23,490,58,11.84,100,20.41,113,23.06,99,20.2,38,7.76,82,16.73,32023
32,24,289,29,10.03,60,20.76,74,25.61,64,22.15,26,9.0,36,12.46,32024
32,25,553,59,10.67,125,22.6,140,25.32,121,21.88,41,7.41,67,12.12,32025
32,26,785,70,8.92,175,22.29,222,28.28,190,24.2,55,7.01,73,9.3,32026
32,27,423,54,12.77,83,19.62,102,24.11,87,20.57,41,9.69,56,13.24,32027
32,28,772,67,8.68,177,22.93,209,27.07,198,25.65,54,6.99,67,8.68,32028
32,29,700,71,10.14,146,20.86,198,28.29,150,21.43,62,8.86,73,10.43,32029
32,30,345,36,10.43,78,22.61,87,25.22,80,23.19,24,6.96,40,11.59,32030
32,31,584,70,11.99,132,22.6,161,27.57,122,20.89,40,6.85,59,10.1,32031
32,32,515,49,9.51,102,19.81,159,30.87,118,22.91,46,8.93,41,7.96,32032
32,33,494,57,11.54,94,19.03,130,26.32,108,21.86,52,10.53,53,10.73,32033
32,34,508,48,9.45,102,20.08,136,26.77,116,22.83,46,9.06,60,11.81,32034
32,35,478,59,12.34,99,20.71,113,23.64,92,19.25,47,9.83,68,14.23,32035
32,36,565,57,10.09,118,20.88,153,27.08,129,22.83,56,9.91,52,9.2,32036
32,37,480,56,11.67,104,21.67,120,25.0,93,19.38,47,9.79,60,12.5,32037
32,38,443,51,11.51,104,23.48,100,22.57,84,18.96,30,6.77,74,16.7,32038
32,39,416,46,11.06,88,21.15,112,26.92,92,22.12,38,9.13,40,9.62,32039
32,40,618,70,11.33,125,20.23,158,25.57,131,21.2,67,10.84,67,10.84,32040
32,41,511,49,9.59,119,23.29,127,24.85,109,21.33,47,9.2,60,11.74,32041
32,42,472,44,9.32,111,23.52,123,26.06,107,22.67,31,6.57,56,11.86,32042
32,43,680,71,10.44,158,23.24,166,24.41,166,24.41,41,6.03,78,11.47,32043
33,1,777,82,10.55,182,23.42,173,22.27,206,26.51,54,6.95,80,10.3,33001
33,2,860,102,11.86,177,20.58,203,23.6,213,24.77,77,8.95,88,10.23,33002
33,3,951,101,10.62,205,21.56,219,23.03,223,23.45,88,9.25,115,12.09,33003
33,4,948,106,11.18,197,20.78,219,23.1,229,24.16,80,8.44,117,12.34,33004
33,5,583,69,11.84,115,19.73,140,24.01,122,20.93,47,8.06,90,15.44,33005
33,6,763,98,12.84,175,22.94,159,20.84,180,23.59,45,5.9,106,13.89,33006
33,7,807,86,10.66,185,22.92,173,21.44,197,24.41,60,7.43,106,13.14,33007
33,8,1016,85,8.37,214,21.06,270,26.57,256,25.2,91,8.96,100,9.84,33008
33,9,751,85,11.32,165,21.97,170,22.64,166,22.1,57,7.59,108,14.38,33009
33,10,672,83,12.35,146,21.73,164,24.4,135,20.09,50,7.44,94,13.99,33010
33,11,809,104,12.86,170,21.01,175,21.63,176,21.76,80,9.89,104,12.86,33011
33,12,816,111,13.6,180,22.06,164,20.1,171,20.96,67,8.21,123,15.07,33012
33,13,808,93,11.51,166,20.54,177,21.91,201,24.88,53,6.56,118,14.6,33013
33,14,392,47,11.99,88,22.45,83,21.17,95,24.23,35,8.93,44,11.22,33014
33,15,890,120,13.48,192,21.57,194,21.8,209,23.48,66,7.42,109,12.25,33015
33,16,1149,137,11.92,261,22.72,250,21.76,264,22.98,85,7.4,152,13.23,33016
33,17,793,97,12.23,177,22.32,165,20.81,179,22.57,58,7.31,117,14.75,33017
33,18,912,100,10.96,222,24.34,198,21.71,223,24.45,59,6.47,110,12.06,33018
33,19,768,71,9.24,159,20.7,184,23.96,190,24.74,69,8.98,95,12.37,33019
33,20,884,98,11.09,193,21.83,201,22.74,219,24.77,70,7.92,103,11.65,33020
33,21,825,98,11.88,186,22.55,173,20.97,203,24.61,63,7.64,102,12.36,33021
33,22,909,120,13.2,209,22.99,196,21.56,213,23.43,51,5.61,120,13.2,33022
33,23,810,94,11.6,177,21.85,199,24.57,180,22.22,66,8.15,94,11.6,33023
33,24,1046,77,7.36,225,21.51,288,27.53,249,23.8,104,9.94,103,9.85,33024
33,25,956,123,12.87,220,23.01,223,23.33,199,20.82,75,7.85,116,12.13,33025
33,26,664,72,10.84,148,22.29,156,23.49,150,22.59,63,9.49,75,11.3,33026
33,27,710,80,11.27,148,20.85,170,23.94,161,22.68,64,9.01,87,12.25,33027
33,28,699,69,9.87,164,23.46,168,24.03,181,25.89,44,6.29,73,10.44,33028
34,1,827,131,15.84,239,28.9,147,17.78,137,16.57,25,3.02,148,17.9,34001
34,2,536,106,19.78,156,29.1,74,13.81,70,13.06,22,4.1,108,20.15,34002
34,3,777,125,16.09,216,27.8,122,15.7,112,14.41,44,5.66,158,20.33,34003
34,4,558,97,17.38,167,29.93,84,15.05,71,12.72,28,5.02,111,19.89,34004
34,5,601,108,17.97,181,30.12,69,11.48,86,14.31,31,5.16,126,20.97,34005
34,6,876,140,15.98,266,30.37,138,15.75,152,17.35,34,3.88,146,16.67,34006
34,7,784,139,17.73,235,29.97,127,16.2,110,14.03,38,4.85,135,17.22,34007
34,8,593,120,20.24,166,27.99,78,13.15,80,13.49,21,3.54,128,21.59,34008
34,9,532,90,16.92,160,30.08,73,13.72,77,14.47,31,5.83,101,18.98,34009
34,10,755,127,16.82,232,30.73,119,15.76,105,13.91,33,4.37,139,18.41,34010
34,11,614,93,15.15,196,31.92,87,14.17,95,15.47,32,5.21,111,18.08,34011
34,12,825,123,14.91,261,31.64,139,16.85,136,16.48,23,2.79,143,17.33,34012
34,13,709,114,16.08,203,28.63,107,15.09,104,14.67,36,5.08,145,20.45,34013
34,14,546,96,17.58,145,26.56,94,17.22,75,13.74,23,4.21,113,20.7,34014
34,15,578,106,18.34,169,29.24,79,13.67,78,13.49,31,5.36,115,19.9,34015
34,16,579,98,16.93,172,29.71,99,17.1,93,16.06,26,4.49,91,15.72,34016
34,17,941,146,15.52,273,29.01,167,17.75,147,15.62,38,4.04,170,18.07,34017
34,18,506,102,20.16,145,28.66,73,14.43,71,14.03,23,4.55,92,18.18,34018
34,19,840,122,14.52,251,29.88,149,17.74,151,17.98,27,3.21,140,16.67,34019
34,20,854,136,15.93,253,29.63,122,14.29,137,16.04,34,3.98,172,20.14,34020
34,21,976,136,13.93,309,31.66,180,18.44,176,18.03,28,2.87,147,15.06,34021
34,22,692,104,15.03,220,31.79,100,14.45,106,15.32,32,4.62,130,18.79,34022
34,23,568,98,17.25,164,28.87,84,14.79,78,13.73,28,4.93,116,20.42,34023
34,24,663,105,15.84,186,28.05,96,14.48,124,18.7,22,3.32,130,19.61,34024
34,25,838,129,15.39,253,30.19,130,15.51,131,15.63,43,5.13,152,18.14,34025
34,26,818,143,17.48,236,28.85,118,14.43,123,15.04,41,5.01,157,19.19,34026
34,27,597,101,16.92,161,26.97,97,16.25,92,15.41,27,4.52,119,19.93,34027
34,28,514,80,15.56,167,32.49,77,14.98,90,17.51,14,2.72,86,16.73,34028
34,29,558,95,17.03,161,28.85,92,16.49,79,14.16,18,3.23,113,20.25,34029
34,30,732,101,13.8,225,30.74,125,17.08,130,17.76,27,3.69,124,16.94,34030
34,31,575,111,19.3,157,27.3,88,15.3,85,14.78,21,3.65,113,19.65,34031
34,32,717,121,16.88,194,27.06,115,16.04,123,17.15,32,4.46,132,18.41,34032
34,33,600,109,18.17,176,29.33,94,15.67,77,12.83,32,5.33,112,18.67,34033
34,34,828,141,17.03,257,31.04,121,14.61,128,15.46,27,3.26,154,18.6,34034
34,35,764,140,18.32,211,27.62,111,14.53,111,14.53,35,4.58,156,20.42,34035
34,36,670,110,16.42,205,30.6,113,16.87,107,15.97,21,3.13,114,17.01,34036
34,37,465,83,17.85,136,29.25,66,14.19,69,14.84,24,5.16,87,18.71,34037
34,38,381,61,16.01,118,30.97,61,16.01,61,16.01,20,5.25,60,15.75,34038
34,39,591,88,14.89,179,30.29,108,18.27,99,16.75,24,4.06,93,15.74,34039
34,40,799,126,15.77,246,30.79,122,15.27,122,15.27,40,5.01,143,17.9,34040
34,41,526,82,15.59,152,28.9,89,16.92,82,15.59,26,4.94,95,18.06,34041
34,42,705,112,15.89,198,28.09,117,16.6,107,15.18,36,5.11,135,19.15,34042
34,43,701,108,15.41,207,29.53,117,16.69,108,15.41,30,4.28,131,18.69,34043
34,44,752,136,18.09,231,30.72,104,13.83,97,12.9,34,4.52,150,19.95,34044
34,45,775,129,16.65,222,28.65,119,15.35,112,14.45,29,3.74,164,21.16,34045
34,46,493,82,16.63,150,30.43,74,15.01,80,16.23,16,3.25,91,18.46,34046
34,47,671,116,17.29,212,31.59,111,16.54,100,14.9,17,2.53,115,17.14,34047
34,48,804,118,14.68,243,30.22,136,16.92,140,17.41,29,3.61,138,17.16,34048
34,49,937,131,13.98,273,29.14,155,16.54,167,17.82,41,4.38,170,18.14,34049
34,50,593,95,16.02,177,29.85,98,16.53,92,15.51,21,3.54,110,18.55,34050
34,51,738,111,15.04,224,30.35,114,15.45,117,15.85,24,3.25,148,20.05,34051
34,52,654,84,12.84,200,30.58,129,19.72,134,20.49,19,2.91,88,13.46,34052
34,53,539,80,14.84,173,32.1,83,15.4,85,15.77,18,3.34,100,18.55,34053
35,1,566,76,13.43,126,22.26,125,22.08,122,21.55,39,6.89,78,13.78,35001
35,2,683,66,9.66,156,22.84,158,23.13,179,26.21,42,6.15,82,12.01,35002
35,3,665,68,10.23,136,20.45,140,21.05,181,27.22,44,6.62,96,14.44,35003
35,4,625,80,12.8,119,19.04,149,23.84,138,22.08,61,9.76,78,12.48,35004
35,5,573,68,11.87,133,23.21,115,20.07,135,23.56,40,6.98,82,14.31,35005
35,6,595,61,10.25,129,21.68,131,22.02,152,25.55,51,8.57,71,11.93,35006
35,7,715,80,11.19,127,17.76,174,24.34,180,25.17,58,8.11,96,13.43,35007
35,8,642,67,10.44,140,21.81,143,22.27,164,25.55,49,7.63,79,12.31,35008
35,9,590,77,13.05,133,22.54,124,21.02,111,18.81,47,7.97,98,16.61,35009
35,10,843,60,7.12,202,23.96,215,25.5,218,25.86,69,8.19,79,9.37,35010
35,11,641,60,9.36,124,19.34,148,23.09,166,25.9,55,8.58,88,13.73,35011
35,12,419,70,16.71,82,19.57,56,13.37,111,26.49,25,5.97,75,17.9,35012
35,13,436,71,16.28,85,19.5,53,12.16,113,25.92,30,6.88,84,19.27,35013
35,14,573,80,13.96,118,20.59,81,14.14,166,28.97,26,4.54,102,17.8,35014
35,15,722,81,11.22,139,19.25,150,20.78,194,26.87,61,8.45,97,13.43,35015
35,16,408,68,16.67,84,20.59,54,13.24,98,24.02,21,5.15,83,20.34,35016
35,17,580,62,10.69,115,19.83,122,21.03,153,26.38,41,7.07,87,15.0,35017
35,18,506,73,14.43,108,21.34,64,12.65,142,28.06,25,4.94,94,18.58,35018
35,19,387,65,16.8,76,19.64,61,15.76,97,25.06,24,6.2,64,16.54,35019
35,20,624,84,13.46,140,22.44,122,19.55,150,24.04,39,6.25,89,14.26,35020
35,21,567,66,11.64,129,22.75,111,19.58,134,23.63,36,6.35,91,16.05,35021
35,22,759,95,12.52,164,21.61,171,22.53,151,19.89,62,8.17,116,15.28,35022
35,23,683,88,12.88,140,20.5,139,20.35,152,22.25,55,8.05,109,15.96,35023
35,24,571,71,12.43,96,16.81,121,21.19,148,25.92,46,8.06,89,15.59,35024
35,25,765,73,9.54,184,24.05,185,24.18,191,24.97,50,6.54,82,10.72,35025
35,26,544,69,12.68,119,21.88,115,21.14,120,22.06,44,8.09,77,14.15,35026
35,27,585,82,14.02,115,19.66,113,19.32,139,23.76,42,7.18,94,16.07,35027
35,28,545,63,11.56,116,21.28,123,22.57,135,24.77,43,7.89,65,11.93,35028
35,29,547,79,14.44,116,21.21,92,16.82,127,23.22,33,6.03,100,18.28,35029
35,30,653,91,13.94,134,20.52,131,20.06,138,21.13,48,7.35,111,17.0,35030
35,31,694,77,11.1,166,23.92,158,22.77,146,21.04,48,6.92,99,14.27,35031
36,1,590,86,14.58,123,20.85,109,18.47,122,20.68,45,7.63,105,17.8,36001
36,2,505,72,14.26,112,22.18,77,15.25,129,25.54,34,6.73,81,16.04,36002
36,3,472,73,15.47,111,23.52,82,17.37,95,20.13,36,7.63,75,15.89,36003
36,4,592,98,16.55,122,20.61,104,17.57,138,23.31,34,5.74,96,16.22,36004
36,5,580,96,16.55,118,20.34,90,15.52,122,21.03,40,6.9,114,19.66,36005
36,6,391,63,16.11,76,19.44,50,12.79,88,22.51,32,8.18,82,20.97,36006
36,7,583,75,12.86,115,19.73,131,22.47,107,18.35,83,14.24,72,12.35,36007
36,8,445,63,14.16,89,20.0,66,14.83,107,24.04,34,7.64,86,19.33,36008
36,9,469,74,15.78,90,19.19,71,15.14,112,23.88,25,5.33,97,20.68,36009
36,10,628,96,15.29,129,20.54,118,18.79,131,20.86,51,8.12,103,16.4,36010
36,11,373,56,15.01,70,18.77,60,16.09,87,23.32,21,5.63,79,21.18,36011
36,12,369,54,14.63,61,16.53,69,18.7,93,25.2,25,6.78,67,18.16,36012
36,13,357,52,14.57,67,18.77,56,15.69,91,25.49,13,3.64,78,21.85,36013
36,14,509,76,14.93,98,19.25,112,22.0,102,20.04,46,9.04,75,14.73,36014
36,15,564,108,19.15,102,18.09,103,18.26,104,18.44,53,9.4,94,16.67,36015
36,16,535,80,14.95,113,21.12,104,19.44,111,20.75,38,7.1,89,16.64,36016
36,17,672,94,13.99,134,19.94,136,20.24,131,19.49,69,10.27,108,16.07,36017
36,18,491,63,12.83,99,20.16,97,19.76,97,19.76,56,11.41,79,16.09,36018
36,19,651,95,14.59,141,21.66,114,17.51,147,22.58,53,8.14,101,15.51,36019
36,20,529,78,14.74,117,22.12,106,20.04,101,19.09,43,8.13,84,15.88,36020
36,21,533,74,13.88,110,20.64,93,17.45,127,23.83,34,6.38,95,17.82,36021
36,22,416,63,15.14,84,20.19,61,14.66,107,25.72,29,6.97,72,17.31,36022
36,23,485,76,15.67,91,18.76,72,14.85,129,26.6,32,6.6,85,17.53,36023
36,24,503,69,13.72,104,20.68,97,19.28,98,19.48,52,10.34,83,16.5,36024
36,25,530,78,14.72,104,19.62,77,14.53,141,26.6,27,5.09,103,19.43,36025
36,26,422,64,15.17,90,21.33,85,20.14,83,19.67,37,8.77,63,14.93,36026
36,27,487,74,15.2,85,17.45,106,21.77,89,18.28,61,12.53,72,14.78,36027
36,28,461,68,14.75,108,23.43,100,21.69,85,18.44,41,8.89,59,12.8,36028
36,29,603,114,18.91,124,20.56,127,21.06,91,15.09,61,10.12,86,14.26,36029
36,30,514,60,11.67,102,19.84,117,22.76,113,21.98,53,10.31,69,13.42,36030
37,1,480,91,18.96,162,33.75,63,13.13,52,10.83,19,3.96,93,19.38,37001
37,2,382,57,14.92,114,29.84,47,12.3,66,17.28,24,6.28,74,19.37,37002
37,3,545,85,15.6,156,28.62,86,15.78,91,16.7,31,5.69,96,17.61,37003
37,4,495,85,17.17,154,31.11,77,15.56,67,13.54,23,4.65,89,17.98,37004
37,5,639,125,19.56,200,31.3,90,14.08,79,12.36,24,3.76,121,18.94,37005
37,6,602,96,15.95,190,31.56,73,12.13,82,13.62,27,4.49,134,22.26,37006
37,7,437,71,16.25,132,30.21,71,16.25,65,14.87,19,4.35,79,18.08,37007
37,8,440,84,19.09,126,28.64,57,12.95,72,16.36,26,5.91,75,17.05,37008
37,9,594,101,17.0,201,33.84,77,12.96,72,12.12,25,4.21,118,19.87,37009
37,10,662,113,17.07,181,27.34,102,15.41,102,15.41,41,6.19,123,18.58,37010
37,11,453,75,16.56,151,33.33,57,12.58,52,11.48,15,3.31,103,22.74,37011
37,12,499,68,13.63,135,27.05,82,16.43,87,17.43,28,5.61,99,19.84,37012
37,13,476,80,16.81,141,29.62,75,15.76,65,13.66,16,3.36,99,20.8,37013
37,14,570,118,20.7,172,30.18,79,13.86,71,12.46,28,4.91,102,17.89,37014
37,15,684,113,16.52,213,31.14,109,15.94,85,12.43,37,5.41,127,18.57,37015
37,16,612,103,16.83,188,30.72,88,14.38,89,14.54,25,4.08,119,19.44,37016
37,17,565,93,16.46,184,32.57,71,12.57,63,11.15,22,3.89,132,23.36,37017
37,18,633,126,19.91,200,31.6,93,14.69,73,11.53,26,4.11,115,18.17,37018
37,19,465,89,19.14,131,28.17,67,14.41,63,13.55,24,5.16,91,19.57,37019
37,20,507,104,20.51,147,28.99,68,13.41,69,13.61,22,4.34,97,19.13,37020
37,21,518,75,14.48,144,27.8,87,16.8,88,16.99,21,4.05,103,19.88,37021
37,22,530,94,17.74,140,26.42,67,12.64,84,15.85,35,6.6,110,20.75,37022
37,23,637,111,17.43,203,31.87,102,16.01,82,12.87,23,3.61,116,18.21,37023
37,24,613,128,20.88,166,27.08,86,14.03,72,11.75,28,4.57,133,21.7,37024
37,25,600,85,14.17,195,32.5,105,17.5,84,14.0,15,2.5,116,19.33,37025
37,26,767,129,16.82,228,29.73,114,14.86,116,15.12,41,5.35,139,18.12,37026
37,27,523,92,17.59,177,33.84,76,14.53,61,11.66,30,5.74,87,16.63,37027
37,28,502,73,14.54,147,29.28,80,15.94,75,14.94,29,5.78,98,19.52,37028
37,29,608,113,18.59,189,31.09,76,12.5,85,13.98,24,3.95,121,19.9,37029
37,30,604,121,20.03,199,32.95,73,12.09,60,9.93,25,4.14,126,20.86,37030
37,31,654,115,17.58,198,30.28,80,12.23,77,11.77,31,4.74,153,23.39,37031
37,32,535,96,17.94,177,33.08,74,13.83,65,12.15,19,3.55,104,19.44,37032
37,33,592,103,17.4,189,31.93,77,13.01,66,11.15,32,5.41,125,21.11,37033
37,34,547,106,19.38,164,29.98,84,15.36,52,9.51,24,4.39,117,21.39,37034
37,35,560,91,16.25,191,34.11,76,13.57,54,9.64,31,5.54,117,20.89,37035
37,36,534,105,19.66,165,30.9,69,12.92,54,10.11,28,5.24,113,21.16,37036
37,37,648,113,17.44,209,32.25,96,14.81,73,11.27,37,5.71,120,18.52,37037
37,38,697,132,18.94,217,31.13,83,11.91,92,13.2,25,3.59,148,21.23,37038
37,39,527,97,18.41,161,30.55,81,15.37,68,12.9,19,3.61,101,19.17,37039
37,40,653,127,19.45,223,34.15,71,10.87,75,11.49,21,3.22,136,20.83,37040
37,41,585,94,16.07,189,32.31,87,14.87,79,13.5,21,3.59,115,19.66,37041
38,1,465,61,13.12,98,21.08,100,21.51,91,19.57,50,10.75,65,13.98,38001
38,2,491,59,12.02,102,20.77,126,25.66,62,12.63,88,17.92,54,11.0,38002
38,3,521,83,15.93,118,22.65,106,20.35,83,15.93,55,10.56,76,14.59,38003
38,4,503,76,15.11,112,22.27,105,20.87,67,13.32,76,15.11,67,13.32,38004
38,5,465,58,12.47,101,21.72,107,23.01,70,15.05,65,13.98,64,13.76,38005
38,6,469,61,13.01,103,21.96,104,22.17,67,14.29,65,13.86,69,14.71,38006
38,7,483,72,14.91,99,20.5,107,22.15,61,12.63,74,15.32,70,14.49,38007
38,8,507,92,18.15,110,21.7,97,19.13,81,15.98,56,11.05,71,14.0,38008
38,9,528,81,15.34,106,20.08,124,23.48,66,12.5,81,15.34,70,13.26,38009
38,10,473,60,12.68,99,20.93,96,20.3,93,19.66,50,10.57,75,15.86,38010
38,11,515,60,11.65,117,22.72,133,25.83,94,18.25,48,9.32,63,12.23,38011
38,12,415,56,13.49,66,15.9,103,24.82,47,11.33,92,22.17,51,12.29,38012
38,13,511,73,14.29,100,19.57,117,22.9,81,15.85,78,15.26,62,12.13,38013
38,14,584,80,13.7,109,18.66,142,24.32,97,16.61,62,10.62,94,16.1,38014
38,15,509,67,13.16,113,22.2,126,24.75,90,17.68,47,9.23,66,12.97,38015
38,16,508,103,20.28,92,18.11,95,18.7,74,14.57,72,14.17,72,14.17,38016
38,17,577,77,13.34,117,20.28,130,22.53,79,13.69,92,15.94,82,14.21,38017
38,18,485,67,13.81,95,19.59,114,23.51,75,15.46,52,10.72,82,16.91,38018
