ward,precinct,total,Aleksandra ''Alex'' Gillespie,Aleksandra ''Alex'' Gillespie Percent,Thomas Maloney Cushing,Thomas Maloney Cushing Percent,precinct_id
32,34,200,115,57.5,85,42.5,32034
32,35,187,105,56.15,82,43.85,32035
32,36,224,131,58.48,93,41.52,32036
32,37,175,106,60.57,69,39.43,32037
32,38,185,123,66.49,62,33.51,32038
32,39,159,89,55.97,70,44.03,32039
32,40,238,128,53.78,110,46.22,32040
32,41,211,129,61.14,82,38.86,32041
32,42,202,120,59.41,82,40.59,32042
32,43,267,162,60.67,105,39.33,32043
33,1,323,206,63.78,117,36.22,33001
33,2,331,217,65.56,114,34.44,33002
33,3,385,245,63.64,140,36.36,33003
33,4,408,287,70.34,121,29.66,33004
33,5,240,165,68.75,75,31.25,33005
33,6,323,233,72.14,90,27.86,33006
33,7,279,180,64.52,99,35.48,33007
33,8,396,192,48.48,204,51.52,33008
33,9,302,197,65.23,105,34.77,33009
33,10,273,179,65.57,94,34.43,33010
33,11,330,207,62.73,123,37.27,33011
33,12,346,232,67.05,114,32.95,33012
33,13,350,237,67.71,113,32.29,33013
33,14,151,99,65.56,52,34.44,33014
33,15,395,254,64.3,141,35.7,33015
33,16,456,326,71.49,130,28.51,33016
33,17,341,222,65.1,119,34.9,33017
33,18,370,227,61.35,143,38.65,33018
33,19,323,208,64.4,115,35.6,33019
33,20,388,252,64.95,136,35.05,33020
33,21,351,232,66.1,119,33.9,33021
33,22,348,250,71.84,98,28.16,33022
33,23,308,187,60.71,121,39.29,33023
33,24,414,217,52.42,197,47.58,33024
33,25,370,248,67.03,122,32.97,33025
33,26,264,162,61.36,102,38.64,33026
33,27,287,185,64.46,102,35.54,33027
33,28,311,217,69.77,94,30.23,33028
34,1,338,227,67.16,111,32.84,34001
34,2,201,135,67.16,66,32.84,34002
34,3,290,185,63.79,105,36.21,34003
34,4,227,161,70.93,66,29.07,34004
34,5,249,173,69.48,76,30.52,34005
34,6,343,239,69.68,104,30.32,34006
34,7,313,214,68.37,99,31.63,34007
34,8,246,163,66.26,83,33.74,34008
34,9,220,145,65.91,75,34.09,34009
34,10,280,189,67.5,91,32.5,34010
34,11,248,174,70.16,74,29.84,34011
34,12,320,219,68.44,101,31.56,34012
34,13,279,185,66.31,94,33.69,34013
34,14,226,140,61.95,86,38.05,34014
34,15,239,143,59.83,96,40.17,34015
34,16,241,166,68.88,75,31.12,34016
34,17,367,260,70.84,107,29.16,34017
34,18,214,146,68.22,68,31.78,34018
34,19,344,237,68.9,107,31.1,34019
34,20,329,217,65.96,112,34.04,34020
34,21,378,280,74.07,98,25.93,34021
34,22,267,175,65.54,92,34.46,34022
34,23,213,144,67.61,69,32.39,34023
34,24,292,189,64.73,103,35.27,34024
34,25,324,232,71.6,92,28.4,34025
34,26,320,214,66.88,106,33.13,34026
34,27,239,153,64.02,86,35.98,34027
34,28,224,161,71.88,63,28.13,34028
34,29,225,146,64.89,79,35.11,34029
34,30,270,194,71.85,76,28.15,34030
34,31,220,155,70.45,65,29.55,34031
34,32,291,201,69.07,90,30.93,34032
34,33,229,145,63.32,84,36.68,34033
34,34,321,206,64.17,115,35.83,34034
34,35,315,212,67.3,103,32.7,34035
34,36,252,165,65.48,87,34.52,34036
34,37,201,124,61.69,77,38.31,34037
34,38,160,99,61.88,61,38.13,34038
34,39,235,167,71.06,68,28.94,34039
34,40,318,211,66.35,107,33.65,34040
34,41,218,147,67.43,71,32.57,34041
34,42,276,182,65.94,94,34.06,34042
34,43,259,160,61.78,99,38.22,34043
34,44,297,198,66.67,99,33.33,34044
34,45,325,201,61.85,124,38.15,34045
34,46,200,139,69.5,61,30.5,34046
34,47,280,202,72.14,78,27.86,34047
34,48,307,224,72.96,83,27.04,34048
34,49,359,253,70.47,106,29.53,34049
34,50,246,161,65.45,85,34.55,34050
34,51,302,200,66.23,102,33.77,34051
34,52,247,185,74.9,62,25.1,34052
34,53,230,152,66.09,78,33.91,34053
35,1,228,139,60.96,89,39.04,35001
35,2,287,169,58.89,118,41.11,35002
35,3,284,184,64.79,100,35.21,35003
35,4,240,163,67.92,77,32.08,35004
35,5,251,149,59.36,102,40.64,35005
35,6,241,151,62.66,90,37.34,35006
35,7,288,190,65.97,98,34.03,35007
35,8,288,171,59.38,117,40.63,35008
35,9,251,160,63.75,91,36.25,35009
35,10,355,215,60.56,140,39.44,35010
35,11,278,185,66.55,93,33.45,35011
35,12,179,120,67.04,59,32.96,35012
35,13,196,124,63.27,72,36.73,35013
35,14,239,160,66.95,79,33.05,35014
35,15,293,182,62.12,111,37.88,35015
35,16,172,109,63.37,63,36.63,35016
35,17,240,158,65.83,82,34.17,35017
35,18,227,155,68.28,72,31.72,35018
35,19,164,106,64.63,58,35.37,35019
35,20,239,151,63.18,88,36.82,35020
35,21,253,171,67.59,82,32.41,35021
35,22,305,193,63.28,112,36.72,35022
35,23,265,158,59.62,107,40.38,35023
35,24,256,164,64.06,92,35.94,35024
35,25,311,211,67.85,100,32.15,35025
35,26,218,135,61.93,83,38.07,35026
35,27,259,172,66.41,87,33.59,35027
35,28,237,144,60.76,93,39.24,35028
35,29,209,139,66.51,70,33.49,35029
35,30,268,183,68.28,85,31.72,35030
35,31,296,200,67.57,96,32.43,35031
36,1,261,175,67.05,86,32.95,36001
36,2,228,142,62.28,86,37.72,36002
36,3,197,127,64.47,70,35.53,36003
36,4,267,185,69.29,82,30.71,36004
36,5,244,148,60.66,96,39.34,36005
36,6,175,121,69.14,54,30.86,36006
36,7,226,142,62.83,84,37.17,36007
36,8,207,141,68.12,66,31.88,36008
36,9,220,141,64.09,79,35.91,36009
36,10,259,190,73.36,69,26.64,36010
36,11,173,107,61.85,66,38.15,36011
36,12,159,114,71.7,45,28.3,36012
36,13,151,103,68.21,48,31.79,36013
36,14,195,144,73.85,51,26.15,36014
36,15,234,147,62.82,87,37.18,36015
36,16,206,140,67.96,66,32.04,36016
36,17,260,170,65.38,90,34.62,36017
36,18,192,116,60.42,76,39.58,36018
36,19,266,194,72.93,72,27.07,36019
36,20,203,137,67.49,66,32.51,36020
36,21,233,155,66.52,78,33.48,36021
36,22,188,131,69.68,57,30.32,36022
36,23,218,152,69.72,66,30.28,36023
36,24,203,136,67.0,67,33.0,36024
36,25,246,179,72.76,67,27.24,36025
36,26,174,119,68.39,55,31.61,36026
36,27,193,136,70.47,57,29.53,36027
36,28,172,128,74.42,44,25.58,36028
36,29,260,171,65.77,89,34.23,36029
36,30,215,152,70.7,63,29.3,36030
37,1,199,124,62.31,75,37.69,37001
37,2,166,110,66.27,56,33.73,37002
37,3,218,136,62.39,82,37.61,37003
37,4,212,125,58.96,87,41.04,37004
37,5,262,178,67.94,84,32.06,37005
37,6,253,160,63.24,93,36.76,37006
37,7,169,118,69.82,51,30.18,37007
37,8,170,108,63.53,62,36.47,37008
37,9,258,149,57.75,109,42.25,37009
37,10,265,168,63.4,97,36.6,37010
37,11,183,108,59.02,75,40.98,37011
37,12,204,135,66.18,69,33.82,37012
37,13,195,138,70.77,57,29.23,37013
37,14,238,153,64.29,85,35.71,37014
37,15,281,181,64.41,100,35.59,37015
37,16,243,156,64.2,87,35.8,37016
37,17,238,148,62.18,90,37.82,37017
37,18,254,167,65.75,87,34.25,37018
37,19,205,127,61.95,78,38.05,37019
37,20,227,139,61.23,88,38.77,37020
37,21,203,136,67.0,67,33.0,37021
37,22,218,141,64.68,77,35.32,37022
37,23,280,192,68.57,88,31.43,37023
37,24,244,152,62.3,92,37.7,37024
37,25,239,162,67.78,77,32.22,37025
37,26,320,205,64.06,115,35.94,37026
37,27,216,146,67.59,70,32.41,37027
37,28,216,143,66.2,73,33.8,37028
37,29,252,161,63.89,91,36.11,37029
37,30,251,151,60.16,100,39.84,37030
37,31,280,183,65.36,97,34.64,37031
37,32,211,134,63.51,77,36.49,37032
37,33,239,146,61.09,93,38.91,37033
37,34,246,154,62.6,92,37.4,37034
37,35,240,159,66.25,81,33.75,37035
37,36,235,141,60.0,94,40.0,37036
37,37,278,178,64.03,100,35.97,37037
37,38,292,182,62.33,110,37.67,37038
37,39,228,147,64.47,81,35.53,37039
37,40,274,170,62.04,104,37.96,37040
37,41,238,160,67.23,78,32.77,37041
38,1,180,109,60.56,71,39.44,38001
38,2,159,104,65.41,55,34.59,38002
38,3,200,131,65.5,69,34.5,38003
38,4,184,125,67.93,59,32.07,38004
38,5,162,110,67.9,52,32.1,38005
38,6,192,126,65.63,66,34.38,38006
38,7,181,116,64.09,65,35.91,38007
38,8,179,114,63.69,65,36.31,38008
38,9,215,140,65.12,75,34.88,38009
38,10,189,127,67.2,62,32.8,38010
38,11,200,131,65.5,69,34.5,38011
38,12,141,99,70.21,42,29.79,38012
38,13,194,140,72.16,54,27.84,38013
38,14,221,140,63.35,81,36.65,38014
38,15,188,128,68.09,60,31.91,38015
38,16,190,112,58.95,78,41.05,38016
38,17,208,120,57.69,88,42.31,38017
38,18,178,110,61.8,68,38.2,38018
38,19,197,117,59.39,80,40.61,38019
38,20,184,121,65.76,63,34.24,38020
38,21,183,119,65.03,64,34.97,38021
38,22,205,141,68.78,64,31.22,38022
38,23,226,148,65.49,78,34.51,38023
38,24,181,110,60.77,71,39.23,38024
38,25,153,104,67.97,49,32.03,38025
38,26,194,121,62.37,73,37.63,38026
38,27,191,120,62.83,71,37.17,38027
38,28,211,138,65.4,73,34.6,38028
38,29,228,145,63.6,83,36.4,38029
38,30,162,98,60.49,64,39.51,38030
38,31,211,114,54.03,97,45.97,38031
38,32,184,134,72.83,50,27.17,38032
38,33,186,125,67.2,61,32.8,38033
38,34,184,122,66.3,62,33.7,38034
38,35,228,141,61.84,87,38.16,38035
38,36,196,120,61.22,76,38.78,38036
38,37,209,128,61.24,81,38.76,38037
38,38,169,113,66.86,56,33.14,38038
38,39,236,140,59.32,96,40.68,38039
38,40,212,134,63.21,78,36.79,38040
38,41,211,127,60.19,84,39.81,38041
39,1,202,114,56.44,88,43.56,39001
39,2,137,76,55.47,61,44.53,39002
39,3,252,145,57.54,107,42.46,39003
39,4,183,97,53.01,86,46.99,39004
39,5,250,160,64.0,90,36.0,39005
39,6,256,157,61.33,99,38.67,39006
39,7,218,122,55.96,96,44.04,39007
39,8,257,162,63.04,95,36.96,39008
39,9,223,143,64.13,80,35.87,39009
39,10,130,93,71.54,37,28.46,39010
39,11,240,153,63.75,87,36.25,39011
39,12,306,210,68.63,96,31.37,39012
39,13,182,112,61.54,70,38.46,39013
39,14,202,142,70.3,60,29.7,39014
39,15,242,120,49.59,122,50.41,39015
39,16,177,112,63.28,65,36.72,39016
39,17,252,173,68.65,79,31.35,39017
39,18,231,139,60.17,92,39.83,39018
39,19,220,146,66.36,74,33.64,39019
39,20,231,166,71.86,65,28.14,39020
39,21,178,106,59.55,72,40.45,39021
39,22,171,109,63.74,62,36.26,39022
39,23,213,124,58.22,89,41.78,39023
39,24,249,161,64.66,88,35.34,39024
39,25,205,117,57.07,88,42.93,39025
39,26,187,103,55.08,84,44.92,39026
39,27,47,22,46.81,25,53.19,39027
39,28,318,184,57.86,134,42.14,39028
39,29,115,70,60.87,45,39.13,39029
39,30,283,170,60.07,113,39.93,39030
39,31,239,152,63.6,87,36.4,39031
39,32,176,109,61.93,67,38.07,39032
39,33,235,144,61.28,91,38.72,39033
39,34,228,136,59.65,92,40.35,39034
39,35,221,116,52.49,105,47.51,39035
39,36,76,53,69.74,23,30.26,39036
39,37,230,130,56.52,100,43.48,39037
39,38,137,73,53.28,64,46.72,39038
39,39,142,80,56.34,62,43.66,39039
39,40,171,105,61.4,66,38.6,39040
39,41,230,116,50.43,114,49.57,39041
39,42,262,124,47.33,138,52.67,39042
39,43,212,92,43.4,120,56.6,39043
39,44,178,87,48.88,91,51.12,39044
39,45,229,115,50.22,114,49.78,39045
40,1,194,129,66.49,65,33.51,40001
40,2,216,146,67.59,70,32.41,40002
40,3,323,213,65.94,110,34.06,40003
40,4,137,82,59.85,55,40.15,40004
40,5,270,179,66.3,91,33.7,40005
40,6,310,194,62.58,116,37.42,40006
40,7,281,164,58.36,117,41.64,40007
40,8,359,210,58.5,149,41.5,40008
40,9,183,107,58.47,76,41.53,40009
40,10,249,170,68.27,79,31.73,40010
40,11,258,172,66.67,86,33.33,40011
40,12,192,122,63.54,70,36.46,40012
40,13,407,275,67.57,132,32.43,40013
40,14,209,133,63.64,76,36.36,40014
40,15,214,149,69.63,65,30.37,40015
40,16,330,207,62.73,123,37.27,40016
40,17,219,138,63.01,81,36.99,40017
40,18,203,136,67.0,67,33.0,40018
40,19,327,210,64.22,117,35.78,40019
40,20,232,148,63.79,84,36.21,40020
40,21,299,177,59.2,122,40.8,40021
40,22,270,158,58.52,112,41.48,40022
40,23,331,192,58.01,139,41.99,40023
40,24,191,120,62.83,71,37.17,40024
40,25,333,196,58.86,137,41.14,40025
40,26,285,172,60.35,113,39.65,40026
40,27,363,244,67.22,119,32.78,40027
40,28,349,208,59.6,141,40.4,40028
40,29,219,122,55.71,97,44.29,40029
40,30,236,138,58.47,98,41.53,40030
40,31,299,197,65.89,102,34.11,40031
40,32,293,189,64.51,104,35.49,40032
40,33,286,189,66.08,97,33.92,40033
40,34,207,141,68.12,66,31.88,40034
40,35,172,101,58.72,71,41.28,40035
40,36,235,153,65.11,82,34.89,40036
40,37,266,167,62.78,99,37.22,40037
40,38,324,201,62.04,123,37.96,40038
40,39,71,47,66.2,24,33.8,40039
41,1,197,127,64.47,70,35.53,41001
41,2,226,139,61.5,87,38.5,41002
41,3,194,128,65.98,66,34.02,41003
41,4,237,130,54.85,107,45.15,41004
41,5,247,166,67.21,81,32.79,41005
41,6,317,115,36.28,202,63.72,41006
41,7,216,124,57.41,92,42.59,41007
41,8,176,106,60.23,70,39.77,41008
41,9,215,137,63.72,78,36.28,41009
41,10,246,151,61.38,95,38.62,41010
41,11,224,150,66.96,74,33.04,41011
41,12,198,129,65.15,69,34.85,41012
41,13,208,120,57.69,88,42.31,41013
41,14,283,111,39.22,172,60.78,41014
41,15,254,157,61.81,97,38.19,41015
41,16,181,116,64.09,65,35.91,41016
41,17,188,106,56.38,82,43.62,41017
41,18,187,122,65.24,65,34.76,41018
41,19,255,131,51.37,124,48.63,41019
41,20,151,84,55.63,67,44.37,41020
41,21,196,117,59.69,79,40.31,41021
41,22,216,128,59.26,88,40.74,41022
41,23,163,103,63.19,60,36.81,41023
41,24,170,96,56.47,74,43.53,41024
41,25,134,93,69.4,41,30.6,41025
41,26,211,127,60.19,84,39.81,41026
41,27,142,90,63.38,52,36.62,41027
41,28,177,107,60.45,70,39.55,41028
41,29,123,80,65.04,43,34.96,41029
41,30,219,138,63.01,81,36.99,41030
41,31,216,102,47.22,114,52.78,41031
41,32,179,113,63.13,66,36.87,41032
41,33,187,121,64.71,66,35.29,41033
41,34,163,94,57.67,69,42.33,41034
41,35,233,138,59.23,95,40.77,41035
41,36,191,106,55.5,85,44.5,41036
41,37,230,138,60.0,92,40.0,41037
41,38,189,128,67.72,61,32.28,41038
41,39,233,118,50.64,115,49.36,41039
41,40,201,118,58.71,83,41.29,41040
41,41,193,124,64.25,69,35.75,41041
41,42,193,117,60.62,76,39.38,41042
41,43,214,121,56.54,93,43.46,41043
41,44,221,132,59.73,89,40.27,41044
41,45,184,106,57.61,78,42.39,41045
41,46,232,135,58.19,97,41.81,41046
41,47,231,115,49.78,116,50.22,41047
42,1,189,122,64.55,67,35.45,42001
42,2,167,101,60.48,66,39.52,42002
42,3,225,146,64.89,79,35.11,42003
42,4,263,176,66.92,87,33.08,42004
42,5,137,89,64.96,48,35.04,42005
42,6,270,162,60.0,108,40.0,42006
42,7,201,103,51.24,98,48.76,42007
42,8,181,110,60.77,71,39.23,42008
42,9,211,144,68.25,67,31.75,42009
42,10,227,129,56.83,98,43.17,42010
42,11,114,76,66.67,38,33.33,42011
42,12,127,70,55.12,57,44.88,42012
42,13,205,113,55.12,92,44.88,42013
42,14,156,100,64.1,56,35.9,42014
42,15,112,65,58.04,47,41.96,42015
42,16,190,129,67.89,61,32.11,42016
42,17,190,117,61.58,73,38.42,42017
42,18,170,98,57.65,72,42.35,42018
42,19,184,104,56.52,80,43.48,42019
42,20,140,83,59.29,57,40.71,42020
42,21,149,79,53.02,70,46.98,42021
42,22,103,49,47.57,54,52.43,42022
42,23,137,65,47.45,72,52.55,42023
42,24,162,100,61.73,62,38.27,42024
42,25,169,113,66.86,56,33.14,42025
42,26,195,121,62.05,74,37.95,42026
42,27,178,107,60.11,71,39.89,42027
42,28,261,159,60.92,102,39.08,42028
42,29,169,108,63.91,61,36.09,42029
42,30,163,85,52.15,78,47.85,42030
42,31,206,124,60.19,82,39.81,42031
42,32,142,82,57.75,60,42.25,42032
42,33,230,147,63.91,83,36.09,42033
42,34,139,55,39.57,84,60.43,42034
42,35,289,191,66.09,98,33.91,42035
42,36,230,135,58.7,95,41.3,42036
42,37,112,66,58.93,46,41.07,42037
42,38,147,96,65.31,51,34.69,42038
42,39,159,97,61.01,62,38.99,42039
42,40,208,133,63.94,75,36.06,42040
42,41,171,106,61.99,65,38.01,42041
42,42,240,140,58.33,100,41.67,42042
43,1,121,64,52.89,57,47.11,43001
43,2,165,100,60.61,65,39.39,43002
43,3,198,94,47.47,104,52.53,43003
43,4,182,101,55.49,81,44.51,43004
43,5,160,78,48.75,82,51.25,43005
43,6,117,73,62.39,44,37.61,43006
43,7,135,63,46.67,72,53.33,43007
43,8,153,91,59.48,62,40.52,43008
43,9,229,125,54.59,104,45.41,43009
43,10,209,108,51.67,101,48.33,43010
43,11,137,74,54.01,63,45.99,43011
43,12,118,70,59.32,48,40.68,43012
43,13,201,130,64.68,71,35.32,43013
43,14,187,87,46.52,100,53.48,43014
43,15,163,97,59.51,66,40.49,43015
43,16,183,116,63.39,67,36.61,43016
43,17,146,66,45.21,80,54.79,43017
43,18,193,88,45.6,105,54.4,43018
43,19,217,98,45.16,119,54.84,43019
43,20,225,137,60.89,88,39.11,43020
43,21,209,120,57.42,89,42.58,43021
43,22,115,69,60.0,46,40.0,43022
43,23,135,76,56.3,59,43.7,43023
43,24,120,74,61.67,46,38.33,43024
43,25,179,102,56.98,77,43.02,43025
43,26,130,74,56.92,56,43.08,43026
43,27,167,98,58.68,69,41.32,43027
43,28,218,126,57.8,92,42.2,43028
43,29,161,93,57.76,68,42.24,43029
43,30,258,173,67.05,85,32.95,43030
43,31,199,115,57.79,84,42.21,43031
43,32,221,141,63.8,80,36.2,43032
43,33,198,106,53.54,92,46.46,43033
43,34,149,76,51.01,73,48.99,43034
43,35,214,110,51.4,104,48.6,43035
43,36,99,71,71.72,28,28.28,43036
43,37,253,173,68.38,80,31.62,43037
43,38,120,65,54.17,55,45.83,43038
43,39,243,150,61.73,93,38.27,43039
43,40,150,93,62.0,57,38.0,43040
43,41,280,153,54.64,127,45.36,43041
43,42,154,96,62.34,58,37.66,43042
43,43,198,100,50.51,98,49.49,43043
43,44,163,92,56.44,71,43.56,43044
43,45,134,77,57.46,57,42.54,43045
43,46,81,48,59.26,33,40.74,43046
44,1,383,222,57.96,161,42.04,44001
44,2,213,133,62.44,80,37.56,44002
44,3,175,107,61.14,68,38.86,44003
44,4,192,110,57.29,82,42.71,44004
44,5,231,145,62.77,86,37.23,44005
44,6,281,193,68.68,88,31.32,44006
44,7,158,78,49.37,80,50.63,44007
44,8,270,187,69.26,83,30.74,44008
44,9,163,98,60.12,65,39.88,44009
44,10,213,127,59.62,86,40.38,44010
44,11,206,128,62.14,78,37.86,44011
44,12,247,132,53.44,115,46.56,44012
44,13,140,83,59.29,57,40.71,44013
44,14,177,100,56.5,77,43.5,44014
44,15,260,151,58.08,109,41.92,44015
44,16,234,132,56.41,102,43.59,44016
44,17,348,201,57.76,147,42.24,44017
44,18,203,123,60.59,80,39.41,44018
44,19,321,197,61.37,124,38.63,44019
44,20,213,135,63.38,78,36.62,44020
44,21,276,162,58.7,114,41.3,44021
44,22,278,162,58.27,116,41.73,44022
44,23,192,114,59.38,78,40.63,44023
44,24,168,98,58.33,70,41.67,44024
44,25,199,120,60.3,79,39.7,44025
44,26,277,189,68.23,88,31.77,44026
44,27,235,137,58.3,98,41.7,44027
44,28,283,178,62.9,105,37.1,44028
44,29,212,126,59.43,86,40.57,44029
44,30,229,133,58.08,96,41.92,44030
44,31,221,123,55.66,98,44.34,44031
44,32,247,163,65.99,84,34.01,44032
44,33,295,191,64.75,104,35.25,44033
44,34,236,150,63.56,86,36.44,44034
44,35,284,156,54.93,128,45.07,44035
44,36,241,148,61.41,93,38.59,44036
44,37,275,164,59.64,111,40.36,44037
44,38,180,126,70.0,54,30.0,44038
44,39,193,125,64.77,68,35.23,44039
44,40,197,120,60.91,77,39.09,44040
44,41,282,167,59.22,115,40.78,44041
45,1,208,127,61.06,81,38.94,45001
45,2,249,169,67.87,80,32.13,45002
45,3,236,150,63.56,86,36.44,45003
45,4,297,201,67.68,96,32.32,45004
45,5,228,133,58.33,95,41.67,45005
45,6,274,158,57.66,116,42.34,45006
45,7,323,208,64.4,115,35.6,45007
45,8,243,151,62.14,92,37.86,45008
45,9,267,173,64.79,94,35.21,45009
45,10,269,160,59.48,109,40.52,45010
45,11,204,143,70.1,61,29.9,45011
45,12,226,142,62.83,84,37.17,45012
45,13,225,146,64.89,79,35.11,45013
45,14,317,204,64.35,113,35.65,45014
45,15,328,202,61.59,126,38.41,45015
45,16,222,142,63.96,80,36.04,45016
45,17,229,129,56.33,100,43.67,45017
45,18,227,122,53.74,105,46.26,45018
45,19,116,83,71.55,33,28.45,45019
45,20,151,97,64.24,54,35.76,45020
45,21,198,110,55.56,88,44.44,45021
45,22,189,122,64.55,67,35.45,45022
45,23,189,133,70.37,56,29.63,45023
45,24,170,120,70.59,50,29.41,45024
45,25,142,100,70.42,42,29.58,45025
45,26,111,68,61.26,43,38.74,45026
45,27,197,118,59.9,79,40.1,45027
45,28,165,106,64.24,59,35.76,45028
45,29,112,73,65.18,39,34.82,45029
45,30,211,136,64.45,75,35.55,45030
45,31,183,115,62.84,68,37.16,45031
45,32,162,115,70.99,47,29.01,45032
45,33,154,84,54.55,70,45.45,45033
45,34,245,169,68.98,76,31.02,45034
45,35,227,125,55.07,102,44.93,45035
45,36,235,149,63.4,86,36.6,45036
45,37,199,123,61.81,76,38.19,45037
45,38,187,112,59.89,75,40.11,45038
45,39,198,129,65.15,69,34.85,45039
45,40,208,136,65.38,72,34.62,45040
45,41,189,117,61.9,72,38.1,45041
45,42,204,148,72.55,56,27.45,45042
45,43,191,116,60.73,75,39.27,45043
45,44,195,121,62.05,74,37.95,45044
45,45,115,72,62.61,43,37.39,45045
45,46,130,84,64.62,46,35.38,45046
45,47,141,90,63.83,51,36.17,45047
45,48,108,63,58.33,45,41.67,45048
46,1,195,132,67.69,63,32.31,46001
46,2,239,158,66.11,81,33.89,46002
46,3,335,176,52.54,159,47.46,46003
46,4,253,176,69.57,77,30.43,46004
46,5,265,171,64.53,94,35.47,46005
46,6,216,129,59.72,87,40.28,46006
46,7,281,171,60.85,110,39.15,46007
46,8,195,127,65.13,68,34.87,46008
46,9,276,176,63.77,100,36.23,46009
46,10,324,205,63.27,119,36.73,46010
46,11,207,131,63.29,76,36.71,46011
46,12,264,151,57.2,113,42.8,46012
46,13,250,144,57.6,106,42.4,46013
46,14,242,158,65.29,84,34.71,46014
46,15,225,148,65.78,77,34.22,46015
46,16,298,195,65.44,103,34.56,46016
46,17,296,193,65.2,103,34.8,46017
46,18,249,163,65.46,86,34.54,46018
46,19,163,110,67.48,53,32.52,46019
46,20,255,166,65.1,89,34.9,46020
46,21,173,110,63.58,63,36.42,46021
46,22,173,104,60.12,69,39.88,46022
46,23,240,165,68.75,75,31.25,46023
46,24,261,155,59.39,106,40.61,46024
46,25,253,152,60.08,101,39.92,46025
46,26,276,174,63.04,102,36.96,46026
46,27,286,205,71.68,81,28.32,46027
46,28,270,160,59.26,110,40.74,46028
46,29,200,119,59.5,81,40.5,46029
46,30,264,174,65.91,90,34.09,46030
46,31,250,152,60.8,98,39.2,46031
46,32,247,155,62.75,92,37.25,46032
46,33,282,173,61.35,109,38.65,46033
46,34,281,173,61.57,108,38.43,46034
46,35,314,204,64.97,110,35.03,46035
46,36,228,140,61.4,88,38.6,46036
46,37,168,102,60.71,66,39.29,46037
46,38,218,120,55.05,98,44.95,46038
46,39,252,165,65.48,87,34.52,46039
46,40,242,159,65.7,83,34.3,46040
47,1,146,81,55.48,65,44.52,47001
47,2,256,118,46.09,138,53.91,47002
47,3,294,182,61.9,112,38.1,47003
47,4,257,146,56.81,111,43.19,47004
47,5,307,186,60.59,121,39.41,47005
47,6,279,172,61.65,107,38.35,47006
47,7,253,163,64.43,90,35.57,47007
47,8,261,143,54.79,118,45.21,47008
47,9,199,107,53.77,92,46.23,47009
47,10,353,215,60.91,138,39.09,47010
47,11,224,138,61.61,86,38.39,47011
47,12,250,148,59.2,102,40.8,47012
47,13,293,173,59.04,120,40.96,47013
47,14,227,130,57.27,97,42.73,47014
47,15,384,249,64.84,135,35.16,47015
47,16,288,162,56.25,126,43.75,47016
47,17,276,161,58.33,115,41.67,47017
47,18,260,163,62.69,97,37.31,47018
47,19,391,261,66.75,130,33.25,47019
47,20,279,148,53.05,131,46.95,47020
47,21,261,135,51.72,126,48.28,47021
47,22,325,183,56.31,142,43.69,47022
47,23,360,238,66.11,122,33.89,47023
47,24,251,141,56.18,110,43.82,47024
47,25,295,167,56.61,128,43.39,47025
47,26,361,212,58.73,149,41.27,47026
47,27,225,119,52.89,106,47.11,47027
47,28,277,164,59.21,113,40.79,47028
47,29,281,180,64.06,101,35.94,47029
47,30,333,199,59.76,134,40.24,47030
47,31,282,174,61.7,108,38.3,47031
47,32,361,202,55.96,159,44.04,47032
47,33,238,134,56.3,104,43.7,47033
47,34,327,189,57.8,138,42.2,47034
47,35,237,123,51.9,114,48.1,47035
47,36,344,194,56.4,150,43.6,47036
47,37,299,169,56.52,130,43.48,47037
47,38,272,150,55.15,122,44.85,47038
47,39,289,150,51.9,139,48.1,47039
47,40,286,132,46.15,154,53.85,47040
47,41,298,170,57.05,128,42.95,47041
47,42,280,168,60.0,112,40.0,47042
47,43,249,146,58.63,103,41.37,47043
47,44,201,119,59.2,82,40.8,47044
47,45,287,167,58.19,120,41.81,47045
47,46,247,135,54.66,112,45.34,47046
47,47,280,151,53.93,129,46.07,47047
47,48,33,19,57.58,14,42.42,47048
48,1,243,157,64.61,86,35.39,48001
48,2,125,53,42.4,72,57.6,48002
48,3,351,240,68.38,111,31.62,48003
48,4,267,162,60.67,105,39.33,48004
48,5,154,87,56.49,67,43.51,48005
48,6,365,232,63.56,133,36.44,48006
48,7,288,178,61.81,110,38.19,48007
48,8,126,85,67.46,41,32.54,48008
48,9,167,102,61.08,65,38.92,48009
48,10,422,249,59.0,173,41.0,48010
48,11,245,143,58.37,102,41.63,48011
48,12,328,226,68.9,102,31.1,48012
48,13,337,192,56.97,145,43.03,48013
48,14,125,74,59.2,51,40.8,48014
48,15,176,117,66.48,59,33.52,48015
48,16,263,163,61.98,100,38.02,48016
48,17,270,168,62.22,102,37.78,48017
48,18,207,140,67.63,67,32.37,48018
48,19,196,111,56.63,85,43.37,48019
48,20,349,231,66.19,118,33.81,48020
48,21,315,225,71.43,90,28.57,48021
48,22,241,155,64.32,86,35.68,48022
48,23,284,159,55.99,125,44.01,48023
48,24,279,187,67.03,92,32.97,48024
48,25,273,152,55.68,121,44.32,48025
48,26,135,77,57.04,58,42.96,48026
48,27,332,223,67.17,109,32.83,48027
48,28,270,178,65.93,92,34.07,48028
48,29,151,111,73.51,40,26.49,48029
48,30,280,184,65.71,96,34.29,48030
48,31,387,268,69.25,119,30.75,48031
48,32,305,193,63.28,112,36.72,48032
