ward,precinct,total,Daniel William Lipinski,Daniel William Lipinski Percent,precinct_id
11,1,265,265,100.0,11001
11,4,259,259,100.0,11004
11,5,347,347,100.0,11005
11,8,271,271,100.0,11008
11,9,242,242,100.0,11009
11,10,240,240,100.0,11010
11,11,248,248,100.0,11011
11,12,360,360,100.0,11012
11,13,314,314,100.0,11013
11,15,109,109,100.0,11015
11,16,192,192,100.0,11016
11,17,336,336,100.0,11017
11,18,237,237,100.0,11018
11,19,362,362,100.0,11019
11,20,181,181,100.0,11020
11,21,406,406,100.0,11021
11,22,347,347,100.0,11022
11,23,179,179,100.0,11023
11,24,360,360,100.0,11024
11,25,318,318,100.0,11025
11,26,325,325,100.0,11026
11,27,104,104,100.0,11027
11,28,139,139,100.0,11028
11,29,298,298,100.0,11029
11,31,256,256,100.0,11031
11,32,130,130,100.0,11032
11,37,2,2,100.0,11037
12,1,281,281,100.0,12001
12,3,253,253,100.0,12003
12,4,305,305,100.0,12004
12,5,88,88,100.0,12005
12,8,8,8,100.0,12008
12,9,232,232,100.0,12009
12,19,273,273,100.0,12019
12,23,287,287,100.0,12023
13,1,240,240,100.0,13001
13,2,245,245,100.0,13002
13,3,217,217,100.0,13003
13,4,272,272,100.0,13004
13,5,338,338,100.0,13005
13,6,283,283,100.0,13006
13,7,251,251,100.0,13007
13,8,198,198,100.0,13008
13,9,259,259,100.0,13009
13,10,218,218,100.0,13010
13,11,310,310,100.0,13011
13,12,262,262,100.0,13012
13,13,327,327,100.0,13013
13,14,279,279,100.0,13014
13,15,484,484,100.0,13015
13,16,225,225,100.0,13016
13,17,258,258,100.0,13017
13,18,211,211,100.0,13018
13,20,156,156,100.0,13020
13,21,301,301,100.0,13021
13,22,309,309,100.0,13022
13,23,240,240,100.0,13023
13,24,273,273,100.0,13024
13,25,299,299,100.0,13025
13,26,343,343,100.0,13026
13,27,283,283,100.0,13027
13,28,240,240,100.0,13028
13,29,232,232,100.0,13029
13,30,231,231,100.0,13030
13,31,295,295,100.0,13031
13,32,248,248,100.0,13032
13,33,243,243,100.0,13033
13,34,407,407,100.0,13034
13,35,266,266,100.0,13035
13,36,177,177,100.0,13036
13,37,313,313,100.0,13037
13,38,208,208,100.0,13038
13,39,299,299,100.0,13039
13,40,249,249,100.0,13040
13,41,245,245,100.0,13041
13,42,239,239,100.0,13042
13,43,310,310,100.0,13043
13,44,423,423,100.0,13044
