ward,precinct,total,Pat Heneghan,Pat Heneghan Percent,Susana L. Ortiz,Susana L. Ortiz Percent,precinct_id
32,37,175,66,37.71,74,42.29,32037
32,38,189,54,28.57,98,51.85,32038
32,39,161,71,44.1,58,36.02,32039
32,40,231,109,47.19,91,39.39,32040
32,41,209,72,34.45,105,50.24,32041
32,42,207,89,43.0,81,39.13,32042
32,43,269,108,40.15,126,46.84,32043
33,1,345,104,30.14,205,59.42,33001
33,2,345,125,36.23,176,51.01,33002
33,3,393,143,36.39,192,48.85,33003
33,4,417,145,34.77,226,54.2,33004
33,5,250,66,26.4,153,61.2,33005
33,6,331,112,33.84,190,57.4,33006
33,7,291,84,28.87,172,59.11,33007
33,8,405,208,51.36,139,34.32,33008
33,9,308,117,37.99,160,51.95,33009
33,10,281,133,47.33,125,44.48,33010
33,11,338,104,30.77,190,56.21,33011
33,12,353,125,35.41,187,52.97,33012
33,13,357,114,31.93,207,57.98,33013
33,14,165,44,26.67,108,65.45,33014
33,15,401,109,27.18,240,59.85,33015
33,16,472,157,33.26,263,55.72,33016
33,17,351,105,29.91,213,60.68,33017
33,18,372,115,30.91,197,52.96,33018
33,19,335,104,31.04,187,55.82,33019
33,20,397,149,37.53,199,50.13,33020
33,21,357,125,35.01,196,54.9,33021
33,22,352,137,38.92,171,48.58,33022
33,23,309,135,43.69,129,41.75,33023
33,24,416,208,50.0,139,33.41,33024
33,25,376,117,31.12,208,55.32,33025
33,26,267,85,31.84,149,55.81,33026
33,27,294,90,30.61,163,55.44,33027
33,28,314,91,28.98,181,57.64,33028
34,1,336,89,26.49,156,46.43,34001
34,2,207,68,32.85,85,41.06,34002
34,3,299,105,35.12,128,42.81,34003
34,4,240,76,31.67,120,50.0,34004
34,5,250,81,32.4,109,43.6,34005
34,6,359,134,37.33,146,40.67,34006
34,7,315,113,35.87,120,38.1,34007
34,8,251,66,26.29,116,46.22,34008
34,9,229,66,28.82,97,42.36,34009
34,10,282,79,28.01,123,43.62,34010
34,11,251,90,35.86,102,40.64,34011
34,12,326,104,31.9,140,42.94,34012
34,13,281,69,24.56,139,49.47,34013
34,14,231,66,28.57,110,47.62,34014
34,15,234,67,28.63,104,44.44,34015
34,16,238,75,31.51,112,47.06,34016
34,17,382,165,43.19,143,37.43,34017
34,18,221,71,32.13,94,42.53,34018
34,19,346,132,38.15,154,44.51,34019
34,20,342,126,36.84,140,40.94,34020
34,21,374,159,42.51,144,38.5,34021
34,22,272,95,34.93,123,45.22,34022
34,23,220,59,26.82,113,51.36,34023
34,24,302,109,36.09,116,38.41,34024
34,25,329,108,32.83,158,48.02,34025
34,26,320,113,35.31,147,45.94,34026
34,27,239,71,29.71,115,48.12,34027
34,28,232,100,43.1,94,40.52,34028
34,29,225,81,36.0,104,46.22,34029
34,30,275,106,38.55,110,40.0,34030
34,31,223,76,34.08,88,39.46,34031
34,32,290,87,30.0,135,46.55,34032
34,33,239,80,33.47,106,44.35,34033
34,34,324,111,34.26,130,40.12,34034
34,35,324,93,28.7,159,49.07,34035
34,36,264,90,34.09,103,39.02,34036
34,37,205,65,31.71,97,47.32,34037
34,38,159,59,37.11,68,42.77,34038
34,39,242,94,38.84,92,38.02,34039
34,40,319,101,31.66,137,42.95,34040
34,41,225,92,40.89,85,37.78,34041
34,42,274,68,24.82,136,49.64,34042
34,43,271,89,32.84,106,39.11,34043
34,44,302,89,29.47,143,47.35,34044
34,45,329,110,33.43,149,45.29,34045
34,46,194,65,33.51,93,47.94,34046
34,47,280,105,37.5,129,46.07,34047
34,48,305,123,40.33,119,39.02,34048
34,49,362,124,34.25,151,41.71,34049
34,50,246,92,37.4,111,45.12,34050
34,51,297,88,29.63,128,43.1,34051
34,52,253,123,48.62,83,32.81,34052
34,53,231,88,38.1,103,44.59,34053
35,1,246,58,23.58,161,65.45,35001
35,2,298,116,38.93,160,53.69,35002
35,3,287,53,18.47,198,68.99,35003
35,4,251,77,30.68,146,58.17,35004
35,5,256,72,28.13,149,58.2,35005
35,6,251,65,25.9,148,58.96,35006
35,7,300,84,28.0,176,58.67,35007
35,8,297,72,24.24,192,64.65,35008
35,9,264,72,27.27,161,60.98,35009
35,10,360,133,36.94,174,48.33,35010
35,11,290,76,26.21,182,62.76,35011
35,12,196,18,9.18,159,81.12,35012
35,13,209,23,11.0,175,83.73,35013
35,14,250,29,11.6,196,78.4,35014
35,15,315,76,24.13,207,65.71,35015
35,16,192,21,10.94,155,80.73,35016
35,17,250,69,27.6,144,57.6,35017
35,18,252,26,10.32,209,82.94,35018
35,19,174,16,9.2,149,85.63,35019
35,20,249,59,23.69,162,65.06,35020
35,21,268,53,19.78,185,69.03,35021
35,22,308,96,31.17,163,52.92,35022
35,23,274,76,27.74,160,58.39,35023
35,24,265,54,20.38,178,67.17,35024
35,25,313,95,30.35,167,53.35,35025
35,26,230,65,28.26,139,60.43,35026
35,27,260,67,25.77,155,59.62,35027
35,28,247,71,28.74,147,59.51,35028
35,29,221,35,15.84,162,73.3,35029
35,30,291,64,21.99,191,65.64,35030
35,31,296,92,31.08,158,53.38,35031
36,1,274,56,20.44,195,71.17,36001
36,2,240,32,13.33,187,77.92,36002
36,3,217,48,22.12,141,64.98,36003
36,4,267,35,13.11,203,76.03,36004
36,5,254,35,13.78,190,74.8,36005
36,6,174,23,13.22,137,78.74,36006
36,7,234,97,41.45,114,48.72,36007
36,8,224,26,11.61,184,82.14,36008
36,9,230,27,11.74,182,79.13,36009
36,10,275,57,20.73,190,69.09,36010
36,11,188,25,13.3,151,80.32,36011
36,12,175,17,9.71,147,84.0,36012
36,13,171,16,9.36,143,83.63,36013
36,14,208,56,26.92,121,58.17,36014
36,15,238,98,41.18,115,48.32,36015
36,16,209,74,35.41,119,56.94,36016
36,17,267,88,32.96,142,53.18,36017
36,18,200,69,34.5,109,54.5,36018
36,19,278,47,16.91,206,74.1,36019
36,20,211,60,28.44,131,62.09,36020
36,21,248,26,10.48,198,79.84,36021
36,22,197,21,10.66,161,81.73,36022
36,23,230,26,11.3,190,82.61,36023
36,24,211,54,25.59,137,64.93,36024
36,25,266,19,7.14,233,87.59,36025
36,26,172,49,28.49,107,62.21,36026
36,27,206,53,25.73,126,61.17,36027
36,28,181,54,29.83,111,61.33,36028
36,29,269,76,28.25,167,62.08,36029
36,30,224,76,33.93,126,56.25,36030
37,1,201,65,32.34,95,47.26,37001
37,2,162,39,24.07,103,63.58,37002
37,3,222,72,32.43,97,43.69,37003
37,4,219,55,25.11,127,57.99,37004
37,5,272,84,30.88,124,45.59,37005
37,6,252,74,29.37,124,49.21,37006
37,7,190,48,25.26,112,58.95,37007
37,8,185,55,29.73,98,52.97,37008
37,9,265,74,27.92,132,49.81,37009
37,10,277,76,27.44,148,53.43,37010
37,11,196,53,27.04,91,46.43,37011
37,12,210,50,23.81,127,60.48,37012
37,13,206,72,34.95,101,49.03,37013
37,14,246,72,29.27,106,43.09,37014
37,15,295,121,41.02,122,41.36,37015
37,16,262,82,31.3,121,46.18,37016
37,17,236,81,34.32,105,44.49,37017
37,18,254,80,31.5,122,48.03,37018
37,19,219,59,26.94,124,56.62,37019
37,20,239,71,29.71,128,53.56,37020
37,21,211,70,33.18,115,54.5,37021
37,22,243,73,30.04,126,51.85,37022
37,23,282,91,32.27,129,45.74,37023
37,24,251,79,31.47,115,45.82,37024
37,25,253,84,33.2,114,45.06,37025
37,26,327,93,28.44,152,46.48,37026
37,27,222,60,27.03,114,51.35,37027
37,28,222,76,34.23,115,51.8,37028
37,29,260,67,25.77,123,47.31,37029
37,30,266,76,28.57,128,48.12,37030
37,31,296,100,33.78,137,46.28,37031
37,32,219,64,29.22,104,47.49,37032
37,33,251,84,33.47,105,41.83,37033
37,34,251,72,28.69,130,51.79,37034
37,35,241,84,34.85,102,42.32,37035
37,36,241,81,33.61,116,48.13,37036
37,37,287,87,30.31,141,49.13,37037
37,38,296,104,35.14,130,43.92,37038
37,39,238,74,31.09,120,50.42,37039
37,40,285,87,30.53,131,45.96,37040
37,41,244,72,29.51,107,43.85,37041
38,1,184,80,43.48,83,45.11,38001
38,2,158,98,62.03,45,28.48,38002
38,3,209,77,36.84,118,56.46,38003
38,4,195,90,46.15,83,42.56,38004
38,5,169,73,43.2,76,44.97,38005
38,6,191,71,37.17,100,52.36,38006
38,7,185,105,56.76,59,31.89,38007
38,8,190,85,44.74,88,46.32,38008
38,9,209,99,47.37,78,37.32,38009
38,10,202,48,23.76,133,65.84,38010
38,11,204,85,41.67,90,44.12,38011
38,12,137,81,59.12,39,28.47,38012
38,13,195,88,45.13,88,45.13,38013
38,14,226,99,43.81,91,40.27,38014
38,15,198,69,34.85,105,53.03,38015
38,16,197,88,44.67,93,47.21,38016
38,17,211,106,50.24,79,37.44,38017
38,18,185,104,56.22,65,35.14,38018
38,19,208,91,43.75,96,46.15,38019
38,20,176,87,49.43,74,42.05,38020
38,21,190,69,36.32,105,55.26,38021
38,22,207,80,38.65,107,51.69,38022
38,23,233,99,42.49,108,46.35,38023
38,24,185,114,61.62,57,30.81,38024
38,25,162,58,35.8,87,53.7,38025
38,26,198,91,45.96,89,44.95,38026
38,27,195,79,40.51,90,46.15,38027
38,28,218,105,48.17,89,40.83,38028
38,29,230,104,45.22,104,45.22,38029
38,30,174,71,40.8,78,44.83,38030
38,31,218,114,52.29,83,38.07,38031
38,32,194,73,37.63,93,47.94,38032
38,33,195,70,35.9,108,55.38,38033
38,34,199,60,30.15,113,56.78,38034
38,35,236,75,31.78,129,54.66,38035
38,36,193,88,45.6,87,45.08,38036
38,37,227,100,44.05,113,49.78,38037
38,38,178,67,37.64,85,47.75,38038
38,39,252,118,46.83,108,42.86,38039
38,40,215,84,39.07,100,46.51,38040
38,41,213,102,47.89,86,40.38,38041
39,1,207,115,55.56,59,28.5,39001
39,2,148,85,57.43,45,30.41,39002
39,3,263,106,40.3,119,45.25,39003
39,4,199,109,54.77,62,31.16,39004
39,5,252,112,44.44,106,42.06,39005
39,6,266,96,36.09,135,50.75,39006
39,7,220,90,40.91,101,45.91,39007
39,8,262,112,42.75,123,46.95,39008
39,9,227,71,31.28,116,51.1,39009
39,10,139,42,30.22,77,55.4,39010
39,11,242,102,42.15,101,41.74,39011
39,12,317,69,21.77,204,64.35,39012
39,13,192,87,45.31,78,40.63,39013
39,14,203,78,38.42,95,46.8,39014
39,15,249,141,56.63,81,32.53,39015
39,16,186,60,32.26,102,54.84,39016
39,17,257,126,49.03,95,36.96,39017
39,18,239,90,37.66,114,47.7,39018
39,19,225,111,49.33,80,35.56,39019
39,20,229,133,58.08,69,30.13,39020
39,21,178,97,54.49,57,32.02,39021
39,22,167,54,32.34,91,54.49,39022
39,23,225,137,60.89,60,26.67,39023
39,24,253,152,60.08,77,30.43,39024
39,25,215,78,36.28,110,51.16,39025
39,26,189,89,47.09,74,39.15,39026
39,27,47,28,59.57,11,23.4,39027
39,28,318,110,34.59,164,51.57,39028
39,29,124,39,31.45,76,61.29,39029
39,30,285,115,40.35,133,46.67,39030
39,31,242,68,28.1,144,59.5,39031
39,32,177,65,36.72,73,41.24,39032
39,33,246,92,37.4,119,48.37,39033
39,34,244,86,35.25,127,52.05,39034
39,35,226,88,38.94,104,46.02,39035
39,36,76,29,38.16,33,43.42,39036
39,37,228,132,57.89,69,30.26,39037
39,38,138,66,47.83,53,38.41,39038
39,39,147,57,38.78,67,45.58,39039
39,40,175,77,44.0,74,42.29,39040
39,41,243,129,53.09,80,32.92,39041
39,42,248,159,64.11,59,23.79,39042
39,43,218,135,61.93,52,23.85,39043
39,44,183,103,56.28,61,33.33,39044
39,45,225,138,61.33,65,28.89,39045
40,1,206,63,30.58,105,50.97,40001
40,2,224,80,35.71,108,48.21,40002
40,3,321,144,44.86,128,39.88,40003
40,4,137,54,39.42,57,41.61,40004
40,5,269,120,44.61,117,43.49,40005
40,6,305,124,40.66,129,42.3,40006
40,7,287,152,52.96,99,34.49,40007
40,8,368,163,44.29,150,40.76,40008
40,9,192,54,28.13,104,54.17,40009
40,10,253,92,36.36,107,42.29,40010
40,11,266,142,53.38,97,36.47,40011
40,12,192,73,38.02,91,47.4,40012
40,13,398,170,42.71,170,42.71,40013
40,14,219,74,33.79,103,47.03,40014
40,15,216,82,37.96,91,42.13,40015
40,16,327,139,42.51,138,42.2,40016
40,17,225,109,48.44,81,36.0,40017
40,18,207,80,38.65,93,44.93,40018
40,19,327,103,31.5,162,49.54,40019
40,20,243,64,26.34,137,56.38,40020
40,21,305,119,39.02,130,42.62,40021
40,22,271,117,43.17,106,39.11,40022
40,23,326,135,41.41,138,42.33,40023
40,24,199,59,29.65,97,48.74,40024
40,25,334,146,43.71,140,41.92,40025
40,26,290,125,43.1,125,43.1,40026
40,27,374,125,33.42,193,51.6,40027
40,28,357,158,44.26,156,43.7,40028
40,29,226,98,43.36,88,38.94,40029
40,30,233,130,55.79,66,28.33,40030
40,31,304,112,36.84,138,45.39,40031
40,32,290,117,40.34,135,46.55,40032
40,33,286,120,41.96,112,39.16,40033
40,34,207,92,44.44,83,40.1,40034
40,35,180,56,31.11,92,51.11,40035
40,36,234,115,49.15,89,38.03,40036
40,37,267,81,30.34,146,54.68,40037
40,38,331,143,43.2,140,42.3,40038
40,39,76,11,14.47,41,53.95,40039
41,1,197,133,67.51,49,24.87,41001
41,2,237,182,76.79,36,15.19,41002
41,3,202,118,58.42,63,31.19,41003
41,4,241,169,70.12,52,21.58,41004
41,5,253,162,64.03,64,25.3,41005
41,6,299,227,75.92,50,16.72,41006
41,7,221,141,63.8,57,25.79,41007
41,8,184,129,70.11,38,20.65,41008
41,9,222,101,45.5,84,37.84,41009
41,10,249,188,75.5,36,14.46,41010
41,11,235,166,70.64,53,22.55,41011
41,12,197,131,66.5,53,26.9,41012
41,13,204,120,58.82,61,29.9,41013
41,14,283,193,68.2,58,20.49,41014
41,15,260,177,68.08,62,23.85,41015
41,16,181,101,55.8,53,29.28,41016
41,17,194,120,61.86,48,24.74,41017
41,18,189,113,59.79,53,28.04,41018
41,19,254,171,67.32,45,17.72,41019
41,20,157,97,61.78,46,29.3,41020
41,21,203,128,63.05,51,25.12,41021
41,22,219,150,68.49,39,17.81,41022
41,23,175,102,58.29,53,30.29,41023
41,24,177,103,58.19,52,29.38,41024
41,25,134,61,45.52,51,38.06,41025
41,26,220,131,59.55,60,27.27,41026
41,27,143,68,47.55,56,39.16,41027
41,28,178,68,38.2,88,49.44,41028
41,29,125,50,40.0,54,43.2,41029
41,30,218,111,50.92,74,33.94,41030
41,31,227,140,61.67,57,25.11,41031
41,32,182,116,63.74,47,25.82,41032
41,33,187,121,64.71,51,27.27,41033
41,34,164,107,65.24,48,29.27,41034
41,35,235,141,60.0,61,25.96,41035
41,36,203,122,60.1,55,27.09,41036
41,37,236,161,68.22,54,22.88,41037
41,38,192,112,58.33,58,30.21,41038
41,39,228,136,59.65,58,25.44,41039
41,40,216,154,71.3,38,17.59,41040
41,41,192,110,57.29,57,29.69,41041
41,42,194,138,71.13,37,19.07,41042
41,43,218,120,55.05,69,31.65,41043
41,44,220,166,75.45,37,16.82,41044
41,45,193,115,59.59,64,33.16,41045
41,46,243,144,59.26,59,24.28,41046
41,47,234,160,68.38,55,23.5,41047
42,1,190,93,48.95,65,34.21,42001
42,2,168,71,42.26,65,38.69,42002
42,3,231,85,36.8,107,46.32,42003
42,4,266,103,38.72,118,44.36,42004
42,5,133,61,45.86,50,37.59,42005
42,6,272,129,47.43,81,29.78,42006
42,7,203,102,50.25,72,35.47,42007
42,8,177,84,47.46,66,37.29,42008
42,9,209,81,38.76,90,43.06,42009
42,10,226,93,41.15,101,44.69,42010
42,11,119,56,47.06,40,33.61,42011
42,12,130,66,50.77,48,36.92,42012
42,13,202,97,48.02,66,32.67,42013
42,14,154,70,45.45,57,37.01,42014
42,15,110,46,41.82,44,40.0,42015
42,16,189,83,43.92,83,43.92,42016
42,17,192,89,46.35,73,38.02,42017
42,18,168,67,39.88,71,42.26,42018
42,19,188,81,43.09,68,36.17,42019
42,20,136,49,36.03,63,46.32,42020
42,21,149,73,48.99,48,32.21,42021
42,22,100,52,52.0,35,35.0,42022
42,23,131,62,47.33,43,32.82,42023
42,24,170,62,36.47,70,41.18,42024
42,25,166,67,40.36,66,39.76,42025
42,26,198,94,47.47,71,35.86,42026
42,27,174,77,44.25,73,41.95,42027
42,28,264,133,50.38,97,36.74,42028
42,29,171,69,40.35,82,47.95,42029
42,30,161,87,54.04,54,33.54,42030
42,31,204,82,40.2,81,39.71,42031
42,32,138,63,45.65,56,40.58,42032
42,33,240,79,32.92,121,50.42,42033
42,34,141,71,50.35,38,26.95,42034
42,35,294,120,40.82,114,38.78,42035
42,36,231,108,46.75,93,40.26,42036
42,37,111,55,49.55,45,40.54,42037
42,38,151,70,46.36,64,42.38,42038
42,39,154,69,44.81,67,43.51,42039
42,40,205,72,35.12,100,48.78,42040
42,41,179,69,38.55,75,41.9,42041
42,42,236,104,44.07,96,40.68,42042
43,1,121,57,47.11,48,39.67,43001
43,2,170,77,45.29,66,38.82,43002
43,3,196,106,54.08,53,27.04,43003
43,4,173,83,47.98,61,35.26,43004
43,5,159,97,61.01,45,28.3,43005
43,6,116,52,44.83,52,44.83,43006
43,7,140,80,57.14,45,32.14,43007
43,8,151,72,47.68,52,34.44,43008
43,9,234,109,46.58,94,40.17,43009
43,10,202,110,54.46,73,36.14,43010
43,11,139,75,53.96,46,33.09,43011
43,12,115,41,35.65,44,38.26,43012
43,13,200,88,44.0,72,36.0,43013
43,14,186,93,50.0,65,34.95,43014
43,15,166,64,38.55,77,46.39,43015
43,16,177,78,44.07,62,35.03,43016
43,17,134,85,63.43,28,20.9,43017
43,18,191,98,51.31,72,37.7,43018
43,19,217,132,60.83,62,28.57,43019
43,20,228,91,39.91,102,44.74,43020
43,21,206,99,48.06,79,38.35,43021
43,22,116,39,33.62,49,42.24,43022
43,23,136,54,39.71,63,46.32,43023
43,24,119,48,40.34,47,39.5,43024
43,25,180,90,50.0,58,32.22,43025
43,26,130,71,54.62,32,24.62,43026
43,27,169,77,45.56,64,37.87,43027
43,28,220,94,42.73,79,35.91,43028
43,29,158,79,50.0,60,37.97,43029
43,30,263,101,38.4,118,44.87,43030
43,31,206,82,39.81,97,47.09,43031
43,32,221,105,47.51,79,35.75,43032
43,33,202,99,49.01,76,37.62,43033
43,34,146,79,54.11,42,28.77,43034
43,35,204,115,56.37,56,27.45,43035
43,36,97,37,38.14,46,47.42,43036
43,37,249,100,40.16,96,38.55,43037
43,38,136,67,49.26,38,27.94,43038
43,39,234,95,40.6,103,44.02,43039
43,40,149,55,36.91,65,43.62,43040
43,41,280,139,49.64,107,38.21,43041
43,42,146,61,41.78,67,45.89,43042
43,43,194,105,54.12,51,26.29,43043
43,44,160,71,44.38,59,36.88,43044
43,45,136,70,51.47,40,29.41,43045
43,46,79,33,41.77,31,39.24,43046
44,1,375,169,45.07,145,38.67,44001
44,2,221,104,47.06,79,35.75,44002
44,3,181,97,53.59,53,29.28,44003
44,4,189,92,48.68,49,25.93,44004
44,5,230,89,38.7,102,44.35,44005
44,6,279,133,47.67,116,41.58,44006
44,7,157,78,49.68,54,34.39,44007
44,8,273,106,38.83,128,46.89,44008
44,9,159,67,42.14,67,42.14,44009
44,10,209,84,40.19,93,44.5,44010
44,11,202,77,38.12,81,40.1,44011
44,12,241,104,43.15,87,36.1,44012
44,13,138,65,47.1,49,35.51,44013
44,14,180,71,39.44,76,42.22,44014
44,15,251,111,44.22,95,37.85,44015
44,16,229,109,47.6,84,36.68,44016
44,17,341,154,45.16,135,39.59,44017
44,18,205,98,47.8,83,40.49,44018
44,19,312,135,43.27,123,39.42,44019
44,20,213,81,38.03,91,42.72,44020
44,21,275,119,43.27,118,42.91,44021
44,22,277,118,42.6,116,41.88,44022
44,23,189,83,43.92,85,44.97,44023
44,24,167,77,46.11,57,34.13,44024
44,25,199,76,38.19,99,49.75,44025
44,26,273,108,39.56,119,43.59,44026
44,27,228,101,44.3,89,39.04,44027
44,28,278,99,35.61,140,50.36,44028
44,29,211,88,41.71,86,40.76,44029
44,30,235,114,48.51,97,41.28,44030
44,31,215,100,46.51,85,39.53,44031
44,32,245,96,39.18,104,42.45,44032
44,33,285,116,40.7,131,45.96,44033
44,34,236,97,41.1,91,38.56,44034
44,35,288,119,41.32,114,39.58,44035
44,36,249,107,42.97,114,45.78,44036
44,37,276,118,42.75,122,44.2,44037
44,38,184,76,41.3,76,41.3,44038
44,39,190,85,44.74,80,42.11,44039
44,40,200,98,49.0,83,41.5,44040
44,41,279,115,41.22,123,44.09,44041
45,1,208,84,40.38,96,46.15,45001
45,2,256,90,35.16,123,48.05,45002
45,3,236,105,44.49,96,40.68,45003
45,4,301,129,42.86,129,42.86,45004
45,5,241,103,42.74,96,39.83,45005
45,6,287,127,44.25,128,44.6,45006
45,7,324,127,39.2,157,48.46,45007
45,8,244,92,37.7,128,52.46,45008
45,9,268,80,29.85,159,59.33,45009
45,10,263,99,37.64,131,49.81,45010
45,11,213,79,37.09,118,55.4,45011
45,12,233,82,35.19,125,53.65,45012
45,13,228,110,48.25,96,42.11,45013
45,14,325,146,44.92,149,45.85,45014
45,15,330,182,55.15,126,38.18,45015
45,16,219,101,46.12,89,40.64,45016
45,17,236,121,51.27,85,36.02,45017
45,18,233,100,42.92,106,45.49,45018
45,19,120,48,40.0,54,45.0,45019
45,20,158,45,28.48,87,55.06,45020
45,21,202,104,51.49,71,35.15,45021
45,22,196,76,38.78,98,50.0,45022
45,23,192,86,44.79,84,43.75,45023
45,24,173,90,52.02,65,37.57,45024
45,25,141,83,58.87,43,30.5,45025
45,26,114,53,46.49,46,40.35,45026
45,27,206,110,53.4,76,36.89,45027
45,28,172,72,41.86,79,45.93,45028
45,29,122,52,42.62,62,50.82,45029
45,30,217,85,39.17,109,50.23,45030
45,31,193,86,44.56,86,44.56,45031
45,32,177,60,33.9,101,57.06,45032
45,33,162,77,47.53,65,40.12,45033
45,34,251,105,41.83,121,48.21,45034
45,35,233,113,48.5,84,36.05,45035
45,36,236,113,47.88,88,37.29,45036
45,37,209,89,42.58,86,41.15,45037
45,38,196,81,41.33,91,46.43,45038
45,39,197,87,44.16,75,38.07,45039
45,40,213,98,46.01,81,38.03,45040
45,41,188,89,47.34,72,38.3,45041
45,42,200,118,59.0,54,27.0,45042
45,43,192,110,57.29,54,28.13,45043
45,44,197,113,57.36,63,31.98,45044
45,45,124,56,45.16,52,41.94,45045
45,46,133,67,50.38,49,36.84,45046
45,47,155,84,54.19,54,34.84,45047
45,48,113,64,56.64,30,26.55,45048
46,1,189,60,31.75,101,53.44,46001
46,2,235,82,34.89,109,46.38,46002
46,3,331,152,45.92,124,37.46,46003
46,4,258,94,36.43,121,46.9,46004
46,5,261,115,44.06,112,42.91,46005
46,6,222,73,32.88,114,51.35,46006
46,7,282,132,46.81,110,39.01,46007
46,8,204,56,27.45,112,54.9,46008
46,9,278,95,34.17,142,51.08,46009
46,10,325,117,36.0,160,49.23,46010
46,11,212,62,29.25,110,51.89,46011
46,12,261,107,41.0,117,44.83,46012
46,13,239,91,38.08,109,45.61,46013
46,14,254,70,27.56,133,52.36,46014
46,15,230,92,40.0,102,44.35,46015
46,16,292,117,40.07,124,42.47,46016
46,17,290,126,43.45,118,40.69,46017
46,18,247,83,33.6,112,45.34,46018
46,19,169,61,36.09,70,41.42,46019
46,20,259,83,32.05,124,47.88,46020
46,21,172,56,32.56,88,51.16,46021
46,22,173,49,28.32,80,46.24,46022
46,23,242,76,31.4,118,48.76,46023
46,24,256,114,44.53,100,39.06,46024
46,25,257,88,34.24,121,47.08,46025
46,26,278,102,36.69,129,46.4,46026
46,27,280,98,35.0,144,51.43,46027
46,28,274,119,43.43,105,38.32,46028
46,29,199,86,43.22,81,40.7,46029
46,30,266,85,31.95,134,50.38,46030
46,31,250,105,42.0,92,36.8,46031
46,32,256,79,30.86,131,51.17,46032
46,33,279,116,41.58,108,38.71,46033
46,34,280,115,41.07,128,45.71,46034
46,35,317,127,40.06,145,45.74,46035
46,36,226,115,50.88,76,33.63,46036
46,37,169,63,37.28,74,43.79,46037
46,38,222,78,35.14,106,47.75,46038
46,39,255,103,40.39,123,48.24,46039
46,40,245,102,41.63,97,39.59,46040
47,1,150,77,51.33,57,38.0,47001
47,2,263,164,62.36,70,26.62,47002
47,3,303,144,47.52,111,36.63,47003
47,4,269,155,57.62,77,28.62,47004
47,5,310,136,43.87,128,41.29,47005
47,6,280,127,45.36,116,41.43,47006
47,7,261,133,50.96,90,34.48,47007
47,8,271,119,43.91,118,43.54,47008
47,9,202,104,51.49,74,36.63,47009
47,10,359,154,42.9,150,41.78,47010
47,11,225,108,48.0,85,37.78,47011
47,12,269,139,51.67,103,38.29,47012
47,13,299,127,42.47,121,40.47,47013
47,14,226,111,49.12,79,34.96,47014
47,15,386,154,39.9,166,43.01,47015
47,16,299,141,47.16,110,36.79,47016
47,17,285,130,45.61,114,40.0,47017
47,18,257,104,40.47,116,45.14,47018
47,19,392,180,45.92,149,38.01,47019
47,20,288,155,53.82,102,35.42,47020
47,21,267,145,54.31,86,32.21,47021
47,22,330,166,50.3,124,37.58,47022
47,23,356,164,46.07,144,40.45,47023
47,24,257,134,52.14,94,36.58,47024
47,25,300,146,48.67,122,40.67,47025
47,26,358,160,44.69,148,41.34,47026
47,27,237,134,56.54,68,28.69,47027
47,28,295,146,49.49,105,35.59,47028
47,29,286,124,43.36,119,41.61,47029
47,30,345,163,47.25,137,39.71,47030
47,31,298,130,43.62,124,41.61,47031
47,32,364,195,53.57,122,33.52,47032
47,33,236,116,49.15,81,34.32,47033
47,34,333,152,45.65,141,42.34,47034
47,35,249,128,51.41,84,33.73,47035
47,36,342,166,48.54,115,33.63,47036
47,37,300,149,49.67,114,38.0,47037
47,38,281,138,49.11,111,39.5,47038
47,39,297,161,54.21,92,30.98,47039
47,40,288,164,56.94,88,30.56,47040
47,41,299,152,50.84,102,34.11,47041
47,42,284,125,44.01,119,41.9,47042
47,43,242,123,50.83,93,38.43,47043
47,44,196,85,43.37,77,39.29,47044
47,45,296,168,56.76,101,34.12,47045
47,46,251,133,52.99,80,31.87,47046
47,47,287,144,50.17,109,37.98,47047
47,48,35,14,40.0,17,48.57,47048
48,1,251,101,40.24,106,42.23,48001
48,2,132,85,64.39,28,21.21,48002
48,3,346,116,33.53,164,47.4,48003
48,4,273,103,37.73,119,43.59,48004
48,5,152,92,60.53,41,26.97,48005
48,6,371,123,33.15,187,50.4,48006
48,7,302,139,46.03,124,41.06,48007
48,8,126,50,39.68,54,42.86,48008
48,9,173,76,43.93,65,37.57,48009
48,10,418,196,46.89,158,37.8,48010
48,11,250,136,54.4,84,33.6,48011
48,12,331,117,35.35,161,48.64,48012
48,13,339,128,37.76,154,45.43,48013
48,14,128,53,41.41,54,42.19,48014
48,15,176,52,29.55,102,57.95,48015
48,16,272,93,34.19,138,50.74,48016
48,17,269,122,45.35,99,36.8,48017
48,18,219,58,26.48,115,52.51,48018
48,19,197,92,46.7,67,34.01,48019
48,20,357,143,40.06,161,45.1,48020
48,21,316,91,28.8,165,52.22,48021
48,22,243,100,41.15,96,39.51,48022
48,23,282,133,47.16,102,36.17,48023
48,24,291,91,31.27,152,52.23,48024
48,25,273,137,50.18,90,32.97,48025
48,26,137,44,32.12,64,46.72,48026
48,27,331,108,32.63,165,49.85,48027
48,28,277,103,37.18,121,43.68,48028
48,29,146,67,45.89,50,34.25,48029
48,30,281,116,41.28,112,39.86,48030
48,31,390,102,26.15,221,56.67,48031
48,32,306,97,31.7,163,53.27,48032
48,33,154,79,51.3,45,29.22,48033
48,34,229,102,44.54,96,41.92,48034
48,35,185,63,34.05,90,48.65,48035
48,36,180,78,43.33,68,37.78,48036
