ward,precinct,total,Andrew Seo,Andrew Seo Percent,Tom Greenhaw,Tom Greenhaw Percent,Martin J. Durkan,Martin J. Durkan Percent,precinct_id
38,30,184,41,22.28,50,27.17,93,50.54,38030
38,31,228,55,24.12,75,32.89,98,42.98,38031
38,32,190,56,29.47,68,35.79,66,34.74,38032
38,33,209,53,25.36,67,32.06,89,42.58,38033
38,34,208,55,26.44,77,37.02,76,36.54,38034
38,35,241,62,25.73,86,35.68,93,38.59,38035
38,36,213,59,27.7,57,26.76,97,45.54,38036
38,37,223,64,28.7,55,24.66,104,46.64,38037
38,38,201,48,23.88,56,27.86,97,48.26,38038
38,39,257,60,23.35,90,35.02,107,41.63,38039
38,40,219,61,27.85,65,29.68,93,42.47,38040
38,41,218,43,19.72,92,42.2,83,38.07,38041
39,1,227,56,24.67,75,33.04,96,42.29,39001
39,2,250,150,60.0,42,16.8,58,23.2,39002
39,3,249,75,30.12,101,40.56,73,29.32,39003
39,4,206,46,22.33,74,35.92,86,41.75,39004
39,5,260,80,30.77,81,31.15,99,38.08,39005
39,6,255,55,21.57,89,34.9,111,43.53,39006
39,7,231,57,24.68,89,38.53,85,36.8,39007
39,8,309,62,20.06,94,30.42,153,49.51,39008
39,9,251,80,31.87,66,26.29,105,41.83,39009
39,10,149,58,38.93,62,41.61,29,19.46,39010
39,11,256,51,19.92,98,38.28,107,41.8,39011
39,12,330,114,34.55,113,34.24,103,31.21,39012
39,13,189,65,34.39,67,35.45,57,30.16,39013
39,14,218,64,29.36,82,37.61,72,33.03,39014
39,15,256,57,22.27,69,26.95,130,50.78,39015
39,16,201,71,35.32,61,30.35,69,34.33,39016
39,17,278,71,25.54,99,35.61,108,38.85,39017
39,18,241,69,28.63,96,39.83,76,31.54,39018
39,19,240,59,24.58,97,40.42,84,35.0,39019
39,20,256,60,23.44,73,28.52,123,48.05,39020
39,21,189,37,19.58,62,32.8,90,47.62,39021
39,22,185,64,34.59,61,32.97,60,32.43,39022
39,23,231,49,21.21,73,31.6,109,47.19,39023
39,24,273,68,24.91,86,31.5,119,43.59,39024
39,25,214,65,30.37,89,41.59,60,28.04,39025
39,26,196,50,25.51,64,32.65,82,41.84,39026
39,27,47,10,21.28,17,36.17,20,42.55,39027
39,28,314,107,34.08,106,33.76,101,32.17,39028
39,29,142,64,45.07,33,23.24,45,31.69,39029
39,30,308,86,27.92,121,39.29,101,32.79,39030
39,31,250,66,26.4,74,29.6,110,44.0,39031
39,32,208,83,39.9,62,29.81,63,30.29,39032
39,33,254,67,26.38,92,36.22,95,37.4,39033
39,34,265,94,35.47,83,31.32,88,33.21,39034
39,35,241,69,28.63,113,46.89,59,24.48,39035
39,36,80,23,28.75,24,30.0,33,41.25,39036
39,37,229,57,24.89,75,32.75,97,42.36,39037
39,38,136,29,21.32,39,28.68,68,50.0,39038
39,39,142,37,26.06,58,40.85,47,33.1,39039
39,40,194,41,21.13,56,28.87,97,50.0,39040
39,41,230,54,23.48,82,35.65,94,40.87,39041
39,42,240,51,21.25,74,30.83,115,47.92,39042
39,43,223,45,20.18,86,38.57,92,41.26,39043
39,44,191,50,26.18,74,38.74,67,35.08,39044
39,45,236,44,18.64,76,32.2,116,49.15,39045
40,1,215,79,36.74,64,29.77,72,33.49,40001
40,2,225,73,32.44,70,31.11,82,36.44,40002
40,3,330,92,27.88,122,36.97,116,35.15,40003
40,4,145,45,31.03,40,27.59,60,41.38,40004
40,5,277,84,30.32,116,41.88,77,27.8,40005
40,6,303,109,35.97,115,37.95,79,26.07,40006
40,7,284,97,34.15,113,39.79,74,26.06,40007
40,8,349,109,31.23,153,43.84,87,24.93,40008
40,9,214,53,24.77,74,34.58,87,40.65,40009
40,10,275,91,33.09,76,27.64,108,39.27,40010
40,11,252,74,29.37,64,25.4,114,45.24,40011
40,12,192,53,27.6,85,44.27,54,28.13,40012
40,13,396,148,37.37,147,37.12,101,25.51,40013
40,14,223,75,33.63,78,34.98,70,31.39,40014
40,15,241,60,24.9,93,38.59,88,36.51,40015
40,16,318,111,34.91,120,37.74,87,27.36,40016
40,17,229,59,25.76,80,34.93,90,39.3,40017
40,18,221,73,33.03,79,35.75,69,31.22,40018
40,19,335,103,30.75,99,29.55,133,39.7,40019
40,20,250,70,28.0,98,39.2,82,32.8,40020
40,21,323,101,31.27,125,38.7,97,30.03,40021
40,22,266,75,28.2,105,39.47,86,32.33,40022
40,23,336,111,33.04,126,37.5,99,29.46,40023
40,24,193,80,41.45,46,23.83,67,34.72,40024
40,25,335,128,38.21,143,42.69,64,19.1,40025
40,26,276,83,30.07,114,41.3,79,28.62,40026
40,27,385,129,33.51,148,38.44,108,28.05,40027
40,28,359,109,30.36,138,38.44,112,31.2,40028
40,29,234,64,27.35,74,31.62,96,41.03,40029
40,30,219,58,26.48,66,30.14,95,43.38,40030
40,31,300,113,37.67,130,43.33,57,19.0,40031
40,32,292,96,32.88,125,42.81,71,24.32,40032
40,33,277,83,29.96,113,40.79,81,29.24,40033
40,34,208,64,30.77,68,32.69,76,36.54,40034
40,35,192,72,37.5,70,36.46,50,26.04,40035
40,36,235,75,31.91,93,39.57,67,28.51,40036
40,37,296,127,42.91,92,31.08,77,26.01,40037
40,38,337,111,32.94,135,40.06,91,27.0,40038
40,39,81,24,29.63,30,37.04,27,33.33,40039
41,1,210,38,18.1,51,24.29,121,57.62,41001
41,2,250,39,15.6,45,18.0,166,66.4,41002
41,3,202,52,25.74,50,24.75,100,49.5,41003
41,4,269,27,10.04,45,16.73,197,73.23,41004
41,5,269,48,17.84,68,25.28,153,56.88,41005
41,6,310,54,17.42,86,27.74,170,54.84,41006
41,7,255,33,12.94,64,25.1,158,61.96,41007
41,8,206,35,16.99,40,19.42,131,63.59,41008
41,9,227,73,32.16,67,29.52,87,38.33,41009
41,10,274,29,10.58,47,17.15,198,72.26,41010
41,11,244,39,15.98,52,21.31,153,62.7,41011
41,12,215,51,23.72,58,26.98,106,49.3,41012
41,13,226,53,23.45,51,22.57,122,53.98,41013
41,14,283,50,17.67,73,25.8,160,56.54,41014
41,15,293,48,16.38,61,20.82,184,62.8,41015
41,16,196,27,13.78,55,28.06,114,58.16,41016
41,17,208,30,14.42,61,29.33,117,56.25,41017
41,18,200,32,16.0,48,24.0,120,60.0,41018
41,19,251,54,21.51,81,32.27,116,46.22,41019
41,20,171,28,16.37,35,20.47,108,63.16,41020
41,21,217,33,15.21,42,19.35,142,65.44,41021
41,22,237,42,17.72,51,21.52,144,60.76,41022
41,23,183,34,18.58,45,24.59,104,56.83,41023
41,24,188,45,23.94,41,21.81,102,54.26,41024
41,25,148,41,27.7,30,20.27,77,52.03,41025
41,26,228,40,17.54,61,26.75,127,55.7,41026
41,27,161,44,27.33,29,18.01,88,54.66,41027
41,28,205,57,27.8,63,30.73,85,41.46,41028
41,29,134,33,24.63,32,23.88,69,51.49,41029
41,30,235,55,23.4,47,20.0,133,56.6,41030
41,31,240,48,20.0,60,25.0,132,55.0,41031
41,32,194,41,21.13,49,25.26,104,53.61,41032
41,33,212,50,23.58,60,28.3,102,48.11,41033
41,34,184,30,16.3,36,19.57,118,64.13,41034
41,35,255,42,16.47,51,20.0,162,63.53,41035
41,36,209,55,26.32,65,31.1,89,42.58,41036
41,37,239,39,16.32,50,20.92,150,62.76,41037
41,38,192,63,32.81,41,21.35,88,45.83,41038
41,39,244,50,20.49,46,18.85,148,60.66,41039
41,40,235,35,14.89,30,12.77,170,72.34,41040
41,41,199,38,19.1,48,24.12,113,56.78,41041
41,42,213,33,15.49,45,21.13,135,63.38,41042
41,43,227,50,22.03,48,21.15,129,56.83,41043
41,44,246,32,13.01,49,19.92,165,67.07,41044
41,45,203,48,23.65,60,29.56,95,46.8,41045
41,46,242,33,13.64,54,22.31,155,64.05,41046
41,47,231,44,19.05,64,27.71,123,53.25,41047
42,1,180,48,26.67,77,42.78,55,30.56,42001
42,2,171,74,43.27,57,33.33,40,23.39,42002
42,3,236,94,39.83,88,37.29,54,22.88,42003
42,4,277,99,35.74,95,34.3,83,29.96,42004
42,5,129,40,31.01,52,40.31,37,28.68,42005
42,6,278,92,33.09,113,40.65,73,26.26,42006
42,7,210,69,32.86,81,38.57,60,28.57,42007
42,8,181,49,27.07,61,33.7,71,39.23,42008
42,9,237,86,36.29,78,32.91,73,30.8,42009
42,10,236,89,37.71,86,36.44,61,25.85,42010
42,11,128,39,30.47,49,38.28,40,31.25,42011
42,12,134,49,36.57,61,45.52,24,17.91,42012
42,13,223,61,27.35,81,36.32,81,36.32,42013
42,14,159,55,34.59,46,28.93,58,36.48,42014
42,15,120,40,33.33,42,35.0,38,31.67,42015
42,16,188,67,35.64,69,36.7,52,27.66,42016
42,17,190,64,33.68,75,39.47,51,26.84,42017
42,18,184,68,36.96,73,39.67,43,23.37,42018
42,19,191,63,32.98,79,41.36,49,25.65,42019
42,20,140,63,45.0,51,36.43,26,18.57,42020
42,21,156,51,32.69,67,42.95,38,24.36,42021
42,22,106,35,33.02,53,50.0,18,16.98,42022
42,23,140,52,37.14,62,44.29,26,18.57,42023
42,24,173,47,27.17,77,44.51,49,28.32,42024
42,25,187,79,42.25,65,34.76,43,22.99,42025
42,26,197,75,38.07,68,34.52,54,27.41,42026
42,27,187,60,32.09,63,33.69,64,34.22,42027
42,28,281,99,35.23,108,38.43,74,26.33,42028
42,29,175,64,36.57,68,38.86,43,24.57,42029
42,30,155,46,29.68,70,45.16,39,25.16,42030
42,31,200,75,37.5,75,37.5,50,25.0,42031
42,32,149,53,35.57,63,42.28,33,22.15,42032
42,33,249,103,41.37,90,36.14,56,22.49,42033
42,34,134,41,30.6,58,43.28,35,26.12,42034
42,35,286,100,34.97,111,38.81,75,26.22,42035
42,36,231,83,35.93,90,38.96,58,25.11,42036
42,37,119,35,29.41,37,31.09,47,39.5,42037
42,38,145,49,33.79,52,35.86,44,30.34,42038
42,39,171,61,35.67,63,36.84,47,27.49,42039
42,40,205,70,34.15,90,43.9,45,21.95,42040
42,41,165,55,33.33,65,39.39,45,27.27,42041
42,42,254,97,38.19,96,37.8,61,24.02,42042
43,1,123,21,17.07,61,49.59,41,33.33,43001
43,2,167,55,32.93,79,47.31,33,19.76,43002
43,3,193,64,33.16,83,43.01,46,23.83,43003
43,4,171,51,29.82,88,51.46,32,18.71,43004
43,5,161,32,19.88,92,57.14,37,22.98,43005
43,6,117,35,29.91,51,43.59,31,26.5,43006
43,7,154,38,24.68,67,43.51,49,31.82,43007
43,8,164,52,31.71,71,43.29,41,25.0,43008
43,9,238,67,28.15,105,44.12,66,27.73,43009
43,10,203,54,26.6,115,56.65,34,16.75,43010
43,11,131,46,35.11,56,42.75,29,22.14,43011
43,12,121,41,33.88,51,42.15,29,23.97,43012
43,13,225,82,36.44,82,36.44,61,27.11,43013
43,14,187,52,27.81,96,51.34,39,20.86,43014
43,15,172,66,38.37,64,37.21,42,24.42,43015
43,16,193,59,30.57,82,42.49,52,26.94,43016
43,17,130,43,33.08,60,46.15,27,20.77,43017
43,18,191,55,28.8,84,43.98,52,27.23,43018
43,19,219,61,27.85,98,44.75,60,27.4,43019
43,20,237,84,35.44,104,43.88,49,20.68,43020
43,21,207,66,31.88,80,38.65,61,29.47,43021
43,22,122,40,32.79,44,36.07,38,31.15,43022
43,23,130,45,34.62,45,34.62,40,30.77,43023
43,24,131,43,32.82,59,45.04,29,22.14,43024
43,25,177,52,29.38,92,51.98,33,18.64,43025
43,26,120,35,29.17,63,52.5,22,18.33,43026
43,27,182,46,25.27,93,51.1,43,23.63,43027
43,28,242,77,31.82,103,42.56,62,25.62,43028
43,29,163,56,34.36,59,36.2,48,29.45,43029
43,30,283,98,34.63,117,41.34,68,24.03,43030
43,31,220,72,32.73,81,36.82,67,30.45,43031
43,32,216,66,30.56,104,48.15,46,21.3,43032
43,33,194,49,25.26,93,47.94,52,26.8,43033
43,34,154,46,29.87,81,52.6,27,17.53,43034
43,35,195,60,30.77,95,48.72,40,20.51,43035
43,36,109,36,33.03,47,43.12,26,23.85,43036
43,37,266,97,36.47,109,40.98,60,22.56,43037
43,38,126,31,24.6,67,53.17,28,22.22,43038
43,39,250,93,37.2,92,36.8,65,26.0,43039
43,40,161,62,38.51,62,38.51,37,22.98,43040
43,41,292,91,31.16,118,40.41,83,28.42,43041
43,42,150,45,30.0,63,42.0,42,28.0,43042
43,43,189,45,23.81,94,49.74,50,26.46,43043
43,44,173,58,33.53,75,43.35,40,23.12,43044
43,45,132,48,36.36,54,40.91,30,22.73,43045
43,46,86,35,40.7,25,29.07,26,30.23,43046
44,1,398,135,33.92,179,44.97,84,21.11,44001
44,2,227,82,36.12,91,40.09,54,23.79,44002
44,3,176,36,20.45,97,55.11,43,24.43,44003
44,4,207,41,19.81,119,57.49,47,22.71,44004
44,5,263,100,38.02,92,34.98,71,27.0,44005
44,6,285,88,30.88,145,50.88,52,18.25,44006
44,7,178,58,32.58,83,46.63,37,20.79,44007
44,8,274,106,38.69,115,41.97,53,19.34,44008
44,9,149,55,36.91,66,44.3,28,18.79,44009
44,10,209,73,34.93,92,44.02,44,21.05,44010
44,11,209,76,36.36,81,38.76,52,24.88,44011
44,12,253,72,28.46,133,52.57,48,18.97,44012
44,13,142,37,26.06,73,51.41,32,22.54,44013
44,14,183,59,32.24,88,48.09,36,19.67,44014
44,15,253,95,37.55,105,41.5,53,20.95,44015
44,16,240,78,32.5,102,42.5,60,25.0,44016
44,17,344,119,34.59,164,47.67,61,17.73,44017
44,18,210,70,33.33,91,43.33,49,23.33,44018
44,19,305,104,34.1,138,45.25,63,20.66,44019
44,20,227,83,36.56,99,43.61,45,19.82,44020
44,21,272,101,37.13,116,42.65,55,20.22,44021
44,22,290,97,33.45,135,46.55,58,20.0,44022
44,23,206,77,37.38,86,41.75,43,20.87,44023
44,24,163,48,29.45,85,52.15,30,18.4,44024
44,25,205,88,42.93,84,40.98,33,16.1,44025
44,26,282,92,32.62,124,43.97,66,23.4,44026
44,27,239,77,32.22,104,43.51,58,24.27,44027
44,28,294,125,42.52,107,36.39,62,21.09,44028
44,29,221,78,35.29,94,42.53,49,22.17,44029
44,30,222,70,31.53,94,42.34,58,26.13,44030
44,31,224,66,29.46,97,43.3,61,27.23,44031
44,32,250,96,38.4,92,36.8,62,24.8,44032
44,33,292,110,37.67,131,44.86,51,17.47,44033
44,34,250,76,30.4,117,46.8,57,22.8,44034
44,35,296,98,33.11,128,43.24,70,23.65,44035
44,36,244,104,42.62,93,38.11,47,19.26,44036
44,37,277,103,37.18,126,45.49,48,17.33,44037
44,38,186,59,31.72,85,45.7,42,22.58,44038
44,39,189,56,29.63,89,47.09,44,23.28,44039
44,40,208,57,27.4,101,48.56,50,24.04,44040
44,41,306,114,37.25,139,45.42,53,17.32,44041
45,1,218,57,26.15,84,38.53,77,35.32,45001
45,2,258,84,32.56,96,37.21,78,30.23,45002
45,3,245,84,34.29,91,37.14,70,28.57,45003
45,4,312,79,25.32,109,34.94,124,39.74,45004
45,5,250,80,32.0,88,35.2,82,32.8,45005
45,6,288,75,26.04,129,44.79,84,29.17,45006
45,7,326,81,24.85,113,34.66,132,40.49,45007
45,8,255,73,28.63,89,34.9,93,36.47,45008
45,9,273,75,27.47,94,34.43,104,38.1,45009
45,10,282,69,24.47,117,41.49,96,34.04,45010
45,11,219,71,32.42,64,29.22,84,38.36,45011
45,12,241,62,25.73,89,36.93,90,37.34,45012
45,13,231,72,31.17,90,38.96,69,29.87,45013
45,14,335,86,25.67,113,33.73,136,40.6,45014
45,15,351,73,20.8,116,33.05,162,46.15,45015
45,16,234,65,27.78,90,38.46,79,33.76,45016
45,17,238,63,26.47,77,32.35,98,41.18,45017
45,18,250,60,24.0,83,33.2,107,42.8,45018
45,19,135,40,29.63,45,33.33,50,37.04,45019
45,20,154,40,25.97,51,33.12,63,40.91,45020
45,21,198,46,23.23,65,32.83,87,43.94,45021
45,22,206,53,25.73,69,33.5,84,40.78,45022
45,23,213,53,24.88,65,30.52,95,44.6,45023
45,24,173,28,16.18,52,30.06,93,53.76,45024
45,25,142,34,23.94,33,23.24,75,52.82,45025
45,26,124,39,31.45,30,24.19,55,44.35,45026
45,27,221,34,15.38,68,30.77,119,53.85,45027
45,28,178,38,21.35,65,36.52,75,42.13,45028
45,29,126,30,23.81,42,33.33,54,42.86,45029
45,30,216,69,31.94,73,33.8,74,34.26,45030
45,31,175,47,26.86,55,31.43,73,41.71,45031
45,32,179,54,30.17,58,32.4,67,37.43,45032
45,33,176,49,27.84,52,29.55,75,42.61,45033
45,34,259,78,30.12,87,33.59,94,36.29,45034
45,35,250,69,27.6,83,33.2,98,39.2,45035
45,36,245,67,27.35,74,30.2,104,42.45,45036
45,37,211,60,28.44,62,29.38,89,42.18,45037
45,38,200,60,30.0,61,30.5,79,39.5,45038
45,39,217,62,28.57,64,29.49,91,41.94,45039
45,40,231,49,21.21,65,28.14,117,50.65,45040
45,41,197,42,21.32,50,25.38,105,53.3,45041
45,42,222,57,25.68,50,22.52,115,51.8,45042
45,43,194,48,24.74,57,29.38,89,45.88,45043
45,44,203,36,17.73,68,33.5,99,48.77,45044
45,45,138,16,11.59,17,12.32,105,76.09,45045
45,46,156,25,16.03,34,21.79,97,62.18,45046
45,47,152,22,14.47,40,26.32,90,59.21,45047
45,48,132,25,18.94,28,21.21,79,59.85,45048
46,1,208,74,35.58,74,35.58,60,28.85,46001
46,2,245,97,39.59,87,35.51,61,24.9,46002
46,3,339,122,35.99,153,45.13,64,18.88,46003
46,4,269,98,36.43,114,42.38,57,21.19,46004
46,5,265,99,37.36,101,38.11,65,24.53,46005
46,6,232,78,33.62,94,40.52,60,25.86,46006
46,7,307,95,30.94,139,45.28,73,23.78,46007
46,8,229,92,40.17,74,32.31,63,27.51,46008
46,9,306,119,38.89,130,42.48,57,18.63,46009
46,10,352,134,38.07,143,40.63,75,21.31,46010
46,11,240,86,35.83,94,39.17,60,25.0,46011
46,12,273,96,35.16,116,42.49,61,22.34,46012
46,13,264,83,31.44,120,45.45,61,23.11,46013
46,14,300,87,29.0,98,32.67,115,38.33,46014
46,15,255,78,30.59,105,41.18,72,28.24,46015
46,16,300,101,33.67,121,40.33,78,26.0,46016
46,17,292,96,32.88,135,46.23,61,20.89,46017
46,18,262,111,42.37,99,37.79,52,19.85,46018
46,19,173,55,31.79,72,41.62,46,26.59,46019
46,20,264,74,28.03,105,39.77,85,32.2,46020
46,21,187,70,37.43,69,36.9,48,25.67,46021
46,22,189,77,40.74,68,35.98,44,23.28,46022
46,23,246,82,33.33,82,33.33,82,33.33,46023
46,24,272,85,31.25,121,44.49,66,24.26,46024
46,25,257,92,35.8,89,34.63,76,29.57,46025
46,26,286,115,40.21,118,41.26,53,18.53,46026
46,27,284,113,39.79,110,38.73,61,21.48,46027
46,28,282,87,30.85,130,46.1,65,23.05,46028
46,29,202,61,30.2,84,41.58,57,28.22,46029
46,30,274,100,36.5,95,34.67,79,28.83,46030
46,31,256,83,32.42,121,47.27,52,20.31,46031
46,32,297,97,32.66,111,37.37,89,29.97,46032
46,33,310,107,34.52,151,48.71,52,16.77,46033
46,34,289,116,40.14,104,35.99,69,23.88,46034
46,35,328,107,32.62,116,35.37,105,32.01,46035
46,36,226,73,32.3,99,43.81,54,23.89,46036
46,37,186,59,31.72,76,40.86,51,27.42,46037
46,38,249,88,35.34,91,36.55,70,28.11,46038
46,39,258,88,34.11,97,37.6,73,28.29,46039
46,40,251,79,31.47,112,44.62,60,23.9,46040
47,1,159,46,28.93,67,42.14,46,28.93,47001
47,2,278,63,22.66,114,41.01,101,36.33,47002
47,3,294,81,27.55,110,37.41,103,35.03,47003
47,4,260,67,25.77,75,28.85,118,45.38,47004
47,5,330,84,25.45,112,33.94,134,40.61,47005
47,6,294,94,31.97,95,32.31,105,35.71,47006
47,7,274,85,31.02,94,34.31,95,34.67,47007
47,8,267,64,23.97,111,41.57,92,34.46,47008
47,9,193,56,29.02,66,34.2,71,36.79,47009
47,10,358,139,38.83,126,35.2,93,25.98,47010
47,11,230,81,35.22,76,33.04,73,31.74,47011
47,12,281,89,31.67,110,39.15,82,29.18,47012
47,13,303,100,33.0,120,39.6,83,27.39,47013
47,14,215,64,29.77,87,40.47,64,29.77,47014
47,15,397,161,40.55,136,34.26,100,25.19,47015
47,16,294,79,26.87,119,40.48,96,32.65,47016
47,17,284,91,32.04,86,30.28,107,37.68,47017
47,18,262,92,35.11,89,33.97,81,30.92,47018
47,19,381,133,34.91,154,40.42,94,24.67,47019
47,20,279,82,29.39,110,39.43,87,31.18,47020
47,21,267,69,25.84,101,37.83,97,36.33,47021
47,22,340,107,31.47,125,36.76,108,31.76,47022
47,23,347,127,36.6,145,41.79,75,21.61,47023
47,24,254,71,27.95,105,41.34,78,30.71,47024
47,25,304,99,32.57,111,36.51,94,30.92,47025
47,26,344,140,40.7,124,36.05,80,23.26,47026
47,27,236,69,29.24,84,35.59,83,35.17,47027
47,28,306,86,28.1,110,35.95,110,35.95,47028
47,29,283,89,31.45,91,32.16,103,36.4,47029
47,30,356,111,31.18,121,33.99,124,34.83,47030
47,31,282,87,30.85,107,37.94,88,31.21,47031
47,32,373,93,24.93,137,36.73,143,38.34,47032
47,33,245,60,24.49,108,44.08,77,31.43,47033
47,34,336,114,33.93,134,39.88,88,26.19,47034
47,35,241,69,28.63,83,34.44,89,36.93,47035
47,36,356,116,32.58,145,40.73,95,26.69,47036
47,37,299,84,28.09,123,41.14,92,30.77,47037
47,38,276,86,31.16,104,37.68,86,31.16,47038
47,39,283,86,30.39,125,44.17,72,25.44,47039
47,40,294,74,25.17,140,47.62,80,27.21,47040
47,41,301,85,28.24,140,46.51,76,25.25,47041
47,42,269,88,32.71,104,38.66,77,28.62,47042
47,43,245,57,23.27,102,41.63,86,35.1,47043
47,44,208,70,33.65,79,37.98,59,28.37,47044
47,45,294,75,25.51,115,39.12,104,35.37,47045
47,46,270,54,20.0,107,39.63,109,40.37,47046
47,47,287,82,28.57,116,40.42,89,31.01,47047
47,48,34,9,26.47,12,35.29,13,38.24,47048
48,1,242,90,37.19,95,39.26,57,23.55,48001
48,2,126,31,24.6,68,53.97,27,21.43,48002
48,3,367,116,31.61,142,38.69,109,29.7,48003
48,4,290,108,37.24,116,40.0,66,22.76,48004
48,5,154,33,21.43,87,56.49,34,22.08,48005
48,6,362,117,32.32,152,41.99,93,25.69,48006
48,7,287,85,29.62,137,47.74,65,22.65,48007
48,8,134,51,38.06,50,37.31,33,24.63,48008
48,9,183,56,30.6,77,42.08,50,27.32,48009
48,10,407,137,33.66,200,49.14,70,17.2,48010
48,11,248,87,35.08,131,52.82,30,12.1,48011
48,12,341,131,38.42,130,38.12,80,23.46,48012
48,13,361,113,31.3,149,41.27,99,27.42,48013
48,14,141,50,35.46,48,34.04,43,30.5,48014
48,15,182,68,37.36,74,40.66,40,21.98,48015
48,16,280,103,36.79,102,36.43,75,26.79,48016
48,17,282,109,38.65,115,40.78,58,20.57,48017
48,18,238,74,31.09,92,38.66,72,30.25,48018
48,19,200,61,30.5,95,47.5,44,22.0,48019
48,20,351,127,36.18,152,43.3,72,20.51,48020
48,21,340,115,33.82,123,36.18,102,30.0,48021
48,22,262,77,29.39,113,43.13,72,27.48,48022
48,23,303,70,23.1,158,52.15,75,24.75,48023
48,24,287,118,41.11,96,33.45,73,25.44,48024
48,25,290,90,31.03,129,44.48,71,24.48,48025
48,26,139,40,28.78,61,43.88,38,27.34,48026
48,27,380,134,35.26,130,34.21,116,30.53,48027
48,28,295,97,32.88,115,38.98,83,28.14,48028
48,29,161,35,21.74,74,45.96,52,32.3,48029
48,30,289,97,33.56,126,43.6,66,22.84,48030
48,31,411,168,40.88,118,28.71,125,30.41,48031
48,32,316,111,35.13,120,37.97,85,26.9,48032
48,33,171,42,24.56,85,49.71,44,25.73,48033
48,34,230,72,31.3,119,51.74,39,16.96,48034
48,35,200,59,29.5,78,39.0,63,31.5,48035
48,36,183,53,28.96,82,44.81,48,26.23,48036
48,37,297,109,36.7,116,39.06,72,24.24,48037
48,38,302,91,30.13,145,48.01,66,21.85,48038
48,39,228,73,32.02,98,42.98,57,25.0,48039
48,40,284,94,33.1,124,43.66,66,23.24,48040
48,41,362,146,40.33,131,36.19,85,23.48,48041
48,42,370,121,32.7,164,44.32,85,22.97,48042
48,43,319,121,37.93,127,39.81,71,22.26,48043
48,44,376,150,39.89,158,42.02,68,18.09,48044
48,45,259,91,35.14,123,47.49,45,17.37,48045
48,46,208,71,34.13,86,41.35,51,24.52,48046
49,1,246,75,30.49,106,43.09,65,26.42,49001
49,2,217,70,32.26,111,51.15,36,16.59,49002
49,3,347,89,25.65,176,50.72,82,23.63,49003
49,4,407,105,25.8,202,49.63,100,24.57,49004
49,5,311,80,25.72,134,43.09,97,31.19,49005
49,6,297,76,25.59,156,52.53,65,21.89,49006
49,7,316,111,35.13,139,43.99,66,20.89,49007
49,8,248,56,22.58,131,52.82,61,24.6,49008
49,9,316,86,27.22,165,52.22,65,20.57,49009
49,10,324,95,29.32,150,46.3,79,24.38,49010
49,11,400,104,26.0,227,56.75,69,17.25,49011
49,12,462,115,24.89,250,54.11,97,21.0,49012
49,13,377,86,22.81,209,55.44,82,21.75,49013
49,14,270,75,27.78,120,44.44,75,27.78,49014
49,15,247,71,28.74,108,43.72,68,27.53,49015
49,16,325,92,28.31,157,48.31,76,23.38,49016
49,17,213,76,35.68,83,38.97,54,25.35,49017
49,18,429,127,29.6,229,53.38,73,17.02,49018
49,19,295,57,19.32,158,53.56,80,27.12,49019
49,20,509,130,25.54,299,58.74,80,15.72,49020
49,21,205,47,22.93,87,42.44,71,34.63,49021
49,22,338,92,27.22,168,49.7,78,23.08,49022
49,23,431,146,33.87,199,46.17,86,19.95,49023
49,24,267,70,26.22,129,48.31,68,25.47,49024
49,25,454,117,25.77,239,52.64,98,21.59,49025
49,26,346,112,32.37,163,47.11,71,20.52,49026
49,27,380,99,26.05,196,51.58,85,22.37,49027
49,28,432,131,30.32,216,50.0,85,19.68,49028
49,29,387,123,31.78,191,49.35,73,18.86,49029
49,30,346,116,33.53,152,43.93,78,22.54,49030
49,31,266,76,28.57,117,43.98,73,27.44,49031
49,32,363,95,26.17,173,47.66,95,26.17,49032
49,33,296,84,28.38,133,44.93,79,26.69,49033
50,1,149,41,27.52,59,39.6,49,32.89,50001
50,2,118,38,32.2,38,32.2,42,35.59,50002
50,3,165,48,29.09,69,41.82,48,29.09,50003
50,4,218,60,27.52,107,49.08,51,23.39,50004
50,5,85,28,32.94,34,40.0,23,27.06,50005
50,6,238,65,27.31,100,42.02,73,30.67,50006
50,7,287,79,27.53,125,43.55,83,28.92,50007
50,8,214,55,25.7,89,41.59,70,32.71,50008
50,9,181,61,33.7,69,38.12,51,28.18,50009
50,10,163,48,29.45,67,41.1,48,29.45,50010
50,11,70,21,30.0,27,38.57,22,31.43,50011
50,12,87,19,21.84,34,39.08,34,39.08,50012
50,13,282,85,30.14,112,39.72,85,30.14,50013
50,14,58,18,31.03,28,48.28,12,20.69,50014
50,15,283,100,35.34,110,38.87,73,25.8,50015
50,16,63,9,14.29,35,55.56,19,30.16,50016
50,17,168,60,35.71,62,36.9,46,27.38,50017
50,18,25,4,16.0,9,36.0,12,48.0,50018
50,19,159,50,31.45,56,35.22,53,33.33,50019
50,20,232,80,34.48,85,36.64,67,28.88,50020
50,21,189,56,29.63,72,38.1,61,32.28,50021
50,22,140,51,36.43,52,37.14,37,26.43,50022
50,23,121,35,28.93,34,28.1,52,42.98,50023
50,24,112,34,30.36,38,33.93,40,35.71,50024
50,25,122,28,22.95,47,38.52,47,38.52,50025
50,26,207,64,30.92,78,37.68,65,31.4,50026
50,27,55,13,23.64,16,29.09,26,47.27,50027
50,28,246,84,34.15,85,34.55,77,31.3,50028
