ward,precinct,total,Jacob Meister,Jacob Meister Percent,Dorothy A. Brown,Dorothy A. Brown Percent,Michelle A. Harris,Michelle A. Harris Percent,precinct_id
38,30,204,71,34.8,63,30.88,70,34.31,38030
38,31,251,95,37.85,86,34.26,70,27.89,38031
38,32,222,79,35.59,74,33.33,69,31.08,38032
38,33,236,79,33.47,113,47.88,44,18.64,38033
38,34,242,82,33.88,92,38.02,68,28.1,38034
38,35,273,103,37.73,94,34.43,76,27.84,38035
38,36,232,75,32.33,96,41.38,61,26.29,38036
38,37,257,83,32.3,104,40.47,70,27.24,38037
38,38,207,78,37.68,67,32.37,62,29.95,38038
38,39,293,126,43.0,79,26.96,88,30.03,38039
38,40,242,111,45.87,76,31.4,55,22.73,38040
38,41,249,88,35.34,81,32.53,80,32.13,38041
39,1,242,106,43.8,65,26.86,71,29.34,39001
39,2,166,62,37.35,46,27.71,58,34.94,39002
39,3,291,104,35.74,102,35.05,85,29.21,39003
39,4,220,95,43.18,50,22.73,75,34.09,39004
39,5,289,107,37.02,86,29.76,96,33.22,39005
39,6,285,102,35.79,103,36.14,80,28.07,39006
39,7,254,84,33.07,89,35.04,81,31.89,39007
39,8,320,110,34.38,115,35.94,95,29.69,39008
39,9,272,76,27.94,102,37.5,94,34.56,39009
39,10,157,49,31.21,51,32.48,57,36.31,39010
39,11,271,82,30.26,103,38.01,86,31.73,39011
39,12,363,109,30.03,138,38.02,116,31.96,39012
39,13,212,89,41.98,75,35.38,48,22.64,39013
39,14,234,74,31.62,88,37.61,72,30.77,39014
39,15,273,106,38.83,98,35.9,69,25.27,39015
39,16,222,66,29.73,101,45.5,55,24.77,39016
39,17,303,115,37.95,110,36.3,78,25.74,39017
39,18,273,93,34.07,103,37.73,77,28.21,39018
39,19,261,120,45.98,83,31.8,58,22.22,39019
39,20,270,117,43.33,78,28.89,75,27.78,39020
39,21,213,87,40.85,62,29.11,64,30.05,39021
39,22,200,64,32.0,76,38.0,60,30.0,39022
39,23,265,105,39.62,69,26.04,91,34.34,39023
39,24,293,115,39.25,90,30.72,88,30.03,39024
39,25,234,83,35.47,80,34.19,71,30.34,39025
39,26,220,75,34.09,81,36.82,64,29.09,39026
39,27,54,27,50.0,18,33.33,9,16.67,39027
39,28,358,124,34.64,121,33.8,113,31.56,39028
39,29,153,48,31.37,65,42.48,40,26.14,39029
39,30,344,107,31.1,129,37.5,108,31.4,39030
39,31,274,76,27.74,95,34.67,103,37.59,39031
39,32,219,92,42.01,65,29.68,62,28.31,39032
39,33,279,93,33.33,104,37.28,82,29.39,39033
39,34,300,113,37.67,122,40.67,65,21.67,39034
39,35,267,103,38.58,91,34.08,73,27.34,39035
39,36,90,26,28.89,30,33.33,34,37.78,39036
39,37,263,123,46.77,62,23.57,78,29.66,39037
39,38,166,68,40.96,43,25.9,55,33.13,39038
39,39,168,65,38.69,55,32.74,48,28.57,39039
39,40,196,67,34.18,65,33.16,64,32.65,39040
39,41,265,122,46.04,65,24.53,78,29.43,39041
39,42,287,150,52.26,62,21.6,75,26.13,39042
39,43,240,117,48.75,57,23.75,66,27.5,39043
39,44,202,114,56.44,44,21.78,44,21.78,39044
39,45,257,121,47.08,61,23.74,75,29.18,39045
40,1,236,64,27.12,96,40.68,76,32.2,40001
40,2,246,75,30.49,102,41.46,69,28.05,40002
40,3,356,115,32.3,118,33.15,123,34.55,40003
40,4,167,58,34.73,52,31.14,57,34.13,40004
40,5,299,102,34.11,79,26.42,118,39.46,40005
40,6,345,123,35.65,107,31.01,115,33.33,40006
40,7,314,110,35.03,83,26.43,121,38.54,40007
40,8,395,132,33.42,147,37.22,116,29.37,40008
40,9,236,49,20.76,114,48.31,73,30.93,40009
40,10,313,95,30.35,118,37.7,100,31.95,40010
40,11,284,80,28.17,66,23.24,138,48.59,40011
40,12,218,84,38.53,58,26.61,76,34.86,40012
40,13,462,167,36.15,144,31.17,151,32.68,40013
40,14,242,64,26.45,105,43.39,73,30.17,40014
40,15,256,76,29.69,106,41.41,74,28.91,40015
40,16,379,155,40.9,98,25.86,126,33.25,40016
40,17,248,79,31.85,85,34.27,84,33.87,40017
40,18,250,69,27.6,113,45.2,68,27.2,40018
40,19,376,88,23.4,160,42.55,128,34.04,40019
40,20,281,69,24.56,121,43.06,91,32.38,40020
40,21,365,105,28.77,150,41.1,110,30.14,40021
40,22,299,92,30.77,110,36.79,97,32.44,40022
40,23,382,127,33.25,130,34.03,125,32.72,40023
40,24,223,72,32.29,86,38.57,65,29.15,40024
40,25,379,152,40.11,127,33.51,100,26.39,40025
40,26,337,124,36.8,120,35.61,93,27.6,40026
40,27,436,131,30.05,184,42.2,121,27.75,40027
40,28,387,115,29.72,141,36.43,131,33.85,40028
40,29,273,98,35.9,69,25.27,106,38.83,40029
40,30,253,100,39.53,66,26.09,87,34.39,40030
40,31,347,125,36.02,119,34.29,103,29.68,40031
40,32,328,106,32.32,113,34.45,109,33.23,40032
40,33,321,114,35.51,110,34.27,97,30.22,40033
40,34,237,64,27.0,75,31.65,98,41.35,40034
40,35,219,73,33.33,90,41.1,56,25.57,40035
40,36,264,76,28.79,93,35.23,95,35.98,40036
40,37,317,88,27.76,119,37.54,110,34.7,40037
40,38,388,154,39.69,115,29.64,119,30.67,40038
40,39,88,16,18.18,50,56.82,22,25.0,40039
41,1,216,77,35.65,82,37.96,57,26.39,41001
41,2,260,116,44.62,69,26.54,75,28.85,41002
41,3,222,80,36.04,79,35.59,63,28.38,41003
41,4,262,105,40.08,72,27.48,85,32.44,41004
41,5,271,110,40.59,78,28.78,83,30.63,41005
41,6,329,180,54.71,58,17.63,91,27.66,41006
41,7,255,94,36.86,72,28.24,89,34.9,41007
41,8,206,80,38.83,63,30.58,63,30.58,41008
41,9,260,132,50.77,58,22.31,70,26.92,41009
41,10,267,120,44.94,64,23.97,83,31.09,41010
41,11,263,105,39.92,75,28.52,83,31.56,41011
41,12,219,82,37.44,66,30.14,71,32.42,41012
41,13,235,90,38.3,77,32.77,68,28.94,41013
41,14,318,165,51.89,64,20.13,89,27.99,41014
41,15,300,123,41.0,77,25.67,100,33.33,41015
41,16,210,82,39.05,65,30.95,63,30.0,41016
41,17,218,86,39.45,58,26.61,74,33.94,41017
41,18,211,93,44.08,60,28.44,58,27.49,41018
41,19,300,155,51.67,67,22.33,78,26.0,41019
41,20,172,53,30.81,65,37.79,54,31.4,41020
41,21,225,80,35.56,57,25.33,88,39.11,41021
41,22,245,100,40.82,59,24.08,86,35.1,41022
41,23,205,96,46.83,62,30.24,47,22.93,41023
41,24,202,75,37.13,64,31.68,63,31.19,41024
41,25,161,45,27.95,66,40.99,50,31.06,41025
41,26,249,112,44.98,62,24.9,75,30.12,41026
41,27,174,52,29.89,70,40.23,52,29.89,41027
41,28,241,75,31.12,100,41.49,66,27.39,41028
41,29,149,58,38.93,52,34.9,39,26.17,41029
41,30,253,103,40.71,77,30.43,73,28.85,41030
41,31,251,90,35.86,71,28.29,90,35.86,41031
41,32,208,82,39.42,64,30.77,62,29.81,41032
41,33,231,106,45.89,72,31.17,53,22.94,41033
41,34,188,72,38.3,60,31.91,56,29.79,41034
41,35,256,110,42.97,68,26.56,78,30.47,41035
41,36,220,101,45.91,62,28.18,57,25.91,41036
41,37,262,94,35.88,84,32.06,84,32.06,41037
41,38,212,76,35.85,83,39.15,53,25.0,41038
41,39,257,107,41.63,62,24.12,88,34.24,41039
41,40,229,96,41.92,60,26.2,73,31.88,41040
41,41,214,82,38.32,61,28.5,71,33.18,41041
41,42,218,82,37.61,60,27.52,76,34.86,41042
41,43,242,99,40.91,70,28.93,73,30.17,41043
41,44,248,96,38.71,74,29.84,78,31.45,41044
41,45,213,86,40.38,66,30.99,61,28.64,41045
41,46,269,120,44.61,68,25.28,81,30.11,41046
41,47,248,115,46.37,61,24.6,72,29.03,41047
42,1,223,106,47.53,63,28.25,54,24.22,42001
42,2,209,75,35.89,66,31.58,68,32.54,42002
42,3,274,96,35.04,96,35.04,82,29.93,42003
42,4,322,103,31.99,111,34.47,108,33.54,42004
42,5,155,74,47.74,37,23.87,44,28.39,42005
42,6,319,136,42.63,84,26.33,99,31.03,42006
42,7,256,100,39.06,86,33.59,70,27.34,42007
42,8,238,97,40.76,69,28.99,72,30.25,42008
42,9,278,90,32.37,100,35.97,88,31.65,42009
42,10,267,84,31.46,87,32.58,96,35.96,42010
42,11,146,52,35.62,53,36.3,41,28.08,42011
42,12,157,68,43.31,43,27.39,46,29.3,42012
42,13,265,120,45.28,67,25.28,78,29.43,42013
42,14,190,68,35.79,66,34.74,56,29.47,42014
42,15,138,49,35.51,35,25.36,54,39.13,42015
42,16,225,81,36.0,71,31.56,73,32.44,42016
42,17,223,96,43.05,73,32.74,54,24.22,42017
42,18,212,62,29.25,79,37.26,71,33.49,42018
42,19,235,90,38.3,73,31.06,72,30.64,42019
42,20,168,64,38.1,50,29.76,54,32.14,42020
42,21,182,74,40.66,52,28.57,56,30.77,42021
42,22,118,59,50.0,22,18.64,37,31.36,42022
42,23,168,77,45.83,36,21.43,55,32.74,42023
42,24,214,82,38.32,73,34.11,59,27.57,42024
42,25,218,90,41.28,65,29.82,63,28.9,42025
42,26,235,87,37.02,63,26.81,85,36.17,42026
42,27,215,76,35.35,67,31.16,72,33.49,42027
42,28,307,103,33.55,96,31.27,108,35.18,42028
42,29,201,65,32.34,65,32.34,71,35.32,42029
42,30,184,77,41.85,41,22.28,66,35.87,42030
42,31,232,98,42.24,67,28.88,67,28.88,42031
42,32,170,60,35.29,62,36.47,48,28.24,42032
42,33,286,100,34.97,91,31.82,95,33.22,42033
42,34,164,81,49.39,34,20.73,49,29.88,42034
42,35,339,133,39.23,105,30.97,101,29.79,42035
42,36,270,99,36.67,79,29.26,92,34.07,42036
42,37,134,43,32.09,41,30.6,50,37.31,42037
42,38,176,68,38.64,53,30.11,55,31.25,42038
42,39,196,68,34.69,66,33.67,62,31.63,42039
42,40,243,72,29.63,94,38.68,77,31.69,42040
42,41,210,62,29.52,76,36.19,72,34.29,42041
42,42,290,101,34.83,96,33.1,93,32.07,42042
43,1,151,48,31.79,56,37.09,47,31.13,43001
43,2,206,88,42.72,56,27.18,62,30.1,43002
43,3,229,109,47.6,62,27.07,58,25.33,43003
43,4,228,102,44.74,66,28.95,60,26.32,43004
43,5,186,84,45.16,40,21.51,62,33.33,43005
43,6,133,59,44.36,31,23.31,43,32.33,43006
43,7,183,64,34.97,66,36.07,53,28.96,43007
43,8,186,75,40.32,61,32.8,50,26.88,43008
43,9,275,105,38.18,84,30.55,86,31.27,43009
43,10,243,131,53.91,50,20.58,62,25.51,43010
43,11,165,64,38.79,50,30.3,51,30.91,43011
43,12,136,58,42.65,31,22.79,47,34.56,43012
43,13,253,98,38.74,78,30.83,77,30.43,43013
43,14,221,117,52.94,49,22.17,55,24.89,43014
43,15,215,92,42.79,54,25.12,69,32.09,43015
43,16,222,77,34.68,61,27.48,84,37.84,43016
43,17,161,74,45.96,33,20.5,54,33.54,43017
43,18,227,81,35.68,60,26.43,86,37.89,43018
43,19,255,114,44.71,57,22.35,84,32.94,43019
43,20,271,111,40.96,68,25.09,92,33.95,43020
43,21,229,102,44.54,50,21.83,77,33.62,43021
43,22,137,46,33.58,40,29.2,51,37.23,43022
43,23,145,50,34.48,42,28.97,53,36.55,43023
43,24,164,63,38.41,52,31.71,49,29.88,43024
43,25,209,93,44.5,49,23.44,67,32.06,43025
43,26,168,84,50.0,37,22.02,47,27.98,43026
43,27,213,82,38.5,55,25.82,76,35.68,43027
43,28,276,117,42.39,73,26.45,86,31.16,43028
43,29,192,74,38.54,54,28.13,64,33.33,43029
43,30,310,106,34.19,110,35.48,94,30.32,43030
43,31,265,84,31.7,106,40.0,75,28.3,43031
43,32,250,97,38.8,72,28.8,81,32.4,43032
43,33,236,119,50.42,36,15.25,81,34.32,43033
43,34,178,83,46.63,47,26.4,48,26.97,43034
43,35,240,121,50.42,52,21.67,67,27.92,43035
43,36,121,40,33.06,35,28.93,46,38.02,43036
43,37,285,111,38.95,78,27.37,96,33.68,43037
43,38,163,94,57.67,23,14.11,46,28.22,43038
43,39,274,89,32.48,89,32.48,96,35.04,43039
43,40,176,50,28.41,61,34.66,65,36.93,43040
43,41,336,156,46.43,87,25.89,93,27.68,43041
43,42,190,73,38.42,52,27.37,65,34.21,43042
43,43,237,130,54.85,41,17.3,66,27.85,43043
43,44,207,97,46.86,59,28.5,51,24.64,43044
43,45,161,74,45.96,49,30.43,38,23.6,43045
43,46,107,47,43.93,31,28.97,29,27.1,43046
44,1,448,188,41.96,124,27.68,136,30.36,44001
44,2,259,98,37.84,81,31.27,80,30.89,44002
44,3,206,124,60.19,35,16.99,47,22.82,44003
44,4,249,111,44.58,65,26.1,73,29.32,44004
44,5,296,103,34.8,104,35.14,89,30.07,44005
44,6,342,132,38.6,96,28.07,114,33.33,44006
44,7,211,105,49.76,49,23.22,57,27.01,44007
44,8,313,116,37.06,107,34.19,90,28.75,44008
44,9,175,67,38.29,56,32.0,52,29.71,44009
44,10,237,94,39.66,75,31.65,68,28.69,44010
44,11,245,87,35.51,92,37.55,66,26.94,44011
44,12,285,127,44.56,78,27.37,80,28.07,44012
44,13,167,66,39.52,43,25.75,58,34.73,44013
44,14,211,92,43.6,57,27.01,62,29.38,44014
44,15,278,118,42.45,89,32.01,71,25.54,44015
44,16,283,104,36.75,87,30.74,92,32.51,44016
44,17,393,157,39.95,117,29.77,119,30.28,44017
44,18,244,96,39.34,78,31.97,70,28.69,44018
44,19,358,130,36.31,119,33.24,109,30.45,44019
44,20,257,101,39.3,81,31.52,75,29.18,44020
44,21,317,130,41.01,92,29.02,95,29.97,44021
44,22,323,149,46.13,87,26.93,87,26.93,44022
44,23,233,82,35.19,73,31.33,78,33.48,44023
44,24,209,96,45.93,48,22.97,65,31.1,44024
44,25,237,76,32.07,84,35.44,77,32.49,44025
44,26,320,111,34.69,112,35.0,97,30.31,44026
44,27,279,107,38.35,75,26.88,97,34.77,44027
44,28,340,101,29.71,130,38.24,109,32.06,44028
44,29,242,85,35.12,80,33.06,77,31.82,44029
44,30,271,107,39.48,81,29.89,83,30.63,44030
44,31,262,99,37.79,83,31.68,80,30.53,44031
44,32,290,111,38.28,86,29.66,93,32.07,44032
44,33,324,115,35.49,120,37.04,89,27.47,44033
44,34,289,121,41.87,97,33.56,71,24.57,44034
44,35,342,155,45.32,96,28.07,91,26.61,44035
44,36,274,103,37.59,91,33.21,80,29.2,44036
44,37,328,145,44.21,91,27.74,92,28.05,44037
44,38,221,88,39.82,68,30.77,65,29.41,44038
44,39,222,95,42.79,73,32.88,54,24.32,44039
44,40,253,98,38.74,77,30.43,78,30.83,44040
44,41,337,115,34.12,121,35.91,101,29.97,44041
45,1,245,83,33.88,89,36.33,73,29.8,45001
45,2,283,87,30.74,102,36.04,94,33.22,45002
45,3,277,116,41.88,99,35.74,62,22.38,45003
45,4,342,125,36.55,111,32.46,106,30.99,45004
45,5,282,96,34.04,86,30.5,100,35.46,45005
45,6,322,117,36.34,108,33.54,97,30.12,45006
45,7,368,127,34.51,123,33.42,118,32.07,45007
45,8,272,93,34.19,102,37.5,77,28.31,45008
45,9,306,90,29.41,129,42.16,87,28.43,45009
45,10,314,115,36.62,103,32.8,96,30.57,45010
45,11,243,80,32.92,90,37.04,73,30.04,45011
45,12,266,78,29.32,103,38.72,85,31.95,45012
45,13,260,109,41.92,80,30.77,71,27.31,45013
45,14,368,102,27.72,147,39.95,119,32.34,45014
45,15,369,132,35.77,118,31.98,119,32.25,45015
45,16,244,91,37.3,84,34.43,69,28.28,45016
45,17,265,89,33.58,96,36.23,80,30.19,45017
45,18,266,76,28.57,100,37.59,90,33.83,45018
45,19,136,38,27.94,66,48.53,32,23.53,45019
45,20,171,45,26.32,66,38.6,60,35.09,45020
45,21,220,74,33.64,85,38.64,61,27.73,45021
45,22,234,79,33.76,83,35.47,72,30.77,45022
45,23,227,82,36.12,77,33.92,68,29.96,45023
45,24,197,61,30.96,67,34.01,69,35.03,45024
45,25,151,56,37.09,41,27.15,54,35.76,45025
45,26,131,43,32.82,59,45.04,29,22.14,45026
45,27,230,72,31.3,73,31.74,85,36.96,45027
45,28,192,64,33.33,68,35.42,60,31.25,45028
45,29,140,50,35.71,56,40.0,34,24.29,45029
45,30,242,86,35.54,88,36.36,68,28.1,45030
45,31,208,71,34.13,64,30.77,73,35.1,45031
45,32,199,52,26.13,84,42.21,63,31.66,45032
45,33,181,59,32.6,63,34.81,59,32.6,45033
45,34,284,110,38.73,101,35.56,73,25.7,45034
45,35,269,105,39.03,85,31.6,79,29.37,45035
45,36,268,102,38.06,70,26.12,96,35.82,45036
45,37,231,83,35.93,80,34.63,68,29.44,45037
45,38,210,72,34.29,78,37.14,60,28.57,45038
45,39,230,88,38.26,79,34.35,63,27.39,45039
45,40,248,83,33.47,82,33.06,83,33.47,45040
45,41,217,67,30.88,89,41.01,61,28.11,45041
45,42,243,87,35.8,74,30.45,82,33.74,45042
45,43,216,91,42.13,48,22.22,77,35.65,45043
45,44,207,78,37.68,57,27.54,72,34.78,45044
45,45,137,49,35.77,52,37.96,36,26.28,45045
45,46,162,54,33.33,52,32.1,56,34.57,45046
45,47,166,68,40.96,56,33.73,42,25.3,45047
45,48,137,61,44.53,35,25.55,41,29.93,45048
46,1,234,73,31.2,101,43.16,60,25.64,46001
46,2,294,77,26.19,127,43.2,90,30.61,46002
46,3,386,165,42.75,107,27.72,114,29.53,46003
46,4,303,98,32.34,116,38.28,89,29.37,46004
46,5,308,126,40.91,104,33.77,78,25.32,46005
46,6,281,67,23.84,130,46.26,84,29.89,46006
46,7,356,142,39.89,108,30.34,106,29.78,46007
46,8,265,61,23.02,143,53.96,61,23.02,46008
46,9,339,104,30.68,122,35.99,113,33.33,46009
46,10,401,169,42.14,121,30.17,111,27.68,46010
46,11,280,84,30.0,125,44.64,71,25.36,46011
46,12,325,112,34.46,104,32.0,109,33.54,46012
46,13,311,122,39.23,113,36.33,76,24.44,46013
46,14,365,59,16.16,216,59.18,90,24.66,46014
46,15,291,106,36.43,106,36.43,79,27.15,46015
46,16,350,123,35.14,117,33.43,110,31.43,46016
46,17,342,127,37.13,120,35.09,95,27.78,46017
46,18,304,106,34.87,106,34.87,92,30.26,46018
46,19,201,72,35.82,65,32.34,64,31.84,46019
46,20,311,64,20.58,169,54.34,78,25.08,46020
46,21,216,61,28.24,84,38.89,71,32.87,46021
46,22,222,64,28.83,98,44.14,60,27.03,46022
46,23,291,68,23.37,135,46.39,88,30.24,46023
46,24,316,117,37.03,95,30.06,104,32.91,46024
46,25,305,75,24.59,144,47.21,86,28.2,46025
46,26,328,86,26.22,149,45.43,93,28.35,46026
46,27,341,107,31.38,128,37.54,106,31.09,46027
46,28,329,156,47.42,94,28.57,79,24.01,46028
46,29,239,101,42.26,72,30.13,66,27.62,46029
46,30,332,99,29.82,135,40.66,98,29.52,46030
46,31,288,124,43.06,96,33.33,68,23.61,46031
46,32,348,83,23.85,171,49.14,94,27.01,46032
46,33,351,174,49.57,88,25.07,89,25.36,46033
46,34,321,99,30.84,120,37.38,102,31.78,46034
46,35,396,109,27.53,177,44.7,110,27.78,46035
46,36,267,111,41.57,86,32.21,70,26.22,46036
46,37,213,59,27.7,83,38.97,71,33.33,46037
46,38,284,80,28.17,136,47.89,68,23.94,46038
46,39,293,122,41.64,93,31.74,78,26.62,46039
46,40,281,122,43.42,73,25.98,86,30.6,46040
47,1,173,68,39.31,43,24.86,62,35.84,47001
47,2,317,126,39.75,66,20.82,125,39.43,47002
47,3,335,121,36.12,97,28.96,117,34.93,47003
47,4,306,113,36.93,63,20.59,130,42.48,47004
47,5,363,123,33.88,115,31.68,125,34.44,47005
47,6,317,121,38.17,90,28.39,106,33.44,47006
47,7,296,110,37.16,82,27.7,104,35.14,47007
47,8,303,127,41.91,87,28.71,89,29.37,47008
47,9,224,92,41.07,63,28.13,69,30.8,47009
47,10,405,124,30.62,148,36.54,133,32.84,47010
47,11,270,116,42.96,79,29.26,75,27.78,47011
47,12,315,121,38.41,89,28.25,105,33.33,47012
47,13,332,106,31.93,111,33.43,115,34.64,47013
47,14,248,94,37.9,53,21.37,101,40.73,47014
47,15,454,141,31.06,148,32.6,165,36.34,47015
47,16,339,121,35.69,94,27.73,124,36.58,47016
47,17,318,127,39.94,93,29.25,98,30.82,47017
47,18,311,108,34.73,98,31.51,105,33.76,47018
47,19,427,162,37.94,121,28.34,144,33.72,47019
47,20,312,118,37.82,87,27.88,107,34.29,47020
47,21,303,115,37.95,80,26.4,108,35.64,47021
47,22,372,131,35.22,103,27.69,138,37.1,47022
47,23,395,127,32.15,135,34.18,133,33.67,47023
47,24,286,108,37.76,79,27.62,99,34.62,47024
47,25,351,139,39.6,100,28.49,112,31.91,47025
47,26,409,139,33.99,121,29.58,149,36.43,47026
47,27,263,99,37.64,56,21.29,108,41.06,47027
47,28,343,131,38.19,83,24.2,129,37.61,47028
47,29,318,100,31.45,97,30.5,121,38.05,47029
47,30,402,122,30.35,134,33.33,146,36.32,47030
47,31,320,112,35.0,88,27.5,120,37.5,47031
47,32,413,145,35.11,125,30.27,143,34.62,47032
47,33,266,107,40.23,73,27.44,86,32.33,47033
47,34,375,136,36.27,118,31.47,121,32.27,47034
47,35,281,115,40.93,75,26.69,91,32.38,47035
47,36,393,141,35.88,111,28.24,141,35.88,47036
47,37,343,142,41.4,93,27.11,108,31.49,47037
47,38,310,109,35.16,86,27.74,115,37.1,47038
47,39,321,125,38.94,77,23.99,119,37.07,47039
47,40,316,127,40.19,76,24.05,113,35.76,47040
47,41,347,148,42.65,89,25.65,110,31.7,47041
47,42,314,103,32.8,88,28.03,123,39.17,47042
47,43,264,93,35.23,75,28.41,96,36.36,47043
47,44,248,88,35.48,87,35.08,73,29.44,47044
47,45,330,105,31.82,91,27.58,134,40.61,47045
47,46,293,120,40.96,72,24.57,101,34.47,47046
47,47,338,129,38.17,90,26.63,119,35.21,47047
47,48,39,8,20.51,15,38.46,16,41.03,47048
48,1,284,96,33.8,116,40.85,72,25.35,48001
48,2,149,88,59.06,29,19.46,32,21.48,48002
48,3,411,117,28.47,165,40.15,129,31.39,48003
48,4,326,122,37.42,116,35.58,88,26.99,48004
48,5,179,91,50.84,38,21.23,50,27.93,48005
48,6,401,137,34.16,146,36.41,118,29.43,48006
48,7,339,143,42.18,117,34.51,79,23.3,48007
48,8,155,62,40.0,44,28.39,49,31.61,48008
48,9,215,73,33.95,91,42.33,51,23.72,48009
48,10,472,192,40.68,144,30.51,136,28.81,48010
48,11,284,122,42.96,76,26.76,86,30.28,48011
48,12,405,124,30.62,156,38.52,125,30.86,48012
48,13,398,129,32.41,144,36.18,125,31.41,48013
48,14,168,73,43.45,50,29.76,45,26.79,48014
48,15,209,73,34.93,87,41.63,49,23.44,48015
48,16,309,86,27.83,134,43.37,89,28.8,48016
48,17,329,113,34.35,114,34.65,102,31.0,48017
48,18,265,56,21.13,132,49.81,77,29.06,48018
48,19,227,95,41.85,68,29.96,64,28.19,48019
48,20,398,145,36.43,128,32.16,125,31.41,48020
48,21,404,104,25.74,186,46.04,114,28.22,48021
48,22,286,119,41.61,90,31.47,77,26.92,48022
48,23,339,134,39.53,110,32.45,95,28.02,48023
48,24,320,117,36.56,103,32.19,100,31.25,48024
48,25,323,137,42.41,94,29.1,92,28.48,48025
48,26,174,62,35.63,75,43.1,37,21.26,48026
48,27,422,107,25.36,187,44.31,128,30.33,48027
48,28,332,85,25.6,133,40.06,114,34.34,48028
48,29,171,42,24.56,61,35.67,68,39.77,48029
48,30,306,114,37.25,99,32.35,93,30.39,48030
48,31,457,102,22.32,206,45.08,149,32.6,48031
48,32,345,95,27.54,157,45.51,93,26.96,48032
48,33,189,91,48.15,52,27.51,46,24.34,48033
48,34,279,109,39.07,98,35.13,72,25.81,48034
48,35,228,49,21.49,98,42.98,81,35.53,48035
48,36,216,88,40.74,72,33.33,56,25.93,48036
48,37,335,119,35.52,125,37.31,91,27.16,48037
48,38,359,165,45.96,89,24.79,105,29.25,48038
48,39,256,79,30.86,97,37.89,80,31.25,48039
48,40,315,132,41.9,97,30.79,86,27.3,48040
48,41,419,100,23.87,173,41.29,146,34.84,48041
48,42,402,138,34.33,131,32.59,133,33.08,48042
48,43,361,104,28.81,138,38.23,119,32.96,48043
48,44,414,155,37.44,129,31.16,130,31.4,48044
48,45,281,103,36.65,94,33.45,84,29.89,48045
48,46,231,61,26.41,87,37.66,83,35.93,48046
49,1,283,36,12.72,193,68.2,54,19.08,49001
49,2,229,90,39.3,78,34.06,61,26.64,49002
49,3,382,119,31.15,152,39.79,111,29.06,49003
49,4,441,144,32.65,172,39.0,125,28.34,49004
49,5,355,85,23.94,173,48.73,97,27.32,49005
49,6,325,85,26.15,147,45.23,93,28.62,49006
49,7,342,84,24.56,171,50.0,87,25.44,49007
49,8,283,84,29.68,128,45.23,71,25.09,49008
49,9,348,113,32.47,143,41.09,92,26.44,49009
49,10,354,110,31.07,160,45.2,84,23.73,49010
49,11,433,132,30.48,189,43.65,112,25.87,49011
49,12,484,166,34.3,177,36.57,141,29.13,49012
49,13,413,119,28.81,185,44.79,109,26.39,49013
49,14,296,65,21.96,139,46.96,92,31.08,49014
49,15,277,66,23.83,136,49.1,75,27.08,49015
49,16,354,104,29.38,157,44.35,93,26.27,49016
49,17,220,72,32.73,88,40.0,60,27.27,49017
49,18,466,161,34.55,184,39.48,121,25.97,49018
49,19,334,62,18.56,182,54.49,90,26.95,49019
49,20,532,209,39.29,196,36.84,127,23.87,49020
49,21,223,45,20.18,120,53.81,58,26.01,49021
49,22,372,110,29.57,166,44.62,96,25.81,49022
49,23,452,134,29.65,178,39.38,140,30.97,49023
49,24,308,51,16.56,170,55.19,87,28.25,49024
49,25,494,146,29.55,197,39.88,151,30.57,49025
49,26,370,110,29.73,158,42.7,102,27.57,49026
49,27,410,96,23.41,210,51.22,104,25.37,49027
49,28,468,117,25.0,229,48.93,122,26.07,49028
49,29,444,142,31.98,175,39.41,127,28.6,49029
49,30,376,92,24.47,172,45.74,112,29.79,49030
49,31,307,72,23.45,165,53.75,70,22.8,49031
49,32,407,96,23.59,211,51.84,100,24.57,49032
49,33,332,74,22.29,162,48.8,96,28.92,49033
50,1,172,70,40.7,53,30.81,49,28.49,50001
50,2,132,46,34.85,57,43.18,29,21.97,50002
50,3,188,83,44.15,57,30.32,48,25.53,50003
50,4,246,103,41.87,86,34.96,57,23.17,50004
50,5,111,48,43.24,41,36.94,22,19.82,50005
50,6,272,90,33.09,118,43.38,64,23.53,50006
50,7,333,136,40.84,109,32.73,88,26.43,50007
50,8,248,66,26.61,123,49.6,59,23.79,50008
50,9,207,75,36.23,77,37.2,55,26.57,50009
50,10,187,82,43.85,57,30.48,48,25.67,50010
50,11,82,28,34.15,30,36.59,24,29.27,50011
50,12,101,45,44.55,30,29.7,26,25.74,50012
50,13,310,60,19.35,151,48.71,99,31.94,50013
50,14,66,31,46.97,20,30.3,15,22.73,50014
50,15,318,125,39.31,103,32.39,90,28.3,50015
50,16,71,32,45.07,20,28.17,19,26.76,50016
50,17,193,77,39.9,70,36.27,46,23.83,50017
50,18,26,9,34.62,7,26.92,10,38.46,50018
50,19,168,57,33.93,73,43.45,38,22.62,50019
50,20,270,110,40.74,93,34.44,67,24.81,50020
50,21,206,70,33.98,87,42.23,49,23.79,50021
50,22,158,59,37.34,55,34.81,44,27.85,50022
50,23,136,41,30.15,56,41.18,39,28.68,50023
50,24,139,70,50.36,38,27.34,31,22.3,50024
50,25,145,57,39.31,49,33.79,39,26.9,50025
50,26,233,67,28.76,109,46.78,57,24.46,50026
50,27,67,23,34.33,27,40.3,17,25.37,50027
50,28,274,63,22.99,142,51.82,69,25.18,50028
