ward,precinct,total,Tom Hanson,Tom Hanson Percent,Jon Stewart,Jon Stewart Percent,Gregory A. Bedell,Gregory A. Bedell Percent,Daniel S. Kay (Karkusiewicz),Daniel S. Kay (Karkusiewicz) Percent,precinct_id
45,33,15,1,6.67,1,6.67,1,6.67,2,13.33,45033
45,34,4,0,0.0,1,25.0,0,0.0,0,0.0,45034
45,35,10,3,30.0,1,10.0,0,0.0,0,0.0,45035
45,36,8,3,37.5,0,0.0,1,12.5,1,12.5,45036
45,37,7,2,28.57,0,0.0,1,14.29,1,14.29,45037
45,38,10,3,30.0,3,30.0,1,10.0,1,10.0,45038
45,39,9,1,11.11,0,0.0,2,22.22,1,11.11,45039
45,40,1,0,0.0,0,0.0,0,0.0,0,0.0,45040
45,41,3,1,33.33,0,0.0,0,0.0,0,0.0,45041
45,42,10,0,0.0,1,10.0,1,10.0,3,30.0,45042
45,43,4,0,0.0,0,0.0,0,0.0,1,25.0,45043
45,44,10,2,20.0,1,10.0,1,10.0,2,20.0,45044
45,45,2,1,50.0,0,0.0,0,0.0,0,0.0,45045
45,46,10,5,50.0,0,0.0,3,30.0,0,0.0,45046
45,47,8,0,0.0,0,0.0,0,0.0,1,12.5,45047
45,48,11,2,18.18,0,0.0,3,27.27,1,9.09,45048
45,49,14,2,14.29,2,14.29,2,14.29,2,14.29,45049
45,50,11,3,27.27,1,9.09,0,0.0,0,0.0,45050
45,51,10,1,10.0,1,10.0,2,20.0,2,20.0,45051
45,52,2,0,0.0,0,0.0,0,0.0,0,0.0,45052
45,53,7,0,0.0,0,0.0,2,28.57,2,28.57,45053
46,3,5,2,40.0,0,0.0,1,20.0,0,0.0,46003
46,5,4,1,25.0,0,0.0,0,0.0,0,0.0,46005
46,13,18,5,27.78,1,5.56,5,27.78,1,5.56,46013
46,17,10,4,40.0,0,0.0,1,10.0,2,20.0,46017
46,18,11,6,54.55,1,9.09,0,0.0,0,0.0,46018
46,24,5,1,20.0,0,0.0,1,20.0,0,0.0,46024
46,29,8,0,0.0,1,12.5,2,25.0,0,0.0,46029
46,31,5,0,0.0,0,0.0,4,80.0,0,0.0,46031
46,36,13,8,61.54,0,0.0,1,7.69,0,0.0,46036
46,37,6,2,33.33,0,0.0,4,66.67,0,0.0,46037
46,43,3,0,0.0,0,0.0,1,33.33,0,0.0,46043
46,44,4,1,25.0,1,25.0,0,0.0,1,25.0,46044
47,1,3,1,33.33,0,0.0,0,0.0,0,0.0,47001
47,2,5,1,20.0,0,0.0,2,40.0,1,20.0,47002
47,3,3,1,33.33,0,0.0,1,33.33,0,0.0,47003
47,4,3,0,0.0,0,0.0,1,33.33,0,0.0,47004
47,5,9,1,11.11,2,22.22,3,33.33,0,0.0,47005
47,6,4,1,25.0,0,0.0,1,25.0,0,0.0,47006
47,7,4,2,50.0,0,0.0,1,25.0,1,25.0,47007
47,8,9,5,55.56,1,11.11,1,11.11,0,0.0,47008
47,9,3,0,0.0,0,0.0,0,0.0,0,0.0,47009
47,10,4,0,0.0,0,0.0,2,50.0,0,0.0,47010
47,11,8,2,25.0,0,0.0,1,12.5,1,12.5,47011
47,12,14,2,14.29,1,7.14,7,50.0,0,0.0,47012
47,13,4,1,25.0,0,0.0,0,0.0,0,0.0,47013
47,14,0,0,0.0,0,0.0,0,0.0,0,0.0,47014
47,15,7,1,14.29,2,28.57,0,0.0,0,0.0,47015
47,16,5,1,20.0,3,60.0,1,20.0,0,0.0,47016
47,17,4,0,0.0,0,0.0,0,0.0,2,50.0,47017
47,18,8,2,25.0,1,12.5,1,12.5,0,0.0,47018
47,19,1,0,0.0,0,0.0,0,0.0,0,0.0,47019
47,20,5,1,20.0,0,0.0,2,40.0,1,20.0,47020
47,21,7,1,14.29,1,14.29,0,0.0,0,0.0,47021
47,22,4,1,25.0,1,25.0,1,25.0,0,0.0,47022
47,23,5,2,40.0,0,0.0,3,60.0,0,0.0,47023
47,24,5,1,20.0,0,0.0,1,20.0,0,0.0,47024
47,25,4,0,0.0,2,50.0,0,0.0,0,0.0,47025
47,26,7,2,28.57,0,0.0,1,14.29,2,28.57,47026
47,27,2,1,50.0,0,0.0,0,0.0,0,0.0,47027
47,28,11,4,36.36,0,0.0,4,36.36,1,9.09,47028
47,29,5,1,20.0,0,0.0,0,0.0,0,0.0,47029
47,30,12,4,33.33,2,16.67,1,8.33,2,16.67,47030
47,31,3,1,33.33,0,0.0,0,0.0,1,33.33,47031
47,32,2,1,50.0,0,0.0,1,50.0,0,0.0,47032
47,33,4,2,50.0,0,0.0,1,25.0,0,0.0,47033
47,34,9,0,0.0,0,0.0,3,33.33,1,11.11,47034
47,35,4,1,25.0,0,0.0,2,50.0,0,0.0,47035
47,36,2,1,50.0,0,0.0,0,0.0,0,0.0,47036
47,37,5,0,0.0,0,0.0,2,40.0,0,0.0,47037
47,38,8,1,12.5,0,0.0,3,37.5,1,12.5,47038
47,39,7,0,0.0,0,0.0,2,28.57,0,0.0,47039
47,40,5,2,40.0,0,0.0,0,0.0,1,20.0,47040
47,41,7,4,57.14,0,0.0,1,14.29,1,14.29,47041
47,42,4,0,0.0,2,50.0,1,25.0,0,0.0,47042
47,43,4,0,0.0,0,0.0,1,25.0,1,25.0,47043
47,44,9,2,22.22,0,0.0,3,33.33,1,11.11,47044
47,45,4,3,75.0,0,0.0,0,0.0,0,0.0,47045
47,46,4,0,0.0,1,25.0,2,50.0,0,0.0,47046
47,47,5,0,0.0,0,0.0,0,0.0,0,0.0,47047
47,48,3,0,0.0,0,0.0,0,0.0,1,33.33,47048
47,49,2,0,0.0,0,0.0,1,50.0,1,50.0,47049
47,50,2,1,50.0,0,0.0,1,50.0,0,0.0,47050
47,51,1,0,0.0,0,0.0,0,0.0,0,0.0,47051
47,52,6,2,33.33,1,16.67,0,0.0,1,16.67,47052
50,44,5,1,20.0,1,20.0,1,20.0,0,0.0,50044
50,45,3,0,0.0,2,66.67,0,0.0,0,0.0,50045
