ward,precinct,registered,ballots,turnout,precinct_id
1,1,768,227,29.56,01001
1,2,945,185,19.58,01002
1,3,683,144,21.08,01003
1,4,637,162,25.43,01004
1,5,702,133,18.95,01005
1,6,580,189,32.59,01006
1,7,847,240,28.34,01007
1,8,633,214,33.81,01008
1,9,530,202,38.11,01009
1,10,554,107,19.31,01010
1,11,911,218,23.93,01011
1,12,592,122,20.61,01012
1,13,820,205,25.0,01013
1,14,772,226,29.27,01014
1,15,568,133,23.42,01015
1,16,478,149,31.17,01016
1,17,686,150,21.87,01017
1,18,623,169,27.13,01018
1,19,722,286,39.61,01019
1,20,609,256,42.04,01020
1,21,1013,256,25.27,01021
1,22,811,204,25.15,01022
1,23,839,204,24.31,01023
1,24,688,263,38.23,01024
1,25,651,166,25.5,01025
1,26,783,221,28.22,01026
1,27,772,235,30.44,01027
1,28,852,179,21.01,01028
1,29,533,135,25.33,01029
1,30,721,243,33.7,01030
1,31,671,110,16.39,01031
1,32,653,185,28.33,01032
1,33,841,218,25.92,01033
1,34,496,99,19.96,01034
1,35,388,90,23.2,01035
1,36,799,206,25.78,01036
1,37,785,198,25.22,01037
1,38,430,108,25.12,01038
1,39,777,270,34.75,01039
1,40,307,90,29.32,01040
2,1,716,178,24.86,02001
2,2,92,13,14.13,02002
2,3,566,125,22.08,02003
2,4,483,148,30.64,02004
2,5,394,91,23.1,02005
2,6,393,60,15.27,02006
2,7,595,219,36.81,02007
2,8,499,227,45.49,02008
2,9,332,112,33.73,02009
2,10,401,62,15.46,02010
2,11,256,111,43.36,02011
2,12,597,91,15.24,02012
2,13,449,154,34.3,02013
2,14,545,287,52.66,02014
2,15,335,57,17.01,02015
2,16,633,111,17.54,02016
2,17,550,151,27.45,02017
2,18,894,284,31.77,02018
2,19,537,130,24.21,02019
2,20,437,204,46.68,02020
2,21,572,264,46.15,02021
2,22,755,311,41.19,02022
2,23,363,114,31.4,02023
2,24,371,101,27.22,02024
2,25,432,82,18.98,02025
2,26,536,180,33.58,02026
2,27,471,165,35.03,02027
2,28,374,44,11.76,02028
2,29,230,66,28.7,02029
2,30,555,98,17.66,02030
2,31,539,203,37.66,02031
2,32,394,63,15.99,02032
2,33,623,102,16.37,02033
2,34,599,253,42.24,02034
2,35,1198,56,4.67,02035
2,36,408,99,24.26,02036
2,37,475,182,38.32,02037
2,38,582,188,32.3,02038
2,39,571,155,27.15,02039
2,40,618,210,33.98,02040
