ward,precinct,total,Richard W. Porter (Romney),Richard W. Porter (Romney) Percent,Daniel B. Peterson (Romney),Daniel B. Peterson (Romney) Percent,Katherine Dold White (Romney),Katherine Dold White (Romney) Percent,Judy Koehler (Perry),Judy Koehler (Perry) Percent,Justin Kuehlthau (Paul),Justin Kuehlthau (Paul) Percent,Tony Cimbalo (Paul),Tony Cimbalo (Paul) Percent,Mike Rothman (Paul),Mike Rothman (Paul) Percent,Robert Provenzano (Gingrich),Robert Provenzano (Gingrich) Percent,Carol A. Teschky (Gingrich),Carol A. Teschky (Gingrich) Percent,Gary K. Warner (Gingrich),Gary K. Warner (Gingrich) Percent,Kyle Frank (Roemer),Kyle Frank (Roemer) Percent,Stephanie Weiland (Roemer),Stephanie Weiland (Roemer) Percent,Phil Collins (Roemer),Phil Collins (Roemer) Percent,Penny Pullen (Santorum),Penny Pullen (Santorum) Percent,Charlene Foss-Eggemann (Santorum),Charlene Foss-Eggemann (Santorum) Percent,Joseph R. Hedrick (Santorum),Joseph R. Hedrick (Santorum) Percent,precinct_id
40,33,59,11,18.64,10,16.95,11,18.64,0,0.0,4,6.78,4,6.78,4,6.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,8.47,4,6.78,6,10.17,40033
40,35,62,12,19.35,12,19.35,7,11.29,1,1.61,5,8.06,3,4.84,4,6.45,1,1.61,1,1.61,2,3.23,0,0.0,1,1.61,0,0.0,5,8.06,2,3.23,6,9.68,40035
40,36,96,18,18.75,12,12.5,11,11.46,1,1.04,6,6.25,3,3.13,6,6.25,5,5.21,5,5.21,5,5.21,2,2.08,1,1.04,1,1.04,9,9.38,5,5.21,6,6.25,40036
40,37,65,9,13.85,12,18.46,8,12.31,1,1.54,2,3.08,3,4.62,3,4.62,2,3.08,3,4.62,1,1.54,0,0.0,0,0.0,1,1.54,8,12.31,5,7.69,7,10.77,40037
40,39,66,10,15.15,10,15.15,7,10.61,0,0.0,4,6.06,4,6.06,5,7.58,1,1.52,1,1.52,0,0.0,0,0.0,0,0.0,0,0.0,8,12.12,7,10.61,9,13.64,40039
40,41,105,18,17.14,16,15.24,14,13.33,0,0.0,4,3.81,4,3.81,4,3.81,4,3.81,5,4.76,4,3.81,0,0.0,2,1.9,0,0.0,11,10.48,9,8.57,10,9.52,40041
41,1,265,55,20.75,54,20.38,46,17.36,2,0.75,2,0.75,6,2.26,4,1.51,6,2.26,5,1.89,6,2.26,1,0.38,1,0.38,3,1.13,27,10.19,22,8.3,25,9.43,41001
41,2,233,36,15.45,36,15.45,30,12.88,3,1.29,8,3.43,9,3.86,8,3.43,14,6.01,15,6.44,14,6.01,0,0.0,1,0.43,1,0.43,21,9.01,17,7.3,20,8.58,41002
41,4,217,41,18.89,42,19.35,29,13.36,2,0.92,15,6.91,12,5.53,12,5.53,4,1.84,1,0.46,5,2.3,0,0.0,0,0.0,0,0.0,20,9.22,15,6.91,19,8.76,41004
41,5,219,30,13.7,27,12.33,17,7.76,0,0.0,16,7.31,15,6.85,17,7.76,5,2.28,4,1.83,4,1.83,0,0.0,0,0.0,1,0.46,31,14.16,22,10.05,30,13.7,41005
41,7,230,41,17.83,42,18.26,32,13.91,1,0.43,8,3.48,11,4.78,9,3.91,4,1.74,4,1.74,3,1.3,0,0.0,0,0.0,2,0.87,29,12.61,20,8.7,24,10.43,41007
41,8,200,31,15.5,28,14.0,26,13.0,2,1.0,7,3.5,10,5.0,8,4.0,9,4.5,11,5.5,9,4.5,0,0.0,0,0.0,0,0.0,23,11.5,17,8.5,19,9.5,41008
41,11,193,29,15.03,29,15.03,23,11.92,0,0.0,5,2.59,8,4.15,8,4.15,5,2.59,7,3.63,6,3.11,0,0.0,0,0.0,0,0.0,26,13.47,22,11.4,25,12.95,41011
41,13,19,2,10.53,1,5.26,3,15.79,0,0.0,0,0.0,0,0.0,1,5.26,2,10.53,0,0.0,0,0.0,0,0.0,0,0.0,1,5.26,4,21.05,2,10.53,3,15.79,41013
41,15,234,36,15.38,40,17.09,27,11.54,1,0.43,8,3.42,12,5.13,8,3.42,9,3.85,8,3.42,9,3.85,0,0.0,1,0.43,2,0.85,25,10.68,20,8.55,28,11.97,41015
41,16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41016
41,18,197,29,14.72,29,14.72,23,11.68,3,1.52,12,6.09,11,5.58,13,6.6,5,2.54,5,2.54,4,2.03,1,0.51,1,0.51,2,1.02,22,11.17,18,9.14,19,9.64,41018
41,20,315,62,19.68,58,18.41,50,15.87,2,0.63,5,1.59,4,1.27,6,1.9,12,3.81,10,3.17,7,2.22,1,0.32,2,0.63,3,0.95,36,11.43,25,7.94,32,10.16,41020
41,25,60,13,21.67,13,21.67,13,21.67,1,1.67,2,3.33,3,5.0,3,5.0,2,3.33,0,0.0,0,0.0,0,0.0,1,1.67,0,0.0,3,5.0,3,5.0,3,5.0,41025
41,28,121,24,19.83,25,20.66,21,17.36,1,0.83,6,4.96,5,4.13,6,4.96,4,3.31,4,3.31,3,2.48,0,0.0,0,0.0,0,0.0,8,6.61,7,5.79,7,5.79,41028
41,29,53,9,16.98,11,20.75,9,16.98,0,0.0,1,1.89,1,1.89,1,1.89,3,5.66,2,3.77,2,3.77,0,0.0,0,0.0,0,0.0,4,7.55,5,9.43,5,9.43,41029
41,31,216,36,16.67,35,16.2,28,12.96,1,0.46,11,5.09,11,5.09,11,5.09,9,4.17,4,1.85,4,1.85,0,0.0,0,0.0,1,0.46,25,11.57,17,7.87,23,10.65,41031
41,32,151,30,19.87,30,19.87,23,15.23,1,0.66,4,2.65,10,6.62,4,2.65,7,4.64,2,1.32,2,1.32,0,0.0,0,0.0,1,0.66,14,9.27,9,5.96,14,9.27,41032
41,33,27,6,22.22,5,18.52,5,18.52,0,0.0,3,11.11,2,7.41,2,7.41,0,0.0,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,1,3.7,41033
41,34,211,45,21.33,41,19.43,37,17.54,1,0.47,5,2.37,5,2.37,6,2.84,3,1.42,4,1.9,3,1.42,0,0.0,1,0.47,0,0.0,22,10.43,19,9.0,19,9.0,41034
41,36,268,56,20.9,51,19.03,43,16.04,1,0.37,11,4.1,13,4.85,16,5.97,12,4.48,7,2.61,8,2.99,0,0.0,0,0.0,0,0.0,19,7.09,16,5.97,15,5.6,41036
41,37,306,70,22.88,74,24.18,59,19.28,2,0.65,9,2.94,12,3.92,9,2.94,5,1.63,4,1.31,4,1.31,1,0.33,0,0.0,1,0.33,25,8.17,12,3.92,19,6.21,41037
41,40,253,49,19.37,48,18.97,40,15.81,6,2.37,6,2.37,6,2.37,6,2.37,7,2.77,7,2.77,8,3.16,0,0.0,0,0.0,1,0.4,28,11.07,17,6.72,24,9.49,41040
41,41,220,35,15.91,32,14.55,30,13.64,3,1.36,13,5.91,11,5.0,12,5.45,10,4.55,10,4.55,8,3.64,0,0.0,0,0.0,1,0.45,22,10.0,14,6.36,19,8.64,41041
41,42,223,39,17.49,43,19.28,39,17.49,1,0.45,6,2.69,9,4.04,8,3.59,9,4.04,9,4.04,8,3.59,1,0.45,0,0.0,2,0.9,19,8.52,13,5.83,17,7.62,41042
41,43,218,39,17.89,35,16.06,30,13.76,1,0.46,9,4.13,10,4.59,11,5.05,5,2.29,3,1.38,4,1.83,1,0.46,0,0.0,0,0.0,27,12.39,21,9.63,22,10.09,41043
41,45,168,25,14.88,24,14.29,21,12.5,3,1.79,11,6.55,13,7.74,10,5.95,2,1.19,4,2.38,5,2.98,0,0.0,0,0.0,0,0.0,21,12.5,12,7.14,17,10.12,41045
41,48,80,15,18.75,13,16.25,10,12.5,1,1.25,5,6.25,5,6.25,4,5.0,4,5.0,4,5.0,2,2.5,0,0.0,0,0.0,0,0.0,5,6.25,6,7.5,6,7.5,41048
41,49,292,52,17.81,51,17.47,43,14.73,3,1.03,7,2.4,6,2.05,7,2.4,9,3.08,8,2.74,9,3.08,0,0.0,0,0.0,1,0.34,38,13.01,24,8.22,34,11.64,41049
41,55,131,25,19.08,22,16.79,16,12.21,1,0.76,3,2.29,3,2.29,3,2.29,9,6.87,8,6.11,6,4.58,0,0.0,0,0.0,0,0.0,13,9.92,11,8.4,11,8.4,41055
41,56,291,48,16.49,46,15.81,39,13.4,2,0.69,10,3.44,8,2.75,7,2.41,11,3.78,7,2.41,8,2.75,1,0.34,2,0.69,2,0.69,41,14.09,25,8.59,34,11.68,41056
44,3,173,46,26.59,45,26.01,39,22.54,2,1.16,2,1.16,2,1.16,2,1.16,5,2.89,2,1.16,2,1.16,1,0.58,1,0.58,1,0.58,8,4.62,6,3.47,9,5.2,44003
44,4,141,36,25.53,38,26.95,25,17.73,0,0.0,1,0.71,0,0.0,2,1.42,5,3.55,4,2.84,3,2.13,0,0.0,2,1.42,1,0.71,10,7.09,6,4.26,8,5.67,44004
44,7,206,65,31.55,58,28.16,45,21.84,1,0.49,3,1.46,3,1.46,2,0.97,3,1.46,2,0.97,2,0.97,0,0.0,0,0.0,0,0.0,7,3.4,6,2.91,9,4.37,44007
44,18,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44018
44,24,193,48,24.87,45,23.32,38,19.69,1,0.52,7,3.63,9,4.66,5,2.59,6,3.11,7,3.63,6,3.11,0,0.0,0,0.0,0,0.0,8,4.15,7,3.63,6,3.11,44024
44,35,219,54,24.66,53,24.2,47,21.46,3,1.37,10,4.57,9,4.11,10,4.57,4,1.83,3,1.37,4,1.83,0,0.0,0,0.0,0,0.0,10,4.57,5,2.28,7,3.2,44035
46,1,177,42,23.73,38,21.47,33,18.64,0,0.0,3,1.69,2,1.13,4,2.26,8,4.52,9,5.08,8,4.52,0,0.0,0,0.0,1,0.56,11,6.21,7,3.95,11,6.21,46001
46,2,56,9,16.07,8,14.29,8,14.29,2,3.57,4,7.14,4,7.14,3,5.36,1,1.79,0,0.0,2,3.57,2,3.57,1,1.79,1,1.79,4,7.14,4,7.14,3,5.36,46002
46,4,24,4,16.67,5,20.83,3,12.5,0,0.0,1,4.17,1,4.17,0,0.0,0,0.0,1,4.17,0,0.0,1,4.17,1,4.17,1,4.17,2,8.33,2,8.33,2,8.33,46004
46,6,52,6,11.54,7,13.46,5,9.62,1,1.92,3,5.77,2,3.85,3,5.77,1,1.92,2,3.85,2,3.85,1,1.92,0,0.0,0,0.0,7,13.46,6,11.54,6,11.54,46006
46,7,66,12,18.18,15,22.73,12,18.18,0,0.0,5,7.58,5,7.58,5,7.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,7.58,3,4.55,4,6.06,46007
46,8,92,13,14.13,15,16.3,12,13.04,3,3.26,3,3.26,5,5.43,4,4.35,3,3.26,3,3.26,2,2.17,0,0.0,1,1.09,1,1.09,9,9.78,9,9.78,9,9.78,46008
46,9,77,13,16.88,12,15.58,11,14.29,0,0.0,7,9.09,5,6.49,5,6.49,2,2.6,2,2.6,2,2.6,0,0.0,0,0.0,0,0.0,6,7.79,6,7.79,6,7.79,46009
46,10,62,10,16.13,9,14.52,5,8.06,1,1.61,7,11.29,5,8.06,5,8.06,1,1.61,1,1.61,1,1.61,1,1.61,1,1.61,1,1.61,6,9.68,4,6.45,4,6.45,46010
46,11,74,16,21.62,17,22.97,11,14.86,0,0.0,6,8.11,3,4.05,3,4.05,3,4.05,4,5.41,3,4.05,0,0.0,1,1.35,0,0.0,4,5.41,1,1.35,2,2.7,46011
46,12,37,5,13.51,4,10.81,4,10.81,0,0.0,2,5.41,2,5.41,2,5.41,3,8.11,2,5.41,2,5.41,1,2.7,1,2.7,1,2.7,4,10.81,2,5.41,2,5.41,46012
46,14,31,3,9.68,2,6.45,3,9.68,0,0.0,3,9.68,3,9.68,4,12.9,0,0.0,1,3.23,0,0.0,2,6.45,2,6.45,2,6.45,2,6.45,2,6.45,2,6.45,46014
46,15,183,34,18.58,33,18.03,33,18.03,3,1.64,7,3.83,8,4.37,7,3.83,3,1.64,4,2.19,2,1.09,0,0.0,1,0.55,0,0.0,19,10.38,13,7.1,16,8.74,46015
46,16,46,8,17.39,7,15.22,7,15.22,0,0.0,5,10.87,6,13.04,5,10.87,1,2.17,0,0.0,1,2.17,0,0.0,0,0.0,0,0.0,3,6.52,1,2.17,2,4.35,46016
46,19,46,9,19.57,9,19.57,8,17.39,0,0.0,6,13.04,5,10.87,6,13.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.17,1,2.17,1,2.17,46019
46,20,61,14,22.95,12,19.67,9,14.75,1,1.64,2,3.28,2,3.28,0,0.0,2,3.28,2,3.28,2,3.28,0,0.0,0,0.0,3,4.92,5,8.2,3,4.92,4,6.56,46020
46,21,40,7,17.5,6,15.0,5,12.5,0,0.0,3,7.5,3,7.5,3,7.5,1,2.5,1,2.5,1,2.5,1,2.5,1,2.5,0,0.0,3,7.5,2,5.0,3,7.5,46021
46,22,110,12,10.91,15,13.64,10,9.09,0,0.0,6,5.45,8,7.27,6,5.45,6,5.45,5,4.55,3,2.73,0,0.0,0,0.0,2,1.82,17,15.45,8,7.27,12,10.91,46022
46,23,42,9,21.43,8,19.05,6,14.29,1,2.38,2,4.76,4,9.52,4,9.52,1,2.38,1,2.38,1,2.38,1,2.38,0,0.0,0,0.0,2,4.76,1,2.38,1,2.38,46023
46,25,124,25,20.16,25,20.16,22,17.74,0,0.0,3,2.42,3,2.42,9,7.26,2,1.61,5,4.03,5,4.03,0,0.0,2,1.61,0,0.0,9,7.26,7,5.65,7,5.65,46025
46,26,44,10,22.73,10,22.73,9,20.45,0,0.0,1,2.27,1,2.27,1,2.27,1,2.27,3,6.82,3,6.82,0,0.0,0,0.0,0,0.0,3,6.82,0,0.0,2,4.55,46026
46,27,124,26,20.97,28,22.58,25,20.16,0,0.0,7,5.65,6,4.84,7,5.65,2,1.61,1,0.81,2,1.61,0,0.0,1,0.81,0,0.0,7,5.65,3,2.42,9,7.26,46027
46,28,152,30,19.74,27,17.76,28,18.42,0,0.0,7,4.61,6,3.95,6,3.95,5,3.29,4,2.63,5,3.29,1,0.66,1,0.66,1,0.66,11,7.24,10,6.58,10,6.58,46028
46,30,107,23,21.5,19,17.76,16,14.95,3,2.8,3,2.8,5,4.67,3,2.8,5,4.67,2,1.87,2,1.87,1,0.93,2,1.87,2,1.87,7,6.54,7,6.54,7,6.54,46030
46,32,39,8,20.51,8,20.51,8,20.51,0,0.0,3,7.69,2,5.13,3,7.69,1,2.56,2,5.13,2,5.13,0,0.0,1,2.56,0,0.0,0,0.0,0,0.0,1,2.56,46032
46,33,91,20,21.98,16,17.58,11,12.09,1,1.1,4,4.4,2,2.2,1,1.1,6,6.59,7,7.69,5,5.49,0,0.0,3,3.3,1,1.1,5,5.49,4,4.4,5,5.49,46033
46,34,60,12,20.0,12,20.0,8,13.33,0,0.0,2,3.33,2,3.33,1,1.67,2,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,13.33,5,8.33,8,13.33,46034
46,35,104,18,17.31,14,13.46,16,15.38,1,0.96,9,8.65,9,8.65,8,7.69,2,1.92,2,1.92,2,1.92,0,0.0,0,0.0,0,0.0,9,8.65,5,4.81,9,8.65,46035
46,37,57,12,21.05,10,17.54,12,21.05,1,1.75,2,3.51,2,3.51,3,5.26,0,0.0,0,0.0,1,1.75,0,0.0,0,0.0,0,0.0,4,7.02,5,8.77,5,8.77,46037
46,38,34,5,14.71,2,5.88,3,8.82,2,5.88,3,8.82,1,2.94,3,8.82,2,5.88,0,0.0,1,2.94,1,2.94,0,0.0,2,5.88,3,8.82,2,5.88,4,11.76,46038
46,39,122,31,25.41,28,22.95,26,21.31,1,0.82,6,4.92,6,4.92,6,4.92,1,0.82,2,1.64,1,0.82,0,0.0,0,0.0,1,0.82,4,3.28,4,3.28,5,4.1,46039
46,40,46,11,23.91,6,13.04,6,13.04,0,0.0,1,2.17,2,4.35,4,8.7,1,2.17,3,6.52,2,4.35,0,0.0,0,0.0,0,0.0,4,8.7,3,6.52,3,6.52,46040
46,41,57,11,19.3,12,21.05,6,10.53,2,3.51,4,7.02,1,1.75,3,5.26,1,1.75,1,1.75,2,3.51,0,0.0,1,1.75,0,0.0,5,8.77,3,5.26,5,8.77,46041
46,42,45,10,22.22,8,17.78,7,15.56,0,0.0,5,11.11,4,8.89,4,8.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,2,4.44,1,2.22,3,6.67,46042
46,45,71,10,14.08,10,14.08,10,14.08,0,0.0,4,5.63,4,5.63,4,5.63,2,2.82,3,4.23,2,2.82,0,0.0,0,0.0,1,1.41,7,9.86,7,9.86,7,9.86,46045
48,1,58,7,12.07,6,10.34,5,8.62,1,1.72,2,3.45,3,5.17,2,3.45,1,1.72,1,1.72,1,1.72,0,0.0,0,0.0,0,0.0,11,18.97,8,13.79,10,17.24,48001
48,2,106,19,17.92,18,16.98,15,14.15,4,3.77,5,4.72,5,4.72,4,3.77,2,1.89,2,1.89,1,0.94,1,0.94,2,1.89,1,0.94,9,8.49,9,8.49,9,8.49,48002
48,3,79,13,16.46,13,16.46,12,15.19,0,0.0,6,7.59,7,8.86,7,8.86,2,2.53,2,2.53,2,2.53,0,0.0,0,0.0,0,0.0,5,6.33,5,6.33,5,6.33,48003
48,4,108,21,19.44,18,16.67,10,9.26,4,3.7,4,3.7,4,3.7,7,6.48,8,7.41,7,6.48,6,5.56,0,0.0,0,0.0,1,0.93,8,7.41,4,3.7,6,5.56,48004
48,5,96,27,28.13,26,27.08,22,22.92,0,0.0,2,2.08,2,2.08,3,3.13,2,2.08,1,1.04,1,1.04,2,2.08,1,1.04,1,1.04,2,2.08,2,2.08,2,2.08,48005
48,6,96,23,23.96,20,20.83,17,17.71,1,1.04,5,5.21,3,3.13,5,5.21,1,1.04,1,1.04,2,2.08,2,2.08,1,1.04,1,1.04,6,6.25,3,3.13,5,5.21,48006
48,7,39,7,17.95,6,15.38,3,7.69,0,0.0,3,7.69,4,10.26,2,5.13,1,2.56,1,2.56,0,0.0,0,0.0,0,0.0,0,0.0,4,10.26,4,10.26,4,10.26,48007
48,8,87,29,33.33,28,32.18,19,21.84,0,0.0,2,2.3,1,1.15,1,1.15,0,0.0,0,0.0,1,1.15,0,0.0,1,1.15,0,0.0,2,2.3,0,0.0,3,3.45,48008
48,9,130,23,17.69,23,17.69,19,14.62,1,0.77,4,3.08,5,3.85,5,3.85,4,3.08,5,3.85,2,1.54,1,0.77,2,1.54,2,1.54,14,10.77,9,6.92,11,8.46,48009
48,10,24,5,20.83,5,20.83,5,20.83,0,0.0,1,4.17,1,4.17,1,4.17,1,4.17,1,4.17,1,4.17,0,0.0,0,0.0,0,0.0,1,4.17,1,4.17,1,4.17,48010
48,11,52,12,23.08,11,21.15,9,17.31,1,1.92,2,3.85,2,3.85,1,1.92,2,3.85,3,5.77,2,3.85,0,0.0,1,1.92,0,0.0,3,5.77,1,1.92,2,3.85,48011
48,12,62,10,16.13,9,14.52,9,14.52,0,0.0,4,6.45,4,6.45,5,8.06,2,3.23,2,3.23,2,3.23,0,0.0,0,0.0,0,0.0,5,8.06,5,8.06,5,8.06,48012
48,13,84,18,21.43,17,20.24,13,15.48,2,2.38,6,7.14,5,5.95,5,5.95,3,3.57,5,5.95,2,2.38,1,1.19,1,1.19,0,0.0,3,3.57,2,2.38,1,1.19,48013
48,14,201,64,31.84,52,25.87,31,15.42,5,2.49,4,1.99,1,0.5,8,3.98,2,1.0,5,2.49,7,3.48,3,1.49,0,0.0,0,0.0,7,3.48,5,2.49,7,3.48,48014
48,15,28,5,17.86,5,17.86,6,21.43,1,3.57,1,3.57,1,3.57,0,0.0,1,3.57,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,3,10.71,1,3.57,2,7.14,48015
48,16,69,22,31.88,17,24.64,5,7.25,1,1.45,1,1.45,2,2.9,1,1.45,2,2.9,10,14.49,2,2.9,1,1.45,1,1.45,0,0.0,1,1.45,1,1.45,2,2.9,48016
48,17,80,12,15.0,12,15.0,12,15.0,0,0.0,7,8.75,6,7.5,6,7.5,3,3.75,2,2.5,3,3.75,1,1.25,1,1.25,1,1.25,6,7.5,4,5.0,4,5.0,48017
48,18,44,8,18.18,5,11.36,6,13.64,4,9.09,3,6.82,3,6.82,1,2.27,3,6.82,2,4.55,3,6.82,0,0.0,0,0.0,2,4.55,3,6.82,1,2.27,0,0.0,48018
48,19,34,8,23.53,7,20.59,6,17.65,0,0.0,0,0.0,0,0.0,1,2.94,1,2.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,11.76,3,8.82,4,11.76,48019
48,20,63,16,25.4,16,25.4,14,22.22,0,0.0,2,3.17,1,1.59,1,1.59,2,3.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,6.35,3,4.76,4,6.35,48020
48,21,73,14,19.18,13,17.81,13,17.81,2,2.74,7,9.59,5,6.85,5,6.85,2,2.74,1,1.37,1,1.37,1,1.37,0,0.0,0,0.0,4,5.48,3,4.11,2,2.74,48021
48,22,143,22,15.38,24,16.78,18,12.59,1,0.7,6,4.2,6,4.2,5,3.5,9,6.29,10,6.99,10,6.99,0,0.0,0,0.0,0,0.0,11,7.69,8,5.59,13,9.09,48022
48,23,53,10,18.87,10,18.87,7,13.21,0,0.0,4,7.55,3,5.66,4,7.55,1,1.89,0,0.0,0,0.0,0,0.0,0,0.0,1,1.89,6,11.32,3,5.66,4,7.55,48023
48,24,9,1,11.11,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,1,11.11,48024
48,25,58,13,22.41,8,13.79,9,15.52,0,0.0,0,0.0,1,1.72,1,1.72,3,5.17,2,3.45,2,3.45,1,1.72,0,0.0,0,0.0,6,10.34,6,10.34,6,10.34,48025
48,26,89,19,21.35,17,19.1,15,16.85,2,2.25,3,3.37,2,2.25,2,2.25,4,4.49,3,3.37,3,3.37,0,0.0,0,0.0,0,0.0,8,8.99,5,5.62,6,6.74,48026
48,27,55,10,18.18,12,21.82,8,14.55,1,1.82,0,0.0,0,0.0,2,3.64,2,3.64,2,3.64,3,5.45,0,0.0,0,0.0,1,1.82,5,9.09,3,5.45,6,10.91,48027
48,28,69,18,26.09,17,24.64,12,17.39,1,1.45,3,4.35,3,4.35,3,4.35,1,1.45,1,1.45,2,2.9,0,0.0,0,0.0,0,0.0,3,4.35,2,2.9,3,4.35,48028
48,29,61,10,16.39,11,18.03,8,13.11,0,0.0,1,1.64,2,3.28,1,1.64,2,3.28,2,3.28,1,1.64,1,1.64,2,3.28,0,0.0,9,14.75,5,8.2,6,9.84,48029
48,30,40,7,17.5,6,15.0,7,17.5,0,0.0,1,2.5,2,5.0,1,2.5,2,5.0,2,5.0,1,2.5,0,0.0,0,0.0,0,0.0,4,10.0,3,7.5,4,10.0,48030
48,31,41,5,12.2,5,12.2,5,12.2,0,0.0,5,12.2,6,14.63,6,14.63,2,4.88,2,4.88,1,2.44,0,0.0,0,0.0,1,2.44,1,2.44,1,2.44,1,2.44,48031
48,32,25,4,16.0,2,8.0,2,8.0,0,0.0,3,12.0,2,8.0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,12.0,3,12.0,4,16.0,48032
