ward,precinct,registered,ballots,turnout,precinct_id
1,1,689,19,2.76,01001
1,2,643,25,3.89,01002
1,3,450,13,2.89,01003
1,4,505,19,3.76,01004
1,5,636,16,2.52,01005
1,6,542,27,4.98,01006
1,7,668,20,2.99,01007
1,8,583,18,3.09,01008
1,9,509,22,4.32,01009
1,10,559,25,4.47,01010
1,11,523,26,4.97,01011
1,12,681,34,4.99,01012
1,13,818,20,2.44,01013
1,14,519,14,2.7,01014
1,15,549,7,1.28,01015
1,16,286,7,2.45,01016
1,17,432,7,1.62,01017
1,18,542,11,2.03,01018
1,19,423,15,3.55,01019
1,20,579,12,2.07,01020
1,21,801,33,4.12,01021
1,22,571,10,1.75,01022
1,23,537,23,4.28,01023
1,24,722,24,3.32,01024
1,25,503,13,2.58,01025
1,26,457,21,4.6,01026
1,27,528,26,4.92,01027
1,28,254,14,5.51,01028
1,29,606,23,3.8,01029
1,30,800,28,3.5,01030
1,31,739,43,5.82,01031
1,32,587,13,2.21,01032
1,33,614,14,2.28,01033
1,34,473,9,1.9,01034
1,35,484,31,6.4,01035
1,36,593,23,3.88,01036
1,37,856,40,4.67,01037
1,38,435,16,3.68,01038
1,39,636,15,2.36,01039
1,40,347,11,3.17,01040
1,41,545,28,5.14,01041
1,42,514,12,2.33,01042
1,43,552,19,3.44,01043
1,44,472,16,3.39,01044
1,45,642,11,1.71,01045
1,46,580,21,3.62,01046
1,47,545,17,3.12,01047
1,48,364,18,4.95,01048
2,1,1268,91,7.18,02001
2,2,170,1,0.59,02002
2,3,803,20,2.49,02003
2,4,627,1,0.16,02004
2,5,624,3,0.48,02005
2,6,929,78,8.4,02006
2,7,532,3,0.56,02007
2,8,664,61,9.19,02008
2,9,519,4,0.77,02009
2,10,247,5,2.02,02010
2,11,663,58,8.75,02011
2,12,1122,70,6.24,02012
2,13,536,18,3.36,02013
2,14,415,6,1.45,02014
2,15,402,3,0.75,02015
2,16,1144,52,4.55,02016
2,17,536,0,0.0,02017
2,18,540,55,10.19,02018
2,19,919,85,9.25,02019
2,20,674,17,2.52,02020
2,21,504,17,3.37,02021
2,22,741,46,6.21,02022
2,23,406,7,1.72,02023
