ward,precinct,total,precinct_id
2,7,0,02007
2,8,0,02008
2,14,0,02014
2,18,0,02018
2,20,0,02020
2,21,0,02021
2,26,0,02026
2,31,0,02031
2,37,0,02037
2,40,0,02040
2,44,0,02044
2,46,0,02046
2,49,0,02049
3,2,0,03002
3,5,0,03005
3,7,0,03007
3,9,0,03009
3,16,0,03016
3,30,0,03030
3,31,0,03031
3,34,0,03034
3,39,0,03039
3,46,0,03046
3,49,0,03049
3,56,0,03056
3,58,0,03058
3,61,0,03061
4,2,0,04002
4,3,0,04003
4,4,0,04004
4,5,0,04005
4,7,0,04007
4,8,0,04008
4,10,0,04010
4,11,0,04011
4,12,0,04012
4,13,0,04013
4,14,0,04014
4,15,0,04015
4,16,0,04016
4,18,0,04018
4,19,0,04019
4,20,0,04020
4,23,0,04023
4,24,0,04024
4,25,0,04025
4,26,0,04026
4,27,0,04027
4,30,0,04030
4,31,0,04031
4,33,0,04033
4,35,0,04035
4,36,0,04036
4,37,0,04037
4,39,0,04039
4,40,0,04040
4,42,0,04042
4,46,0,04046
4,49,0,04049
4,50,0,04050
4,51,0,04051
4,52,0,04052
4,53,0,04053
4,56,0,04056
4,57,0,04057
5,2,0,05002
5,9,0,05009
5,10,0,05010
5,13,0,05013
5,15,0,05015
5,16,0,05016
5,18,0,05018
5,19,0,05019
5,23,0,05023
5,45,0,05045
5,51,0,05051
5,52,0,05052
6,39,0,06039
20,2,0,20002
20,5,0,20005
20,9,0,20009
20,14,0,20014
20,18,0,20018
20,22,0,20022
20,24,0,20024
20,29,0,20029
20,32,0,20032
20,36,0,20036
20,47,0,20047
42,1,0,42001
42,2,0,42002
42,5,0,42005
42,6,0,42006
42,7,0,42007
42,9,0,42009
42,11,0,42011
42,13,0,42013
42,23,0,42023
42,24,0,42024
42,25,0,42025
42,29,0,42029
42,31,0,42031
42,35,0,42035
42,37,0,42037
42,38,0,42038
42,40,0,42040
42,41,0,42041
42,42,0,42042
42,43,0,42043
42,44,0,42044
42,47,0,42047
42,48,0,42048
42,50,0,42050
42,51,0,42051
42,52,0,42052
42,53,0,42053
42,54,0,42054
42,61,0,42061
42,62,0,42062
42,63,0,42063
42,64,0,42064
42,65,0,42065
42,66,0,42066
43,62,0,43062
43,66,0,43066
