ward,precinct,total,precinct_id
32,1,0,32001
32,2,0,32002
32,3,0,32003
32,4,0,32004
32,5,0,32005
32,6,0,32006
32,7,0,32007
32,8,0,32008
32,9,0,32009
32,10,0,32010
32,11,0,32011
32,12,0,32012
32,13,0,32013
32,14,0,32014
32,15,0,32015
32,16,0,32016
32,17,0,32017
32,18,0,32018
32,19,0,32019
32,20,0,32020
32,21,0,32021
32,22,0,32022
32,23,0,32023
32,24,0,32024
32,25,0,32025
32,26,0,32026
32,27,0,32027
32,28,0,32028
32,29,0,32029
32,30,0,32030
32,31,0,32031
32,32,0,32032
32,33,0,32033
32,34,0,32034
32,35,0,32035
32,36,0,32036
32,37,0,32037
32,38,0,32038
32,39,0,32039
32,40,0,32040
32,41,0,32041
32,42,0,32042
32,43,0,32043
32,44,0,32044
32,45,0,32045
32,46,0,32046
32,47,0,32047
32,48,0,32048
32,49,0,32049
32,50,0,32050
32,51,0,32051
32,52,0,32052
