ward,precinct,total,precinct_id
13,3,0,13003
13,18,0,13018
13,20,0,13020
13,31,0,13031
14,1,0,14001
14,2,0,14002
14,3,0,14003
14,4,0,14004
14,5,0,14005
14,6,0,14006
14,9,0,14009
14,11,0,14011
14,13,0,14013
14,15,0,14015
14,24,0,14024
14,25,0,14025
14,27,0,14027
14,28,0,14028
14,32,0,14032
14,34,0,14034
14,35,0,14035
15,1,0,15001
15,10,0,15010
15,16,0,15016
16,17,0,16017
16,32,0,16032
16,39,0,16039
22,2,0,22002
22,3,0,22003
22,4,0,22004
22,5,0,22005
22,6,0,22006
22,10,0,22010
22,12,0,22012
22,13,0,22013
22,14,0,22014
22,16,0,22016
22,17,0,22017
22,18,0,22018
22,20,0,22020
22,23,0,22023
22,24,0,22024
22,25,0,22025
22,26,0,22026
22,27,0,22027
22,28,0,22028
22,30,0,22030
23,5,0,23005
23,6,0,23006
23,7,0,23007
23,9,0,23009
23,10,0,23010
23,14,0,23014
23,24,0,23024
23,25,0,23025
23,29,0,23029
23,31,0,23031
23,32,0,23032
23,33,0,23033
23,37,0,23037
23,41,0,23041
23,50,0,23050
23,51,0,23051
23,53,0,23053
