ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
1,1,157,119,75.8,38,24.2,01001
1,2,193,162,83.94,31,16.06,01002
1,3,126,103,81.75,23,18.25,01003
1,4,143,111,77.62,32,22.38,01004
1,5,153,129,84.31,24,15.69,01005
1,6,142,105,73.94,37,26.06,01006
1,7,182,147,80.77,35,19.23,01007
1,8,133,104,78.2,29,21.8,01008
1,9,164,118,71.95,46,28.05,01009
1,10,130,93,71.54,37,28.46,01010
1,11,180,143,79.44,37,20.56,01011
1,12,138,107,77.54,31,22.46,01012
1,13,138,112,81.16,26,18.84,01013
1,14,178,152,85.39,26,14.61,01014
1,15,90,72,80.0,18,20.0,01015
1,16,57,40,70.18,17,29.82,01016
1,17,158,125,79.11,33,20.89,01017
1,18,122,91,74.59,31,25.41,01018
1,19,201,166,82.59,35,17.41,01019
1,20,108,86,79.63,22,20.37,01020
1,21,225,179,79.56,46,20.44,01021
1,22,148,121,81.76,27,18.24,01022
1,23,167,138,82.63,29,17.37,01023
1,24,197,148,75.13,49,24.87,01024
1,25,120,95,79.17,25,20.83,01025
1,26,160,126,78.75,34,21.25,01026
1,27,143,108,75.52,35,24.48,01027
1,28,154,108,70.13,46,29.87,01028
1,29,112,93,83.04,19,16.96,01029
1,30,184,153,83.15,31,16.85,01030
1,31,119,91,76.47,28,23.53,01031
1,32,103,87,84.47,16,15.53,01032
1,33,168,143,85.12,25,14.88,01033
1,34,82,67,81.71,15,18.29,01034
1,35,96,74,77.08,22,22.92,01035
1,36,221,172,77.83,49,22.17,01036
1,37,161,129,80.12,32,19.88,01037
1,38,75,58,77.33,17,22.67,01038
1,39,196,149,76.02,47,23.98,01039
2,1,229,180,78.6,49,21.4,02001
2,2,7,6,85.71,1,14.29,02002
2,3,115,94,81.74,21,18.26,02003
2,4,86,65,75.58,21,24.42,02004
2,5,80,68,85.0,12,15.0,02005
2,6,113,90,79.65,23,20.35,02006
2,7,185,156,84.32,29,15.68,02007
2,8,197,169,85.79,28,14.21,02008
2,9,112,88,78.57,24,21.43,02009
2,10,78,56,71.79,22,28.21,02010
2,11,92,78,84.78,14,15.22,02011
2,12,149,114,76.51,35,23.49,02012
