ward,precinct,total,DAVE SULLIVAN,DAVE SULLIVAN Percent,precinct_id
41,13,125,125,100.0,41013
41,25,129,129,100.0,41025
41,26,140,140,100.0,41026
41,28,121,121,100.0,41028
41,29,94,94,100.0,41029
41,32,209,209,100.0,41032
41,38,181,181,100.0,41038
41,48,158,158,100.0,41048
41,55,22,22,100.0,41055
