ward,precinct,total,JOSEPH M. LYONS,JOSEPH M. LYONS Percent,precinct_id
36,6,201,201,100.0,36006
36,13,46,46,100.0,36013
36,26,268,268,100.0,36026
36,41,62,62,100.0,36041
36,43,192,192,100.0,36043
38,1,247,247,100.0,38001
38,2,176,176,100.0,38002
38,4,112,112,100.0,38004
38,5,15,15,100.0,38005
38,6,202,202,100.0,38006
38,8,158,158,100.0,38008
38,9,195,195,100.0,38009
38,11,172,172,100.0,38011
38,12,242,242,100.0,38012
38,13,193,193,100.0,38013
38,14,193,193,100.0,38014
38,15,172,172,100.0,38015
38,17,179,179,100.0,38017
38,18,207,207,100.0,38018
38,19,263,263,100.0,38019
38,21,215,215,100.0,38021
38,22,225,225,100.0,38022
38,23,174,174,100.0,38023
38,25,197,197,100.0,38025
38,26,187,187,100.0,38026
38,27,133,133,100.0,38027
38,28,177,177,100.0,38028
38,29,187,187,100.0,38029
38,30,202,202,100.0,38030
38,31,253,253,100.0,38031
38,32,267,267,100.0,38032
38,33,193,193,100.0,38033
38,35,68,68,100.0,38035
38,36,220,220,100.0,38036
38,37,215,215,100.0,38037
38,39,213,213,100.0,38039
38,40,156,156,100.0,38040
38,41,272,272,100.0,38041
38,42,239,239,100.0,38042
38,43,219,219,100.0,38043
38,44,205,205,100.0,38044
38,45,257,257,100.0,38045
38,46,197,197,100.0,38046
38,47,209,209,100.0,38047
38,48,226,226,100.0,38048
38,49,203,203,100.0,38049
38,50,245,245,100.0,38050
38,51,198,198,100.0,38051
38,52,217,217,100.0,38052
41,65,333,333,100.0,41065
45,1,214,214,100.0,45001
45,2,290,290,100.0,45002
45,3,390,390,100.0,45003
45,6,251,251,100.0,45006
45,7,232,232,100.0,45007
45,8,228,228,100.0,45008
45,9,280,280,100.0,45009
45,11,233,233,100.0,45011
45,13,314,314,100.0,45013
45,15,307,307,100.0,45015
45,16,280,280,100.0,45016
45,17,253,253,100.0,45017
45,18,263,263,100.0,45018
45,19,297,297,100.0,45019
45,20,250,250,100.0,45020
45,21,246,246,100.0,45021
45,22,225,225,100.0,45022
45,23,285,285,100.0,45023
45,25,290,290,100.0,45025
45,26,293,293,100.0,45026
45,27,267,267,100.0,45027
45,28,253,253,100.0,45028
45,29,247,247,100.0,45029
45,30,267,267,100.0,45030
45,31,245,245,100.0,45031
45,32,191,191,100.0,45032
45,33,248,248,100.0,45033
45,34,212,212,100.0,45034
45,35,265,265,100.0,45035
45,37,227,227,100.0,45037
45,38,313,313,100.0,45038
45,39,285,285,100.0,45039
45,40,320,320,100.0,45040
45,41,198,198,100.0,45041
45,42,248,248,100.0,45042
45,43,247,247,100.0,45043
45,44,286,286,100.0,45044
45,45,228,228,100.0,45045
45,46,289,289,100.0,45046
45,47,287,287,100.0,45047
45,48,215,215,100.0,45048
45,49,259,259,100.0,45049
45,50,243,243,100.0,45050
45,51,258,258,100.0,45051
45,52,264,264,100.0,45052
45,53,251,251,100.0,45053
