ward,precinct,total,BOBBIE L. STEELE,BOBBIE L. STEELE Percent,precinct_id
2,1,291,291,100.0,02001
2,2,11,11,100.0,02002
2,4,166,166,100.0,02004
2,6,118,118,100.0,02006
2,8,252,252,100.0,02008
2,9,152,152,100.0,02009
2,10,100,100,100.0,02010
2,11,124,124,100.0,02011
2,12,191,191,100.0,02012
2,13,149,149,100.0,02013
2,15,86,86,100.0,02015
2,16,73,73,100.0,02016
2,17,184,184,100.0,02017
2,19,155,155,100.0,02019
2,22,363,363,100.0,02022
2,25,166,166,100.0,02025
2,27,135,135,100.0,02027
2,28,113,113,100.0,02028
2,29,91,91,100.0,02029
2,30,137,137,100.0,02030
2,32,110,110,100.0,02032
2,33,165,165,100.0,02033
2,34,225,225,100.0,02034
2,35,74,74,100.0,02035
2,36,109,109,100.0,02036
2,37,231,231,100.0,02037
2,38,229,229,100.0,02038
2,39,193,193,100.0,02039
2,40,272,272,100.0,02040
2,41,154,154,100.0,02041
2,42,82,82,100.0,02042
2,43,361,361,100.0,02043
2,47,179,179,100.0,02047
2,48,148,148,100.0,02048
2,49,196,196,100.0,02049
2,50,152,152,100.0,02050
2,51,187,187,100.0,02051
2,54,292,292,100.0,02054
2,55,67,67,100.0,02055
2,56,182,182,100.0,02056
2,58,111,111,100.0,02058
2,59,245,245,100.0,02059
3,3,190,190,100.0,03003
3,4,112,112,100.0,03004
3,12,212,212,100.0,03012
3,14,94,94,100.0,03014
3,17,132,132,100.0,03017
3,18,132,132,100.0,03018
3,21,137,137,100.0,03021
3,22,133,133,100.0,03022
3,29,248,248,100.0,03029
3,36,116,116,100.0,03036
3,42,165,165,100.0,03042
3,43,79,79,100.0,03043
3,44,97,97,100.0,03044
3,47,131,131,100.0,03047
3,48,182,182,100.0,03048
3,50,100,100,100.0,03050
3,52,101,101,100.0,03052
3,54,175,175,100.0,03054
3,55,150,150,100.0,03055
3,57,236,236,100.0,03057
3,60,203,203,100.0,03060
3,61,163,163,100.0,03061
3,63,130,130,100.0,03063
6,18,73,73,100.0,06018
6,65,90,90,100.0,06065
6,66,267,267,100.0,06066
11,14,194,194,100.0,11014
11,27,230,230,100.0,11027
11,34,46,46,100.0,11034
11,36,69,69,100.0,11036
11,46,157,157,100.0,11046
12,1,7,7,100.0,12001
12,6,22,22,100.0,12006
12,7,0,0,0.0,12007
12,18,60,60,100.0,12018
15,2,177,177,100.0,15002
15,3,200,200,100.0,15003
15,4,193,193,100.0,15004
15,5,188,188,100.0,15005
15,7,162,162,100.0,15007
15,8,248,248,100.0,15008
15,9,193,193,100.0,15009
15,11,184,184,100.0,15011
15,12,118,118,100.0,15012
15,17,205,205,100.0,15017
15,18,150,150,100.0,15018
15,19,176,176,100.0,15019
15,20,166,166,100.0,15020
15,21,194,194,100.0,15021
15,23,158,158,100.0,15023
15,26,154,154,100.0,15026
15,27,134,134,100.0,15027
15,30,211,211,100.0,15030
15,31,155,155,100.0,15031
15,33,77,77,100.0,15033
15,34,148,148,100.0,15034
15,35,186,186,100.0,15035
15,36,154,154,100.0,15036
15,37,163,163,100.0,15037
15,38,146,146,100.0,15038
15,39,196,196,100.0,15039
15,40,167,167,100.0,15040
15,41,248,248,100.0,15041
15,42,125,125,100.0,15042
15,43,177,177,100.0,15043
15,46,178,178,100.0,15046
15,47,191,191,100.0,15047
15,48,142,142,100.0,15048
15,51,135,135,100.0,15051
15,52,112,112,100.0,15052
16,3,215,215,100.0,16003
