ward,precinct,total,JOHN J. CULLERTON,JOHN J. CULLERTON Percent,precinct_id
47,16,270,270,100.0,47016
47,17,264,264,100.0,47017
47,18,330,330,100.0,47018
47,21,312,312,100.0,47021
47,24,292,292,100.0,47024
47,25,323,323,100.0,47025
47,27,264,264,100.0,47027
47,29,300,300,100.0,47029
47,35,412,412,100.0,47035
47,40,244,244,100.0,47040
47,42,224,224,100.0,47042
47,43,199,199,100.0,47043
47,44,337,337,100.0,47044
47,46,212,212,100.0,47046
47,47,283,283,100.0,47047
47,48,56,56,100.0,47048
47,49,242,242,100.0,47049
47,50,201,201,100.0,47050
47,51,205,205,100.0,47051
