ward,precinct,total,JOHN J. CULLERTON,JOHN J. CULLERTON Percent,precinct_id
1,7,18,18,100.0,01007
1,28,63,63,100.0,01028
32,7,190,190,100.0,32007
32,8,341,341,100.0,32008
32,9,389,389,100.0,32009
32,10,248,248,100.0,32010
32,13,113,113,100.0,32013
32,15,214,214,100.0,32015
32,16,266,266,100.0,32016
32,18,244,244,100.0,32018
32,19,240,240,100.0,32019
32,20,258,258,100.0,32020
32,21,243,243,100.0,32021
32,22,332,332,100.0,32022
32,23,277,277,100.0,32023
32,24,232,232,100.0,32024
32,25,216,216,100.0,32025
32,27,216,216,100.0,32027
32,28,208,208,100.0,32028
32,29,0,0,0.0,32029
32,30,219,219,100.0,32030
32,32,283,283,100.0,32032
32,34,65,65,100.0,32034
32,37,213,213,100.0,32037
32,38,269,269,100.0,32038
32,39,342,342,100.0,32039
32,40,301,301,100.0,32040
32,41,314,314,100.0,32041
32,42,310,310,100.0,32042
32,43,293,293,100.0,32043
32,44,167,167,100.0,32044
32,45,219,219,100.0,32045
32,47,277,277,100.0,32047
32,48,364,364,100.0,32048
32,49,192,192,100.0,32049
32,50,284,284,100.0,32050
33,7,268,268,100.0,33007
33,8,300,300,100.0,33008
33,10,370,370,100.0,33010
33,16,84,84,100.0,33016
33,24,253,253,100.0,33024
33,28,257,257,100.0,33028
40,5,111,111,100.0,40005
40,6,199,199,100.0,40006
40,20,156,156,100.0,40020
42,8,325,325,100.0,42008
42,10,224,224,100.0,42010
42,15,285,285,100.0,42015
42,16,170,170,100.0,42016
42,26,220,220,100.0,42026
42,28,271,271,100.0,42028
42,30,171,171,100.0,42030
42,33,310,310,100.0,42033
42,34,229,229,100.0,42034
42,36,198,198,100.0,42036
43,2,257,257,100.0,43002
43,4,284,284,100.0,43004
43,6,220,220,100.0,43006
43,7,143,143,100.0,43007
43,8,250,250,100.0,43008
43,12,294,294,100.0,43012
43,14,229,229,100.0,43014
43,16,250,250,100.0,43016
43,17,154,154,100.0,43017
43,18,332,332,100.0,43018
43,19,193,193,100.0,43019
43,20,259,259,100.0,43020
43,21,157,157,100.0,43021
43,22,161,161,100.0,43022
43,23,214,214,100.0,43023
43,24,207,207,100.0,43024
43,25,245,245,100.0,43025
43,26,177,177,100.0,43026
43,27,209,209,100.0,43027
43,29,239,239,100.0,43029
43,31,199,199,100.0,43031
43,32,212,212,100.0,43032
43,33,148,148,100.0,43033
43,34,143,143,100.0,43034
43,35,266,266,100.0,43035
43,36,203,203,100.0,43036
43,37,200,200,100.0,43037
43,38,218,218,100.0,43038
43,39,189,189,100.0,43039
43,41,174,174,100.0,43041
43,42,242,242,100.0,43042
43,43,210,210,100.0,43043
43,44,298,298,100.0,43044
43,45,49,49,100.0,43045
43,46,330,330,100.0,43046
43,48,264,264,100.0,43048
43,49,173,173,100.0,43049
43,50,199,199,100.0,43050
43,52,267,267,100.0,43052
43,53,276,276,100.0,43053
43,56,164,164,100.0,43056
43,57,209,209,100.0,43057
43,58,266,266,100.0,43058
43,59,237,237,100.0,43059
43,64,155,155,100.0,43064
43,65,143,143,100.0,43065
43,67,148,148,100.0,43067
44,1,264,264,100.0,44001
44,2,212,212,100.0,44002
44,3,302,302,100.0,44003
44,4,303,303,100.0,44004
44,5,320,320,100.0,44005
44,6,258,258,100.0,44006
44,7,317,317,100.0,44007
44,8,175,175,100.0,44008
44,9,439,439,100.0,44009
44,10,216,216,100.0,44010
44,11,326,326,100.0,44011
44,12,187,187,100.0,44012
44,13,194,194,100.0,44013
44,14,278,278,100.0,44014
44,15,330,330,100.0,44015
44,16,295,295,100.0,44016
44,17,308,308,100.0,44017
44,18,206,206,100.0,44018
44,19,169,169,100.0,44019
44,20,245,245,100.0,44020
44,21,326,326,100.0,44021
44,22,329,329,100.0,44022
44,23,291,291,100.0,44023
44,24,212,212,100.0,44024
44,25,279,279,100.0,44025
44,26,229,229,100.0,44026
44,27,329,329,100.0,44027
44,28,203,203,100.0,44028
44,29,295,295,100.0,44029
44,30,254,254,100.0,44030
44,31,321,321,100.0,44031
44,32,187,187,100.0,44032
44,33,360,360,100.0,44033
44,34,184,184,100.0,44034
44,35,223,223,100.0,44035
44,36,279,279,100.0,44036
44,37,346,346,100.0,44037
44,38,279,279,100.0,44038
44,39,310,310,100.0,44039
44,40,279,279,100.0,44040
44,41,281,281,100.0,44041
44,42,300,300,100.0,44042
44,43,287,287,100.0,44043
44,44,331,331,100.0,44044
44,45,303,303,100.0,44045
44,46,211,211,100.0,44046
44,47,372,372,100.0,44047
44,48,222,222,100.0,44048
44,49,430,430,100.0,44049
44,50,301,301,100.0,44050
46,1,445,445,100.0,46001
46,3,350,350,100.0,46003
46,5,252,252,100.0,46005
46,10,150,150,100.0,46010
46,13,384,384,100.0,46013
46,15,280,280,100.0,46015
46,17,427,427,100.0,46017
46,18,305,305,100.0,46018
46,24,260,260,100.0,46024
46,28,299,299,100.0,46028
46,29,256,256,100.0,46029
46,30,299,299,100.0,46030
46,31,328,328,100.0,46031
46,33,268,268,100.0,46033
46,36,311,311,100.0,46036
46,37,203,203,100.0,46037
46,43,188,188,100.0,46043
47,1,294,294,100.0,47001
47,2,261,261,100.0,47002
47,3,245,245,100.0,47003
47,4,322,322,100.0,47004
47,6,350,350,100.0,47006
47,7,270,270,100.0,47007
47,8,380,380,100.0,47008
47,9,182,182,100.0,47009
47,12,275,275,100.0,47012
47,13,429,429,100.0,47013
47,14,195,195,100.0,47014
47,15,324,324,100.0,47015
