ward,precinct,total,BARACK OBAMA,BARACK OBAMA Percent,precinct_id
4,41,150,150,100.0,04041
4,42,302,302,100.0,04042
4,43,219,219,100.0,04043
4,44,209,209,100.0,04044
4,45,440,440,100.0,04045
4,46,249,249,100.0,04046
4,47,399,399,100.0,04047
4,48,426,426,100.0,04048
4,49,87,87,100.0,04049
4,50,205,205,100.0,04050
4,51,312,312,100.0,04051
4,52,72,72,100.0,04052
4,53,12,12,100.0,04053
4,54,162,162,100.0,04054
4,55,213,213,100.0,04055
4,56,282,282,100.0,04056
4,57,144,144,100.0,04057
4,58,286,286,100.0,04058
5,1,312,312,100.0,05001
5,2,210,210,100.0,05002
5,3,146,146,100.0,05003
5,5,216,216,100.0,05005
5,6,328,328,100.0,05006
5,7,320,320,100.0,05007
5,8,377,377,100.0,05008
5,9,267,267,100.0,05009
5,10,259,259,100.0,05010
5,11,304,304,100.0,05011
5,13,222,222,100.0,05013
5,14,375,375,100.0,05014
5,15,251,251,100.0,05015
5,16,217,217,100.0,05016
5,17,270,270,100.0,05017
5,18,257,257,100.0,05018
5,19,136,136,100.0,05019
5,21,303,303,100.0,05021
5,22,260,260,100.0,05022
5,23,191,191,100.0,05023
5,24,241,241,100.0,05024
5,25,269,269,100.0,05025
5,26,275,275,100.0,05026
5,27,336,336,100.0,05027
5,28,249,249,100.0,05028
5,29,271,271,100.0,05029
5,30,275,275,100.0,05030
5,31,247,247,100.0,05031
5,32,376,376,100.0,05032
5,33,249,249,100.0,05033
5,34,258,258,100.0,05034
5,35,188,188,100.0,05035
5,36,166,166,100.0,05036
5,37,211,211,100.0,05037
5,38,333,333,100.0,05038
5,39,289,289,100.0,05039
5,40,354,354,100.0,05040
5,41,263,263,100.0,05041
5,42,282,282,100.0,05042
5,43,293,293,100.0,05043
5,44,281,281,100.0,05044
5,45,162,162,100.0,05045
5,46,299,299,100.0,05046
5,47,232,232,100.0,05047
5,48,204,204,100.0,05048
5,49,56,56,100.0,05049
5,51,220,220,100.0,05051
5,52,88,88,100.0,05052
5,53,361,361,100.0,05053
5,54,373,373,100.0,05054
6,39,0,0,0.0,06039
7,3,186,186,100.0,07003
7,8,90,90,100.0,07008
7,9,237,237,100.0,07009
7,10,189,189,100.0,07010
7,11,253,253,100.0,07011
7,14,297,297,100.0,07014
7,15,170,170,100.0,07015
7,16,188,188,100.0,07016
7,17,167,167,100.0,07017
7,18,160,160,100.0,07018
7,20,118,118,100.0,07020
7,22,174,174,100.0,07022
7,23,173,173,100.0,07023
7,28,272,272,100.0,07028
7,32,197,197,100.0,07032
7,35,140,140,100.0,07035
7,39,241,241,100.0,07039
7,40,223,223,100.0,07040
7,44,367,367,100.0,07044
7,45,360,360,100.0,07045
7,46,76,76,100.0,07046
7,48,114,114,100.0,07048
7,54,121,121,100.0,07054
7,56,208,208,100.0,07056
7,63,186,186,100.0,07063
7,64,207,207,100.0,07064
7,65,190,190,100.0,07065
8,70,311,311,100.0,08070
10,1,167,167,100.0,10001
10,4,175,175,100.0,10004
10,7,50,50,100.0,10007
10,18,145,145,100.0,10018
10,23,1,1,100.0,10023
10,25,233,233,100.0,10025
10,37,165,165,100.0,10037
10,43,89,89,100.0,10043
10,45,135,135,100.0,10045
10,47,170,170,100.0,10047
10,48,161,161,100.0,10048
10,49,120,120,100.0,10049
20,2,168,168,100.0,20002
20,5,152,152,100.0,20005
20,9,176,176,100.0,20009
20,18,241,241,100.0,20018
20,22,202,202,100.0,20022
20,24,303,303,100.0,20024
20,26,204,204,100.0,20026
20,29,203,203,100.0,20029
20,32,330,330,100.0,20032
20,34,275,275,100.0,20034
20,36,187,187,100.0,20036
20,38,33,33,100.0,20038
20,47,123,123,100.0,20047
42,1,284,284,100.0,42001
42,2,186,186,100.0,42002
42,5,201,201,100.0,42005
42,6,378,378,100.0,42006
42,7,212,212,100.0,42007
42,9,17,17,100.0,42009
42,11,254,254,100.0,42011
42,13,379,379,100.0,42013
42,23,257,257,100.0,42023
42,24,250,250,100.0,42024
42,25,212,212,100.0,42025
42,29,226,226,100.0,42029
42,31,123,123,100.0,42031
42,35,175,175,100.0,42035
42,37,205,205,100.0,42037
42,38,234,234,100.0,42038
42,40,132,132,100.0,42040
42,41,217,217,100.0,42041
42,42,170,170,100.0,42042
42,43,229,229,100.0,42043
42,44,176,176,100.0,42044
42,47,131,131,100.0,42047
42,48,137,137,100.0,42048
42,50,141,141,100.0,42050
42,51,198,198,100.0,42051
42,52,146,146,100.0,42052
42,53,139,139,100.0,42053
42,54,172,172,100.0,42054
42,61,153,153,100.0,42061
42,62,137,137,100.0,42062
42,63,206,206,100.0,42063
42,64,109,109,100.0,42064
42,65,203,203,100.0,42065
42,66,170,170,100.0,42066
43,62,229,229,100.0,43062
43,66,78,78,100.0,43066
