ward,precinct,total,KRIS O'ROURKE COHN,KRIS O'ROURKE COHN Percent,JESSE WHITE,JESSE WHITE Percent,MATT BEAUCHAMP,MATT BEAUCHAMP Percent,precinct_id
19,48,290,4,1.38,286,98.62,0,0.0,19048
19,49,419,42,10.02,373,89.02,4,0.95,19049
19,50,373,5,1.34,366,98.12,2,0.54,19050
19,51,354,97,27.4,252,71.19,5,1.41,19051
19,52,335,117,34.93,213,63.58,5,1.49,19052
19,53,386,99,25.65,277,71.76,10,2.59,19053
19,54,318,107,33.65,204,64.15,7,2.2,19054
19,55,339,94,27.73,240,70.8,5,1.47,19055
19,56,464,84,18.1,371,79.96,9,1.94,19056
19,57,403,58,14.39,339,84.12,6,1.49,19057
19,58,412,133,32.28,269,65.29,10,2.43,19058
19,59,428,121,28.27,295,68.93,12,2.8,19059
19,60,330,7,2.12,319,96.67,4,1.21,19060
19,61,491,98,19.96,385,78.41,8,1.63,19061
19,62,374,74,19.79,295,78.88,5,1.34,19062
19,63,245,32,13.06,206,84.08,7,2.86,19063
19,64,430,51,11.86,370,86.05,9,2.09,19064
19,65,240,47,19.58,189,78.75,4,1.67,19065
19,66,340,6,1.76,333,97.94,1,0.29,19066
19,67,91,25,27.47,63,69.23,3,3.3,19067
20,1,264,2,0.76,261,98.86,1,0.38,20001
20,2,198,4,2.02,194,97.98,0,0.0,20002
20,3,299,3,1.0,292,97.66,4,1.34,20003
20,4,157,12,7.64,141,89.81,4,2.55,20004
20,5,178,2,1.12,175,98.31,1,0.56,20005
20,6,257,0,0.0,257,100.0,0,0.0,20006
20,7,172,2,1.16,169,98.26,1,0.58,20007
20,8,82,6,7.32,72,87.8,4,4.88,20008
20,9,245,6,2.45,239,97.55,0,0.0,20009
20,10,233,0,0.0,232,99.57,1,0.43,20010
20,11,175,1,0.57,174,99.43,0,0.0,20011
20,12,99,0,0.0,99,100.0,0,0.0,20012
20,13,54,3,5.56,51,94.44,0,0.0,20013
20,14,368,5,1.36,361,98.1,2,0.54,20014
20,15,81,14,17.28,62,76.54,5,6.17,20015
20,16,123,5,4.07,118,95.93,0,0.0,20016
20,17,211,1,0.47,210,99.53,0,0.0,20017
20,18,301,2,0.66,297,98.67,2,0.66,20018
20,19,115,0,0.0,114,99.13,1,0.87,20019
20,20,145,2,1.38,143,98.62,0,0.0,20020
20,21,94,12,12.77,82,87.23,0,0.0,20021
20,22,245,2,0.82,242,98.78,1,0.41,20022
20,23,309,4,1.29,305,98.71,0,0.0,20023
20,24,339,7,2.06,329,97.05,3,0.88,20024
20,25,118,1,0.85,114,96.61,3,2.54,20025
20,26,246,7,2.85,233,94.72,6,2.44,20026
20,27,186,3,1.61,182,97.85,1,0.54,20027
20,28,283,4,1.41,277,97.88,2,0.71,20028
20,29,236,7,2.97,227,96.19,2,0.85,20029
20,30,225,3,1.33,222,98.67,0,0.0,20030
20,31,248,3,1.21,241,97.18,4,1.61,20031
20,32,389,3,0.77,383,98.46,3,0.77,20032
20,33,341,3,0.88,334,97.95,4,1.17,20033
20,34,304,8,2.63,289,95.07,7,2.3,20034
20,35,126,0,0.0,125,99.21,1,0.79,20035
20,36,229,1,0.44,226,98.69,2,0.87,20036
20,37,168,3,1.79,165,98.21,0,0.0,20037
20,38,41,0,0.0,41,100.0,0,0.0,20038
20,39,222,3,1.35,217,97.75,2,0.9,20039
20,40,181,3,1.66,177,97.79,1,0.55,20040
20,41,13,0,0.0,13,100.0,0,0.0,20041
20,42,194,4,2.06,190,97.94,0,0.0,20042
20,43,91,8,8.79,80,87.91,3,3.3,20043
20,44,267,3,1.12,261,97.75,3,1.12,20044
20,45,47,0,0.0,46,97.87,1,2.13,20045
20,46,180,4,2.22,175,97.22,1,0.56,20046
20,47,153,0,0.0,151,98.69,2,1.31,20047
20,48,102,2,1.96,100,98.04,0,0.0,20048
20,49,188,1,0.53,186,98.94,1,0.53,20049
20,50,217,0,0.0,215,99.08,2,0.92,20050
20,51,54,4,7.41,49,90.74,1,1.85,20051
20,52,103,2,1.94,100,97.09,1,0.97,20052
20,53,49,1,2.04,47,95.92,1,2.04,20053
20,54,161,3,1.86,156,96.89,2,1.24,20054
20,55,124,0,0.0,123,99.19,1,0.81,20055
21,1,429,7,1.63,418,97.44,4,0.93,21001
21,2,121,0,0.0,118,97.52,3,2.48,21002
21,3,455,5,1.1,450,98.9,0,0.0,21003
21,4,397,6,1.51,390,98.24,1,0.25,21004
21,5,316,2,0.63,313,99.05,1,0.32,21005
21,6,303,2,0.66,300,99.01,1,0.33,21006
21,7,335,1,0.3,330,98.51,4,1.19,21007
21,8,329,4,1.22,324,98.48,1,0.3,21008
21,9,305,1,0.33,303,99.34,1,0.33,21009
21,10,208,2,0.96,205,98.56,1,0.48,21010
21,11,334,2,0.6,331,99.1,1,0.3,21011
21,12,355,4,1.13,350,98.59,1,0.28,21012
21,13,155,2,1.29,151,97.42,2,1.29,21013
21,14,295,2,0.68,291,98.64,2,0.68,21014
21,15,272,1,0.37,271,99.63,0,0.0,21015
21,16,280,2,0.71,276,98.57,2,0.71,21016
21,17,142,1,0.7,141,99.3,0,0.0,21017
21,18,300,2,0.67,296,98.67,2,0.67,21018
21,19,263,1,0.38,260,98.86,2,0.76,21019
21,20,153,2,1.31,149,97.39,2,1.31,21020
21,21,330,4,1.21,324,98.18,2,0.61,21021
21,22,350,6,1.71,342,97.71,2,0.57,21022
21,23,242,3,1.24,237,97.93,2,0.83,21023
21,24,317,2,0.63,314,99.05,1,0.32,21024
21,25,248,2,0.81,244,98.39,2,0.81,21025
21,26,237,3,1.27,234,98.73,0,0.0,21026
21,27,345,1,0.29,344,99.71,0,0.0,21027
21,28,238,2,0.84,236,99.16,0,0.0,21028
21,29,156,1,0.64,155,99.36,0,0.0,21029
21,30,232,2,0.86,230,99.14,0,0.0,21030
21,31,406,4,0.99,398,98.03,4,0.99,21031
21,32,200,0,0.0,200,100.0,0,0.0,21032
21,33,323,0,0.0,322,99.69,1,0.31,21033
21,34,358,2,0.56,355,99.16,1,0.28,21034
21,35,211,2,0.95,208,98.58,1,0.47,21035
21,36,277,0,0.0,275,99.28,2,0.72,21036
21,37,218,2,0.92,215,98.62,1,0.46,21037
21,38,303,2,0.66,300,99.01,1,0.33,21038
21,39,265,0,0.0,262,98.87,3,1.13,21039
21,40,298,2,0.67,295,98.99,1,0.34,21040
21,41,265,6,2.26,255,96.23,4,1.51,21041
21,42,305,4,1.31,299,98.03,2,0.66,21042
21,43,288,3,1.04,284,98.61,1,0.35,21043
21,44,297,3,1.01,294,98.99,0,0.0,21044
21,45,255,2,0.78,251,98.43,2,0.78,21045
21,46,243,1,0.41,241,99.18,1,0.41,21046
21,47,381,5,1.31,373,97.9,3,0.79,21047
21,48,376,4,1.06,370,98.4,2,0.53,21048
21,49,379,4,1.06,372,98.15,3,0.79,21049
21,50,317,5,1.58,311,98.11,1,0.32,21050
21,51,338,7,2.07,326,96.45,5,1.48,21051
21,52,341,2,0.59,334,97.95,5,1.47,21052
21,53,266,4,1.5,260,97.74,2,0.75,21053
21,54,273,3,1.1,268,98.17,2,0.73,21054
21,55,327,6,1.83,321,98.17,0,0.0,21055
21,56,219,3,1.37,213,97.26,3,1.37,21056
21,57,303,2,0.66,300,99.01,1,0.33,21057
21,58,225,1,0.44,224,99.56,0,0.0,21058
21,59,379,5,1.32,371,97.89,3,0.79,21059
21,60,287,1,0.35,284,98.95,2,0.7,21060
21,61,341,8,2.35,330,96.77,3,0.88,21061
21,62,301,6,1.99,294,97.67,1,0.33,21062
21,63,287,1,0.35,285,99.3,1,0.35,21063
21,64,158,2,1.27,155,98.1,1,0.63,21064
21,65,270,2,0.74,268,99.26,0,0.0,21065
21,66,250,2,0.8,248,99.2,0,0.0,21066
21,67,246,1,0.41,242,98.37,3,1.22,21067
21,68,325,4,1.23,321,98.77,0,0.0,21068
21,69,250,1,0.4,246,98.4,3,1.2,21069
21,70,211,5,2.37,205,97.16,1,0.47,21070
21,71,224,1,0.45,222,99.11,1,0.45,21071
21,72,262,1,0.38,258,98.47,3,1.15,21072
21,73,388,4,1.03,381,98.2,3,0.77,21073
21,74,117,2,1.71,114,97.44,1,0.85,21074
21,75,221,0,0.0,221,100.0,0,0.0,21075
21,76,309,1,0.32,307,99.35,1,0.32,21076
22,1,151,8,5.3,142,94.04,1,0.66,22001
22,2,123,10,8.13,110,89.43,3,2.44,22002
22,3,139,7,5.04,131,94.24,1,0.72,22003
22,4,180,7,3.89,168,93.33,5,2.78,22004
22,5,204,13,6.37,188,92.16,3,1.47,22005
22,6,179,11,6.15,167,93.3,1,0.56,22006
22,7,224,2,0.89,221,98.66,1,0.45,22007
22,8,147,16,10.88,127,86.39,4,2.72,22008
22,9,171,7,4.09,162,94.74,2,1.17,22009
22,10,158,9,5.7,144,91.14,5,3.16,22010
22,11,181,13,7.18,166,91.71,2,1.1,22011
22,12,124,6,4.84,116,93.55,2,1.61,22012
22,13,213,15,7.04,193,90.61,5,2.35,22013
22,14,138,6,4.35,128,92.75,4,2.9,22014
22,15,146,17,11.64,128,87.67,1,0.68,22015
22,16,222,23,10.36,196,88.29,3,1.35,22016
22,17,162,12,7.41,148,91.36,2,1.23,22017
22,18,180,11,6.11,161,89.44,8,4.44,22018
22,19,191,3,1.57,188,98.43,0,0.0,22019
22,20,200,17,8.5,181,90.5,2,1.0,22020
22,21,248,1,0.4,245,98.79,2,0.81,22021
22,22,147,10,6.8,135,91.84,2,1.36,22022
22,23,110,3,2.73,106,96.36,1,0.91,22023
22,24,146,5,3.42,138,94.52,3,2.05,22024
22,25,132,8,6.06,115,87.12,9,6.82,22025
22,26,137,8,5.84,125,91.24,4,2.92,22026
22,27,179,21,11.73,150,83.8,8,4.47,22027
22,28,142,9,6.34,132,92.96,1,0.7,22028
22,29,111,8,7.21,102,91.89,1,0.9,22029
22,30,193,13,6.74,177,91.71,3,1.55,22030
23,1,310,76,24.52,230,74.19,4,1.29,23001
23,2,406,71,17.49,327,80.54,8,1.97,23002
23,3,335,80,23.88,248,74.03,7,2.09,23003
23,4,327,99,30.28,220,67.28,8,2.45,23004
23,5,252,51,20.24,192,76.19,9,3.57,23005
23,6,355,73,20.56,273,76.9,9,2.54,23006
23,7,170,1,0.59,168,98.82,1,0.59,23007
23,8,376,75,19.95,292,77.66,9,2.39,23008
23,9,276,44,15.94,228,82.61,4,1.45,23009
23,10,400,61,15.25,328,82.0,11,2.75,23010
23,11,376,110,29.26,259,68.88,7,1.86,23011
23,12,309,96,31.07,207,66.99,6,1.94,23012
23,13,403,97,24.07,297,73.7,9,2.23,23013
23,14,152,2,1.32,148,97.37,2,1.32,23014
23,15,354,84,23.73,264,74.58,6,1.69,23015
23,16,378,95,25.13,277,73.28,6,1.59,23016
23,17,419,122,29.12,287,68.5,10,2.39,23017
23,18,292,59,20.21,224,76.71,9,3.08,23018
23,19,319,80,25.08,230,72.1,9,2.82,23019
23,20,307,71,23.13,234,76.22,2,0.65,23020
23,21,276,2,0.72,271,98.19,3,1.09,23021
23,22,376,90,23.94,271,72.07,15,3.99,23022
23,23,329,85,25.84,232,70.52,12,3.65,23023
23,24,221,40,18.1,174,78.73,7,3.17,23024
23,25,244,49,20.08,184,75.41,11,4.51,23025
23,26,351,109,31.05,236,67.24,6,1.71,23026
23,27,318,71,22.33,244,76.73,3,0.94,23027
23,28,342,78,22.81,253,73.98,11,3.22,23028
23,29,283,47,16.61,227,80.21,9,3.18,23029
23,30,339,67,19.76,264,77.88,8,2.36,23030
23,31,290,31,10.69,247,85.17,12,4.14,23031
23,32,357,44,12.32,308,86.27,5,1.4,23032
23,33,346,64,18.5,271,78.32,11,3.18,23033
23,34,272,72,26.47,191,70.22,9,3.31,23034
23,35,227,1,0.44,226,99.56,0,0.0,23035
23,36,436,126,28.9,299,68.58,11,2.52,23036
23,37,235,0,0.0,234,99.57,1,0.43,23037
23,38,257,50,19.46,202,78.6,5,1.95,23038
23,39,334,85,25.45,236,70.66,13,3.89,23039
23,40,333,92,27.63,237,71.17,4,1.2,23040
23,41,333,81,24.32,244,73.27,8,2.4,23041
23,42,283,59,20.85,219,77.39,5,1.77,23042
23,43,388,88,22.68,289,74.48,11,2.84,23043
23,44,334,72,21.56,256,76.65,6,1.8,23044
23,45,381,96,25.2,277,72.7,8,2.1,23045
23,46,347,76,21.9,265,76.37,6,1.73,23046
23,47,377,89,23.61,280,74.27,8,2.12,23047
23,48,269,49,18.22,209,77.7,11,4.09,23048
23,49,433,125,28.87,300,69.28,8,1.85,23049
23,50,220,40,18.18,177,80.45,3,1.36,23050
23,51,283,54,19.08,222,78.45,7,2.47,23051
23,52,415,103,24.82,302,72.77,10,2.41,23052
23,53,246,41,16.67,201,81.71,4,1.63,23053
23,54,468,113,24.15,348,74.36,7,1.5,23054
23,55,347,91,26.22,249,71.76,7,2.02,23055
23,56,290,95,32.76,189,65.17,6,2.07,23056
24,1,195,2,1.03,192,98.46,1,0.51,24001
24,2,265,3,1.13,261,98.49,1,0.38,24002
24,3,220,2,0.91,216,98.18,2,0.91,24003
24,4,224,1,0.45,222,99.11,1,0.45,24004
24,5,224,4,1.79,219,97.77,1,0.45,24005
24,6,288,2,0.69,286,99.31,0,0.0,24006
24,7,229,2,0.87,227,99.13,0,0.0,24007
24,8,231,8,3.46,222,96.1,1,0.43,24008
24,9,264,7,2.65,255,96.59,2,0.76,24009
24,10,216,2,0.93,213,98.61,1,0.46,24010
24,11,146,3,2.05,142,97.26,1,0.68,24011
24,12,195,5,2.56,186,95.38,4,2.05,24012
24,13,200,2,1.0,196,98.0,2,1.0,24013
24,14,329,2,0.61,325,98.78,2,0.61,24014
24,15,223,3,1.35,218,97.76,2,0.9,24015
24,16,192,2,1.04,189,98.44,1,0.52,24016
24,17,246,3,1.22,243,98.78,0,0.0,24017
24,18,167,1,0.6,165,98.8,1,0.6,24018
24,19,190,1,0.53,189,99.47,0,0.0,24019
24,20,257,5,1.95,249,96.89,3,1.17,24020
24,21,172,3,1.74,168,97.67,1,0.58,24021
24,22,238,4,1.68,234,98.32,0,0.0,24022
24,23,243,4,1.65,238,97.94,1,0.41,24023
24,24,165,0,0.0,165,100.0,0,0.0,24024
24,25,146,1,0.68,143,97.95,2,1.37,24025
24,26,276,0,0.0,276,100.0,0,0.0,24026
24,27,149,4,2.68,144,96.64,1,0.67,24027
24,28,261,1,0.38,259,99.23,1,0.38,24028
24,29,257,1,0.39,252,98.05,4,1.56,24029
24,30,200,4,2.0,196,98.0,0,0.0,24030
24,31,223,1,0.45,222,99.55,0,0.0,24031
24,32,233,2,0.86,231,99.14,0,0.0,24032
24,33,188,1,0.53,187,99.47,0,0.0,24033
24,34,216,3,1.39,210,97.22,3,1.39,24034
24,35,139,2,1.44,137,98.56,0,0.0,24035
24,36,232,1,0.43,231,99.57,0,0.0,24036
24,37,240,3,1.25,237,98.75,0,0.0,24037
24,38,236,2,0.85,233,98.73,1,0.42,24038
24,39,247,0,0.0,247,100.0,0,0.0,24039
24,40,298,4,1.34,294,98.66,0,0.0,24040
24,41,209,3,1.44,205,98.09,1,0.48,24041
24,42,215,1,0.47,214,99.53,0,0.0,24042
24,43,320,6,1.88,313,97.81,1,0.31,24043
24,44,84,0,0.0,84,100.0,0,0.0,24044
24,45,213,1,0.47,211,99.06,1,0.47,24045
24,46,236,1,0.42,234,99.15,1,0.42,24046
24,47,187,3,1.6,183,97.86,1,0.53,24047
24,48,127,2,1.57,125,98.43,0,0.0,24048
24,49,317,1,0.32,316,99.68,0,0.0,24049
24,50,344,5,1.45,339,98.55,0,0.0,24050
24,51,310,8,2.58,300,96.77,2,0.65,24051
24,52,214,1,0.47,213,99.53,0,0.0,24052
24,53,217,7,3.23,208,95.85,2,0.92,24053
24,54,218,3,1.38,214,98.17,1,0.46,24054
24,55,113,0,0.0,113,100.0,0,0.0,24055
24,56,280,0,0.0,278,99.29,2,0.71,24056
24,57,203,11,5.42,190,93.6,2,0.99,24057
24,58,268,3,1.12,264,98.51,1,0.37,24058
24,59,129,0,0.0,129,100.0,0,0.0,24059
25,1,229,24,10.48,198,86.46,7,3.06,25001
25,2,265,16,6.04,235,88.68,14,5.28,25002
25,3,111,4,3.6,105,94.59,2,1.8,25003
25,4,336,45,13.39,279,83.04,12,3.57,25004
25,5,310,53,17.1,254,81.94,3,0.97,25005
25,6,190,19,10.0,162,85.26,9,4.74,25006
25,7,215,17,7.91,195,90.7,3,1.4,25007
25,8,231,18,7.79,208,90.04,5,2.16,25008
25,9,313,27,8.63,276,88.18,10,3.19,25009
25,10,167,12,7.19,152,91.02,3,1.8,25010
25,11,198,25,12.63,167,84.34,6,3.03,25011
25,12,221,21,9.5,190,85.97,10,4.52,25012
25,13,282,24,8.51,253,89.72,5,1.77,25013
25,14,216,31,14.35,181,83.8,4,1.85,25014
25,15,248,29,11.69,210,84.68,9,3.63,25015
25,16,149,17,11.41,130,87.25,2,1.34,25016
25,17,418,31,7.42,373,89.23,14,3.35,25017
25,18,384,33,8.59,346,90.1,5,1.3,25018
25,19,264,16,6.06,240,90.91,8,3.03,25019
25,20,323,20,6.19,295,91.33,8,2.48,25020
25,21,226,56,24.78,163,72.12,7,3.1,25021
25,22,135,16,11.85,117,86.67,2,1.48,25022
25,23,269,13,4.83,248,92.19,8,2.97,25023
25,24,228,23,10.09,201,88.16,4,1.75,25024
25,25,274,52,18.98,206,75.18,16,5.84,25025
25,26,202,37,18.32,162,80.2,3,1.49,25026
25,27,241,56,23.24,182,75.52,3,1.24,25027
25,28,357,67,18.77,284,79.55,6,1.68,25028
25,29,224,19,8.48,199,88.84,6,2.68,25029
25,30,252,21,8.33,223,88.49,8,3.17,25030
26,1,146,18,12.33,124,84.93,4,2.74,26001
26,2,155,2,1.29,149,96.13,4,2.58,26002
26,3,129,7,5.43,121,93.8,1,0.78,26003
26,4,136,19,13.97,114,83.82,3,2.21,26004
26,5,245,8,3.27,233,95.1,4,1.63,26005
26,6,134,8,5.97,125,93.28,1,0.75,26006
26,7,115,21,18.26,87,75.65,7,6.09,26007
26,8,126,11,8.73,105,83.33,10,7.94,26008
26,9,132,14,10.61,113,85.61,5,3.79,26009
26,10,122,4,3.28,113,92.62,5,4.1,26010
26,11,151,13,8.61,132,87.42,6,3.97,26011
26,12,116,9,7.76,104,89.66,3,2.59,26012
26,13,184,30,16.3,148,80.43,6,3.26,26013
26,14,154,9,5.84,144,93.51,1,0.65,26014
26,15,133,10,7.52,120,90.23,3,2.26,26015
26,16,139,6,4.32,132,94.96,1,0.72,26016
26,17,151,37,24.5,111,73.51,3,1.99,26017
26,18,106,11,10.38,93,87.74,2,1.89,26018
26,19,228,25,10.96,194,85.09,9,3.95,26019
26,20,187,8,4.28,177,94.65,2,1.07,26020
26,21,190,11,5.79,176,92.63,3,1.58,26021
26,22,110,5,4.55,101,91.82,4,3.64,26022
26,23,152,8,5.26,141,92.76,3,1.97,26023
26,24,140,19,13.57,117,83.57,4,2.86,26024
26,25,86,1,1.16,83,96.51,2,2.33,26025
26,26,106,8,7.55,98,92.45,0,0.0,26026
26,27,138,6,4.35,131,94.93,1,0.72,26027
26,28,153,4,2.61,146,95.42,3,1.96,26028
26,29,128,4,3.13,121,94.53,3,2.34,26029
26,30,175,13,7.43,158,90.29,4,2.29,26030
26,31,180,13,7.22,165,91.67,2,1.11,26031
26,32,193,30,15.54,159,82.38,4,2.07,26032
26,33,132,28,21.21,100,75.76,4,3.03,26033
26,34,163,7,4.29,148,90.8,8,4.91,26034
26,35,167,17,10.18,144,86.23,6,3.59,26035
26,36,150,6,4.0,138,92.0,6,4.0,26036
26,37,105,14,13.33,89,84.76,2,1.9,26037
26,38,131,4,3.05,124,94.66,3,2.29,26038
26,39,128,3,2.34,121,94.53,4,3.13,26039
26,40,64,4,6.25,57,89.06,3,4.69,26040
26,41,127,5,3.94,119,93.7,3,2.36,26041
26,42,130,9,6.92,114,87.69,7,5.38,26042
26,43,120,9,7.5,109,90.83,2,1.67,26043
26,44,125,6,4.8,115,92.0,4,3.2,26044
26,45,137,1,0.73,130,94.89,6,4.38,26045
26,46,280,51,18.21,223,79.64,6,2.14,26046
26,47,93,9,9.68,83,89.25,1,1.08,26047
26,48,182,12,6.59,167,91.76,3,1.65,26048
26,49,115,9,7.83,102,88.7,4,3.48,26049
26,50,88,6,6.82,80,90.91,2,2.27,26050
26,51,168,10,5.95,156,92.86,2,1.19,26051
26,52,92,4,4.35,88,95.65,0,0.0,26052
26,53,111,10,9.01,99,89.19,2,1.8,26053
26,54,124,5,4.03,118,95.16,1,0.81,26054
26,55,121,4,3.31,114,94.21,3,2.48,26055
26,56,144,5,3.47,135,93.75,4,2.78,26056
26,57,110,7,6.36,100,90.91,3,2.73,26057
26,58,130,4,3.08,123,94.62,3,2.31,26058
26,59,156,8,5.13,145,92.95,3,1.92,26059
26,60,116,8,6.9,103,88.79,5,4.31,26060
26,61,119,8,6.72,107,89.92,4,3.36,26061
26,62,187,19,10.16,166,88.77,2,1.07,26062
26,63,58,4,6.9,54,93.1,0,0.0,26063
27,1,123,33,26.83,87,70.73,3,2.44,27001
27,2,203,3,1.48,199,98.03,1,0.49,27002
27,3,251,2,0.8,247,98.41,2,0.8,27003
27,4,174,5,2.87,165,94.83,4,2.3,27004
27,5,55,6,10.91,49,89.09,0,0.0,27005
27,6,167,3,1.8,164,98.2,0,0.0,27006
27,7,218,40,18.35,171,78.44,7,3.21,27007
27,8,122,5,4.1,117,95.9,0,0.0,27008
27,9,368,15,4.08,351,95.38,2,0.54,27009
27,10,376,2,0.53,370,98.4,4,1.06,27010
27,11,132,2,1.52,129,97.73,1,0.76,27011
27,12,158,3,1.9,154,97.47,1,0.63,27012
27,13,75,5,6.67,70,93.33,0,0.0,27013
27,14,130,1,0.77,129,99.23,0,0.0,27014
27,15,153,5,3.27,145,94.77,3,1.96,27015
27,16,126,34,26.98,91,72.22,1,0.79,27016
27,17,131,25,19.08,105,80.15,1,0.76,27017
27,18,122,20,16.39,96,78.69,6,4.92,27018
27,19,248,2,0.81,246,99.19,0,0.0,27019
27,20,319,2,0.63,312,97.81,5,1.57,27020
27,21,133,0,0.0,132,99.25,1,0.75,27021
27,22,210,1,0.48,209,99.52,0,0.0,27022
27,23,81,0,0.0,81,100.0,0,0.0,27023
27,24,231,3,1.3,227,98.27,1,0.43,27024
27,25,182,4,2.2,177,97.25,1,0.55,27025
27,26,204,4,1.96,199,97.55,1,0.49,27026
27,27,128,1,0.78,124,96.88,3,2.34,27027
27,28,248,40,16.13,205,82.66,3,1.21,27028
27,29,213,1,0.47,211,99.06,1,0.47,27029
27,30,157,1,0.64,153,97.45,3,1.91,27030
27,31,222,2,0.9,220,99.1,0,0.0,27031
27,32,192,11,5.73,175,91.15,6,3.13,27032
27,33,210,10,4.76,192,91.43,8,3.81,27033
27,34,173,1,0.58,171,98.84,1,0.58,27034
27,35,444,61,13.74,366,82.43,17,3.83,27035
27,36,209,4,1.91,202,96.65,3,1.44,27036
27,37,138,9,6.52,127,92.03,2,1.45,27037
27,38,223,29,13.0,182,81.61,12,5.38,27038
27,39,148,3,2.03,143,96.62,2,1.35,27039
27,40,175,2,1.14,172,98.29,1,0.57,27040
27,41,313,68,21.73,235,75.08,10,3.19,27041
27,42,138,28,20.29,107,77.54,3,2.17,27042
27,43,192,3,1.56,186,96.88,3,1.56,27043
27,44,169,1,0.59,167,98.82,1,0.59,27044
27,45,214,2,0.93,211,98.6,1,0.47,27045
27,46,214,1,0.47,212,99.07,1,0.47,27046
27,47,204,0,0.0,201,98.53,3,1.47,27047
27,48,213,3,1.41,210,98.59,0,0.0,27048
27,49,181,2,1.1,178,98.34,1,0.55,27049
27,50,365,63,17.26,292,80.0,10,2.74,27050
27,51,169,5,2.96,162,95.86,2,1.18,27051
27,52,77,2,2.6,75,97.4,0,0.0,27052
27,53,105,7,6.67,98,93.33,0,0.0,27053
27,54,309,63,20.39,233,75.4,13,4.21,27054
27,55,119,21,17.65,94,78.99,4,3.36,27055
27,56,163,29,17.79,125,76.69,9,5.52,27056
27,57,154,29,18.83,122,79.22,3,1.95,27057
27,58,184,25,13.59,156,84.78,3,1.63,27058
27,59,275,17,6.18,251,91.27,7,2.55,27059
27,60,64,3,4.69,61,95.31,0,0.0,27060
27,61,59,2,3.39,57,96.61,0,0.0,27061
27,62,198,5,2.53,192,96.97,1,0.51,27062
27,63,246,1,0.41,245,99.59,0,0.0,27063
27,64,188,1,0.53,183,97.34,4,2.13,27064
28,1,213,0,0.0,211,99.06,2,0.94,28001
28,2,152,2,1.32,150,98.68,0,0.0,28002
28,3,125,0,0.0,125,100.0,0,0.0,28003
28,4,168,2,1.19,165,98.21,1,0.6,28004
28,5,60,0,0.0,60,100.0,0,0.0,28005
28,6,175,2,1.14,172,98.29,1,0.57,28006
28,7,249,2,0.8,245,98.39,2,0.8,28007
28,8,137,2,1.46,135,98.54,0,0.0,28008
28,9,150,0,0.0,150,100.0,0,0.0,28009
28,10,57,0,0.0,57,100.0,0,0.0,28010
28,11,128,0,0.0,127,99.22,1,0.78,28011
28,12,101,1,0.99,99,98.02,1,0.99,28012
28,13,80,0,0.0,78,97.5,2,2.5,28013
28,14,163,4,2.45,159,97.55,0,0.0,28014
28,15,143,0,0.0,143,100.0,0,0.0,28015
28,16,191,3,1.57,188,98.43,0,0.0,28016
28,17,206,6,2.91,196,95.15,4,1.94,28017
28,18,271,3,1.11,265,97.79,3,1.11,28018
28,19,239,0,0.0,238,99.58,1,0.42,28019
28,20,221,2,0.9,217,98.19,2,0.9,28020
28,21,247,5,2.02,240,97.17,2,0.81,28021
28,22,202,7,3.47,195,96.53,0,0.0,28022
28,23,248,3,1.21,244,98.39,1,0.4,28023
28,24,163,0,0.0,163,100.0,0,0.0,28024
28,25,169,3,1.78,164,97.04,2,1.18,28025
28,26,217,2,0.92,214,98.62,1,0.46,28026
28,27,135,1,0.74,134,99.26,0,0.0,28027
28,28,178,1,0.56,175,98.31,2,1.12,28028
28,29,179,21,11.73,153,85.47,5,2.79,28029
28,30,143,2,1.4,137,95.8,4,2.8,28030
28,31,143,1,0.7,142,99.3,0,0.0,28031
28,32,199,6,3.02,193,96.98,0,0.0,28032
28,33,168,2,1.19,165,98.21,1,0.6,28033
28,34,20,0,0.0,20,100.0,0,0.0,28034
28,35,166,4,2.41,162,97.59,0,0.0,28035
28,36,208,1,0.48,207,99.52,0,0.0,28036
28,37,252,5,1.98,246,97.62,1,0.4,28037
28,38,81,6,7.41,74,91.36,1,1.23,28038
28,39,113,5,4.42,104,92.04,4,3.54,28039
28,40,233,1,0.43,231,99.14,1,0.43,28040
28,41,94,0,0.0,94,100.0,0,0.0,28041
28,42,140,2,1.43,138,98.57,0,0.0,28042
28,43,139,3,2.16,134,96.4,2,1.44,28043
28,44,138,1,0.72,137,99.28,0,0.0,28044
28,45,161,4,2.48,155,96.27,2,1.24,28045
28,46,170,0,0.0,169,99.41,1,0.59,28046
28,47,158,3,1.9,152,96.2,3,1.9,28047
28,48,128,1,0.78,126,98.44,1,0.78,28048
28,49,125,2,1.6,122,97.6,1,0.8,28049
28,50,127,0,0.0,127,100.0,0,0.0,28050
28,51,222,1,0.45,218,98.2,3,1.35,28051
28,52,208,4,1.92,200,96.15,4,1.92,28052
28,53,93,0,0.0,91,97.85,2,2.15,28053
28,54,190,0,0.0,190,100.0,0,0.0,28054
28,55,172,3,1.74,169,98.26,0,0.0,28055
28,56,195,2,1.03,192,98.46,1,0.51,28056
28,57,152,3,1.97,148,97.37,1,0.66,28057
28,58,156,1,0.64,155,99.36,0,0.0,28058
28,59,151,0,0.0,151,100.0,0,0.0,28059
28,60,176,0,0.0,176,100.0,0,0.0,28060
28,61,104,0,0.0,104,100.0,0,0.0,28061
