ward,precinct,total,CHRISTOPHER A. BULLOCK,CHRISTOPHER A. BULLOCK Percent,"JOHN H. STROGER, JR.","JOHN H. STROGER, JR. Percent",precinct_id
12,19,147,40,27.21,107,72.79,12019
12,20,169,35,20.71,134,79.29,12020
12,21,192,45,23.44,147,76.56,12021
12,22,113,15,13.27,98,86.73,12022
12,23,117,25,21.37,92,78.63,12023
12,24,205,41,20.0,164,80.0,12024
12,25,145,32,22.07,113,77.93,12025
12,26,156,23,14.74,133,85.26,12026
12,27,95,31,32.63,64,67.37,12027
12,28,167,38,22.75,129,77.25,12028
12,29,171,41,23.98,130,76.02,12029
13,1,313,88,28.12,225,71.88,13001
13,2,256,63,24.61,193,75.39,13002
13,3,321,77,23.99,244,76.01,13003
13,4,453,124,27.37,329,72.63,13004
13,5,260,55,21.15,205,78.85,13005
13,6,279,72,25.81,207,74.19,13006
13,7,305,54,17.7,251,82.3,13007
13,8,345,110,31.88,235,68.12,13008
13,9,304,58,19.08,246,80.92,13009
13,10,280,77,27.5,203,72.5,13010
13,11,273,50,18.32,223,81.68,13011
13,12,317,74,23.34,243,76.66,13012
13,13,353,57,16.15,296,83.85,13013
13,14,254,61,24.02,193,75.98,13014
13,15,309,63,20.39,246,79.61,13015
13,16,250,49,19.6,201,80.4,13016
13,17,329,80,24.32,249,75.68,13017
13,18,278,47,16.91,231,83.09,13018
13,19,244,43,17.62,201,82.38,13019
13,20,280,48,17.14,232,82.86,13020
13,21,211,50,23.7,161,76.3,13021
13,22,325,65,20.0,260,80.0,13022
13,23,241,41,17.01,200,82.99,13023
13,24,327,57,17.43,270,82.57,13024
13,25,257,55,21.4,202,78.6,13025
13,26,211,43,20.38,168,79.62,13026
13,27,357,85,23.81,272,76.19,13027
13,28,234,47,20.09,187,79.91,13028
13,29,308,82,26.62,226,73.38,13029
13,30,271,62,22.88,209,77.12,13030
13,31,291,43,14.78,248,85.22,13031
13,32,284,37,13.03,247,86.97,13032
13,33,286,52,18.18,234,81.82,13033
13,34,283,57,20.14,226,79.86,13034
13,35,345,65,18.84,280,81.16,13035
13,36,193,35,18.13,158,81.87,13036
13,37,227,50,22.03,177,77.97,13037
13,38,327,94,28.75,233,71.25,13038
13,39,289,50,17.3,239,82.7,13039
13,40,273,47,17.22,226,82.78,13040
13,41,240,46,19.17,194,80.83,13041
13,42,370,83,22.43,287,77.57,13042
13,43,245,40,16.33,205,83.67,13043
13,44,365,35,9.59,330,90.41,13044
13,45,419,96,22.91,323,77.09,13045
13,46,281,47,16.73,234,83.27,13046
13,47,327,58,17.74,269,82.26,13047
13,48,288,65,22.57,223,77.43,13048
13,49,353,67,18.98,286,81.02,13049
13,50,364,52,14.29,312,85.71,13050
13,51,255,58,22.75,197,77.25,13051
13,52,362,83,22.93,279,77.07,13052
13,53,363,80,22.04,283,77.96,13053
13,54,303,57,18.81,246,81.19,13054
14,1,173,41,23.7,132,76.3,14001
14,2,185,40,21.62,145,78.38,14002
14,3,258,40,15.5,218,84.5,14003
14,4,183,36,19.67,147,80.33,14004
14,5,266,37,13.91,229,86.09,14005
14,6,172,43,25.0,129,75.0,14006
14,7,211,39,18.48,172,81.52,14007
14,8,127,33,25.98,94,74.02,14008
14,9,229,37,16.16,192,83.84,14009
14,10,201,47,23.38,154,76.62,14010
14,11,190,21,11.05,169,88.95,14011
14,12,159,21,13.21,138,86.79,14012
14,13,259,63,24.32,196,75.68,14013
14,14,155,19,12.26,136,87.74,14014
14,15,262,24,9.16,238,90.84,14015
14,16,235,61,25.96,174,74.04,14016
14,17,265,34,12.83,231,87.17,14017
14,18,194,43,22.16,151,77.84,14018
14,19,287,37,12.89,250,87.11,14019
14,20,194,38,19.59,156,80.41,14020
14,21,229,41,17.9,188,82.1,14021
14,22,220,39,17.73,181,82.27,14022
14,23,164,23,14.02,141,85.98,14023
14,24,136,17,12.5,119,87.5,14024
14,25,235,54,22.98,181,77.02,14025
14,26,153,28,18.3,125,81.7,14026
14,27,144,34,23.61,110,76.39,14027
14,28,232,57,24.57,175,75.43,14028
14,29,233,33,14.16,200,85.84,14029
14,30,181,38,20.99,143,79.01,14030
14,31,214,27,12.62,187,87.38,14031
14,32,175,24,13.71,151,86.29,14032
14,33,162,19,11.73,143,88.27,14033
14,34,177,20,11.3,157,88.7,14034
14,35,109,32,29.36,77,70.64,14035
14,36,255,57,22.35,198,77.65,14036
14,37,191,36,18.85,155,81.15,14037
15,1,135,16,11.85,119,88.15,15001
15,2,195,3,1.54,192,98.46,15002
15,3,227,9,3.96,218,96.04,15003
15,4,204,6,2.94,198,97.06,15004
15,5,216,9,4.17,207,95.83,15005
15,6,194,21,10.82,173,89.18,15006
15,7,180,2,1.11,178,98.89,15007
15,8,273,10,3.66,263,96.34,15008
15,9,219,18,8.22,201,91.78,15009
15,10,182,50,27.47,132,72.53,15010
15,11,204,7,3.43,197,96.57,15011
15,12,133,4,3.01,129,96.99,15012
15,13,141,10,7.09,131,92.91,15013
15,14,229,48,20.96,181,79.04,15014
15,15,260,24,9.23,236,90.77,15015
15,16,158,37,23.42,121,76.58,15016
15,17,223,3,1.35,220,98.65,15017
15,18,176,8,4.55,168,95.45,15018
15,19,202,8,3.96,194,96.04,15019
15,20,204,5,2.45,199,97.55,15020
15,21,216,3,1.39,213,98.61,15021
15,22,222,13,5.86,209,94.14,15022
15,23,186,5,2.69,181,97.31,15023
15,24,192,10,5.21,182,94.79,15024
15,25,211,22,10.43,189,89.57,15025
15,26,179,7,3.91,172,96.09,15026
15,27,153,7,4.58,146,95.42,15027
15,28,249,46,18.47,203,81.53,15028
15,29,109,3,2.75,106,97.25,15029
15,30,227,9,3.96,218,96.04,15030
15,31,172,2,1.16,170,98.84,15031
15,32,233,16,6.87,217,93.13,15032
15,33,175,12,6.86,163,93.14,15033
15,34,166,5,3.01,161,96.99,15034
15,35,207,6,2.9,201,97.1,15035
15,36,173,2,1.16,171,98.84,15036
15,37,187,3,1.6,184,98.4,15037
15,38,171,11,6.43,160,93.57,15038
15,39,220,2,0.91,218,99.09,15039
15,40,196,3,1.53,193,98.47,15040
15,41,280,34,12.14,246,87.86,15041
15,42,136,4,2.94,132,97.06,15042
15,43,194,4,2.06,190,97.94,15043
15,44,196,24,12.24,172,87.76,15044
15,45,87,5,5.75,82,94.25,15045
15,46,201,3,1.49,198,98.51,15046
15,47,228,6,2.63,222,97.37,15047
15,48,160,6,3.75,154,96.25,15048
15,49,154,17,11.04,137,88.96,15049
15,50,189,0,0.0,189,100.0,15050
15,51,159,1,0.63,158,99.37,15051
15,52,127,3,2.36,124,97.64,15052
16,1,120,9,7.5,111,92.5,16001
16,2,159,3,1.89,156,98.11,16002
16,3,231,4,1.73,227,98.27,16003
16,4,174,8,4.6,166,95.4,16004
16,5,233,8,3.43,225,96.57,16005
16,6,86,3,3.49,83,96.51,16006
16,7,192,8,4.17,184,95.83,16007
16,8,167,6,3.59,161,96.41,16008
16,9,285,10,3.51,275,96.49,16009
16,10,153,6,3.92,147,96.08,16010
16,11,250,11,4.4,239,95.6,16011
16,12,157,5,3.18,152,96.82,16012
16,13,166,31,18.67,135,81.33,16013
16,14,229,3,1.31,226,98.69,16014
16,15,251,10,3.98,241,96.02,16015
16,16,202,2,0.99,200,99.01,16016
16,17,280,59,21.07,221,78.93,16017
16,18,193,4,2.07,189,97.93,16018
16,19,147,7,4.76,140,95.24,16019
16,20,218,7,3.21,211,96.79,16020
16,21,192,34,17.71,158,82.29,16021
16,22,160,9,5.63,151,94.38,16022
16,23,197,29,14.72,168,85.28,16023
16,24,125,3,2.4,122,97.6,16024
16,25,160,3,1.88,157,98.13,16025
16,26,232,4,1.72,228,98.28,16026
16,27,232,6,2.59,226,97.41,16027
16,28,269,4,1.49,265,98.51,16028
16,29,111,7,6.31,104,93.69,16029
16,30,155,5,3.23,150,96.77,16030
16,31,245,9,3.67,236,96.33,16031
16,32,166,30,18.07,136,81.93,16032
16,33,202,5,2.48,197,97.52,16033
16,34,179,4,2.23,175,97.77,16034
16,35,178,25,14.04,153,85.96,16035
16,36,216,9,4.17,207,95.83,16036
16,37,175,4,2.29,171,97.71,16037
16,38,196,5,2.55,191,97.45,16038
16,39,107,25,23.36,82,76.64,16039
16,40,256,9,3.52,247,96.48,16040
16,41,100,4,4.0,96,96.0,16041
16,42,130,16,12.31,114,87.69,16042
16,43,235,2,0.85,233,99.15,16043
16,44,213,11,5.16,202,94.84,16044
16,45,136,3,2.21,133,97.79,16045
16,46,87,1,1.15,86,98.85,16046
16,47,83,4,4.82,79,95.18,16047
17,1,167,3,1.8,164,98.2,17001
17,2,231,13,5.63,218,94.37,17002
17,3,218,7,3.21,211,96.79,17003
17,4,365,8,2.19,357,97.81,17004
17,5,245,5,2.04,240,97.96,17005
17,6,183,6,3.28,177,96.72,17006
17,7,290,11,3.79,279,96.21,17007
17,8,164,1,0.61,163,99.39,17008
17,9,182,3,1.65,179,98.35,17009
17,10,290,8,2.76,282,97.24,17010
17,11,265,2,0.75,263,99.25,17011
17,12,282,4,1.42,278,98.58,17012
17,13,179,3,1.68,176,98.32,17013
17,14,246,7,2.85,239,97.15,17014
17,15,216,6,2.78,210,97.22,17015
17,16,242,5,2.07,237,97.93,17016
17,17,195,1,0.51,194,99.49,17017
17,18,263,4,1.52,259,98.48,17018
17,19,110,2,1.82,108,98.18,17019
17,20,228,5,2.19,223,97.81,17020
17,21,338,17,5.03,321,94.97,17021
17,22,274,5,1.82,269,98.18,17022
17,23,187,3,1.6,184,98.4,17023
17,24,260,8,3.08,252,96.92,17024
17,25,158,1,0.63,157,99.37,17025
17,26,302,5,1.66,297,98.34,17026
17,27,307,6,1.95,301,98.05,17027
17,28,233,10,4.29,223,95.71,17028
17,29,290,2,0.69,288,99.31,17029
17,30,299,4,1.34,295,98.66,17030
17,31,268,4,1.49,264,98.51,17031
17,32,286,3,1.05,283,98.95,17032
17,33,205,3,1.46,202,98.54,17033
17,34,221,4,1.81,217,98.19,17034
17,35,162,4,2.47,158,97.53,17035
17,36,153,2,1.31,151,98.69,17036
17,37,232,4,1.72,228,98.28,17037
17,38,238,4,1.68,234,98.32,17038
17,39,178,1,0.56,177,99.44,17039
17,40,186,7,3.76,179,96.24,17040
17,41,219,1,0.46,218,99.54,17041
17,42,222,5,2.25,217,97.75,17042
17,43,231,7,3.03,224,96.97,17043
17,44,226,6,2.65,220,97.35,17044
17,45,166,6,3.61,160,96.39,17045
17,46,249,6,2.41,243,97.59,17046
17,47,139,5,3.6,134,96.4,17047
17,48,243,3,1.23,240,98.77,17048
17,49,203,3,1.48,200,98.52,17049
17,50,210,8,3.81,202,96.19,17050
17,51,286,6,2.1,280,97.9,17051
17,52,347,10,2.88,337,97.12,17052
17,53,242,3,1.24,239,98.76,17053
17,54,284,7,2.46,277,97.54,17054
17,55,217,9,4.15,208,95.85,17055
17,56,249,8,3.21,241,96.79,17056
17,57,286,2,0.7,284,99.3,17057
17,58,233,5,2.15,228,97.85,17058
17,59,159,2,1.26,157,98.74,17059
17,60,329,6,1.82,323,98.18,17060
17,61,227,4,1.76,223,98.24,17061
17,62,212,4,1.89,208,98.11,17062
17,63,203,7,3.45,196,96.55,17063
17,64,176,3,1.7,173,98.3,17064
18,1,177,18,10.17,159,89.83,18001
18,2,295,36,12.2,259,87.8,18002
18,3,286,110,38.46,176,61.54,18003
18,4,315,28,8.89,287,91.11,18004
18,5,301,12,3.99,289,96.01,18005
18,6,287,118,41.11,169,58.89,18006
18,7,255,42,16.47,213,83.53,18007
18,8,121,8,6.61,113,93.39,18008
18,9,321,40,12.46,281,87.54,18009
18,10,406,42,10.34,364,89.66,18010
18,11,290,67,23.1,223,76.9,18011
18,12,372,43,11.56,329,88.44,18012
18,13,310,33,10.65,277,89.35,18013
18,14,351,25,7.12,326,92.88,18014
18,15,189,43,22.75,146,77.25,18015
18,16,302,18,5.96,284,94.04,18016
18,17,259,34,13.13,225,86.87,18017
18,18,314,15,4.78,299,95.22,18018
18,19,224,1,0.45,223,99.55,18019
18,20,296,10,3.38,286,96.62,18020
18,21,388,38,9.79,350,90.21,18021
18,22,340,17,5.0,323,95.0,18022
18,23,271,30,11.07,241,88.93,18023
18,24,339,4,1.18,335,98.82,18024
18,25,315,12,3.81,303,96.19,18025
18,26,249,11,4.42,238,95.58,18026
18,27,287,35,12.2,252,87.8,18027
18,28,350,126,36.0,224,64.0,18028
18,29,326,78,23.93,248,76.07,18029
18,30,270,3,1.11,267,98.89,18030
18,31,278,20,7.19,258,92.81,18031
18,32,345,9,2.61,336,97.39,18032
18,33,243,4,1.65,239,98.35,18033
18,34,373,31,8.31,342,91.69,18034
18,35,366,35,9.56,331,90.44,18035
18,36,229,37,16.16,192,83.84,18036
18,37,212,28,13.21,184,86.79,18037
18,38,361,9,2.49,352,97.51,18038
18,39,235,18,7.66,217,92.34,18039
18,40,357,27,7.56,330,92.44,18040
18,41,334,103,30.84,231,69.16,18041
18,42,229,37,16.16,192,83.84,18042
18,43,258,42,16.28,216,83.72,18043
18,44,200,22,11.0,178,89.0,18044
18,45,302,7,2.32,295,97.68,18045
18,46,259,9,3.47,250,96.53,18046
18,47,283,19,6.71,264,93.29,18047
18,48,223,68,30.49,155,69.51,18048
18,49,219,10,4.57,209,95.43,18049
18,50,285,19,6.67,266,93.33,18050
18,51,173,4,2.31,169,97.69,18051
18,52,259,3,1.16,256,98.84,18052
18,53,251,1,0.4,250,99.6,18053
18,54,305,16,5.25,289,94.75,18054
18,55,355,146,41.13,209,58.87,18055
18,56,273,58,21.25,215,78.75,18056
18,57,246,30,12.2,216,87.8,18057
18,58,277,8,2.89,269,97.11,18058
18,59,194,4,2.06,190,97.94,18059
18,60,343,8,2.33,335,97.67,18060
18,61,297,7,2.36,290,97.64,18061
18,62,218,7,3.21,211,96.79,18062
18,63,283,4,1.41,279,98.59,18063
18,64,241,46,19.09,195,80.91,18064
19,1,401,118,29.43,283,70.57,19001
19,2,332,58,17.47,274,82.53,19002
19,3,366,150,40.98,216,59.02,19003
19,4,355,127,35.77,228,64.23,19004
19,5,353,71,20.11,282,79.89,19005
19,6,371,126,33.96,245,66.04,19006
19,7,352,85,24.15,267,75.85,19007
19,8,312,119,38.14,193,61.86,19008
19,9,290,97,33.45,193,66.55,19009
19,10,458,138,30.13,320,69.87,19010
19,11,403,163,40.45,240,59.55,19011
19,12,366,151,41.26,215,58.74,19012
19,13,295,23,7.8,272,92.2,19013
19,14,251,81,32.27,170,67.73,19014
19,15,216,88,40.74,128,59.26,19015
19,16,446,136,30.49,310,69.51,19016
19,17,373,101,27.08,272,72.92,19017
19,18,459,136,29.63,323,70.37,19018
19,19,396,113,28.54,283,71.46,19019
19,20,308,58,18.83,250,81.17,19020
19,21,314,104,33.12,210,66.88,19021
19,22,424,107,25.24,317,74.76,19022
19,23,437,144,32.95,293,67.05,19023
19,24,293,101,34.47,192,65.53,19024
19,25,422,136,32.23,286,67.77,19025
19,26,425,134,31.53,291,68.47,19026
19,27,245,50,20.41,195,79.59,19027
19,28,435,39,8.97,396,91.03,19028
19,29,330,124,37.58,206,62.42,19029
19,30,368,128,34.78,240,65.22,19030
19,31,343,122,35.57,221,64.43,19031
19,32,447,137,30.65,310,69.35,19032
19,33,433,184,42.49,249,57.51,19033
19,34,395,129,32.66,266,67.34,19034
19,35,343,89,25.95,254,74.05,19035
19,36,417,65,15.59,352,84.41,19036
19,37,336,60,17.86,276,82.14,19037
19,38,447,86,19.24,361,80.76,19038
19,39,235,11,4.68,224,95.32,19039
19,40,340,92,27.06,248,72.94,19040
19,41,403,170,42.18,233,57.82,19041
19,42,284,49,17.25,235,82.75,19042
19,43,371,20,5.39,351,94.61,19043
19,44,327,118,36.09,209,63.91,19044
19,45,437,140,32.04,297,67.96,19045
19,46,484,152,31.4,332,68.6,19046
19,47,259,60,23.17,199,76.83,19047
19,48,281,5,1.78,276,98.22,19048
19,49,413,59,14.29,354,85.71,19049
19,50,366,12,3.28,354,96.72,19050
19,51,348,119,34.2,229,65.8,19051
19,52,330,136,41.21,194,58.79,19052
19,53,379,111,29.29,268,70.71,19053
19,54,301,119,39.53,182,60.47,19054
19,55,336,92,27.38,244,72.62,19055
19,56,455,131,28.79,324,71.21,19056
19,57,396,99,25.0,297,75.0,19057
19,58,402,141,35.07,261,64.93,19058
19,59,419,149,35.56,270,64.44,19059
19,60,319,14,4.39,305,95.61,19060
19,61,478,116,24.27,362,75.73,19061
19,62,366,96,26.23,270,73.77,19062
19,63,238,41,17.23,197,82.77,19063
19,64,419,86,20.53,333,79.47,19064
19,65,231,53,22.94,178,77.06,19065
19,66,337,15,4.45,322,95.55,19066
19,67,86,31,36.05,55,63.95,19067
20,1,257,6,2.33,251,97.67,20001
20,2,189,6,3.17,183,96.83,20002
20,3,291,7,2.41,284,97.59,20003
20,4,151,18,11.92,133,88.08,20004
20,5,177,4,2.26,173,97.74,20005
20,6,251,6,2.39,245,97.61,20006
20,7,176,8,4.55,168,95.45,20007
20,8,79,12,15.19,67,84.81,20008
20,9,231,8,3.46,223,96.54,20009
20,10,229,7,3.06,222,96.94,20010
20,11,172,0,0.0,172,100.0,20011
20,12,98,2,2.04,96,97.96,20012
20,13,52,1,1.92,51,98.08,20013
20,14,348,4,1.15,344,98.85,20014
20,15,82,24,29.27,58,70.73,20015
20,16,119,5,4.2,114,95.8,20016
20,17,207,3,1.45,204,98.55,20017
20,18,295,10,3.39,285,96.61,20018
20,19,111,1,0.9,110,99.1,20019
20,20,144,4,2.78,140,97.22,20020
20,21,87,14,16.09,73,83.91,20021
20,22,234,5,2.14,229,97.86,20022
20,23,296,9,3.04,287,96.96,20023
20,24,331,13,3.93,318,96.07,20024
20,25,115,2,1.74,113,98.26,20025
20,26,228,13,5.7,215,94.3,20026
20,27,177,0,0.0,177,100.0,20027
20,28,275,9,3.27,266,96.73,20028
20,29,229,8,3.49,221,96.51,20029
20,30,224,3,1.34,221,98.66,20030
20,31,237,4,1.69,233,98.31,20031
20,32,376,5,1.33,371,98.67,20032
20,33,328,8,2.44,320,97.56,20033
20,34,296,21,7.09,275,92.91,20034
20,35,123,3,2.44,120,97.56,20035
20,36,229,12,5.24,217,94.76,20036
20,37,167,3,1.8,164,98.2,20037
20,38,42,1,2.38,41,97.62,20038
20,39,219,7,3.2,212,96.8,20039
20,40,171,2,1.17,169,98.83,20040
20,41,11,0,0.0,11,100.0,20041
20,42,187,3,1.6,184,98.4,20042
20,43,84,13,15.48,71,84.52,20043
20,44,258,7,2.71,251,97.29,20044
20,45,47,1,2.13,46,97.87,20045
20,46,176,5,2.84,171,97.16,20046
20,47,148,6,4.05,142,95.95,20047
20,48,103,6,5.83,97,94.17,20048
20,49,193,5,2.59,188,97.41,20049
20,50,210,2,0.95,208,99.05,20050
20,51,50,5,10.0,45,90.0,20051
20,52,97,5,5.15,92,94.85,20052
20,53,46,2,4.35,44,95.65,20053
20,54,158,4,2.53,154,97.47,20054
20,55,115,2,1.74,113,98.26,20055
21,1,420,6,1.43,414,98.57,21001
21,2,120,0,0.0,120,100.0,21002
21,3,451,11,2.44,440,97.56,21003
21,4,385,10,2.6,375,97.4,21004
21,5,306,6,1.96,300,98.04,21005
21,6,293,7,2.39,286,97.61,21006
21,7,326,9,2.76,317,97.24,21007
21,8,329,8,2.43,321,97.57,21008
21,9,301,3,1.0,298,99.0,21009
21,10,211,4,1.9,207,98.1,21010
21,11,327,9,2.75,318,97.25,21011
21,12,339,11,3.24,328,96.76,21012
21,13,155,5,3.23,150,96.77,21013
21,14,289,3,1.04,286,98.96,21014
21,15,265,1,0.38,264,99.62,21015
21,16,282,6,2.13,276,97.87,21016
21,17,140,2,1.43,138,98.57,21017
21,18,299,8,2.68,291,97.32,21018
21,19,249,5,2.01,244,97.99,21019
21,20,151,5,3.31,146,96.69,21020
21,21,323,9,2.79,314,97.21,21021
21,22,340,11,3.24,329,96.76,21022
21,23,239,5,2.09,234,97.91,21023
21,24,315,3,0.95,312,99.05,21024
21,25,245,3,1.22,242,98.78,21025
21,26,237,4,1.69,233,98.31,21026
21,27,338,11,3.25,327,96.75,21027
21,28,229,1,0.44,228,99.56,21028
21,29,152,2,1.32,150,98.68,21029
21,30,226,4,1.77,222,98.23,21030
21,31,407,7,1.72,400,98.28,21031
21,32,194,4,2.06,190,97.94,21032
21,33,319,11,3.45,308,96.55,21033
21,34,351,5,1.42,346,98.58,21034
21,35,202,7,3.47,195,96.53,21035
21,36,269,11,4.09,258,95.91,21036
21,37,210,5,2.38,205,97.62,21037
21,38,292,9,3.08,283,96.92,21038
21,39,256,5,1.95,251,98.05,21039
21,40,291,5,1.72,286,98.28,21040
21,41,259,10,3.86,249,96.14,21041
21,42,294,8,2.72,286,97.28,21042
21,43,284,9,3.17,275,96.83,21043
21,44,290,8,2.76,282,97.24,21044
21,45,249,7,2.81,242,97.19,21045
21,46,228,3,1.32,225,98.68,21046
21,47,375,7,1.87,368,98.13,21047
21,48,374,6,1.6,368,98.4,21048
21,49,371,6,1.62,365,98.38,21049
21,50,303,7,2.31,296,97.69,21050
21,51,337,8,2.37,329,97.63,21051
21,52,325,7,2.15,318,97.85,21052
21,53,265,8,3.02,257,96.98,21053
21,54,272,4,1.47,268,98.53,21054
21,55,321,7,2.18,314,97.82,21055
21,56,216,4,1.85,212,98.15,21056
21,57,298,6,2.01,292,97.99,21057
21,58,223,4,1.79,219,98.21,21058
21,59,363,7,1.93,356,98.07,21059
21,60,283,9,3.18,274,96.82,21060
21,61,337,13,3.86,324,96.14,21061
21,62,300,13,4.33,287,95.67,21062
21,63,287,7,2.44,280,97.56,21063
21,64,157,4,2.55,153,97.45,21064
21,65,267,12,4.49,255,95.51,21065
21,66,245,3,1.22,242,98.78,21066
21,67,249,2,0.8,247,99.2,21067
21,68,316,6,1.9,310,98.1,21068
21,69,246,7,2.85,239,97.15,21069
21,70,207,6,2.9,201,97.1,21070
21,71,217,2,0.92,215,99.08,21071
21,72,257,9,3.5,248,96.5,21072
21,73,377,11,2.92,366,97.08,21073
21,74,115,4,3.48,111,96.52,21074
21,75,219,2,0.91,217,99.09,21075
21,76,309,11,3.56,298,96.44,21076
22,1,136,13,9.56,123,90.44,22001
22,2,103,16,15.53,87,84.47,22002
22,3,129,7,5.43,122,94.57,22003
22,4,159,12,7.55,147,92.45,22004
22,5,186,18,9.68,168,90.32,22005
22,6,160,14,8.75,146,91.25,22006
22,7,211,4,1.9,207,98.1,22007
22,8,140,30,21.43,110,78.57,22008
22,9,157,20,12.74,137,87.26,22009
22,10,145,21,14.48,124,85.52,22010
22,11,168,22,13.1,146,86.9,22011
22,12,117,22,18.8,95,81.2,22012
22,13,198,22,11.11,176,88.89,22013
22,14,125,13,10.4,112,89.6,22014
22,15,139,20,14.39,119,85.61,22015
22,16,203,25,12.32,178,87.68,22016
22,17,151,23,15.23,128,84.77,22017
22,18,164,25,15.24,139,84.76,22018
22,19,184,8,4.35,176,95.65,22019
22,20,185,31,16.76,154,83.24,22020
22,21,234,9,3.85,225,96.15,22021
22,22,131,19,14.5,112,85.5,22022
22,23,98,10,10.2,88,89.8,22023
22,24,134,10,7.46,124,92.54,22024
22,25,123,11,8.94,112,91.06,22025
22,26,129,14,10.85,115,89.15,22026
22,27,163,27,16.56,136,83.44,22027
22,28,134,10,7.46,124,92.54,22028
22,29,105,15,14.29,90,85.71,22029
22,30,170,24,14.12,146,85.88,22030
23,1,304,103,33.88,201,66.12,23001
23,2,389,95,24.42,294,75.58,23002
23,3,324,118,36.42,206,63.58,23003
23,4,316,126,39.87,190,60.13,23004
23,5,243,64,26.34,179,73.66,23005
23,6,344,87,25.29,257,74.71,23006
23,7,159,3,1.89,156,98.11,23007
23,8,364,100,27.47,264,72.53,23008
23,9,265,61,23.02,204,76.98,23009
23,10,381,73,19.16,308,80.84,23010
23,11,361,132,36.57,229,63.43,23011
23,12,305,126,41.31,179,58.69,23012
23,13,394,128,32.49,266,67.51,23013
23,14,150,1,0.67,149,99.33,23014
23,15,346,115,33.24,231,66.76,23015
23,16,368,124,33.7,244,66.3,23016
23,17,407,143,35.14,264,64.86,23017
23,18,283,86,30.39,197,69.61,23018
23,19,302,102,33.77,200,66.23,23019
23,20,296,90,30.41,206,69.59,23020
23,21,267,6,2.25,261,97.75,23021
23,22,364,127,34.89,237,65.11,23022
23,23,320,114,35.63,206,64.38,23023
23,24,218,59,27.06,159,72.94,23024
23,25,229,67,29.26,162,70.74,23025
23,26,345,126,36.52,219,63.48,23026
23,27,310,99,31.94,211,68.06,23027
23,28,326,100,30.67,226,69.33,23028
23,29,264,61,23.11,203,76.89,23029
23,30,318,88,27.67,230,72.33,23030
23,31,287,63,21.95,224,78.05,23031
23,32,344,79,22.97,265,77.03,23032
23,33,339,91,26.84,248,73.16,23033
23,34,255,89,34.9,166,65.1,23034
23,35,219,5,2.28,214,97.72,23035
23,36,423,140,33.1,283,66.9,23036
23,37,233,5,2.15,228,97.85,23037
23,38,246,69,28.05,177,71.95,23038
23,39,315,127,40.32,188,59.68,23039
23,40,318,108,33.96,210,66.04,23040
23,41,310,95,30.65,215,69.35,23041
23,42,279,83,29.75,196,70.25,23042
23,43,373,128,34.32,245,65.68,23043
23,44,329,84,25.53,245,74.47,23044
23,45,362,120,33.15,242,66.85,23045
23,46,329,118,35.87,211,64.13,23046
23,47,364,140,38.46,224,61.54,23047
23,48,267,72,26.97,195,73.03,23048
23,49,427,159,37.24,268,62.76,23049
23,50,210,61,29.05,149,70.95,23050
23,51,279,73,26.16,206,73.84,23051
23,52,401,114,28.43,287,71.57,23052
23,53,239,66,27.62,173,72.38,23053
23,54,443,144,32.51,299,67.49,23054
23,55,343,125,36.44,218,63.56,23055
23,56,279,121,43.37,158,56.63,23056
24,1,194,3,1.55,191,98.45,24001
24,2,251,9,3.59,242,96.41,24002
24,3,211,6,2.84,205,97.16,24003
24,4,228,4,1.75,224,98.25,24004
24,5,214,5,2.34,209,97.66,24005
24,6,277,6,2.17,271,97.83,24006
24,7,218,2,0.92,216,99.08,24007
24,8,219,8,3.65,211,96.35,24008
24,9,255,14,5.49,241,94.51,24009
24,10,214,3,1.4,211,98.6,24010
24,11,143,2,1.4,141,98.6,24011
24,12,193,2,1.04,191,98.96,24012
24,13,198,5,2.53,193,97.47,24013
24,14,322,8,2.48,314,97.52,24014
24,15,223,6,2.69,217,97.31,24015
24,16,188,5,2.66,183,97.34,24016
24,17,244,9,3.69,235,96.31,24017
24,18,164,6,3.66,158,96.34,24018
24,19,183,1,0.55,182,99.45,24019
24,20,259,8,3.09,251,96.91,24020
24,21,172,7,4.07,165,95.93,24021
24,22,239,6,2.51,233,97.49,24022
24,23,234,5,2.14,229,97.86,24023
24,24,159,4,2.52,155,97.48,24024
24,25,142,1,0.7,141,99.3,24025
24,26,265,5,1.89,260,98.11,24026
24,27,150,6,4.0,144,96.0,24027
24,28,245,6,2.45,239,97.55,24028
24,29,261,9,3.45,252,96.55,24029
24,30,196,4,2.04,192,97.96,24030
24,31,216,4,1.85,212,98.15,24031
24,32,236,4,1.69,232,98.31,24032
24,33,187,1,0.53,186,99.47,24033
24,34,218,10,4.59,208,95.41,24034
24,35,137,5,3.65,132,96.35,24035
24,36,223,1,0.45,222,99.55,24036
24,37,237,3,1.27,234,98.73,24037
24,38,227,8,3.52,219,96.48,24038
24,39,243,3,1.23,240,98.77,24039
24,40,298,7,2.35,291,97.65,24040
24,41,202,3,1.49,199,98.51,24041
24,42,205,4,1.95,201,98.05,24042
24,43,312,9,2.88,303,97.12,24043
24,44,86,2,2.33,84,97.67,24044
24,45,215,3,1.4,212,98.6,24045
24,46,238,3,1.26,235,98.74,24046
24,47,182,4,2.2,178,97.8,24047
24,48,128,4,3.13,124,96.88,24048
24,49,311,12,3.86,299,96.14,24049
