ward,precinct,total,CHRISTOPHER A. BULLOCK,CHRISTOPHER A. BULLOCK Percent,"JOHN H. STROGER, JR.","JOHN H. STROGER, JR. Percent",precinct_id
37,25,280,4,1.43,276,98.57,37025
37,26,135,5,3.7,130,96.3,37026
37,27,169,5,2.96,164,97.04,37027
37,28,179,8,4.47,171,95.53,37028
37,29,242,5,2.07,237,97.93,37029
37,30,210,8,3.81,202,96.19,37030
37,31,247,8,3.24,239,96.76,37031
37,32,256,8,3.13,248,96.88,37032
37,33,199,3,1.51,196,98.49,37033
37,34,224,7,3.13,217,96.88,37034
37,35,121,10,8.26,111,91.74,37035
37,36,220,3,1.36,217,98.64,37036
37,37,214,4,1.87,210,98.13,37037
37,38,259,4,1.54,255,98.46,37038
37,39,109,22,20.18,87,79.82,37039
37,40,284,6,2.11,278,97.89,37040
37,41,232,7,3.02,225,96.98,37041
37,42,51,8,15.69,43,84.31,37042
37,43,160,5,3.13,155,96.88,37043
37,44,226,5,2.21,221,97.79,37044
37,45,149,4,2.68,145,97.32,37045
37,46,239,9,3.77,230,96.23,37046
37,47,42,11,26.19,31,73.81,37047
37,48,256,53,20.7,203,79.3,37048
37,49,217,6,2.76,211,97.24,37049
37,50,233,46,19.74,187,80.26,37050
37,51,186,4,2.15,182,97.85,37051
37,52,143,27,18.88,116,81.12,37052
37,53,203,6,2.96,197,97.04,37053
37,54,244,5,2.05,239,97.95,37054
37,55,232,7,3.02,225,96.98,37055
37,56,166,4,2.41,162,97.59,37056
37,57,137,5,3.65,132,96.35,37057
37,58,206,5,2.43,201,97.57,37058
38,1,299,109,36.45,190,63.55,38001
38,2,226,93,41.15,133,58.85,38002
38,3,257,98,38.13,159,61.87,38003
38,4,127,44,34.65,83,65.35,38004
38,5,386,113,29.27,273,70.73,38005
38,6,255,89,34.9,166,65.1,38006
38,7,318,119,37.42,199,62.58,38007
38,8,191,86,45.03,105,54.97,38008
38,9,236,87,36.86,149,63.14,38009
38,10,356,117,32.87,239,67.13,38010
38,11,212,87,41.04,125,58.96,38011
38,12,325,138,42.46,187,57.54,38012
38,13,253,86,33.99,167,66.01,38013
38,14,233,91,39.06,142,60.94,38014
38,15,195,63,32.31,132,67.69,38015
38,16,312,92,29.49,220,70.51,38016
38,17,199,49,24.62,150,75.38,38017
38,18,260,95,36.54,165,63.46,38018
38,19,312,119,38.14,193,61.86,38019
38,20,308,125,40.58,183,59.42,38020
38,21,275,102,37.09,173,62.91,38021
38,22,260,114,43.85,146,56.15,38022
38,23,213,75,35.21,138,64.79,38023
38,24,181,43,23.76,138,76.24,38024
38,25,221,48,21.72,173,78.28,38025
38,26,220,67,30.45,153,69.55,38026
38,27,184,77,41.85,107,58.15,38027
38,28,220,87,39.55,133,60.45,38028
38,29,226,75,33.19,151,66.81,38029
38,30,233,82,35.19,151,64.81,38030
38,31,303,93,30.69,210,69.31,38031
38,32,334,136,40.72,198,59.28,38032
38,33,221,80,36.2,141,63.8,38033
38,34,152,47,30.92,105,69.08,38034
38,35,90,37,41.11,53,58.89,38035
38,36,248,77,31.05,171,68.95,38036
38,37,278,88,31.65,190,68.35,38037
38,38,333,136,40.84,197,59.16,38038
38,39,266,98,36.84,168,63.16,38039
38,40,182,64,35.16,118,64.84,38040
38,41,320,97,30.31,223,69.69,38041
38,42,272,102,37.5,170,62.5,38042
38,43,271,99,36.53,172,63.47,38043
38,44,254,100,39.37,154,60.63,38044
38,45,301,104,34.55,197,65.45,38045
38,46,239,108,45.19,131,54.81,38046
38,47,262,93,35.5,169,64.5,38047
38,48,272,94,34.56,178,65.44,38048
38,49,250,101,40.4,149,59.6,38049
38,50,295,117,39.66,178,60.34,38050
38,51,230,75,32.61,155,67.39,38051
38,52,259,86,33.2,173,66.8,38052
38,53,49,20,40.82,29,59.18,38053
39,1,264,137,51.89,127,48.11,39001
39,2,388,111,28.61,277,71.39,39002
39,3,288,119,41.32,169,58.68,39003
39,4,202,88,43.56,114,56.44,39004
39,5,211,78,36.97,133,63.03,39005
39,6,299,118,39.46,181,60.54,39006
39,7,191,50,26.18,141,73.82,39007
39,8,338,90,26.63,248,73.37,39008
39,9,330,98,29.7,232,70.3,39009
39,10,248,65,26.21,183,73.79,39010
39,11,344,106,30.81,238,69.19,39011
39,12,214,45,21.03,169,78.97,39012
39,13,161,50,31.06,111,68.94,39013
39,14,253,72,28.46,181,71.54,39014
39,15,253,124,49.01,129,50.99,39015
39,16,199,48,24.12,151,75.88,39016
39,17,217,54,24.88,163,75.12,39017
39,18,323,100,30.96,223,69.04,39018
39,19,212,62,29.25,150,70.75,39019
39,20,255,123,48.24,132,51.76,39020
39,21,179,49,27.37,130,72.63,39021
39,22,217,44,20.28,173,79.72,39022
39,23,142,38,26.76,104,73.24,39023
39,24,151,27,17.88,124,82.12,39024
39,25,287,113,39.37,174,60.63,39025
39,26,284,118,41.55,166,58.45,39026
39,27,278,110,39.57,168,60.43,39027
39,28,283,86,30.39,197,69.61,39028
39,29,265,88,33.21,177,66.79,39029
39,30,190,50,26.32,140,73.68,39030
39,31,180,45,25.0,135,75.0,39031
39,32,292,40,13.7,252,86.3,39032
39,33,311,109,35.05,202,64.95,39033
39,34,339,109,32.15,230,67.85,39034
39,35,306,114,37.25,192,62.75,39035
39,36,339,66,19.47,273,80.53,39036
39,37,372,159,42.74,213,57.26,39037
39,38,297,140,47.14,157,52.86,39038
39,39,140,39,27.86,101,72.14,39039
39,40,187,91,48.66,96,51.34,39040
39,41,129,40,31.01,89,68.99,39041
39,42,251,120,47.81,131,52.19,39042
39,43,285,106,37.19,179,62.81,39043
39,44,302,79,26.16,223,73.84,39044
39,45,156,45,28.85,111,71.15,39045
39,46,211,52,24.64,159,75.36,39046
39,47,193,81,41.97,112,58.03,39047
40,1,189,51,26.98,138,73.02,40001
40,2,188,53,28.19,135,71.81,40002
40,3,211,51,24.17,160,75.83,40003
40,4,224,51,22.77,173,77.23,40004
40,5,123,32,26.02,91,73.98,40005
40,6,226,51,22.57,175,77.43,40006
40,7,216,54,25.0,162,75.0,40007
40,8,83,25,30.12,58,69.88,40008
40,9,142,33,23.24,109,76.76,40009
40,10,294,97,32.99,197,67.01,40010
40,11,203,31,15.27,172,84.73,40011
40,12,189,37,19.58,152,80.42,40012
40,13,265,51,19.25,214,80.75,40013
40,14,243,67,27.57,176,72.43,40014
40,15,264,64,24.24,200,75.76,40015
40,16,225,50,22.22,175,77.78,40016
40,17,144,37,25.69,107,74.31,40017
40,18,244,53,21.72,191,78.28,40018
40,19,227,66,29.07,161,70.93,40019
40,20,211,69,32.7,142,67.3,40020
40,21,255,64,25.1,191,74.9,40021
40,22,87,17,19.54,70,80.46,40022
40,23,277,66,23.83,211,76.17,40023
40,24,149,42,28.19,107,71.81,40024
40,25,185,57,30.81,128,69.19,40025
40,26,245,49,20.0,196,80.0,40026
40,27,210,48,22.86,162,77.14,40027
40,28,243,50,20.58,193,79.42,40028
40,29,300,103,34.33,197,65.67,40029
40,30,300,83,27.67,217,72.33,40030
40,31,245,81,33.06,164,66.94,40031
40,32,161,61,37.89,100,62.11,40032
40,33,251,68,27.09,183,72.91,40033
40,34,177,40,22.6,137,77.4,40034
40,35,257,68,26.46,189,73.54,40035
40,36,256,60,23.44,196,76.56,40036
40,37,195,40,20.51,155,79.49,40037
40,38,139,31,22.3,108,77.7,40038
40,39,202,53,26.24,149,73.76,40039
40,40,143,49,34.27,94,65.73,40040
40,41,291,55,18.9,236,81.1,40041
40,42,306,72,23.53,234,76.47,40042
40,43,250,46,18.4,204,81.6,40043
40,44,196,50,25.51,146,74.49,40044
40,45,357,98,27.45,259,72.55,40045
40,46,283,56,19.79,227,80.21,40046
40,47,245,51,20.82,194,79.18,40047
40,48,191,60,31.41,131,68.59,40048
40,49,158,60,37.97,98,62.03,40049
41,1,272,133,48.9,139,51.1,41001
41,2,405,192,47.41,213,52.59,41002
41,3,223,94,42.15,129,57.85,41003
41,4,315,154,48.89,161,51.11,41004
41,5,444,213,47.97,231,52.03,41005
41,6,295,130,44.07,165,55.93,41006
41,7,449,203,45.21,246,54.79,41007
41,8,299,147,49.16,152,50.84,41008
41,9,284,114,40.14,170,59.86,41009
41,10,316,163,51.58,153,48.42,41010
41,11,261,143,54.79,118,45.21,41011
41,12,407,156,38.33,251,61.67,41012
41,13,273,116,42.49,157,57.51,41013
41,14,383,195,50.91,188,49.09,41014
41,15,234,99,42.31,135,57.69,41015
41,16,340,147,43.24,193,56.76,41016
41,17,337,162,48.07,175,51.93,41017
41,18,248,110,44.35,138,55.65,41018
41,19,301,148,49.17,153,50.83,41019
41,20,362,153,42.27,209,57.73,41020
41,21,373,183,49.06,190,50.94,41021
41,22,264,125,47.35,139,52.65,41022
41,23,298,137,45.97,161,54.03,41023
41,24,251,133,52.99,118,47.01,41024
41,25,171,62,36.26,109,63.74,41025
41,26,211,103,48.82,108,51.18,41026
41,27,158,59,37.34,99,62.66,41027
41,28,191,78,40.84,113,59.16,41028
41,29,145,56,38.62,89,61.38,41029
41,30,284,136,47.89,148,52.11,41030
41,31,360,183,50.83,177,49.17,41031
41,32,279,148,53.05,131,46.95,41032
41,33,313,148,47.28,165,52.72,41033
41,34,306,155,50.65,151,49.35,41034
41,35,304,146,48.03,158,51.97,41035
41,36,345,150,43.48,195,56.52,41036
41,37,373,183,49.06,190,50.94,41037
41,38,267,96,35.96,171,64.04,41038
41,39,252,121,48.02,131,51.98,41039
41,40,266,144,54.14,122,45.86,41040
41,41,310,145,46.77,165,53.23,41041
41,42,303,163,53.8,140,46.2,41042
41,43,265,116,43.77,149,56.23,41043
41,44,278,125,44.96,153,55.04,41044
41,45,262,108,41.22,154,58.78,41045
41,46,269,133,49.44,136,50.56,41046
41,47,315,167,53.02,148,46.98,41047
41,48,227,98,43.17,129,56.83,41048
41,49,248,132,53.23,116,46.77,41049
41,50,310,130,41.94,180,58.06,41050
41,51,266,129,48.5,137,51.5,41051
41,52,333,187,56.16,146,43.84,41052
41,53,385,203,52.73,182,47.27,41053
41,54,269,130,48.33,139,51.67,41054
41,55,312,155,49.68,157,50.32,41055
41,56,370,183,49.46,187,50.54,41056
41,57,317,153,48.26,164,51.74,41057
41,58,247,132,53.44,115,46.56,41058
41,59,276,136,49.28,140,50.72,41059
41,60,260,125,48.08,135,51.92,41060
41,61,400,191,47.75,209,52.25,41061
41,62,299,127,42.47,172,57.53,41062
41,63,283,146,51.59,137,48.41,41063
41,64,323,182,56.35,141,43.65,41064
41,65,399,182,45.61,217,54.39,41065
41,66,336,172,51.19,164,48.81,41066
41,67,241,108,44.81,133,55.19,41067
41,68,205,76,37.07,129,62.93,41068
41,69,372,170,45.7,202,54.3,41069
41,70,239,125,52.3,114,47.7,41070
41,71,188,98,52.13,90,47.87,41071
42,1,386,161,41.71,225,58.29,42001
42,2,230,86,37.39,144,62.61,42002
42,3,231,77,33.33,154,66.67,42003
42,4,301,140,46.51,161,53.49,42004
42,5,276,117,42.39,159,57.61,42005
42,6,527,194,36.81,333,63.19,42006
42,7,311,140,45.02,171,54.98,42007
42,8,399,159,39.85,240,60.15,42008
42,9,249,80,32.13,169,67.87,42009
42,10,274,112,40.88,162,59.12,42010
42,11,350,167,47.71,183,52.29,42011
42,12,198,84,42.42,114,57.58,42012
42,13,511,216,42.27,295,57.73,42013
42,14,327,138,42.2,189,57.8,42014
42,15,351,159,45.3,192,54.7,42015
42,16,218,96,44.04,122,55.96,42016
42,17,260,100,38.46,160,61.54,42017
42,18,288,125,43.4,163,56.6,42018
42,19,141,62,43.97,79,56.03,42019
42,20,178,73,41.01,105,58.99,42020
42,21,185,85,45.95,100,54.05,42021
42,22,208,83,39.9,125,60.1,42022
42,23,390,198,50.77,192,49.23,42023
42,24,355,151,42.54,204,57.46,42024
42,25,308,144,46.75,164,53.25,42025
42,26,277,71,25.63,206,74.37,42026
42,27,342,139,40.64,203,59.36,42027
42,28,331,146,44.11,185,55.89,42028
42,29,348,187,53.74,161,46.26,42029
42,30,211,89,42.18,122,57.82,42030
42,31,178,84,47.19,94,52.81,42031
42,32,337,101,29.97,236,70.03,42032
42,33,373,147,39.41,226,60.59,42033
42,34,276,104,37.68,172,62.32,42034
42,35,223,89,39.91,134,60.09,42035
42,36,255,113,44.31,142,55.69,42036
42,37,291,129,44.33,162,55.67,42037
42,38,348,162,46.55,186,53.45,42038
42,39,239,35,14.64,204,85.36,42039
42,40,179,69,38.55,110,61.45,42040
42,41,294,136,46.26,158,53.74,42041
42,42,223,92,41.26,131,58.74,42042
42,43,355,180,50.7,175,49.3,42043
42,44,235,96,40.85,139,59.15,42044
42,45,256,90,35.16,166,64.84,42045
42,46,162,33,20.37,129,79.63,42046
42,47,179,88,49.16,91,50.84,42047
42,48,235,139,59.15,96,40.85,42048
42,49,140,40,28.57,100,71.43,42049
42,50,190,93,48.95,97,51.05,42050
42,51,259,118,45.56,141,54.44,42051
42,52,177,65,36.72,112,63.28,42052
42,53,196,77,39.29,119,60.71,42053
42,54,230,92,40.0,138,60.0,42054
42,55,308,139,45.13,169,54.87,42055
42,56,212,95,44.81,117,55.19,42056
42,57,215,72,33.49,143,66.51,42057
42,58,96,26,27.08,70,72.92,42058
42,59,95,41,43.16,54,56.84,42059
42,60,162,53,32.72,109,67.28,42060
42,61,213,96,45.07,117,54.93,42061
42,62,205,88,42.93,117,57.07,42062
42,63,294,132,44.9,162,55.1,42063
42,64,137,45,32.85,92,67.15,42064
42,65,283,139,49.12,144,50.88,42065
42,66,211,63,29.86,148,70.14,42066
42,67,168,64,38.1,104,61.9,42067
42,68,333,167,50.15,166,49.85,42068
42,69,357,118,33.05,239,66.95,42069
43,1,187,65,34.76,122,65.24,43001
43,2,304,135,44.41,169,55.59,43002
43,3,271,115,42.44,156,57.56,43003
43,4,325,124,38.15,201,61.85,43004
43,5,323,133,41.18,190,58.82,43005
43,6,248,107,43.15,141,56.85,43006
43,7,188,70,37.23,118,62.77,43007
43,8,291,106,36.43,185,63.57,43008
43,9,236,115,48.73,121,51.27,43009
43,10,150,56,37.33,94,62.67,43010
43,11,228,105,46.05,123,53.95,43011
43,12,340,139,40.88,201,59.12,43012
43,13,157,72,45.86,85,54.14,43013
43,14,258,103,39.92,155,60.08,43014
43,15,263,118,44.87,145,55.13,43015
43,16,301,132,43.85,169,56.15,43016
43,17,193,97,50.26,96,49.74,43017
43,18,411,182,44.28,229,55.72,43018
43,19,225,83,36.89,142,63.11,43019
43,20,302,119,39.4,183,60.6,43020
43,21,187,78,41.71,109,58.29,43021
43,22,189,75,39.68,114,60.32,43022
43,23,240,101,42.08,139,57.92,43023
43,24,248,115,46.37,133,53.63,43024
43,25,268,86,32.09,182,67.91,43025
43,26,212,86,40.57,126,59.43,43026
43,27,264,127,48.11,137,51.89,43027
43,28,246,124,50.41,122,49.59,43028
43,29,267,117,43.82,150,56.18,43029
43,30,150,75,50.0,75,50.0,43030
43,31,245,112,45.71,133,54.29,43031
43,32,235,96,40.85,139,59.15,43032
43,33,181,97,53.59,84,46.41,43033
43,34,174,74,42.53,100,57.47,43034
43,35,306,146,47.71,160,52.29,43035
43,36,272,137,50.37,135,49.63,43036
43,37,241,105,43.57,136,56.43,43037
43,38,255,90,35.29,165,64.71,43038
43,39,214,86,40.19,128,59.81,43039
43,40,165,62,37.58,103,62.42,43040
43,41,188,87,46.28,101,53.72,43041
43,42,296,131,44.26,165,55.74,43042
43,43,259,116,44.79,143,55.21,43043
43,44,339,143,42.18,196,57.82,43044
43,45,53,16,30.19,37,69.81,43045
43,46,420,219,52.14,201,47.86,43046
43,47,289,112,38.75,177,61.25,43047
43,48,306,121,39.54,185,60.46,43048
43,49,210,91,43.33,119,56.67,43049
43,50,222,90,40.54,132,59.46,43050
43,51,325,100,30.77,225,69.23,43051
43,52,341,147,43.11,194,56.89,43052
43,53,308,110,35.71,198,64.29,43053
43,54,213,81,38.03,132,61.97,43054
43,55,209,31,14.83,178,85.17,43055
43,56,183,69,37.7,114,62.3,43056
43,57,247,123,49.8,124,50.2,43057
43,58,289,110,38.06,179,61.94,43058
43,59,291,119,40.89,172,59.11,43059
43,60,198,86,43.43,112,56.57,43060
43,61,163,48,29.45,115,70.55,43061
43,62,348,165,47.41,183,52.59,43062
43,63,169,63,37.28,106,62.72,43063
43,64,191,83,43.46,108,56.54,43064
43,65,186,93,50.0,93,50.0,43065
43,66,105,49,46.67,56,53.33,43066
43,67,208,97,46.63,111,53.37,43067
44,1,306,100,32.68,206,67.32,44001
44,2,242,75,30.99,167,69.01,44002
44,3,336,98,29.17,238,70.83,44003
44,4,348,106,30.46,242,69.54,44004
44,5,346,120,34.68,226,65.32,44005
44,6,279,95,34.05,184,65.95,44006
44,7,368,143,38.86,225,61.14,44007
44,8,184,66,35.87,118,64.13,44008
44,9,503,199,39.56,304,60.44,44009
44,10,236,80,33.9,156,66.1,44010
44,11,372,139,37.37,233,62.63,44011
44,12,219,79,36.07,140,63.93,44012
44,13,221,71,32.13,150,67.87,44013
44,14,308,109,35.39,199,64.61,44014
44,15,372,117,31.45,255,68.55,44015
44,16,320,99,30.94,221,69.06,44016
44,17,348,113,32.47,235,67.53,44017
44,18,233,85,36.48,148,63.52,44018
44,19,188,49,26.06,139,73.94,44019
44,20,278,99,35.61,179,64.39,44020
44,21,360,120,33.33,240,66.67,44021
44,22,375,119,31.73,256,68.27,44022
44,23,305,87,28.52,218,71.48,44023
44,24,246,84,34.15,162,65.85,44024
44,25,312,109,34.94,203,65.06,44025
44,26,247,66,26.72,181,73.28,44026
44,27,377,144,38.2,233,61.8,44027
44,28,244,106,43.44,138,56.56,44028
44,29,338,135,39.94,203,60.06,44029
44,30,276,76,27.54,200,72.46,44030
44,31,366,136,37.16,230,62.84,44031
44,32,203,66,32.51,137,67.49,44032
44,33,388,74,19.07,314,80.93,44033
44,34,217,69,31.8,148,68.2,44034
44,35,271,86,31.73,185,68.27,44035
44,36,314,94,29.94,220,70.06,44036
44,37,368,100,27.17,268,72.83,44037
44,38,321,124,38.63,197,61.37,44038
44,39,359,148,41.23,211,58.77,44039
44,40,313,127,40.58,186,59.42,44040
44,41,333,95,28.53,238,71.47,44041
44,42,332,97,29.22,235,70.78,44042
44,43,321,128,39.88,193,60.12,44043
44,44,373,86,23.06,287,76.94,44044
44,45,333,107,32.13,226,67.87,44045
44,46,233,77,33.05,156,66.95,44046
44,47,440,186,42.27,254,57.73,44047
44,48,255,89,34.9,166,65.1,44048
44,49,504,175,34.72,329,65.28,44049
44,50,338,141,41.72,197,58.28,44050
45,1,243,79,32.51,164,67.49,45001
45,2,349,139,39.83,210,60.17,45002
45,3,405,119,29.38,286,70.62,45003
45,4,358,169,47.21,189,52.79,45004
45,5,397,212,53.4,185,46.6,45005
45,6,306,103,33.66,203,66.34,45006
45,7,275,115,41.82,160,58.18,45007
45,8,284,113,39.79,171,60.21,45008
45,9,354,127,35.88,227,64.12,45009
45,10,374,139,37.17,235,62.83,45010
45,11,274,109,39.78,165,60.22,45011
45,12,320,119,37.19,201,62.81,45012
45,13,352,128,36.36,224,63.64,45013
45,14,354,118,33.33,236,66.67,45014
45,15,358,137,38.27,221,61.73,45015
45,16,304,71,23.36,233,76.64,45016
45,17,297,124,41.75,173,58.25,45017
45,18,302,77,25.5,225,74.5,45018
45,19,339,143,42.18,196,57.82,45019
45,20,294,104,35.37,190,64.63,45020
45,21,312,128,41.03,184,58.97,45021
45,22,282,134,47.52,148,52.48,45022
45,23,334,145,43.41,189,56.59,45023
45,24,373,170,45.58,203,54.42,45024
45,25,329,123,37.39,206,62.61,45025
45,26,330,103,31.21,227,68.79,45026
45,27,294,81,27.55,213,72.45,45027
45,28,300,80,26.67,220,73.33,45028
45,29,288,90,31.25,198,68.75,45029
45,30,314,138,43.95,176,56.05,45030
45,31,291,93,31.96,198,68.04,45031
45,32,228,94,41.23,134,58.77,45032
45,33,287,121,42.16,166,57.84,45033
45,34,256,89,34.77,167,65.23,45034
45,35,318,127,39.94,191,60.06,45035
45,36,286,133,46.5,153,53.5,45036
45,37,249,74,29.72,175,70.28,45037
45,38,356,117,32.87,239,67.13,45038
45,39,336,115,34.23,221,65.77,45039
45,40,357,119,33.33,238,66.67,45040
45,41,222,73,32.88,149,67.12,45041
45,42,269,88,32.71,181,67.29,45042
45,43,291,88,30.24,203,69.76,45043
45,44,347,142,40.92,205,59.08,45044
45,45,274,95,34.67,179,65.33,45045
45,46,332,115,34.64,217,65.36,45046
45,47,324,127,39.2,197,60.8,45047
45,48,254,98,38.58,156,61.42,45048
45,49,309,134,43.37,175,56.63,45049
45,50,304,132,43.42,172,56.58,45050
45,51,317,140,44.16,177,55.84,45051
45,52,297,125,42.09,172,57.91,45052
45,53,285,107,37.54,178,62.46,45053
46,1,502,134,26.69,368,73.31,46001
46,2,261,52,19.92,209,80.08,46002
46,3,389,75,19.28,314,80.72,46003
46,4,261,53,20.31,208,79.69,46004
46,5,279,59,21.15,220,78.85,46005
46,6,271,41,15.13,230,84.87,46006
46,7,412,115,27.91,297,72.09,46007
46,8,339,45,13.27,294,86.73,46008
46,9,343,85,24.78,258,75.22,46009
46,10,163,43,26.38,120,73.62,46010
46,11,329,84,25.53,245,74.47,46011
46,12,275,60,21.82,215,78.18,46012
46,13,428,135,31.54,293,68.46,46013
46,14,257,41,15.95,216,84.05,46014
46,15,311,80,25.72,231,74.28,46015
46,16,297,65,21.89,232,78.11,46016
46,17,497,152,30.58,345,69.42,46017
46,18,352,110,31.25,242,68.75,46018
46,19,344,70,20.35,274,79.65,46019
46,20,285,33,11.58,252,88.42,46020
46,21,72,16,22.22,56,77.78,46021
46,22,226,61,26.99,165,73.01,46022
46,23,234,17,7.26,217,92.74,46023
46,24,292,80,27.4,212,72.6,46024
46,25,274,61,22.26,213,77.74,46025
46,26,260,40,15.38,220,84.62,46026
46,27,309,80,25.89,229,74.11,46027
46,28,326,101,30.98,225,69.02,46028
46,29,285,66,23.16,219,76.84,46029
46,30,335,86,25.67,249,74.33,46030
46,31,356,96,26.97,260,73.03,46031
46,32,287,58,20.21,229,79.79,46032
46,33,318,81,25.47,237,74.53,46033
46,34,386,62,16.06,324,83.94,46034
46,35,204,50,24.51,154,75.49,46035
46,36,342,107,31.29,235,68.71,46036
46,37,209,54,25.84,155,74.16,46037
46,38,159,32,20.13,127,79.87,46038
46,39,334,102,30.54,232,69.46,46039
46,40,203,28,13.79,175,86.21,46040
46,41,242,39,16.12,203,83.88,46041
46,42,344,64,18.6,280,81.4,46042
46,43,207,54,26.09,153,73.91,46043
47,1,328,63,19.21,265,80.79,47001
47,2,300,87,29.0,213,71.0,47002
47,3,278,75,26.98,203,73.02,47003
47,4,364,108,29.67,256,70.33,47004
47,5,279,82,29.39,197,70.61,47005
47,6,378,116,30.69,262,69.31,47006
47,7,312,90,28.85,222,71.15,47007
47,8,432,99,22.92,333,77.08,47008
47,9,208,52,25.0,156,75.0,47009
47,10,257,40,15.56,217,84.44,47010
47,11,522,96,18.39,426,81.61,47011
47,12,311,83,26.69,228,73.31,47012
47,13,477,117,24.53,360,75.47,47013
47,14,227,52,22.91,175,77.09,47014
47,15,353,71,20.11,282,79.89,47015
47,16,312,79,25.32,233,74.68,47016
47,17,288,58,20.14,230,79.86,47017
47,18,365,103,28.22,262,71.78,47018
47,19,350,80,22.86,270,77.14,47019
47,20,330,84,25.45,246,74.55,47020
47,21,360,116,32.22,244,67.78,47021
47,22,319,70,21.94,249,78.06,47022
47,23,150,28,18.67,122,81.33,47023
47,24,323,105,32.51,218,67.49,47024
47,25,375,115,30.67,260,69.33,47025
47,26,452,102,22.57,350,77.43,47026
47,27,307,93,30.29,214,69.71,47027
47,28,435,110,25.29,325,74.71,47028
47,29,336,96,28.57,240,71.43,47029
47,30,354,87,24.58,267,75.42,47030
47,31,316,72,22.78,244,77.22,47031
47,32,354,80,22.6,274,77.4,47032
47,33,304,69,22.7,235,77.3,47033
47,34,378,92,24.34,286,75.66,47034
47,35,448,132,29.46,316,70.54,47035
47,36,434,85,19.59,349,80.41,47036
47,37,410,111,27.07,299,72.93,47037
47,38,330,85,25.76,245,74.24,47038
47,39,345,99,28.7,246,71.3,47039
47,40,265,64,24.15,201,75.85,47040
47,41,461,119,25.81,342,74.19,47041
47,42,244,53,21.72,191,78.28,47042
47,43,226,76,33.63,150,66.37,47043
47,44,374,124,33.16,250,66.84,47044
47,45,320,91,28.44,229,71.56,47045
47,46,255,89,34.9,166,65.1,47046
47,47,320,106,33.13,214,66.88,47047
47,48,61,5,8.2,56,91.8,47048
47,49,268,75,27.99,193,72.01,47049
47,50,229,64,27.95,165,72.05,47050
47,51,230,77,33.48,153,66.52,47051
48,1,325,50,15.38,275,84.62,48001
48,2,262,64,24.43,198,75.57,48002
48,3,353,72,20.4,281,79.6,48003
48,4,392,121,30.87,271,69.13,48004
48,5,265,108,40.75,157,59.25,48005
48,6,366,56,15.3,310,84.7,48006
48,7,261,44,16.86,217,83.14,48007
48,8,240,87,36.25,153,63.75,48008
48,9,282,86,30.5,196,69.5,48009
48,10,183,36,19.67,147,80.33,48010
48,11,379,89,23.48,290,76.52,48011
48,12,261,49,18.77,212,81.23,48012
48,13,255,77,30.2,178,69.8,48013
48,14,360,70,19.44,290,80.56,48014
48,15,233,26,11.16,207,88.84,48015
48,16,208,35,16.83,173,83.17,48016
48,17,210,40,19.05,170,80.95,48017
48,18,228,45,19.74,183,80.26,48018
48,19,248,71,28.63,177,71.37,48019
48,20,142,43,30.28,99,69.72,48020
48,21,130,20,15.38,110,84.62,48021
48,22,393,112,28.5,281,71.5,48022
48,23,271,81,29.89,190,70.11,48023
48,24,267,47,17.6,220,82.4,48024
48,25,276,56,20.29,220,79.71,48025
48,26,345,91,26.38,254,73.62,48026
48,27,185,39,21.08,146,78.92,48027
48,28,270,78,28.89,192,71.11,48028
48,29,246,53,21.54,193,78.46,48029
48,30,293,74,25.26,219,74.74,48030
48,31,228,18,7.89,210,92.11,48031
48,32,238,34,14.29,204,85.71,48032
48,33,233,62,26.61,171,73.39,48033
48,34,157,24,15.29,133,84.71,48034
48,35,211,52,24.64,159,75.36,48035
48,36,252,62,24.6,190,75.4,48036
48,37,256,53,20.7,203,79.3,48037
48,38,331,93,28.1,238,71.9,48038
48,39,227,65,28.63,162,71.37,48039
48,40,159,36,22.64,123,77.36,48040
48,41,175,24,13.71,151,86.29,48041
48,42,234,49,20.94,185,79.06,48042
48,43,351,74,21.08,277,78.92,48043
48,44,286,50,17.48,236,82.52,48044
48,45,249,38,15.26,211,84.74,48045
48,46,217,43,19.82,174,80.18,48046
48,47,201,24,11.94,177,88.06,48047
48,48,232,54,23.28,178,76.72,48048
48,49,118,27,22.88,91,77.12,48049
48,50,289,58,20.07,231,79.93,48050
48,51,355,103,29.01,252,70.99,48051
48,52,170,26,15.29,144,84.71,48052
48,53,224,53,23.66,171,76.34,48053
48,54,219,41,18.72,178,81.28,48054
48,55,81,15,18.52,66,81.48,48055
48,56,184,21,11.41,163,88.59,48056
49,1,246,7,2.85,239,97.15,49001
49,2,280,68,24.29,212,75.71,49002
49,3,193,29,15.03,164,84.97,49003
49,4,129,14,10.85,115,89.15,49004
49,5,194,30,15.46,164,84.54,49005
49,6,260,53,20.38,207,79.62,49006
49,7,218,41,18.81,177,81.19,49007
49,8,249,52,20.88,197,79.12,49008
49,9,213,32,15.02,181,84.98,49009
49,10,234,46,19.66,188,80.34,49010
49,11,158,28,17.72,130,82.28,49011
49,12,253,44,17.39,209,82.61,49012
49,13,275,62,22.55,213,77.45,49013
49,14,286,74,25.87,212,74.13,49014
49,15,229,33,14.41,196,85.59,49015
49,16,217,44,20.28,173,79.72,49016
49,17,33,9,27.27,24,72.73,49017
49,18,172,37,21.51,135,78.49,49018
49,19,177,22,12.43,155,87.57,49019
