ward,precinct,total,JAMES A. DeLEO,JAMES A. DeLEO Percent,precinct_id
45,21,254,254,100.0,45021
45,22,221,221,100.0,45022
45,23,282,282,100.0,45023
45,25,283,283,100.0,45025
45,26,289,289,100.0,45026
45,27,255,255,100.0,45027
45,28,262,262,100.0,45028
45,29,251,251,100.0,45029
45,30,244,244,100.0,45030
45,31,240,240,100.0,45031
45,32,197,197,100.0,45032
45,33,239,239,100.0,45033
45,34,212,212,100.0,45034
45,35,250,250,100.0,45035
45,37,213,213,100.0,45037
45,38,303,303,100.0,45038
45,39,281,281,100.0,45039
45,40,309,309,100.0,45040
45,41,195,195,100.0,45041
45,42,237,237,100.0,45042
45,43,236,236,100.0,45043
45,44,290,290,100.0,45044
45,45,226,226,100.0,45045
45,46,275,275,100.0,45046
45,47,264,264,100.0,45047
45,48,214,214,100.0,45048
45,49,242,242,100.0,45049
45,50,237,237,100.0,45050
45,51,254,254,100.0,45051
45,52,246,246,100.0,45052
45,53,241,241,100.0,45053
