ward,precinct,total,JAMES A. DeLEO,JAMES A. DeLEO Percent,precinct_id
29,24,37,37,100.0,29024
36,5,207,207,100.0,36005
36,6,198,198,100.0,36006
36,7,221,221,100.0,36007
36,8,233,233,100.0,36008
36,9,262,262,100.0,36009
36,10,169,169,100.0,36010
36,11,343,343,100.0,36011
36,12,193,193,100.0,36012
36,13,407,407,100.0,36013
36,14,307,307,100.0,36014
36,15,270,270,100.0,36015
36,17,229,229,100.0,36017
36,18,294,294,100.0,36018
36,19,305,305,100.0,36019
36,20,379,379,100.0,36020
36,21,418,418,100.0,36021
36,25,193,193,100.0,36025
36,26,282,282,100.0,36026
36,27,144,144,100.0,36027
36,28,205,205,100.0,36028
36,29,273,273,100.0,36029
36,30,334,334,100.0,36030
36,31,313,313,100.0,36031
36,32,284,284,100.0,36032
36,34,218,218,100.0,36034
36,35,367,367,100.0,36035
36,37,225,225,100.0,36037
36,38,189,189,100.0,36038
36,39,284,284,100.0,36039
36,40,325,325,100.0,36040
36,41,65,65,100.0,36041
36,42,233,233,100.0,36042
36,43,195,195,100.0,36043
36,46,232,232,100.0,36046
36,47,175,175,100.0,36047
36,48,302,302,100.0,36048
36,49,349,349,100.0,36049
36,50,269,269,100.0,36050
36,52,253,253,100.0,36052
36,53,85,85,100.0,36053
38,1,244,244,100.0,38001
38,2,177,177,100.0,38002
38,3,205,205,100.0,38003
38,4,110,110,100.0,38004
38,5,17,17,100.0,38005
38,6,203,203,100.0,38006
38,8,163,163,100.0,38008
38,9,198,198,100.0,38009
38,11,172,172,100.0,38011
38,12,257,257,100.0,38012
38,13,206,206,100.0,38013
38,14,203,203,100.0,38014
38,15,176,176,100.0,38015
38,17,181,181,100.0,38017
38,18,206,206,100.0,38018
38,19,271,271,100.0,38019
38,21,219,219,100.0,38021
38,22,225,225,100.0,38022
38,23,176,176,100.0,38023
38,25,200,200,100.0,38025
38,26,190,190,100.0,38026
38,27,144,144,100.0,38027
38,28,180,180,100.0,38028
38,29,202,202,100.0,38029
38,30,208,208,100.0,38030
38,31,252,252,100.0,38031
38,32,267,267,100.0,38032
38,33,197,197,100.0,38033
38,35,68,68,100.0,38035
38,36,218,218,100.0,38036
38,37,230,230,100.0,38037
38,38,277,277,100.0,38038
38,39,222,222,100.0,38039
38,40,156,156,100.0,38040
38,41,267,267,100.0,38041
38,42,239,239,100.0,38042
38,43,227,227,100.0,38043
38,44,212,212,100.0,38044
38,45,249,249,100.0,38045
38,46,197,197,100.0,38046
38,47,219,219,100.0,38047
38,48,237,237,100.0,38048
38,49,208,208,100.0,38049
38,50,259,259,100.0,38050
38,51,202,202,100.0,38051
38,52,219,219,100.0,38052
41,1,199,199,100.0,41001
41,2,304,304,100.0,41002
41,3,183,183,100.0,41003
41,4,234,234,100.0,41004
41,5,332,332,100.0,41005
41,6,229,229,100.0,41006
41,7,359,359,100.0,41007
41,8,208,208,100.0,41008
41,9,228,228,100.0,41009
41,11,200,200,100.0,41011
41,12,333,333,100.0,41012
41,13,70,70,100.0,41013
41,15,183,183,100.0,41015
41,16,269,269,100.0,41016
41,17,253,253,100.0,41017
41,18,198,198,100.0,41018
41,19,243,243,100.0,41019
41,20,277,277,100.0,41020
41,21,292,292,100.0,41021
41,22,208,208,100.0,41022
41,24,187,187,100.0,41024
41,30,240,240,100.0,41030
41,31,267,267,100.0,41031
41,33,239,239,100.0,41033
41,34,237,237,100.0,41034
41,35,238,238,100.0,41035
41,36,259,259,100.0,41036
41,37,280,280,100.0,41037
41,39,186,186,100.0,41039
41,40,192,192,100.0,41040
41,41,235,235,100.0,41041
41,42,219,219,100.0,41042
41,43,214,214,100.0,41043
41,44,229,229,100.0,41044
41,45,215,215,100.0,41045
41,46,210,210,100.0,41046
41,49,180,180,100.0,41049
41,50,272,272,100.0,41050
41,51,212,212,100.0,41051
41,52,248,248,100.0,41052
41,53,284,284,100.0,41053
41,55,209,209,100.0,41055
41,56,275,275,100.0,41056
41,57,237,237,100.0,41057
41,58,178,178,100.0,41058
41,60,187,187,100.0,41060
41,61,297,297,100.0,41061
41,62,231,231,100.0,41062
41,63,217,217,100.0,41063
41,64,221,221,100.0,41064
41,65,336,336,100.0,41065
41,68,168,168,100.0,41068
45,1,217,217,100.0,45001
45,2,293,293,100.0,45002
45,3,338,338,100.0,45003
45,6,248,248,100.0,45006
45,7,241,241,100.0,45007
45,8,229,229,100.0,45008
45,9,283,283,100.0,45009
45,11,232,232,100.0,45011
45,13,301,301,100.0,45013
45,15,310,310,100.0,45015
45,16,281,281,100.0,45016
45,17,244,244,100.0,45017
45,18,249,249,100.0,45018
45,19,287,287,100.0,45019
45,20,252,252,100.0,45020
