ward,precinct,total,DOUG NELSON,DOUG NELSON Percent,"JESSE L. JACKSON, JR.","JESSE L. JACKSON, JR. Percent",precinct_id
5,1,339,9,2.65,330,97.35,05001
5,4,226,3,1.33,223,98.67,05004
5,6,372,11,2.96,361,97.04,05006
5,7,329,8,2.43,321,97.57,05007
5,11,328,38,11.59,290,88.41,05011
5,14,396,34,8.59,362,91.41,05014
5,21,327,5,1.53,322,98.47,05021
5,24,251,18,7.17,233,92.83,05024
5,26,305,12,3.93,293,96.07,05026
5,28,264,9,3.41,255,96.59,05028
5,29,299,8,2.68,291,97.32,05029
5,31,268,6,2.24,262,97.76,05031
5,32,405,9,2.22,396,97.78,05032
5,34,285,6,2.11,279,97.89,05034
5,36,176,2,1.14,174,98.86,05036
5,37,227,23,10.13,204,89.87,05037
5,38,357,44,12.32,313,87.68,05038
5,40,380,5,1.32,375,98.68,05040
5,42,324,9,2.78,315,97.22,05042
5,43,311,12,3.86,299,96.14,05043
5,44,304,10,3.29,294,96.71,05044
5,46,323,36,11.15,287,88.85,05046
5,47,250,6,2.4,244,97.6,05047
5,49,69,1,1.45,68,98.55,05049
5,54,395,16,4.05,379,95.95,05054
6,21,289,8,2.77,281,97.23,06021
6,22,306,5,1.63,301,98.37,06022
6,64,364,14,3.85,350,96.15,06064
7,1,318,5,1.57,313,98.43,07001
7,2,346,13,3.76,333,96.24,07002
7,3,209,6,2.87,203,97.13,07003
7,4,256,16,6.25,240,93.75,07004
7,5,243,12,4.94,231,95.06,07005
7,6,241,5,2.07,236,97.93,07006
7,7,191,3,1.57,188,98.43,07007
7,8,106,6,5.66,100,94.34,07008
7,9,262,6,2.29,256,97.71,07009
7,10,207,8,3.86,199,96.14,07010
7,11,274,4,1.46,270,98.54,07011
7,12,231,7,3.03,224,96.97,07012
7,13,224,1,0.45,223,99.55,07013
7,14,322,18,5.59,304,94.41,07014
7,15,189,7,3.7,182,96.3,07015
7,16,214,5,2.34,209,97.66,07016
7,17,185,2,1.08,183,98.92,07017
7,18,182,10,5.49,172,94.51,07018
7,19,406,6,1.48,400,98.52,07019
7,20,130,5,3.85,125,96.15,07020
7,21,270,9,3.33,261,96.67,07021
7,22,199,9,4.52,190,95.48,07022
7,23,193,1,0.52,192,99.48,07023
7,24,212,9,4.25,203,95.75,07024
7,25,300,5,1.67,295,98.33,07025
7,26,344,9,2.62,335,97.38,07026
7,27,348,7,2.01,341,97.99,07027
7,28,304,9,2.96,295,97.04,07028
7,29,150,2,1.33,148,98.67,07029
7,30,291,7,2.41,284,97.59,07030
7,31,243,5,2.06,238,97.94,07031
7,32,219,21,9.59,198,90.41,07032
7,33,213,9,4.23,204,95.77,07033
7,34,246,5,2.03,241,97.97,07034
7,35,168,13,7.74,155,92.26,07035
7,36,304,5,1.64,299,98.36,07036
7,37,116,6,5.17,110,94.83,07037
7,38,199,5,2.51,194,97.49,07038
7,39,276,1,0.36,275,99.64,07039
7,40,253,11,4.35,242,95.65,07040
7,41,215,2,0.93,213,99.07,07041
7,42,410,8,1.95,402,98.05,07042
7,43,280,2,0.71,278,99.29,07043
7,44,408,25,6.13,383,93.87,07044
7,45,383,4,1.04,379,98.96,07045
7,46,106,2,1.89,104,98.11,07046
7,47,230,5,2.17,225,97.83,07047
7,48,120,5,4.17,115,95.83,07048
7,49,160,4,2.5,156,97.5,07049
7,50,173,6,3.47,167,96.53,07050
7,51,224,5,2.23,219,97.77,07051
7,52,227,4,1.76,223,98.24,07052
7,53,215,4,1.86,211,98.14,07053
7,54,138,4,2.9,134,97.1,07054
7,55,220,7,3.18,213,96.82,07055
7,56,235,6,2.55,229,97.45,07056
7,57,245,2,0.82,243,99.18,07057
7,58,314,17,5.41,297,94.59,07058
7,59,150,6,4.0,144,96.0,07059
7,60,180,6,3.33,174,96.67,07060
7,61,236,7,2.97,229,97.03,07061
7,62,262,3,1.15,259,98.85,07062
7,63,218,8,3.67,210,96.33,07063
7,64,229,7,3.06,222,96.94,07064
7,65,215,5,2.33,210,97.67,07065
8,3,334,11,3.29,323,96.71,08003
8,4,299,6,2.01,293,97.99,08004
8,5,353,10,2.83,343,97.17,08005
8,7,235,5,2.13,230,97.87,08007
8,8,352,3,0.85,349,99.15,08008
8,9,358,7,1.96,351,98.04,08009
8,15,281,3,1.07,278,98.93,08015
8,17,258,3,1.16,255,98.84,08017
8,19,357,8,2.24,349,97.76,08019
8,23,294,4,1.36,290,98.64,08023
8,24,315,9,2.86,306,97.14,08024
8,25,316,4,1.27,312,98.73,08025
8,26,225,4,1.78,221,98.22,08026
8,27,326,5,1.53,321,98.47,08027
8,28,256,4,1.56,252,98.44,08028
8,32,507,12,2.37,495,97.63,08032
8,34,361,9,2.49,352,97.51,08034
8,36,291,3,1.03,288,98.97,08036
8,39,348,3,0.86,345,99.14,08039
8,42,292,9,3.08,283,96.92,08042
8,44,223,7,3.14,216,96.86,08044
8,46,235,4,1.7,231,98.3,08046
8,47,320,5,1.56,315,98.44,08047
8,49,351,7,1.99,344,98.01,08049
8,50,307,4,1.3,303,98.7,08050
8,51,384,8,2.08,376,97.92,08051
8,57,258,2,0.78,256,99.22,08057
8,60,250,9,3.6,241,96.4,08060
8,62,269,8,2.97,261,97.03,08062
8,63,312,9,2.88,303,97.12,08063
8,65,199,6,3.02,193,96.98,08065
8,66,429,5,1.17,424,98.83,08066
8,70,364,5,1.37,359,98.63,08070
9,1,357,12,3.36,345,96.64,09001
9,2,378,9,2.38,369,97.62,09002
9,3,242,4,1.65,238,98.35,09003
9,4,390,17,4.36,373,95.64,09004
9,5,343,11,3.21,332,96.79,09005
9,6,317,10,3.15,307,96.85,09006
9,7,342,10,2.92,332,97.08,09007
9,8,245,4,1.63,241,98.37,09008
9,9,373,8,2.14,365,97.86,09009
9,10,307,7,2.28,300,97.72,09010
9,11,215,8,3.72,207,96.28,09011
9,12,341,5,1.47,336,98.53,09012
9,13,405,11,2.72,394,97.28,09013
9,14,427,10,2.34,417,97.66,09014
9,15,154,8,5.19,146,94.81,09015
9,16,350,9,2.57,341,97.43,09016
9,17,292,3,1.03,289,98.97,09017
9,18,338,21,6.21,317,93.79,09018
9,19,365,6,1.64,359,98.36,09019
9,20,358,7,1.96,351,98.04,09020
9,21,232,4,1.72,228,98.28,09021
9,22,380,12,3.16,368,96.84,09022
9,23,253,10,3.95,243,96.05,09023
9,24,170,10,5.88,160,94.12,09024
9,25,149,4,2.68,145,97.32,09025
9,26,214,5,2.34,209,97.66,09026
9,27,190,5,2.63,185,97.37,09027
9,28,246,18,7.32,228,92.68,09028
9,29,288,4,1.39,284,98.61,09029
9,30,252,10,3.97,242,96.03,09030
9,31,268,5,1.87,263,98.13,09031
9,32,345,5,1.45,340,98.55,09032
9,33,200,4,2.0,196,98.0,09033
9,34,319,12,3.76,307,96.24,09034
9,35,306,6,1.96,300,98.04,09035
9,36,177,4,2.26,173,97.74,09036
9,37,278,114,41.01,164,58.99,09037
9,38,335,10,2.99,325,97.01,09038
9,39,319,5,1.57,314,98.43,09039
9,40,339,14,4.13,325,95.87,09040
9,41,391,15,3.84,376,96.16,09041
9,42,271,8,2.95,263,97.05,09042
9,43,246,12,4.88,234,95.12,09043
9,44,277,5,1.81,272,98.19,09044
9,45,331,10,3.02,321,96.98,09045
9,46,288,5,1.74,283,98.26,09046
9,47,198,12,6.06,186,93.94,09047
9,48,327,8,2.45,319,97.55,09048
9,49,137,3,2.19,134,97.81,09049
9,50,129,1,0.78,128,99.22,09050
9,51,228,5,2.19,223,97.81,09051
9,52,312,7,2.24,305,97.76,09052
9,53,251,5,1.99,246,98.01,09053
9,55,174,5,2.87,169,97.13,09055
9,57,190,71,37.37,119,62.63,09057
10,1,202,8,3.96,194,96.04,10001
10,2,203,78,38.42,125,61.58,10002
10,3,295,140,47.46,155,52.54,10003
10,4,205,25,12.2,180,87.8,10004
10,5,243,84,34.57,159,65.43,10005
10,6,241,4,1.66,237,98.34,10006
10,7,59,7,11.86,52,88.14,10007
10,8,258,106,41.09,152,58.91,10008
10,9,272,132,48.53,140,51.47,10009
10,10,261,118,45.21,143,54.79,10010
10,11,273,100,36.63,173,63.37,10011
10,12,212,80,37.74,132,62.26,10012
10,13,212,76,35.85,136,64.15,10013
10,14,278,113,40.65,165,59.35,10014
10,15,128,55,42.97,73,57.03,10015
10,16,259,129,49.81,130,50.19,10016
10,17,241,110,45.64,131,54.36,10017
10,18,186,18,9.68,168,90.32,10018
10,19,285,132,46.32,153,53.68,10019
10,20,207,78,37.68,129,62.32,10020
10,21,208,109,52.4,99,47.6,10021
10,22,87,19,21.84,68,78.16,10022
10,23,194,38,19.59,156,80.41,10023
10,24,235,121,51.49,114,48.51,10024
10,25,290,35,12.07,255,87.93,10025
10,26,200,59,29.5,141,70.5,10026
10,27,312,113,36.22,199,63.78,10027
10,28,265,18,6.79,247,93.21,10028
10,29,230,7,3.04,223,96.96,10029
10,30,277,71,25.63,206,74.37,10030
10,31,263,82,31.18,181,68.82,10031
10,32,265,102,38.49,163,61.51,10032
10,33,226,64,28.32,162,71.68,10033
10,34,220,59,26.82,161,73.18,10034
10,35,211,57,27.01,154,72.99,10035
10,36,264,23,8.71,241,91.29,10036
10,37,198,11,5.56,187,94.44,10037
10,38,289,120,41.52,169,58.48,10038
10,39,224,62,27.68,162,72.32,10039
10,40,218,28,12.84,190,87.16,10040
10,41,297,130,43.77,167,56.23,10041
10,42,260,133,51.15,127,48.85,10042
10,43,105,11,10.48,94,89.52,10043
10,44,214,39,18.22,175,81.78,10044
10,45,167,50,29.94,117,70.06,10045
10,46,227,61,26.87,166,73.13,10046
10,47,215,56,26.05,159,73.95,10047
10,48,192,12,6.25,180,93.75,10048
10,49,178,7,3.93,171,96.07,10049
21,25,0,0,0.0,0,0.0,21025
34,1,390,7,1.79,383,98.21,34001
34,2,297,5,1.68,292,98.32,34002
34,3,253,7,2.77,246,97.23,34003
34,4,280,3,1.07,277,98.93,34004
34,5,233,2,0.86,231,99.14,34005
34,6,217,5,2.3,212,97.7,34006
34,7,368,5,1.36,363,98.64,34007
34,8,327,7,2.14,320,97.86,34008
34,9,274,10,3.65,264,96.35,34009
34,10,395,7,1.77,388,98.23,34010
34,11,253,10,3.95,243,96.05,34011
34,12,289,6,2.08,283,97.92,34012
34,14,243,4,1.65,239,98.35,34014
34,15,230,5,2.17,225,97.83,34015
34,16,244,8,3.28,236,96.72,34016
34,17,267,7,2.62,260,97.38,34017
34,18,238,1,0.42,237,99.58,34018
34,19,228,4,1.75,224,98.25,34019
34,20,406,9,2.22,397,97.78,34020
34,21,357,2,0.56,355,99.44,34021
34,22,347,10,2.88,337,97.12,34022
34,23,262,7,2.67,255,97.33,34023
34,24,293,4,1.37,289,98.63,34024
34,25,180,5,2.78,175,97.22,34025
34,26,260,7,2.69,253,97.31,34026
34,27,227,8,3.52,219,96.48,34027
34,28,209,6,2.87,203,97.13,34028
34,29,365,7,1.92,358,98.08,34029
34,30,371,10,2.7,361,97.3,34030
34,31,209,3,1.44,206,98.56,34031
34,32,342,11,3.22,331,96.78,34032
34,34,289,7,2.42,282,97.58,34034
34,35,372,8,2.15,364,97.85,34035
34,36,297,8,2.69,289,97.31,34036
34,37,198,2,1.01,196,98.99,34037
34,38,221,8,3.62,213,96.38,34038
34,39,213,3,1.41,210,98.59,34039
34,40,344,6,1.74,338,98.26,34040
34,41,284,7,2.46,277,97.54,34041
34,42,338,12,3.55,326,96.45,34042
34,43,314,4,1.27,310,98.73,34043
34,44,361,14,3.88,347,96.12,34044
34,45,357,6,1.68,351,98.32,34045
34,46,211,2,0.95,209,99.05,34046
34,48,306,3,0.98,303,99.02,34048
34,49,355,9,2.54,346,97.46,34049
34,50,259,6,2.32,253,97.68,34050
34,52,259,6,2.32,253,97.68,34052
34,53,263,3,1.14,260,98.86,34053
34,54,245,5,2.04,240,97.96,34054
34,55,224,4,1.79,220,98.21,34055
34,56,253,4,1.58,249,98.42,34056
34,57,210,6,2.86,204,97.14,34057
34,58,256,5,1.95,251,98.05,34058
34,59,258,6,2.33,252,97.67,34059
34,60,198,3,1.52,195,98.48,34060
34,61,262,8,3.05,254,96.95,34061
34,63,274,6,2.19,268,97.81,34063
34,65,125,5,4.0,120,96.0,34065
34,68,186,2,1.08,184,98.92,34068
