ward,precinct,total,JEFFREY M. SCHOENBERG,JEFFREY M. SCHOENBERG Percent,precinct_id
49,1,232,232,100.0,49001
49,5,172,172,100.0,49005
49,6,229,229,100.0,49006
49,14,250,250,100.0,49014
49,16,180,180,100.0,49016
49,20,254,254,100.0,49020
49,30,200,200,100.0,49030
49,34,209,209,100.0,49034
49,35,303,303,100.0,49035
