ward,precinct,total,"LOVANA S. """"LOU"""" JONES","LOVANA S. """"LOU"""" JONES Percent",precinct_id
2,7,271,271,100.0,02007
2,8,242,242,100.0,02008
2,14,0,0,0.0,02014
2,18,403,403,100.0,02018
2,20,211,211,100.0,02020
2,21,255,255,100.0,02021
2,26,225,225,100.0,02026
2,31,158,158,100.0,02031
2,37,238,238,100.0,02037
2,40,276,276,100.0,02040
2,44,144,144,100.0,02044
2,46,327,327,100.0,02046
2,49,31,31,100.0,02049
3,2,364,364,100.0,03002
3,5,104,104,100.0,03005
3,7,205,205,100.0,03007
3,16,379,379,100.0,03016
3,30,141,141,100.0,03030
3,31,293,293,100.0,03031
3,34,138,138,100.0,03034
3,39,253,253,100.0,03039
3,46,184,184,100.0,03046
3,49,7,7,100.0,03049
3,56,165,165,100.0,03056
3,58,74,74,100.0,03058
3,61,129,129,100.0,03061
4,2,299,299,100.0,04002
4,3,391,391,100.0,04003
4,4,364,364,100.0,04004
4,5,301,301,100.0,04005
4,7,200,200,100.0,04007
4,8,257,257,100.0,04008
4,10,353,353,100.0,04010
4,11,302,302,100.0,04011
4,12,144,144,100.0,04012
4,13,215,215,100.0,04013
4,14,176,176,100.0,04014
4,15,146,146,100.0,04015
4,16,314,314,100.0,04016
4,18,250,250,100.0,04018
4,19,290,290,100.0,04019
4,20,120,120,100.0,04020
4,23,223,223,100.0,04023
4,24,322,322,100.0,04024
4,25,292,292,100.0,04025
4,26,288,288,100.0,04026
4,27,291,291,100.0,04027
4,30,160,160,100.0,04030
4,31,89,89,100.0,04031
4,33,109,109,100.0,04033
4,35,179,179,100.0,04035
4,36,121,121,100.0,04036
4,37,159,159,100.0,04037
4,39,123,123,100.0,04039
4,40,243,243,100.0,04040
4,42,320,320,100.0,04042
4,46,249,249,100.0,04046
4,49,90,90,100.0,04049
4,50,210,210,100.0,04050
4,51,325,325,100.0,04051
4,52,80,80,100.0,04052
4,53,13,13,100.0,04053
4,56,317,317,100.0,04056
4,57,145,145,100.0,04057
4,58,285,285,100.0,04058
5,2,195,195,100.0,05002
5,9,257,257,100.0,05009
5,10,254,254,100.0,05010
5,13,211,211,100.0,05013
5,15,240,240,100.0,05015
5,16,219,219,100.0,05016
5,18,260,260,100.0,05018
5,19,134,134,100.0,05019
5,23,190,190,100.0,05023
5,45,152,152,100.0,05045
5,51,211,211,100.0,05051
5,52,80,80,100.0,05052
6,39,0,0,0.0,06039
20,2,167,167,100.0,20002
20,5,154,154,100.0,20005
20,9,193,193,100.0,20009
20,18,246,246,100.0,20018
20,22,196,196,100.0,20022
20,24,296,296,100.0,20024
20,29,205,205,100.0,20029
20,32,342,342,100.0,20032
20,36,197,197,100.0,20036
20,47,130,130,100.0,20047
42,1,276,276,100.0,42001
42,2,180,180,100.0,42002
42,5,195,195,100.0,42005
42,6,381,381,100.0,42006
42,7,205,205,100.0,42007
42,9,17,17,100.0,42009
42,11,237,237,100.0,42011
42,13,371,371,100.0,42013
42,23,255,255,100.0,42023
42,24,239,239,100.0,42024
42,25,202,202,100.0,42025
42,29,216,216,100.0,42029
42,31,124,124,100.0,42031
42,35,165,165,100.0,42035
42,37,200,200,100.0,42037
42,38,223,223,100.0,42038
42,40,131,131,100.0,42040
42,41,211,211,100.0,42041
42,42,167,167,100.0,42042
42,43,223,223,100.0,42043
42,44,178,178,100.0,42044
42,47,125,125,100.0,42047
42,48,136,136,100.0,42048
42,50,139,139,100.0,42050
42,51,193,193,100.0,42051
42,52,140,140,100.0,42052
42,53,139,139,100.0,42053
42,54,168,168,100.0,42054
42,61,148,148,100.0,42061
42,62,137,137,100.0,42062
42,63,197,197,100.0,42063
42,64,103,103,100.0,42064
42,65,202,202,100.0,42065
42,66,165,165,100.0,42066
43,62,219,219,100.0,43062
43,66,78,78,100.0,43066
