ward,precinct,total,JIM DURKIN,JIM DURKIN Percent,RICHARD J. DURBIN,RICHARD J. DURBIN Percent,STEVEN BURGAUER,STEVEN BURGAUER Percent,precinct_id
38,50,301,101,33.55,194,64.45,6,1.99,38050
38,51,234,56,23.93,175,74.79,3,1.28,38051
38,52,274,69,25.18,200,72.99,5,1.82,38052
38,53,54,20,37.04,34,62.96,0,0.0,38053
39,1,270,112,41.48,155,57.41,3,1.11,39001
39,2,408,91,22.3,315,77.21,2,0.49,39002
39,3,296,125,42.23,168,56.76,3,1.01,39003
39,4,209,65,31.1,141,67.46,3,1.44,39004
39,5,214,59,27.57,148,69.16,7,3.27,39005
39,6,305,111,36.39,190,62.3,4,1.31,39006
39,7,195,44,22.56,148,75.9,3,1.54,39007
39,8,348,71,20.4,274,78.74,3,0.86,39008
39,9,340,96,28.24,237,69.71,7,2.06,39009
39,10,251,37,14.74,208,82.87,6,2.39,39010
39,11,341,81,23.75,257,75.37,3,0.88,39011
39,12,220,34,15.45,181,82.27,5,2.27,39012
39,13,172,38,22.09,132,76.74,2,1.16,39013
39,14,263,53,20.15,200,76.05,10,3.8,39014
39,15,257,110,42.8,146,56.81,1,0.39,39015
39,16,203,47,23.15,151,74.38,5,2.46,39016
39,17,236,50,21.19,184,77.97,2,0.85,39017
39,18,331,80,24.17,243,73.41,8,2.42,39018
39,19,216,48,22.22,163,75.46,5,2.31,39019
39,20,258,115,44.57,141,54.65,2,0.78,39020
39,21,184,30,16.3,151,82.07,3,1.63,39021
39,22,234,34,14.53,196,83.76,4,1.71,39022
39,23,159,28,17.61,128,80.5,3,1.89,39023
39,24,153,21,13.73,130,84.97,2,1.31,39024
39,25,305,91,29.84,207,67.87,7,2.3,39025
39,26,295,122,41.36,171,57.97,2,0.68,39026
39,27,286,91,31.82,187,65.38,8,2.8,39027
39,28,296,72,24.32,208,70.27,16,5.41,39028
39,29,284,62,21.83,219,77.11,3,1.06,39029
39,30,193,42,21.76,144,74.61,7,3.63,39030
39,31,218,42,19.27,171,78.44,5,2.29,39031
39,32,292,48,16.44,241,82.53,3,1.03,39032
39,33,321,88,27.41,229,71.34,4,1.25,39033
39,34,344,83,24.13,255,74.13,6,1.74,39034
39,35,329,96,29.18,226,68.69,7,2.13,39035
39,36,348,64,18.39,284,81.61,0,0.0,39036
39,37,394,146,37.06,238,60.41,10,2.54,39037
39,38,311,99,31.83,211,67.85,1,0.32,39038
39,39,142,35,24.65,101,71.13,6,4.23,39039
39,40,191,76,39.79,111,58.12,4,2.09,39040
39,41,132,36,27.27,92,69.7,4,3.03,39041
39,42,264,128,48.48,134,50.76,2,0.76,39042
39,43,302,95,31.46,200,66.23,7,2.32,39043
39,44,310,61,19.68,238,76.77,11,3.55,39044
39,45,160,45,28.13,112,70.0,3,1.88,39045
39,46,215,33,15.35,178,82.79,4,1.86,39046
39,47,194,71,36.6,121,62.37,2,1.03,39047
40,1,194,47,24.23,146,75.26,1,0.52,40001
40,2,206,51,24.76,149,72.33,6,2.91,40002
40,3,222,35,15.77,185,83.33,2,0.9,40003
40,4,233,32,13.73,194,83.26,7,3.0,40004
40,5,130,27,20.77,101,77.69,2,1.54,40005
40,6,234,37,15.81,190,81.2,7,2.99,40006
40,7,234,49,20.94,185,79.06,0,0.0,40007
40,8,85,27,31.76,57,67.06,1,1.18,40008
40,9,146,21,14.38,121,82.88,4,2.74,40009
40,10,301,70,23.26,226,75.08,5,1.66,40010
40,11,209,24,11.48,184,88.04,1,0.48,40011
40,12,201,34,16.92,167,83.08,0,0.0,40012
40,13,276,43,15.58,227,82.25,6,2.17,40013
40,14,242,49,20.25,190,78.51,3,1.24,40014
40,15,278,56,20.14,220,79.14,2,0.72,40015
40,16,296,47,15.88,244,82.43,5,1.69,40016
40,17,142,29,20.42,109,76.76,4,2.82,40017
40,18,252,51,20.24,200,79.37,1,0.4,40018
40,19,235,56,23.83,176,74.89,3,1.28,40019
40,20,226,58,25.66,167,73.89,1,0.44,40020
40,21,260,45,17.31,212,81.54,3,1.15,40021
40,22,92,12,13.04,79,85.87,1,1.09,40022
40,23,287,48,16.72,235,81.88,4,1.39,40023
40,24,161,34,21.12,124,77.02,3,1.86,40024
40,25,200,53,26.5,146,73.0,1,0.5,40025
40,26,259,35,13.51,219,84.56,5,1.93,40026
40,27,223,41,18.39,175,78.48,7,3.14,40027
40,28,253,43,17.0,207,81.82,3,1.19,40028
40,29,312,76,24.36,231,74.04,5,1.6,40029
40,30,308,71,23.05,232,75.32,5,1.62,40030
40,31,258,77,29.84,175,67.83,6,2.33,40031
40,32,169,55,32.54,111,65.68,3,1.78,40032
40,33,261,59,22.61,199,76.25,3,1.15,40033
40,34,182,34,18.68,144,79.12,4,2.2,40034
40,35,264,56,21.21,200,75.76,8,3.03,40035
40,36,276,49,17.75,224,81.16,3,1.09,40036
40,37,201,32,15.92,157,78.11,12,5.97,40037
40,38,149,31,20.81,113,75.84,5,3.36,40038
40,39,204,38,18.63,160,78.43,6,2.94,40039
40,40,147,33,22.45,112,76.19,2,1.36,40040
40,41,307,48,15.64,255,83.06,4,1.3,40041
40,42,317,61,19.24,250,78.86,6,1.89,40042
40,43,264,39,14.77,217,82.2,8,3.03,40043
40,44,206,48,23.3,156,75.73,2,0.97,40044
40,45,368,87,23.64,276,75.0,5,1.36,40045
40,46,299,54,18.06,242,80.94,3,1.0,40046
40,47,249,39,15.66,207,83.13,3,1.2,40047
40,48,199,55,27.64,137,68.84,7,3.52,40048
40,49,167,46,27.54,119,71.26,2,1.2,40049
41,1,281,109,38.79,170,60.5,2,0.71,41001
41,2,413,173,41.89,236,57.14,4,0.97,41002
41,3,230,85,36.96,143,62.17,2,0.87,41003
41,4,328,130,39.63,195,59.45,3,0.91,41004
41,5,454,187,41.19,254,55.95,13,2.86,41005
41,6,315,117,37.14,194,61.59,4,1.27,41006
41,7,485,192,39.59,288,59.38,5,1.03,41007
41,8,317,126,39.75,186,58.68,5,1.58,41008
41,9,287,85,29.62,197,68.64,5,1.74,41009
41,10,336,154,45.83,176,52.38,6,1.79,41010
41,11,267,112,41.95,151,56.55,4,1.5,41011
41,12,417,117,28.06,297,71.22,3,0.72,41012
41,13,281,88,31.32,190,67.62,3,1.07,41013
41,14,391,159,40.66,229,58.57,3,0.77,41014
41,15,243,87,35.8,149,61.32,7,2.88,41015
41,16,352,129,36.65,216,61.36,7,1.99,41016
41,17,348,130,37.36,212,60.92,6,1.72,41017
41,18,253,105,41.5,144,56.92,4,1.58,41018
41,19,305,122,40.0,180,59.02,3,0.98,41019
41,20,374,133,35.56,237,63.37,4,1.07,41020
41,21,387,166,42.89,212,54.78,9,2.33,41021
41,22,277,113,40.79,162,58.48,2,0.72,41022
41,23,316,108,34.18,201,63.61,7,2.22,41023
41,24,257,115,44.75,135,52.53,7,2.72,41024
41,25,181,67,37.02,111,61.33,3,1.66,41025
41,26,214,95,44.39,116,54.21,3,1.4,41026
41,27,152,47,30.92,100,65.79,5,3.29,41027
41,28,196,57,29.08,136,69.39,3,1.53,41028
41,29,144,48,33.33,92,63.89,4,2.78,41029
41,30,294,97,32.99,192,65.31,5,1.7,41030
41,31,365,146,40.0,216,59.18,3,0.82,41031
41,32,294,121,41.16,170,57.82,3,1.02,41032
41,33,320,119,37.19,195,60.94,6,1.88,41033
41,34,311,146,46.95,158,50.8,7,2.25,41034
41,35,311,133,42.77,175,56.27,3,0.96,41035
41,36,356,139,39.04,212,59.55,5,1.4,41036
41,37,386,160,41.45,223,57.77,3,0.78,41037
41,38,267,85,31.84,176,65.92,6,2.25,41038
41,39,254,99,38.98,151,59.45,4,1.57,41039
41,40,281,130,46.26,150,53.38,1,0.36,41040
41,41,327,131,40.06,192,58.72,4,1.22,41041
41,42,314,142,45.22,166,52.87,6,1.91,41042
41,43,274,99,36.13,173,63.14,2,0.73,41043
41,44,287,102,35.54,182,63.41,3,1.05,41044
41,45,276,77,27.9,197,71.38,2,0.72,41045
41,46,275,105,38.18,165,60.0,5,1.82,41046
41,47,324,150,46.3,174,53.7,0,0.0,41047
41,48,243,81,33.33,155,63.79,7,2.88,41048
41,49,264,117,44.32,144,54.55,3,1.14,41049
41,50,322,95,29.5,222,68.94,5,1.55,41050
41,51,273,111,40.66,157,57.51,5,1.83,41051
41,52,342,146,42.69,185,54.09,11,3.22,41052
41,53,392,164,41.84,222,56.63,6,1.53,41053
41,54,274,109,39.78,163,59.49,2,0.73,41054
41,55,334,129,38.62,201,60.18,4,1.2,41055
41,56,388,160,41.24,219,56.44,9,2.32,41056
41,57,326,126,38.65,195,59.82,5,1.53,41057
41,58,251,99,39.44,148,58.96,4,1.59,41058
41,59,287,113,39.37,171,59.58,3,1.05,41059
41,60,266,101,37.97,159,59.77,6,2.26,41060
41,61,412,160,38.83,243,58.98,9,2.18,41061
41,62,312,104,33.33,204,65.38,4,1.28,41062
41,63,294,121,41.16,171,58.16,2,0.68,41063
41,64,335,164,48.96,165,49.25,6,1.79,41064
41,65,413,139,33.66,268,64.89,6,1.45,41065
41,66,337,160,47.48,172,51.04,5,1.48,41066
41,67,256,88,34.38,165,64.45,3,1.17,41067
41,68,215,65,30.23,149,69.3,1,0.47,41068
41,69,373,133,35.66,239,64.08,1,0.27,41069
41,70,253,123,48.62,129,50.99,1,0.4,41070
41,71,194,82,42.27,108,55.67,4,2.06,41071
42,1,401,126,31.42,272,67.83,3,0.75,42001
42,2,250,82,32.8,161,64.4,7,2.8,42002
42,3,243,67,27.57,171,70.37,5,2.06,42003
42,4,319,119,37.3,195,61.13,5,1.57,42004
42,5,291,97,33.33,187,64.26,7,2.41,42005
42,6,548,169,30.84,372,67.88,7,1.28,42006
42,7,326,118,36.2,205,62.88,3,0.92,42007
42,8,420,122,29.05,294,70.0,4,0.95,42008
42,9,258,85,32.95,168,65.12,5,1.94,42009
42,10,282,95,33.69,182,64.54,5,1.77,42010
42,11,372,143,38.44,225,60.48,4,1.08,42011
42,12,213,78,36.62,134,62.91,1,0.47,42012
42,13,525,169,32.19,348,66.29,8,1.52,42013
42,14,350,125,35.71,221,63.14,4,1.14,42014
42,15,355,127,35.77,225,63.38,3,0.85,42015
42,16,234,85,36.32,148,63.25,1,0.43,42016
42,17,268,78,29.1,187,69.78,3,1.12,42017
42,18,313,114,36.42,196,62.62,3,0.96,42018
42,19,161,61,37.89,97,60.25,3,1.86,42019
42,20,199,77,38.69,113,56.78,9,4.52,42020
42,21,193,84,43.52,109,56.48,0,0.0,42021
42,22,216,63,29.17,149,68.98,4,1.85,42022
42,23,400,156,39.0,240,60.0,4,1.0,42023
42,24,375,134,35.73,235,62.67,6,1.6,42024
42,25,319,106,33.23,207,64.89,6,1.88,42025
42,26,277,55,19.86,213,76.9,9,3.25,42026
42,27,358,121,33.8,228,63.69,9,2.51,42027
42,28,346,105,30.35,235,67.92,6,1.73,42028
42,29,358,158,44.13,198,55.31,2,0.56,42029
42,30,219,74,33.79,138,63.01,7,3.2,42030
42,31,192,85,44.27,107,55.73,0,0.0,42031
42,32,342,93,27.19,242,70.76,7,2.05,42032
42,33,391,105,26.85,281,71.87,5,1.28,42033
42,34,287,93,32.4,191,66.55,3,1.05,42034
42,35,233,70,30.04,160,68.67,3,1.29,42035
42,36,275,107,38.91,165,60.0,3,1.09,42036
42,37,307,106,34.53,200,65.15,1,0.33,42037
42,38,368,145,39.4,219,59.51,4,1.09,42038
42,39,239,31,12.97,206,86.19,2,0.84,42039
42,40,184,43,23.37,138,75.0,3,1.63,42040
42,41,314,121,38.54,189,60.19,4,1.27,42041
42,42,231,78,33.77,150,64.94,3,1.3,42042
42,43,365,151,41.37,207,56.71,7,1.92,42043
42,44,236,83,35.17,151,63.98,2,0.85,42044
42,45,265,82,30.94,182,68.68,1,0.38,42045
42,46,158,31,19.62,120,75.95,7,4.43,42046
42,47,188,67,35.64,119,63.3,2,1.06,42047
42,48,246,107,43.5,137,55.69,2,0.81,42048
42,49,146,45,30.82,98,67.12,3,2.05,42049
42,50,197,76,38.58,119,60.41,2,1.02,42050
42,51,266,104,39.1,160,60.15,2,0.75,42051
42,52,181,55,30.39,126,69.61,0,0.0,42052
42,53,204,69,33.82,130,63.73,5,2.45,42053
42,54,241,86,35.68,151,62.66,4,1.66,42054
42,55,328,131,39.94,193,58.84,4,1.22,42055
42,56,229,92,40.17,133,58.08,4,1.75,42056
42,57,226,61,26.99,162,71.68,3,1.33,42057
42,58,104,23,22.12,79,75.96,2,1.92,42058
42,59,103,43,41.75,60,58.25,0,0.0,42059
42,60,172,49,28.49,120,69.77,3,1.74,42060
42,61,226,85,37.61,141,62.39,0,0.0,42061
42,62,211,70,33.18,139,65.88,2,0.95,42062
42,63,317,117,36.91,197,62.15,3,0.95,42063
42,64,141,46,32.62,94,66.67,1,0.71,42064
42,65,294,120,40.82,173,58.84,1,0.34,42065
42,66,216,60,27.78,156,72.22,0,0.0,42066
42,67,184,64,34.78,118,64.13,2,1.09,42067
42,68,348,147,42.24,197,56.61,4,1.15,42068
42,69,371,101,27.22,257,69.27,13,3.5,42069
43,1,200,59,29.5,135,67.5,6,3.0,43001
43,2,322,120,37.27,199,61.8,3,0.93,43002
43,3,293,90,30.72,201,68.6,2,0.68,43003
43,4,350,111,31.71,232,66.29,7,2.0,43004
43,5,347,123,35.45,220,63.4,4,1.15,43005
43,6,257,88,34.24,159,61.87,10,3.89,43006
43,7,200,56,28.0,141,70.5,3,1.5,43007
43,8,306,76,24.84,228,74.51,2,0.65,43008
43,9,259,94,36.29,163,62.93,2,0.77,43009
43,10,154,44,28.57,109,70.78,1,0.65,43010
43,11,247,101,40.89,141,57.09,5,2.02,43011
43,12,371,114,30.73,250,67.39,7,1.89,43012
43,13,165,62,37.58,100,60.61,3,1.82,43013
43,14,280,73,26.07,206,73.57,1,0.36,43014
43,15,281,105,37.37,172,61.21,4,1.42,43015
43,16,322,130,40.37,188,58.39,4,1.24,43016
43,17,201,83,41.29,113,56.22,5,2.49,43017
43,18,433,157,36.26,272,62.82,4,0.92,43018
43,19,238,60,25.21,173,72.69,5,2.1,43019
43,20,327,102,31.19,219,66.97,6,1.83,43020
43,21,229,79,34.5,146,63.76,4,1.75,43021
43,22,210,75,35.71,133,63.33,2,0.95,43022
43,23,254,80,31.5,174,68.5,0,0.0,43023
43,24,272,110,40.44,156,57.35,6,2.21,43024
43,25,280,69,24.64,209,74.64,2,0.71,43025
43,26,229,79,34.5,146,63.76,4,1.75,43026
43,27,290,102,35.17,185,63.79,3,1.03,43027
43,28,260,113,43.46,142,54.62,5,1.92,43028
43,29,290,104,35.86,182,62.76,4,1.38,43029
43,30,158,69,43.67,86,54.43,3,1.9,43030
43,31,259,88,33.98,168,64.86,3,1.16,43031
43,32,243,76,31.28,165,67.9,2,0.82,43032
43,33,196,75,38.27,121,61.73,0,0.0,43033
43,34,193,65,33.68,118,61.14,10,5.18,43034
43,35,326,113,34.66,210,64.42,3,0.92,43035
43,36,295,121,41.02,168,56.95,6,2.03,43036
43,37,258,95,36.82,162,62.79,1,0.39,43037
43,38,280,89,31.79,186,66.43,5,1.79,43038
43,39,226,70,30.97,153,67.7,3,1.33,43039
43,40,168,45,26.79,121,72.02,2,1.19,43040
43,41,211,82,38.86,127,60.19,2,0.95,43041
43,42,305,111,36.39,194,63.61,0,0.0,43042
43,43,277,106,38.27,168,60.65,3,1.08,43043
43,44,362,107,29.56,251,69.34,4,1.1,43044
43,45,58,16,27.59,42,72.41,0,0.0,43045
43,46,432,174,40.28,254,58.8,4,0.93,43046
43,47,304,94,30.92,207,68.09,3,0.99,43047
43,48,336,110,32.74,224,66.67,2,0.6,43048
43,49,225,91,40.44,130,57.78,4,1.78,43049
43,50,245,77,31.43,167,68.16,1,0.41,43050
43,51,333,94,28.23,231,69.37,8,2.4,43051
43,52,374,153,40.91,218,58.29,3,0.8,43052
43,53,332,93,28.01,229,68.98,10,3.01,43053
43,54,229,75,32.75,151,65.94,3,1.31,43054
43,55,218,29,13.3,188,86.24,1,0.46,43055
43,56,225,56,24.89,164,72.89,5,2.22,43056
43,57,271,108,39.85,156,57.56,7,2.58,43057
43,58,308,85,27.6,219,71.1,4,1.3,43058
43,59,310,89,28.71,219,70.65,2,0.65,43059
43,60,212,81,38.21,130,61.32,1,0.47,43060
43,61,169,50,29.59,119,70.41,0,0.0,43061
43,62,360,150,41.67,207,57.5,3,0.83,43062
43,63,174,57,32.76,114,65.52,3,1.72,43063
43,64,202,69,34.16,133,65.84,0,0.0,43064
43,65,194,79,40.72,114,58.76,1,0.52,43065
43,66,111,38,34.23,72,64.86,1,0.9,43066
43,67,220,92,41.82,126,57.27,2,0.91,43067
44,1,320,74,23.13,242,75.63,4,1.25,44001
44,2,255,58,22.75,189,74.12,8,3.14,44002
44,3,349,73,20.92,274,78.51,2,0.57,44003
44,4,354,86,24.29,264,74.58,4,1.13,44004
44,5,384,99,25.78,272,70.83,13,3.39,44005
44,6,322,73,22.67,242,75.16,7,2.17,44006
44,7,390,100,25.64,289,74.1,1,0.26,44007
44,8,200,54,27.0,142,71.0,4,2.0,44008
44,9,538,183,34.01,344,63.94,11,2.04,44009
44,10,259,79,30.5,176,67.95,4,1.54,44010
44,11,407,123,30.22,271,66.58,13,3.19,44011
44,12,222,66,29.73,151,68.02,5,2.25,44012
44,13,239,67,28.03,170,71.13,2,0.84,44013
44,14,327,94,28.75,226,69.11,7,2.14,44014
44,15,400,87,21.75,310,77.5,3,0.75,44015
44,16,347,80,23.05,260,74.93,7,2.02,44016
44,17,379,81,21.37,294,77.57,4,1.06,44017
44,18,252,78,30.95,169,67.06,5,1.98,44018
44,19,211,43,20.38,160,75.83,8,3.79,44019
44,20,297,81,27.27,207,69.7,9,3.03,44020
44,21,382,90,23.56,284,74.35,8,2.09,44021
44,22,402,85,21.14,308,76.62,9,2.24,44022
44,23,339,72,21.24,261,76.99,6,1.77,44023
44,24,261,69,26.44,188,72.03,4,1.53,44024
44,25,353,96,27.2,245,69.41,12,3.4,44025
44,26,267,57,21.35,206,77.15,4,1.5,44026
44,27,401,125,31.17,269,67.08,7,1.75,44027
44,28,262,84,32.06,167,63.74,11,4.2,44028
44,29,362,127,35.08,226,62.43,9,2.49,44029
44,30,297,58,19.53,226,76.09,13,4.38,44030
44,31,400,119,29.75,276,69.0,5,1.25,44031
44,32,211,38,18.01,168,79.62,5,2.37,44032
44,33,421,55,13.06,355,84.32,11,2.61,44033
44,34,236,61,25.85,172,72.88,3,1.27,44034
44,35,283,75,26.5,205,72.44,3,1.06,44035
44,36,341,67,19.65,265,77.71,9,2.64,44036
44,37,397,82,20.65,306,77.08,9,2.27,44037
44,38,353,112,31.73,238,67.42,3,0.85,44038
44,39,391,146,37.34,237,60.61,8,2.05,44039
44,40,350,122,34.86,222,63.43,6,1.71,44040
44,41,349,76,21.78,265,75.93,8,2.29,44041
44,42,372,79,21.24,285,76.61,8,2.15,44042
44,43,338,101,29.88,231,68.34,6,1.78,44043
44,44,392,69,17.6,317,80.87,6,1.53,44044
44,45,374,95,25.4,272,72.73,7,1.87,44045
44,46,247,49,19.84,196,79.35,2,0.81,44046
44,47,466,155,33.26,300,64.38,11,2.36,44047
44,48,276,67,24.28,201,72.83,8,2.9,44048
44,49,537,134,24.95,400,74.49,3,0.56,44049
44,50,367,126,34.33,233,63.49,8,2.18,44050
45,1,248,59,23.79,183,73.79,6,2.42,45001
45,2,356,104,29.21,248,69.66,4,1.12,45002
45,3,409,101,24.69,299,73.11,9,2.2,45003
45,4,370,143,38.65,221,59.73,6,1.62,45004
45,5,411,184,44.77,225,54.74,2,0.49,45005
45,6,325,101,31.08,217,66.77,7,2.15,45006
45,7,288,85,29.51,193,67.01,10,3.47,45007
45,8,288,88,30.56,194,67.36,6,2.08,45008
45,9,365,117,32.05,243,66.58,5,1.37,45009
45,10,388,118,30.41,258,66.49,12,3.09,45010
45,11,289,102,35.29,186,64.36,1,0.35,45011
45,12,323,86,26.63,231,71.52,6,1.86,45012
45,13,370,99,26.76,266,71.89,5,1.35,45013
45,14,365,91,24.93,265,72.6,9,2.47,45014
45,15,367,127,34.6,239,65.12,1,0.27,45015
45,16,310,57,18.39,248,80.0,5,1.61,45016
45,17,308,106,34.42,199,64.61,3,0.97,45017
45,18,310,73,23.55,232,74.84,5,1.61,45018
45,19,351,112,31.91,235,66.95,4,1.14,45019
45,20,295,95,32.2,198,67.12,2,0.68,45020
45,21,322,108,33.54,209,64.91,5,1.55,45021
45,22,289,99,34.26,181,62.63,9,3.11,45022
45,23,348,122,35.06,224,64.37,2,0.57,45023
45,24,392,140,35.71,241,61.48,11,2.81,45024
45,25,339,90,26.55,244,71.98,5,1.47,45025
45,26,342,89,26.02,243,71.05,10,2.92,45026
45,27,307,74,24.1,230,74.92,3,0.98,45027
45,28,311,77,24.76,230,73.95,4,1.29,45028
45,29,308,81,26.3,218,70.78,9,2.92,45029
45,30,328,118,35.98,205,62.5,5,1.52,45030
45,31,304,76,25.0,225,74.01,3,0.99,45031
45,32,232,76,32.76,153,65.95,3,1.29,45032
45,33,299,104,34.78,188,62.88,7,2.34,45033
45,34,270,75,27.78,189,70.0,6,2.22,45034
45,35,327,118,36.09,206,63.0,3,0.92,45035
45,36,296,99,33.45,195,65.88,2,0.68,45036
45,37,278,63,22.66,210,75.54,5,1.8,45037
45,38,368,96,26.09,267,72.55,5,1.36,45038
45,39,341,99,29.03,232,68.04,10,2.93,45039
45,40,359,92,25.63,257,71.59,10,2.79,45040
45,41,227,66,29.07,157,69.16,4,1.76,45041
45,42,278,68,24.46,204,73.38,6,2.16,45042
45,43,298,68,22.82,224,75.17,6,2.01,45043
45,44,356,109,30.62,240,67.42,7,1.97,45044
45,45,283,92,32.51,184,65.02,7,2.47,45045
45,46,341,95,27.86,237,69.5,9,2.64,45046
45,47,333,107,32.13,222,66.67,4,1.2,45047
45,48,263,74,28.14,186,70.72,3,1.14,45048
45,49,314,106,33.76,202,64.33,6,1.91,45049
45,50,309,111,35.92,197,63.75,1,0.32,45050
45,51,333,113,33.93,211,63.36,9,2.7,45051
45,52,306,96,31.37,208,67.97,2,0.65,45052
45,53,297,97,32.66,196,65.99,4,1.35,45053
46,1,524,102,19.47,417,79.58,5,0.95,46001
46,2,279,36,12.9,242,86.74,1,0.36,46002
46,3,403,58,14.39,331,82.13,14,3.47,46003
46,4,274,45,16.42,218,79.56,11,4.01,46004
46,5,310,60,19.35,243,78.39,7,2.26,46005
46,6,277,35,12.64,234,84.48,8,2.89,46006
46,7,427,69,16.16,351,82.2,7,1.64,46007
46,8,376,53,14.1,319,84.84,4,1.06,46008
46,9,373,77,20.64,285,76.41,11,2.95,46009
46,10,175,30,17.14,142,81.14,3,1.71,46010
46,11,336,59,17.56,272,80.95,5,1.49,46011
46,12,296,40,13.51,246,83.11,10,3.38,46012
46,13,462,108,23.38,349,75.54,5,1.08,46013
46,14,269,31,11.52,234,86.99,4,1.49,46014
46,15,335,53,15.82,274,81.79,8,2.39,46015
46,16,326,48,14.72,265,81.29,13,3.99,46016
46,17,521,122,23.42,388,74.47,11,2.11,46017
46,18,362,89,24.59,270,74.59,3,0.83,46018
46,19,361,55,15.24,298,82.55,8,2.22,46019
46,20,323,37,11.46,282,87.31,4,1.24,46020
46,21,74,12,16.22,59,79.73,3,4.05,46021
46,22,263,70,26.62,179,68.06,14,5.32,46022
46,23,229,22,9.61,202,88.21,5,2.18,46023
46,24,311,66,21.22,240,77.17,5,1.61,46024
46,25,278,42,15.11,228,82.01,8,2.88,46025
46,26,268,31,11.57,227,84.7,10,3.73,46026
46,27,327,66,20.18,256,78.29,5,1.53,46027
46,28,350,72,20.57,267,76.29,11,3.14,46028
46,29,292,55,18.84,235,80.48,2,0.68,46029
46,30,350,68,19.43,280,80.0,2,0.57,46030
46,31,379,67,17.68,298,78.63,14,3.69,46031
46,32,314,45,14.33,262,83.44,7,2.23,46032
46,33,337,70,20.77,262,77.74,5,1.48,46033
46,34,407,48,11.79,349,85.75,10,2.46,46034
46,35,219,51,23.29,158,72.15,10,4.57,46035
46,36,369,76,20.6,286,77.51,7,1.9,46036
46,37,233,42,18.03,188,80.69,3,1.29,46037
46,38,165,21,12.73,139,84.24,5,3.03,46038
46,39,349,74,21.2,271,77.65,4,1.15,46039
46,40,225,27,12.0,193,85.78,5,2.22,46040
46,41,254,30,11.81,221,87.01,3,1.18,46041
46,42,361,68,18.84,282,78.12,11,3.05,46042
46,43,229,48,20.96,180,78.6,1,0.44,46043
47,1,335,58,17.31,265,79.1,12,3.58,47001
47,2,310,73,23.55,233,75.16,4,1.29,47002
47,3,287,59,20.56,221,77.0,7,2.44,47003
47,4,371,95,25.61,272,73.32,4,1.08,47004
47,5,303,72,23.76,228,75.25,3,0.99,47005
47,6,406,93,22.91,307,75.62,6,1.48,47006
47,7,329,59,17.93,261,79.33,9,2.74,47007
47,8,457,78,17.07,368,80.53,11,2.41,47008
47,9,214,38,17.76,176,82.24,0,0.0,47009
47,10,271,33,12.18,231,85.24,7,2.58,47010
47,11,542,59,10.89,466,85.98,17,3.14,47011
47,12,322,61,18.94,254,78.88,7,2.17,47012
47,13,505,87,17.23,409,80.99,9,1.78,47013
47,14,231,39,16.88,188,81.39,4,1.73,47014
47,15,374,47,12.57,315,84.22,12,3.21,47015
47,16,323,65,20.12,253,78.33,5,1.55,47016
47,17,302,58,19.21,240,79.47,4,1.32,47017
47,18,384,77,20.05,302,78.65,5,1.3,47018
47,19,366,66,18.03,295,80.6,5,1.37,47019
47,20,344,66,19.19,269,78.2,9,2.62,47020
47,21,368,80,21.74,283,76.9,5,1.36,47021
47,22,333,52,15.62,273,81.98,8,2.4,47022
47,23,157,22,14.01,132,84.08,3,1.91,47023
47,24,344,71,20.64,264,76.74,9,2.62,47024
47,25,396,96,24.24,287,72.47,13,3.28,47025
47,26,472,78,16.53,382,80.93,12,2.54,47026
47,27,322,80,24.84,233,72.36,9,2.8,47027
47,28,465,84,18.06,370,79.57,11,2.37,47028
47,29,353,82,23.23,261,73.94,10,2.83,47029
47,30,371,65,17.52,298,80.32,8,2.16,47030
47,31,339,48,14.16,280,82.6,11,3.24,47031
47,32,375,61,16.27,308,82.13,6,1.6,47032
47,33,322,50,15.53,266,82.61,6,1.86,47033
47,34,404,65,16.09,330,81.68,9,2.23,47034
47,35,472,84,17.8,374,79.24,14,2.97,47035
47,36,456,73,16.01,374,82.02,9,1.97,47036
47,37,437,77,17.62,347,79.41,13,2.97,47037
47,38,350,55,15.71,289,82.57,6,1.71,47038
47,39,363,79,21.76,274,75.48,10,2.75,47039
47,40,282,44,15.6,230,81.56,8,2.84,47040
47,41,479,87,18.16,384,80.17,8,1.67,47041
47,42,265,45,16.98,216,81.51,4,1.51,47042
47,43,245,60,24.49,182,74.29,3,1.22,47043
47,44,419,100,23.87,307,73.27,12,2.86,47044
47,45,340,64,18.82,268,78.82,8,2.35,47045
47,46,264,78,29.55,182,68.94,4,1.52,47046
47,47,343,89,25.95,251,73.18,3,0.87,47047
47,48,63,9,14.29,51,80.95,3,4.76,47048
47,49,279,46,16.49,228,81.72,5,1.79,47049
47,50,236,53,22.46,178,75.42,5,2.12,47050
47,51,238,62,26.05,171,71.85,5,2.1,47051
48,1,335,48,14.33,281,83.88,6,1.79,48001
48,2,270,52,19.26,213,78.89,5,1.85,48002
48,3,388,69,17.78,311,80.15,8,2.06,48003
48,4,409,98,23.96,305,74.57,6,1.47,48004
48,5,272,75,27.57,194,71.32,3,1.1,48005
48,6,376,39,10.37,330,87.77,7,1.86,48006
48,7,283,30,10.6,246,86.93,7,2.47,48007
48,8,244,62,25.41,180,73.77,2,0.82,48008
48,9,299,68,22.74,225,75.25,6,2.01,48009
48,10,226,34,15.04,188,83.19,4,1.77,48010
48,11,419,67,15.99,344,82.1,8,1.91,48011
