ward,precinct,total,J. RYAN AND C. HAWKINSON,J. RYAN AND C. HAWKINSON Percent,R. BLAGOJEVICH AND P. QUINN,R. BLAGOJEVICH AND P. QUINN Percent,C. SKINNER AND J. TOBIN,C. SKINNER AND J. TOBIN Percent,M. BROWN,M. BROWN Percent,precinct_id
16,31,248,9,3.63,233,93.95,2,0.81,4,1.61,16031
16,32,181,33,18.23,146,80.66,2,1.1,0,0.0,16032
16,33,205,7,3.41,195,95.12,0,0.0,3,1.46,16033
16,34,182,11,6.04,168,92.31,1,0.55,2,1.1,16034
16,35,186,17,9.14,169,90.86,0,0.0,0,0.0,16035
16,36,223,2,0.9,218,97.76,1,0.45,2,0.9,16036
16,37,179,5,2.79,170,94.97,1,0.56,3,1.68,16037
16,38,194,6,3.09,183,94.33,0,0.0,5,2.58,16038
16,39,108,27,25.0,80,74.07,0,0.0,1,0.93,16039
16,40,258,11,4.26,244,94.57,1,0.39,2,0.78,16040
16,41,95,3,3.16,91,95.79,1,1.05,0,0.0,16041
16,42,147,13,8.84,132,89.8,0,0.0,2,1.36,16042
16,43,246,6,2.44,237,96.34,1,0.41,2,0.81,16043
16,44,216,4,1.85,205,94.91,1,0.46,6,2.78,16044
16,45,138,3,2.17,133,96.38,1,0.72,1,0.72,16045
16,46,87,1,1.15,85,97.7,0,0.0,1,1.15,16046
16,47,88,4,4.55,83,94.32,0,0.0,1,1.14,16047
17,1,170,2,1.18,165,97.06,1,0.59,2,1.18,17001
17,2,239,10,4.18,224,93.72,0,0.0,5,2.09,17002
17,3,219,8,3.65,210,95.89,1,0.46,0,0.0,17003
17,4,368,14,3.8,349,94.84,3,0.82,2,0.54,17004
17,5,250,5,2.0,241,96.4,3,1.2,1,0.4,17005
17,6,184,5,2.72,175,95.11,0,0.0,4,2.17,17006
17,7,299,9,3.01,288,96.32,0,0.0,2,0.67,17007
17,8,165,3,1.82,161,97.58,1,0.61,0,0.0,17008
17,9,187,8,4.28,177,94.65,0,0.0,2,1.07,17009
17,10,285,11,3.86,271,95.09,1,0.35,2,0.7,17010
17,11,267,5,1.87,258,96.63,1,0.37,3,1.12,17011
17,12,282,11,3.9,268,95.04,1,0.35,2,0.71,17012
17,13,189,5,2.65,182,96.3,0,0.0,2,1.06,17013
17,14,247,11,4.45,232,93.93,2,0.81,2,0.81,17014
17,15,223,9,4.04,212,95.07,1,0.45,1,0.45,17015
17,16,243,4,1.65,237,97.53,1,0.41,1,0.41,17016
17,17,199,5,2.51,193,96.98,0,0.0,1,0.5,17017
17,18,268,7,2.61,259,96.64,1,0.37,1,0.37,17018
17,19,104,2,1.92,100,96.15,0,0.0,2,1.92,17019
17,20,235,10,4.26,221,94.04,0,0.0,4,1.7,17020
17,21,335,13,3.88,316,94.33,2,0.6,4,1.19,17021
17,22,273,8,2.93,261,95.6,2,0.73,2,0.73,17022
17,23,195,5,2.56,189,96.92,0,0.0,1,0.51,17023
17,24,266,8,3.01,254,95.49,2,0.75,2,0.75,17024
17,25,172,4,2.33,168,97.67,0,0.0,0,0.0,17025
17,26,311,10,3.22,300,96.46,0,0.0,1,0.32,17026
17,27,313,10,3.19,300,95.85,1,0.32,2,0.64,17027
17,28,241,8,3.32,227,94.19,2,0.83,4,1.66,17028
17,29,293,15,5.12,278,94.88,0,0.0,0,0.0,17029
17,30,299,7,2.34,288,96.32,1,0.33,3,1.0,17030
17,31,269,10,3.72,252,93.68,3,1.12,4,1.49,17031
17,32,288,10,3.47,276,95.83,1,0.35,1,0.35,17032
17,33,204,5,2.45,194,95.1,3,1.47,2,0.98,17033
17,34,226,5,2.21,220,97.35,0,0.0,1,0.44,17034
17,35,167,3,1.8,162,97.01,1,0.6,1,0.6,17035
17,36,164,1,0.61,161,98.17,1,0.61,1,0.61,17036
17,37,245,5,2.04,238,97.14,0,0.0,2,0.82,17037
17,38,245,8,3.27,228,93.06,4,1.63,5,2.04,17038
17,39,187,7,3.74,176,94.12,2,1.07,2,1.07,17039
17,40,184,3,1.63,178,96.74,2,1.09,1,0.54,17040
17,41,213,5,2.35,204,95.77,1,0.47,3,1.41,17041
17,42,221,4,1.81,216,97.74,0,0.0,1,0.45,17042
17,43,234,9,3.85,220,94.02,2,0.85,3,1.28,17043
17,44,231,8,3.46,219,94.81,1,0.43,3,1.3,17044
17,45,166,7,4.22,158,95.18,1,0.6,0,0.0,17045
17,46,251,8,3.19,241,96.02,0,0.0,2,0.8,17046
17,47,147,2,1.36,141,95.92,1,0.68,3,2.04,17047
17,48,242,7,2.89,229,94.63,4,1.65,2,0.83,17048
17,49,210,8,3.81,200,95.24,2,0.95,0,0.0,17049
17,50,219,15,6.85,201,91.78,1,0.46,2,0.91,17050
17,51,271,6,2.21,263,97.05,1,0.37,1,0.37,17051
17,52,344,13,3.78,324,94.19,2,0.58,5,1.45,17052
17,53,250,2,0.8,246,98.4,0,0.0,2,0.8,17053
17,54,279,15,5.38,261,93.55,0,0.0,3,1.08,17054
17,55,219,6,2.74,211,96.35,0,0.0,2,0.91,17055
17,56,260,3,1.15,251,96.54,5,1.92,1,0.38,17056
17,57,283,5,1.77,273,96.47,1,0.35,4,1.41,17057
17,58,238,6,2.52,225,94.54,2,0.84,5,2.1,17058
17,59,166,8,4.82,152,91.57,2,1.2,4,2.41,17059
17,60,331,7,2.11,315,95.17,5,1.51,4,1.21,17060
17,61,220,2,0.91,214,97.27,1,0.45,3,1.36,17061
17,62,219,9,4.11,207,94.52,0,0.0,3,1.37,17062
17,63,209,11,5.26,193,92.34,1,0.48,4,1.91,17063
17,64,173,7,4.05,166,95.95,0,0.0,0,0.0,17064
18,1,181,17,9.39,163,90.06,1,0.55,0,0.0,18001
18,2,307,40,13.03,262,85.34,4,1.3,1,0.33,18002
18,3,302,143,47.35,152,50.33,5,1.66,2,0.66,18003
18,4,318,28,8.81,285,89.62,1,0.31,4,1.26,18004
18,5,313,13,4.15,295,94.25,0,0.0,5,1.6,18005
18,6,304,131,43.09,168,55.26,3,0.99,2,0.66,18006
18,7,268,56,20.9,207,77.24,2,0.75,3,1.12,18007
18,8,124,13,10.48,107,86.29,0,0.0,4,3.23,18008
18,9,331,51,15.41,273,82.48,2,0.6,5,1.51,18009
18,10,413,56,13.56,353,85.47,2,0.48,2,0.48,18010
18,11,313,74,23.64,229,73.16,7,2.24,3,0.96,18011
18,12,378,59,15.61,313,82.8,2,0.53,4,1.06,18012
18,13,318,42,13.21,270,84.91,1,0.31,5,1.57,18013
18,14,354,17,4.8,332,93.79,3,0.85,2,0.56,18014
18,15,207,49,23.67,156,75.36,0,0.0,2,0.97,18015
18,16,307,22,7.17,278,90.55,3,0.98,4,1.3,18016
18,17,277,42,15.16,229,82.67,5,1.81,1,0.36,18017
18,18,324,19,5.86,305,94.14,0,0.0,0,0.0,18018
18,19,233,8,3.43,222,95.28,1,0.43,2,0.86,18019
18,20,292,13,4.45,275,94.18,0,0.0,4,1.37,18020
18,21,401,42,10.47,356,88.78,1,0.25,2,0.5,18021
18,22,344,22,6.4,321,93.31,1,0.29,0,0.0,18022
18,23,277,30,10.83,244,88.09,2,0.72,1,0.36,18023
18,24,342,9,2.63,326,95.32,1,0.29,6,1.75,18024
18,25,314,13,4.14,295,93.95,0,0.0,6,1.91,18025
18,26,256,13,5.08,239,93.36,2,0.78,2,0.78,18026
18,27,298,48,16.11,245,82.21,2,0.67,3,1.01,18027
18,28,362,157,43.37,194,53.59,7,1.93,4,1.1,18028
18,29,333,86,25.83,241,72.37,3,0.9,3,0.9,18029
18,30,272,9,3.31,259,95.22,0,0.0,4,1.47,18030
18,31,286,17,5.94,263,91.96,1,0.35,5,1.75,18031
18,32,355,10,2.82,339,95.49,2,0.56,4,1.13,18032
18,33,247,6,2.43,236,95.55,0,0.0,5,2.02,18033
18,34,381,44,11.55,332,87.14,3,0.79,2,0.52,18034
18,35,375,40,10.67,327,87.2,4,1.07,4,1.07,18035
18,36,243,43,17.7,196,80.66,2,0.82,2,0.82,18036
18,37,227,35,15.42,184,81.06,5,2.2,3,1.32,18037
18,38,364,6,1.65,354,97.25,2,0.55,2,0.55,18038
18,39,244,19,7.79,222,90.98,1,0.41,2,0.82,18039
18,40,363,33,9.09,323,88.98,1,0.28,6,1.65,18040
18,41,350,159,45.43,186,53.14,5,1.43,0,0.0,18041
18,42,243,34,13.99,204,83.95,3,1.23,2,0.82,18042
18,43,271,53,19.56,215,79.34,1,0.37,2,0.74,18043
18,44,203,31,15.27,169,83.25,0,0.0,3,1.48,18044
18,45,316,13,4.11,299,94.62,2,0.63,2,0.63,18045
18,46,261,7,2.68,250,95.79,0,0.0,4,1.53,18046
18,47,287,25,8.71,254,88.5,2,0.7,6,2.09,18047
18,48,240,97,40.42,142,59.17,1,0.42,0,0.0,18048
18,49,225,18,8.0,203,90.22,2,0.89,2,0.89,18049
18,50,300,16,5.33,278,92.67,5,1.67,1,0.33,18050
18,51,181,9,4.97,169,93.37,1,0.55,2,1.1,18051
18,52,264,3,1.14,258,97.73,0,0.0,3,1.14,18052
18,53,255,9,3.53,241,94.51,2,0.78,3,1.18,18053
18,54,316,15,4.75,295,93.35,2,0.63,4,1.27,18054
18,55,375,176,46.93,194,51.73,4,1.07,1,0.27,18055
18,56,293,65,22.18,227,77.47,1,0.34,0,0.0,18056
18,57,266,34,12.78,230,86.47,0,0.0,2,0.75,18057
18,58,283,15,5.3,265,93.64,2,0.71,1,0.35,18058
18,59,203,8,3.94,193,95.07,1,0.49,1,0.49,18059
18,60,355,8,2.25,343,96.62,1,0.28,3,0.85,18060
18,61,305,11,3.61,291,95.41,0,0.0,3,0.98,18061
18,62,219,8,3.65,208,94.98,1,0.46,2,0.91,18062
18,63,284,4,1.41,276,97.18,3,1.06,1,0.35,18063
18,64,253,46,18.18,206,81.42,1,0.4,0,0.0,18064
19,1,418,204,48.8,211,50.48,3,0.72,0,0.0,19001
19,2,335,86,25.67,244,72.84,2,0.6,3,0.9,19002
19,3,377,230,61.01,141,37.4,3,0.8,3,0.8,19003
19,4,366,191,52.19,170,46.45,4,1.09,1,0.27,19004
19,5,359,102,28.41,248,69.08,5,1.39,4,1.11,19005
19,6,384,166,43.23,213,55.47,5,1.3,0,0.0,19006
19,7,354,164,46.33,184,51.98,5,1.41,1,0.28,19007
19,8,324,175,54.01,146,45.06,2,0.62,1,0.31,19008
19,9,294,168,57.14,123,41.84,3,1.02,0,0.0,19009
19,10,472,160,33.9,301,63.77,8,1.69,3,0.64,19010
19,11,416,232,55.77,181,43.51,3,0.72,0,0.0,19011
19,12,377,191,50.66,177,46.95,6,1.59,3,0.8,19012
19,13,299,23,7.69,268,89.63,2,0.67,6,2.01,19013
19,14,265,118,44.53,143,53.96,2,0.75,2,0.75,19014
19,15,226,92,40.71,126,55.75,7,3.1,1,0.44,19015
19,16,465,199,42.8,263,56.56,3,0.65,0,0.0,19016
19,17,386,177,45.85,200,51.81,7,1.81,2,0.52,19017
19,18,463,194,41.9,255,55.08,12,2.59,2,0.43,19018
19,19,405,162,40.0,230,56.79,8,1.98,5,1.23,19019
19,20,310,70,22.58,234,75.48,2,0.65,4,1.29,19020
19,21,324,134,41.36,187,57.72,2,0.62,1,0.31,19021
19,22,431,188,43.62,235,54.52,5,1.16,3,0.7,19022
19,23,442,241,54.52,190,42.99,7,1.58,4,0.9,19023
19,24,312,178,57.05,132,42.31,2,0.64,0,0.0,19024
19,25,439,204,46.47,214,48.75,20,4.56,1,0.23,19025
19,26,432,210,48.61,212,49.07,7,1.62,3,0.69,19026
19,27,248,51,20.56,191,77.02,2,0.81,4,1.61,19027
19,28,437,57,13.04,371,84.9,4,0.92,5,1.14,19028
19,29,341,154,45.16,181,53.08,5,1.47,1,0.29,19029
19,30,383,200,52.22,177,46.21,5,1.31,1,0.26,19030
19,31,357,188,52.66,163,45.66,4,1.12,2,0.56,19031
19,32,455,191,41.98,247,54.29,17,3.74,0,0.0,19032
19,33,446,234,52.47,203,45.52,6,1.35,3,0.67,19033
19,34,396,168,42.42,217,54.8,8,2.02,3,0.76,19034
19,35,344,132,38.37,204,59.3,7,2.03,1,0.29,19035
19,36,418,92,22.01,315,75.36,7,1.67,4,0.96,19036
19,37,340,86,25.29,239,70.29,10,2.94,5,1.47,19037
19,38,454,82,18.06,359,79.07,7,1.54,6,1.32,19038
19,39,239,21,8.79,212,88.7,5,2.09,1,0.42,19039
19,40,347,121,34.87,213,61.38,10,2.88,3,0.86,19040
19,41,421,214,50.83,196,46.56,8,1.9,3,0.71,19041
19,42,297,71,23.91,218,73.4,5,1.68,3,1.01,19042
19,43,379,22,5.8,348,91.82,2,0.53,7,1.85,19043
19,44,348,165,47.41,176,50.57,6,1.72,1,0.29,19044
19,45,441,232,52.61,207,46.94,1,0.23,1,0.23,19045
19,46,491,274,55.8,211,42.97,6,1.22,0,0.0,19046
19,47,267,63,23.6,197,73.78,3,1.12,4,1.5,19047
19,48,286,8,2.8,277,96.85,0,0.0,1,0.35,19048
19,49,418,83,19.86,328,78.47,3,0.72,4,0.96,19049
19,50,367,22,5.99,340,92.64,1,0.27,4,1.09,19050
19,51,358,167,46.65,186,51.96,3,0.84,2,0.56,19051
19,52,340,166,48.82,161,47.35,10,2.94,3,0.88,19052
19,53,390,213,54.62,169,43.33,6,1.54,2,0.51,19053
19,54,314,152,48.41,151,48.09,8,2.55,3,0.96,19054
19,55,338,163,48.22,172,50.89,2,0.59,1,0.3,19055
19,56,460,162,35.22,285,61.96,7,1.52,6,1.3,19056
19,57,405,149,36.79,239,59.01,13,3.21,4,0.99,19057
19,58,416,229,55.05,180,43.27,6,1.44,1,0.24,19058
19,59,427,210,49.18,210,49.18,6,1.41,1,0.23,19059
19,60,330,12,3.64,313,94.85,1,0.3,4,1.21,19060
19,61,492,210,42.68,272,55.28,7,1.42,3,0.61,19061
19,62,374,155,41.44,211,56.42,6,1.6,2,0.53,19062
19,63,242,66,27.27,170,70.25,3,1.24,3,1.24,19063
19,64,430,110,25.58,306,71.16,9,2.09,5,1.16,19064
19,65,239,79,33.05,156,65.27,1,0.42,3,1.26,19065
19,66,338,12,3.55,323,95.56,1,0.3,2,0.59,19066
19,67,94,43,45.74,50,53.19,1,1.06,0,0.0,19067
20,1,260,8,3.08,250,96.15,2,0.77,0,0.0,20001
20,2,188,9,4.79,177,94.15,1,0.53,1,0.53,20002
20,3,291,9,3.09,280,96.22,1,0.34,1,0.34,20003
20,4,160,28,17.5,130,81.25,1,0.63,1,0.63,20004
20,5,181,3,1.66,175,96.69,0,0.0,3,1.66,20005
20,6,252,6,2.38,240,95.24,1,0.4,5,1.98,20006
20,7,167,12,7.19,153,91.62,0,0.0,2,1.2,20007
20,8,85,13,15.29,71,83.53,1,1.18,0,0.0,20008
20,9,240,7,2.92,227,94.58,2,0.83,4,1.67,20009
20,10,234,8,3.42,223,95.3,3,1.28,0,0.0,20010
20,11,174,4,2.3,166,95.4,1,0.57,3,1.72,20011
20,12,101,2,1.98,98,97.03,0,0.0,1,0.99,20012
20,13,53,2,3.77,51,96.23,0,0.0,0,0.0,20013
20,14,360,8,2.22,345,95.83,1,0.28,6,1.67,20014
20,15,84,24,28.57,59,70.24,0,0.0,1,1.19,20015
20,16,121,7,5.79,110,90.91,2,1.65,2,1.65,20016
20,17,205,4,1.95,196,95.61,0,0.0,5,2.44,20017
20,18,297,10,3.37,285,95.96,0,0.0,2,0.67,20018
20,19,115,4,3.48,109,94.78,1,0.87,1,0.87,20019
20,20,143,4,2.8,137,95.8,0,0.0,2,1.4,20020
20,21,96,12,12.5,84,87.5,0,0.0,0,0.0,20021
20,22,241,8,3.32,229,95.02,1,0.41,3,1.24,20022
20,23,300,14,4.67,283,94.33,0,0.0,3,1.0,20023
20,24,339,12,3.54,324,95.58,0,0.0,3,0.88,20024
20,25,115,4,3.48,107,93.04,3,2.61,1,0.87,20025
20,26,234,18,7.69,207,88.46,2,0.85,7,2.99,20026
20,27,182,3,1.65,179,98.35,0,0.0,0,0.0,20027
20,28,274,8,2.92,261,95.26,0,0.0,5,1.82,20028
20,29,231,6,2.6,221,95.67,3,1.3,1,0.43,20029
20,30,223,3,1.35,213,95.52,0,0.0,7,3.14,20030
20,31,248,4,1.61,239,96.37,0,0.0,5,2.02,20031
20,32,386,7,1.81,371,96.11,4,1.04,4,1.04,20032
20,33,340,13,3.82,323,95.0,1,0.29,3,0.88,20033
20,34,304,15,4.93,284,93.42,1,0.33,4,1.32,20034
20,35,123,0,0.0,122,99.19,1,0.81,0,0.0,20035
20,36,232,5,2.16,225,96.98,1,0.43,1,0.43,20036
20,37,166,5,3.01,160,96.39,1,0.6,0,0.0,20037
20,38,42,1,2.38,40,95.24,1,2.38,0,0.0,20038
20,39,220,9,4.09,207,94.09,0,0.0,4,1.82,20039
20,40,175,6,3.43,166,94.86,0,0.0,3,1.71,20040
20,41,14,1,7.14,13,92.86,0,0.0,0,0.0,20041
20,42,189,9,4.76,179,94.71,0,0.0,1,0.53,20042
20,43,94,12,12.77,81,86.17,0,0.0,1,1.06,20043
20,44,263,8,3.04,251,95.44,2,0.76,2,0.76,20044
20,45,48,1,2.08,46,95.83,0,0.0,1,2.08,20045
20,46,176,3,1.7,171,97.16,1,0.57,1,0.57,20046
20,47,149,4,2.68,140,93.96,2,1.34,3,2.01,20047
20,48,101,4,3.96,97,96.04,0,0.0,0,0.0,20048
20,49,180,3,1.67,174,96.67,0,0.0,3,1.67,20049
20,50,212,14,6.6,197,92.92,0,0.0,1,0.47,20050
20,51,53,5,9.43,47,88.68,0,0.0,1,1.89,20051
20,52,100,3,3.0,96,96.0,0,0.0,1,1.0,20052
20,53,47,3,6.38,43,91.49,0,0.0,1,2.13,20053
20,54,161,7,4.35,153,95.03,0,0.0,1,0.62,20054
20,55,118,2,1.69,114,96.61,1,0.85,1,0.85,20055
21,1,426,15,3.52,400,93.9,2,0.47,9,2.11,21001
21,2,112,2,1.79,104,92.86,3,2.68,3,2.68,21002
21,3,449,8,1.78,431,95.99,2,0.45,8,1.78,21003
21,4,395,19,4.81,369,93.42,1,0.25,6,1.52,21004
21,5,317,13,4.1,302,95.27,1,0.32,1,0.32,21005
21,6,297,10,3.37,285,95.96,1,0.34,1,0.34,21006
21,7,329,7,2.13,318,96.66,1,0.3,3,0.91,21007
21,8,324,10,3.09,309,95.37,0,0.0,5,1.54,21008
21,9,304,5,1.64,294,96.71,2,0.66,3,0.99,21009
21,10,202,7,3.47,192,95.05,0,0.0,3,1.49,21010
21,11,325,6,1.85,319,98.15,0,0.0,0,0.0,21011
21,12,346,12,3.47,330,95.38,2,0.58,2,0.58,21012
21,13,153,6,3.92,144,94.12,1,0.65,2,1.31,21013
21,14,289,5,1.73,278,96.19,4,1.38,2,0.69,21014
21,15,270,5,1.85,262,97.04,0,0.0,3,1.11,21015
21,16,274,12,4.38,259,94.53,2,0.73,1,0.36,21016
21,17,140,2,1.43,135,96.43,2,1.43,1,0.71,21017
21,18,296,5,1.69,287,96.96,0,0.0,4,1.35,21018
21,19,256,5,1.95,244,95.31,2,0.78,5,1.95,21019
21,20,152,4,2.63,145,95.39,0,0.0,3,1.97,21020
21,21,328,17,5.18,307,93.6,1,0.3,3,0.91,21021
21,22,351,23,6.55,322,91.74,3,0.85,3,0.85,21022
21,23,241,7,2.9,231,95.85,0,0.0,3,1.24,21023
21,24,312,11,3.53,301,96.47,0,0.0,0,0.0,21024
21,25,246,4,1.63,238,96.75,1,0.41,3,1.22,21025
21,26,236,3,1.27,232,98.31,0,0.0,1,0.42,21026
21,27,342,20,5.85,318,92.98,0,0.0,4,1.17,21027
21,28,236,6,2.54,224,94.92,1,0.42,5,2.12,21028
21,29,159,4,2.52,152,95.6,1,0.63,2,1.26,21029
21,30,226,4,1.77,218,96.46,1,0.44,3,1.33,21030
21,31,402,10,2.49,386,96.02,0,0.0,6,1.49,21031
21,32,197,0,0.0,193,97.97,1,0.51,3,1.52,21032
21,33,322,21,6.52,295,91.61,1,0.31,5,1.55,21033
21,34,352,9,2.56,336,95.45,2,0.57,5,1.42,21034
21,35,213,8,3.76,204,95.77,0,0.0,1,0.47,21035
21,36,273,5,1.83,259,94.87,0,0.0,9,3.3,21036
21,37,213,7,3.29,203,95.31,2,0.94,1,0.47,21037
21,38,302,8,2.65,290,96.03,0,0.0,4,1.32,21038
21,39,256,3,1.17,250,97.66,0,0.0,3,1.17,21039
21,40,293,8,2.73,279,95.22,1,0.34,5,1.71,21040
21,41,261,14,5.36,242,92.72,2,0.77,3,1.15,21041
21,42,302,9,2.98,289,95.7,0,0.0,4,1.32,21042
21,43,284,9,3.17,271,95.42,1,0.35,3,1.06,21043
21,44,296,7,2.36,286,96.62,1,0.34,2,0.68,21044
21,45,255,14,5.49,236,92.55,2,0.78,3,1.18,21045
21,46,239,7,2.93,227,94.98,3,1.26,2,0.84,21046
21,47,372,14,3.76,351,94.35,3,0.81,4,1.08,21047
21,48,377,14,3.71,357,94.69,2,0.53,4,1.06,21048
21,49,378,14,3.7,356,94.18,1,0.26,7,1.85,21049
21,50,314,14,4.46,293,93.31,2,0.64,5,1.59,21050
21,51,337,16,4.75,314,93.18,1,0.3,6,1.78,21051
21,52,339,10,2.95,327,96.46,2,0.59,0,0.0,21052
21,53,260,10,3.85,249,95.77,0,0.0,1,0.38,21053
21,54,267,7,2.62,251,94.01,3,1.12,6,2.25,21054
21,55,322,7,2.17,310,96.27,2,0.62,3,0.93,21055
21,56,220,10,4.55,205,93.18,0,0.0,5,2.27,21056
21,57,299,9,3.01,284,94.98,2,0.67,4,1.34,21057
21,58,224,5,2.23,213,95.09,1,0.45,5,2.23,21058
21,59,367,10,2.72,347,94.55,2,0.54,8,2.18,21059
21,60,285,12,4.21,269,94.39,0,0.0,4,1.4,21060
21,61,339,7,2.06,328,96.76,1,0.29,3,0.88,21061
21,62,292,7,2.4,281,96.23,2,0.68,2,0.68,21062
21,63,284,5,1.76,272,95.77,1,0.35,6,2.11,21063
21,64,158,5,3.16,151,95.57,0,0.0,2,1.27,21064
21,65,265,14,5.28,247,93.21,2,0.75,2,0.75,21065
21,66,245,10,4.08,231,94.29,0,0.0,4,1.63,21066
21,67,243,5,2.06,234,96.3,1,0.41,3,1.23,21067
21,68,316,7,2.22,303,95.89,1,0.32,5,1.58,21068
21,69,244,6,2.46,235,96.31,0,0.0,3,1.23,21069
21,70,205,13,6.34,188,91.71,1,0.49,3,1.46,21070
21,71,222,9,4.05,206,92.79,2,0.9,5,2.25,21071
21,72,254,10,3.94,239,94.09,0,0.0,5,1.97,21072
21,73,387,8,2.07,372,96.12,2,0.52,5,1.29,21073
21,74,113,3,2.65,107,94.69,3,2.65,0,0.0,21074
21,75,218,9,4.13,205,94.04,1,0.46,3,1.38,21075
21,76,298,7,2.35,287,96.31,2,0.67,2,0.67,21076
22,1,155,13,8.39,142,91.61,0,0.0,0,0.0,22001
22,2,129,13,10.08,113,87.6,3,2.33,0,0.0,22002
22,3,143,12,8.39,130,90.91,1,0.7,0,0.0,22003
22,4,193,9,4.66,182,94.3,2,1.04,0,0.0,22004
22,5,206,12,5.83,194,94.17,0,0.0,0,0.0,22005
22,6,189,12,6.35,176,93.12,0,0.0,1,0.53,22006
22,7,220,7,3.18,211,95.91,0,0.0,2,0.91,22007
22,8,156,23,14.74,127,81.41,4,2.56,2,1.28,22008
22,9,184,13,7.07,170,92.39,0,0.0,1,0.54,22009
22,10,169,9,5.33,155,91.72,2,1.18,3,1.78,22010
22,11,188,19,10.11,168,89.36,1,0.53,0,0.0,22011
22,12,137,16,11.68,120,87.59,1,0.73,0,0.0,22012
22,13,224,20,8.93,199,88.84,3,1.34,2,0.89,22013
22,14,134,15,11.19,117,87.31,0,0.0,2,1.49,22014
22,15,151,18,11.92,132,87.42,1,0.66,0,0.0,22015
22,16,230,14,6.09,214,93.04,1,0.43,1,0.43,22016
22,17,175,21,12.0,150,85.71,2,1.14,2,1.14,22017
22,18,187,21,11.23,161,86.1,2,1.07,3,1.6,22018
22,19,188,5,2.66,182,96.81,0,0.0,1,0.53,22019
22,20,211,18,8.53,190,90.05,1,0.47,2,0.95,22020
22,21,242,8,3.31,233,96.28,0,0.0,1,0.41,22021
22,22,149,15,10.07,132,88.59,1,0.67,1,0.67,22022
22,23,120,8,6.67,112,93.33,0,0.0,0,0.0,22023
22,24,148,8,5.41,139,93.92,0,0.0,1,0.68,22024
22,25,134,8,5.97,124,92.54,1,0.75,1,0.75,22025
22,26,142,11,7.75,127,89.44,3,2.11,1,0.7,22026
22,27,187,21,11.23,164,87.7,2,1.07,0,0.0,22027
22,28,148,9,6.08,137,92.57,1,0.68,1,0.68,22028
22,29,121,16,13.22,103,85.12,1,0.83,1,0.83,22029
22,30,202,17,8.42,184,91.09,1,0.5,0,0.0,22030
23,1,309,113,36.57,190,61.49,5,1.62,1,0.32,23001
23,2,405,118,29.14,282,69.63,4,0.99,1,0.25,23002
23,3,340,156,45.88,181,53.24,2,0.59,1,0.29,23003
23,4,330,152,46.06,173,52.42,3,0.91,2,0.61,23004
23,5,264,68,25.76,188,71.21,6,2.27,2,0.76,23005
23,6,367,112,30.52,248,67.57,4,1.09,3,0.82,23006
23,7,174,5,2.87,165,94.83,0,0.0,4,2.3,23007
23,8,372,122,32.8,241,64.78,5,1.34,4,1.08,23008
23,9,281,71,25.27,208,74.02,2,0.71,0,0.0,23009
23,10,410,86,20.98,316,77.07,4,0.98,4,0.98,23010
23,11,378,161,42.59,210,55.56,3,0.79,4,1.06,23011
23,12,315,149,47.3,163,51.75,2,0.63,1,0.32,23012
23,13,406,169,41.63,228,56.16,6,1.48,3,0.74,23013
23,14,156,2,1.28,152,97.44,0,0.0,2,1.28,23014
23,15,353,140,39.66,208,58.92,5,1.42,0,0.0,23015
23,16,375,131,34.93,238,63.47,4,1.07,2,0.53,23016
23,17,423,170,40.19,247,58.39,6,1.42,0,0.0,23017
23,18,296,107,36.15,183,61.82,5,1.69,1,0.34,23018
23,19,327,130,39.76,193,59.02,3,0.92,1,0.31,23019
23,20,310,117,37.74,186,60.0,4,1.29,3,0.97,23020
23,21,283,5,1.77,272,96.11,2,0.71,4,1.41,23021
23,22,384,151,39.32,225,58.59,8,2.08,0,0.0,23022
23,23,333,131,39.34,193,57.96,7,2.1,2,0.6,23023
23,24,229,58,25.33,168,73.36,1,0.44,2,0.87,23024
23,25,246,71,28.86,171,69.51,3,1.22,1,0.41,23025
23,26,359,146,40.67,206,57.38,5,1.39,2,0.56,23026
23,27,321,116,36.14,202,62.93,2,0.62,1,0.31,23027
23,28,348,120,34.48,215,61.78,11,3.16,2,0.57,23028
23,29,285,68,23.86,213,74.74,2,0.7,2,0.7,23029
23,30,342,122,35.67,214,62.57,4,1.17,2,0.58,23030
23,31,294,64,21.77,228,77.55,0,0.0,2,0.68,23031
23,32,360,90,25.0,267,74.17,3,0.83,0,0.0,23032
23,33,360,96,26.67,257,71.39,6,1.67,1,0.28,23033
23,34,280,98,35.0,176,62.86,3,1.07,3,1.07,23034
23,35,224,5,2.23,219,97.77,0,0.0,0,0.0,23035
23,36,447,171,38.26,267,59.73,8,1.79,1,0.22,23036
23,37,235,4,1.7,230,97.87,0,0.0,1,0.43,23037
23,38,256,91,35.55,163,63.67,1,0.39,1,0.39,23038
23,39,335,145,43.28,184,54.93,4,1.19,2,0.6,23039
23,40,337,131,38.87,202,59.94,3,0.89,1,0.3,23040
23,41,349,98,28.08,243,69.63,4,1.15,4,1.15,23041
23,42,288,102,35.42,182,63.19,2,0.69,2,0.69,23042
23,43,394,168,42.64,222,56.35,4,1.02,0,0.0,23043
23,44,333,103,30.93,222,66.67,5,1.5,3,0.9,23044
23,45,380,145,38.16,225,59.21,8,2.11,2,0.53,23045
23,46,353,126,35.69,220,62.32,6,1.7,1,0.28,23046
