ward,precinct,total,Jeremy Rose (Romney),Jeremy Rose (Romney) Percent,Branden J Ozga (Romney),Branden J Ozga (Romney) Percent,Joann Finger (McCain),Joann Finger (McCain) Percent,Will Callard (McCain),Will Callard (McCain) Percent,Nickolas John Herringshaw (Paul),Nickolas John Herringshaw (Paul) Percent,Susan Radzinowicz (Thompson),Susan Radzinowicz (Thompson) Percent,Robert Sargus (Thompson),Robert Sargus (Thompson) Percent,Kevin Hacker (Giuliani),Kevin Hacker (Giuliani) Percent,Robert R. Rodman IV (Giuliani),Robert R. Rodman IV (Giuliani) Percent,precinct_id
44,36,79,12,15.19,11,13.92,20,25.32,17,21.52,4,5.06,2,2.53,0,0.0,4,5.06,3,3.8,44036
44,37,70,15,21.43,10,14.29,19,27.14,15,21.43,3,4.29,0,0.0,0,0.0,1,1.43,1,1.43,44037
44,38,87,19,21.84,14,16.09,24,27.59,21,24.14,3,3.45,1,1.15,1,1.15,0,0.0,0,0.0,44038
44,39,116,18,15.52,15,12.93,38,32.76,27,23.28,7,6.03,0,0.0,0,0.0,3,2.59,2,1.72,44039
44,40,74,16,21.62,14,18.92,21,28.38,17,22.97,4,5.41,0,0.0,0,0.0,0,0.0,0,0.0,44040
44,41,94,7,7.45,7,7.45,30,31.91,29,30.85,10,10.64,0,0.0,1,1.06,0,0.0,0,0.0,44041
44,42,61,11,18.03,7,11.48,19,31.15,16,26.23,2,3.28,0,0.0,0,0.0,2,3.28,2,3.28,44042
44,43,68,7,10.29,8,11.76,28,41.18,22,32.35,2,2.94,0,0.0,0,0.0,0,0.0,0,0.0,44043
44,44,86,8,9.3,7,8.14,31,36.05,28,32.56,3,3.49,3,3.49,1,1.16,1,1.16,0,0.0,44044
44,45,65,8,12.31,6,9.23,21,32.31,17,26.15,5,7.69,0,0.0,1,1.54,2,3.08,1,1.54,44045
44,46,54,11,20.37,11,20.37,13,24.07,12,22.22,2,3.7,1,1.85,0,0.0,2,3.7,0,0.0,44046
44,47,99,22,22.22,15,15.15,30,30.3,26,26.26,1,1.01,1,1.01,1,1.01,1,1.01,0,0.0,44047
44,50,99,16,16.16,16,16.16,29,29.29,25,25.25,4,4.04,2,2.02,1,1.01,2,2.02,1,1.01,44050
44,51,66,15,22.73,13,19.7,17,25.76,15,22.73,1,1.52,0,0.0,0,0.0,2,3.03,1,1.52,44051
45,1,44,3,6.82,2,4.55,14,31.82,17,38.64,3,6.82,1,2.27,0,0.0,0,0.0,0,0.0,45001
45,2,71,15,21.13,12,16.9,18,25.35,13,18.31,3,4.23,3,4.23,0,0.0,1,1.41,1,1.41,45002
45,3,38,6,15.79,6,15.79,10,26.32,9,23.68,1,2.63,1,2.63,0,0.0,0,0.0,0,0.0,45003
45,4,76,8,10.53,7,9.21,21,27.63,20,26.32,5,6.58,4,5.26,2,2.63,2,2.63,3,3.95,45004
45,5,88,11,12.5,10,11.36,26,29.55,24,27.27,4,4.55,3,3.41,0,0.0,3,3.41,3,3.41,45005
45,6,65,11,16.92,12,18.46,17,26.15,14,21.54,1,1.54,4,6.15,1,1.54,2,3.08,1,1.54,45006
45,7,53,12,22.64,10,18.87,9,16.98,12,22.64,2,3.77,2,3.77,1,1.89,1,1.89,1,1.89,45007
45,8,59,8,13.56,11,18.64,18,30.51,16,27.12,1,1.69,2,3.39,0,0.0,1,1.69,1,1.69,45008
45,9,70,11,15.71,10,14.29,19,27.14,17,24.29,5,7.14,2,2.86,0,0.0,1,1.43,1,1.43,45009
45,10,57,9,15.79,9,15.79,14,24.56,13,22.81,4,7.02,2,3.51,2,3.51,0,0.0,0,0.0,45010
45,11,74,16,21.62,14,18.92,21,28.38,16,21.62,1,1.35,3,4.05,0,0.0,0,0.0,1,1.35,45011
45,12,71,13,18.31,13,18.31,18,25.35,20,28.17,1,1.41,3,4.23,0,0.0,0,0.0,0,0.0,45012
45,13,47,11,23.4,9,19.15,12,25.53,11,23.4,2,4.26,1,2.13,0,0.0,0,0.0,0,0.0,45013
45,14,65,8,12.31,8,12.31,18,27.69,15,23.08,7,10.77,0,0.0,0,0.0,0,0.0,1,1.54,45014
45,15,76,8,10.53,11,14.47,17,22.37,18,23.68,4,5.26,9,11.84,2,2.63,1,1.32,2,2.63,45015
45,16,50,7,14.0,8,16.0,14,28.0,14,28.0,2,4.0,1,2.0,1,2.0,1,2.0,0,0.0,45016
45,17,58,7,12.07,5,8.62,17,29.31,18,31.03,3,5.17,2,3.45,2,3.45,1,1.72,0,0.0,45017
45,18,50,6,12.0,6,12.0,12,24.0,12,24.0,6,12.0,0,0.0,0,0.0,0,0.0,0,0.0,45018
45,19,66,9,13.64,6,9.09,22,33.33,21,31.82,2,3.03,2,3.03,1,1.52,1,1.52,1,1.52,45019
45,20,56,11,19.64,12,21.43,13,23.21,12,21.43,1,1.79,4,7.14,2,3.57,0,0.0,0,0.0,45020
45,21,77,10,12.99,11,14.29,24,31.17,20,25.97,3,3.9,4,5.19,2,2.6,0,0.0,0,0.0,45021
45,22,67,8,11.94,8,11.94,16,23.88,17,25.37,5,7.46,3,4.48,1,1.49,2,2.99,2,2.99,45022
45,23,74,16,21.62,13,17.57,19,25.68,17,22.97,3,4.05,1,1.35,2,2.7,0,0.0,0,0.0,45023
45,24,86,12,13.95,11,12.79,20,23.26,19,22.09,6,6.98,5,5.81,4,4.65,0,0.0,1,1.16,45024
45,25,56,7,12.5,5,8.93,15,26.79,13,23.21,3,5.36,5,8.93,2,3.57,0,0.0,1,1.79,45025
45,26,21,5,23.81,4,19.05,6,28.57,5,23.81,0,0.0,1,4.76,0,0.0,0,0.0,0,0.0,45026
45,27,62,13,20.97,11,17.74,16,25.81,13,20.97,1,1.61,3,4.84,2,3.23,0,0.0,1,1.61,45027
45,28,37,5,13.51,4,10.81,11,29.73,11,29.73,2,5.41,1,2.7,0,0.0,0,0.0,1,2.7,45028
45,29,96,14,14.58,15,15.63,29,30.21,25,26.04,2,2.08,7,7.29,0,0.0,2,2.08,0,0.0,45029
45,30,73,14,19.18,12,16.44,15,20.55,11,15.07,6,8.22,4,5.48,2,2.74,2,2.74,2,2.74,45030
45,31,41,3,7.32,2,4.88,12,29.27,10,24.39,5,12.2,2,4.88,0,0.0,2,4.88,0,0.0,45031
45,32,38,7,18.42,9,23.68,9,23.68,6,15.79,2,5.26,1,2.63,0,0.0,1,2.63,0,0.0,45032
45,33,74,17,22.97,17,22.97,15,20.27,14,18.92,1,1.35,3,4.05,1,1.35,2,2.7,1,1.35,45033
45,34,61,6,9.84,11,18.03,18,29.51,12,19.67,3,4.92,2,3.28,1,1.64,0,0.0,0,0.0,45034
45,35,78,14,17.95,15,19.23,15,19.23,17,21.79,0,0.0,5,6.41,3,3.85,6,7.69,1,1.28,45035
45,36,71,9,12.68,8,11.27,25,35.21,25,35.21,1,1.41,1,1.41,0,0.0,0,0.0,0,0.0,45036
45,37,39,5,12.82,4,10.26,8,20.51,4,10.26,5,12.82,2,5.13,1,2.56,3,7.69,1,2.56,45037
45,38,43,8,18.6,7,16.28,7,16.28,11,25.58,0,0.0,2,4.65,3,6.98,2,4.65,2,4.65,45038
45,39,65,10,15.38,9,13.85,16,24.62,16,24.62,5,7.69,1,1.54,0,0.0,2,3.08,2,3.08,45039
45,40,45,9,20.0,8,17.78,12,26.67,11,24.44,1,2.22,2,4.44,1,2.22,0,0.0,0,0.0,45040
45,41,28,7,25.0,6,21.43,5,17.86,4,14.29,2,7.14,1,3.57,0,0.0,1,3.57,0,0.0,45041
45,42,41,6,14.63,8,19.51,11,26.83,8,19.51,0,0.0,3,7.32,1,2.44,0,0.0,2,4.88,45042
45,43,56,7,12.5,7,12.5,15,26.79,12,21.43,1,1.79,5,8.93,1,1.79,2,3.57,1,1.79,45043
45,44,71,14,19.72,12,16.9,17,23.94,14,19.72,6,8.45,1,1.41,0,0.0,0,0.0,0,0.0,45044
45,45,50,9,18.0,11,22.0,13,26.0,11,22.0,1,2.0,2,4.0,1,2.0,1,2.0,0,0.0,45045
45,46,52,10,19.23,9,17.31,11,21.15,15,28.85,2,3.85,0,0.0,0,0.0,2,3.85,0,0.0,45046
45,47,74,6,8.11,7,9.46,22,29.73,18,24.32,1,1.35,7,9.46,3,4.05,1,1.35,2,2.7,45047
45,48,54,7,12.96,5,9.26,12,22.22,9,16.67,7,12.96,2,3.7,1,1.85,1,1.85,1,1.85,45048
45,49,61,10,16.39,9,14.75,19,31.15,17,27.87,2,3.28,0,0.0,1,1.64,1,1.64,0,0.0,45049
45,50,58,9,15.52,10,17.24,13,22.41,10,17.24,2,3.45,8,13.79,1,1.72,0,0.0,1,1.72,45050
45,51,85,13,15.29,7,8.24,31,36.47,27,31.76,2,2.35,2,2.35,1,1.18,0,0.0,0,0.0,45051
45,52,58,6,10.34,7,12.07,21,36.21,17,29.31,1,1.72,1,1.72,0,0.0,1,1.72,0,0.0,45052
45,53,59,12,20.34,12,20.34,17,28.81,13,22.03,1,1.69,1,1.69,0,0.0,1,1.69,1,1.69,45053
46,3,31,5,16.13,4,12.9,10,32.26,8,25.81,1,3.23,1,3.23,1,3.23,0,0.0,0,0.0,46003
46,5,44,8,18.18,6,13.64,13,29.55,12,27.27,1,2.27,1,2.27,0,0.0,2,4.55,0,0.0,46005
46,13,100,14,14.0,12,12.0,30,30.0,31,31.0,3,3.0,2,2.0,2,2.0,2,2.0,0,0.0,46013
46,17,86,15,17.44,9,10.47,24,27.91,23,26.74,6,6.98,0,0.0,1,1.16,0,0.0,0,0.0,46017
46,18,62,7,11.29,4,6.45,22,35.48,21,33.87,2,3.23,2,3.23,2,3.23,0,0.0,0,0.0,46018
46,24,54,5,9.26,5,9.26,17,31.48,19,35.19,2,3.7,3,5.56,1,1.85,1,1.85,0,0.0,46024
46,29,61,11,18.03,11,18.03,14,22.95,12,19.67,6,9.84,0,0.0,0,0.0,1,1.64,1,1.64,46029
46,31,55,10,18.18,7,12.73,14,25.45,14,25.45,1,1.82,1,1.82,1,1.82,3,5.45,2,3.64,46031
46,36,63,16,25.4,13,20.63,14,22.22,10,15.87,5,7.94,0,0.0,0,0.0,0,0.0,0,0.0,46036
46,37,60,5,8.33,4,6.67,17,28.33,16,26.67,5,8.33,3,5.0,3,5.0,1,1.67,2,3.33,46037
46,43,59,14,23.73,13,22.03,13,22.03,11,18.64,2,3.39,1,1.69,0,0.0,2,3.39,1,1.69,46043
46,44,36,6,16.67,5,13.89,10,27.78,11,30.56,1,2.78,0,0.0,0,0.0,1,2.78,1,2.78,46044
47,1,40,5,12.5,4,10.0,15,37.5,11,27.5,1,2.5,2,5.0,0,0.0,1,2.5,1,2.5,47001
47,2,32,4,12.5,3,9.38,11,34.38,10,31.25,1,3.13,1,3.13,1,3.13,1,3.13,0,0.0,47002
47,3,34,6,17.65,3,8.82,10,29.41,10,29.41,1,2.94,0,0.0,0,0.0,2,5.88,1,2.94,47003
47,4,46,7,15.22,5,10.87,17,36.96,14,30.43,1,2.17,0,0.0,0,0.0,0,0.0,1,2.17,47004
47,5,75,8,10.67,7,9.33,25,33.33,27,36.0,3,4.0,0,0.0,0,0.0,0,0.0,0,0.0,47005
47,6,66,10,15.15,9,13.64,19,28.79,20,30.3,3,4.55,1,1.52,1,1.52,0,0.0,1,1.52,47006
47,7,59,5,8.47,6,10.17,23,38.98,22,37.29,2,3.39,0,0.0,0,0.0,0,0.0,0,0.0,47007
47,8,47,4,8.51,4,8.51,17,36.17,15,31.91,2,4.26,2,4.26,0,0.0,0,0.0,1,2.13,47008
47,9,27,1,3.7,3,11.11,9,33.33,7,25.93,2,7.41,0,0.0,0,0.0,1,3.7,1,3.7,47009
47,10,20,2,10.0,1,5.0,7,35.0,7,35.0,0,0.0,1,5.0,1,5.0,0,0.0,1,5.0,47010
47,11,43,1,2.33,1,2.33,19,44.19,13,30.23,5,11.63,0,0.0,0,0.0,0,0.0,0,0.0,47011
47,12,52,8,15.38,5,9.62,15,28.85,17,32.69,2,3.85,2,3.85,0,0.0,0,0.0,0,0.0,47012
47,13,60,5,8.33,5,8.33,20,33.33,16,26.67,4,6.67,3,5.0,0,0.0,0,0.0,0,0.0,47013
47,14,19,3,15.79,2,10.53,7,36.84,6,31.58,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,47014
47,15,42,3,7.14,3,7.14,12,28.57,12,28.57,5,11.9,1,2.38,0,0.0,1,2.38,1,2.38,47015
47,16,48,6,12.5,5,10.42,15,31.25,14,29.17,4,8.33,0,0.0,0,0.0,1,2.08,0,0.0,47016
47,17,51,8,15.69,7,13.73,17,33.33,17,33.33,1,1.96,1,1.96,0,0.0,0,0.0,0,0.0,47017
47,18,45,5,11.11,3,6.67,15,33.33,18,40.0,1,2.22,1,2.22,1,2.22,0,0.0,0,0.0,47018
47,19,53,4,7.55,5,9.43,22,41.51,20,37.74,1,1.89,0,0.0,0,0.0,0,0.0,0,0.0,47019
47,20,37,0,0.0,0,0.0,13,35.14,16,43.24,3,8.11,0,0.0,0,0.0,0,0.0,1,2.7,47020
47,21,56,10,17.86,9,16.07,18,32.14,14,25.0,1,1.79,0,0.0,0,0.0,1,1.79,1,1.79,47021
47,22,42,4,9.52,3,7.14,14,33.33,13,30.95,4,9.52,0,0.0,0,0.0,0,0.0,0,0.0,47022
47,23,22,3,13.64,3,13.64,8,36.36,7,31.82,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,47023
47,24,76,13,17.11,12,15.79,19,25.0,18,23.68,6,7.89,1,1.32,1,1.32,0,0.0,1,1.32,47024
47,25,42,4,9.52,5,11.9,15,35.71,13,30.95,0,0.0,1,2.38,1,2.38,1,2.38,1,2.38,47025
47,26,72,11,15.28,8,11.11,25,34.72,21,29.17,3,4.17,0,0.0,0,0.0,1,1.39,1,1.39,47026
47,27,50,9,18.0,7,14.0,19,38.0,13,26.0,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,47027
47,28,35,4,11.43,4,11.43,11,31.43,13,37.14,1,2.86,0,0.0,0,0.0,0,0.0,0,0.0,47028
47,29,63,10,15.87,9,14.29,21,33.33,20,31.75,0,0.0,1,1.59,1,1.59,0,0.0,0,0.0,47029
47,30,57,9,15.79,7,12.28,17,29.82,16,28.07,0,0.0,2,3.51,0,0.0,1,1.75,3,5.26,47030
47,31,30,3,10.0,3,10.0,9,30.0,7,23.33,2,6.67,1,3.33,0,0.0,2,6.67,2,6.67,47031
47,32,44,4,9.09,4,9.09,16,36.36,13,29.55,3,6.82,0,0.0,1,2.27,0,0.0,0,0.0,47032
47,33,31,0,0.0,2,6.45,9,29.03,9,29.03,4,12.9,0,0.0,0,0.0,2,6.45,2,6.45,47033
47,34,49,5,10.2,4,8.16,14,28.57,16,32.65,3,6.12,0,0.0,0,0.0,2,4.08,2,4.08,47034
47,35,69,5,7.25,3,4.35,26,37.68,26,37.68,3,4.35,0,0.0,0,0.0,1,1.45,1,1.45,47035
47,36,89,9,10.11,7,7.87,25,28.09,26,29.21,8,8.99,1,1.12,2,2.25,2,2.25,2,2.25,47036
47,37,73,11,15.07,11,15.07,23,31.51,19,26.03,3,4.11,1,1.37,1,1.37,1,1.37,1,1.37,47037
47,38,56,6,10.71,4,7.14,17,30.36,16,28.57,5,8.93,0,0.0,0,0.0,2,3.57,1,1.79,47038
47,39,53,11,20.75,8,15.09,17,32.08,11,20.75,2,3.77,0,0.0,0,0.0,1,1.89,0,0.0,47039
47,40,52,8,15.38,7,13.46,13,25.0,10,19.23,5,9.62,0,0.0,0,0.0,2,3.85,0,0.0,47040
47,41,62,7,11.29,6,9.68,19,30.65,14,22.58,6,9.68,1,1.61,1,1.61,1,1.61,1,1.61,47041
47,42,50,5,10.0,3,6.0,15,30.0,13,26.0,5,10.0,3,6.0,0,0.0,0,0.0,0,0.0,47042
47,43,40,10,25.0,9,22.5,5,12.5,7,17.5,5,12.5,0,0.0,0,0.0,0,0.0,0,0.0,47043
47,44,98,17,17.35,14,14.29,24,24.49,25,25.51,3,3.06,1,1.02,1,1.02,3,3.06,5,5.1,47044
47,45,38,4,10.53,5,13.16,10,26.32,6,15.79,5,13.16,1,2.63,1,2.63,1,2.63,1,2.63,47045
47,46,30,4,13.33,3,10.0,10,33.33,9,30.0,0,0.0,1,3.33,1,3.33,1,3.33,1,3.33,47046
47,47,55,7,12.73,8,14.55,18,32.73,14,25.45,4,7.27,0,0.0,0,0.0,0,0.0,0,0.0,47047
47,48,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47048
47,49,32,6,18.75,6,18.75,5,15.63,5,15.63,4,12.5,0,0.0,0,0.0,2,6.25,0,0.0,47049
47,50,47,4,8.51,3,6.38,17,36.17,17,36.17,2,4.26,1,2.13,0,0.0,1,2.13,0,0.0,47050
47,51,29,1,3.45,2,6.9,9,31.03,10,34.48,4,13.79,0,0.0,0,0.0,0,0.0,0,0.0,47051
47,52,14,2,14.29,2,14.29,4,28.57,4,28.57,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,47052
50,44,35,5,14.29,4,11.43,9,25.71,9,25.71,4,11.43,0,0.0,0,0.0,0,0.0,0,0.0,50044
50,45,27,1,3.7,1,3.7,12,44.44,10,37.04,1,3.7,0,0.0,0,0.0,1,3.7,0,0.0,50045
