ward,precinct,total,Carlos Saucedo (McCain),Carlos Saucedo (McCain) Percent,Kimberly Pate Godden (McCain),Kimberly Pate Godden (McCain) Percent,Jonathan Blessing (Romney),Jonathan Blessing (Romney) Percent,Sean Thomas McCarthy (Romney),Sean Thomas McCarthy (Romney) Percent,Brian G. Markey (Paul),Brian G. Markey (Paul) Percent,Christopher W. Barnes (Thompson),Christopher W. Barnes (Thompson) Percent,Jennifer L. Sheahan (Thompson),Jennifer L. Sheahan (Thompson) Percent,Andrew Gutierrez (Giuliani),Andrew Gutierrez (Giuliani) Percent,precinct_id
26,54,9,2,22.22,1,11.11,2,22.22,2,22.22,0,0.0,1,11.11,0,0.0,0,0.0,26054
26,55,5,3,60.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26055
26,56,14,5,35.71,4,28.57,0,0.0,0,0.0,2,14.29,0,0.0,0,0.0,1,7.14,26056
26,57,11,2,18.18,1,9.09,2,18.18,1,9.09,1,9.09,0,0.0,1,9.09,2,18.18,26057
26,58,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26058
26,59,10,1,10.0,0,0.0,2,20.0,3,30.0,1,10.0,0,0.0,0,0.0,0,0.0,26059
26,60,31,6,19.35,7,22.58,3,9.68,3,9.68,2,6.45,2,6.45,1,3.23,1,3.23,26060
26,61,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,26061
26,62,12,2,16.67,4,33.33,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,1,8.33,26062
26,63,7,2,28.57,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,26063
27,13,11,2,18.18,3,27.27,1,9.09,2,18.18,0,0.0,0,0.0,1,9.09,1,9.09,27013
27,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27018
27,32,7,2,28.57,3,42.86,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,27032
27,35,28,7,25.0,9,32.14,3,10.71,3,10.71,3,10.71,0,0.0,0,0.0,1,3.57,27035
27,38,11,4,36.36,4,36.36,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,27038
27,41,57,16,28.07,17,29.82,6,10.53,6,10.53,3,5.26,0,0.0,1,1.75,2,3.51,27041
27,56,14,7,50.0,5,35.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,27056
27,59,18,3,16.67,4,22.22,4,22.22,1,5.56,2,11.11,0,0.0,0,0.0,0,0.0,27059
28,29,14,5,35.71,3,21.43,2,14.29,0,0.0,1,7.14,0,0.0,0,0.0,2,14.29,28029
28,34,4,2,50.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28034
28,38,9,2,22.22,2,22.22,1,11.11,1,11.11,1,11.11,0,0.0,1,11.11,0,0.0,28038
29,6,9,2,22.22,3,33.33,1,11.11,1,11.11,1,11.11,0,0.0,1,11.11,0,0.0,29006
29,7,23,5,21.74,6,26.09,3,13.04,3,13.04,1,4.35,2,8.7,1,4.35,2,8.7,29007
29,10,15,5,33.33,3,20.0,3,20.0,2,13.33,0,0.0,0,0.0,0,0.0,1,6.67,29010
29,24,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29024
29,39,8,1,12.5,1,12.5,1,12.5,1,12.5,2,25.0,0,0.0,1,12.5,0,0.0,29039
30,4,17,8,47.06,5,29.41,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,30004
30,5,7,2,28.57,2,28.57,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,30005
30,17,3,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,30017
30,18,17,2,11.76,2,11.76,4,23.53,2,11.76,1,5.88,0,0.0,0,0.0,0,0.0,30018
30,19,9,4,44.44,5,55.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30019
30,20,8,5,62.5,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,30020
30,21,18,6,33.33,5,27.78,0,0.0,0,0.0,1,5.56,0,0.0,1,5.56,2,11.11,30021
30,22,8,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,30022
30,23,9,2,22.22,2,22.22,0,0.0,0,0.0,2,22.22,1,11.11,0,0.0,0,0.0,30023
30,24,12,3,25.0,3,25.0,3,25.0,2,16.67,0,0.0,0,0.0,0,0.0,1,8.33,30024
30,25,37,6,16.22,9,24.32,6,16.22,4,10.81,0,0.0,5,13.51,4,10.81,1,2.7,30025
30,26,6,2,33.33,4,66.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30026
30,27,14,5,35.71,3,21.43,3,21.43,1,7.14,0,0.0,0,0.0,0,0.0,2,14.29,30027
30,29,8,4,50.0,3,37.5,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,30029
30,31,3,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30031
30,32,9,4,44.44,3,33.33,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,30032
30,33,7,1,14.29,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,2,28.57,30033
30,35,16,4,25.0,2,12.5,4,25.0,3,18.75,1,6.25,0,0.0,0,0.0,2,12.5,30035
30,36,26,9,34.62,11,42.31,1,3.85,0,0.0,0,0.0,0,0.0,1,3.85,2,7.69,30036
30,41,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,30041
31,1,9,4,44.44,2,22.22,2,22.22,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,31001
31,2,12,5,41.67,5,41.67,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,31002
31,4,7,2,28.57,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,31004
31,5,32,13,40.63,9,28.13,1,3.13,1,3.13,0,0.0,1,3.13,1,3.13,4,12.5,31005
31,6,13,4,30.77,5,38.46,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,31006
31,7,10,5,50.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,31007
31,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31010
31,11,11,4,36.36,4,36.36,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,31011
31,12,7,2,28.57,2,28.57,2,28.57,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,31012
31,13,6,1,16.67,2,33.33,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,31013
31,14,13,5,38.46,1,7.69,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,3,23.08,31014
31,16,9,0,0.0,1,11.11,2,22.22,2,22.22,0,0.0,0,0.0,1,11.11,1,11.11,31016
31,17,12,6,50.0,4,33.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,31017
31,18,4,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,31018
31,20,20,6,30.0,8,40.0,2,10.0,1,5.0,0,0.0,0,0.0,0,0.0,1,5.0,31020
31,21,14,4,28.57,4,28.57,1,7.14,0,0.0,1,7.14,0,0.0,0,0.0,2,14.29,31021
31,22,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,31022
31,23,18,7,38.89,2,11.11,2,11.11,2,11.11,1,5.56,1,5.56,0,0.0,3,16.67,31023
31,24,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31024
31,25,7,2,28.57,1,14.29,0,0.0,2,28.57,0,0.0,1,14.29,0,0.0,1,14.29,31025
31,27,10,4,40.0,2,20.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,31027
31,30,15,4,26.67,4,26.67,3,20.0,3,20.0,0,0.0,1,6.67,0,0.0,0,0.0,31030
31,31,12,3,25.0,3,25.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,1,8.33,31031
31,34,8,1,12.5,0,0.0,2,25.0,2,25.0,1,12.5,0,0.0,0,0.0,2,25.0,31034
31,35,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,31035
31,36,6,0,0.0,2,33.33,1,16.67,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,31036
31,37,15,9,60.0,3,20.0,1,6.67,0,0.0,0,0.0,1,6.67,0,0.0,1,6.67,31037
31,39,7,3,42.86,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,31039
31,40,10,5,50.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0,31040
31,42,10,1,10.0,2,20.0,3,30.0,2,20.0,0,0.0,1,10.0,0,0.0,0,0.0,31042
31,44,10,3,30.0,1,10.0,1,10.0,2,20.0,0,0.0,0,0.0,2,20.0,1,10.0,31044
31,49,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,2,40.0,2,40.0,31049
31,51,5,3,60.0,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,31051
32,1,5,0,0.0,1,20.0,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,32001
32,2,55,16,29.09,13,23.64,3,5.45,4,7.27,7,12.73,2,3.64,1,1.82,2,3.64,32002
32,3,28,7,25.0,7,25.0,4,14.29,5,17.86,1,3.57,0,0.0,0,0.0,2,7.14,32003
32,4,66,22,33.33,25,37.88,4,6.06,7,10.61,4,6.06,0,0.0,1,1.52,0,0.0,32004
32,5,53,9,16.98,9,16.98,6,11.32,8,15.09,8,15.09,1,1.89,1,1.89,1,1.89,32005
32,11,40,5,12.5,6,15.0,6,15.0,6,15.0,8,20.0,0,0.0,0,0.0,0,0.0,32011
32,12,22,8,36.36,6,27.27,3,13.64,4,18.18,0,0.0,0,0.0,0,0.0,0,0.0,32012
32,14,40,6,15.0,6,15.0,8,20.0,7,17.5,5,12.5,0,0.0,0,0.0,1,2.5,32014
32,16,59,15,25.42,16,27.12,10,16.95,10,16.95,3,5.08,1,1.69,1,1.69,0,0.0,32016
32,17,33,13,39.39,12,36.36,0,0.0,0,0.0,2,6.06,0,0.0,0,0.0,1,3.03,32017
32,28,38,8,21.05,9,23.68,6,15.79,7,18.42,2,5.26,0,0.0,0,0.0,1,2.63,32028
32,29,23,6,26.09,7,30.43,0,0.0,0,0.0,3,13.04,0,0.0,2,8.7,1,4.35,32029
32,31,78,19,24.36,20,25.64,9,11.54,7,8.97,7,8.97,0,0.0,0,0.0,5,6.41,32031
32,33,34,12,35.29,9,26.47,1,2.94,2,5.88,3,8.82,1,2.94,1,2.94,2,5.88,32033
32,34,65,13,20.0,19,29.23,10,15.38,11,16.92,3,4.62,2,3.08,1,1.54,2,3.08,32034
32,35,55,14,25.45,14,25.45,5,9.09,6,10.91,5,9.09,1,1.82,1,1.82,2,3.64,32035
32,36,72,16,22.22,18,25.0,13,18.06,11,15.28,3,4.17,4,5.56,3,4.17,1,1.39,32036
32,46,9,1,11.11,1,11.11,2,22.22,4,44.44,0,0.0,0,0.0,0,0.0,0,0.0,32046
32,52,24,6,25.0,8,33.33,4,16.67,4,16.67,1,4.17,0,0.0,0,0.0,0,0.0,32052
33,1,56,16,28.57,17,30.36,4,7.14,5,8.93,5,8.93,1,1.79,1,1.79,0,0.0,33001
33,2,51,12,23.53,14,27.45,9,17.65,8,15.69,0,0.0,2,3.92,2,3.92,3,5.88,33002
33,3,27,7,25.93,5,18.52,2,7.41,3,11.11,5,18.52,0,0.0,0,0.0,1,3.7,33003
33,4,28,6,21.43,4,14.29,7,25.0,7,25.0,0,0.0,1,3.57,2,7.14,1,3.57,33004
33,6,29,9,31.03,8,27.59,3,10.34,3,10.34,2,6.9,0,0.0,1,3.45,2,6.9,33006
33,8,49,12,24.49,16,32.65,7,14.29,6,12.24,2,4.08,0,0.0,0,0.0,1,2.04,33008
33,11,48,10,20.83,14,29.17,7,14.58,7,14.58,3,6.25,2,4.17,1,2.08,0,0.0,33011
33,12,44,16,36.36,18,40.91,0,0.0,1,2.27,3,6.82,0,0.0,0,0.0,1,2.27,33012
33,13,26,6,23.08,8,30.77,3,11.54,2,7.69,3,11.54,0,0.0,0,0.0,1,3.85,33013
33,15,52,14,26.92,14,26.92,6,11.54,7,13.46,0,0.0,1,1.92,2,3.85,3,5.77,33015
33,16,33,9,27.27,13,39.39,2,6.06,5,15.15,0,0.0,0,0.0,1,3.03,1,3.03,33016
33,17,31,6,19.35,7,22.58,3,9.68,2,6.45,5,16.13,0,0.0,1,3.23,0,0.0,33017
33,19,51,16,31.37,18,35.29,5,9.8,4,7.84,2,3.92,0,0.0,3,5.88,1,1.96,33019
33,20,38,8,21.05,9,23.68,3,7.89,4,10.53,3,7.89,1,2.63,1,2.63,3,7.89,33020
33,21,20,3,15.0,7,35.0,2,10.0,3,15.0,2,10.0,0,0.0,1,5.0,0,0.0,33021
33,22,12,2,16.67,3,25.0,3,25.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,33022
33,26,41,8,19.51,9,21.95,3,7.32,2,4.88,6,14.63,1,2.44,1,2.44,1,2.44,33026
33,27,29,9,31.03,8,27.59,7,24.14,2,6.9,0,0.0,1,3.45,0,0.0,1,3.45,33027
35,1,57,19,33.33,15,26.32,7,12.28,6,10.53,3,5.26,2,3.51,2,3.51,0,0.0,35001
35,2,29,11,37.93,11,37.93,4,13.79,3,10.34,0,0.0,0,0.0,0,0.0,0,0.0,35002
35,3,23,7,30.43,5,21.74,4,17.39,1,4.35,2,8.7,0,0.0,1,4.35,0,0.0,35003
35,4,47,15,31.91,13,27.66,5,10.64,5,10.64,2,4.26,0,0.0,0,0.0,1,2.13,35004
35,5,20,7,35.0,7,35.0,1,5.0,2,10.0,0,0.0,1,5.0,0,0.0,1,5.0,35005
35,6,30,8,26.67,7,23.33,2,6.67,2,6.67,2,6.67,0,0.0,0,0.0,3,10.0,35006
35,7,58,14,24.14,17,29.31,7,12.07,6,10.34,6,10.34,0,0.0,0,0.0,2,3.45,35007
35,8,26,8,30.77,10,38.46,1,3.85,4,15.38,0,0.0,0,0.0,1,3.85,0,0.0,35008
35,9,30,7,23.33,8,26.67,4,13.33,3,10.0,1,3.33,2,6.67,2,6.67,1,3.33,35009
35,10,33,13,39.39,11,33.33,2,6.06,1,3.03,3,9.09,0,0.0,0,0.0,1,3.03,35010
35,11,24,6,25.0,7,29.17,4,16.67,4,16.67,1,4.17,0,0.0,1,4.17,1,4.17,35011
35,12,32,9,28.13,11,34.38,1,3.13,1,3.13,1,3.13,3,9.38,3,9.38,1,3.13,35012
35,13,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35013
35,14,18,5,27.78,3,16.67,2,11.11,1,5.56,2,11.11,0,0.0,1,5.56,1,5.56,35014
35,15,37,9,24.32,4,10.81,6,16.22,8,21.62,2,5.41,0,0.0,1,2.7,3,8.11,35015
35,16,22,8,36.36,9,40.91,1,4.55,2,9.09,1,4.55,0,0.0,0,0.0,0,0.0,35016
35,17,36,8,22.22,7,19.44,9,25.0,5,13.89,1,2.78,1,2.78,2,5.56,1,2.78,35017
35,18,26,11,42.31,7,26.92,2,7.69,1,3.85,1,3.85,0,0.0,0,0.0,1,3.85,35018
35,19,10,2,20.0,3,30.0,1,10.0,2,20.0,0,0.0,1,10.0,1,10.0,0,0.0,35019
35,20,30,10,33.33,11,36.67,0,0.0,0,0.0,0,0.0,2,6.67,2,6.67,2,6.67,35020
35,21,23,7,30.43,6,26.09,2,8.7,3,13.04,1,4.35,0,0.0,0,0.0,1,4.35,35021
35,23,18,4,22.22,3,16.67,3,16.67,4,22.22,1,5.56,0,0.0,0,0.0,2,11.11,35023
35,24,13,3,23.08,1,7.69,0,0.0,1,7.69,2,15.38,2,15.38,0,0.0,2,15.38,35024
35,25,43,14,32.56,14,32.56,4,9.3,3,6.98,2,4.65,0,0.0,1,2.33,1,2.33,35025
35,26,43,5,11.63,7,16.28,11,25.58,10,23.26,1,2.33,0,0.0,0,0.0,3,6.98,35026
35,27,41,9,21.95,9,21.95,9,21.95,11,26.83,1,2.44,0,0.0,0,0.0,0,0.0,35027
35,28,17,4,23.53,2,11.76,2,11.76,1,5.88,2,11.76,2,11.76,1,5.88,1,5.88,35028
35,29,41,16,39.02,14,34.15,1,2.44,3,7.32,3,7.32,0,0.0,0,0.0,1,2.44,35029
35,30,35,10,28.57,9,25.71,4,11.43,5,14.29,0,0.0,0,0.0,0,0.0,3,8.57,35030
35,31,25,6,24.0,7,28.0,3,12.0,2,8.0,3,12.0,0,0.0,1,4.0,0,0.0,35031
35,32,9,4,44.44,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,2,22.22,35032
35,34,18,4,22.22,6,33.33,1,5.56,1,5.56,2,11.11,0,0.0,1,5.56,1,5.56,35034
35,35,22,5,22.73,5,22.73,2,9.09,1,4.55,2,9.09,1,4.55,0,0.0,3,13.64,35035
35,36,47,16,34.04,15,31.91,1,2.13,0,0.0,8,17.02,0,0.0,0,0.0,0,0.0,35036
36,4,17,3,17.65,2,11.76,5,29.41,3,17.65,0,0.0,2,11.76,2,11.76,0,0.0,36004
36,33,28,6,21.43,7,25.0,6,21.43,6,21.43,1,3.57,1,3.57,1,3.57,0,0.0,36033
36,44,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,36044
36,54,8,3,37.5,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36054
36,55,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36055
37,1,7,2,28.57,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,1,14.29,37001
37,11,20,4,20.0,2,10.0,8,40.0,4,20.0,0,0.0,0,0.0,0,0.0,0,0.0,37011
37,19,11,1,9.09,2,18.18,2,18.18,1,9.09,2,18.18,1,9.09,1,9.09,0,0.0,37019
37,39,16,4,25.0,5,31.25,3,18.75,2,12.5,0,0.0,0,0.0,0,0.0,2,12.5,37039
