ward,precinct,total,Henry Vicenik (McCain),Henry Vicenik (McCain) Percent,Sean Healy (McCain),Sean Healy (McCain) Percent,Ethan A. Hastert (Romney),Ethan A. Hastert (Romney) Percent,R. Stratford Shields (Romney),R. Stratford Shields (Romney) Percent,Jeffrey E. Mandalis (Paul),Jeffrey E. Mandalis (Paul) Percent,Maureen E. Hendron (Paul),Maureen E. Hendron (Paul) Percent,Keely M. Drukala (Thompson),Keely M. Drukala (Thompson) Percent,William Thomas Lundeen (Thompson),William Thomas Lundeen (Thompson) Percent,Kathleen A. Thomas (Giuliani),Kathleen A. Thomas (Giuliani) Percent,Jeffrey R. Jurgens (Giuliani),Jeffrey R. Jurgens (Giuliani) Percent,Ji Chung (Huckabee),Ji Chung (Huckabee) Percent,Elizabeth Manning (Huckabee),Elizabeth Manning (Huckabee) Percent,precinct_id
1,1,18,7,38.89,6,33.33,0,0.0,0,0.0,2,11.11,2,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,01001
1,6,42,12,28.57,12,28.57,4,9.52,4,9.52,2,4.76,3,7.14,0,0.0,0,0.0,1,2.38,0,0.0,2,4.76,2,4.76,01006
1,11,23,4,17.39,3,13.04,3,13.04,3,13.04,2,8.7,1,4.35,1,4.35,1,4.35,0,0.0,0,0.0,2,8.7,3,13.04,01011
1,44,18,4,22.22,5,27.78,3,16.67,2,11.11,1,5.56,1,5.56,0,0.0,0,0.0,1,5.56,0,0.0,1,5.56,0,0.0,01044
2,1,119,33,27.73,36,30.25,14,11.76,11,9.24,5,4.2,5,4.2,0,0.0,1,0.84,4,3.36,4,3.36,2,1.68,4,3.36,02001
2,2,9,1,11.11,1,11.11,0,0.0,1,11.11,2,22.22,2,22.22,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,02002
2,3,37,8,21.62,10,27.03,8,21.62,6,16.22,1,2.7,2,5.41,0,0.0,0,0.0,0,0.0,0,0.0,1,2.7,1,2.7,02003
2,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02004
2,5,7,1,14.29,2,28.57,0,0.0,0,0.0,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02005
2,6,114,29,25.44,31,27.19,13,11.4,14,12.28,6,5.26,8,7.02,0,0.0,1,0.88,4,3.51,2,1.75,3,2.63,3,2.63,02006
2,7,3,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02007
2,8,96,21,21.88,24,25.0,18,18.75,16,16.67,3,3.13,3,3.13,0,0.0,0,0.0,0,0.0,1,1.04,4,4.17,6,6.25,02008
2,9,7,3,42.86,3,42.86,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02009
2,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02010
2,11,73,23,31.51,23,31.51,10,13.7,8,10.96,1,1.37,2,2.74,0,0.0,0,0.0,0,0.0,0,0.0,3,4.11,3,4.11,02011
2,12,112,27,24.11,29,25.89,13,11.61,13,11.61,5,4.46,4,3.57,1,0.89,1,0.89,5,4.46,4,3.57,6,5.36,4,3.57,02012
2,13,30,8,26.67,8,26.67,1,3.33,1,3.33,2,6.67,3,10.0,0,0.0,0,0.0,0,0.0,0,0.0,5,16.67,2,6.67,02013
2,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02014
2,15,3,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02015
2,16,101,23,22.77,25,24.75,16,15.84,12,11.88,5,4.95,7,6.93,1,0.99,0,0.0,2,1.98,2,1.98,3,2.97,5,4.95,02016
2,17,7,2,28.57,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,1,14.29,02017
2,18,71,18,25.35,18,25.35,11,15.49,13,18.31,4,5.63,3,4.23,0,0.0,0,0.0,2,2.82,1,1.41,1,1.41,0,0.0,02018
2,19,90,22,24.44,23,25.56,15,16.67,14,15.56,4,4.44,3,3.33,0,0.0,1,1.11,1,1.11,2,2.22,2,2.22,3,3.33,02019
2,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02020
2,21,21,4,19.05,6,28.57,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,0,0.0,3,14.29,3,14.29,02021
2,22,112,29,25.89,31,27.68,17,15.18,15,13.39,3,2.68,3,2.68,1,0.89,0,0.0,2,1.79,2,1.79,4,3.57,5,4.46,02022
2,23,6,0,0.0,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,02023
2,24,39,8,20.51,8,20.51,3,7.69,2,5.13,7,17.95,6,15.38,0,0.0,0,0.0,0,0.0,0,0.0,2,5.13,3,7.69,02024
2,25,54,9,16.67,11,20.37,4,7.41,4,7.41,6,11.11,8,14.81,0,0.0,0,0.0,2,3.7,2,3.7,4,7.41,4,7.41,02025
2,26,56,8,14.29,9,16.07,14,25.0,13,23.21,1,1.79,1,1.79,1,1.79,1,1.79,1,1.79,0,0.0,2,3.57,5,8.93,02026
2,27,6,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,02027
2,28,53,17,32.08,17,32.08,5,9.43,3,5.66,2,3.77,2,3.77,1,1.89,0,0.0,0,0.0,1,1.89,1,1.89,4,7.55,02028
2,29,21,6,28.57,5,23.81,2,9.52,2,9.52,2,9.52,1,4.76,0,0.0,0,0.0,2,9.52,1,4.76,0,0.0,0,0.0,02029
2,30,117,38,32.48,36,30.77,12,10.26,10,8.55,6,5.13,7,5.98,0,0.0,0,0.0,2,1.71,1,0.85,3,2.56,2,1.71,02030
2,32,14,3,21.43,5,35.71,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.29,1,7.14,1,7.14,1,7.14,02032
2,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02033
2,34,7,3,42.86,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,02034
2,35,13,3,23.08,3,23.08,1,7.69,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,02035
2,36,71,19,26.76,21,29.58,8,11.27,7,9.86,2,2.82,3,4.23,0,0.0,0,0.0,1,1.41,2,2.82,4,5.63,4,5.63,02036
2,37,63,22,34.92,22,34.92,6,9.52,5,7.94,2,3.17,2,3.17,1,1.59,0,0.0,0,0.0,0,0.0,2,3.17,1,1.59,02037
2,38,131,39,29.77,41,31.3,19,14.5,16,12.21,2,1.53,2,1.53,0,0.0,0,0.0,1,0.76,1,0.76,5,3.82,5,3.82,02038
2,39,22,2,9.09,3,13.64,4,18.18,2,9.09,4,18.18,4,18.18,0,0.0,0,0.0,0,0.0,0,0.0,2,9.09,1,4.55,02039
2,40,55,17,30.91,15,27.27,3,5.45,4,7.27,6,10.91,5,9.09,0,0.0,0,0.0,1,1.82,1,1.82,2,3.64,1,1.82,02040
2,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02041
2,42,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02042
2,43,60,19,31.67,20,33.33,4,6.67,4,6.67,4,6.67,3,5.0,0,0.0,0,0.0,1,1.67,2,3.33,1,1.67,2,3.33,02043
2,45,6,0,0.0,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,2,33.33,0,0.0,02045
2,47,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02047
2,48,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,02048
2,49,24,8,33.33,7,29.17,3,12.5,3,12.5,1,4.17,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.17,02049
2,50,30,7,23.33,5,16.67,3,10.0,4,13.33,1,3.33,1,3.33,0,0.0,0,0.0,2,6.67,2,6.67,2,6.67,3,10.0,02050
2,51,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02051
2,52,11,2,18.18,2,18.18,2,18.18,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.18,2,18.18,02052
2,53,56,14,25.0,15,26.79,5,8.93,4,7.14,5,8.93,5,8.93,0,0.0,0,0.0,0,0.0,0,0.0,4,7.14,4,7.14,02053
2,54,72,15,20.83,20,27.78,8,11.11,9,12.5,7,9.72,7,9.72,0,0.0,0,0.0,0,0.0,0,0.0,3,4.17,3,4.17,02054
2,55,25,11,44.0,11,44.0,1,4.0,0,0.0,1,4.0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02055
2,56,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02056
3,1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,03001
3,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03002
3,3,44,16,36.36,15,34.09,2,4.55,1,2.27,2,4.55,1,2.27,0,0.0,0,0.0,0,0.0,0,0.0,2,4.55,5,11.36,03003
3,4,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,03004
3,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03006
3,8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,03008
3,9,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,03009
3,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03010
3,11,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,03011
3,12,7,1,14.29,2,28.57,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,2,28.57,03012
3,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03014
3,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03015
3,16,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,03016
3,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03017
