ward,precinct,total,Lauren Baker (Christie),Lauren Baker (Christie) Percent,Christopher M. Adams (Christie),Christopher M. Adams (Christie) Percent,Robert O'Malley (Christie),Robert O'Malley (Christie) Percent,Chris Cleveland (Cruz),Chris Cleveland (Cruz) Percent,Sean O'Leary (Cruz),Sean O'Leary (Cruz) Percent,James Strzalka (Cruz),James Strzalka (Cruz) Percent,John M. Dorgan (Bush),John M. Dorgan (Bush) Percent,Chris Nybo (Bush),Chris Nybo (Bush) Percent,R. Stratford Shields (Bush),R. Stratford Shields (Bush) Percent,Kathleen Goro (Trump),Kathleen Goro (Trump) Percent,Lori Gayne (Trump),Lori Gayne (Trump) Percent,Mark Fratella (Trump),Mark Fratella (Trump) Percent,Allen Carter (Fiorina),Allen Carter (Fiorina) Percent,Mary Carter (Fiorina),Mary Carter (Fiorina) Percent,Michael Golde (Fiorina),Michael Golde (Fiorina) Percent,Daniel J. Cronin (Kasich),Daniel J. Cronin (Kasich) Percent,Dale E. Kleber (Kasich),Dale E. Kleber (Kasich) Percent,Kayleen M. Carlson (Kasich),Kayleen M. Carlson (Kasich) Percent,Christopher Grozev (Rubio),Christopher Grozev (Rubio) Percent,A. Christine Svenson (Rubio),A. Christine Svenson (Rubio) Percent,Mark Cavers (Rubio),Mark Cavers (Rubio) Percent,Scott Davis (Paul),Scott Davis (Paul) Percent,James Babiarz (Paul),James Babiarz (Paul) Percent,Ruben Chaljub (Paul),Ruben Chaljub (Paul) Percent,Christian C. Schultz (Carson),Christian C. Schultz (Carson) Percent,Walter L. Crowley (Carson),Walter L. Crowley (Carson) Percent,Robert J. Mowry (Carson),Robert J. Mowry (Carson) Percent,precinct_id
40,24,115,4,3.48,2,1.74,4,3.48,13,11.3,12,10.43,13,11.3,2,1.74,0,0.0,0,0.0,11,9.57,11,9.57,9,7.83,0,0.0,1,0.87,0,0.0,3,2.61,3,2.61,4,3.48,7,6.09,7,6.09,7,6.09,1,0.87,0,0.0,0,0.0,1,0.87,0,0.0,0,0.0,40024
40,25,109,0,0.0,0,0.0,1,0.92,10,9.17,9,8.26,9,8.26,1,0.92,0,0.0,0,0.0,6,5.5,6,5.5,7,6.42,0,0.0,0,0.0,1,0.92,12,11.01,12,11.01,12,11.01,6,5.5,5,4.59,4,3.67,1,0.92,1,0.92,2,1.83,1,0.92,2,1.83,1,0.92,40025
40,29,185,2,1.08,0,0.0,0,0.0,13,7.03,15,8.11,12,6.49,1,0.54,1,0.54,3,1.62,28,15.14,24,12.97,23,12.43,2,1.08,1,0.54,3,1.62,11,5.95,9,4.86,12,6.49,7,3.78,6,3.24,9,4.86,0,0.0,2,1.08,0,0.0,0,0.0,1,0.54,0,0.0,40029
40,30,190,2,1.05,1,0.53,3,1.58,17,8.95,22,11.58,19,10.0,0,0.0,1,0.53,0,0.0,16,8.42,15,7.89,16,8.42,1,0.53,0,0.0,0,0.0,19,10.0,19,10.0,18,9.47,7,3.68,5,2.63,7,3.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.05,40030
40,31,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40031
40,32,122,2,1.64,0,0.0,0,0.0,4,3.28,4,3.28,2,1.64,2,1.64,2,1.64,2,1.64,17,13.93,19,15.57,19,15.57,0,0.0,0,0.0,1,0.82,17,13.93,13,10.66,16,13.11,1,0.82,0,0.0,0,0.0,1,0.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40032
40,34,113,0,0.0,0,0.0,0,0.0,8,7.08,9,7.96,8,7.08,0,0.0,0,0.0,0,0.0,19,16.81,17,15.04,18,15.93,0,0.0,0,0.0,0,0.0,8,7.08,8,7.08,6,5.31,3,2.65,4,3.54,4,3.54,0,0.0,0,0.0,1,0.88,0,0.0,0,0.0,0,0.0,40034
40,38,166,2,1.2,1,0.6,1,0.6,14,8.43,18,10.84,12,7.23,1,0.6,1,0.6,2,1.2,13,7.83,14,8.43,13,7.83,0,0.0,0,0.0,0,0.0,17,10.24,13,7.83,16,9.64,8,4.82,8,4.82,7,4.22,0,0.0,0,0.0,0,0.0,2,1.2,1,0.6,2,1.2,40038
41,3,246,2,0.81,0,0.0,4,1.63,11,4.47,17,6.91,13,5.28,0,0.0,1,0.41,1,0.41,41,16.67,37,15.04,40,16.26,0,0.0,1,0.41,0,0.0,16,6.5,15,6.1,14,5.69,10,4.07,7,2.85,10,4.07,1,0.41,0,0.0,0,0.0,1,0.41,2,0.81,2,0.81,41003
41,6,327,3,0.92,2,0.61,2,0.61,21,6.42,26,7.95,22,6.73,3,0.92,1,0.31,2,0.61,40,12.23,43,13.15,42,12.84,0,0.0,1,0.31,0,0.0,30,9.17,28,8.56,29,8.87,9,2.75,6,1.83,12,3.67,1,0.31,1,0.31,1,0.31,2,0.61,0,0.0,0,0.0,41006
41,9,243,3,1.23,1,0.41,8,3.29,10,4.12,11,4.53,13,5.35,1,0.41,1,0.41,0,0.0,48,19.75,46,18.93,42,17.28,0,0.0,1,0.41,0,0.0,14,5.76,13,5.35,14,5.76,3,1.23,2,0.82,4,1.65,0,0.0,4,1.65,0,0.0,0,0.0,3,1.23,1,0.41,41009
41,11,64,0,0.0,0,0.0,2,3.13,5,7.81,6,9.38,4,6.25,0,0.0,0,0.0,0,0.0,13,20.31,10,15.63,10,15.63,0,0.0,0,0.0,0,0.0,4,6.25,4,6.25,4,6.25,1,1.56,0,0.0,1,1.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41011
41,12,322,3,0.93,2,0.62,5,1.55,29,9.01,34,10.56,31,9.63,6,1.86,3,0.93,4,1.24,50,15.53,49,15.22,46,14.29,3,0.93,0,0.0,0,0.0,9,2.8,7,2.17,5,1.55,11,3.42,7,2.17,11,3.42,1,0.31,2,0.62,0,0.0,0,0.0,4,1.24,0,0.0,41012
41,14,372,5,1.34,1,0.27,5,1.34,23,6.18,24,6.45,24,6.45,0,0.0,2,0.54,0,0.0,44,11.83,43,11.56,41,11.02,1,0.27,1,0.27,0,0.0,41,11.02,38,10.22,37,9.95,14,3.76,8,2.15,15,4.03,1,0.27,2,0.54,1,0.27,0,0.0,1,0.27,0,0.0,41014
41,16,350,1,0.29,0,0.0,2,0.57,14,4.0,16,4.57,19,5.43,1,0.29,0,0.0,1,0.29,64,18.29,62,17.71,68,19.43,2,0.57,2,0.57,1,0.29,17,4.86,19,5.43,18,5.14,13,3.71,10,2.86,12,3.43,2,0.57,4,1.14,0,0.0,0,0.0,1,0.29,1,0.29,41016
41,17,348,4,1.15,1,0.29,2,0.57,27,7.76,29,8.33,27,7.76,3,0.86,1,0.29,2,0.57,45,12.93,41,11.78,40,11.49,0,0.0,1,0.29,1,0.29,33,9.48,31,8.91,33,9.48,8,2.3,7,2.01,10,2.87,0,0.0,1,0.29,0,0.0,0,0.0,1,0.29,0,0.0,41017
41,19,371,1,0.27,0,0.0,3,0.81,23,6.2,28,7.55,24,6.47,2,0.54,1,0.27,1,0.27,51,13.75,51,13.75,52,14.02,0,0.0,0,0.0,0,0.0,29,7.82,27,7.28,27,7.28,15,4.04,14,3.77,16,4.31,0,0.0,2,0.54,0,0.0,2,0.54,0,0.0,2,0.54,41019
41,21,302,2,0.66,0,0.0,6,1.99,18,5.96,20,6.62,17,5.63,2,0.66,1,0.33,1,0.33,48,15.89,46,15.23,50,16.56,2,0.66,2,0.66,1,0.33,22,7.28,16,5.3,17,5.63,7,2.32,6,1.99,8,2.65,3,0.99,1,0.33,0,0.0,1,0.33,3,0.99,2,0.66,41021
41,22,393,0,0.0,0,0.0,4,1.02,23,5.85,27,6.87,29,7.38,3,0.76,2,0.51,2,0.51,58,14.76,56,14.25,61,15.52,2,0.51,1,0.25,0,0.0,29,7.38,25,6.36,28,7.12,10,2.54,9,2.29,10,2.54,1,0.25,3,0.76,0,0.0,3,0.76,4,1.02,3,0.76,41022
41,23,178,0,0.0,3,1.69,5,2.81,5,2.81,11,6.18,7,3.93,2,1.12,0,0.0,0,0.0,29,16.29,30,16.85,38,21.35,2,1.12,1,0.56,1,0.56,10,5.62,7,3.93,7,3.93,4,2.25,6,3.37,4,2.25,1,0.56,2,1.12,1,0.56,1,0.56,1,0.56,0,0.0,41023
41,24,331,1,0.3,1,0.3,2,0.6,26,7.85,30,9.06,33,9.97,3,0.91,3,0.91,2,0.6,53,16.01,45,13.6,48,14.5,1,0.3,0,0.0,0,0.0,18,5.44,17,5.14,18,5.44,8,2.42,7,2.11,8,2.42,1,0.3,3,0.91,2,0.6,0,0.0,1,0.3,0,0.0,41024
41,26,324,1,0.31,1,0.31,1,0.31,21,6.48,19,5.86,18,5.56,3,0.93,3,0.93,4,1.23,58,17.9,62,19.14,59,18.21,2,0.62,2,0.62,1,0.31,15,4.63,16,4.94,16,4.94,8,2.47,3,0.93,10,3.09,0,0.0,0,0.0,0,0.0,1,0.31,0,0.0,0,0.0,41026
41,27,258,2,0.78,0,0.0,3,1.16,17,6.59,20,7.75,24,9.3,5,1.94,1,0.39,1,0.39,39,15.12,37,14.34,42,16.28,0,0.0,0,0.0,0,0.0,6,2.33,6,2.33,7,2.71,14,5.43,13,5.04,15,5.81,2,0.78,2,0.78,0,0.0,1,0.39,1,0.39,0,0.0,41027
41,30,349,4,1.15,5,1.43,7,2.01,16,4.58,24,6.88,17,4.87,4,1.15,4,1.15,2,0.57,57,16.33,54,15.47,62,17.77,1,0.29,0,0.0,0,0.0,21,6.02,17,4.87,18,5.16,8,2.29,7,2.01,10,2.87,3,0.86,2,0.57,0,0.0,2,0.57,3,0.86,1,0.29,41030
41,32,270,1,0.37,0,0.0,2,0.74,18,6.67,19,7.04,20,7.41,2,0.74,1,0.37,2,0.74,41,15.19,41,15.19,45,16.67,1,0.37,1,0.37,2,0.74,14,5.19,14,5.19,12,4.44,11,4.07,9,3.33,12,4.44,1,0.37,1,0.37,0,0.0,0,0.0,0,0.0,0,0.0,41032
41,33,226,0,0.0,0,0.0,2,0.88,18,7.96,19,8.41,17,7.52,3,1.33,1,0.44,0,0.0,41,18.14,42,18.58,42,18.58,1,0.44,2,0.88,0,0.0,8,3.54,8,3.54,9,3.98,3,1.33,4,1.77,3,1.33,1,0.44,0,0.0,0,0.0,0,0.0,2,0.88,0,0.0,41033
41,35,435,4,0.92,0,0.0,8,1.84,27,6.21,32,7.36,30,6.9,2,0.46,3,0.69,2,0.46,78,17.93,66,15.17,68,15.63,0,0.0,0,0.0,0,0.0,22,5.06,19,4.37,19,4.37,15,3.45,12,2.76,14,3.22,1,0.23,3,0.69,2,0.46,2,0.46,4,0.92,2,0.46,41035
41,38,251,1,0.4,0,0.0,7,2.79,12,4.78,15,5.98,15,5.98,2,0.8,3,1.2,3,1.2,52,20.72,46,18.33,50,19.92,2,0.8,0,0.0,0,0.0,5,1.99,4,1.59,5,1.99,8,3.19,9,3.59,7,2.79,0,0.0,1,0.4,0,0.0,0,0.0,2,0.8,2,0.8,41038
41,39,291,4,1.37,2,0.69,6,2.06,15,5.15,21,7.22,18,6.19,3,1.03,1,0.34,0,0.0,53,18.21,46,15.81,56,19.24,0,0.0,0,0.0,0,0.0,12,4.12,12,4.12,12,4.12,9,3.09,8,2.75,9,3.09,0,0.0,0,0.0,0,0.0,0,0.0,2,0.69,2,0.69,41039
41,45,117,1,0.85,0,0.0,1,0.85,8,6.84,13,11.11,9,7.69,1,0.85,0,0.0,0,0.0,20,17.09,17,14.53,18,15.38,0,0.0,1,0.85,0,0.0,3,2.56,4,3.42,4,3.42,4,3.42,3,2.56,7,5.98,0,0.0,0,0.0,0,0.0,2,1.71,0,0.0,1,0.85,41045
41,46,349,4,1.15,1,0.29,6,1.72,18,5.16,24,6.88,18,5.16,2,0.57,2,0.57,4,1.15,54,15.47,53,15.19,49,14.04,1,0.29,2,0.57,1,0.29,28,8.02,26,7.45,25,7.16,10,2.87,7,2.01,8,2.29,2,0.57,1,0.29,0,0.0,1,0.29,1,0.29,1,0.29,41046
41,47,285,3,1.05,2,0.7,4,1.4,18,6.32,18,6.32,16,5.61,1,0.35,3,1.05,1,0.35,48,16.84,44,15.44,49,17.19,1,0.35,3,1.05,0,0.0,13,4.56,13,4.56,13,4.56,13,4.56,9,3.16,13,4.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41047
43,2,357,1,0.28,1,0.28,1,0.28,20,5.6,20,5.6,16,4.48,2,0.56,2,0.56,1,0.28,23,6.44,23,6.44,22,6.16,0,0.0,0,0.0,1,0.28,54,15.13,52,14.57,56,15.69,21,5.88,19,5.32,21,5.88,1,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43002
43,3,374,5,1.34,2,0.53,4,1.07,9,2.41,12,3.21,10,2.67,2,0.53,1,0.27,1,0.27,22,5.88,24,6.42,22,5.88,0,0.0,1,0.27,0,0.0,72,19.25,67,17.91,62,16.58,22,5.88,18,4.81,17,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.27,43003
43,4,403,0,0.0,0,0.0,3,0.74,27,6.7,23,5.71,20,4.96,2,0.5,0,0.0,2,0.5,24,5.96,24,5.96,24,5.96,2,0.5,1,0.25,0,0.0,69,17.12,67,16.63,66,16.38,15,3.72,13,3.23,16,3.97,2,0.5,1,0.25,1,0.25,0,0.0,1,0.25,0,0.0,43004
43,5,260,2,0.77,0,0.0,0,0.0,14,5.38,13,5.0,11,4.23,1,0.38,2,0.77,0,0.0,11,4.23,11,4.23,11,4.23,0,0.0,1,0.38,0,0.0,43,16.54,43,16.54,46,17.69,15,5.77,13,5.0,17,6.54,1,0.38,1,0.38,1,0.38,1,0.38,1,0.38,1,0.38,43005
43,6,270,2,0.74,1,0.37,3,1.11,21,7.78,24,8.89,20,7.41,2,0.74,2,0.74,0,0.0,18,6.67,16,5.93,15,5.56,2,0.74,2,0.74,1,0.37,41,15.19,36,13.33,41,15.19,4,1.48,7,2.59,4,1.48,4,1.48,2,0.74,2,0.74,0,0.0,0,0.0,0,0.0,43006
43,7,182,2,1.1,0,0.0,2,1.1,10,5.49,12,6.59,9,4.95,2,1.1,2,1.1,1,0.55,17,9.34,17,9.34,16,8.79,0,0.0,0,0.0,1,0.55,26,14.29,24,13.19,21,11.54,5,2.75,3,1.65,4,2.2,1,0.55,1,0.55,0,0.0,2,1.1,3,1.65,1,0.55,43007
43,8,227,1,0.44,0,0.0,0,0.0,14,6.17,17,7.49,13,5.73,0,0.0,1,0.44,1,0.44,23,10.13,24,10.57,21,9.25,1,0.44,3,1.32,1,0.44,28,12.33,24,10.57,31,13.66,7,3.08,6,2.64,6,2.64,1,0.44,0,0.0,0,0.0,0,0.0,3,1.32,1,0.44,43008
43,9,283,0,0.0,1,0.35,2,0.71,12,4.24,10,3.53,9,3.18,2,0.71,3,1.06,2,0.71,17,6.01,19,6.71,17,6.01,0,0.0,0,0.0,0,0.0,52,18.37,52,18.37,51,18.02,9,3.18,7,2.47,10,3.53,3,1.06,1,0.35,1,0.35,0,0.0,3,1.06,0,0.0,43009
43,10,461,2,0.43,0,0.0,5,1.08,23,4.99,25,5.42,21,4.56,3,0.65,3,0.65,1,0.22,23,4.99,24,5.21,26,5.64,0,0.0,1,0.22,0,0.0,74,16.05,70,15.18,71,15.4,30,6.51,21,4.56,31,6.72,3,0.65,2,0.43,0,0.0,0,0.0,1,0.22,1,0.22,43010
43,11,308,1,0.32,0,0.0,3,0.97,16,5.19,16,5.19,12,3.9,3,0.97,2,0.65,2,0.65,18,5.84,15,4.87,15,4.87,0,0.0,0,0.0,0,0.0,53,17.21,52,16.88,52,16.88,14,4.55,15,4.87,15,4.87,1,0.32,0,0.0,0,0.0,1,0.32,1,0.32,1,0.32,43011
43,12,253,1,0.4,0,0.0,0,0.0,9,3.56,13,5.14,10,3.95,1,0.4,1,0.4,4,1.58,14,5.53,12,4.74,14,5.53,1,0.4,1,0.4,1,0.4,44,17.39,40,15.81,38,15.02,17,6.72,14,5.53,13,5.14,2,0.79,2,0.79,1,0.4,0,0.0,0,0.0,0,0.0,43012
43,13,285,1,0.35,0,0.0,3,1.05,23,8.07,24,8.42,21,7.37,3,1.05,1,0.35,1,0.35,28,9.82,23,8.07,25,8.77,0,0.0,1,0.35,1,0.35,32,11.23,30,10.53,33,11.58,11,3.86,9,3.16,9,3.16,1,0.35,2,0.7,2,0.7,0,0.0,1,0.35,0,0.0,43013
43,14,402,4,1.0,0,0.0,2,0.5,21,5.22,19,4.73,19,4.73,2,0.5,2,0.5,2,0.5,24,5.97,24,5.97,23,5.72,2,0.5,3,0.75,1,0.25,67,16.67,65,16.17,69,17.16,12,2.99,16,3.98,14,3.48,5,1.24,3,0.75,2,0.5,0,0.0,1,0.25,0,0.0,43014
43,15,338,2,0.59,1,0.3,0,0.0,19,5.62,17,5.03,15,4.44,2,0.59,0,0.0,0,0.0,26,7.69,27,7.99,25,7.4,1,0.3,2,0.59,2,0.59,51,15.09,50,14.79,47,13.91,16,4.73,12,3.55,15,4.44,0,0.0,0,0.0,0,0.0,2,0.59,3,0.89,3,0.89,43015
43,16,343,2,0.58,1,0.29,1,0.29,18,5.25,19,5.54,17,4.96,2,0.58,1,0.29,3,0.87,24,7.0,19,5.54,17,4.96,1,0.29,2,0.58,0,0.0,58,16.91,57,16.62,59,17.2,13,3.79,14,4.08,11,3.21,2,0.58,0,0.0,0,0.0,0,0.0,1,0.29,1,0.29,43016
43,17,308,1,0.32,0,0.0,2,0.65,9,2.92,8,2.6,9,2.92,1,0.32,2,0.65,1,0.32,26,8.44,26,8.44,26,8.44,0,0.0,1,0.32,1,0.32,55,17.86,49,15.91,53,17.21,12,3.9,9,2.92,12,3.9,1,0.32,0,0.0,1,0.32,1,0.32,1,0.32,1,0.32,43017
43,18,409,3,0.73,1,0.24,3,0.73,25,6.11,26,6.36,25,6.11,3,0.73,3,0.73,1,0.24,25,6.11,23,5.62,24,5.87,2,0.49,2,0.49,2,0.49,60,14.67,58,14.18,61,14.91,22,5.38,17,4.16,16,3.91,2,0.49,2,0.49,2,0.49,0,0.0,0,0.0,1,0.24,43018
43,19,306,1,0.33,2,0.65,2,0.65,20,6.54,21,6.86,20,6.54,1,0.33,0,0.0,1,0.33,19,6.21,19,6.21,21,6.86,0,0.0,1,0.33,0,0.0,51,16.67,50,16.34,50,16.34,7,2.29,9,2.94,6,1.96,2,0.65,1,0.33,1,0.33,0,0.0,1,0.33,0,0.0,43019
43,20,323,0,0.0,0,0.0,1,0.31,15,4.64,15,4.64,16,4.95,1,0.31,0,0.0,2,0.62,15,4.64,17,5.26,17,5.26,1,0.31,1,0.31,1,0.31,64,19.81,61,18.89,60,18.58,11,3.41,9,2.79,12,3.72,0,0.0,0,0.0,0,0.0,1,0.31,2,0.62,1,0.31,43020
43,21,346,3,0.87,0,0.0,3,0.87,15,4.34,14,4.05,12,3.47,2,0.58,0,0.0,1,0.29,22,6.36,22,6.36,20,5.78,3,0.87,1,0.29,1,0.29,61,17.63,58,16.76,59,17.05,14,4.05,12,3.47,14,4.05,3,0.87,2,0.58,2,0.58,1,0.29,1,0.29,0,0.0,43021
43,22,224,2,0.89,0,0.0,1,0.45,15,6.7,14,6.25,13,5.8,2,0.89,0,0.0,1,0.45,11,4.91,11,4.91,11,4.91,0,0.0,1,0.45,0,0.0,39,17.41,38,16.96,36,16.07,10,4.46,7,3.13,10,4.46,2,0.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43022
43,23,195,1,0.51,1,0.51,0,0.0,6,3.08,5,2.56,4,2.05,0,0.0,1,0.51,0,0.0,20,10.26,17,8.72,18,9.23,2,1.03,2,1.03,0,0.0,31,15.9,28,14.36,32,16.41,9,4.62,7,3.59,9,4.62,1,0.51,0,0.0,0,0.0,1,0.51,0,0.0,0,0.0,43023
43,24,206,1,0.49,1,0.49,0,0.0,13,6.31,11,5.34,10,4.85,0,0.0,0,0.0,0,0.0,23,11.17,23,11.17,23,11.17,0,0.0,1,0.49,0,0.0,25,12.14,24,11.65,23,11.17,10,4.85,6,2.91,7,3.4,2,0.97,2,0.97,1,0.49,0,0.0,0,0.0,0,0.0,43024
43,25,261,4,1.53,1,0.38,4,1.53,18,6.9,17,6.51,14,5.36,1,0.38,1,0.38,2,0.77,18,6.9,19,7.28,18,6.9,0,0.0,0,0.0,0,0.0,34,13.03,34,13.03,35,13.41,13,4.98,12,4.6,14,5.36,0,0.0,0,0.0,0,0.0,0,0.0,2,0.77,0,0.0,43025
43,26,181,0,0.0,0,0.0,0,0.0,7,3.87,8,4.42,6,3.31,2,1.1,2,1.1,2,1.1,12,6.63,13,7.18,12,6.63,1,0.55,0,0.0,0,0.0,34,18.78,32,17.68,32,17.68,4,2.21,3,1.66,4,2.21,2,1.1,2,1.1,2,1.1,0,0.0,0,0.0,1,0.55,43026
43,27,332,2,0.6,2,0.6,6,1.81,15,4.52,17,5.12,15,4.52,1,0.3,3,0.9,3,0.9,24,7.23,23,6.93,24,7.23,0,0.0,0,0.0,0,0.0,55,16.57,48,14.46,49,14.76,11,3.31,12,3.61,14,4.22,1,0.3,1,0.3,1,0.3,1,0.3,2,0.6,2,0.6,43027
43,28,530,3,0.57,1,0.19,2,0.38,26,4.91,27,5.09,27,5.09,3,0.57,1,0.19,2,0.38,39,7.36,38,7.17,39,7.36,2,0.38,5,0.94,2,0.38,86,16.23,83,15.66,80,15.09,22,4.15,19,3.58,23,4.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43028
43,29,323,3,0.93,1,0.31,3,0.93,13,4.02,13,4.02,9,2.79,1,0.31,0,0.0,0,0.0,23,7.12,22,6.81,22,6.81,0,0.0,1,0.31,0,0.0,60,18.58,55,17.03,59,18.27,9,2.79,11,3.41,12,3.72,0,0.0,0,0.0,1,0.31,2,0.62,1,0.31,2,0.62,43029
43,30,410,3,0.73,0,0.0,2,0.49,18,4.39,18,4.39,17,4.15,2,0.49,1,0.24,2,0.49,15,3.66,14,3.41,16,3.9,0,0.0,1,0.24,0,0.0,78,19.02,72,17.56,72,17.56,27,6.59,20,4.88,28,6.83,1,0.24,1,0.24,0,0.0,0,0.0,1,0.24,1,0.24,43030
43,31,282,6,2.13,0,0.0,4,1.42,11,3.9,14,4.96,12,4.26,4,1.42,3,1.06,5,1.77,18,6.38,20,7.09,18,6.38,3,1.06,6,2.13,5,1.77,36,12.77,34,12.06,33,11.7,15,5.32,12,4.26,17,6.03,3,1.06,1,0.35,1,0.35,1,0.35,0,0.0,0,0.0,43031
43,32,350,0,0.0,0,0.0,2,0.57,17,4.86,18,5.14,13,3.71,1,0.29,3,0.86,0,0.0,21,6.0,17,4.86,19,5.43,1,0.29,3,0.86,1,0.29,58,16.57,53,15.14,55,15.71,22,6.29,19,5.43,23,6.57,1,0.29,1,0.29,1,0.29,0,0.0,0,0.0,1,0.29,43032
43,34,252,2,0.79,1,0.4,2,0.79,8,3.17,8,3.17,9,3.57,3,1.19,2,0.79,0,0.0,20,7.94,21,8.33,20,7.94,0,0.0,1,0.4,1,0.4,42,16.67,38,15.08,37,14.68,12,4.76,9,3.57,10,3.97,2,0.79,1,0.4,1,0.4,1,0.4,1,0.4,0,0.0,43034
43,36,114,2,1.75,0,0.0,0,0.0,12,10.53,12,10.53,12,10.53,0,0.0,0,0.0,0,0.0,11,9.65,10,8.77,9,7.89,0,0.0,0,0.0,1,0.88,15,13.16,14,12.28,14,12.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.75,0,0.0,0,0.0,43036
43,37,258,2,0.78,1,0.39,3,1.16,13,5.04,14,5.43,11,4.26,1,0.39,0,0.0,1,0.39,23,8.91,21,8.14,21,8.14,2,0.78,0,0.0,0,0.0,38,14.73,38,14.73,37,14.34,10,3.88,6,2.33,12,4.65,1,0.39,2,0.78,1,0.39,0,0.0,0,0.0,0,0.0,43037
43,38,306,2,0.65,0,0.0,0,0.0,13,4.25,13,4.25,12,3.92,2,0.65,1,0.33,1,0.33,10,3.27,9,2.94,8,2.61,1,0.33,0,0.0,2,0.65,66,21.57,68,22.22,68,22.22,10,3.27,8,2.61,10,3.27,1,0.33,0,0.0,0,0.0,1,0.33,0,0.0,0,0.0,43038
43,39,287,1,0.35,2,0.7,2,0.7,16,5.57,20,6.97,18,6.27,3,1.05,2,0.7,1,0.35,23,8.01,27,9.41,26,9.06,0,0.0,1,0.35,0,0.0,36,12.54,30,10.45,31,10.8,14,4.88,9,3.14,14,4.88,6,2.09,2,0.7,2,0.7,0,0.0,1,0.35,0,0.0,43039
43,40,179,1,0.56,0,0.0,1,0.56,9,5.03,10,5.59,8,4.47,1,0.56,0,0.0,0,0.0,12,6.7,11,6.15,10,5.59,0,0.0,4,2.23,1,0.56,26,14.53,25,13.97,26,14.53,9,5.03,11,6.15,9,5.03,2,1.12,1,0.56,2,1.12,0,0.0,0,0.0,0,0.0,43040
43,41,325,0,0.0,1,0.31,0,0.0,17,5.23,19,5.85,18,5.54,5,1.54,4,1.23,7,2.15,8,2.46,9,2.77,10,3.08,0,0.0,0,0.0,0,0.0,59,18.15,58,17.85,58,17.85,19,5.85,12,3.69,12,3.69,1,0.31,0,0.0,0,0.0,3,0.92,3,0.92,2,0.62,43041
43,42,264,2,0.76,0,0.0,2,0.76,14,5.3,17,6.44,14,5.3,1,0.38,1,0.38,0,0.0,20,7.58,20,7.58,21,7.95,1,0.38,0,0.0,0,0.0,37,14.02,35,13.26,41,15.53,11,4.17,8,3.03,8,3.03,5,1.89,2,0.76,1,0.38,1,0.38,2,0.76,0,0.0,43042
43,43,446,3,0.67,2,0.45,5,1.12,21,4.71,19,4.26,20,4.48,1,0.22,1,0.22,1,0.22,43,9.64,44,9.87,47,10.54,1,0.22,1,0.22,0,0.0,69,15.47,58,13.0,65,14.57,13,2.91,12,2.69,13,2.91,3,0.67,2,0.45,2,0.45,0,0.0,0,0.0,0,0.0,43043
43,44,275,0,0.0,0,0.0,2,0.73,15,5.45,15,5.45,14,5.09,4,1.45,3,1.09,2,0.73,12,4.36,9,3.27,11,4.0,0,0.0,0,0.0,0,0.0,49,17.82,46,16.73,50,18.18,13,4.73,12,4.36,13,4.73,0,0.0,0,0.0,0,0.0,1,0.36,2,0.73,2,0.73,43044
43,46,162,0,0.0,0,0.0,1,0.62,6,3.7,5,3.09,5,3.09,0,0.0,0,0.0,0,0.0,8,4.94,8,4.94,8,4.94,2,1.23,1,0.62,0,0.0,32,19.75,31,19.14,30,18.52,7,4.32,5,3.09,8,4.94,1,0.62,2,1.23,1,0.62,1,0.62,0,0.0,0,0.0,43046
44,1,355,7,1.97,1,0.28,8,2.25,10,2.82,15,4.23,10,2.82,6,1.69,8,2.25,4,1.13,30,8.45,28,7.89,31,8.73,3,0.85,2,0.56,1,0.28,46,12.96,45,12.68,44,12.39,18,5.07,18,5.07,15,4.23,1,0.28,2,0.56,0,0.0,1,0.28,0,0.0,1,0.28,44001
44,2,261,1,0.38,3,1.15,3,1.15,11,4.21,12,4.6,14,5.36,0,0.0,0,0.0,0,0.0,8,3.07,8,3.07,9,3.45,0,0.0,0,0.0,0,0.0,48,18.39,41,15.71,42,16.09,19,7.28,15,5.75,20,7.66,1,0.38,1,0.38,1,0.38,1,0.38,2,0.77,1,0.38,44002
