ward,precinct,total,Robert V. Boharic (Cruz),Robert V. Boharic (Cruz) Percent,Ebelio Paul Fuentes (Cruz),Ebelio Paul Fuentes (Cruz) Percent,Allison Ashby (Cruz),Allison Ashby (Cruz) Percent,Amy Hopcian (Christie),Amy Hopcian (Christie) Percent,Matthew Hickey (Christie),Matthew Hickey (Christie) Percent,Randy Kantner (Christie),Randy Kantner (Christie) Percent,Kevin Jayne (Trump),Kevin Jayne (Trump) Percent,Eric Sawchuk (Trump),Eric Sawchuk (Trump) Percent,Rolando Arellano (Trump),Rolando Arellano (Trump) Percent,Maureen Lydon (Bush),Maureen Lydon (Bush) Percent,Walter Zarnecki (Bush),Walter Zarnecki (Bush) Percent,Ramiro Gonzalez (Bush),Ramiro Gonzalez (Bush) Percent,Anna Igoe (Fiorina),Anna Igoe (Fiorina) Percent,Michael Houlihan (Fiorina),Michael Houlihan (Fiorina) Percent,James Kales (Fiorina),James Kales (Fiorina) Percent,Michael C. Dropka (Kasich),Michael C. Dropka (Kasich) Percent,Jesus Reyes Jr. (Kasich),Jesus Reyes Jr. (Kasich) Percent,Thomas A. Volini (Kasich),Thomas A. Volini (Kasich) Percent,Maria C. Moreno (Rubio),Maria C. Moreno (Rubio) Percent,Lionel Garcia (Rubio),Lionel Garcia (Rubio) Percent,Danielle Vlcek (Rubio),Danielle Vlcek (Rubio) Percent,Jennifer E. Bardy (Carson),Jennifer E. Bardy (Carson) Percent,Dieter O. Bardy (Carson),Dieter O. Bardy (Carson) Percent,Citlally Mancilla (Carson),Citlally Mancilla (Carson) Percent,Todd Peterson (Paul),Todd Peterson (Paul) Percent,Carlos Estrada (Paul),Carlos Estrada (Paul) Percent,precinct_id
26,36,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26036
26,37,18,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,2,11.11,0,0.0,1,5.56,0,0.0,0,0.0,1,5.56,0,0.0,0,0.0,0,0.0,1,5.56,0,0.0,1,5.56,3,16.67,3,16.67,2,11.11,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,26037
26,38,21,3,14.29,2,9.52,2,9.52,0,0.0,1,4.76,1,4.76,2,9.52,2,9.52,3,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26038
26,39,34,2,5.88,3,8.82,1,2.94,0,0.0,0,0.0,0,0.0,2,5.88,1,2.94,1,2.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,17.65,7,20.59,6,17.65,2,5.88,1,2.94,1,2.94,0,0.0,0,0.0,0,0.0,1,2.94,0,0.0,26039
26,40,27,6,22.22,6,22.22,5,18.52,0,0.0,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,2,7.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.11,2,7.41,2,7.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26040
26,41,50,4,8.0,5,10.0,5,10.0,1,2.0,1,2.0,0,0.0,6,12.0,6,12.0,7,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.0,3,6.0,3,6.0,2,4.0,2,4.0,2,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26041
26,42,39,2,5.13,2,5.13,3,7.69,0,0.0,0,0.0,0,0.0,8,20.51,8,20.51,9,23.08,0,0.0,0,0.0,1,2.56,0,0.0,0,0.0,0,0.0,0,0.0,1,2.56,0,0.0,2,5.13,1,2.56,2,5.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26042
26,43,7,1,14.29,3,42.86,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26043
26,44,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,26044
26,45,10,1,10.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0,3,30.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26045
26,47,28,4,14.29,4,14.29,4,14.29,0,0.0,1,3.57,1,3.57,1,3.57,2,7.14,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,1,3.57,2,7.14,2,7.14,1,3.57,0,0.0,1,3.57,0,0.0,1,3.57,0,0.0,0,0.0,26047
26,48,47,5,10.64,4,8.51,6,12.77,0,0.0,0,0.0,0,0.0,5,10.64,3,6.38,4,8.51,0,0.0,0,0.0,0,0.0,1,2.13,0,0.0,0,0.0,3,6.38,3,6.38,3,6.38,4,8.51,1,2.13,3,6.38,0,0.0,0,0.0,0,0.0,1,2.13,1,2.13,26048
26,49,28,2,7.14,2,7.14,3,10.71,0,0.0,0,0.0,0,0.0,6,21.43,5,17.86,5,17.86,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,1,3.57,26049
28,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28019
29,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29001
29,9,186,17,9.14,18,9.68,21,11.29,0,0.0,1,0.54,1,0.54,37,19.89,33,17.74,34,18.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,2.69,4,2.15,4,2.15,3,1.61,3,1.61,2,1.08,1,0.54,0,0.0,1,0.54,1,0.54,0,0.0,29009
29,23,110,11,10.0,10,9.09,9,8.18,1,0.91,1,0.91,1,0.91,17,15.45,16,14.55,17,15.45,0,0.0,1,0.91,0,0.0,0,0.0,1,0.91,0,0.0,5,4.55,6,5.45,4,3.64,4,3.64,4,3.64,1,0.91,0,0.0,0,0.0,0,0.0,1,0.91,0,0.0,29023
29,30,93,2,2.15,2,2.15,2,2.15,0,0.0,1,1.08,0,0.0,20,21.51,19,20.43,19,20.43,1,1.08,0,0.0,0,0.0,0,0.0,1,1.08,1,1.08,6,6.45,5,5.38,5,5.38,2,2.15,2,2.15,1,1.08,0,0.0,0,0.0,0,0.0,3,3.23,1,1.08,29030
29,38,171,16,9.36,14,8.19,19,11.11,2,1.17,1,0.58,2,1.17,27,15.79,24,14.04,24,14.04,0,0.0,2,1.17,1,0.58,0,0.0,2,1.17,0,0.0,6,3.51,6,3.51,6,3.51,7,4.09,5,2.92,3,1.75,2,1.17,1,0.58,1,0.58,0,0.0,0,0.0,29038
29,39,51,3,5.88,1,1.96,2,3.92,1,1.96,1,1.96,0,0.0,13,25.49,8,15.69,8,15.69,1,1.96,2,3.92,0,0.0,0,0.0,0,0.0,0,0.0,3,5.88,3,5.88,3,5.88,1,1.96,0,0.0,0,0.0,1,1.96,0,0.0,0,0.0,0,0.0,0,0.0,29039
29,43,31,3,9.68,2,6.45,1,3.23,0,0.0,0,0.0,0,0.0,1,3.23,1,3.23,2,6.45,0,0.0,1,3.23,0,0.0,0,0.0,1,3.23,0,0.0,2,6.45,3,9.68,3,9.68,4,12.9,3,9.68,2,6.45,0,0.0,0,0.0,1,3.23,0,0.0,1,3.23,29043
30,1,139,16,11.51,17,12.23,17,12.23,2,1.44,1,0.72,1,0.72,12,8.63,10,7.19,10,7.19,0,0.0,3,2.16,2,1.44,2,1.44,2,1.44,1,0.72,7,5.04,6,4.32,6,4.32,6,4.32,6,4.32,7,5.04,0,0.0,0,0.0,2,1.44,2,1.44,1,0.72,30001
30,2,130,13,10.0,14,10.77,15,11.54,1,0.77,1,0.77,0,0.0,12,9.23,13,10.0,14,10.77,4,3.08,6,4.62,2,1.54,0,0.0,0,0.0,0,0.0,6,4.62,4,3.08,5,3.85,3,2.31,2,1.54,3,2.31,3,2.31,3,2.31,2,1.54,2,1.54,2,1.54,30002
30,3,92,6,6.52,6,6.52,6,6.52,2,2.17,0,0.0,0,0.0,11,11.96,7,7.61,7,7.61,1,1.09,4,4.35,1,1.09,0,0.0,0,0.0,1,1.09,10,10.87,9,9.78,8,8.7,4,4.35,3,3.26,3,3.26,1,1.09,1,1.09,0,0.0,0,0.0,1,1.09,30003
30,4,196,17,8.67,14,7.14,12,6.12,0,0.0,2,1.02,1,0.51,32,16.33,28,14.29,29,14.8,1,0.51,5,2.55,0,0.0,2,1.02,1,0.51,0,0.0,10,5.1,8,4.08,9,4.59,5,2.55,5,2.55,4,2.04,4,2.04,1,0.51,2,1.02,3,1.53,1,0.51,30004
30,5,59,3,5.08,5,8.47,5,8.47,0,0.0,0,0.0,0,0.0,11,18.64,8,13.56,9,15.25,1,1.69,0,0.0,4,6.78,0,0.0,0,0.0,0,0.0,0,0.0,1,1.69,0,0.0,4,6.78,3,5.08,3,5.08,1,1.69,0,0.0,0,0.0,0,0.0,1,1.69,30005
30,6,64,5,7.81,3,4.69,4,6.25,0,0.0,2,3.13,0,0.0,9,14.06,9,14.06,9,14.06,1,1.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.13,2,3.13,2,3.13,6,9.38,5,7.81,4,6.25,0,0.0,0,0.0,1,1.56,0,0.0,0,0.0,30006
30,7,132,9,6.82,6,4.55,9,6.82,1,0.76,0,0.0,0,0.0,25,18.94,22,16.67,22,16.67,4,3.03,4,3.03,4,3.03,0,0.0,0,0.0,0,0.0,2,1.52,2,1.52,2,1.52,7,5.3,5,3.79,3,2.27,2,1.52,1,0.76,1,0.76,0,0.0,1,0.76,30007
30,8,125,16,12.8,16,12.8,18,14.4,1,0.8,1,0.8,0,0.0,12,9.6,11,8.8,11,8.8,1,0.8,3,2.4,1,0.8,0,0.0,0,0.0,0,0.0,5,4.0,5,4.0,5,4.0,7,5.6,7,5.6,5,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30008
30,9,112,9,8.04,8,7.14,12,10.71,0,0.0,1,0.89,0,0.0,19,16.96,18,16.07,18,16.07,0,0.0,5,4.46,0,0.0,1,0.89,1,0.89,1,0.89,2,1.79,1,0.89,1,0.89,4,3.57,3,2.68,5,4.46,1,0.89,0,0.0,0,0.0,2,1.79,0,0.0,30009
30,10,113,6,5.31,7,6.19,8,7.08,0,0.0,0,0.0,0,0.0,20,17.7,16,14.16,17,15.04,1,0.88,2,1.77,5,4.42,2,1.77,0,0.0,2,1.77,6,5.31,7,6.19,6,5.31,2,1.77,3,2.65,3,2.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30010
30,11,56,6,10.71,4,7.14,3,5.36,1,1.79,0,0.0,1,1.79,7,12.5,8,14.29,6,10.71,0,0.0,0,0.0,2,3.57,3,5.36,0,0.0,1,1.79,2,3.57,0,0.0,1,1.79,2,3.57,3,5.36,2,3.57,1,1.79,1,1.79,0,0.0,1,1.79,1,1.79,30011
30,12,119,9,7.56,12,10.08,9,7.56,1,0.84,1,0.84,1,0.84,14,11.76,14,11.76,14,11.76,1,0.84,6,5.04,2,1.68,0,0.0,0,0.0,0,0.0,7,5.88,4,3.36,5,4.2,7,5.88,5,4.2,6,5.04,0,0.0,0,0.0,0,0.0,1,0.84,0,0.0,30012
30,13,113,8,7.08,11,9.73,9,7.96,0,0.0,3,2.65,0,0.0,22,19.47,21,18.58,19,16.81,0,0.0,1,0.88,1,0.88,0,0.0,0,0.0,0,0.0,3,2.65,2,1.77,2,1.77,5,4.42,4,3.54,2,1.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30013
30,14,58,2,3.45,2,3.45,2,3.45,0,0.0,0,0.0,0,0.0,7,12.07,8,13.79,8,13.79,1,1.72,0,0.0,1,1.72,0,0.0,0,0.0,0,0.0,1,1.72,1,1.72,1,1.72,6,10.34,8,13.79,5,8.62,0,0.0,0,0.0,1,1.72,1,1.72,3,5.17,30014
30,15,23,4,17.39,4,17.39,4,17.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.7,2,8.7,2,8.7,1,4.35,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30015
30,16,67,9,13.43,8,11.94,7,10.45,0,0.0,0,0.0,0,0.0,7,10.45,7,10.45,7,10.45,0,0.0,0,0.0,0,0.0,1,1.49,0,0.0,1,1.49,3,4.48,2,2.99,1,1.49,4,5.97,4,5.97,4,5.97,0,0.0,0,0.0,0,0.0,0,0.0,2,2.99,30016
30,17,56,7,12.5,7,12.5,7,12.5,1,1.79,0,0.0,0,0.0,9,16.07,9,16.07,8,14.29,1,1.79,1,1.79,0,0.0,1,1.79,0,0.0,0,0.0,1,1.79,1,1.79,1,1.79,0,0.0,0,0.0,0,0.0,0,0.0,1,1.79,0,0.0,1,1.79,0,0.0,30017
30,18,67,3,4.48,2,2.99,5,7.46,0,0.0,1,1.49,0,0.0,7,10.45,8,11.94,10,14.93,0,0.0,3,4.48,2,2.99,1,1.49,0,0.0,0,0.0,4,5.97,2,2.99,1,1.49,6,8.96,6,8.96,5,7.46,0,0.0,0,0.0,0,0.0,0,0.0,1,1.49,30018
30,19,77,1,1.3,7,9.09,2,2.6,0,0.0,2,2.6,1,1.3,10,12.99,8,10.39,10,12.99,3,3.9,3,3.9,5,6.49,0,0.0,0,0.0,0,0.0,1,1.3,2,2.6,1,1.3,6,7.79,7,9.09,4,5.19,1,1.3,0,0.0,0,0.0,1,1.3,2,2.6,30019
30,20,117,11,9.4,11,9.4,11,9.4,0,0.0,0,0.0,1,0.85,14,11.97,12,10.26,12,10.26,0,0.0,2,1.71,1,0.85,1,0.85,0,0.0,0,0.0,10,8.55,9,7.69,10,8.55,3,2.56,4,3.42,3,2.56,0,0.0,1,0.85,0,0.0,1,0.85,0,0.0,30020
30,22,103,7,6.8,11,10.68,11,10.68,0,0.0,3,2.91,0,0.0,12,11.65,13,12.62,15,14.56,1,0.97,6,5.83,4,3.88,0,0.0,1,0.97,0,0.0,3,2.91,3,2.91,4,3.88,3,2.91,2,1.94,1,0.97,1,0.97,0,0.0,1,0.97,1,0.97,0,0.0,30022
30,23,95,6,6.32,7,7.37,9,9.47,0,0.0,2,2.11,0,0.0,15,15.79,17,17.89,14,14.74,2,2.11,3,3.16,0,0.0,0,0.0,0,0.0,0,0.0,5,5.26,3,3.16,3,3.16,4,4.21,2,2.11,0,0.0,0,0.0,1,1.05,0,0.0,1,1.05,1,1.05,30023
30,24,119,2,1.68,2,1.68,4,3.36,1,0.84,0,0.0,0,0.0,10,8.4,12,10.08,10,8.4,0,0.0,13,10.92,1,0.84,2,1.68,1,0.84,0,0.0,10,8.4,9,7.56,8,6.72,12,10.08,6,5.04,6,5.04,3,2.52,0,0.0,0,0.0,3,2.52,4,3.36,30024
30,25,127,11,8.66,11,8.66,11,8.66,0,0.0,1,0.79,1,0.79,20,15.75,20,15.75,19,14.96,0,0.0,4,3.15,1,0.79,1,0.79,1,0.79,1,0.79,4,3.15,3,2.36,2,1.57,5,3.94,5,3.94,3,2.36,0,0.0,0,0.0,0,0.0,2,1.57,1,0.79,30025
30,26,66,6,9.09,6,9.09,7,10.61,0,0.0,0,0.0,0,0.0,11,16.67,10,15.15,9,13.64,0,0.0,0,0.0,0,0.0,0,0.0,1,1.52,0,0.0,3,4.55,2,3.03,3,4.55,3,4.55,2,3.03,2,3.03,1,1.52,0,0.0,0,0.0,0,0.0,0,0.0,30026
30,27,63,8,12.7,10,15.87,4,6.35,0,0.0,0,0.0,0,0.0,6,9.52,6,9.52,8,12.7,2,3.17,2,3.17,2,3.17,0,0.0,1,1.59,0,0.0,4,6.35,2,3.17,2,3.17,1,1.59,1,1.59,0,0.0,1,1.59,0,0.0,0,0.0,1,1.59,2,3.17,30027
30,28,115,6,5.22,7,6.09,11,9.57,0,0.0,1,0.87,0,0.0,18,15.65,19,16.52,18,15.65,0,0.0,2,1.74,2,1.74,1,0.87,1,0.87,1,0.87,5,4.35,8,6.96,5,4.35,3,2.61,3,2.61,3,2.61,0,0.0,0,0.0,0,0.0,0,0.0,1,0.87,30028
30,29,55,2,3.64,4,7.27,3,5.45,0,0.0,0,0.0,0,0.0,6,10.91,8,14.55,5,9.09,0,0.0,2,3.64,3,5.45,0,0.0,0,0.0,0,0.0,2,3.64,4,7.27,2,3.64,3,5.45,7,12.73,3,5.45,0,0.0,0,0.0,0,0.0,1,1.82,0,0.0,30029
30,30,45,4,8.89,6,13.33,6,13.33,0,0.0,0,0.0,0,0.0,3,6.67,4,8.89,4,8.89,0,0.0,0,0.0,1,2.22,0,0.0,0,0.0,1,2.22,2,4.44,3,6.67,2,4.44,3,6.67,1,2.22,2,4.44,0,0.0,0,0.0,0,0.0,2,4.44,1,2.22,30030
30,31,98,2,2.04,2,2.04,3,3.06,0,0.0,0,0.0,1,1.02,23,23.47,19,19.39,21,21.43,1,1.02,4,4.08,1,1.02,1,1.02,0,0.0,0,0.0,3,3.06,3,3.06,2,2.04,3,3.06,4,4.08,4,4.08,0,0.0,0,0.0,0,0.0,0,0.0,1,1.02,30031
30,32,88,5,5.68,7,7.95,6,6.82,0,0.0,0,0.0,0,0.0,12,13.64,13,14.77,13,14.77,0,0.0,2,2.27,0,0.0,0,0.0,0,0.0,0,0.0,7,7.95,6,6.82,7,7.95,2,2.27,3,3.41,3,3.41,0,0.0,0,0.0,0,0.0,1,1.14,1,1.14,30032
31,1,51,4,7.84,7,13.73,5,9.8,0,0.0,0,0.0,0,0.0,5,9.8,6,11.76,5,9.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.96,2,3.92,1,1.96,7,13.73,5,9.8,3,5.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31001
31,2,24,2,8.33,3,12.5,3,12.5,0,0.0,0,0.0,0,0.0,4,16.67,4,16.67,4,16.67,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,31002
31,3,81,8,9.88,8,9.88,6,7.41,0,0.0,0,0.0,0,0.0,13,16.05,11,13.58,11,13.58,0,0.0,2,2.47,1,1.23,0,0.0,0,0.0,0,0.0,1,1.23,0,0.0,0,0.0,7,8.64,6,7.41,5,6.17,1,1.23,0,0.0,0,0.0,0,0.0,1,1.23,31003
31,4,60,1,1.67,1,1.67,1,1.67,0,0.0,0,0.0,0,0.0,8,13.33,8,13.33,6,10.0,1,1.67,1,1.67,0,0.0,1,1.67,0,0.0,0,0.0,7,11.67,8,13.33,6,10.0,6,10.0,2,3.33,2,3.33,1,1.67,0,0.0,0,0.0,0,0.0,0,0.0,31004
31,5,93,15,16.13,15,16.13,15,16.13,0,0.0,0,0.0,0,0.0,12,12.9,10,10.75,10,10.75,0,0.0,0,0.0,0,0.0,0,0.0,1,1.08,0,0.0,2,2.15,5,5.38,3,3.23,2,2.15,2,2.15,1,1.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31005
31,6,42,4,9.52,3,7.14,3,7.14,0,0.0,0,0.0,0,0.0,5,11.9,5,11.9,4,9.52,3,7.14,3,7.14,1,2.38,0,0.0,0,0.0,0,0.0,1,2.38,1,2.38,1,2.38,2,4.76,3,7.14,2,4.76,0,0.0,0,0.0,1,2.38,0,0.0,0,0.0,31006
31,7,53,5,9.43,9,16.98,7,13.21,0,0.0,0,0.0,0,0.0,4,7.55,3,5.66,5,9.43,1,1.89,1,1.89,1,1.89,0,0.0,0,0.0,0,0.0,3,5.66,3,5.66,4,7.55,3,5.66,2,3.77,2,3.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31007
31,8,39,1,2.56,2,5.13,2,5.13,0,0.0,1,2.56,0,0.0,8,20.51,8,20.51,9,23.08,1,2.56,0,0.0,0,0.0,0,0.0,1,2.56,0,0.0,2,5.13,2,5.13,2,5.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31008
31,9,57,5,8.77,3,5.26,4,7.02,0,0.0,0,0.0,0,0.0,5,8.77,6,10.53,8,14.04,1,1.75,1,1.75,2,3.51,0,0.0,0,0.0,0,0.0,2,3.51,3,5.26,2,3.51,4,7.02,4,7.02,5,8.77,0,0.0,0,0.0,0,0.0,1,1.75,1,1.75,31009
31,10,52,1,1.92,3,5.77,2,3.85,0,0.0,0,0.0,0,0.0,10,19.23,10,19.23,10,19.23,1,1.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.92,2,3.85,1,1.92,4,7.69,4,7.69,3,5.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31010
31,11,86,5,5.81,5,5.81,5,5.81,0,0.0,0,0.0,0,0.0,18,20.93,18,20.93,14,16.28,1,1.16,1,1.16,1,1.16,0,0.0,0,0.0,0,0.0,5,5.81,5,5.81,4,4.65,1,1.16,1,1.16,1,1.16,1,1.16,0,0.0,0,0.0,0,0.0,0,0.0,31011
31,12,82,3,3.66,4,4.88,6,7.32,1,1.22,0,0.0,0,0.0,14,17.07,16,19.51,13,15.85,1,1.22,3,3.66,2,2.44,0,0.0,0,0.0,0,0.0,2,2.44,3,3.66,2,2.44,3,3.66,3,3.66,1,1.22,1,1.22,0,0.0,0,0.0,2,2.44,2,2.44,31012
31,13,40,3,7.5,7,17.5,5,12.5,3,7.5,0,0.0,0,0.0,3,7.5,2,5.0,2,5.0,0,0.0,2,5.0,0,0.0,1,2.5,0,0.0,0,0.0,4,10.0,2,5.0,2,5.0,0,0.0,2,5.0,2,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31013
31,14,44,2,4.55,4,9.09,3,6.82,0,0.0,1,2.27,0,0.0,9,20.45,7,15.91,7,15.91,0,0.0,2,4.55,1,2.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.27,3,6.82,2,4.55,1,2.27,0,0.0,0,0.0,0,0.0,1,2.27,31014
31,15,70,3,4.29,6,8.57,3,4.29,0,0.0,1,1.43,0,0.0,9,12.86,9,12.86,11,15.71,0,0.0,1,1.43,2,2.86,0,0.0,1,1.43,0,0.0,2,2.86,1,1.43,1,1.43,8,11.43,8,11.43,4,5.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31015
31,16,57,5,8.77,5,8.77,6,10.53,0,0.0,0,0.0,0,0.0,9,15.79,6,10.53,7,12.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.75,1,1.75,1,1.75,5,8.77,4,7.02,6,10.53,0,0.0,1,1.75,0,0.0,0,0.0,0,0.0,31016
31,17,87,8,9.2,7,8.05,8,9.2,0,0.0,2,2.3,0,0.0,16,18.39,14,16.09,14,16.09,1,1.15,1,1.15,0,0.0,1,1.15,0,0.0,2,2.3,1,1.15,2,2.3,2,2.3,3,3.45,2,2.3,2,2.3,1,1.15,0,0.0,0,0.0,0,0.0,0,0.0,31017
31,18,48,7,14.58,8,16.67,8,16.67,0,0.0,1,2.08,0,0.0,3,6.25,3,6.25,3,6.25,0,0.0,0,0.0,0,0.0,0,0.0,1,2.08,0,0.0,1,2.08,1,2.08,1,2.08,3,6.25,2,4.17,3,6.25,1,2.08,1,2.08,0,0.0,1,2.08,0,0.0,31018
31,19,59,8,13.56,7,11.86,6,10.17,0,0.0,1,1.69,1,1.69,7,11.86,6,10.17,4,6.78,1,1.69,3,5.08,1,1.69,0,0.0,0,0.0,0,0.0,2,3.39,1,1.69,2,3.39,1,1.69,3,5.08,2,3.39,0,0.0,1,1.69,1,1.69,1,1.69,0,0.0,31019
31,20,40,2,5.0,2,5.0,2,5.0,0,0.0,0,0.0,0,0.0,11,27.5,11,27.5,10,25.0,0,0.0,0,0.0,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.5,0,0.0,0,0.0,31020
31,21,66,7,10.61,6,9.09,3,4.55,1,1.52,0,0.0,0,0.0,11,16.67,10,15.15,12,18.18,0,0.0,1,1.52,0,0.0,1,1.52,2,3.03,0,0.0,1,1.52,2,3.03,0,0.0,2,3.03,3,4.55,2,3.03,0,0.0,1,1.52,0,0.0,0,0.0,1,1.52,31021
31,22,47,4,8.51,5,10.64,3,6.38,0,0.0,0,0.0,0,0.0,5,10.64,5,10.64,4,8.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.26,2,4.26,2,4.26,5,10.64,5,10.64,4,8.51,1,2.13,0,0.0,0,0.0,0,0.0,0,0.0,31022
31,23,78,12,15.38,12,15.38,13,16.67,0,0.0,0,0.0,0,0.0,6,7.69,6,7.69,5,6.41,3,3.85,1,1.28,2,2.56,0,0.0,0,0.0,0,0.0,4,5.13,5,6.41,5,6.41,2,2.56,1,1.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.28,31023
31,24,51,3,5.88,3,5.88,2,3.92,0,0.0,0,0.0,0,0.0,7,13.73,8,15.69,8,15.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.96,1,1.96,8,15.69,4,7.84,4,7.84,1,1.96,0,0.0,0,0.0,0,0.0,1,1.96,31024
31,25,64,8,12.5,8,12.5,6,9.38,1,1.56,1,1.56,0,0.0,5,7.81,6,9.38,5,7.81,0,0.0,2,3.13,3,4.69,0,0.0,0,0.0,1,1.56,0,0.0,1,1.56,0,0.0,4,6.25,4,6.25,3,4.69,2,3.13,2,3.13,1,1.56,0,0.0,1,1.56,31025
31,26,52,4,7.69,6,11.54,4,7.69,1,1.92,0,0.0,0,0.0,9,17.31,8,15.38,11,21.15,0,0.0,0,0.0,1,1.92,0,0.0,0,0.0,0,0.0,2,3.85,2,3.85,3,5.77,0,0.0,0,0.0,1,1.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31026
31,27,83,9,10.84,9,10.84,9,10.84,1,1.2,2,2.41,0,0.0,8,9.64,8,9.64,8,9.64,0,0.0,1,1.2,1,1.2,0,0.0,0,0.0,0,0.0,3,3.61,4,4.82,3,3.61,3,3.61,2,2.41,2,2.41,1,1.2,0,0.0,2,2.41,4,4.82,3,3.61,31027
