ward,precinct,total,Dale Charletta (Trump),Dale Charletta (Trump) Percent,Gregg Fletcher (Trump),Gregg Fletcher (Trump) Percent,Renard Harvey (Trump),Renard Harvey (Trump) Percent,Alexandra Dumezich (Bush),Alexandra Dumezich (Bush) Percent,Kathleen R. Rudis (Bush),Kathleen R. Rudis (Bush) Percent,Timothy J. Rudis (Bush),Timothy J. Rudis (Bush) Percent,Laura Elsner (Cruz),Laura Elsner (Cruz) Percent,Megan T. Jurewicz (Cruz),Megan T. Jurewicz (Cruz) Percent,Cynthia L. Gilles (Cruz),Cynthia L. Gilles (Cruz) Percent,Kristen McChesney (Christie),Kristen McChesney (Christie) Percent,William S. Senf (Christie),William S. Senf (Christie) Percent,Kelly A. Senf (Christie),Kelly A. Senf (Christie) Percent,Daniel Marzano (Fiorina),Daniel Marzano (Fiorina) Percent,Danielle Marzano (Fiorina),Danielle Marzano (Fiorina) Percent,James ''Jim'' Talbot (Fiorina),James ''Jim'' Talbot (Fiorina) Percent,Dean A. Casper Jr. (Kasich),Dean A. Casper Jr. (Kasich) Percent,Jeannie Young Evans (Kasich),Jeannie Young Evans (Kasich) Percent,Kevin Truitt (Carson),Kevin Truitt (Carson) Percent,Katherine L. Mays (Carson),Katherine L. Mays (Carson) Percent,Diane E. Wilczak (Carson),Diane E. Wilczak (Carson) Percent,Matthew Foldi (Rubio),Matthew Foldi (Rubio) Percent,Kathy Hilton (Rubio),Kathy Hilton (Rubio) Percent,precinct_id
3,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03002
3,4,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03004
3,7,23,4,17.39,4,17.39,4,17.39,0,0.0,0,0.0,0,0.0,1,4.35,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,2,8.7,2,8.7,03007
3,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03012
3,18,9,1,11.11,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,03018
3,23,3,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,03023
3,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03029
3,30,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03030
3,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03031
3,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03035
3,38,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,03038
3,41,76,10,13.16,10,13.16,9,11.84,2,2.63,2,2.63,2,2.63,7,9.21,7,9.21,5,6.58,0,0.0,0,0.0,0,0.0,1,1.32,0,0.0,0,0.0,6,7.89,4,5.26,0,0.0,0,0.0,0,0.0,5,6.58,3,3.95,03041
4,1,109,7,6.42,5,4.59,6,5.5,1,0.92,0,0.0,0,0.0,14,12.84,10,9.17,12,11.01,1,0.92,0,0.0,0,0.0,1,0.92,0,0.0,0,0.0,17,15.6,14,12.84,1,0.92,0,0.0,1,0.92,8,7.34,7,6.42,04001
4,3,12,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,1,8.33,1,8.33,04003
4,4,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,04004
4,8,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,04008
4,9,7,3,42.86,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04009
4,11,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,04011
4,12,4,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,04012
4,14,9,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04014
4,15,19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.79,4,21.05,4,21.05,1,5.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.53,2,10.53,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,04015
4,18,16,0,0.0,0,0.0,0,0.0,2,12.5,1,6.25,1,6.25,2,12.5,1,6.25,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,18.75,3,18.75,1,6.25,0,0.0,0,0.0,1,6.25,0,0.0,04018
4,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04019
4,22,72,2,2.78,2,2.78,2,2.78,2,2.78,2,2.78,2,2.78,6,8.33,5,6.94,4,5.56,0,0.0,0,0.0,0,0.0,0,0.0,1,1.39,0,0.0,13,18.06,11,15.28,3,4.17,3,4.17,3,4.17,5,6.94,2,2.78,04022
4,23,107,7,6.54,9,8.41,8,7.48,0,0.0,0,0.0,0,0.0,7,6.54,8,7.48,9,8.41,1,0.93,1,0.93,0,0.0,0,0.0,1,0.93,1,0.93,17,15.89,15,14.02,0,0.0,0,0.0,1,0.93,9,8.41,7,6.54,04023
4,24,56,5,8.93,4,7.14,3,5.36,3,5.36,1,1.79,1,1.79,5,8.93,4,7.14,3,5.36,0,0.0,1,1.79,0,0.0,0,0.0,0,0.0,0,0.0,10,17.86,9,16.07,2,3.57,2,3.57,2,3.57,1,1.79,0,0.0,04024
4,26,16,2,12.5,3,18.75,3,18.75,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,0,0.0,1,6.25,1,6.25,1,6.25,1,6.25,04026
4,27,81,6,7.41,7,8.64,6,7.41,2,2.47,2,2.47,3,3.7,7,8.64,7,8.64,6,7.41,0,0.0,0,0.0,0,0.0,0,0.0,1,1.23,0,0.0,5,6.17,4,4.94,2,2.47,1,1.23,1,1.23,9,11.11,6,7.41,04027
4,28,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,04028
4,29,8,1,12.5,1,12.5,1,12.5,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,04029
4,30,8,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,04030
4,31,34,4,11.76,3,8.82,3,8.82,1,2.94,0,0.0,1,2.94,1,2.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.94,1,2.94,5,14.71,6,17.65,0,0.0,1,2.94,0,0.0,3,8.82,2,5.88,04031
4,32,10,2,20.0,2,20.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,04032
4,33,46,8,17.39,7,15.22,7,15.22,3,6.52,2,4.35,1,2.17,1,2.17,1,2.17,1,2.17,0,0.0,1,2.17,0,0.0,0,0.0,0,0.0,0,0.0,5,10.87,5,10.87,0,0.0,1,2.17,1,2.17,0,0.0,2,4.35,04033
4,36,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,04036
4,38,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04038
5,2,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,2,16.67,2,16.67,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,05002
5,3,64,3,4.69,4,6.25,3,4.69,1,1.56,0,0.0,0,0.0,6,9.38,5,7.81,6,9.38,0,0.0,1,1.56,0,0.0,1,1.56,0,0.0,0,0.0,11,17.19,11,17.19,1,1.56,0,0.0,1,1.56,4,6.25,3,4.69,05003
5,4,43,4,9.3,3,6.98,3,6.98,0,0.0,1,2.33,0,0.0,4,9.3,4,9.3,4,9.3,0,0.0,1,2.33,0,0.0,0,0.0,0,0.0,0,0.0,3,6.98,2,4.65,0,0.0,0,0.0,0,0.0,5,11.63,5,11.63,05004
5,5,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,05005
5,7,71,6,8.45,7,9.86,6,8.45,1,1.41,0,0.0,0,0.0,4,5.63,4,5.63,5,7.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,11.27,7,9.86,0,0.0,0,0.0,0,0.0,9,12.68,8,11.27,05007
