ward,precinct,total,Dale Charletta (Trump),Dale Charletta (Trump) Percent,Gregg Fletcher (Trump),Gregg Fletcher (Trump) Percent,Renard Harvey (Trump),Renard Harvey (Trump) Percent,Alexandra Dumezich (Bush),Alexandra Dumezich (Bush) Percent,Kathleen R. Rudis (Bush),Kathleen R. Rudis (Bush) Percent,Timothy J. Rudis (Bush),Timothy J. Rudis (Bush) Percent,Laura Elsner (Cruz),Laura Elsner (Cruz) Percent,Megan T. Jurewicz (Cruz),Megan T. Jurewicz (Cruz) Percent,Cynthia L. Gilles (Cruz),Cynthia L. Gilles (Cruz) Percent,Kristen McChesney (Christie),Kristen McChesney (Christie) Percent,William S. Senf (Christie),William S. Senf (Christie) Percent,Kelly A. Senf (Christie),Kelly A. Senf (Christie) Percent,Daniel Marzano (Fiorina),Daniel Marzano (Fiorina) Percent,Danielle Marzano (Fiorina),Danielle Marzano (Fiorina) Percent,James ''Jim'' Talbot (Fiorina),James ''Jim'' Talbot (Fiorina) Percent,Dean A. Casper Jr. (Kasich),Dean A. Casper Jr. (Kasich) Percent,Jeannie Young Evans (Kasich),Jeannie Young Evans (Kasich) Percent,Kevin Truitt (Carson),Kevin Truitt (Carson) Percent,Katherine L. Mays (Carson),Katherine L. Mays (Carson) Percent,Diane E. Wilczak (Carson),Diane E. Wilczak (Carson) Percent,Matthew Foldi (Rubio),Matthew Foldi (Rubio) Percent,Kathy Hilton (Rubio),Kathy Hilton (Rubio) Percent,precinct_id
6,26,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,06026
6,27,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,30.0,3,30.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,06027
6,28,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06028
6,29,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06029
6,30,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06030
6,31,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06031
6,32,4,1,25.0,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06032
6,33,22,2,9.09,2,9.09,2,9.09,0,0.0,0,0.0,0,0.0,3,13.64,2,9.09,2,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,1,4.55,2,9.09,3,13.64,2,9.09,0,0.0,0,0.0,06033
6,34,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,2,16.67,1,8.33,2,16.67,1,8.33,1,8.33,06034
6,35,12,1,8.33,2,16.67,3,25.0,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06035
6,36,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06036
6,37,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,25.0,2,16.67,2,16.67,1,8.33,1,8.33,06037
6,38,7,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,06038
6,39,6,1,16.67,1,16.67,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06039
6,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06040
6,41,5,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,06041
6,42,14,1,7.14,1,7.14,2,14.29,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,2,14.29,2,14.29,2,14.29,0,0.0,0,0.0,06042
6,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06043
6,44,32,0,0.0,0,0.0,0,0.0,1,3.13,0,0.0,1,3.13,3,9.38,2,6.25,3,9.38,0,0.0,0,0.0,0,0.0,1,3.13,1,3.13,1,3.13,0,0.0,0,0.0,8,25.0,5,15.63,5,15.63,0,0.0,1,3.13,06044
6,45,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,2,28.57,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06045
6,46,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06046
6,47,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,06047
6,48,13,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,2,15.38,0,0.0,1,7.69,0,0.0,06048
7,1,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07001
8,1,8,2,25.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08001
8,2,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,08002
8,3,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08003
8,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08004
8,5,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08005
8,6,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08006
8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08008
8,10,4,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08010
8,11,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08011
8,12,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,1,16.67,08012
8,13,7,1,14.29,1,14.29,2,28.57,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,0,0.0,0,0.0,08013
8,14,10,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,1,10.0,2,20.0,2,20.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,08014
8,15,10,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,1,10.0,0,0.0,1,10.0,0,0.0,0,0.0,08015
8,16,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08016
8,18,6,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,08018
8,19,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,26.67,3,20.0,3,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,0,0.0,08019
8,20,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,08020
8,21,6,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,08021
8,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08022
8,23,7,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08023
8,24,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,08024
8,25,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08025
8,26,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08026
8,27,4,1,25.0,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08027
8,29,11,1,9.09,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,2,18.18,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,08029
8,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08030
8,31,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,2,22.22,1,11.11,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08031
8,33,5,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08033
8,34,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08034
8,35,12,3,25.0,3,25.0,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08035
8,37,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,2,22.22,1,11.11,0,0.0,0,0.0,08037
8,38,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08038
8,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08040
8,41,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,2,16.67,2,16.67,08041
8,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08043
8,44,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08044
8,45,3,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,08045
8,47,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08047
8,48,7,0,0.0,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,1,14.29,08048
8,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08049
8,50,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08050
8,51,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08051
8,52,3,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,08052
8,54,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08054
8,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08055
8,56,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,08056
9,12,8,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09012
9,23,11,2,18.18,2,18.18,2,18.18,1,9.09,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,09023
9,24,11,3,27.27,3,27.27,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,1,9.09,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,09024
9,25,9,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,2,22.22,1,11.11,0,0.0,0,0.0,09025
9,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09036
9,42,3,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09042
9,47,7,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09047
9,48,9,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,09048
9,49,4,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,09049
9,50,9,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,09050
9,51,5,1,20.0,1,20.0,1,20.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09051
13,19,22,3,13.64,2,9.09,3,13.64,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,2,9.09,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.55,0,0.0,0,0.0,3,13.64,3,13.64,13019
13,41,18,3,16.67,3,16.67,3,16.67,0,0.0,1,5.56,0,0.0,3,16.67,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,0,0.0,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,13041
16,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16006
16,9,13,0,0.0,2,15.38,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,2,15.38,2,15.38,2,15.38,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,16009
16,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16027
16,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16028
16,30,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16030
16,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16031
16,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16034
17,1,49,7,14.29,7,14.29,6,12.24,2,4.08,3,6.12,4,8.16,3,6.12,2,4.08,4,8.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.08,2,4.08,0,0.0,0,0.0,0,0.0,3,6.12,2,4.08,17001
17,2,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17002
17,3,6,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17003
