ward,precinct,total,Gene Witt,Gene Witt Percent,precinct_id
2,28,93,93,100.0,02028
2,30,87,87,100.0,02030
2,31,91,91,100.0,02031
2,33,108,108,100.0,02033
2,35,102,102,100.0,02035
2,37,71,71,100.0,02037
2,38,41,41,100.0,02038
2,44,52,52,100.0,02044
27,9,0,0,0.0,27009
27,12,36,36,100.0,27012
27,46,53,53,100.0,27046
43,4,100,100,100.0,43004
43,8,50,50,100.0,43008
43,12,60,60,100.0,43012
43,13,71,71,100.0,43013
43,14,93,93,100.0,43014
43,15,84,84,100.0,43015
43,19,71,71,100.0,43019
43,25,56,56,100.0,43025
43,26,39,39,100.0,43026
43,27,75,75,100.0,43027
43,28,115,115,100.0,43028
43,32,80,80,100.0,43032
43,33,101,101,100.0,43033
43,34,52,52,100.0,43034
43,36,29,29,100.0,43036
43,38,74,74,100.0,43038
43,42,61,61,100.0,43042
43,43,102,102,100.0,43043
44,1,70,70,100.0,44001
44,3,36,36,100.0,44003
44,4,48,48,100.0,44004
44,5,56,56,100.0,44005
44,6,65,65,100.0,44006
44,7,59,59,100.0,44007
44,8,82,82,100.0,44008
44,10,73,73,100.0,44010
44,11,30,30,100.0,44011
44,12,50,50,100.0,44012
44,13,81,81,100.0,44013
44,14,61,61,100.0,44014
44,15,49,49,100.0,44015
44,17,50,50,100.0,44017
44,18,57,57,100.0,44018
44,19,68,68,100.0,44019
44,20,47,47,100.0,44020
44,21,52,52,100.0,44021
44,22,47,47,100.0,44022
44,23,63,63,100.0,44023
44,24,35,35,100.0,44024
44,25,2,2,100.0,44025
44,26,56,56,100.0,44026
44,27,75,75,100.0,44027
44,28,49,49,100.0,44028
44,29,74,74,100.0,44029
44,31,52,52,100.0,44031
44,32,67,67,100.0,44032
44,33,28,28,100.0,44033
44,34,46,46,100.0,44034
44,35,85,85,100.0,44035
44,36,53,53,100.0,44036
44,37,41,41,100.0,44037
44,38,92,92,100.0,44038
44,39,84,84,100.0,44039
44,40,75,75,100.0,44040
44,41,57,57,100.0,44041
46,3,56,56,100.0,46003
46,5,53,53,100.0,46005
46,7,47,47,100.0,46007
46,9,38,38,100.0,46009
46,10,64,64,100.0,46010
46,11,36,36,100.0,46011
46,13,37,37,100.0,46013
46,15,58,58,100.0,46015
46,17,61,61,100.0,46017
46,18,66,66,100.0,46018
46,19,28,28,100.0,46019
46,24,55,55,100.0,46024
46,26,12,12,100.0,46026
46,27,48,48,100.0,46027
46,28,45,45,100.0,46028
46,29,24,24,100.0,46029
46,30,27,27,100.0,46030
46,31,29,29,100.0,46031
46,33,47,47,100.0,46033
46,34,38,38,100.0,46034
46,35,37,37,100.0,46035
46,36,64,64,100.0,46036
46,38,21,21,100.0,46038
46,39,56,56,100.0,46039
