ward,precinct,registered,ballots,turnout,precinct_id
1,1,838,41,4.89,01001
1,2,786,29,3.69,01002
1,3,899,64,7.12,01003
1,4,847,76,8.97,01004
1,5,856,57,6.66,01005
1,6,804,64,7.96,01006
1,7,504,20,3.97,01007
1,8,778,39,5.01,01008
1,9,591,31,5.25,01009
1,10,928,64,6.9,01010
1,11,843,75,8.9,01011
1,12,954,71,7.44,01012
1,13,401,24,5.99,01013
1,14,789,52,6.59,01014
1,15,757,37,4.89,01015
1,16,604,22,3.64,01016
1,17,718,18,2.51,01017
1,18,862,29,3.36,01018
1,19,962,38,3.95,01019
1,20,721,18,2.5,01020
1,21,882,76,8.62,01021
1,22,563,25,4.44,01022
1,23,1054,48,4.55,01023
1,24,875,26,2.97,01024
1,25,817,38,4.65,01025
1,26,690,21,3.04,01026
1,27,862,67,7.77,01027
1,28,331,6,1.81,01028
1,29,766,62,8.09,01029
1,30,899,34,3.78,01030
1,31,833,46,5.52,01031
1,32,754,49,6.5,01032
1,33,912,62,6.8,01033
1,34,657,31,4.72,01034
1,35,899,77,8.57,01035
1,36,785,78,9.94,01036
1,37,802,73,9.1,01037
1,38,776,47,6.06,01038
1,39,745,44,5.91,01039
1,40,819,49,5.98,01040
1,41,469,21,4.48,01041
1,42,251,17,6.77,01042
1,43,536,35,6.53,01043
1,44,638,21,3.29,01044
2,1,891,57,6.4,02001
2,2,607,91,14.99,02002
2,3,862,72,8.35,02003
2,4,763,42,5.5,02004
2,5,931,97,10.42,02005
2,6,853,67,7.85,02006
2,7,1101,67,6.09,02007
2,8,955,87,9.11,02008
2,9,747,128,17.14,02009
2,10,688,132,19.19,02010
2,11,720,149,20.69,02011
2,12,761,83,10.91,02012
2,13,684,146,21.35,02013
2,14,833,61,7.32,02014
2,15,806,62,7.69,02015
2,16,781,59,7.55,02016
2,17,917,75,8.18,02017
2,18,661,114,17.25,02018
2,19,580,109,18.79,02019
2,20,971,124,12.77,02020
2,21,814,55,6.76,02021
2,22,803,139,17.31,02022
2,23,562,102,18.15,02023
2,24,724,103,14.23,02024
2,25,844,70,8.29,02025
2,26,755,97,12.85,02026
2,27,694,143,20.61,02027
2,28,867,143,16.49,02028
2,29,842,153,18.17,02029
2,30,694,139,20.03,02030
2,31,986,161,16.33,02031
2,32,665,101,15.19,02032
2,33,1040,184,17.69,02033
2,34,596,128,21.48,02034
2,35,1014,157,15.48,02035
2,36,589,108,18.34,02036
2,37,655,122,18.63,02037
2,38,715,135,18.88,02038
2,39,618,108,17.48,02039
2,40,844,136,16.11,02040
2,41,890,135,15.17,02041
2,42,789,119,15.08,02042
2,43,910,185,20.33,02043
2,44,452,95,21.02,02044
2,45,842,89,10.57,02045
2,46,487,79,16.22,02046
3,1,1122,2,0.18,03001
3,2,807,6,0.74,03002
3,3,824,17,2.06,03003
3,4,868,4,0.46,03004
3,5,721,2,0.28,03005
3,6,888,107,12.05,03006
3,7,625,9,1.44,03007
3,8,864,4,0.46,03008
3,9,805,7,0.87,03009
3,10,671,3,0.45,03010
3,11,841,3,0.36,03011
3,12,759,2,0.26,03012
3,13,827,82,9.92,03013
3,14,789,65,8.24,03014
3,15,838,8,0.95,03015
3,16,897,8,0.89,03016
3,17,930,53,5.7,03017
3,18,1298,10,0.77,03018
3,19,839,112,13.35,03019
3,20,914,3,0.33,03020
3,21,838,79,9.43,03021
3,22,1000,87,8.7,03022
3,23,802,10,1.25,03023
3,24,822,7,0.85,03024
3,25,1150,146,12.7,03025
3,26,838,75,8.95,03026
3,27,902,110,12.2,03027
3,28,667,9,1.35,03028
3,29,1022,11,1.08,03029
3,30,814,4,0.49,03030
3,31,941,5,0.53,03031
3,32,891,93,10.44,03032
3,33,946,93,9.83,03033
3,34,953,79,8.29,03034
3,35,605,3,0.5,03035
3,36,672,1,0.15,03036
3,37,847,4,0.47,03037
3,38,674,2,0.3,03038
3,39,920,105,11.41,03039
3,40,888,35,3.94,03040
3,41,829,34,4.1,03041
4,1,878,44,5.01,04001
4,2,862,95,11.02,04002
4,3,843,5,0.59,04003
4,4,1071,13,1.21,04004
