ward,precinct,total,Phyllis Demarco (Cruz),Phyllis Demarco (Cruz) Percent,Sara Marie Lamantia (Cruz),Sara Marie Lamantia (Cruz) Percent,Brad Messervey (Cruz),Brad Messervey (Cruz) Percent,James Ignatowski (Trump),James Ignatowski (Trump) Percent,Steve Bayne (Trump),Steve Bayne (Trump) Percent,Cathryn Biga (Trump),Cathryn Biga (Trump) Percent,Angelo ''Skip'' Saviano (Bush),Angelo ''Skip'' Saviano (Bush) Percent,Amy S. Findlay (Bush),Amy S. Findlay (Bush) Percent,Heather E. Way Kitzes (Christie),Heather E. Way Kitzes (Christie) Percent,Ashvin Lad (Christie),Ashvin Lad (Christie) Percent,Alexander Doberstein (Christie),Alexander Doberstein (Christie) Percent,Scott Newhall (Fiorina),Scott Newhall (Fiorina) Percent,Lucinda ''Cindy'' Burke (Fiorina),Lucinda ''Cindy'' Burke (Fiorina) Percent,Robert Bedell (Fiorina),Robert Bedell (Fiorina) Percent,Ryan P. McNicholas (Kasich),Ryan P. McNicholas (Kasich) Percent,Paul A. Laliberte (Kasich),Paul A. Laliberte (Kasich) Percent,Richard J. Veenstra (Kasich),Richard J. Veenstra (Kasich) Percent,Jonathon H. Luers (Carson),Jonathon H. Luers (Carson) Percent,Evan Jane Ellman (Carson),Evan Jane Ellman (Carson) Percent,Laura M. Urbik Kern (Carson),Laura M. Urbik Kern (Carson) Percent,Sophia Babiarz (Paul),Sophia Babiarz (Paul) Percent,Earon Shaw Rein (Paul),Earon Shaw Rein (Paul) Percent,Sean T. Noonan (Rubio),Sean T. Noonan (Rubio) Percent,Laura Mary Kotelman (Rubio),Laura Mary Kotelman (Rubio) Percent,William C. Beck (Rubio),William C. Beck (Rubio) Percent,precinct_id
41,22,379,27,7.12,28,7.39,23,6.07,54,14.25,54,14.25,52,13.72,10,2.64,6,1.58,0,0.0,1,0.26,0,0.0,1,0.26,1,0.26,1,0.26,21,5.54,28,7.39,23,6.07,2,0.53,2,0.53,2,0.53,5,1.32,1,0.26,13,3.43,12,3.17,9,2.37,41022
41,23,166,5,3.01,6,3.61,8,4.82,36,21.69,33,19.88,31,18.67,3,1.81,0,0.0,1,0.6,2,1.2,0,0.0,0,0.0,0,0.0,1,0.6,10,6.02,8,4.82,10,6.02,0,0.0,0,0.0,0,0.0,2,1.2,1,0.6,3,1.81,2,1.2,3,1.81,41023
41,24,313,29,9.27,24,7.67,23,7.35,50,15.97,51,16.29,49,15.65,4,1.28,5,1.6,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,4.47,17,5.43,18,5.75,1,0.32,0,0.0,0,0.0,4,1.28,1,0.32,7,2.24,7,2.24,6,1.92,41024
41,26,322,20,6.21,20,6.21,18,5.59,58,18.01,64,19.88,66,20.5,4,1.24,3,0.93,2,0.62,1,0.31,1,0.31,1,0.31,2,0.62,1,0.31,12,3.73,13,4.04,15,4.66,2,0.62,2,0.62,2,0.62,0,0.0,0,0.0,6,1.86,1,0.31,6,1.86,41026
41,27,245,19,7.76,18,7.35,15,6.12,41,16.73,39,15.92,36,14.69,4,1.63,2,0.82,2,0.82,1,0.41,1,0.41,2,0.82,0,0.0,1,0.41,4,1.63,3,1.22,4,1.63,0,0.0,2,0.82,0,0.0,2,0.82,1,0.41,18,7.35,12,4.9,15,6.12,41027
41,30,334,21,6.29,22,6.59,20,5.99,55,16.47,59,17.66,52,15.57,2,0.6,3,0.9,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,2,0.6,18,5.39,18,5.39,19,5.69,0,0.0,1,0.3,3,0.9,6,1.8,2,0.6,13,3.89,8,2.4,7,2.1,41030
41,32,256,15,5.86,18,7.03,17,6.64,44,17.19,41,16.02,42,16.41,2,0.78,2,0.78,1,0.39,0,0.0,1,0.39,0,0.0,2,0.78,0,0.0,10,3.91,11,4.3,12,4.69,2,0.78,0,0.0,1,0.39,2,0.78,1,0.39,10,3.91,9,3.52,11,4.3,41032
41,33,217,19,8.76,20,9.22,20,9.22,42,19.35,39,17.97,36,16.59,2,0.92,1,0.46,0,0.0,0,0.0,0,0.0,0,0.0,1,0.46,0,0.0,8,3.69,8,3.69,6,2.76,0,0.0,0,0.0,2,0.92,0,0.0,0,0.0,4,1.84,4,1.84,4,1.84,41033
41,35,413,28,6.78,29,7.02,28,6.78,73,17.68,71,17.19,68,16.46,5,1.21,3,0.73,2,0.48,1,0.24,0,0.0,1,0.24,1,0.24,1,0.24,11,2.66,20,4.84,19,4.6,2,0.48,2,0.48,1,0.24,3,0.73,0,0.0,16,3.87,13,3.15,14,3.39,41035
41,38,241,11,4.56,15,6.22,11,4.56,53,21.99,50,20.75,48,19.92,5,2.07,1,0.41,2,0.83,0,0.0,2,0.83,1,0.41,0,0.0,1,0.41,5,2.07,3,1.24,4,1.66,3,1.24,2,0.83,1,0.41,2,0.83,1,0.41,9,3.73,4,1.66,6,2.49,41038
41,39,275,20,7.27,19,6.91,17,6.18,48,17.45,50,18.18,49,17.82,2,0.73,0,0.0,1,0.36,4,1.45,1,0.36,0,0.0,0,0.0,0,0.0,9,3.27,14,5.09,13,4.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,2.91,10,3.64,9,3.27,41039
41,45,114,8,7.02,9,7.89,10,8.77,19,16.67,20,17.54,17,14.91,1,0.88,1,0.88,1,0.88,0,0.0,0,0.0,0,0.0,0,0.0,1,0.88,4,3.51,3,2.63,3,2.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,7.02,4,3.51,5,4.39,41045
41,46,338,22,6.51,22,6.51,20,5.92,51,15.09,54,15.98,52,15.38,1,0.3,1,0.3,1,0.3,1,0.3,1,0.3,0,0.0,1,0.3,1,0.3,23,6.8,28,8.28,26,7.69,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,9,2.66,8,2.37,11,3.25,41046
41,47,274,19,6.93,19,6.93,20,7.3,41,14.96,44,16.06,43,15.69,4,1.46,4,1.46,1,0.36,1,0.36,0,0.0,0,0.0,1,0.36,0,0.0,12,4.38,13,4.74,12,4.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,5.11,9,3.28,14,5.11,41047
43,2,340,15,4.41,18,5.29,15,4.41,23,6.76,23,6.76,25,7.35,4,1.18,5,1.47,0,0.0,0,0.0,0,0.0,0,0.0,2,0.59,1,0.29,43,12.65,47,13.82,49,14.41,0,0.0,0,0.0,0,0.0,1,0.29,0,0.0,24,7.06,20,5.88,21,6.18,43002
43,3,350,12,3.43,9,2.57,11,3.14,21,6.0,21,6.0,23,6.57,3,0.86,4,1.14,2,0.57,0,0.0,2,0.57,0,0.0,0,0.0,0,0.0,51,14.57,69,19.71,60,17.14,0,0.0,0,0.0,1,0.29,3,0.86,2,0.57,21,6.0,15,4.29,16,4.57,43003
43,4,385,23,5.97,23,5.97,22,5.71,21,5.45,25,6.49,24,6.23,2,0.52,3,0.78,0,0.0,0,0.0,1,0.26,1,0.26,1,0.26,0,0.0,53,13.77,64,16.62,62,16.1,1,0.26,1,0.26,0,0.0,4,1.04,3,0.78,19,4.94,15,3.9,15,3.9,43004
43,5,245,12,4.9,10,4.08,11,4.49,9,3.67,11,4.49,9,3.67,1,0.41,3,1.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,13.88,45,18.37,43,17.55,2,0.82,1,0.41,1,0.41,1,0.41,1,0.41,19,7.76,16,6.53,14,5.71,43005
43,6,244,18,7.38,22,9.02,19,7.79,16,6.56,16,6.56,17,6.97,0,0.0,2,0.82,1,0.41,2,0.82,1,0.41,0,0.0,2,0.82,0,0.0,32,13.11,36,14.75,37,15.16,0,0.0,0,0.0,1,0.41,2,0.82,2,0.82,8,3.28,5,2.05,5,2.05,43006
43,7,168,10,5.95,12,7.14,11,6.55,14,8.33,14,8.33,16,9.52,1,0.6,3,1.79,0,0.0,0,0.0,2,1.19,1,0.6,0,0.0,0,0.0,18,10.71,25,14.88,25,14.88,2,1.19,2,1.19,2,1.19,2,1.19,0,0.0,3,1.79,2,1.19,2,1.19,43007
43,8,222,15,6.76,14,6.31,12,5.41,21,9.46,21,9.46,19,8.56,2,0.9,2,0.9,1,0.45,1,0.45,0,0.0,1,0.45,1,0.45,1,0.45,25,11.26,34,15.32,27,12.16,0,0.0,0,0.0,1,0.45,0,0.0,2,0.9,6,2.7,7,3.15,7,3.15,43008
43,9,270,10,3.7,9,3.33,9,3.33,19,7.04,20,7.41,17,6.3,3,1.11,4,1.48,1,0.37,2,0.74,1,0.37,1,0.37,1,0.37,1,0.37,37,13.7,48,17.78,49,18.15,2,0.74,2,0.74,0,0.0,3,1.11,2,0.74,11,4.07,7,2.59,8,2.96,43009
43,10,411,20,4.87,25,6.08,20,4.87,22,5.35,24,5.84,19,4.62,3,0.73,2,0.49,1,0.24,2,0.49,1,0.24,1,0.24,0,0.0,0,0.0,48,11.68,71,17.27,67,16.3,2,0.49,0,0.0,0,0.0,2,0.49,1,0.24,30,7.3,21,5.11,25,6.08,43010
43,11,293,12,4.1,13,4.44,13,4.44,16,5.46,16,5.46,15,5.12,3,1.02,1,0.34,1,0.34,2,0.68,0,0.0,0,0.0,0,0.0,0,0.0,46,15.7,52,17.75,52,17.75,3,1.02,1,0.34,2,0.68,0,0.0,0,0.0,15,5.12,14,4.78,13,4.44,43011
43,12,247,9,3.64,13,5.26,10,4.05,10,4.05,9,3.64,10,4.05,4,1.62,4,1.62,1,0.4,3,1.21,0,0.0,2,0.81,2,0.81,1,0.4,32,12.96,43,17.41,39,15.79,3,1.21,1,0.4,1,0.4,1,0.4,1,0.4,17,6.88,15,6.07,14,5.67,43012
43,13,264,23,8.71,28,10.61,23,8.71,21,7.95,26,9.85,26,9.85,1,0.38,3,1.14,0,0.0,0,0.0,0,0.0,0,0.0,1,0.38,0,0.0,26,9.85,30,11.36,29,10.98,1,0.38,1,0.38,0,0.0,2,0.76,1,0.38,9,3.41,6,2.27,6,2.27,43013
43,14,376,20,5.32,20,5.32,18,4.79,21,5.59,22,5.85,23,6.12,0,0.0,4,1.06,2,0.53,1,0.27,0,0.0,4,1.06,4,1.06,2,0.53,48,12.77,66,17.55,67,17.82,1,0.27,1,0.27,2,0.53,2,0.53,1,0.27,16,4.26,15,3.99,14,3.72,43014
43,15,322,16,4.97,16,4.97,16,4.97,24,7.45,27,8.39,29,9.01,0,0.0,3,0.93,3,0.93,0,0.0,1,0.31,2,0.62,1,0.31,1,0.31,39,12.11,48,14.91,43,13.35,3,0.93,2,0.62,3,0.93,0,0.0,1,0.31,19,5.9,13,4.04,12,3.73,43015
43,16,332,14,4.22,17,5.12,15,4.52,21,6.33,24,7.23,21,6.33,4,1.2,2,0.6,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,49,14.76,55,16.57,53,15.96,0,0.0,1,0.3,1,0.3,1,0.3,1,0.3,19,5.72,13,3.92,17,5.12,43016
43,17,291,11,3.78,9,3.09,9,3.09,23,7.9,25,8.59,27,9.28,3,1.03,5,1.72,0,0.0,0,0.0,0,0.0,0,0.0,1,0.34,0,0.0,42,14.43,47,16.15,47,16.15,2,0.69,1,0.34,2,0.69,1,0.34,0,0.0,14,4.81,9,3.09,9,3.09,43017
43,18,399,24,6.02,23,5.76,24,6.02,25,6.27,23,5.76,24,6.02,3,0.75,3,0.75,1,0.25,3,0.75,2,0.5,0,0.0,2,0.5,3,0.75,45,11.28,64,16.04,60,15.04,4,1.0,2,0.5,2,0.5,3,0.75,2,0.5,22,5.51,17,4.26,16,4.01,43018
43,19,282,20,7.09,20,7.09,19,6.74,18,6.38,19,6.74,19,6.74,0,0.0,2,0.71,0,0.0,0,0.0,1,0.35,0,0.0,0,0.0,0,0.0,39,13.83,46,16.31,46,16.31,0,0.0,1,0.35,0,0.0,4,1.42,2,0.71,9,3.19,7,2.48,7,2.48,43019
43,20,308,16,5.19,14,4.55,14,4.55,14,4.55,18,5.84,17,5.52,0,0.0,2,0.65,1,0.32,1,0.32,1,0.32,2,0.65,3,0.97,1,0.32,44,14.29,57,18.51,58,18.83,1,0.32,1,0.32,1,0.32,1,0.32,0,0.0,15,4.87,13,4.22,13,4.22,43020
43,21,334,14,4.19,15,4.49,12,3.59,21,6.29,24,7.19,22,6.59,2,0.6,4,1.2,3,0.9,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,48,14.37,59,17.66,56,16.77,1,0.3,0,0.0,0,0.0,3,0.9,3,0.9,16,4.79,13,3.89,13,3.89,43021
43,22,216,15,6.94,14,6.48,16,7.41,10,4.63,11,5.09,11,5.09,0,0.0,3,1.39,1,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,16.67,37,17.13,35,16.2,0,0.0,0,0.0,0,0.0,2,0.93,0,0.0,10,4.63,6,2.78,9,4.17,43022
43,23,184,6,3.26,5,2.72,5,2.72,19,10.33,17,9.24,23,12.5,1,0.54,2,1.09,0,0.0,1,0.54,0,0.0,2,1.09,0,0.0,0,0.0,19,10.33,25,13.59,25,13.59,0,0.0,0,0.0,0,0.0,3,1.63,1,0.54,11,5.98,9,4.89,9,4.89,43023
43,24,203,6,2.96,10,4.93,9,4.43,26,12.81,23,11.33,24,11.82,0,0.0,2,0.99,0,0.0,1,0.49,0,0.0,0,0.0,1,0.49,0,0.0,20,9.85,27,13.3,28,13.79,0,0.0,0,0.0,0,0.0,3,1.48,1,0.49,8,3.94,7,3.45,7,3.45,43024
43,25,243,12,4.94,15,6.17,11,4.53,18,7.41,18,7.41,19,7.82,1,0.41,4,1.65,0,0.0,1,0.41,2,0.82,1,0.41,2,0.82,1,0.41,28,11.52,31,12.76,31,12.76,3,1.23,3,1.23,1,0.41,1,0.41,0,0.0,14,5.76,11,4.53,12,4.94,43025
43,26,173,7,4.05,9,5.2,8,4.62,14,8.09,14,8.09,13,7.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.58,0,0.0,28,16.18,31,17.92,33,19.08,0,0.0,0,0.0,0,0.0,1,0.58,1,0.58,6,3.47,3,1.73,3,1.73,43026
43,27,307,16,5.21,13,4.23,15,4.89,27,8.79,23,7.49,25,8.14,2,0.65,5,1.63,1,0.33,0,0.0,0,0.0,2,0.65,1,0.33,1,0.33,33,10.75,50,16.29,48,15.64,3,0.98,1,0.33,3,0.98,3,0.98,2,0.65,12,3.91,9,2.93,10,3.26,43027
43,28,489,25,5.11,27,5.52,26,5.32,36,7.36,39,7.98,34,6.95,2,0.41,3,0.61,1,0.2,2,0.41,1,0.2,3,0.61,1,0.2,3,0.61,55,11.25,82,16.77,74,15.13,2,0.41,2,0.41,0,0.0,1,0.2,1,0.2,26,5.32,18,3.68,21,4.29,43028
43,29,304,11,3.62,10,3.29,11,3.62,20,6.58,22,7.24,20,6.58,0,0.0,0,0.0,1,0.33,0,0.0,1,0.33,2,0.66,1,0.33,0,0.0,51,16.78,63,20.72,58,19.08,1,0.33,0,0.0,0,0.0,2,0.66,1,0.33,9,2.96,10,3.29,10,3.29,43029
43,30,390,18,4.62,18,4.62,16,4.1,12,3.08,15,3.85,14,3.59,4,1.03,5,1.28,1,0.26,1,0.26,0,0.0,1,0.26,0,0.0,1,0.26,58,14.87,74,18.97,67,17.18,5,1.28,0,0.0,0,0.0,2,0.51,1,0.26,28,7.18,20,5.13,24,6.15,43030
43,31,269,15,5.58,15,5.58,12,4.46,21,7.81,21,7.81,22,8.18,1,0.37,5,1.86,0,0.0,1,0.37,0,0.0,2,0.74,3,1.12,2,0.74,30,11.15,28,10.41,30,11.15,0,0.0,0,0.0,1,0.37,3,1.12,1,0.37,18,6.69,14,5.2,17,6.32,43031
43,32,333,18,5.41,19,5.71,19,5.71,20,6.01,19,5.71,20,6.01,0,0.0,2,0.6,1,0.3,2,0.6,2,0.6,1,0.3,1,0.3,2,0.6,40,12.01,55,16.52,50,15.02,1,0.3,0,0.0,2,0.6,1,0.3,1,0.3,19,5.71,18,5.41,19,5.71,43032
43,34,242,10,4.13,8,3.31,6,2.48,18,7.44,21,8.68,18,7.44,0,0.0,3,1.24,0,0.0,0,0.0,1,0.41,0,0.0,0,0.0,2,0.83,33,13.64,41,16.94,40,16.53,2,0.83,0,0.0,1,0.41,1,0.41,3,1.24,13,5.37,11,4.55,9,3.72,43034
43,36,110,10,9.09,10,9.09,10,9.09,10,9.09,9,8.18,10,9.09,0,0.0,1,0.91,0,0.0,1,0.91,0,0.0,1,0.91,0,0.0,1,0.91,13,11.82,15,13.64,14,12.73,0,0.0,1,0.91,1,0.91,0,0.0,0,0.0,1,0.91,1,0.91,1,0.91,43036
43,37,242,12,4.96,15,6.2,13,5.37,20,8.26,21,8.68,19,7.85,0,0.0,5,2.07,1,0.41,2,0.83,4,1.65,0,0.0,1,0.41,0,0.0,25,10.33,32,13.22,30,12.4,0,0.0,0,0.0,1,0.41,1,0.41,1,0.41,16,6.61,10,4.13,13,5.37,43037
43,38,283,10,3.53,10,3.53,9,3.18,12,4.24,10,3.53,10,3.53,2,0.71,2,0.71,0,0.0,0,0.0,0,0.0,0,0.0,2,0.71,1,0.35,51,18.02,68,24.03,62,21.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,3.89,9,3.18,9,3.18,43038
43,39,287,22,7.67,21,7.32,20,6.97,23,8.01,25,8.71,23,8.01,3,1.05,5,1.74,0,0.0,2,0.7,2,0.7,1,0.35,0,0.0,1,0.35,28,9.76,32,11.15,32,11.15,2,0.7,1,0.35,0,0.0,4,1.39,5,1.74,12,4.18,8,2.79,11,3.83,43039
43,40,169,9,5.33,8,4.73,10,5.92,8,4.73,10,5.92,11,6.51,1,0.59,1,0.59,0,0.0,1,0.59,0,0.0,0,0.0,5,2.96,1,0.59,20,11.83,23,13.61,25,14.79,2,1.18,2,1.18,0,0.0,1,0.59,0,0.0,14,8.28,9,5.33,8,4.73,43040
43,41,306,18,5.88,17,5.56,15,4.9,8,2.61,9,2.94,8,2.61,6,1.96,4,1.31,0,0.0,0,0.0,1,0.33,0,0.0,1,0.33,0,0.0,41,13.4,54,17.65,55,17.97,1,0.33,0,0.0,0,0.0,1,0.33,2,0.65,24,7.84,17,5.56,17,5.56,43041
43,42,263,10,3.8,12,4.56,10,3.8,22,8.37,20,7.6,20,7.6,2,0.76,2,0.76,0,0.0,1,0.38,1,0.38,1,0.38,1,0.38,1,0.38,33,12.55,43,16.35,37,14.07,4,1.52,2,0.76,0,0.0,5,1.9,4,1.52,10,3.8,9,3.42,9,3.42,43042
43,43,423,21,4.96,21,4.96,22,5.2,42,9.93,45,10.64,43,10.17,3,0.71,3,0.71,0,0.0,1,0.24,0,0.0,1,0.24,0,0.0,0,0.0,47,11.11,63,14.89,62,14.66,0,0.0,0,0.0,2,0.47,2,0.47,1,0.24,14,3.31,11,2.6,14,3.31,43043
43,44,254,14,5.51,14,5.51,14,5.51,11,4.33,13,5.12,11,4.33,4,1.57,6,2.36,1,0.39,0,0.0,0,0.0,0,0.0,1,0.39,0,0.0,34,13.39,43,16.93,41,16.14,1,0.39,1,0.39,1,0.39,2,0.79,1,0.39,14,5.51,12,4.72,11,4.33,43044
43,46,155,5,3.23,7,4.52,5,3.23,8,5.16,10,6.45,9,5.81,1,0.65,1,0.65,0,0.0,0,0.0,0,0.0,0,0.0,1,0.65,0,0.0,20,12.9,29,18.71,29,18.71,1,0.65,0,0.0,0,0.0,1,0.65,2,1.29,9,5.81,6,3.87,9,5.81,43046
44,1,335,14,4.18,17,5.07,15,4.48,23,6.87,28,8.36,24,7.16,4,1.19,7,2.09,2,0.6,2,0.6,2,0.6,3,0.9,2,0.6,2,0.6,38,11.34,44,13.13,45,13.43,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,21,6.27,17,5.07,17,5.07,44001
44,2,233,11,4.72,11,4.72,12,5.15,8,3.43,10,4.29,8,3.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,13.73,42,18.03,38,16.31,1,0.43,0,0.0,1,0.43,1,0.43,1,0.43,20,8.58,18,7.73,19,8.15,44002
44,5,195,10,5.13,11,5.64,10,5.13,13,6.67,13,6.67,13,6.67,3,1.54,1,0.51,1,0.51,1,0.51,0,0.0,0,0.0,0,0.0,0,0.0,26,13.33,29,14.87,26,13.33,0,0.0,0,0.0,1,0.51,4,2.05,1,0.51,12,6.15,10,5.13,9,4.62,44005
44,6,259,8,3.09,10,3.86,9,3.47,23,8.88,25,9.65,25,9.65,2,0.77,2,0.77,0,0.0,0,0.0,0,0.0,0,0.0,1,0.39,1,0.39,37,14.29,37,14.29,39,15.06,1,0.39,1,0.39,0,0.0,3,1.16,2,0.77,13,5.02,9,3.47,10,3.86,44006
44,8,286,24,8.39,24,8.39,21,7.34,20,6.99,22,7.69,20,6.99,1,0.35,5,1.75,1,0.35,2,0.7,1,0.35,2,0.7,2,0.7,0,0.0,25,8.74,29,10.14,30,10.49,1,0.35,0,0.0,0,0.0,3,1.05,3,1.05,19,6.64,14,4.9,16,5.59,44008
44,9,275,13,4.73,13,4.73,13,4.73,11,4.0,12,4.36,9,3.27,4,1.45,3,1.09,0,0.0,2,0.73,2,0.73,0,0.0,2,0.73,1,0.36,35,12.73,43,15.64,44,16.0,1,0.36,1,0.36,0,0.0,3,1.09,1,0.36,21,7.64,18,6.55,19,6.91,44009
44,10,303,14,4.62,16,5.28,16,5.28,18,5.94,18,5.94,17,5.61,0,0.0,7,2.31,1,0.33,1,0.33,1,0.33,1,0.33,1,0.33,2,0.66,44,14.52,48,15.84,47,15.51,0,0.0,0,0.0,1,0.33,4,1.32,3,0.99,15,4.95,11,3.63,13,4.29,44010
44,11,283,18,6.36,19,6.71,17,6.01,12,4.24,15,5.3,13,4.59,1,0.35,2,0.71,0,0.0,1,0.35,0,0.0,1,0.35,1,0.35,0,0.0,38,13.43,51,18.02,49,17.31,4,1.41,1,0.35,1,0.35,2,0.71,2,0.71,13,4.59,10,3.53,10,3.53,44011
44,12,211,7,3.32,7,3.32,7,3.32,19,9.0,23,10.9,20,9.48,2,0.95,5,2.37,1,0.47,1,0.47,1,0.47,0,0.0,0,0.0,0,0.0,24,11.37,30,14.22,26,12.32,0,0.0,1,0.47,0,0.0,2,0.95,1,0.47,11,5.21,11,5.21,8,3.79,44012
44,13,333,13,3.9,13,3.9,13,3.9,14,4.2,14,4.2,14,4.2,1,0.3,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,3,0.9,0,0.0,55,16.52,65,19.52,65,19.52,1,0.3,0,0.0,1,0.3,1,0.3,1,0.3,19,5.71,19,5.71,17,5.11,44013
44,14,230,9,3.91,7,3.04,7,3.04,7,3.04,9,3.91,9,3.91,1,0.43,3,1.3,0,0.0,1,0.43,1,0.43,0,0.0,0,0.0,0,0.0,34,14.78,48,20.87,46,20.0,2,0.87,1,0.43,1,0.43,3,1.3,3,1.3,14,6.09,11,4.78,13,5.65,44014
44,15,196,14,7.14,16,8.16,15,7.65,17,8.67,17,8.67,17,8.67,0,0.0,2,1.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,9.69,24,12.24,23,11.73,0,0.0,0,0.0,0,0.0,1,0.51,0,0.0,12,6.12,9,4.59,10,5.1,44015
44,16,291,21,7.22,19,6.53,18,6.19,10,3.44,17,5.84,14,4.81,1,0.34,2,0.69,3,1.03,3,1.03,1,0.34,1,0.34,0,0.0,1,0.34,30,10.31,54,18.56,52,17.87,2,0.69,2,0.69,1,0.34,2,0.69,1,0.34,18,6.19,7,2.41,10,3.44,44016
44,17,226,6,2.65,6,2.65,5,2.21,18,7.96,20,8.85,19,8.41,2,0.88,3,1.33,0,0.0,0,0.0,0,0.0,2,0.88,1,0.44,0,0.0,32,14.16,34,15.04,33,14.6,1,0.44,1,0.44,0,0.0,1,0.44,1,0.44,13,5.75,13,5.75,13,5.75,44017
44,18,218,8,3.67,9,4.13,9,4.13,11,5.05,10,4.59,10,4.59,0,0.0,2,0.92,0,0.0,0,0.0,0,0.0,0,0.0,1,0.46,0,0.0,34,15.6,40,18.35,38,17.43,0,0.0,0,0.0,0,0.0,3,1.38,2,0.92,16,7.34,11,5.05,12,5.5,44018
44,19,282,14,4.96,13,4.61,12,4.26,22,7.8,24,8.51,24,8.51,2,0.71,1,0.35,1,0.35,1,0.35,0,0.0,0,0.0,1,0.35,0,0.0,34,12.06,41,14.54,39,13.83,2,0.71,2,0.71,2,0.71,1,0.35,1,0.35,15,5.32,16,5.67,13,4.61,44019
44,20,200,8,4.0,8,4.0,8,4.0,16,8.0,16,8.0,17,8.5,2,1.0,3,1.5,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,23,11.5,30,15.0,28,14.0,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,13,6.5,10,5.0,10,5.0,44020
44,21,208,12,5.77,12,5.77,10,4.81,10,4.81,12,5.77,12,5.77,2,0.96,3,1.44,0,0.0,0,0.0,0,0.0,1,0.48,1,0.48,0,0.0,22,10.58,33,15.87,28,13.46,2,0.96,0,0.0,0,0.0,6,2.88,3,1.44,14,6.73,12,5.77,11,5.29,44021
44,22,215,10,4.65,10,4.65,12,5.58,19,8.84,17,7.91,20,9.3,1,0.47,1,0.47,0,0.0,0,0.0,0,0.0,1,0.47,2,0.93,1,0.47,21,9.77,28,13.02,26,12.09,1,0.47,1,0.47,1,0.47,1,0.47,2,0.93,15,6.98,11,5.12,13,6.05,44022
44,23,246,10,4.07,13,5.28,10,4.07,15,6.1,18,7.32,19,7.72,2,0.81,1,0.41,2,0.81,1,0.41,1,0.41,0,0.0,0,0.0,1,0.41,31,12.6,39,15.85,38,15.45,2,0.81,0,0.0,0,0.0,3,1.22,3,1.22,14,5.69,11,4.47,9,3.66,44023
44,25,245,12,4.9,14,5.71,12,4.9,11,4.49,10,4.08,10,4.08,4,1.63,5,2.04,1,0.41,3,1.22,0,0.0,1,0.41,0,0.0,0,0.0,28,11.43,43,17.55,42,17.14,2,0.82,0,0.0,0,0.0,2,0.82,0,0.0,17,6.94,10,4.08,15,6.12,44025
44,26,241,8,3.32,9,3.73,7,2.9,11,4.56,13,5.39,10,4.15,0,0.0,3,1.24,3,1.24,2,0.83,0,0.0,1,0.41,0,0.0,0,0.0,36,14.94,43,17.84,42,17.43,2,0.83,2,0.83,1,0.41,3,1.24,2,0.83,16,6.64,14,5.81,13,5.39,44026
44,27,320,12,3.75,12,3.75,11,3.44,13,4.06,16,5.0,13,4.06,0,0.0,2,0.63,2,0.63,2,0.63,1,0.31,2,0.63,0,0.0,1,0.31,55,17.19,65,20.31,59,18.44,2,0.63,0,0.0,0,0.0,1,0.31,1,0.31,17,5.31,14,4.38,16,5.0,44027
44,28,194,10,5.15,12,6.19,9,4.64,21,10.82,20,10.31,19,9.79,2,1.03,4,2.06,2,1.03,1,0.52,0,0.0,1,0.52,0,0.0,0,0.0,18,9.28,24,12.37,22,11.34,2,1.03,0,0.0,0,0.0,2,1.03,2,1.03,7,3.61,7,3.61,7,3.61,44028
44,29,327,18,5.5,16,4.89,15,4.59,19,5.81,20,6.12,20,6.12,0,0.0,1,0.31,1,0.31,1,0.31,0,0.0,2,0.61,1,0.31,1,0.31,38,11.62,46,14.07,46,14.07,1,0.31,1,0.31,0,0.0,6,1.83,4,1.22,28,8.56,19,5.81,21,6.42,44029
44,30,292,18,6.16,17,5.82,18,6.16,12,4.11,13,4.45,12,4.11,2,0.68,2,0.68,1,0.34,2,0.68,0,0.0,3,1.03,2,0.68,1,0.34,37,12.67,44,15.07,47,16.1,2,0.68,2,0.68,1,0.34,2,0.68,2,0.68,21,7.19,14,4.79,15,5.14,44030
