ward,precinct,total,Jamie Boyd (Bush),Jamie Boyd (Bush) Percent,Michael Bossert (Bush),Michael Bossert (Bush) Percent,Jeff Keast (Bush),Jeff Keast (Bush) Percent,Pleas Honeywood (Christie),Pleas Honeywood (Christie) Percent,Jeffrey Schimke (Christie),Jeffrey Schimke (Christie) Percent,Karen W. Sommerfield (Christie),Karen W. Sommerfield (Christie) Percent,Michael P. Hildebrand (Cruz),Michael P. Hildebrand (Cruz) Percent,Lance L. Davis (Cruz),Lance L. Davis (Cruz) Percent,Taneequa Tolbert (Trump),Taneequa Tolbert (Trump) Percent,Rita Gaus (Trump),Rita Gaus (Trump) Percent,James Devors (Trump),James Devors (Trump) Percent,Douglas Hoekstra (Fiorina),Douglas Hoekstra (Fiorina) Percent,Charon Bryson (Fiorina),Charon Bryson (Fiorina) Percent,Quintin Barton (Fiorina),Quintin Barton (Fiorina) Percent,Judy A. Diekelman (Kasich),Judy A. Diekelman (Kasich) Percent,Jayne L. Raef (Kasich),Jayne L. Raef (Kasich) Percent,Joseph W. Burgess (Kasich),Joseph W. Burgess (Kasich) Percent,George L. Pearson (Carson),George L. Pearson (Carson) Percent,Dezaree Oliver-Pearson (Carson),Dezaree Oliver-Pearson (Carson) Percent,Ceasar I. Leflore (Carson),Ceasar I. Leflore (Carson) Percent,Jay Farquhar (Rubio),Jay Farquhar (Rubio) Percent,Judy Ogalla (Rubio),Judy Ogalla (Rubio) Percent,Kurt Diekelman (Rubio),Kurt Diekelman (Rubio) Percent,Anthony Raczek (Paul),Anthony Raczek (Paul) Percent,Pedro Solis (Paul),Pedro Solis (Paul) Percent,precinct_id
5,1,13,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,1,7.69,1,7.69,2,15.38,2,15.38,1,7.69,1,7.69,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,05001
5,6,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05006
5,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05010
5,11,71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,9.86,7,9.86,7,9.86,6,8.45,7,9.86,0,0.0,0,0.0,0,0.0,7,9.86,8,11.27,8,11.27,0,0.0,0,0.0,0,0.0,2,2.82,2,2.82,2,2.82,0,0.0,1,1.41,05011
5,14,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05014
5,18,34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,17.65,6,17.65,6,17.65,0,0.0,0,0.0,0,0.0,3,8.82,3,8.82,3,8.82,0,0.0,0,0.0,0,0.0,2,5.88,2,5.88,2,5.88,0,0.0,0,0.0,05018
5,23,123,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,9.76,12,9.76,5,4.07,5,4.07,5,4.07,0,0.0,0,0.0,0,0.0,14,11.38,14,11.38,15,12.2,0,0.0,0,0.0,0,0.0,9,7.32,10,8.13,9,7.32,0,0.0,0,0.0,05023
5,25,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05025
5,26,12,1,8.33,0,0.0,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,0,0.0,2,16.67,2,16.67,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05026
5,28,18,0,0.0,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,2,11.11,1,5.56,2,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.67,2,11.11,3,16.67,0,0.0,0,0.0,05028
5,29,36,1,2.78,1,2.78,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,1,2.78,4,11.11,3,8.33,3,8.33,1,2.78,0,0.0,1,2.78,3,8.33,3,8.33,3,8.33,0,0.0,0,0.0,1,2.78,1,2.78,2,5.56,1,2.78,1,2.78,2,5.56,05029
5,31,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,2,18.18,2,18.18,3,27.27,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,05031
5,32,16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,3,18.75,3,18.75,3,18.75,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,2,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05032
5,35,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.67,3,16.67,3,16.67,0,0.0,0,0.0,0,0.0,2,11.11,2,11.11,2,11.11,0,0.0,0,0.0,05035
5,36,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,3,21.43,3,21.43,2,14.29,0,0.0,0,0.0,0,0.0,1,7.14,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05036
5,37,82,3,3.66,3,3.66,2,2.44,1,1.22,1,1.22,0,0.0,7,8.54,6,7.32,4,4.88,4,4.88,4,4.88,0,0.0,0,0.0,0,0.0,11,13.41,11,13.41,11,13.41,0,0.0,0,0.0,0,0.0,3,3.66,2,2.44,2,2.44,0,0.0,0,0.0,05037
5,38,21,1,4.76,1,4.76,1,4.76,0,0.0,0,0.0,1,4.76,1,4.76,1,4.76,2,9.52,2,9.52,2,9.52,0,0.0,0,0.0,1,4.76,1,4.76,0,0.0,2,9.52,1,4.76,0,0.0,0,0.0,0,0.0,1,4.76,0,0.0,1,4.76,1,4.76,05038
5,40,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.11,2,11.11,2,11.11,2,11.11,2,11.11,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,05040
5,41,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.11,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.67,2,11.11,2,11.11,0,0.0,0,0.0,0,0.0,1,5.56,1,5.56,1,5.56,1,5.56,1,5.56,05041
7,1,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,2,25.0,2,25.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07001
7,2,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07002
7,3,13,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,2,15.38,2,15.38,3,23.08,0,0.0,2,15.38,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07003
7,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07004
7,5,15,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.33,2,13.33,1,6.67,2,13.33,2,13.33,0,0.0,0,0.0,0,0.0,1,6.67,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,07005
7,6,24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,20.83,5,20.83,1,4.17,1,4.17,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.33,2,8.33,2,8.33,0,0.0,0,0.0,07006
7,7,10,1,10.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,07007
7,8,20,3,15.0,2,10.0,2,10.0,1,5.0,0,0.0,1,5.0,0,0.0,0,0.0,2,10.0,4,20.0,2,10.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,07008
7,9,25,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,3,12.0,3,12.0,2,8.0,3,12.0,3,12.0,1,4.0,1,4.0,1,4.0,1,4.0,1,4.0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,0,0.0,07009
7,10,6,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07010
7,11,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.67,3,20.0,1,6.67,1,6.67,1,6.67,0,0.0,1,6.67,1,6.67,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,1,6.67,0,0.0,0,0.0,07011
7,12,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,07012
7,13,6,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,07013
7,14,30,1,3.33,0,0.0,1,3.33,0,0.0,0,0.0,0,0.0,6,20.0,7,23.33,2,6.67,2,6.67,2,6.67,0,0.0,0,0.0,0,0.0,1,3.33,1,3.33,1,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07014
7,15,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07015
7,16,13,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,1,7.69,1,7.69,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,07016
7,17,13,0,0.0,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,23.08,3,23.08,3,23.08,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,07017
7,18,28,1,3.57,1,3.57,1,3.57,0,0.0,0,0.0,0,0.0,3,10.71,2,7.14,4,14.29,4,14.29,4,14.29,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,1,3.57,1,3.57,0,0.0,1,3.57,07018
7,19,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,07019
7,20,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,07020
7,21,9,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07021
7,22,21,1,4.76,0,0.0,0,0.0,1,4.76,0,0.0,1,4.76,2,9.52,2,9.52,2,9.52,3,14.29,2,9.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.76,0,0.0,1,4.76,1,4.76,1,4.76,0,0.0,1,4.76,07022
7,23,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07023
7,24,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07024
7,25,23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.35,2,8.7,5,21.74,5,21.74,5,21.74,0,0.0,0,0.0,0,0.0,1,4.35,1,4.35,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07025
7,26,12,1,8.33,0,0.0,1,8.33,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.67,1,8.33,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07026
