ward,precinct,total,Mary Katherine Rochford,Mary Katherine Rochford Percent,Sebastian T. Patti,Sebastian T. Patti Percent,Kevin Rogers,Kevin Rogers Percent,William D. O'Neal,William D. O'Neal Percent,Anthony Lynn Burrell,Anthony Lynn Burrell Percent,precinct_id
21,9,153,31,20.26,12,7.84,36,23.53,50,32.68,24,15.69,21009
21,10,99,25,25.25,10,10.1,22,22.22,26,26.26,16,16.16,21010
21,11,132,24,18.18,25,18.94,28,21.21,32,24.24,23,17.42,21011
21,12,154,29,18.83,16,10.39,28,18.18,41,26.62,40,25.97,21012
21,13,62,10,16.13,8,12.9,14,22.58,16,25.81,14,22.58,21013
21,14,131,23,17.56,15,11.45,26,19.85,34,25.95,33,25.19,21014
21,15,105,25,23.81,7,6.67,28,26.67,21,20.0,24,22.86,21015
21,16,129,40,31.01,10,7.75,24,18.6,32,24.81,23,17.83,21016
21,17,136,34,25.0,16,11.76,29,21.32,33,24.26,24,17.65,21017
21,18,128,15,11.72,14,10.94,37,28.91,38,29.69,24,18.75,21018
21,19,124,32,25.81,12,9.68,31,25.0,38,30.65,11,8.87,21019
21,20,95,20,21.05,12,12.63,20,21.05,17,17.89,26,27.37,21020
21,21,152,25,16.45,17,11.18,36,23.68,48,31.58,26,17.11,21021
21,22,122,11,9.02,11,9.02,25,20.49,53,43.44,22,18.03,21022
21,23,113,14,12.39,14,12.39,31,27.43,34,30.09,20,17.7,21023
21,24,163,26,15.95,19,11.66,37,22.7,52,31.9,29,17.79,21024
21,25,131,21,16.03,17,12.98,29,22.14,35,26.72,29,22.14,21025
21,26,127,27,21.26,19,14.96,25,19.69,35,27.56,21,16.54,21026
21,27,157,29,18.47,18,11.46,40,25.48,35,22.29,35,22.29,21027
21,28,98,23,23.47,8,8.16,19,19.39,30,30.61,18,18.37,21028
21,29,63,18,28.57,6,9.52,10,15.87,21,33.33,8,12.7,21029
21,30,91,24,26.37,5,5.49,22,24.18,18,19.78,22,24.18,21030
21,31,168,35,20.83,27,16.07,40,23.81,40,23.81,26,15.48,21031
21,32,113,22,19.47,6,5.31,23,20.35,37,32.74,25,22.12,21032
21,33,142,23,16.2,9,6.34,37,26.06,41,28.87,32,22.54,21033
21,34,155,22,14.19,10,6.45,39,25.16,57,36.77,27,17.42,21034
21,35,70,15,21.43,7,10.0,19,27.14,18,25.71,11,15.71,21035
21,36,98,18,18.37,12,12.24,26,26.53,23,23.47,19,19.39,21036
21,37,119,35,29.41,15,12.61,23,19.33,25,21.01,21,17.65,21037
21,38,138,28,20.29,12,8.7,29,21.01,41,29.71,28,20.29,21038
21,39,106,16,15.09,9,8.49,24,22.64,37,34.91,20,18.87,21039
21,40,149,26,17.45,17,11.41,29,19.46,39,26.17,38,25.5,21040
21,41,99,13,13.13,5,5.05,24,24.24,35,35.35,22,22.22,21041
21,42,151,37,24.5,14,9.27,38,25.17,29,19.21,33,21.85,21042
21,43,123,23,18.7,14,11.38,24,19.51,41,33.33,21,17.07,21043
21,44,133,33,24.81,14,10.53,21,15.79,41,30.83,24,18.05,21044
21,45,134,22,16.42,24,17.91,33,24.63,22,16.42,33,24.63,21045
21,46,88,14,15.91,8,9.09,13,14.77,31,35.23,22,25.0,21046
21,47,189,27,14.29,23,12.17,37,19.58,51,26.98,51,26.98,21047
21,48,157,34,21.66,9,5.73,26,16.56,65,41.4,23,14.65,21048
21,49,177,35,19.77,13,7.34,36,20.34,43,24.29,50,28.25,21049
21,50,137,28,20.44,12,8.76,29,21.17,31,22.63,37,27.01,21050
21,51,160,27,16.88,13,8.13,35,21.88,54,33.75,31,19.38,21051
21,52,134,29,21.64,17,12.69,29,21.64,34,25.37,25,18.66,21052
21,53,114,22,19.3,7,6.14,27,23.68,27,23.68,31,27.19,21053
21,54,160,25,15.63,11,6.88,38,23.75,54,33.75,32,20.0,21054
21,55,127,16,12.6,10,7.87,32,25.2,40,31.5,29,22.83,21055
21,56,104,26,25.0,19,18.27,21,20.19,24,23.08,14,13.46,21056
21,57,117,17,14.53,9,7.69,28,23.93,44,37.61,19,16.24,21057
21,58,108,23,21.3,7,6.48,25,23.15,27,25.0,26,24.07,21058
21,59,155,30,19.35,5,3.23,37,23.87,48,30.97,35,22.58,21059
21,60,149,31,20.81,13,8.72,26,17.45,59,39.6,20,13.42,21060
21,61,145,29,20.0,22,15.17,34,23.45,37,25.52,23,15.86,21061
21,62,126,18,14.29,14,11.11,34,26.98,34,26.98,26,20.63,21062
21,63,126,21,16.67,11,8.73,31,24.6,34,26.98,29,23.02,21063
21,64,75,14,18.67,4,5.33,26,34.67,16,21.33,15,20.0,21064
21,65,231,52,22.51,25,10.82,45,19.48,61,26.41,48,20.78,21065
21,66,105,20,19.05,12,11.43,25,23.81,32,30.48,16,15.24,21066
21,67,123,30,24.39,12,9.76,21,17.07,36,29.27,24,19.51,21067
21,68,132,22,16.67,17,12.88,22,16.67,44,33.33,27,20.45,21068
21,69,104,17,16.35,10,9.62,25,24.04,35,33.65,17,16.35,21069
21,70,119,26,21.85,11,9.24,31,26.05,35,29.41,16,13.45,21070
21,71,118,21,17.8,10,8.47,21,17.8,46,38.98,20,16.95,21071
21,72,142,30,21.13,9,6.34,35,24.65,35,24.65,33,23.24,21072
21,73,129,33,25.58,3,2.33,24,18.6,47,36.43,22,17.05,21073
21,74,46,11,23.91,7,15.22,6,13.04,17,36.96,5,10.87,21074
22,1,74,22,29.73,12,16.22,14,18.92,17,22.97,9,12.16,22001
22,2,66,21,31.82,8,12.12,7,10.61,20,30.3,10,15.15,22002
22,3,125,49,39.2,26,20.8,16,12.8,24,19.2,10,8.0,22003
22,4,76,12,15.79,17,22.37,20,26.32,20,26.32,7,9.21,22004
22,5,110,41,37.27,22,20.0,18,16.36,19,17.27,10,9.09,22005
22,6,98,50,51.02,13,13.27,8,8.16,17,17.35,10,10.2,22006
22,7,100,34,34.0,1,1.0,23,23.0,18,18.0,24,24.0,22007
22,8,55,20,36.36,10,18.18,6,10.91,11,20.0,8,14.55,22008
22,9,96,36,37.5,25,26.04,9,9.38,21,21.88,5,5.21,22009
22,10,107,39,36.45,10,9.35,19,17.76,27,25.23,12,11.21,22010
22,11,82,28,34.15,16,19.51,14,17.07,13,15.85,11,13.41,22011
22,12,73,32,43.84,16,21.92,8,10.96,11,15.07,6,8.22,22012
22,13,123,48,39.02,19,15.45,20,16.26,25,20.33,11,8.94,22013
22,14,51,25,49.02,5,9.8,5,9.8,12,23.53,4,7.84,22014
22,15,60,25,41.67,8,13.33,11,18.33,12,20.0,4,6.67,22015
22,16,111,44,39.64,15,13.51,17,15.32,27,24.32,8,7.21,22016
22,17,110,54,49.09,13,11.82,16,14.55,15,13.64,12,10.91,22017
22,18,105,49,46.67,20,19.05,8,7.62,18,17.14,10,9.52,22018
22,19,55,21,38.18,3,5.45,8,14.55,11,20.0,12,21.82,22019
22,20,107,40,37.38,15,14.02,17,15.89,28,26.17,7,6.54,22020
22,21,103,37,35.92,7,6.8,13,12.62,17,16.5,29,28.16,22021
22,22,61,24,39.34,12,19.67,13,21.31,7,11.48,5,8.2,22022
22,23,122,54,44.26,15,12.3,23,18.85,20,16.39,10,8.2,22023
22,24,79,27,34.18,17,21.52,11,13.92,19,24.05,5,6.33,22024
22,25,86,29,33.72,15,17.44,12,13.95,23,26.74,7,8.14,22025
22,26,81,34,41.98,13,16.05,13,16.05,14,17.28,7,8.64,22026
22,27,122,51,41.8,18,14.75,17,13.93,29,23.77,7,5.74,22027
22,28,57,19,33.33,9,15.79,9,15.79,15,26.32,5,8.77,22028
22,29,58,31,53.45,11,18.97,4,6.9,9,15.52,3,5.17,22029
23,1,160,69,43.13,18,11.25,8,5.0,58,36.25,7,4.38,23001
23,2,200,75,37.5,23,11.5,31,15.5,57,28.5,14,7.0,23002
23,3,148,56,37.84,12,8.11,17,11.49,53,35.81,10,6.76,23003
23,4,150,58,38.67,9,6.0,22,14.67,49,32.67,12,8.0,23004
23,5,120,45,37.5,25,20.83,12,10.0,34,28.33,4,3.33,23005
23,6,159,51,32.08,23,14.47,22,13.84,51,32.08,12,7.55,23006
23,7,150,55,36.67,12,8.0,25,16.67,54,36.0,4,2.67,23007
23,8,136,50,36.76,12,8.82,16,11.76,49,36.03,9,6.62,23008
23,9,175,70,40.0,24,13.71,21,12.0,48,27.43,12,6.86,23009
23,10,182,58,31.87,26,14.29,30,16.48,56,30.77,12,6.59,23010
23,11,179,70,39.11,21,11.73,17,9.5,62,34.64,9,5.03,23011
23,12,158,66,41.77,21,13.29,16,10.13,49,31.01,6,3.8,23012
23,13,188,75,39.89,30,15.96,18,9.57,57,30.32,8,4.26,23013
23,14,127,42,33.07,25,19.69,21,16.54,31,24.41,8,6.3,23014
23,15,133,52,39.1,13,9.77,13,9.77,40,30.08,15,11.28,23015
23,16,177,66,37.29,22,12.43,23,12.99,54,30.51,12,6.78,23016
23,17,193,83,43.01,20,10.36,10,5.18,72,37.31,8,4.15,23017
23,18,112,47,41.96,21,18.75,12,10.71,26,23.21,6,5.36,23018
23,19,130,54,41.54,16,12.31,10,7.69,41,31.54,9,6.92,23019
23,20,138,58,42.03,9,6.52,16,11.59,45,32.61,10,7.25,23020
23,21,118,21,17.8,6,5.08,26,22.03,33,27.97,32,27.12,23021
23,22,148,60,40.54,13,8.78,10,6.76,56,37.84,9,6.08,23022
23,23,130,53,40.77,10,7.69,19,14.62,44,33.85,4,3.08,23023
23,24,101,30,29.7,23,22.77,16,15.84,26,25.74,6,5.94,23024
23,25,110,32,29.09,15,13.64,12,10.91,39,35.45,12,10.91,23025
23,26,160,65,40.63,11,6.88,15,9.38,64,40.0,5,3.13,23026
23,27,144,70,48.61,13,9.03,12,8.33,43,29.86,6,4.17,23027
23,28,170,72,42.35,16,9.41,21,12.35,51,30.0,10,5.88,23028
23,29,140,47,33.57,23,16.43,24,17.14,31,22.14,15,10.71,23029
23,30,142,77,54.23,16,11.27,10,7.04,34,23.94,5,3.52,23030
23,31,148,41,27.7,23,15.54,19,12.84,50,33.78,15,10.14,23031
23,32,187,71,37.97,23,12.3,29,15.51,45,24.06,19,10.16,23032
23,33,173,50,28.9,21,12.14,23,13.29,66,38.15,13,7.51,23033
23,34,107,43,40.19,19,17.76,13,12.15,27,25.23,5,4.67,23034
23,35,95,24,25.26,3,3.16,23,24.21,22,23.16,23,24.21,23035
23,36,189,74,39.15,17,8.99,23,12.17,61,32.28,14,7.41,23036
23,37,117,25,21.37,20,17.09,32,27.35,27,23.08,13,11.11,23037
23,38,127,47,37.01,13,10.24,13,10.24,47,37.01,7,5.51,23038
23,39,133,55,41.35,10,7.52,15,11.28,49,36.84,4,3.01,23039
23,40,139,47,33.81,11,7.91,14,10.07,53,38.13,14,10.07,23040
23,41,147,55,37.41,15,10.2,12,8.16,52,35.37,13,8.84,23041
23,42,135,54,40.0,16,11.85,11,8.15,46,34.07,8,5.93,23042
23,43,174,70,40.23,20,11.49,19,10.92,53,30.46,12,6.9,23043
23,44,172,72,41.86,23,13.37,11,6.4,60,34.88,6,3.49,23044
23,45,169,74,43.79,12,7.1,22,13.02,51,30.18,10,5.92,23045
23,46,142,48,33.8,13,9.15,15,10.56,60,42.25,6,4.23,23046
23,47,180,65,36.11,23,12.78,20,11.11,56,31.11,16,8.89,23047
23,48,127,44,34.65,19,14.96,14,11.02,38,29.92,12,9.45,23048
23,49,210,71,33.81,30,14.29,30,14.29,69,32.86,10,4.76,23049
23,50,111,40,36.04,13,11.71,17,15.32,32,28.83,9,8.11,23050
23,51,167,52,31.14,28,16.77,24,14.37,48,28.74,15,8.98,23051
23,52,192,72,37.5,13,6.77,15,7.81,75,39.06,17,8.85,23052
23,53,101,40,39.6,19,18.81,13,12.87,24,23.76,5,4.95,23053
23,54,185,76,41.08,16,8.65,15,8.11,68,36.76,10,5.41,23054
24,1,118,27,22.88,11,9.32,29,24.58,20,16.95,31,26.27,24001
24,2,57,13,22.81,2,3.51,10,17.54,14,24.56,18,31.58,24002
24,3,85,26,30.59,8,9.41,11,12.94,22,25.88,18,21.18,24003
24,4,94,18,19.15,5,5.32,22,23.4,19,20.21,30,31.91,24004
24,5,52,15,28.85,1,1.92,7,13.46,12,23.08,17,32.69,24005
24,6,106,30,28.3,5,4.72,17,16.04,21,19.81,33,31.13,24006
24,7,80,18,22.5,10,12.5,17,21.25,13,16.25,22,27.5,24007
24,8,71,19,26.76,7,9.86,9,12.68,18,25.35,18,25.35,24008
24,9,68,11,16.18,6,8.82,13,19.12,18,26.47,20,29.41,24009
24,10,82,24,29.27,4,4.88,18,21.95,22,26.83,14,17.07,24010
24,11,56,13,23.21,5,8.93,16,28.57,11,19.64,11,19.64,24011
24,12,67,19,28.36,2,2.99,13,19.4,19,28.36,14,20.9,24012
24,13,93,18,19.35,8,8.6,17,18.28,21,22.58,29,31.18,24013
24,14,104,19,18.27,5,4.81,20,19.23,21,20.19,39,37.5,24014
24,15,72,15,20.83,2,2.78,19,26.39,16,22.22,20,27.78,24015
24,16,59,13,22.03,4,6.78,6,10.17,17,28.81,19,32.2,24016
24,17,66,11,16.67,5,7.58,11,16.67,23,34.85,16,24.24,24017
24,18,60,15,25.0,5,8.33,8,13.33,13,21.67,19,31.67,24018
24,19,55,14,25.45,5,9.09,14,25.45,11,20.0,11,20.0,24019
24,20,94,30,31.91,7,7.45,20,21.28,21,22.34,16,17.02,24020
24,21,34,6,17.65,5,14.71,12,35.29,3,8.82,8,23.53,24021
24,22,88,25,28.41,9,10.23,17,19.32,15,17.05,22,25.0,24022
24,23,74,13,17.57,2,2.7,21,28.38,17,22.97,21,28.38,24023
24,24,51,17,33.33,2,3.92,12,23.53,7,13.73,13,25.49,24024
24,25,93,26,27.96,8,8.6,17,18.28,22,23.66,20,21.51,24025
24,26,84,22,26.19,2,2.38,21,25.0,13,15.48,26,30.95,24026
24,27,54,12,22.22,6,11.11,16,29.63,6,11.11,14,25.93,24027
24,28,115,22,19.13,3,2.61,35,30.43,23,20.0,32,27.83,24028
24,29,98,25,25.51,11,11.22,11,11.22,20,20.41,31,31.63,24029
24,30,74,15,20.27,9,12.16,17,22.97,13,17.57,20,27.03,24030
24,31,81,18,22.22,5,6.17,21,25.93,20,24.69,17,20.99,24031
24,32,74,26,35.14,0,0.0,12,16.22,19,25.68,17,22.97,24032
24,33,67,12,17.91,3,4.48,13,19.4,18,26.87,21,31.34,24033
24,34,110,16,14.55,7,6.36,22,20.0,29,26.36,36,32.73,24034
24,35,124,30,24.19,13,10.48,24,19.35,37,29.84,20,16.13,24035
24,36,67,17,25.37,4,5.97,14,20.9,7,10.45,25,37.31,24036
24,37,112,34,30.36,4,3.57,25,22.32,17,15.18,32,28.57,24037
24,38,110,31,28.18,8,7.27,21,19.09,19,17.27,31,28.18,24038
24,39,70,19,27.14,4,5.71,11,15.71,17,24.29,19,27.14,24039
24,40,132,19,14.39,7,5.3,33,25.0,31,23.48,42,31.82,24040
24,41,70,17,24.29,4,5.71,13,18.57,21,30.0,15,21.43,24041
24,42,55,21,38.18,5,9.09,6,10.91,14,25.45,9,16.36,24042
24,43,104,23,22.12,4,3.85,23,22.12,20,19.23,34,32.69,24043
24,44,130,30,23.08,13,10.0,25,19.23,26,20.0,36,27.69,24044
24,45,78,11,14.1,14,17.95,17,21.79,15,19.23,21,26.92,24045
24,46,112,27,24.11,8,7.14,18,16.07,25,22.32,34,30.36,24046
24,47,76,18,23.68,7,9.21,13,17.11,19,25.0,19,25.0,24047
24,48,52,9,17.31,6,11.54,12,23.08,18,34.62,7,13.46,24048
24,49,160,48,30.0,13,8.13,36,22.5,24,15.0,39,24.38,24049
24,50,138,42,30.43,7,5.07,30,21.74,29,21.01,30,21.74,24050
24,51,121,24,19.83,8,6.61,28,23.14,32,26.45,29,23.97,24051
24,52,75,13,17.33,7,9.33,16,21.33,18,24.0,21,28.0,24052
24,53,94,22,23.4,19,20.21,17,18.09,22,23.4,14,14.89,24053
24,54,99,25,25.25,7,7.07,14,14.14,26,26.26,27,27.27,24054
24,55,78,20,25.64,6,7.69,13,16.67,14,17.95,25,32.05,24055
24,56,126,27,21.43,9,7.14,20,15.87,31,24.6,39,30.95,24056
25,1,113,53,46.9,12,10.62,15,13.27,24,21.24,9,7.96,25001
25,2,135,53,39.26,26,19.26,17,12.59,23,17.04,16,11.85,25002
25,3,86,38,44.19,7,8.14,13,15.12,14,16.28,14,16.28,25003
25,4,122,54,44.26,21,17.21,16,13.11,20,16.39,11,9.02,25004
25,5,102,36,35.29,16,15.69,11,10.78,31,30.39,8,7.84,25005
25,6,64,29,45.31,11,17.19,10,15.63,6,9.38,8,12.5,25006
25,7,89,32,35.96,13,14.61,14,15.73,25,28.09,5,5.62,25007
25,8,112,53,47.32,15,13.39,14,12.5,24,21.43,6,5.36,25008
25,9,142,68,47.89,17,11.97,18,12.68,26,18.31,13,9.15,25009
25,10,53,19,35.85,7,13.21,4,7.55,14,26.42,9,16.98,25010
25,11,125,51,40.8,25,20.0,11,8.8,30,24.0,8,6.4,25011
25,12,90,40,44.44,15,16.67,9,10.0,14,15.56,12,13.33,25012
25,13,130,45,34.62,26,20.0,15,11.54,30,23.08,14,10.77,25013
25,14,54,19,35.19,14,25.93,3,5.56,11,20.37,7,12.96,25014
25,15,118,45,38.14,23,19.49,19,16.1,24,20.34,7,5.93,25015
25,16,52,22,42.31,10,19.23,9,17.31,7,13.46,4,7.69,25016
25,17,145,42,28.97,21,14.48,22,15.17,40,27.59,20,13.79,25017
25,18,104,30,28.85,15,14.42,25,24.04,18,17.31,16,15.38,25018
25,19,112,53,47.32,16,14.29,13,11.61,22,19.64,8,7.14,25019
25,20,124,43,34.68,21,16.94,20,16.13,24,19.35,16,12.9,25020
25,21,82,49,59.76,11,13.41,6,7.32,13,15.85,3,3.66,25021
25,22,49,23,46.94,7,14.29,6,12.24,11,22.45,2,4.08,25022
25,23,112,39,34.82,17,15.18,15,13.39,28,25.0,13,11.61,25023
25,24,137,62,45.26,19,13.87,12,8.76,24,17.52,20,14.6,25024
25,25,94,47,50.0,22,23.4,8,8.51,13,13.83,4,4.26,25025
25,26,70,38,54.29,10,14.29,3,4.29,12,17.14,7,10.0,25026
25,27,80,38,47.5,17,21.25,7,8.75,13,16.25,5,6.25,25027
25,28,147,74,50.34,27,18.37,10,6.8,23,15.65,13,8.84,25028
25,29,197,101,51.27,14,7.11,26,13.2,30,15.23,26,13.2,25029
25,30,107,55,51.4,13,12.15,15,14.02,20,18.69,4,3.74,25030
25,31,66,34,51.52,8,12.12,5,7.58,9,13.64,10,15.15,25031
26,1,43,15,34.88,13,30.23,7,16.28,7,16.28,1,2.33,26001
26,2,82,32,39.02,12,14.63,10,12.2,16,19.51,12,14.63,26002
26,3,57,20,35.09,12,21.05,10,17.54,8,14.04,7,12.28,26003
26,4,39,10,25.64,16,41.03,2,5.13,5,12.82,6,15.38,26004
26,5,84,39,46.43,8,9.52,8,9.52,21,25.0,8,9.52,26005
26,6,40,9,22.5,7,17.5,13,32.5,7,17.5,4,10.0,26006
26,7,34,12,35.29,9,26.47,7,20.59,5,14.71,1,2.94,26007
26,8,37,14,37.84,8,21.62,7,18.92,7,18.92,1,2.7,26008
26,9,27,9,33.33,1,3.7,6,22.22,8,29.63,3,11.11,26009
26,10,49,10,20.41,9,18.37,9,18.37,17,34.69,4,8.16,26010
26,11,62,18,29.03,11,17.74,11,17.74,14,22.58,8,12.9,26011
26,12,44,20,45.45,4,9.09,6,13.64,9,20.45,5,11.36,26012
26,13,73,32,43.84,22,30.14,5,6.85,9,12.33,5,6.85,26013
26,14,56,19,33.93,9,16.07,8,14.29,18,32.14,2,3.57,26014
26,15,55,11,20.0,13,23.64,12,21.82,12,21.82,7,12.73,26015
26,16,49,16,32.65,10,20.41,4,8.16,10,20.41,9,18.37,26016
26,17,38,24,63.16,2,5.26,3,7.89,7,18.42,2,5.26,26017
26,18,39,21,53.85,5,12.82,7,17.95,5,12.82,1,2.56,26018
26,19,121,58,47.93,12,9.92,22,18.18,16,13.22,13,10.74,26019
26,20,74,36,48.65,10,13.51,8,10.81,12,16.22,8,10.81,26020
26,21,53,20,37.74,9,16.98,8,15.09,10,18.87,6,11.32,26021
26,22,37,10,27.03,12,32.43,1,2.7,9,24.32,5,13.51,26022
26,23,44,14,31.82,7,15.91,4,9.09,18,40.91,1,2.27,26023
26,24,42,28,66.67,4,9.52,2,4.76,6,14.29,2,4.76,26024
26,25,34,13,38.24,3,8.82,3,8.82,11,32.35,4,11.76,26025
26,26,32,12,37.5,9,28.13,2,6.25,6,18.75,3,9.38,26026
26,27,68,18,26.47,15,22.06,13,19.12,14,20.59,8,11.76,26027
26,28,46,19,41.3,8,17.39,9,19.57,8,17.39,2,4.35,26028
26,29,53,25,47.17,9,16.98,5,9.43,9,16.98,5,9.43,26029
26,30,44,16,36.36,6,13.64,8,18.18,10,22.73,4,9.09,26030
26,31,51,18,35.29,8,15.69,10,19.61,9,17.65,6,11.76,26031
26,32,57,32,56.14,8,14.04,5,8.77,8,14.04,4,7.02,26032
26,33,23,13,56.52,3,13.04,3,13.04,0,0.0,4,17.39,26033
26,34,73,34,46.58,8,10.96,8,10.96,15,20.55,8,10.96,26034
26,35,74,33,44.59,16,21.62,8,10.81,12,16.22,5,6.76,26035
26,36,48,17,35.42,8,16.67,5,10.42,14,29.17,4,8.33,26036
26,37,36,13,36.11,8,22.22,5,13.89,3,8.33,7,19.44,26037
26,38,34,14,41.18,2,5.88,7,20.59,10,29.41,1,2.94,26038
26,39,48,19,39.58,8,16.67,6,12.5,8,16.67,7,14.58,26039
26,40,42,14,33.33,10,23.81,6,14.29,7,16.67,5,11.9,26040
26,41,60,19,31.67,11,18.33,6,10.0,22,36.67,2,3.33,26041
26,42,32,10,31.25,6,18.75,8,25.0,5,15.63,3,9.38,26042
26,43,57,13,22.81,7,12.28,15,26.32,19,33.33,3,5.26,26043
26,44,37,10,27.03,4,10.81,8,21.62,10,27.03,5,13.51,26044
26,45,68,23,33.82,10,14.71,12,17.65,15,22.06,8,11.76,26045
26,46,86,50,58.14,15,17.44,10,11.63,7,8.14,4,4.65,26046
26,47,26,8,30.77,5,19.23,3,11.54,6,23.08,4,15.38,26047
26,48,80,22,27.5,7,8.75,14,17.5,23,28.75,14,17.5,26048
26,49,37,13,35.14,5,13.51,3,8.11,13,35.14,3,8.11,26049
26,50,30,13,43.33,5,16.67,1,3.33,6,20.0,5,16.67,26050
26,51,70,37,52.86,4,5.71,4,5.71,15,21.43,10,14.29,26051
26,52,18,8,44.44,1,5.56,7,38.89,1,5.56,1,5.56,26052
26,53,30,16,53.33,3,10.0,3,10.0,6,20.0,2,6.67,26053
26,54,43,12,27.91,5,11.63,4,9.3,18,41.86,4,9.3,26054
26,55,52,28,53.85,8,15.38,3,5.77,9,17.31,4,7.69,26055
26,56,48,18,37.5,2,4.17,11,22.92,14,29.17,3,6.25,26056
26,57,51,17,33.33,9,17.65,10,19.61,13,25.49,2,3.92,26057
26,58,50,15,30.0,10,20.0,6,12.0,11,22.0,8,16.0,26058
26,59,47,17,36.17,4,8.51,9,19.15,7,14.89,10,21.28,26059
26,60,47,18,38.3,12,25.53,6,12.77,4,8.51,7,14.89,26060
26,61,29,14,48.28,4,13.79,2,6.9,3,10.34,6,20.69,26061
26,62,64,33,51.56,11,17.19,4,6.25,13,20.31,3,4.69,26062
26,63,21,9,42.86,3,14.29,2,9.52,5,23.81,2,9.52,26063
27,1,96,54,56.25,17,17.71,5,5.21,14,14.58,6,6.25,27001
27,2,67,14,20.9,7,10.45,15,22.39,12,17.91,19,28.36,27002
27,3,61,12,19.67,6,9.84,12,19.67,12,19.67,19,31.15,27003
27,4,51,8,15.69,18,35.29,9,17.65,10,19.61,6,11.76,27004
27,5,33,16,48.48,6,18.18,2,6.06,4,12.12,5,15.15,27005
27,6,25,4,16.0,5,20.0,4,16.0,7,28.0,5,20.0,27006
27,7,78,38,48.72,10,12.82,6,7.69,16,20.51,8,10.26,27007
27,8,88,8,9.09,15,17.05,16,18.18,23,26.14,26,29.55,27008
27,9,129,41,31.78,10,7.75,22,17.05,28,21.71,28,21.71,27009
27,10,175,49,28.0,12,6.86,32,18.29,50,28.57,32,18.29,27010
27,11,88,40,45.45,14,15.91,10,11.36,9,10.23,15,17.05,27011
27,12,101,52,51.49,17,16.83,9,8.91,14,13.86,9,8.91,27012
27,13,71,38,53.52,15,21.13,2,2.82,10,14.08,6,8.45,27013
27,14,96,21,21.88,6,6.25,17,17.71,27,28.13,25,26.04,27014
27,15,58,10,17.24,14,24.14,13,22.41,8,13.79,13,22.41,27015
27,16,16,8,50.0,2,12.5,3,18.75,2,12.5,1,6.25,27016
27,17,79,42,53.16,17,21.52,10,12.66,6,7.59,4,5.06,27017
27,18,58,29,50.0,7,12.07,5,8.62,8,13.79,9,15.52,27018
27,19,72,13,18.06,6,8.33,16,22.22,18,25.0,19,26.39,27019
27,20,77,9,11.69,27,35.06,15,19.48,11,14.29,15,19.48,27020
27,21,69,15,21.74,25,36.23,10,14.49,10,14.49,9,13.04,27021
27,22,76,10,13.16,13,17.11,16,21.05,13,17.11,24,31.58,27022
27,23,16,2,12.5,1,6.25,3,18.75,3,18.75,7,43.75,27023
27,24,68,11,16.18,31,45.59,6,8.82,7,10.29,13,19.12,27024
27,25,53,9,16.98,8,15.09,11,20.75,11,20.75,14,26.42,27025
27,26,98,24,24.49,12,12.24,12,12.24,26,26.53,24,24.49,27026
27,27,90,23,25.56,23,25.56,13,14.44,12,13.33,19,21.11,27027
27,28,114,44,38.6,21,18.42,18,15.79,16,14.04,15,13.16,27028
27,29,61,10,16.39,22,36.07,11,18.03,7,11.48,11,18.03,27029
27,30,42,7,16.67,14,33.33,8,19.05,9,21.43,4,9.52,27030
27,31,62,16,25.81,3,4.84,8,12.9,18,29.03,17,27.42,27031
27,32,98,43,43.88,15,15.31,12,12.24,12,12.24,16,16.33,27032
27,33,74,23,31.08,13,17.57,9,12.16,12,16.22,17,22.97,27033
27,34,73,17,23.29,10,13.7,6,8.22,17,23.29,23,31.51,27034
27,35,73,34,46.58,15,20.55,7,9.59,13,17.81,4,5.48,27035
27,36,109,29,26.61,34,31.19,13,11.93,11,10.09,22,20.18,27036
27,37,87,29,33.33,12,13.79,14,16.09,16,18.39,16,18.39,27037
27,38,49,21,42.86,11,22.45,3,6.12,8,16.33,6,12.24,27038
27,39,26,6,23.08,8,30.77,3,11.54,7,26.92,2,7.69,27039
27,40,73,8,10.96,7,9.59,10,13.7,11,15.07,37,50.68,27040
27,41,67,27,40.3,16,23.88,7,10.45,7,10.45,10,14.93,27041
27,42,52,36,69.23,6,11.54,3,5.77,6,11.54,1,1.92,27042
27,43,54,16,29.63,16,29.63,7,12.96,9,16.67,6,11.11,27043
27,44,80,15,18.75,13,16.25,15,18.75,18,22.5,19,23.75,27044
27,45,73,12,16.44,21,28.77,9,12.33,10,13.7,21,28.77,27045
27,46,90,10,11.11,45,50.0,9,10.0,17,18.89,9,10.0,27046
27,47,63,10,15.87,12,19.05,14,22.22,15,23.81,12,19.05,27047
27,48,121,25,20.66,9,7.44,19,15.7,31,25.62,37,30.58,27048
27,49,88,27,30.68,2,2.27,14,15.91,17,19.32,28,31.82,27049
27,50,95,55,57.89,14,14.74,7,7.37,12,12.63,7,7.37,27050
27,51,11,0,0.0,7,63.64,3,27.27,1,9.09,0,0.0,27051
27,52,65,18,27.69,9,13.85,8,12.31,11,16.92,19,29.23,27052
27,53,56,22,39.29,14,25.0,7,12.5,10,17.86,3,5.36,27053
27,54,74,37,50.0,15,20.27,6,8.11,8,10.81,8,10.81,27054
27,55,78,12,15.38,31,39.74,9,11.54,11,14.1,15,19.23,27055
27,56,49,22,44.9,8,16.33,7,14.29,8,16.33,4,8.16,27056
