ward,precinct,total,Stella B. Black,Stella B. Black Percent,Barbara McGowan,Barbara McGowan Percent,Michael A. Alvarez,Michael A. Alvarez Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Kathleen Mary O'Reilley,Kathleen Mary O'Reilley Percent,"Wallace Davis, III","Wallace Davis, III Percent",Maureen Kelly,Maureen Kelly Percent,Todd Connor,Todd Connor Percent,Kari K. Steele,Kari K. Steele Percent,precinct_id
12,9,137,9,6.57,13,9.49,49,35.77,15,10.95,14,10.22,5,3.65,11,8.03,14,10.22,7,5.11,12009
12,10,200,10,5.0,19,9.5,50,25.0,29,14.5,24,12.0,9,4.5,19,9.5,26,13.0,14,7.0,12010
12,11,267,18,6.74,24,8.99,103,38.58,27,10.11,31,11.61,14,5.24,21,7.87,17,6.37,12,4.49,12011
12,12,110,8,7.27,14,12.73,34,30.91,8,7.27,14,12.73,8,7.27,13,11.82,7,6.36,4,3.64,12012
12,13,265,18,6.79,33,12.45,71,26.79,35,13.21,40,15.09,11,4.15,32,12.08,18,6.79,7,2.64,12013
12,14,203,17,8.37,23,11.33,54,26.6,25,12.32,24,11.82,6,2.96,23,11.33,19,9.36,12,5.91,12014
12,15,139,9,6.47,13,9.35,51,36.69,11,7.91,17,12.23,4,2.88,16,11.51,10,7.19,8,5.76,12015
12,16,178,13,7.3,20,11.24,55,30.9,21,11.8,20,11.24,7,3.93,20,11.24,12,6.74,10,5.62,12016
12,17,265,36,13.58,40,15.09,55,20.75,28,10.57,16,6.04,31,11.7,25,9.43,17,6.42,17,6.42,12017
12,18,161,16,9.94,19,11.8,47,29.19,25,15.53,11,6.83,17,10.56,7,4.35,7,4.35,12,7.45,12018
12,19,239,13,5.44,23,9.62,63,26.36,37,15.48,28,11.72,14,5.86,22,9.21,25,10.46,14,5.86,12019
12,20,163,18,11.04,15,9.2,52,31.9,23,14.11,7,4.29,8,4.91,14,8.59,17,10.43,9,5.52,12020
12,21,189,13,6.88,21,11.11,47,24.87,32,16.93,27,14.29,4,2.12,23,12.17,14,7.41,8,4.23,12021
12,22,147,17,11.56,15,10.2,53,36.05,13,8.84,19,12.93,5,3.4,14,9.52,5,3.4,6,4.08,12022
12,23,245,22,8.98,26,10.61,64,26.12,40,16.33,26,10.61,6,2.45,24,9.8,18,7.35,19,7.76,12023
12,24,247,19,7.69,32,12.96,76,30.77,34,13.77,28,11.34,6,2.43,21,8.5,14,5.67,17,6.88,12024
13,1,509,13,2.55,110,21.61,109,21.41,40,7.86,45,8.84,11,2.16,123,24.17,28,5.5,30,5.89,13001
13,2,334,10,2.99,80,23.95,100,29.94,13,3.89,21,6.29,5,1.5,84,25.15,11,3.29,10,2.99,13002
13,3,447,17,3.8,71,15.88,122,27.29,51,11.41,54,12.08,13,2.91,64,14.32,31,6.94,24,5.37,13003
13,4,568,21,3.7,92,16.2,92,16.2,72,12.68,91,16.02,7,1.23,112,19.72,52,9.15,29,5.11,13004
13,5,379,6,1.58,63,16.62,87,22.96,41,10.82,57,15.04,9,2.37,76,20.05,29,7.65,11,2.9,13005
13,6,337,7,2.08,67,19.88,67,19.88,37,10.98,42,12.46,6,1.78,64,18.99,30,8.9,17,5.04,13006
13,7,381,11,2.89,86,22.57,96,25.2,32,8.4,34,8.92,6,1.57,85,22.31,19,4.99,12,3.15,13007
13,8,459,9,1.96,93,20.26,92,20.04,42,9.15,65,14.16,5,1.09,99,21.57,34,7.41,20,4.36,13008
13,9,417,9,2.16,90,21.58,100,23.98,27,6.47,56,13.43,5,1.2,90,21.58,29,6.95,11,2.64,13009
13,10,357,8,2.24,75,21.01,78,21.85,23,6.44,37,10.36,17,4.76,77,21.57,18,5.04,24,6.72,13010
13,11,356,10,2.81,76,21.35,84,23.6,24,6.74,39,10.96,17,4.78,74,20.79,17,4.78,15,4.21,13011
13,12,312,10,3.21,58,18.59,67,21.47,44,14.1,39,12.5,2,0.64,60,19.23,20,6.41,12,3.85,13012
13,13,558,7,1.25,158,28.32,164,29.39,16,2.87,34,6.09,5,0.9,148,26.52,18,3.23,8,1.43,13013
13,14,314,9,2.87,66,21.02,76,24.2,34,10.83,36,11.46,6,1.91,52,16.56,21,6.69,14,4.46,13014
13,15,537,21,3.91,118,21.97,135,25.14,42,7.82,46,8.57,8,1.49,114,21.23,28,5.21,25,4.66,13015
13,16,555,18,3.24,115,20.72,154,27.75,45,8.11,56,10.09,6,1.08,118,21.26,24,4.32,19,3.42,13016
13,17,455,6,1.32,99,21.76,97,21.32,39,8.57,56,12.31,6,1.32,99,21.76,32,7.03,21,4.62,13017
13,18,386,19,4.92,64,16.58,97,25.13,35,9.07,46,11.92,9,2.33,65,16.84,31,8.03,20,5.18,13018
13,19,487,19,3.9,123,25.26,137,28.13,29,5.95,27,5.54,20,4.11,94,19.3,18,3.7,20,4.11,13019
13,20,377,11,2.92,66,17.51,112,29.71,31,8.22,39,10.34,8,2.12,70,18.57,28,7.43,12,3.18,13020
13,21,408,27,6.62,76,18.63,77,18.87,35,8.58,31,7.6,29,7.11,77,18.87,15,3.68,41,10.05,13021
13,22,276,9,3.26,54,19.57,69,25.0,27,9.78,31,11.23,7,2.54,41,14.86,26,9.42,12,4.35,13022
13,23,358,10,2.79,78,21.79,93,25.98,23,6.42,34,9.5,11,3.07,78,21.79,22,6.15,9,2.51,13023
13,24,384,14,3.65,86,22.4,83,21.61,43,11.2,32,8.33,4,1.04,73,19.01,29,7.55,20,5.21,13024
13,25,301,13,4.32,53,17.61,65,21.59,42,13.95,36,11.96,4,1.33,53,17.61,21,6.98,14,4.65,13025
13,26,421,8,1.9,103,24.47,108,25.65,22,5.23,32,7.6,4,0.95,108,25.65,24,5.7,12,2.85,13026
13,27,457,14,3.06,99,21.66,97,21.23,44,9.63,50,10.94,7,1.53,100,21.88,23,5.03,23,5.03,13027
13,28,278,12,4.32,47,16.91,69,24.82,20,7.19,37,13.31,4,1.44,58,20.86,17,6.12,14,5.04,13028
13,29,410,14,3.41,87,21.22,98,23.9,32,7.8,39,9.51,8,1.95,90,21.95,23,5.61,19,4.63,13029
13,30,542,16,2.95,125,23.06,165,30.44,39,7.2,32,5.9,8,1.48,125,23.06,18,3.32,14,2.58,13030
13,31,494,12,2.43,102,20.65,147,29.76,39,7.89,40,8.1,13,2.63,93,18.83,23,4.66,25,5.06,13031
13,32,367,44,11.99,75,20.44,59,16.08,22,5.99,22,5.99,52,14.17,35,9.54,9,2.45,49,13.35,13032
13,33,405,11,2.72,95,23.46,105,25.93,35,8.64,28,6.91,7,1.73,89,21.98,20,4.94,15,3.7,13033
13,34,650,7,1.08,174,26.77,200,30.77,26,4.0,31,4.77,4,0.62,175,26.92,22,3.38,11,1.69,13034
13,35,531,16,3.01,127,23.92,156,29.38,34,6.4,36,6.78,8,1.51,130,24.48,9,1.69,15,2.82,13035
13,36,239,6,2.51,42,17.57,50,20.92,32,13.39,36,15.06,5,2.09,38,15.9,21,8.79,9,3.77,13036
13,37,441,17,3.85,94,21.32,96,21.77,39,8.84,45,10.2,16,3.63,91,20.63,22,4.99,21,4.76,13037
13,38,391,8,2.05,81,20.72,78,19.95,42,10.74,37,9.46,10,2.56,88,22.51,26,6.65,21,5.37,13038
13,39,361,3,0.83,87,24.1,88,24.38,22,6.09,37,10.25,8,2.22,89,24.65,14,3.88,13,3.6,13039
13,40,466,12,2.58,88,18.88,131,28.11,32,6.87,46,9.87,7,1.5,98,21.03,31,6.65,21,4.51,13040
13,41,321,13,4.05,58,18.07,100,31.15,20,6.23,30,9.35,15,4.67,52,16.2,20,6.23,13,4.05,13041
13,42,455,18,3.96,96,21.1,103,22.64,35,7.69,41,9.01,14,3.08,92,20.22,34,7.47,22,4.84,13042
13,43,462,21,4.55,101,21.86,121,26.19,31,6.71,42,9.09,8,1.73,97,21.0,24,5.19,17,3.68,13043
13,44,473,14,2.96,129,27.27,141,29.81,32,6.77,21,4.44,7,1.48,108,22.83,10,2.11,11,2.33,13044
13,45,570,7,1.23,149,26.14,140,24.56,40,7.02,37,6.49,5,0.88,149,26.14,28,4.91,15,2.63,13045
13,46,369,7,1.9,69,18.7,104,28.18,35,9.49,41,11.11,6,1.63,64,17.34,27,7.32,16,4.34,13046
13,47,361,11,3.05,78,21.61,96,26.59,31,8.59,37,10.25,8,2.22,78,21.61,15,4.16,7,1.94,13047
14,1,218,8,3.67,46,21.1,66,30.28,39,17.89,21,9.63,5,2.29,17,7.8,10,4.59,6,2.75,14001
14,2,320,13,4.06,59,18.44,92,28.75,58,18.13,32,10.0,7,2.19,29,9.06,21,6.56,9,2.81,14002
14,3,439,27,6.15,83,18.91,120,27.33,72,16.4,46,10.48,14,3.19,32,7.29,23,5.24,22,5.01,14003
14,4,237,7,2.95,49,20.68,72,30.38,45,18.99,19,8.02,3,1.27,15,6.33,15,6.33,12,5.06,14004
14,5,401,21,5.24,85,21.2,142,35.41,80,19.95,22,5.49,4,1.0,23,5.74,11,2.74,13,3.24,14005
14,6,317,19,5.99,45,14.2,94,29.65,50,15.77,34,10.73,3,0.95,33,10.41,21,6.62,18,5.68,14006
14,7,294,12,4.08,61,20.75,81,27.55,64,21.77,27,9.18,4,1.36,19,6.46,18,6.12,8,2.72,14007
14,8,200,7,3.5,24,12.0,57,28.5,34,17.0,24,12.0,6,3.0,24,12.0,16,8.0,8,4.0,14008
14,9,406,10,2.46,81,19.95,133,32.76,89,21.92,31,7.64,7,1.72,27,6.65,13,3.2,15,3.69,14009
14,10,294,14,4.76,53,18.03,83,28.23,53,18.03,28,9.52,10,3.4,24,8.16,20,6.8,9,3.06,14010
14,11,292,9,3.08,73,25.0,103,35.27,64,21.92,16,5.48,2,0.68,13,4.45,8,2.74,4,1.37,14011
14,12,275,6,2.18,67,24.36,78,28.36,61,22.18,20,7.27,10,3.64,11,4.0,10,3.64,12,4.36,14012
14,13,465,13,2.8,99,21.29,127,27.31,106,22.8,36,7.74,10,2.15,34,7.31,22,4.73,18,3.87,14013
14,14,232,19,8.19,47,20.26,69,29.74,40,17.24,16,6.9,11,4.74,15,6.47,7,3.02,8,3.45,14014
14,15,370,7,1.89,98,26.49,116,31.35,84,22.7,21,5.68,2,0.54,25,6.76,9,2.43,8,2.16,14015
14,16,288,10,3.47,62,21.53,72,25.0,66,22.92,28,9.72,3,1.04,21,7.29,17,5.9,9,3.13,14016
14,17,259,13,5.02,54,20.85,89,34.36,41,15.83,23,8.88,7,2.7,12,4.63,13,5.02,7,2.7,14017
14,18,209,6,2.87,30,14.35,51,24.4,29,13.88,29,13.88,3,1.44,31,14.83,13,6.22,17,8.13,14018
14,19,410,16,3.9,83,20.24,121,29.51,89,21.71,35,8.54,10,2.44,25,6.1,16,3.9,15,3.66,14019
14,20,212,11,5.19,33,15.57,68,32.08,35,16.51,17,8.02,4,1.89,15,7.08,18,8.49,11,5.19,14020
14,21,341,9,2.64,83,24.34,111,32.55,73,21.41,22,6.45,1,0.29,18,5.28,13,3.81,11,3.23,14021
14,22,327,10,3.06,65,19.88,99,30.28,67,20.49,22,6.73,9,2.75,18,5.5,22,6.73,15,4.59,14022
14,23,322,14,4.35,59,18.32,89,27.64,49,15.22,39,12.11,8,2.48,30,9.32,25,7.76,9,2.8,14023
14,24,231,10,4.33,49,21.21,81,35.06,45,19.48,12,5.19,3,1.3,10,4.33,12,5.19,9,3.9,14024
14,25,356,11,3.09,76,21.35,79,22.19,71,19.94,46,12.92,3,0.84,39,10.96,19,5.34,12,3.37,14025
14,26,252,9,3.57,43,17.06,75,29.76,45,17.86,28,11.11,5,1.98,24,9.52,13,5.16,10,3.97,14026
14,27,432,18,4.17,79,18.29,108,25.0,79,18.29,53,12.27,8,1.85,46,10.65,24,5.56,17,3.94,14027
14,28,350,16,4.57,68,19.43,79,22.57,75,21.43,33,9.43,3,0.86,32,9.14,23,6.57,21,6.0,14028
14,29,384,16,4.17,83,21.61,109,28.39,77,20.05,30,7.81,13,3.39,21,5.47,23,5.99,12,3.13,14029
14,30,276,10,3.62,63,22.83,84,30.43,52,18.84,28,10.14,2,0.72,16,5.8,16,5.8,5,1.81,14030
14,31,311,2,0.64,83,26.69,102,32.8,82,26.37,14,4.5,5,1.61,12,3.86,7,2.25,4,1.29,14031
14,32,270,11,4.07,53,19.63,92,34.07,45,16.67,27,10.0,4,1.48,11,4.07,15,5.56,12,4.44,14032
14,33,259,3,1.16,72,27.8,72,27.8,62,23.94,16,6.18,3,1.16,21,8.11,6,2.32,4,1.54,14033
14,34,317,11,3.47,83,26.18,103,32.49,72,22.71,19,5.99,4,1.26,7,2.21,9,2.84,9,2.84,14034
14,35,278,16,5.76,56,20.14,78,28.06,54,19.42,17,6.12,8,2.88,19,6.83,17,6.12,13,4.68,14035
15,1,180,30,16.67,26,14.44,32,17.78,13,7.22,17,9.44,19,10.56,21,11.67,9,5.0,13,7.22,15001
15,2,138,32,23.19,14,10.14,11,7.97,6,4.35,13,9.42,29,21.01,10,7.25,6,4.35,17,12.32,15002
15,3,167,25,14.97,34,20.36,11,6.59,7,4.19,15,8.98,34,20.36,11,6.59,7,4.19,23,13.77,15003
15,4,164,27,16.46,28,17.07,14,8.54,10,6.1,9,5.49,34,20.73,8,4.88,13,7.93,21,12.8,15004
15,5,152,25,16.45,24,15.79,16,10.53,2,1.32,12,7.89,30,19.74,12,7.89,9,5.92,22,14.47,15005
15,6,179,30,16.76,30,16.76,33,18.44,13,7.26,10,5.59,24,13.41,7,3.91,14,7.82,18,10.06,15006
15,7,154,17,11.04,34,22.08,16,10.39,15,9.74,5,3.25,37,24.03,9,5.84,5,3.25,16,10.39,15007
15,8,197,34,17.26,31,15.74,18,9.14,8,4.06,7,3.55,38,19.29,9,4.57,14,7.11,38,19.29,15008
15,9,205,30,14.63,23,11.22,30,14.63,18,8.78,12,5.85,37,18.05,13,6.34,9,4.39,33,16.1,15009
15,10,151,7,4.64,18,11.92,48,31.79,19,12.58,20,13.25,4,2.65,13,8.61,12,7.95,10,6.62,15010
15,11,206,36,17.48,33,16.02,20,9.71,8,3.88,11,5.34,39,18.93,12,5.83,13,6.31,34,16.5,15011
15,12,114,21,18.42,17,14.91,11,9.65,7,6.14,6,5.26,19,16.67,12,10.53,4,3.51,17,14.91,15012
15,13,97,17,17.53,11,11.34,25,25.77,6,6.19,8,8.25,13,13.4,4,4.12,5,5.15,8,8.25,15013
15,14,217,14,6.45,23,10.6,59,27.19,27,12.44,25,11.52,17,7.83,18,8.29,17,7.83,17,7.83,15014
15,15,143,21,14.69,16,11.19,28,19.58,14,9.79,10,6.99,13,9.09,16,11.19,10,6.99,15,10.49,15015
15,16,148,12,8.11,18,12.16,52,35.14,10,6.76,20,13.51,6,4.05,11,7.43,8,5.41,11,7.43,15016
15,17,172,30,17.44,25,14.53,18,10.47,4,2.33,13,7.56,36,20.93,7,4.07,11,6.4,28,16.28,15017
15,18,108,18,16.67,16,14.81,16,14.81,5,4.63,8,7.41,22,20.37,6,5.56,4,3.7,13,12.04,15018
15,19,180,40,22.22,24,13.33,20,11.11,6,3.33,22,12.22,26,14.44,12,6.67,5,2.78,25,13.89,15019
15,20,107,17,15.89,17,15.89,15,14.02,3,2.8,6,5.61,19,17.76,6,5.61,8,7.48,16,14.95,15020
15,21,196,34,17.35,31,15.82,17,8.67,9,4.59,10,5.1,35,17.86,11,5.61,13,6.63,36,18.37,15021
15,22,215,36,16.74,33,15.35,32,14.88,9,4.19,20,9.3,29,13.49,14,6.51,13,6.05,29,13.49,15022
15,23,146,25,17.12,23,15.75,18,12.33,5,3.42,7,4.79,29,19.86,8,5.48,5,3.42,26,17.81,15023
15,24,150,23,15.33,24,16.0,29,19.33,5,3.33,8,5.33,25,16.67,8,5.33,7,4.67,21,14.0,15024
15,25,148,17,11.49,23,15.54,32,21.62,10,6.76,11,7.43,21,14.19,11,7.43,11,7.43,12,8.11,15025
15,26,204,33,16.18,35,17.16,21,10.29,12,5.88,16,7.84,40,19.61,10,4.9,10,4.9,27,13.24,15026
15,27,161,31,19.25,15,9.32,17,10.56,7,4.35,12,7.45,31,19.25,12,7.45,7,4.35,29,18.01,15027
15,28,220,13,5.91,22,10.0,59,26.82,25,11.36,35,15.91,13,5.91,27,12.27,9,4.09,17,7.73,15028
15,29,62,8,12.9,10,16.13,7,11.29,6,9.68,4,6.45,8,12.9,6,9.68,7,11.29,6,9.68,15029
15,30,147,22,14.97,18,12.24,19,12.93,10,6.8,15,10.2,28,19.05,12,8.16,7,4.76,16,10.88,15030
15,31,96,25,26.04,10,10.42,13,13.54,4,4.17,4,4.17,12,12.5,6,6.25,3,3.13,19,19.79,15031
15,32,184,27,14.67,21,11.41,41,22.28,11,5.98,19,10.33,16,8.7,12,6.52,16,8.7,21,11.41,15032
15,33,111,22,19.82,16,14.41,12,10.81,4,3.6,8,7.21,21,18.92,7,6.31,6,5.41,15,13.51,15033
15,34,121,20,16.53,15,12.4,15,12.4,10,8.26,8,6.61,19,15.7,10,8.26,7,5.79,17,14.05,15034
15,35,210,41,19.52,31,14.76,20,9.52,7,3.33,20,9.52,32,15.24,12,5.71,14,6.67,33,15.71,15035
15,36,149,24,16.11,25,16.78,23,15.44,9,6.04,6,4.03,24,16.11,5,3.36,11,7.38,22,14.77,15036
15,37,147,20,13.61,28,19.05,19,12.93,7,4.76,8,5.44,19,12.93,7,4.76,14,9.52,25,17.01,15037
15,38,172,27,15.7,20,11.63,25,14.53,12,6.98,12,6.98,33,19.19,9,5.23,14,8.14,20,11.63,15038
15,39,150,27,18.0,25,16.67,22,14.67,14,9.33,12,8.0,21,14.0,8,5.33,5,3.33,16,10.67,15039
15,40,156,32,20.51,25,16.03,18,11.54,2,1.28,10,6.41,27,17.31,12,7.69,7,4.49,23,14.74,15040
15,41,249,33,13.25,35,14.06,30,12.05,21,8.43,17,6.83,41,16.47,18,7.23,15,6.02,39,15.66,15041
15,42,100,15,15.0,18,18.0,11,11.0,8,8.0,8,8.0,20,20.0,4,4.0,2,2.0,14,14.0,15042
15,43,160,32,20.0,25,15.63,16,10.0,9,5.63,11,6.88,20,12.5,13,8.13,7,4.38,27,16.88,15043
15,44,212,41,19.34,22,10.38,46,21.7,15,7.08,10,4.72,27,12.74,16,7.55,13,6.13,22,10.38,15044
15,45,73,9,12.33,14,19.18,14,19.18,8,10.96,8,10.96,5,6.85,6,8.22,4,5.48,5,6.85,15045
15,46,100,21,21.0,16,16.0,9,9.0,8,8.0,7,7.0,17,17.0,6,6.0,3,3.0,13,13.0,15046
15,47,186,30,16.13,32,17.2,21,11.29,13,6.99,14,7.53,33,17.74,18,9.68,6,3.23,19,10.22,15047
15,48,126,22,17.46,15,11.9,19,15.08,12,9.52,10,7.94,16,12.7,6,4.76,7,5.56,19,15.08,15048
15,49,123,20,16.26,14,11.38,29,23.58,7,5.69,8,6.5,10,8.13,11,8.94,9,7.32,15,12.2,15049
15,50,156,29,18.59,22,14.1,14,8.97,8,5.13,12,7.69,29,18.59,19,12.18,5,3.21,18,11.54,15050
15,51,108,24,22.22,17,15.74,10,9.26,2,1.85,11,10.19,14,12.96,11,10.19,5,4.63,14,12.96,15051
15,52,136,33,24.26,18,13.24,10,7.35,9,6.62,4,2.94,29,21.32,6,4.41,7,5.15,20,14.71,15052
16,1,114,17,14.91,20,17.54,19,16.67,7,6.14,13,11.4,12,10.53,8,7.02,10,8.77,8,7.02,16001
16,2,139,18,12.95,18,12.95,24,17.27,11,7.91,12,8.63,22,15.83,7,5.04,7,5.04,20,14.39,16002
16,3,168,28,16.67,30,17.86,23,13.69,11,6.55,16,9.52,32,19.05,7,4.17,7,4.17,14,8.33,16003
16,4,126,20,15.87,6,4.76,31,24.6,10,7.94,14,11.11,15,11.9,11,8.73,10,7.94,9,7.14,16004
16,5,167,32,19.16,28,16.77,21,12.57,15,8.98,8,4.79,23,13.77,12,7.19,10,5.99,18,10.78,16005
16,6,93,15,16.13,16,17.2,14,15.05,6,6.45,8,8.6,11,11.83,9,9.68,4,4.3,10,10.75,16006
16,7,180,29,16.11,29,16.11,32,17.78,15,8.33,9,5.0,29,16.11,7,3.89,10,5.56,20,11.11,16007
16,8,150,30,20.0,19,12.67,24,16.0,9,6.0,9,6.0,23,15.33,11,7.33,8,5.33,17,11.33,16008
16,9,294,56,19.05,50,17.01,32,10.88,18,6.12,12,4.08,51,17.35,20,6.8,15,5.1,40,13.61,16009
16,10,263,43,16.35,40,15.21,42,15.97,22,8.37,22,8.37,44,16.73,16,6.08,12,4.56,22,8.37,16010
16,11,170,29,17.06,25,14.71,34,20.0,10,5.88,10,5.88,29,17.06,12,7.06,10,5.88,11,6.47,16011
16,12,93,13,13.98,15,16.13,10,10.75,5,5.38,9,9.68,20,21.51,1,1.08,11,11.83,9,9.68,16012
16,13,122,17,13.93,16,13.11,31,25.41,6,4.92,8,6.56,14,11.48,12,9.84,9,7.38,9,7.38,16013
16,14,170,37,21.76,28,16.47,26,15.29,10,5.88,8,4.71,26,15.29,13,7.65,5,2.94,17,10.0,16014
16,15,200,23,11.5,34,17.0,26,13.0,18,9.0,7,3.5,41,20.5,9,4.5,11,5.5,31,15.5,16015
16,16,170,38,22.35,21,12.35,21,12.35,5,2.94,9,5.29,25,14.71,14,8.24,6,3.53,31,18.24,16016
16,17,205,7,3.41,24,11.71,56,27.32,23,11.22,25,12.2,7,3.41,28,13.66,23,11.22,12,5.85,16017
16,18,169,33,19.53,35,20.71,24,14.2,8,4.73,12,7.1,28,16.57,12,7.1,8,4.73,9,5.33,16018
16,19,225,38,16.89,30,13.33,32,14.22,14,6.22,13,5.78,43,19.11,15,6.67,10,4.44,30,13.33,16019
16,20,163,26,15.95,29,17.79,18,11.04,14,8.59,5,3.07,35,21.47,8,4.91,2,1.23,26,15.95,16020
16,21,165,8,4.85,15,9.09,47,28.48,16,9.7,26,15.76,9,5.45,15,9.09,16,9.7,13,7.88,16021
16,22,192,31,16.15,39,20.31,20,10.42,10,5.21,8,4.17,34,17.71,8,4.17,3,1.56,39,20.31,16022
16,23,150,14,9.33,24,16.0,38,25.33,16,10.67,6,4.0,15,10.0,13,8.67,8,5.33,16,10.67,16023
16,24,102,17,16.67,13,12.75,15,14.71,5,4.9,8,7.84,17,16.67,4,3.92,11,10.78,12,11.76,16024
16,25,118,26,22.03,16,13.56,18,15.25,4,3.39,13,11.02,12,10.17,7,5.93,7,5.93,15,12.71,16025
16,26,184,39,21.2,27,14.67,17,9.24,11,5.98,10,5.43,39,21.2,11,5.98,7,3.8,23,12.5,16026
16,27,238,48,20.17,34,14.29,27,11.34,17,7.14,15,6.3,41,17.23,12,5.04,7,2.94,37,15.55,16027
16,28,223,45,20.18,35,15.7,14,6.28,7,3.14,7,3.14,55,24.66,14,6.28,10,4.48,36,16.14,16028
16,29,131,22,16.79,22,16.79,17,12.98,5,3.82,11,8.4,22,16.79,7,5.34,11,8.4,14,10.69,16029
16,30,125,23,18.4,17,13.6,15,12.0,9,7.2,5,4.0,21,16.8,12,9.6,9,7.2,14,11.2,16030
16,31,218,47,21.56,31,14.22,18,8.26,10,4.59,13,5.96,40,18.35,13,5.96,16,7.34,30,13.76,16031
16,32,187,16,8.56,25,13.37,55,29.41,25,13.37,23,12.3,4,2.14,19,10.16,12,6.42,8,4.28,16032
16,33,170,33,19.41,26,15.29,17,10.0,6,3.53,10,5.88,28,16.47,14,8.24,12,7.06,24,14.12,16033
16,34,136,36,26.47,19,13.97,17,12.5,1,0.74,10,7.35,22,16.18,3,2.21,12,8.82,16,11.76,16034
16,35,181,20,11.05,23,12.71,49,27.07,17,9.39,17,9.39,13,7.18,11,6.08,16,8.84,15,8.29,16035
16,36,145,20,13.79,34,23.45,24,16.55,17,11.72,7,4.83,22,15.17,4,2.76,4,2.76,13,8.97,16036
16,37,111,16,14.41,25,22.52,15,13.51,13,11.71,9,8.11,17,15.32,5,4.5,0,0.0,11,9.91,16037
16,38,135,23,17.04,25,18.52,15,11.11,4,2.96,6,4.44,25,18.52,9,6.67,5,3.7,23,17.04,16038
16,39,212,14,6.6,34,16.04,71,33.49,23,10.85,21,9.91,8,3.77,16,7.55,17,8.02,8,3.77,16039
16,40,201,39,19.4,33,16.42,21,10.45,7,3.48,12,5.97,40,19.9,10,4.98,4,1.99,35,17.41,16040
16,41,96,14,14.58,20,20.83,12,12.5,7,7.29,4,4.17,17,17.71,3,3.13,5,5.21,14,14.58,16041
16,42,120,9,7.5,14,11.67,34,28.33,17,14.17,11,9.17,8,6.67,9,7.5,10,8.33,8,6.67,16042
16,43,185,35,18.92,27,14.59,17,9.19,5,2.7,6,3.24,42,22.7,12,6.49,10,5.41,31,16.76,16043
16,44,148,23,15.54,32,21.62,22,14.86,8,5.41,10,6.76,17,11.49,15,10.14,10,6.76,11,7.43,16044
17,1,134,32,23.88,18,13.43,14,10.45,5,3.73,10,7.46,23,17.16,8,5.97,6,4.48,18,13.43,17001
17,2,240,34,14.17,36,15.0,21,8.75,14,5.83,13,5.42,51,21.25,13,5.42,17,7.08,41,17.08,17002
17,3,109,21,19.27,11,10.09,15,13.76,5,4.59,4,3.67,23,21.1,6,5.5,9,8.26,15,13.76,17003
17,4,348,46,13.22,65,18.68,47,13.51,25,7.18,20,5.75,59,16.95,15,4.31,17,4.89,54,15.52,17004
17,5,201,34,16.92,35,17.41,20,9.95,10,4.98,7,3.48,43,21.39,13,6.47,8,3.98,31,15.42,17005
17,6,149,33,22.15,20,13.42,18,12.08,6,4.03,10,6.71,24,16.11,6,4.03,9,6.04,23,15.44,17006
17,7,213,37,17.37,30,14.08,30,14.08,2,0.94,13,6.1,41,19.25,17,7.98,10,4.69,33,15.49,17007
17,8,183,28,15.3,27,14.75,27,14.75,7,3.83,16,8.74,29,15.85,14,7.65,14,7.65,21,11.48,17008
17,9,184,30,16.3,33,17.93,27,14.67,7,3.8,5,2.72,32,17.39,12,6.52,9,4.89,29,15.76,17009
17,10,279,42,15.05,49,17.56,31,11.11,11,3.94,13,4.66,57,20.43,12,4.3,8,2.87,56,20.07,17010
17,11,225,34,15.11,40,17.78,29,12.89,13,5.78,10,4.44,35,15.56,18,8.0,9,4.0,37,16.44,17011
17,12,410,69,16.83,65,15.85,47,11.46,21,5.12,20,4.88,79,19.27,17,4.15,20,4.88,72,17.56,17012
17,13,126,21,16.67,18,14.29,16,12.7,5,3.97,3,2.38,26,20.63,10,7.94,6,4.76,21,16.67,17013
17,14,193,33,17.1,29,15.03,22,11.4,15,7.77,8,4.15,39,20.21,15,7.77,4,2.07,28,14.51,17014
17,15,263,46,17.49,38,14.45,32,12.17,15,5.7,15,5.7,46,17.49,12,4.56,17,6.46,42,15.97,17015
17,16,157,31,19.75,26,16.56,22,14.01,8,5.1,10,6.37,22,14.01,13,8.28,4,2.55,21,13.38,17016
17,17,129,24,18.6,27,20.93,11,8.53,6,4.65,7,5.43,26,20.16,6,4.65,3,2.33,19,14.73,17017
17,18,284,53,18.66,50,17.61,32,11.27,16,5.63,13,4.58,42,14.79,15,5.28,18,6.34,45,15.85,17018
17,19,103,17,16.5,13,12.62,13,12.62,6,5.83,8,7.77,19,18.45,8,7.77,8,7.77,11,10.68,17019
17,20,200,35,17.5,38,19.0,23,11.5,11,5.5,12,6.0,42,21.0,6,3.0,7,3.5,26,13.0,17020
17,21,409,65,15.89,58,14.18,47,11.49,36,8.8,12,2.93,69,16.87,19,4.65,25,6.11,78,19.07,17021
17,22,266,47,17.67,53,19.92,29,10.9,8,3.01,12,4.51,53,19.92,14,5.26,11,4.14,39,14.66,17022
17,23,102,16,15.69,15,14.71,15,14.71,3,2.94,7,6.86,22,21.57,6,5.88,6,5.88,12,11.76,17023
17,24,241,40,16.6,31,12.86,31,12.86,8,3.32,11,4.56,54,22.41,15,6.22,13,5.39,38,15.77,17024
