ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,precinct_id
2,7,167,167,100.0,02007
2,8,179,179,100.0,02008
2,14,0,0,0.0,02014
2,18,143,143,100.0,02018
2,19,169,169,100.0,02019
2,20,197,197,100.0,02020
2,21,158,158,100.0,02021
2,24,19,19,100.0,02024
2,26,114,114,100.0,02026
2,30,140,140,100.0,02030
2,31,65,65,100.0,02031
2,36,209,209,100.0,02036
2,37,120,120,100.0,02037
2,38,180,180,100.0,02038
2,40,218,218,100.0,02040
2,44,114,114,100.0,02044
2,46,226,226,100.0,02046
3,2,194,194,100.0,03002
3,4,89,89,100.0,03004
3,5,118,118,100.0,03005
3,7,150,150,100.0,03007
3,9,87,87,100.0,03009
3,11,16,16,100.0,03011
3,16,105,105,100.0,03016
3,20,86,86,100.0,03020
3,30,96,96,100.0,03030
3,31,184,184,100.0,03031
3,34,126,126,100.0,03034
3,38,176,176,100.0,03038
3,39,189,189,100.0,03039
3,45,62,62,100.0,03045
3,49,3,3,100.0,03049
4,1,226,226,100.0,04001
4,2,232,232,100.0,04002
4,3,190,190,100.0,04003
4,4,150,150,100.0,04004
4,5,244,244,100.0,04005
4,7,209,209,100.0,04007
4,8,191,191,100.0,04008
4,9,391,391,100.0,04009
4,10,189,189,100.0,04010
4,11,113,113,100.0,04011
4,12,95,95,100.0,04012
4,13,140,140,100.0,04013
4,14,91,91,100.0,04014
4,15,140,140,100.0,04015
4,16,174,174,100.0,04016
4,17,182,182,100.0,04017
4,18,166,166,100.0,04018
4,19,133,133,100.0,04019
4,20,90,90,100.0,04020
4,21,231,231,100.0,04021
4,22,247,247,100.0,04022
4,23,149,149,100.0,04023
4,24,167,167,100.0,04024
4,25,197,197,100.0,04025
4,26,167,167,100.0,04026
4,27,142,142,100.0,04027
4,28,111,111,100.0,04028
4,29,155,155,100.0,04029
4,30,142,142,100.0,04030
4,31,104,104,100.0,04031
4,32,185,185,100.0,04032
4,33,137,137,100.0,04033
4,34,143,143,100.0,04034
4,35,85,85,100.0,04035
4,36,127,127,100.0,04036
4,37,0,0,0.0,04037
4,38,289,289,100.0,04038
4,39,107,107,100.0,04039
4,40,130,130,100.0,04040
4,41,62,62,100.0,04041
4,42,193,193,100.0,04042
4,43,114,114,100.0,04043
4,44,101,101,100.0,04044
4,45,315,315,100.0,04045
4,46,127,127,100.0,04046
4,47,201,201,100.0,04047
4,48,222,222,100.0,04048
4,49,114,114,100.0,04049
4,50,144,144,100.0,04050
4,51,155,155,100.0,04051
4,52,171,171,100.0,04052
5,1,168,168,100.0,05001
5,2,123,123,100.0,05002
5,3,66,66,100.0,05003
5,5,113,113,100.0,05005
5,6,153,153,100.0,05006
5,7,156,156,100.0,05007
5,8,206,206,100.0,05008
5,9,132,132,100.0,05009
5,10,107,107,100.0,05010
5,11,144,144,100.0,05011
5,13,140,140,100.0,05013
5,14,210,210,100.0,05014
5,15,113,113,100.0,05015
5,16,104,104,100.0,05016
5,17,119,119,100.0,05017
5,18,130,130,100.0,05018
5,19,67,67,100.0,05019
5,21,120,120,100.0,05021
5,22,128,128,100.0,05022
5,23,84,84,100.0,05023
5,24,180,180,100.0,05024
5,25,106,106,100.0,05025
5,26,129,129,100.0,05026
5,27,163,163,100.0,05027
5,28,175,175,100.0,05028
5,29,146,146,100.0,05029
5,30,128,128,100.0,05030
5,31,121,121,100.0,05031
5,32,289,289,100.0,05032
5,33,94,94,100.0,05033
5,34,139,139,100.0,05034
5,35,116,116,100.0,05035
5,36,57,57,100.0,05036
5,37,121,121,100.0,05037
5,38,178,178,100.0,05038
5,39,172,172,100.0,05039
5,40,107,107,100.0,05040
5,41,115,115,100.0,05041
5,42,129,129,100.0,05042
5,43,161,161,100.0,05043
5,44,140,140,100.0,05044
5,45,77,77,100.0,05045
5,46,132,132,100.0,05046
5,47,113,113,100.0,05047
5,48,102,102,100.0,05048
5,49,27,27,100.0,05049
5,51,81,81,100.0,05051
5,52,8,8,100.0,05052
5,53,166,166,100.0,05053
5,54,227,227,100.0,05054
5,55,122,122,100.0,05055
6,39,1,1,100.0,06039
7,3,74,74,100.0,07003
7,8,34,34,100.0,07008
7,9,131,131,100.0,07009
7,10,67,67,100.0,07010
7,11,137,137,100.0,07011
7,14,126,126,100.0,07014
7,15,57,57,100.0,07015
7,16,61,61,100.0,07016
7,17,51,51,100.0,07017
7,18,81,81,100.0,07018
7,20,40,40,100.0,07020
7,22,80,80,100.0,07022
7,23,111,111,100.0,07023
7,28,102,102,100.0,07028
7,29,122,122,100.0,07029
7,32,76,76,100.0,07032
7,35,150,150,100.0,07035
7,39,86,86,100.0,07039
7,40,105,105,100.0,07040
7,44,170,170,100.0,07044
7,45,209,209,100.0,07045
7,46,59,59,100.0,07046
7,54,53,53,100.0,07054
7,56,95,95,100.0,07056
7,57,98,98,100.0,07057
8,70,141,141,100.0,08070
10,1,80,80,100.0,10001
10,4,69,69,100.0,10004
10,7,20,20,100.0,10007
10,18,48,48,100.0,10018
10,22,49,49,100.0,10022
10,23,0,0,0.0,10023
10,25,90,90,100.0,10025
10,37,47,47,100.0,10037
10,43,37,37,100.0,10043
10,45,35,35,100.0,10045
10,47,56,56,100.0,10047
10,48,59,59,100.0,10048
20,2,89,89,100.0,20002
20,5,76,76,100.0,20005
20,9,147,147,100.0,20009
20,16,142,142,100.0,20016
20,18,67,67,100.0,20018
20,22,155,155,100.0,20022
20,24,106,106,100.0,20024
20,26,114,114,100.0,20026
20,29,96,96,100.0,20029
20,32,57,57,100.0,20032
20,34,155,155,100.0,20034
20,36,72,72,100.0,20036
20,38,18,18,100.0,20038
20,47,60,60,100.0,20047
42,1,132,132,100.0,42001
42,2,80,80,100.0,42002
42,5,86,86,100.0,42005
42,6,230,230,100.0,42006
42,7,89,89,100.0,42007
42,9,70,70,100.0,42009
42,11,112,112,100.0,42011
42,13,205,205,100.0,42013
42,23,131,131,100.0,42023
42,24,93,93,100.0,42024
42,25,85,85,100.0,42025
42,29,98,98,100.0,42029
42,31,82,82,100.0,42031
42,35,91,91,100.0,42035
42,37,73,73,100.0,42037
42,38,71,71,100.0,42038
42,40,109,109,100.0,42040
42,41,122,122,100.0,42041
42,42,51,51,100.0,42042
42,43,105,105,100.0,42043
42,44,81,81,100.0,42044
