ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,Terrence J. O'Brien,Terrence J. O'Brien Percent,Dorothy A. Brown,Dorothy A. Brown Percent,Todd H. Stroger,Todd H. Stroger Percent,precinct_id
24,48,56,15,26.79,3,5.36,17,30.36,21,37.5,24048
24,49,220,73,33.18,5,2.27,78,35.45,64,29.09,24049
24,50,167,57,34.13,11,6.59,49,29.34,50,29.94,24050
24,51,153,58,37.91,2,1.31,56,36.6,37,24.18,24051
24,52,101,36,35.64,1,0.99,32,31.68,32,31.68,24052
24,53,107,48,44.86,26,24.3,24,22.43,9,8.41,24053
24,54,124,34,27.42,1,0.81,36,29.03,53,42.74,24054
24,55,92,29,31.52,6,6.52,32,34.78,25,27.17,24055
24,56,151,37,24.5,2,1.32,47,31.13,65,43.05,24056
25,1,133,53,39.85,44,33.08,27,20.3,9,6.77,25001
25,2,182,94,51.65,40,21.98,40,21.98,8,4.4,25002
25,3,103,45,43.69,15,14.56,18,17.48,25,24.27,25003
25,4,157,88,56.05,46,29.3,17,10.83,6,3.82,25004
25,5,146,62,42.47,49,33.56,28,19.18,7,4.79,25005
25,6,86,43,50.0,21,24.42,14,16.28,8,9.3,25006
25,7,116,48,41.38,30,25.86,33,28.45,5,4.31,25007
25,8,141,61,43.26,32,22.7,38,26.95,10,7.09,25008
25,9,175,83,47.43,42,24.0,39,22.29,11,6.29,25009
25,10,70,40,57.14,5,7.14,15,21.43,10,14.29,25010
25,11,155,76,49.03,41,26.45,32,20.65,6,3.87,25011
25,12,117,65,55.56,24,20.51,20,17.09,8,6.84,25012
25,13,163,60,36.81,58,35.58,39,23.93,6,3.68,25013
25,14,98,33,33.67,43,43.88,18,18.37,4,4.08,25014
25,15,147,49,33.33,66,44.9,20,13.61,12,8.16,25015
25,16,117,29,24.79,65,55.56,16,13.68,7,5.98,25016
25,17,216,77,35.65,49,22.69,54,25.0,36,16.67,25017
25,18,269,59,21.93,148,55.02,39,14.5,23,8.55,25018
25,19,149,63,42.28,41,27.52,30,20.13,15,10.07,25019
25,20,149,59,39.6,47,31.54,29,19.46,14,9.4,25020
25,21,106,67,63.21,21,19.81,5,4.72,13,12.26,25021
25,22,67,40,59.7,16,23.88,10,14.93,1,1.49,25022
25,23,158,84,53.16,41,25.95,25,15.82,8,5.06,25023
25,24,177,86,48.59,39,22.03,38,21.47,14,7.91,25024
25,25,117,77,65.81,29,24.79,5,4.27,6,5.13,25025
25,26,91,56,61.54,18,19.78,9,9.89,8,8.79,25026
25,27,106,53,50.0,37,34.91,7,6.6,9,8.49,25027
25,28,189,122,64.55,51,26.98,6,3.17,10,5.29,25028
25,29,286,159,55.59,44,15.38,35,12.24,48,16.78,25029
25,30,140,60,42.86,41,29.29,27,19.29,12,8.57,25030
25,31,86,47,54.65,23,26.74,8,9.3,8,9.3,25031
26,1,56,29,51.79,13,23.21,11,19.64,3,5.36,26001
26,2,101,40,39.6,17,16.83,30,29.7,14,13.86,26002
26,3,71,34,47.89,12,16.9,25,35.21,0,0.0,26003
26,4,46,25,54.35,9,19.57,6,13.04,6,13.04,26004
26,5,108,47,43.52,18,16.67,28,25.93,15,13.89,26005
26,6,57,27,47.37,12,21.05,17,29.82,1,1.75,26006
26,7,50,30,60.0,13,26.0,7,14.0,0,0.0,26007
26,8,51,21,41.18,10,19.61,14,27.45,6,11.76,26008
26,9,35,8,22.86,13,37.14,8,22.86,6,17.14,26009
26,10,51,19,37.25,16,31.37,14,27.45,2,3.92,26010
26,11,76,36,47.37,14,18.42,21,27.63,5,6.58,26011
26,12,53,20,37.74,9,16.98,22,41.51,2,3.77,26012
26,13,89,65,73.03,14,15.73,7,7.87,3,3.37,26013
26,14,65,25,38.46,15,23.08,19,29.23,6,9.23,26014
26,15,69,30,43.48,11,15.94,20,28.99,8,11.59,26015
26,16,52,21,40.38,9,17.31,17,32.69,5,9.62,26016
26,17,54,34,62.96,11,20.37,8,14.81,1,1.85,26017
26,18,42,15,35.71,14,33.33,11,26.19,2,4.76,26018
26,19,151,90,59.6,25,16.56,23,15.23,13,8.61,26019
26,20,90,46,51.11,14,15.56,26,28.89,4,4.44,26020
26,21,68,23,33.82,9,13.24,23,33.82,13,19.12,26021
26,22,45,26,57.78,3,6.67,12,26.67,4,8.89,26022
26,23,55,16,29.09,17,30.91,15,27.27,7,12.73,26023
26,24,57,30,52.63,11,19.3,11,19.3,5,8.77,26024
26,25,39,20,51.28,8,20.51,9,23.08,2,5.13,26025
26,26,44,20,45.45,9,20.45,8,18.18,7,15.91,26026
26,27,87,27,31.03,11,12.64,31,35.63,18,20.69,26027
26,28,68,34,50.0,14,20.59,9,13.24,11,16.18,26028
26,29,63,25,39.68,16,25.4,15,23.81,7,11.11,26029
26,30,58,28,48.28,11,18.97,16,27.59,3,5.17,26030
26,31,92,30,32.61,16,17.39,35,38.04,11,11.96,26031
26,32,76,41,53.95,22,28.95,11,14.47,2,2.63,26032
26,33,30,18,60.0,10,33.33,2,6.67,0,0.0,26033
26,34,92,54,58.7,15,16.3,19,20.65,4,4.35,26034
26,35,95,54,56.84,29,30.53,9,9.47,3,3.16,26035
26,36,54,21,38.89,11,20.37,18,33.33,4,7.41,26036
26,37,47,19,40.43,8,17.02,11,23.4,9,19.15,26037
26,38,48,31,64.58,6,12.5,9,18.75,2,4.17,26038
26,39,61,23,37.7,14,22.95,16,26.23,8,13.11,26039
26,40,52,25,48.08,11,21.15,12,23.08,4,7.69,26040
26,41,94,39,41.49,24,25.53,23,24.47,8,8.51,26041
26,42,39,17,43.59,9,23.08,9,23.08,4,10.26,26042
26,43,63,27,42.86,12,19.05,18,28.57,6,9.52,26043
26,44,46,23,50.0,4,8.7,12,26.09,7,15.22,26044
26,45,92,49,53.26,12,13.04,22,23.91,9,9.78,26045
26,46,109,66,60.55,30,27.52,9,8.26,4,3.67,26046
26,47,32,5,15.63,12,37.5,14,43.75,1,3.13,26047
26,48,106,32,30.19,25,23.58,37,34.91,12,11.32,26048
26,49,52,14,26.92,11,21.15,24,46.15,3,5.77,26049
26,50,46,25,54.35,8,17.39,8,17.39,5,10.87,26050
26,51,88,28,31.82,23,26.14,36,40.91,1,1.14,26051
26,52,30,14,46.67,6,20.0,6,20.0,4,13.33,26052
26,53,42,17,40.48,10,23.81,9,21.43,6,14.29,26053
26,54,43,14,32.56,11,25.58,14,32.56,4,9.3,26054
26,55,65,27,41.54,13,20.0,20,30.77,5,7.69,26055
26,56,72,46,63.89,6,8.33,13,18.06,7,9.72,26056
26,57,64,23,35.94,14,21.88,18,28.13,9,14.06,26057
26,58,77,30,38.96,17,22.08,27,35.06,3,3.9,26058
26,59,67,35,52.24,11,16.42,17,25.37,4,5.97,26059
26,60,59,27,45.76,11,18.64,15,25.42,6,10.17,26060
26,61,36,19,52.78,8,22.22,5,13.89,4,11.11,26061
26,62,91,53,58.24,26,28.57,10,10.99,2,2.2,26062
26,63,27,10,37.04,7,25.93,8,29.63,2,7.41,26063
27,1,155,109,70.32,31,20.0,10,6.45,5,3.23,27001
27,2,84,29,34.52,3,3.57,38,45.24,14,16.67,27002
27,3,81,27,33.33,2,2.47,28,34.57,24,29.63,27003
27,4,63,11,17.46,8,12.7,25,39.68,19,30.16,27004
27,5,50,24,48.0,6,12.0,9,18.0,11,22.0,27005
27,6,39,17,43.59,0,0.0,14,35.9,8,20.51,27006
27,7,105,67,63.81,12,11.43,6,5.71,20,19.05,27007
27,8,104,29,27.88,5,4.81,32,30.77,38,36.54,27008
27,9,179,67,37.43,7,3.91,59,32.96,46,25.7,27009
27,10,226,74,32.74,16,7.08,56,24.78,80,35.4,27010
27,11,118,58,49.15,25,21.19,13,11.02,22,18.64,27011
27,12,136,75,55.15,20,14.71,24,17.65,17,12.5,27012
27,13,103,58,56.31,30,29.13,8,7.77,7,6.8,27013
27,14,131,43,32.82,7,5.34,47,35.88,34,25.95,27014
27,15,70,23,32.86,7,10.0,25,35.71,15,21.43,27015
27,16,33,16,48.48,9,27.27,7,21.21,1,3.03,27016
27,17,106,72,67.92,25,23.58,7,6.6,2,1.89,27017
27,18,86,46,53.49,33,38.37,5,5.81,2,2.33,27018
27,19,97,33,34.02,5,5.15,20,20.62,39,40.21,27019
27,20,104,31,29.81,6,5.77,33,31.73,34,32.69,27020
27,21,85,27,31.76,5,5.88,29,34.12,24,28.24,27021
27,22,103,24,23.3,3,2.91,36,34.95,40,38.83,27022
27,23,22,12,54.55,0,0.0,3,13.64,7,31.82,27023
27,24,82,21,25.61,3,3.66,23,28.05,35,42.68,27024
27,25,66,13,19.7,6,9.09,30,45.45,17,25.76,27025
27,26,129,33,25.58,9,6.98,40,31.01,47,36.43,27026
27,27,110,39,35.45,8,7.27,29,26.36,34,30.91,27027
27,28,133,56,42.11,13,9.77,34,25.56,30,22.56,27028
27,29,70,27,38.57,6,8.57,14,20.0,23,32.86,27029
27,30,48,15,31.25,2,4.17,13,27.08,18,37.5,27030
27,31,78,29,37.18,4,5.13,24,30.77,21,26.92,27031
27,32,142,63,44.37,26,18.31,32,22.54,21,14.79,27032
27,33,96,41,42.71,7,7.29,29,30.21,19,19.79,27033
27,34,108,25,23.15,5,4.63,37,34.26,41,37.96,27034
27,35,99,50,50.51,27,27.27,17,17.17,5,5.05,27035
27,36,129,38,29.46,5,3.88,46,35.66,40,31.01,27036
27,37,167,53,31.74,7,4.19,22,13.17,85,50.9,27037
27,38,74,46,62.16,11,14.86,13,17.57,4,5.41,27038
27,39,39,7,17.95,2,5.13,19,48.72,11,28.21,27039
27,40,85,18,21.18,3,3.53,26,30.59,38,44.71,27040
27,41,104,59,56.73,20,19.23,19,18.27,6,5.77,27041
27,42,63,45,71.43,13,20.63,5,7.94,0,0.0,27042
27,43,68,13,19.12,3,4.41,26,38.24,26,38.24,27043
27,44,89,26,29.21,4,4.49,36,40.45,23,25.84,27044
27,45,97,18,18.56,3,3.09,30,30.93,46,47.42,27045
27,46,100,20,20.0,6,6.0,24,24.0,50,50.0,27046
27,47,75,17,22.67,4,5.33,33,44.0,21,28.0,27047
27,48,141,38,26.95,5,3.55,56,39.72,42,29.79,27048
27,49,105,23,21.9,4,3.81,47,44.76,31,29.52,27049
27,50,121,74,61.16,34,28.1,8,6.61,5,4.13,27050
27,51,17,4,23.53,0,0.0,4,23.53,9,52.94,27051
27,52,74,32,43.24,1,1.35,19,25.68,22,29.73,27052
27,53,87,54,62.07,10,11.49,8,9.2,15,17.24,27053
27,54,111,73,65.77,27,24.32,5,4.5,6,5.41,27054
27,55,92,31,33.7,2,2.17,21,22.83,38,41.3,27055
27,56,66,38,57.58,18,27.27,8,12.12,2,3.03,27056
27,57,77,50,64.94,10,12.99,13,16.88,4,5.19,27057
27,58,38,24,63.16,10,26.32,2,5.26,2,5.26,27058
27,59,130,60,46.15,24,18.46,21,16.15,25,19.23,27059
28,1,100,29,29.0,3,3.0,44,44.0,24,24.0,28001
28,2,132,37,28.03,6,4.55,43,32.58,46,34.85,28002
28,3,77,25,32.47,4,5.19,24,31.17,24,31.17,28003
28,4,117,31,26.5,3,2.56,43,36.75,40,34.19,28004
28,5,76,24,31.58,6,7.89,29,38.16,17,22.37,28005
28,6,75,29,38.67,3,4.0,19,25.33,24,32.0,28006
28,7,94,21,22.34,6,6.38,35,37.23,32,34.04,28007
28,8,90,34,37.78,2,2.22,20,22.22,34,37.78,28008
28,9,83,21,25.3,1,1.2,37,44.58,24,28.92,28009
28,10,32,12,37.5,3,9.38,11,34.38,6,18.75,28010
28,11,75,26,34.67,3,4.0,29,38.67,17,22.67,28011
28,12,64,15,23.44,2,3.13,27,42.19,20,31.25,28012
28,13,39,20,51.28,2,5.13,4,10.26,13,33.33,28013
28,14,63,16,25.4,4,6.35,23,36.51,20,31.75,28014
28,15,93,25,26.88,3,3.23,38,40.86,27,29.03,28015
28,16,82,20,24.39,1,1.22,29,35.37,32,39.02,28016
28,17,95,31,32.63,1,1.05,25,26.32,38,40.0,28017
28,18,133,45,33.83,4,3.01,41,30.83,43,32.33,28018
28,19,113,42,37.17,2,1.77,44,38.94,25,22.12,28019
28,20,115,40,34.78,2,1.74,32,27.83,41,35.65,28020
28,21,127,49,38.58,4,3.15,51,40.16,23,18.11,28021
28,22,91,41,45.05,3,3.3,26,28.57,21,23.08,28022
28,23,86,40,46.51,3,3.49,26,30.23,17,19.77,28023
28,24,58,14,24.14,3,5.17,19,32.76,22,37.93,28024
28,25,81,34,41.98,6,7.41,28,34.57,13,16.05,28025
28,26,98,44,44.9,3,3.06,26,26.53,25,25.51,28026
28,27,112,37,33.04,7,6.25,37,33.04,31,27.68,28027
28,28,53,21,39.62,2,3.77,17,32.08,13,24.53,28028
28,29,98,38,38.78,30,30.61,24,24.49,6,6.12,28029
28,30,73,21,28.77,3,4.11,35,47.95,14,19.18,28030
28,31,82,35,42.68,2,2.44,32,39.02,13,15.85,28031
28,32,90,31,34.44,4,4.44,31,34.44,24,26.67,28032
28,33,129,43,33.33,7,5.43,34,26.36,45,34.88,28033
28,34,23,12,52.17,2,8.7,5,21.74,4,17.39,28034
28,35,74,19,25.68,1,1.35,30,40.54,24,32.43,28035
28,36,74,31,41.89,3,4.05,22,29.73,18,24.32,28036
28,37,172,67,38.95,6,3.49,56,32.56,43,25.0,28037
28,38,44,12,27.27,10,22.73,17,38.64,5,11.36,28038
28,39,103,31,30.1,4,3.88,40,38.83,28,27.18,28039
28,40,153,64,41.83,6,3.92,48,31.37,35,22.88,28040
28,41,91,34,37.36,3,3.3,28,30.77,26,28.57,28041
28,42,81,14,17.28,3,3.7,39,48.15,25,30.86,28042
28,43,162,70,43.21,6,3.7,47,29.01,39,24.07,28043
28,44,142,55,38.73,7,4.93,52,36.62,28,19.72,28044
28,45,105,32,30.48,5,4.76,43,40.95,25,23.81,28045
28,46,101,27,26.73,3,2.97,32,31.68,39,38.61,28046
28,47,123,34,27.64,6,4.88,47,38.21,36,29.27,28047
28,48,50,21,42.0,5,10.0,14,28.0,10,20.0,28048
28,49,48,18,37.5,3,6.25,15,31.25,12,25.0,28049
28,50,64,22,34.38,5,7.81,20,31.25,17,26.56,28050
28,51,108,33,30.56,4,3.7,44,40.74,27,25.0,28051
28,52,76,28,36.84,11,14.47,17,22.37,20,26.32,28052
28,53,59,31,52.54,6,10.17,16,27.12,6,10.17,28053
28,54,66,31,46.97,2,3.03,14,21.21,19,28.79,28054
28,55,88,41,46.59,1,1.14,25,28.41,21,23.86,28055
28,56,93,36,38.71,1,1.08,23,24.73,33,35.48,28056
28,57,111,26,23.42,8,7.21,49,44.14,28,25.23,28057
28,58,94,31,32.98,6,6.38,22,23.4,35,37.23,28058
28,59,82,24,29.27,2,2.44,25,30.49,31,37.8,28059
28,60,70,29,41.43,6,8.57,20,28.57,15,21.43,28060
28,61,60,15,25.0,11,18.33,14,23.33,20,33.33,28061
29,1,222,76,34.23,6,2.7,66,29.73,74,33.33,29001
29,2,79,32,40.51,25,31.65,15,18.99,7,8.86,29002
29,3,199,56,28.14,10,5.03,60,30.15,73,36.68,29003
29,4,158,47,29.75,2,1.27,58,36.71,51,32.28,29004
29,5,129,36,27.91,9,6.98,42,32.56,42,32.56,29005
29,6,62,22,35.48,15,24.19,20,32.26,5,8.06,29006
29,7,71,29,40.85,13,18.31,25,35.21,4,5.63,29007
29,8,94,32,34.04,7,7.45,34,36.17,21,22.34,29008
29,9,63,28,44.44,25,39.68,3,4.76,7,11.11,29009
29,10,61,18,29.51,26,42.62,11,18.03,6,9.84,29010
29,11,141,50,35.46,9,6.38,53,37.59,29,20.57,29011
29,12,185,74,40.0,18,9.73,46,24.86,47,25.41,29012
29,13,148,42,28.38,10,6.76,57,38.51,39,26.35,29013
29,14,174,48,27.59,4,2.3,52,29.89,70,40.23,29014
29,15,187,61,32.62,14,7.49,62,33.16,50,26.74,29015
29,16,213,51,23.94,3,1.41,55,25.82,104,48.83,29016
29,17,117,38,32.48,17,14.53,39,33.33,23,19.66,29017
29,18,166,58,34.94,6,3.61,56,33.73,46,27.71,29018
29,19,193,56,29.02,4,2.07,67,34.72,66,34.2,29019
29,20,167,41,24.55,5,2.99,49,29.34,72,43.11,29020
29,21,111,30,27.03,1,0.9,55,49.55,25,22.52,29021
29,22,112,45,40.18,15,13.39,31,27.68,21,18.75,29022
29,23,119,36,30.25,6,5.04,32,26.89,45,37.82,29023
29,24,78,25,32.05,23,29.49,21,26.92,9,11.54,29024
29,25,133,33,24.81,7,5.26,29,21.8,64,48.12,29025
29,26,112,25,22.32,8,7.14,43,38.39,36,32.14,29026
29,27,82,27,32.93,3,3.66,27,32.93,25,30.49,29027
29,28,174,60,34.48,4,2.3,65,37.36,45,25.86,29028
29,29,166,40,24.1,9,5.42,35,21.08,82,49.4,29029
29,30,64,36,56.25,19,29.69,8,12.5,1,1.56,29030
29,31,136,44,32.35,2,1.47,49,36.03,41,30.15,29031
29,32,65,32,49.23,14,21.54,13,20.0,6,9.23,29032
29,33,149,46,30.87,4,2.68,55,36.91,44,29.53,29033
29,34,96,41,42.71,8,8.33,32,33.33,15,15.63,29034
29,35,107,41,38.32,2,1.87,39,36.45,25,23.36,29035
29,36,174,39,22.41,5,2.87,78,44.83,52,29.89,29036
29,37,128,55,42.97,3,2.34,34,26.56,36,28.13,29037
29,38,141,42,29.79,4,2.84,56,39.72,39,27.66,29038
29,39,85,30,35.29,16,18.82,24,28.24,15,17.65,29039
29,40,190,65,34.21,3,1.58,56,29.47,66,34.74,29040
29,41,171,49,28.65,7,4.09,46,26.9,69,40.35,29041
29,42,159,56,35.22,7,4.4,52,32.7,44,27.67,29042
29,43,178,53,29.78,3,1.69,78,43.82,44,24.72,29043
29,44,127,43,33.86,5,3.94,47,37.01,32,25.2,29044
29,45,107,33,30.84,6,5.61,39,36.45,29,27.1,29045
29,46,131,43,32.82,9,6.87,36,27.48,43,32.82,29046
29,47,188,62,32.98,9,4.79,60,31.91,57,30.32,29047
29,48,112,36,32.14,6,5.36,38,33.93,32,28.57,29048
29,49,184,57,30.98,10,5.43,74,40.22,43,23.37,29049
30,1,127,73,57.48,39,30.71,12,9.45,3,2.36,30001
30,2,66,39,59.09,17,25.76,8,12.12,2,3.03,30002
30,3,134,85,63.43,32,23.88,15,11.19,2,1.49,30003
30,4,74,32,43.24,22,29.73,17,22.97,3,4.05,30004
30,5,36,14,38.89,6,16.67,6,16.67,10,27.78,30005
30,6,69,30,43.48,18,26.09,13,18.84,8,11.59,30006
30,7,71,42,59.15,19,26.76,8,11.27,2,2.82,30007
30,8,97,49,50.52,31,31.96,10,10.31,7,7.22,30008
30,9,116,14,12.07,93,80.17,8,6.9,1,0.86,30009
30,10,54,19,35.19,21,38.89,11,20.37,3,5.56,30010
30,11,55,20,36.36,22,40.0,11,20.0,2,3.64,30011
30,12,44,19,43.18,13,29.55,6,13.64,6,13.64,30012
30,13,69,36,52.17,30,43.48,2,2.9,1,1.45,30013
30,14,31,11,35.48,11,35.48,8,25.81,1,3.23,30014
30,15,163,100,61.35,55,33.74,4,2.45,4,2.45,30015
30,16,90,46,51.11,32,35.56,10,11.11,2,2.22,30016
30,17,50,18,36.0,15,30.0,13,26.0,4,8.0,30017
30,18,66,29,43.94,18,27.27,18,27.27,1,1.52,30018
30,19,59,32,54.24,15,25.42,8,13.56,4,6.78,30019
30,20,63,25,39.68,13,20.63,20,31.75,5,7.94,30020
30,21,73,22,30.14,24,32.88,22,30.14,5,6.85,30021
30,22,68,24,35.29,22,32.35,17,25.0,5,7.35,30022
30,23,81,24,29.63,23,28.4,27,33.33,7,8.64,30023
30,24,68,26,38.24,19,27.94,17,25.0,6,8.82,30024
30,25,43,13,30.23,9,20.93,19,44.19,2,4.65,30025
30,26,53,16,30.19,8,15.09,23,43.4,6,11.32,30026
30,27,98,36,36.73,21,21.43,27,27.55,14,14.29,30027
30,28,78,42,53.85,24,30.77,6,7.69,6,7.69,30028
30,29,44,14,31.82,15,34.09,12,27.27,3,6.82,30029
30,30,97,53,54.64,31,31.96,12,12.37,1,1.03,30030
30,31,49,22,44.9,12,24.49,12,24.49,3,6.12,30031
30,32,37,14,37.84,10,27.03,8,21.62,5,13.51,30032
30,33,74,21,28.38,22,29.73,18,24.32,13,17.57,30033
30,34,81,34,41.98,30,37.04,13,16.05,4,4.94,30034
30,35,73,26,35.62,23,31.51,18,24.66,6,8.22,30035
30,36,90,43,47.78,19,21.11,23,25.56,5,5.56,30036
30,37,66,26,39.39,20,30.3,16,24.24,4,6.06,30037
30,38,143,81,56.64,44,30.77,8,5.59,10,6.99,30038
30,39,93,43,46.24,30,32.26,19,20.43,1,1.08,30039
30,40,67,24,35.82,18,26.87,17,25.37,8,11.94,30040
30,41,61,21,34.43,17,27.87,21,34.43,2,3.28,30041
31,1,34,13,38.24,9,26.47,5,14.71,7,20.59,31001
31,2,47,22,46.81,12,25.53,12,25.53,1,2.13,31002
31,3,79,30,37.97,25,31.65,20,25.32,4,5.06,31003
31,4,71,45,63.38,9,12.68,14,19.72,3,4.23,31004
31,5,89,42,47.19,27,30.34,15,16.85,5,5.62,31005
31,6,60,23,38.33,18,30.0,16,26.67,3,5.0,31006
31,7,60,26,43.33,14,23.33,17,28.33,3,5.0,31007
31,8,53,26,49.06,16,30.19,9,16.98,2,3.77,31008
31,9,59,25,42.37,19,32.2,10,16.95,5,8.47,31009
31,10,23,9,39.13,4,17.39,8,34.78,2,8.7,31010
31,11,81,31,38.27,16,19.75,25,30.86,9,11.11,31011
31,12,68,19,27.94,20,29.41,23,33.82,6,8.82,31012
31,13,55,24,43.64,11,20.0,17,30.91,3,5.45,31013
31,14,58,17,29.31,11,18.97,22,37.93,8,13.79,31014
31,15,34,12,35.29,8,23.53,11,32.35,3,8.82,31015
31,16,49,22,44.9,18,36.73,8,16.33,1,2.04,31016
31,17,52,22,42.31,8,15.38,18,34.62,4,7.69,31017
31,18,54,23,42.59,6,11.11,19,35.19,6,11.11,31018
31,19,68,24,35.29,20,29.41,20,29.41,4,5.88,31019
31,20,52,19,36.54,10,19.23,15,28.85,8,15.38,31020
31,21,83,33,39.76,15,18.07,25,30.12,10,12.05,31021
31,22,60,26,43.33,18,30.0,10,16.67,6,10.0,31022
31,23,46,28,60.87,12,26.09,6,13.04,0,0.0,31023
31,24,67,30,44.78,11,16.42,20,29.85,6,8.96,31024
31,25,66,25,37.88,21,31.82,15,22.73,5,7.58,31025
31,26,53,20,37.74,19,35.85,11,20.75,3,5.66,31026
31,27,45,22,48.89,8,17.78,11,24.44,4,8.89,31027
31,28,75,29,38.67,21,28.0,15,20.0,10,13.33,31028
31,29,61,22,36.07,18,29.51,14,22.95,7,11.48,31029
31,30,105,40,38.1,31,29.52,26,24.76,8,7.62,31030
31,31,113,51,45.13,33,29.2,18,15.93,11,9.73,31031
31,32,100,27,27.0,30,30.0,30,30.0,13,13.0,31032
31,33,74,36,48.65,18,24.32,14,18.92,6,8.11,31033
31,34,37,13,35.14,8,21.62,13,35.14,3,8.11,31034
31,35,51,11,21.57,14,27.45,15,29.41,11,21.57,31035
31,36,84,26,30.95,22,26.19,28,33.33,8,9.52,31036
31,37,58,17,29.31,18,31.03,21,36.21,2,3.45,31037
31,38,45,22,48.89,10,22.22,11,24.44,2,4.44,31038
31,39,26,8,30.77,7,26.92,8,30.77,3,11.54,31039
31,40,48,12,25.0,12,25.0,12,25.0,12,25.0,31040
31,41,60,29,48.33,14,23.33,12,20.0,5,8.33,31041
31,42,92,27,29.35,35,38.04,23,25.0,7,7.61,31042
31,43,80,31,38.75,26,32.5,15,18.75,8,10.0,31043
31,44,45,15,33.33,17,37.78,10,22.22,3,6.67,31044
31,45,68,28,41.18,24,35.29,15,22.06,1,1.47,31045
31,46,72,24,33.33,26,36.11,17,23.61,5,6.94,31046
31,47,62,22,35.48,26,41.94,10,16.13,4,6.45,31047
31,48,49,15,30.61,22,44.9,7,14.29,5,10.2,31048
31,49,32,13,40.63,11,34.38,5,15.63,3,9.38,31049
31,50,68,30,44.12,21,30.88,14,20.59,3,4.41,31050
31,51,49,15,30.61,11,22.45,20,40.82,3,6.12,31051
32,1,141,89,63.12,34,24.11,11,7.8,7,4.96,32001
32,2,164,113,68.9,22,13.41,22,13.41,7,4.27,32002
32,3,97,58,59.79,23,23.71,9,9.28,7,7.22,32003
32,4,145,115,79.31,23,15.86,6,4.14,1,0.69,32004
32,5,84,54,64.29,21,25.0,6,7.14,3,3.57,32005
32,6,133,83,62.41,35,26.32,8,6.02,7,5.26,32006
32,7,72,50,69.44,14,19.44,6,8.33,2,2.78,32007
32,8,172,130,75.58,33,19.19,6,3.49,3,1.74,32008
32,9,200,151,75.5,39,19.5,8,4.0,2,1.0,32009
32,10,121,78,64.46,31,25.62,6,4.96,6,4.96,32010
32,11,119,73,61.34,31,26.05,15,12.61,0,0.0,32011
32,12,84,59,70.24,15,17.86,9,10.71,1,1.19,32012
32,13,55,43,78.18,8,14.55,2,3.64,2,3.64,32013
32,14,123,79,64.23,21,17.07,13,10.57,10,8.13,32014
32,15,89,51,57.3,31,34.83,4,4.49,3,3.37,32015
32,16,132,87,65.91,28,21.21,8,6.06,9,6.82,32016
32,17,119,76,63.87,33,27.73,5,4.2,5,4.2,32017
32,18,95,66,69.47,20,21.05,8,8.42,1,1.05,32018
32,19,141,86,60.99,39,27.66,13,9.22,3,2.13,32019
32,20,121,64,52.89,34,28.1,16,13.22,7,5.79,32020
32,21,105,67,63.81,26,24.76,8,7.62,4,3.81,32021
32,22,160,106,66.25,40,25.0,10,6.25,4,2.5,32022
32,23,145,95,65.52,33,22.76,13,8.97,4,2.76,32023
32,24,130,93,71.54,24,18.46,9,6.92,4,3.08,32024
32,25,101,68,67.33,23,22.77,8,7.92,2,1.98,32025
32,26,115,79,68.7,24,20.87,7,6.09,5,4.35,32026
32,27,123,76,61.79,36,29.27,8,6.5,3,2.44,32027
32,28,95,64,67.37,23,24.21,4,4.21,4,4.21,32028
32,29,129,91,70.54,21,16.28,12,9.3,5,3.88,32029
32,30,113,72,63.72,38,33.63,2,1.77,1,0.88,32030
32,31,173,123,71.1,27,15.61,15,8.67,8,4.62,32031
32,32,136,88,64.71,41,30.15,5,3.68,2,1.47,32032
32,33,104,48,46.15,27,25.96,23,22.12,6,5.77,32033
32,34,143,94,65.73,23,16.08,15,10.49,11,7.69,32034
32,35,168,117,69.64,35,20.83,8,4.76,8,4.76,32035
32,36,133,95,71.43,25,18.8,9,6.77,4,3.01,32036
32,37,129,71,55.04,24,18.6,24,18.6,10,7.75,32037
32,38,129,97,75.19,21,16.28,7,5.43,4,3.1,32038
32,39,115,76,66.09,28,24.35,7,6.09,4,3.48,32039
32,40,142,96,67.61,34,23.94,7,4.93,5,3.52,32040
32,41,147,97,65.99,34,23.13,10,6.8,6,4.08,32041
32,42,164,100,60.98,45,27.44,13,7.93,6,3.66,32042
32,43,131,96,73.28,25,19.08,9,6.87,1,0.76,32043
32,44,133,65,48.87,27,20.3,28,21.05,13,9.77,32044
32,45,128,80,62.5,36,28.13,11,8.59,1,0.78,32045
32,46,46,32,69.57,10,21.74,3,6.52,1,2.17,32046
32,47,145,96,66.21,32,22.07,10,6.9,7,4.83,32047
32,48,203,120,59.11,38,18.72,25,12.32,20,9.85,32048
32,49,71,50,70.42,12,16.9,7,9.86,2,2.82,32049
32,50,184,136,73.91,39,21.2,9,4.89,0,0.0,32050
32,51,148,114,77.03,22,14.86,7,4.73,5,3.38,32051
32,52,58,40,68.97,11,18.97,4,6.9,3,5.17,32052
33,1,149,92,61.74,23,15.44,23,15.44,11,7.38,33001
33,2,171,87,50.88,50,29.24,29,16.96,5,2.92,33002
33,3,172,91,52.91,42,24.42,32,18.6,7,4.07,33003
33,4,185,83,44.86,63,34.05,26,14.05,13,7.03,33004
