ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,11,26,26,100.0,06011
6,12,2,2,100.0,06012
6,19,186,186,100.0,06019
6,32,15,15,100.0,06032
6,42,53,53,100.0,06042
6,49,133,133,100.0,06049
17,2,98,98,100.0,17002
17,3,47,47,100.0,17003
17,4,151,151,100.0,17004
17,5,94,94,100.0,17005
17,7,100,100,100.0,17007
17,9,76,76,100.0,17009
17,10,111,111,100.0,17010
17,11,81,81,100.0,17011
17,12,178,178,100.0,17012
17,15,113,113,100.0,17015
17,18,123,123,100.0,17018
17,20,92,92,100.0,17020
17,21,174,174,100.0,17021
17,22,115,115,100.0,17022
17,23,58,58,100.0,17023
17,24,110,110,100.0,17024
17,25,61,61,100.0,17025
17,26,136,136,100.0,17026
17,27,143,143,100.0,17027
17,28,88,88,100.0,17028
17,29,113,113,100.0,17029
17,30,135,135,100.0,17030
17,31,76,76,100.0,17031
17,32,103,103,100.0,17032
17,33,89,89,100.0,17033
17,35,81,81,100.0,17035
17,37,86,86,100.0,17037
17,38,88,88,100.0,17038
17,40,58,58,100.0,17040
17,44,64,64,100.0,17044
17,47,53,53,100.0,17047
17,48,104,104,100.0,17048
17,50,72,72,100.0,17050
17,51,113,113,100.0,17051
17,52,141,141,100.0,17052
17,53,130,130,100.0,17053
17,54,132,132,100.0,17054
17,55,92,92,100.0,17055
17,56,24,24,100.0,17056
17,57,121,121,100.0,17057
17,61,93,93,100.0,17061
18,3,115,115,100.0,18003
18,4,175,175,100.0,18004
18,6,121,121,100.0,18006
18,7,119,119,100.0,18007
18,8,64,64,100.0,18008
18,9,190,190,100.0,18009
18,10,255,255,100.0,18010
18,12,208,208,100.0,18012
18,13,154,154,100.0,18013
18,14,187,187,100.0,18014
18,16,169,169,100.0,18016
18,18,163,163,100.0,18018
18,20,138,138,100.0,18020
18,22,181,181,100.0,18022
18,28,127,127,100.0,18028
18,35,212,212,100.0,18035
18,36,107,107,100.0,18036
18,37,132,132,100.0,18037
18,38,164,164,100.0,18038
18,40,197,197,100.0,18040
18,41,120,120,100.0,18041
18,48,73,73,100.0,18048
18,54,155,155,100.0,18054
18,55,120,120,100.0,18055
18,60,166,166,100.0,18060
18,61,134,134,100.0,18061
21,2,129,129,100.0,21002
21,16,147,147,100.0,21016
21,30,92,92,100.0,21030
21,32,110,110,100.0,21032
21,34,161,161,100.0,21034
21,37,125,125,100.0,21037
21,39,114,114,100.0,21039
21,41,104,104,100.0,21041
21,52,142,142,100.0,21052
21,62,136,136,100.0,21062
21,64,76,76,100.0,21064
21,65,231,231,100.0,21065
21,67,135,135,100.0,21067
21,69,112,112,100.0,21069
21,72,149,149,100.0,21072
21,74,48,48,100.0,21074
