ward,precinct,total,Thomas L. Hogan,Thomas L. Hogan Percent,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Frank Edward Gardner,Frank Edward Gardner Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,Don R. Sampen,Don R. Sampen Percent,precinct_id
14,27,176,31,17.61,54,30.68,13,7.39,75,42.61,3,1.7,14027
14,28,143,26,18.18,36,25.17,4,2.8,75,52.45,2,1.4,14028
14,29,152,25,16.45,64,42.11,12,7.89,47,30.92,4,2.63,14029
14,30,104,15,14.42,46,44.23,9,8.65,34,32.69,0,0.0,14030
14,31,114,9,7.89,76,66.67,2,1.75,27,23.68,0,0.0,14031
14,32,110,24,21.82,42,38.18,10,9.09,31,28.18,3,2.73,14032
14,33,99,6,6.06,52,52.53,5,5.05,34,34.34,2,2.02,14033
14,34,130,16,12.31,74,56.92,8,6.15,29,22.31,3,2.31,14034
14,35,107,32,29.91,43,40.19,4,3.74,26,24.3,2,1.87,14035
15,1,81,29,35.8,15,18.52,7,8.64,27,33.33,3,3.7,15001
15,2,64,13,20.31,10,15.63,13,20.31,28,43.75,0,0.0,15002
15,3,68,13,19.12,14,20.59,11,16.18,29,42.65,1,1.47,15003
15,4,67,13,19.4,23,34.33,11,16.42,19,28.36,1,1.49,15004
15,5,63,17,26.98,13,20.63,15,23.81,12,19.05,6,9.52,15005
15,6,78,21,26.92,17,21.79,6,7.69,29,37.18,5,6.41,15006
15,7,69,8,11.59,15,21.74,19,27.54,23,33.33,4,5.8,15007
15,8,95,23,24.21,34,35.79,7,7.37,28,29.47,3,3.16,15008
15,9,81,12,14.81,26,32.1,13,16.05,26,32.1,4,4.94,15009
15,10,71,20,28.17,12,16.9,6,8.45,33,46.48,0,0.0,15010
15,11,85,18,21.18,30,35.29,10,11.76,25,29.41,2,2.35,15011
15,12,55,11,20.0,17,30.91,11,20.0,14,25.45,2,3.64,15012
15,13,54,11,20.37,12,22.22,7,12.96,19,35.19,5,9.26,15013
15,14,99,26,26.26,13,13.13,13,13.13,44,44.44,3,3.03,15014
15,15,56,9,16.07,13,23.21,7,12.5,23,41.07,4,7.14,15015
15,16,71,14,19.72,12,16.9,5,7.04,35,49.3,5,7.04,15016
15,17,76,14,18.42,25,32.89,12,15.79,22,28.95,3,3.95,15017
15,18,47,10,21.28,11,23.4,6,12.77,18,38.3,2,4.26,15018
15,19,80,15,18.75,26,32.5,13,16.25,23,28.75,3,3.75,15019
15,20,55,12,21.82,14,25.45,10,18.18,17,30.91,2,3.64,15020
15,21,81,19,23.46,24,29.63,15,18.52,21,25.93,2,2.47,15021
15,22,97,17,17.53,21,21.65,10,10.31,47,48.45,2,2.06,15022
15,23,61,6,9.84,27,44.26,5,8.2,21,34.43,2,3.28,15023
15,24,67,16,23.88,15,22.39,9,13.43,22,32.84,5,7.46,15024
15,25,62,10,16.13,20,32.26,7,11.29,23,37.1,2,3.23,15025
15,26,81,16,19.75,25,30.86,11,13.58,27,33.33,2,2.47,15026
15,27,73,15,20.55,18,24.66,13,17.81,20,27.4,7,9.59,15027
15,28,94,18,19.15,18,19.15,10,10.64,45,47.87,3,3.19,15028
15,29,30,3,10.0,11,36.67,4,13.33,9,30.0,3,10.0,15029
15,30,71,12,16.9,23,32.39,13,18.31,22,30.99,1,1.41,15030
15,31,46,7,15.22,17,36.96,4,8.7,17,36.96,1,2.17,15031
15,32,83,14,16.87,22,26.51,7,8.43,37,44.58,3,3.61,15032
15,33,47,10,21.28,20,42.55,5,10.64,11,23.4,1,2.13,15033
15,34,54,13,24.07,16,29.63,10,18.52,13,24.07,2,3.7,15034
15,35,95,19,20.0,30,31.58,17,17.89,24,25.26,5,5.26,15035
15,36,63,10,15.87,21,33.33,14,22.22,15,23.81,3,4.76,15036
15,37,60,12,20.0,13,21.67,10,16.67,22,36.67,3,5.0,15037
15,38,65,17,26.15,15,23.08,9,13.85,21,32.31,3,4.62,15038
15,39,64,11,17.19,26,40.63,7,10.94,18,28.13,2,3.13,15039
15,40,62,12,19.35,19,30.65,10,16.13,18,29.03,3,4.84,15040
15,41,108,20,18.52,31,28.7,16,14.81,40,37.04,1,0.93,15041
15,42,53,13,24.53,12,22.64,7,13.21,20,37.74,1,1.89,15042
15,43,73,13,17.81,26,35.62,10,13.7,23,31.51,1,1.37,15043
15,44,98,16,16.33,25,25.51,17,17.35,39,39.8,1,1.02,15044
15,45,42,8,19.05,13,30.95,4,9.52,16,38.1,1,2.38,15045
15,46,45,8,17.78,22,48.89,3,6.67,11,24.44,1,2.22,15046
15,47,83,19,22.89,27,32.53,12,14.46,23,27.71,2,2.41,15047
15,48,54,17,31.48,12,22.22,6,11.11,18,33.33,1,1.85,15048
15,49,56,14,25.0,9,16.07,11,19.64,20,35.71,2,3.57,15049
15,50,74,12,16.22,28,37.84,7,9.46,21,28.38,6,8.11,15050
15,51,48,8,16.67,16,33.33,11,22.92,10,20.83,3,6.25,15051
15,52,59,15,25.42,22,37.29,5,8.47,15,25.42,2,3.39,15052
16,1,43,8,18.6,6,13.95,11,25.58,17,39.53,1,2.33,16001
16,2,64,12,18.75,18,28.13,5,7.81,27,42.19,2,3.13,16002
16,3,79,13,16.46,24,30.38,15,18.99,26,32.91,1,1.27,16003
16,4,58,13,22.41,14,24.14,7,12.07,21,36.21,3,5.17,16004
16,5,72,18,25.0,24,33.33,10,13.89,17,23.61,3,4.17,16005
16,6,40,6,15.0,11,27.5,8,20.0,14,35.0,1,2.5,16006
16,7,77,13,16.88,37,48.05,7,9.09,17,22.08,3,3.9,16007
16,8,69,20,28.99,18,26.09,12,17.39,15,21.74,4,5.8,16008
16,9,124,16,12.9,39,31.45,27,21.77,37,29.84,5,4.03,16009
16,10,117,20,17.09,35,29.91,19,16.24,41,35.04,2,1.71,16010
16,11,76,11,14.47,23,30.26,14,18.42,27,35.53,1,1.32,16011
16,12,46,9,19.57,19,41.3,5,10.87,13,28.26,0,0.0,16012
16,13,59,14,23.73,11,18.64,3,5.08,28,47.46,3,5.08,16013
16,14,70,14,20.0,20,28.57,11,15.71,22,31.43,3,4.29,16014
16,15,101,24,23.76,29,28.71,5,4.95,37,36.63,6,5.94,16015
16,16,76,12,15.79,19,25.0,15,19.74,28,36.84,2,2.63,16016
16,17,92,33,35.87,7,7.61,6,6.52,45,48.91,1,1.09,16017
16,18,80,15,18.75,19,23.75,15,18.75,27,33.75,4,5.0,16018
16,19,94,12,12.77,34,36.17,12,12.77,33,35.11,3,3.19,16019
16,20,72,9,12.5,28,38.89,16,22.22,17,23.61,2,2.78,16020
16,21,68,22,32.35,7,10.29,8,11.76,31,45.59,0,0.0,16021
16,22,87,20,22.99,30,34.48,5,5.75,29,33.33,3,3.45,16022
16,23,65,12,18.46,16,24.62,8,12.31,28,43.08,1,1.54,16023
16,24,45,7,15.56,15,33.33,7,15.56,14,31.11,2,4.44,16024
16,25,54,15,27.78,10,18.52,12,22.22,16,29.63,1,1.85,16025
16,26,85,21,24.71,18,21.18,14,16.47,28,32.94,4,4.71,16026
16,27,113,30,26.55,36,31.86,18,15.93,25,22.12,4,3.54,16027
16,28,95,17,17.89,26,27.37,15,15.79,30,31.58,7,7.37,16028
16,29,51,10,19.61,15,29.41,9,17.65,17,33.33,0,0.0,16029
16,30,60,22,36.67,17,28.33,8,13.33,11,18.33,2,3.33,16030
16,31,95,22,23.16,30,31.58,14,14.74,25,26.32,4,4.21,16031
16,32,76,18,23.68,15,19.74,5,6.58,36,47.37,2,2.63,16032
16,33,67,12,17.91,12,17.91,18,26.87,20,29.85,5,7.46,16033
16,34,55,11,20.0,17,30.91,7,12.73,19,34.55,1,1.82,16034
16,35,79,10,12.66,17,21.52,12,15.19,38,48.1,2,2.53,16035
16,36,64,7,10.94,29,45.31,10,15.63,14,21.88,4,6.25,16036
16,37,43,5,11.63,17,39.53,10,23.26,10,23.26,1,2.33,16037
16,38,53,8,15.09,15,28.3,16,30.19,13,24.53,1,1.89,16038
16,39,96,32,33.33,16,16.67,7,7.29,38,39.58,3,3.13,16039
16,40,83,20,24.1,19,22.89,12,14.46,28,33.73,4,4.82,16040
16,41,43,6,13.95,20,46.51,4,9.3,11,25.58,2,4.65,16041
16,42,51,10,19.61,10,19.61,3,5.88,26,50.98,2,3.92,16042
16,43,82,22,26.83,22,26.83,15,18.29,22,26.83,1,1.22,16043
16,44,66,16,24.24,14,21.21,9,13.64,25,37.88,2,3.03,16044
17,1,56,6,10.71,16,28.57,11,19.64,20,35.71,3,5.36,17001
17,2,97,15,15.46,33,34.02,15,15.46,33,34.02,1,1.03,17002
17,3,53,7,13.21,17,32.08,9,16.98,17,32.08,3,5.66,17003
17,4,147,34,23.13,38,25.85,19,12.93,50,34.01,6,4.08,17004
17,5,88,17,19.32,27,30.68,12,13.64,28,31.82,4,4.55,17005
17,6,62,15,24.19,21,33.87,11,17.74,13,20.97,2,3.23,17006
17,7,90,10,11.11,31,34.44,21,23.33,24,26.67,4,4.44,17007
17,8,81,17,20.99,13,16.05,17,20.99,29,35.8,5,6.17,17008
17,9,75,8,10.67,27,36.0,13,17.33,24,32.0,3,4.0,17009
17,10,109,21,19.27,36,33.03,17,15.6,35,32.11,0,0.0,17010
17,11,101,16,15.84,34,33.66,18,17.82,30,29.7,3,2.97,17011
17,12,171,31,18.13,55,32.16,32,18.71,50,29.24,3,1.75,17012
17,13,62,10,16.13,21,33.87,14,22.58,13,20.97,4,6.45,17013
17,14,80,12,15.0,20,25.0,17,21.25,27,33.75,4,5.0,17014
17,15,118,22,18.64,30,25.42,20,16.95,40,33.9,6,5.08,17015
17,16,67,8,11.94,24,35.82,11,16.42,20,29.85,4,5.97,17016
17,17,65,4,6.15,23,35.38,14,21.54,21,32.31,3,4.62,17017
17,18,123,34,27.64,38,30.89,17,13.82,30,24.39,4,3.25,17018
17,19,39,4,10.26,9,23.08,7,17.95,19,48.72,0,0.0,17019
17,20,85,15,17.65,33,38.82,11,12.94,25,29.41,1,1.18,17020
17,21,165,31,18.79,64,38.79,31,18.79,33,20.0,6,3.64,17021
17,22,111,10,9.01,55,49.55,15,13.51,28,25.23,3,2.7,17022
17,23,54,17,31.48,15,27.78,11,20.37,11,20.37,0,0.0,17023
17,24,106,18,16.98,33,31.13,13,12.26,36,33.96,6,5.66,17024
17,25,67,9,13.43,21,31.34,15,22.39,21,31.34,1,1.49,17025
17,26,131,24,18.32,39,29.77,22,16.79,43,32.82,3,2.29,17026
17,27,148,37,25.0,39,26.35,28,18.92,36,24.32,8,5.41,17027
17,28,90,14,15.56,27,30.0,18,20.0,26,28.89,5,5.56,17028
17,29,116,24,20.69,42,36.21,21,18.1,26,22.41,3,2.59,17029
17,30,130,23,17.69,49,37.69,9,6.92,45,34.62,4,3.08,17030
17,31,84,14,16.67,31,36.9,10,11.9,24,28.57,5,5.95,17031
17,32,100,17,17.0,34,34.0,18,18.0,30,30.0,1,1.0,17032
17,33,81,8,9.88,29,35.8,10,12.35,31,38.27,3,3.7,17033
17,34,84,19,22.62,26,30.95,14,16.67,21,25.0,4,4.76,17034
17,35,84,9,10.71,40,47.62,12,14.29,20,23.81,3,3.57,17035
17,36,57,16,28.07,16,28.07,7,12.28,16,28.07,2,3.51,17036
17,37,91,12,13.19,39,42.86,14,15.38,21,23.08,5,5.49,17037
17,38,89,19,21.35,29,32.58,15,16.85,26,29.21,0,0.0,17038
17,39,74,21,28.38,17,22.97,11,14.86,20,27.03,5,6.76,17039
17,40,76,16,21.05,22,28.95,11,14.47,25,32.89,2,2.63,17040
17,41,75,9,12.0,25,33.33,10,13.33,28,37.33,3,4.0,17041
17,42,70,19,27.14,21,30.0,10,14.29,16,22.86,4,5.71,17042
17,43,58,12,20.69,12,20.69,11,18.97,21,36.21,2,3.45,17043
17,44,57,12,21.05,22,38.6,7,12.28,16,28.07,0,0.0,17044
17,45,45,8,17.78,21,46.67,4,8.89,12,26.67,0,0.0,17045
17,46,91,12,13.19,25,27.47,15,16.48,37,40.66,2,2.2,17046
17,47,52,7,13.46,17,32.69,10,19.23,14,26.92,4,7.69,17047
17,48,111,13,11.71,48,43.24,17,15.32,32,28.83,1,0.9,17048
17,49,57,10,17.54,15,26.32,9,15.79,22,38.6,1,1.75,17049
17,50,81,13,16.05,23,28.4,16,19.75,24,29.63,5,6.17,17050
17,51,115,23,20.0,32,27.83,23,20.0,34,29.57,3,2.61,17051
17,52,124,15,12.1,45,36.29,16,12.9,44,35.48,4,3.23,17052
17,53,120,19,15.83,40,33.33,18,15.0,42,35.0,1,0.83,17053
17,54,134,22,16.42,55,41.04,20,14.93,35,26.12,2,1.49,17054
17,55,90,18,20.0,32,35.56,14,15.56,23,25.56,3,3.33,17055
17,56,98,21,21.43,27,27.55,13,13.27,33,33.67,4,4.08,17056
17,57,113,21,18.58,25,22.12,22,19.47,40,35.4,5,4.42,17057
17,58,84,23,27.38,22,26.19,10,11.9,25,29.76,4,4.76,17058
17,59,55,14,25.45,18,32.73,6,10.91,15,27.27,2,3.64,17059
17,60,136,26,19.12,47,34.56,20,14.71,39,28.68,4,2.94,17060
17,61,87,20,22.99,27,31.03,16,18.39,20,22.99,4,4.6,17061
17,62,63,15,23.81,17,26.98,13,20.63,16,25.4,2,3.17,17062
17,63,46,15,32.61,12,26.09,7,15.22,11,23.91,1,2.17,17063
17,64,66,11,16.67,18,27.27,15,22.73,18,27.27,4,6.06,17064
18,1,70,15,21.43,15,21.43,9,12.86,28,40.0,3,4.29,18001
18,2,133,19,14.29,43,32.33,19,14.29,45,33.83,7,5.26,18002
18,3,134,48,35.82,15,11.19,2,1.49,65,48.51,4,2.99,18003
18,4,177,35,19.77,58,32.77,25,14.12,56,31.64,3,1.69,18004
18,5,107,18,16.82,21,19.63,25,23.36,42,39.25,1,0.93,18005
18,6,129,27,20.93,29,22.48,12,9.3,59,45.74,2,1.55,18006
18,7,122,13,10.66,28,22.95,11,9.02,66,54.1,4,3.28,18007
18,8,65,12,18.46,35,53.85,4,6.15,12,18.46,2,3.08,18008
18,9,184,30,16.3,65,35.33,31,16.85,52,28.26,6,3.26,18009
18,10,262,42,16.03,102,38.93,33,12.6,82,31.3,3,1.15,18010
18,11,133,27,20.3,31,23.31,17,12.78,55,41.35,3,2.26,18011
18,12,203,31,15.27,87,42.86,20,9.85,60,29.56,5,2.46,18012
18,13,162,20,12.35,61,37.65,21,12.96,55,33.95,5,3.09,18013
18,14,178,25,14.04,69,38.76,27,15.17,54,30.34,3,1.69,18014
18,15,76,9,11.84,13,17.11,2,2.63,48,63.16,4,5.26,18015
18,16,152,24,15.79,56,36.84,21,13.82,46,30.26,5,3.29,18016
18,17,128,26,20.31,49,38.28,8,6.25,44,34.38,1,0.78,18017
18,18,162,36,22.22,57,35.19,37,22.84,25,15.43,7,4.32,18018
18,19,205,41,20.0,68,33.17,37,18.05,52,25.37,7,3.41,18019
18,20,131,20,15.27,58,44.27,21,16.03,27,20.61,5,3.82,18020
18,21,222,36,16.22,83,37.39,25,11.26,71,31.98,7,3.15,18021
18,22,182,24,13.19,84,46.15,25,13.74,41,22.53,8,4.4,18022
18,23,117,20,17.09,51,43.59,10,8.55,32,27.35,4,3.42,18023
18,24,196,31,15.82,77,39.29,35,17.86,52,26.53,1,0.51,18024
18,25,175,14,8.0,76,43.43,25,14.29,53,30.29,7,4.0,18025
18,26,136,21,15.44,55,40.44,23,16.91,32,23.53,5,3.68,18026
18,27,131,26,19.85,41,31.3,22,16.79,40,30.53,2,1.53,18027
18,28,154,52,33.77,15,9.74,6,3.9,80,51.95,1,0.65,18028
18,29,143,30,20.98,41,28.67,12,8.39,57,39.86,3,2.1,18029
18,30,115,22,19.13,40,34.78,21,18.26,26,22.61,6,5.22,18030
18,31,100,18,18.0,34,34.0,5,5.0,38,38.0,5,5.0,18031
18,32,220,36,16.36,77,35.0,39,17.73,57,25.91,11,5.0,18032
18,33,123,29,23.58,42,34.15,19,15.45,27,21.95,6,4.88,18033
18,34,269,48,17.84,111,41.26,35,13.01,70,26.02,5,1.86,18034
18,35,217,38,17.51,88,40.55,23,10.6,62,28.57,6,2.76,18035
18,36,106,30,28.3,18,16.98,10,9.43,46,43.4,2,1.89,18036
18,37,136,25,18.38,51,37.5,19,13.97,40,29.41,1,0.74,18037
18,38,162,35,21.6,61,37.65,21,12.96,40,24.69,5,3.09,18038
18,39,108,16,14.81,40,37.04,17,15.74,31,28.7,4,3.7,18039
18,40,202,33,16.34,89,44.06,23,11.39,53,26.24,4,1.98,18040
18,41,150,40,26.67,25,16.67,16,10.67,68,45.33,1,0.67,18041
18,42,85,16,18.82,31,36.47,7,8.24,30,35.29,1,1.18,18042
18,43,78,12,15.38,22,28.21,8,10.26,34,43.59,2,2.56,18043
18,44,86,12,13.95,24,27.91,9,10.47,36,41.86,5,5.81,18044
18,45,194,26,13.4,96,49.48,27,13.92,39,20.1,6,3.09,18045
18,46,151,21,13.91,51,33.77,31,20.53,42,27.81,6,3.97,18046
18,47,107,11,10.28,55,51.4,9,8.41,32,29.91,0,0.0,18047
18,48,87,27,31.03,12,13.79,3,3.45,43,49.43,2,2.3,18048
18,49,93,10,10.75,32,34.41,19,20.43,28,30.11,4,4.3,18049
18,50,128,35,27.34,28,21.88,17,13.28,44,34.38,4,3.13,18050
18,51,194,31,15.98,80,41.24,34,17.53,47,24.23,2,1.03,18051
18,52,171,33,19.3,61,35.67,32,18.71,41,23.98,4,2.34,18052
18,53,106,18,16.98,45,42.45,12,11.32,26,24.53,5,4.72,18053
18,54,154,27,17.53,59,38.31,21,13.64,42,27.27,5,3.25,18054
18,55,157,57,36.31,20,12.74,7,4.46,65,41.4,8,5.1,18055
18,56,93,18,19.35,18,19.35,10,10.75,46,49.46,1,1.08,18056
18,57,98,17,17.35,26,26.53,13,13.27,39,39.8,3,3.06,18057
18,58,102,25,24.51,40,39.22,13,12.75,21,20.59,3,2.94,18058
18,59,131,26,19.85,41,31.3,21,16.03,39,29.77,4,3.05,18059
18,60,162,23,14.2,55,33.95,23,14.2,55,33.95,6,3.7,18060
18,61,142,31,21.83,49,34.51,21,14.79,39,27.46,2,1.41,18061
18,62,100,15,15.0,29,29.0,10,10.0,44,44.0,2,2.0,18062
19,1,266,188,70.68,6,2.26,5,1.88,65,24.44,2,0.75,19001
19,2,210,102,48.57,47,22.38,17,8.1,41,19.52,3,1.43,19002
19,3,161,84,52.17,4,2.48,9,5.59,61,37.89,3,1.86,19003
19,4,215,144,66.98,3,1.4,7,3.26,57,26.51,4,1.86,19004
19,5,270,111,41.11,60,22.22,20,7.41,73,27.04,6,2.22,19005
19,6,193,105,54.4,4,2.07,2,1.04,78,40.41,4,2.07,19006
19,7,257,178,69.26,8,3.11,9,3.5,60,23.35,2,0.78,19007
19,8,148,71,47.97,6,4.05,6,4.05,64,43.24,1,0.68,19008
19,9,161,80,49.69,5,3.11,5,3.11,65,40.37,6,3.73,19009
19,10,336,207,61.61,42,12.5,21,6.25,57,16.96,9,2.68,19010
19,11,233,139,59.66,10,4.29,6,2.58,75,32.19,3,1.29,19011
19,12,185,112,60.54,3,1.62,6,3.24,62,33.51,2,1.08,19012
19,13,153,27,17.65,48,31.37,28,18.3,49,32.03,1,0.65,19013
19,14,132,81,61.36,5,3.79,5,3.79,41,31.06,0,0.0,19014
19,15,157,71,45.22,4,2.55,6,3.82,71,45.22,5,3.18,19015
19,16,254,160,62.99,5,1.97,6,2.36,79,31.1,4,1.57,19016
19,17,254,184,72.44,8,3.15,5,1.97,53,20.87,4,1.57,19017
19,18,305,212,69.51,31,10.16,12,3.93,48,15.74,2,0.66,19018
19,19,242,140,57.85,31,12.81,14,5.79,56,23.14,1,0.41,19019
19,20,210,78,37.14,50,23.81,17,8.1,57,27.14,8,3.81,19020
19,21,153,67,43.79,8,5.23,8,5.23,70,45.75,0,0.0,19021
19,22,261,148,56.7,32,12.26,16,6.13,60,22.99,5,1.92,19022
19,23,271,204,75.28,7,2.58,7,2.58,52,19.19,1,0.37,19023
19,24,193,119,61.66,4,2.07,6,3.11,60,31.09,4,2.07,19024
19,25,281,177,62.99,32,11.39,9,3.2,54,19.22,9,3.2,19025
19,26,285,196,68.77,19,6.67,9,3.16,51,17.89,10,3.51,19026
19,27,151,46,30.46,39,25.83,19,12.58,45,29.8,2,1.32,19027
19,28,235,43,18.3,85,36.17,28,11.91,72,30.64,7,2.98,19028
19,29,148,72,48.65,7,4.73,8,5.41,59,39.86,2,1.35,19029
19,30,185,107,57.84,6,3.24,4,2.16,65,35.14,3,1.62,19030
19,31,253,190,75.1,14,5.53,10,3.95,36,14.23,3,1.19,19031
19,32,240,162,67.5,4,1.67,13,5.42,58,24.17,3,1.25,19032
19,33,218,135,61.93,2,0.92,4,1.83,75,34.4,2,0.92,19033
19,34,275,189,68.73,23,8.36,9,3.27,47,17.09,7,2.55,19034
19,35,265,182,68.68,21,7.92,14,5.28,45,16.98,3,1.13,19035
19,36,250,77,30.8,70,28.0,28,11.2,67,26.8,8,3.2,19036
19,37,247,110,44.53,54,21.86,20,8.1,54,21.86,9,3.64,19037
19,38,217,67,30.88,76,35.02,17,7.83,49,22.58,8,3.69,19038
19,39,81,19,23.46,26,32.1,9,11.11,27,33.33,0,0.0,19039
19,40,240,145,60.42,24,10.0,9,3.75,58,24.17,4,1.67,19040
19,41,153,69,45.1,3,1.96,9,5.88,67,43.79,5,3.27,19041
19,42,226,83,36.73,55,24.34,18,7.96,67,29.65,3,1.33,19042
19,43,229,44,19.21,85,37.12,30,13.1,62,27.07,8,3.49,19043
19,44,198,119,60.1,2,1.01,7,3.54,68,34.34,2,1.01,19044
19,45,238,151,63.45,7,2.94,4,1.68,72,30.25,4,1.68,19045
19,46,323,245,75.85,9,2.79,3,0.93,60,18.58,6,1.86,19046
19,47,169,64,37.87,36,21.3,21,12.43,45,26.63,3,1.78,19047
19,48,154,23,14.94,59,38.31,24,15.58,43,27.92,5,3.25,19048
19,49,279,84,30.11,109,39.07,29,10.39,48,17.2,9,3.23,19049
19,50,191,30,15.71,69,36.13,26,13.61,61,31.94,5,2.62,19050
19,51,164,82,50.0,3,1.83,5,3.05,73,44.51,1,0.61,19051
19,52,154,78,50.65,2,1.3,6,3.9,66,42.86,2,1.3,19052
19,53,242,137,56.61,16,6.61,7,2.89,74,30.58,8,3.31,19053
19,54,133,63,47.37,3,2.26,5,3.76,61,45.86,1,0.75,19054
19,55,171,101,59.06,8,4.68,5,2.92,56,32.75,1,0.58,19055
19,56,271,133,49.08,49,18.08,14,5.17,73,26.94,2,0.74,19056
19,57,246,125,50.81,44,17.89,11,4.47,61,24.8,5,2.03,19057
19,58,210,132,62.86,11,5.24,8,3.81,57,27.14,2,0.95,19058
19,59,189,95,50.26,10,5.29,6,3.17,74,39.15,4,2.12,19059
19,60,156,26,16.67,54,34.62,25,16.03,48,30.77,3,1.92,19060
19,61,312,234,75.0,4,1.28,8,2.56,61,19.55,5,1.6,19061
19,62,227,162,71.37,6,2.64,7,3.08,48,21.15,4,1.76,19062
19,63,163,69,42.33,38,23.31,14,8.59,38,23.31,4,2.45,19063
19,64,242,147,60.74,26,10.74,12,4.96,53,21.9,4,1.65,19064
19,65,170,71,41.76,32,18.82,16,9.41,48,28.24,3,1.76,19065
19,66,172,33,19.19,54,31.4,27,15.7,54,31.4,4,2.33,19066
20,1,103,18,17.48,27,26.21,21,20.39,34,33.01,3,2.91,20001
20,2,87,10,11.49,32,36.78,16,18.39,29,33.33,0,0.0,20002
20,3,80,21,26.25,20,25.0,11,13.75,24,30.0,4,5.0,20003
20,4,74,21,28.38,15,20.27,7,9.46,30,40.54,1,1.35,20004
20,5,78,16,20.51,26,33.33,14,17.95,21,26.92,1,1.28,20005
20,6,133,20,15.04,51,38.35,25,18.8,35,26.32,2,1.5,20006
20,7,23,2,8.7,6,26.09,6,26.09,7,30.43,2,8.7,20007
20,8,43,14,32.56,5,11.63,1,2.33,23,53.49,0,0.0,20008
20,9,147,24,16.33,50,34.01,28,19.05,43,29.25,2,1.36,20009
20,10,71,12,16.9,22,30.99,12,16.9,19,26.76,6,8.45,20010
20,11,62,9,14.52,23,37.1,10,16.13,20,32.26,0,0.0,20011
20,12,61,9,14.75,23,37.7,9,14.75,19,31.15,1,1.64,20012
20,13,85,18,21.18,19,22.35,14,16.47,30,35.29,4,4.71,20013
20,14,132,37,28.03,45,34.09,22,16.67,25,18.94,3,2.27,20014
20,15,77,20,25.97,11,14.29,7,9.09,38,49.35,1,1.3,20015
20,16,145,19,13.1,53,36.55,28,19.31,39,26.9,6,4.14,20016
20,17,71,9,12.68,24,33.8,14,19.72,21,29.58,3,4.23,20017
20,18,71,11,15.49,19,26.76,13,18.31,25,35.21,3,4.23,20018
20,19,69,9,13.04,22,31.88,14,20.29,21,30.43,3,4.35,20019
20,20,41,9,21.95,17,41.46,5,12.2,10,24.39,0,0.0,20020
20,21,49,11,22.45,4,8.16,5,10.2,24,48.98,5,10.2,20021
20,22,154,21,13.64,55,35.71,28,18.18,42,27.27,8,5.19,20022
20,23,111,23,20.72,27,24.32,22,19.82,34,30.63,5,4.5,20023
20,24,100,20,20.0,38,38.0,15,15.0,22,22.0,5,5.0,20024
20,25,85,14,16.47,38,44.71,12,14.12,19,22.35,2,2.35,20025
20,26,113,27,23.89,42,37.17,12,10.62,26,23.01,6,5.31,20026
20,27,76,18,23.68,26,34.21,13,17.11,16,21.05,3,3.95,20027
20,28,105,17,16.19,35,33.33,20,19.05,29,27.62,4,3.81,20028
20,29,102,13,12.75,47,46.08,22,21.57,18,17.65,2,1.96,20029
20,30,104,10,9.62,34,32.69,22,21.15,35,33.65,3,2.88,20030
20,31,131,24,18.32,44,33.59,22,16.79,37,28.24,4,3.05,20031
20,32,69,14,20.29,17,24.64,11,15.94,22,31.88,5,7.25,20032
20,33,102,13,12.75,34,33.33,22,21.57,31,30.39,2,1.96,20033
20,34,157,46,29.3,43,27.39,18,11.46,42,26.75,8,5.1,20034
20,35,34,11,32.35,5,14.71,10,29.41,7,20.59,1,2.94,20035
20,36,86,23,26.74,22,25.58,11,12.79,29,33.72,1,1.16,20036
20,37,111,20,18.02,49,44.14,15,13.51,25,22.52,2,1.8,20037
20,38,23,10,43.48,7,30.43,2,8.7,4,17.39,0,0.0,20038
20,39,83,23,27.71,18,21.69,16,19.28,23,27.71,3,3.61,20039
20,40,73,16,21.92,18,24.66,14,19.18,21,28.77,4,5.48,20040
20,41,39,8,20.51,5,12.82,6,15.38,20,51.28,0,0.0,20041
20,42,86,15,17.44,33,38.37,15,17.44,21,24.42,2,2.33,20042
20,43,18,5,27.78,2,11.11,3,16.67,8,44.44,0,0.0,20043
20,44,140,28,20.0,48,34.29,16,11.43,44,31.43,4,2.86,20044
20,45,42,10,23.81,10,23.81,5,11.9,14,33.33,3,7.14,20045
20,46,87,14,16.09,38,43.68,12,13.79,20,22.99,3,3.45,20046
20,47,76,9,11.84,22,28.95,13,17.11,30,39.47,2,2.63,20047
20,48,43,10,23.26,16,37.21,5,11.63,12,27.91,0,0.0,20048
20,49,65,17,26.15,19,29.23,9,13.85,18,27.69,2,3.08,20049
20,50,36,10,27.78,13,36.11,4,11.11,8,22.22,1,2.78,20050
21,1,225,30,13.33,112,49.78,31,13.78,47,20.89,5,2.22,21001
21,2,124,17,13.71,47,37.9,26,20.97,28,22.58,6,4.84,21002
21,3,127,21,16.54,47,37.01,23,18.11,27,21.26,9,7.09,21003
21,4,141,16,11.35,52,36.88,27,19.15,40,28.37,6,4.26,21004
21,5,147,20,13.61,62,42.18,20,13.61,40,27.21,5,3.4,21005
21,6,110,24,21.82,39,35.45,13,11.82,30,27.27,4,3.64,21006
21,7,161,26,16.15,64,39.75,25,15.53,40,24.84,6,3.73,21007
21,8,168,28,16.67,57,33.93,26,15.48,48,28.57,9,5.36,21008
