ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
23,41,147,147,100.0,23041
23,42,132,132,100.0,23042
23,43,182,182,100.0,23043
23,44,162,162,100.0,23044
23,45,160,160,100.0,23045
23,46,142,142,100.0,23046
23,47,182,182,100.0,23047
23,48,128,128,100.0,23048
23,49,198,198,100.0,23049
23,50,99,99,100.0,23050
23,51,161,161,100.0,23051
23,52,181,181,100.0,23052
23,53,102,102,100.0,23053
23,54,185,185,100.0,23054
