ward,precinct,total,Terry MacCarthy,Terry MacCarthy Percent,Diann K. Marsalek,Diann K. Marsalek Percent,Sharon Finegan Patterson,Sharon Finegan Patterson Percent,Thomas William Flannigan,Thomas William Flannigan Percent,precinct_id
33,5,111,30,27.03,31,27.93,20,18.02,30,27.03,33005
33,6,158,37,23.42,66,41.77,31,19.62,24,15.19,33006
33,7,203,109,53.69,38,18.72,42,20.69,14,6.9,33007
33,8,121,55,45.45,25,20.66,24,19.83,17,14.05,33008
33,9,130,38,29.23,36,27.69,31,23.85,25,19.23,33009
33,10,149,46,30.87,52,34.9,17,11.41,34,22.82,33010
33,11,122,43,35.25,23,18.85,34,27.87,22,18.03,33011
33,12,135,44,32.59,44,32.59,16,11.85,31,22.96,33012
33,13,152,48,31.58,55,36.18,23,15.13,26,17.11,33013
33,14,103,38,36.89,23,22.33,22,21.36,20,19.42,33014
33,15,125,50,40.0,18,14.4,28,22.4,29,23.2,33015
33,16,94,27,28.72,24,25.53,19,20.21,24,25.53,33016
33,17,161,66,40.99,31,19.25,24,14.91,40,24.84,33017
33,18,39,14,35.9,12,30.77,8,20.51,5,12.82,33018
33,19,119,43,36.13,26,21.85,20,16.81,30,25.21,33019
33,20,127,52,40.94,24,18.9,23,18.11,28,22.05,33020
33,21,145,52,35.86,35,24.14,26,17.93,32,22.07,33021
33,22,195,50,25.64,85,43.59,20,10.26,40,20.51,33022
33,23,114,42,36.84,27,23.68,21,18.42,24,21.05,33023
33,24,187,104,55.61,37,19.79,29,15.51,17,9.09,33024
33,25,167,40,23.95,55,32.93,41,24.55,31,18.56,33025
33,26,132,39,29.55,30,22.73,33,25.0,30,22.73,33026
33,27,96,42,43.75,24,25.0,16,16.67,14,14.58,33027
34,1,204,51,25.0,57,27.94,69,33.82,27,13.24,34001
34,2,155,35,22.58,37,23.87,50,32.26,33,21.29,34002
34,3,150,41,27.33,30,20.0,59,39.33,20,13.33,34003
34,4,147,37,25.17,48,32.65,37,25.17,25,17.01,34004
34,5,115,28,24.35,29,25.22,38,33.04,20,17.39,34005
34,6,106,22,20.75,34,32.08,34,32.08,16,15.09,34006
34,7,208,40,19.23,48,23.08,85,40.87,35,16.83,34007
34,8,141,42,29.79,25,17.73,49,34.75,25,17.73,34008
34,9,98,14,14.29,29,29.59,36,36.73,19,19.39,34009
34,10,145,33,22.76,35,24.14,45,31.03,32,22.07,34010
34,11,82,27,32.93,13,15.85,24,29.27,18,21.95,34011
34,12,167,40,23.95,42,25.15,66,39.52,19,11.38,34012
34,13,179,59,32.96,35,19.55,62,34.64,23,12.85,34013
34,14,111,32,28.83,23,20.72,41,36.94,15,13.51,34014
34,15,116,26,22.41,38,32.76,36,31.03,16,13.79,34015
34,16,76,23,30.26,14,18.42,28,36.84,11,14.47,34016
34,17,98,28,28.57,23,23.47,30,30.61,17,17.35,34017
34,18,84,26,30.95,24,28.57,19,22.62,15,17.86,34018
34,19,25,10,40.0,5,20.0,10,40.0,0,0.0,34019
34,20,253,61,24.11,85,33.6,73,28.85,34,13.44,34020
34,21,151,26,17.22,45,29.8,57,37.75,23,15.23,34021
34,22,188,41,21.81,60,31.91,59,31.38,28,14.89,34022
34,23,139,38,27.34,26,18.71,55,39.57,20,14.39,34023
34,24,135,33,24.44,47,34.81,36,26.67,19,14.07,34024
34,25,165,39,23.64,35,21.21,64,38.79,27,16.36,34025
34,26,80,27,33.75,25,31.25,22,27.5,6,7.5,34026
34,27,122,29,23.77,40,32.79,36,29.51,17,13.93,34027
34,28,89,11,12.36,43,48.31,20,22.47,15,16.85,34028
34,29,149,41,27.52,38,25.5,42,28.19,28,18.79,34029
34,30,193,48,24.87,43,22.28,77,39.9,25,12.95,34030
34,31,77,23,29.87,16,20.78,27,35.06,11,14.29,34031
34,32,108,21,19.44,25,23.15,48,44.44,14,12.96,34032
34,33,67,13,19.4,22,32.84,20,29.85,12,17.91,34033
34,34,192,42,21.88,44,22.92,78,40.63,28,14.58,34034
34,35,198,42,21.21,70,35.35,64,32.32,22,11.11,34035
34,36,175,39,22.29,54,30.86,58,33.14,24,13.71,34036
34,37,130,29,22.31,46,35.38,32,24.62,23,17.69,34037
34,38,110,29,26.36,31,28.18,30,27.27,20,18.18,34038
34,39,87,23,26.44,30,34.48,24,27.59,10,11.49,34039
34,40,165,39,23.64,38,23.03,64,38.79,24,14.55,34040
34,41,84,16,19.05,17,20.24,40,47.62,11,13.1,34041
34,42,196,40,20.41,49,25.0,80,40.82,27,13.78,34042
34,43,209,48,22.97,40,19.14,97,46.41,24,11.48,34043
34,44,201,52,25.87,65,32.34,60,29.85,24,11.94,34044
34,45,131,35,26.72,33,25.19,42,32.06,21,16.03,34045
34,46,134,29,21.64,41,30.6,46,34.33,18,13.43,34046
34,47,74,11,14.86,24,32.43,29,39.19,10,13.51,34047
34,48,211,45,21.33,60,28.44,84,39.81,22,10.43,34048
34,49,236,64,27.12,52,22.03,91,38.56,29,12.29,34049
34,50,156,29,18.59,43,27.56,59,37.82,25,16.03,34050
34,51,223,56,25.11,53,23.77,81,36.32,33,14.8,34051
34,52,100,24,24.0,38,38.0,21,21.0,17,17.0,34052
34,53,80,20,25.0,25,31.25,24,30.0,11,13.75,34053
34,54,106,22,20.75,39,36.79,34,32.08,11,10.38,34054
34,55,145,32,22.07,31,21.38,60,41.38,22,15.17,34055
34,56,62,13,20.97,13,20.97,23,37.1,13,20.97,34056
34,57,86,20,23.26,27,31.4,27,31.4,12,13.95,34057
34,58,181,53,29.28,41,22.65,59,32.6,28,15.47,34058
34,59,130,24,18.46,41,31.54,46,35.38,19,14.62,34059
34,60,175,39,22.29,44,25.14,62,35.43,30,17.14,34060
34,61,117,29,24.79,22,18.8,50,42.74,16,13.68,34061
35,1,107,44,41.12,19,17.76,19,17.76,25,23.36,35001
35,2,70,33,47.14,8,11.43,14,20.0,15,21.43,35002
35,3,60,26,43.33,7,11.67,12,20.0,15,25.0,35003
35,4,117,41,35.04,22,18.8,30,25.64,24,20.51,35004
35,5,92,37,40.22,11,11.96,24,26.09,20,21.74,35005
35,6,87,29,33.33,19,21.84,18,20.69,21,24.14,35006
35,7,88,43,48.86,15,17.05,15,17.05,15,17.05,35007
35,8,79,36,45.57,14,17.72,14,17.72,15,18.99,35008
35,9,77,31,40.26,12,15.58,25,32.47,9,11.69,35009
35,10,101,42,41.58,15,14.85,28,27.72,16,15.84,35010
35,11,73,29,39.73,15,20.55,14,19.18,15,20.55,35011
35,12,113,43,38.05,22,19.47,30,26.55,18,15.93,35012
35,13,26,7,26.92,6,23.08,5,19.23,8,30.77,35013
35,14,101,33,32.67,14,13.86,32,31.68,22,21.78,35014
35,15,91,35,38.46,18,19.78,15,16.48,23,25.27,35015
35,16,104,48,46.15,19,18.27,20,19.23,17,16.35,35016
35,17,83,25,30.12,16,19.28,22,26.51,20,24.1,35017
35,18,102,37,36.27,16,15.69,22,21.57,27,26.47,35018
35,19,80,42,52.5,10,12.5,15,18.75,13,16.25,35019
35,20,70,19,27.14,17,24.29,12,17.14,22,31.43,35020
35,21,88,42,47.73,15,17.05,14,15.91,17,19.32,35021
35,22,46,19,41.3,11,23.91,8,17.39,8,17.39,35022
35,23,62,19,30.65,9,14.52,19,30.65,15,24.19,35023
35,24,57,21,36.84,12,21.05,12,21.05,12,21.05,35024
35,25,94,35,37.23,28,29.79,16,17.02,15,15.96,35025
35,26,117,41,35.04,24,20.51,26,22.22,26,22.22,35026
35,27,115,49,42.61,17,14.78,29,25.22,20,17.39,35027
35,28,83,34,40.96,18,21.69,17,20.48,14,16.87,35028
35,29,105,40,38.1,27,25.71,19,18.1,19,18.1,35029
35,30,141,49,34.75,31,21.99,31,21.99,30,21.28,35030
35,31,40,17,42.5,6,15.0,9,22.5,8,20.0,35031
35,32,56,19,33.93,12,21.43,12,21.43,13,23.21,35032
35,33,83,30,36.14,18,21.69,15,18.07,20,24.1,35033
35,34,89,45,50.56,18,20.22,14,15.73,12,13.48,35034
35,35,107,45,42.06,14,13.08,19,17.76,29,27.1,35035
35,36,54,26,48.15,6,11.11,12,22.22,10,18.52,35036
36,1,100,24,24.0,35,35.0,20,20.0,21,21.0,36001
36,2,79,21,26.58,24,30.38,16,20.25,18,22.78,36002
36,3,219,39,17.81,94,42.92,48,21.92,38,17.35,36003
36,4,63,19,30.16,15,23.81,17,26.98,12,19.05,36004
36,5,75,28,37.33,29,38.67,8,10.67,10,13.33,36005
36,6,106,24,22.64,36,33.96,16,15.09,30,28.3,36006
36,7,84,22,26.19,36,42.86,7,8.33,19,22.62,36007
36,8,86,24,27.91,28,32.56,16,18.6,18,20.93,36008
36,9,94,31,32.98,25,26.6,17,18.09,21,22.34,36009
36,10,86,20,23.26,34,39.53,13,15.12,19,22.09,36010
36,11,148,40,27.03,58,39.19,23,15.54,27,18.24,36011
36,12,78,24,30.77,23,29.49,11,14.1,20,25.64,36012
36,13,171,36,21.05,75,43.86,25,14.62,35,20.47,36013
36,14,127,23,18.11,61,48.03,18,14.17,25,19.69,36014
36,15,97,23,23.71,37,38.14,18,18.56,19,19.59,36015
36,16,180,62,34.44,42,23.33,54,30.0,22,12.22,36016
36,17,84,24,28.57,25,29.76,14,16.67,21,25.0,36017
36,18,123,41,33.33,41,33.33,9,7.32,32,26.02,36018
36,19,118,28,23.73,41,34.75,25,21.19,24,20.34,36019
36,20,140,31,22.14,73,52.14,16,11.43,20,14.29,36020
36,21,190,52,27.37,56,29.47,39,20.53,43,22.63,36021
36,22,142,35,24.65,49,34.51,32,22.54,26,18.31,36022
36,23,78,16,20.51,27,34.62,22,28.21,13,16.67,36023
36,24,125,36,28.8,37,29.6,27,21.6,25,20.0,36024
36,25,84,30,35.71,21,25.0,9,10.71,24,28.57,36025
36,26,94,30,31.91,19,20.21,18,19.15,27,28.72,36026
36,27,65,21,32.31,20,30.77,6,9.23,18,27.69,36027
36,28,94,20,21.28,46,48.94,14,14.89,14,14.89,36028
36,29,79,20,25.32,30,37.97,15,18.99,14,17.72,36029
36,30,133,41,30.83,49,36.84,10,7.52,33,24.81,36030
36,31,130,24,18.46,58,44.62,17,13.08,31,23.85,36031
36,32,94,15,15.96,37,39.36,11,11.7,31,32.98,36032
36,33,93,25,26.88,34,36.56,20,21.51,14,15.05,36033
36,34,76,22,28.95,22,28.95,10,13.16,22,28.95,36034
36,35,116,25,21.55,57,49.14,10,8.62,24,20.69,36035
36,36,103,24,23.3,24,23.3,16,15.53,39,37.86,36036
36,37,69,19,27.54,23,33.33,9,13.04,18,26.09,36037
36,38,76,13,17.11,17,22.37,20,26.32,26,34.21,36038
36,39,90,26,28.89,34,37.78,8,8.89,22,24.44,36039
36,40,109,32,29.36,28,25.69,19,17.43,30,27.52,36040
36,41,82,18,21.95,32,39.02,15,18.29,17,20.73,36041
36,42,91,24,26.37,30,32.97,15,16.48,22,24.18,36042
36,43,84,25,29.76,18,21.43,18,21.43,23,27.38,36043
36,44,141,46,32.62,38,26.95,31,21.99,26,18.44,36044
36,45,119,31,26.05,41,34.45,31,26.05,16,13.45,36045
36,46,88,25,28.41,24,27.27,14,15.91,25,28.41,36046
36,47,87,25,28.74,27,31.03,15,17.24,20,22.99,36047
36,48,96,21,21.88,26,27.08,12,12.5,37,38.54,36048
36,49,134,34,25.37,47,35.07,17,12.69,36,26.87,36049
36,50,97,29,29.9,42,43.3,8,8.25,18,18.56,36050
36,51,99,31,31.31,32,32.32,12,12.12,24,24.24,36051
36,52,91,28,30.77,28,30.77,12,13.19,23,25.27,36052
36,53,78,16,20.51,29,37.18,8,10.26,25,32.05,36053
36,54,162,49,30.25,52,32.1,39,24.07,22,13.58,36054
36,55,164,56,34.15,34,20.73,41,25.0,33,20.12,36055
37,1,55,15,27.27,16,29.09,10,18.18,14,25.45,37001
37,2,90,28,31.11,9,10.0,28,31.11,25,27.78,37002
37,3,50,11,22.0,6,12.0,23,46.0,10,20.0,37003
37,4,116,23,19.83,18,15.52,52,44.83,23,19.83,37004
37,5,130,41,31.54,19,14.62,44,33.85,26,20.0,37005
37,6,119,43,36.13,15,12.61,44,36.97,17,14.29,37006
37,7,104,24,23.08,19,18.27,40,38.46,21,20.19,37007
37,8,68,19,27.94,17,25.0,23,33.82,9,13.24,37008
37,9,93,28,30.11,12,12.9,31,33.33,22,23.66,37009
37,10,107,37,34.58,14,13.08,35,32.71,21,19.63,37010
37,11,30,9,30.0,6,20.0,9,30.0,6,20.0,37011
37,12,59,24,40.68,8,13.56,18,30.51,9,15.25,37012
37,13,94,20,21.28,9,9.57,37,39.36,28,29.79,37013
37,14,146,42,28.77,27,18.49,44,30.14,33,22.6,37014
37,15,113,33,29.2,19,16.81,41,36.28,20,17.7,37015
37,16,105,38,36.19,23,21.9,36,34.29,8,7.62,37016
37,17,104,31,29.81,14,13.46,32,30.77,27,25.96,37017
37,18,129,35,27.13,20,15.5,49,37.98,25,19.38,37018
37,19,68,17,25.0,9,13.24,21,30.88,21,30.88,37019
37,20,79,25,31.65,9,11.39,37,46.84,8,10.13,37020
37,21,102,23,22.55,20,19.61,39,38.24,20,19.61,37021
37,22,64,28,43.75,7,10.94,20,31.25,9,14.06,37022
37,23,85,23,27.06,8,9.41,33,38.82,21,24.71,37023
37,24,103,31,30.1,13,12.62,45,43.69,14,13.59,37024
37,25,127,39,30.71,23,18.11,49,38.58,16,12.6,37025
37,26,131,30,22.9,30,22.9,53,40.46,18,13.74,37026
37,27,108,31,28.7,15,13.89,48,44.44,14,12.96,37027
37,28,99,28,28.28,18,18.18,38,38.38,15,15.15,37028
37,29,107,35,32.71,24,22.43,29,27.1,19,17.76,37029
37,30,54,18,33.33,11,20.37,18,33.33,7,12.96,37030
37,31,135,46,34.07,19,14.07,47,34.81,23,17.04,37031
37,32,103,28,27.18,13,12.62,47,45.63,15,14.56,37032
37,33,93,29,31.18,10,10.75,33,35.48,21,22.58,37033
37,34,101,28,27.72,19,18.81,36,35.64,18,17.82,37034
37,35,128,33,25.78,23,17.97,50,39.06,22,17.19,37035
37,36,118,37,31.36,11,9.32,45,38.14,25,21.19,37036
37,37,93,29,31.18,10,10.75,29,31.18,25,26.88,37037
37,38,104,35,33.65,7,6.73,40,38.46,22,21.15,37038
37,39,91,34,37.36,20,21.98,18,19.78,19,20.88,37039
37,40,112,33,29.46,22,19.64,42,37.5,15,13.39,37040
37,41,125,36,28.8,30,24.0,40,32.0,19,15.2,37041
37,42,56,16,28.57,14,25.0,8,14.29,18,32.14,37042
37,43,87,23,26.44,10,11.49,35,40.23,19,21.84,37043
38,1,124,41,33.06,45,36.29,14,11.29,24,19.35,38001
38,2,69,27,39.13,21,30.43,8,11.59,13,18.84,38002
38,3,65,17,26.15,21,32.31,7,10.77,20,30.77,38003
38,4,43,9,20.93,12,27.91,10,23.26,12,27.91,38004
38,5,174,68,39.08,43,24.71,30,17.24,33,18.97,38005
38,6,74,10,13.51,28,37.84,21,28.38,15,20.27,38006
38,7,102,45,44.12,13,12.75,28,27.45,16,15.69,38007
38,8,60,18,30.0,17,28.33,13,21.67,12,20.0,38008
38,9,92,30,32.61,25,27.17,23,25.0,14,15.22,38009
38,10,119,62,52.1,26,21.85,17,14.29,14,11.76,38010
38,11,70,19,27.14,20,28.57,11,15.71,20,28.57,38011
38,12,104,34,32.69,27,25.96,15,14.42,28,26.92,38012
38,13,82,32,39.02,22,26.83,17,20.73,11,13.41,38013
38,14,87,32,36.78,17,19.54,15,17.24,23,26.44,38014
38,15,74,23,31.08,13,17.57,11,14.86,27,36.49,38015
38,16,98,30,30.61,25,25.51,18,18.37,25,25.51,38016
38,17,84,21,25.0,26,30.95,18,21.43,19,22.62,38017
38,18,113,29,25.66,41,36.28,16,14.16,27,23.89,38018
38,19,119,38,31.93,37,31.09,22,18.49,22,18.49,38019
38,20,135,56,41.48,29,21.48,26,19.26,24,17.78,38020
38,21,82,26,31.71,24,29.27,13,15.85,19,23.17,38021
38,22,99,32,32.32,24,24.24,22,22.22,21,21.21,38022
38,23,81,21,25.93,18,22.22,20,24.69,22,27.16,38023
38,24,55,26,47.27,10,18.18,10,18.18,9,16.36,38024
38,25,101,28,27.72,26,25.74,19,18.81,28,27.72,38025
38,26,44,15,34.09,11,25.0,10,22.73,8,18.18,38026
38,27,57,20,35.09,11,19.3,11,19.3,15,26.32,38027
38,28,78,17,21.79,18,23.08,24,30.77,19,24.36,38028
38,29,82,24,29.27,29,35.37,17,20.73,12,14.63,38029
38,30,76,21,27.63,26,34.21,13,17.11,16,21.05,38030
38,31,100,33,33.0,35,35.0,19,19.0,13,13.0,38031
38,32,121,42,34.71,27,22.31,16,13.22,36,29.75,38032
38,33,70,17,24.29,25,35.71,12,17.14,16,22.86,38033
38,34,55,16,29.09,14,25.45,13,23.64,12,21.82,38034
38,35,103,41,39.81,22,21.36,17,16.5,23,22.33,38035
38,36,83,24,28.92,13,15.66,15,18.07,31,37.35,38036
38,37,88,27,30.68,30,34.09,15,17.05,16,18.18,38037
38,38,109,28,25.69,35,32.11,18,16.51,28,25.69,38038
38,39,73,30,41.1,19,26.03,9,12.33,15,20.55,38039
38,40,90,33,36.67,19,21.11,17,18.89,21,23.33,38040
38,41,141,60,42.55,32,22.7,23,16.31,26,18.44,38041
38,42,116,51,43.97,21,18.1,14,12.07,30,25.86,38042
38,43,98,27,27.55,30,30.61,16,16.33,25,25.51,38043
38,44,102,38,37.25,30,29.41,13,12.75,21,20.59,38044
38,45,100,37,37.0,15,15.0,16,16.0,32,32.0,38045
38,46,73,22,30.14,21,28.77,18,24.66,12,16.44,38046
38,47,78,21,26.92,20,25.64,18,23.08,19,24.36,38047
38,48,81,29,35.8,23,28.4,12,14.81,17,20.99,38048
38,49,87,26,29.89,26,29.89,13,14.94,22,25.29,38049
38,50,85,29,34.12,28,32.94,12,14.12,16,18.82,38050
38,51,63,20,31.75,18,28.57,13,20.63,12,19.05,38051
38,52,104,33,31.73,34,32.69,18,17.31,19,18.27,38052
38,53,30,7,23.33,12,40.0,7,23.33,4,13.33,38053
39,1,96,48,50.0,21,21.88,11,11.46,16,16.67,39001
39,2,142,57,40.14,33,23.24,33,23.24,19,13.38,39002
39,3,141,62,43.97,25,17.73,17,12.06,37,26.24,39003
39,4,93,37,39.78,24,25.81,8,8.6,24,25.81,39004
39,5,77,21,27.27,15,19.48,25,32.47,16,20.78,39005
39,6,91,40,43.96,19,20.88,13,14.29,19,20.88,39006
39,7,84,29,34.52,20,23.81,17,20.24,18,21.43,39007
39,8,110,30,27.27,53,48.18,12,10.91,15,13.64,39008
39,9,116,30,25.86,35,30.17,21,18.1,30,25.86,39009
39,10,88,34,38.64,16,18.18,18,20.45,20,22.73,39010
39,11,114,42,36.84,31,27.19,18,15.79,23,20.18,39011
39,12,78,32,41.03,13,16.67,15,19.23,18,23.08,39012
39,13,73,33,45.21,20,27.4,12,16.44,8,10.96,39013
39,14,115,33,28.7,33,28.7,22,19.13,27,23.48,39014
39,15,98,41,41.84,24,24.49,7,7.14,26,26.53,39015
39,16,76,30,39.47,17,22.37,16,21.05,13,17.11,39016
39,17,73,31,42.47,10,13.7,14,19.18,18,24.66,39017
39,18,103,47,45.63,15,14.56,19,18.45,22,21.36,39018
39,19,67,23,34.33,12,17.91,11,16.42,21,31.34,39019
39,20,97,45,46.39,24,24.74,12,12.37,16,16.49,39020
39,21,78,19,24.36,28,35.9,14,17.95,17,21.79,39021
39,22,90,28,31.11,29,32.22,15,16.67,18,20.0,39022
39,23,84,41,48.81,18,21.43,16,19.05,9,10.71,39023
39,24,96,36,37.5,14,14.58,24,25.0,22,22.92,39024
39,25,100,36,36.0,27,27.0,13,13.0,24,24.0,39025
39,26,99,32,32.32,31,31.31,14,14.14,22,22.22,39026
39,27,114,46,40.35,23,20.18,30,26.32,15,13.16,39027
39,28,125,42,33.6,31,24.8,29,23.2,23,18.4,39028
39,29,113,57,50.44,25,22.12,18,15.93,13,11.5,39029
39,30,51,17,33.33,12,23.53,12,23.53,10,19.61,39030
39,31,60,18,30.0,9,15.0,15,25.0,18,30.0,39031
39,32,77,19,24.68,36,46.75,14,18.18,8,10.39,39032
39,33,99,42,42.42,19,19.19,18,18.18,20,20.2,39033
39,34,119,35,29.41,34,28.57,17,14.29,33,27.73,39034
39,35,116,56,48.28,24,20.69,15,12.93,21,18.1,39035
39,36,99,28,28.28,23,23.23,27,27.27,21,21.21,39036
39,37,178,74,41.57,41,23.03,30,16.85,33,18.54,39037
39,38,123,51,41.46,34,27.64,19,15.45,19,15.45,39038
39,39,51,15,29.41,12,23.53,14,27.45,10,19.61,39039
39,40,72,27,37.5,22,30.56,9,12.5,14,19.44,39040
39,41,38,11,28.95,14,36.84,4,10.53,9,23.68,39041
39,42,88,36,40.91,14,15.91,17,19.32,21,23.86,39042
39,43,90,47,52.22,13,14.44,15,16.67,15,16.67,39043
39,44,106,36,33.96,19,17.92,32,30.19,19,17.92,39044
39,45,47,17,36.17,8,17.02,7,14.89,15,31.91,39045
39,46,84,32,38.1,15,17.86,22,26.19,15,17.86,39046
39,47,61,27,44.26,10,16.39,5,8.2,19,31.15,39047
40,1,58,17,29.31,13,22.41,17,29.31,11,18.97,40001
40,2,64,14,21.88,14,21.88,18,28.13,18,28.13,40002
40,3,113,54,47.79,25,22.12,18,15.93,16,14.16,40003
40,4,104,59,56.73,18,17.31,14,13.46,13,12.5,40004
40,5,85,42,49.41,15,17.65,13,15.29,15,17.65,40005
40,6,97,44,45.36,22,22.68,20,20.62,11,11.34,40006
40,7,118,47,39.83,30,25.42,21,17.8,20,16.95,40007
40,8,22,5,22.73,9,40.91,4,18.18,4,18.18,40008
40,9,100,30,30.0,25,25.0,24,24.0,21,21.0,40009
40,10,108,39,36.11,38,35.19,14,12.96,17,15.74,40010
40,11,84,43,51.19,15,17.86,13,15.48,13,15.48,40011
40,12,80,38,47.5,17,21.25,13,16.25,12,15.0,40012
40,13,138,65,47.1,33,23.91,22,15.94,18,13.04,40013
40,14,77,24,31.17,26,33.77,16,20.78,11,14.29,40014
40,15,99,42,42.42,23,23.23,17,17.17,17,17.17,40015
40,16,128,42,32.81,33,25.78,31,24.22,22,17.19,40016
40,17,58,20,34.48,20,34.48,9,15.52,9,15.52,40017
40,18,107,32,29.91,27,25.23,25,23.36,23,21.5,40018
40,19,85,25,29.41,28,32.94,17,20.0,15,17.65,40019
40,20,100,43,43.0,29,29.0,14,14.0,14,14.0,40020
40,21,86,32,37.21,22,25.58,15,17.44,17,19.77,40021
40,22,53,16,30.19,18,33.96,10,18.87,9,16.98,40022
40,23,118,35,29.66,30,25.42,37,31.36,16,13.56,40023
40,24,54,11,20.37,21,38.89,10,18.52,12,22.22,40024
40,25,77,23,29.87,25,32.47,16,20.78,13,16.88,40025
40,26,128,53,41.41,36,28.13,23,17.97,16,12.5,40026
40,27,88,28,31.82,19,21.59,18,20.45,23,26.14,40027
40,28,114,47,41.23,26,22.81,22,19.3,19,16.67,40028
40,29,135,57,42.22,38,28.15,18,13.33,22,16.3,40029
40,30,166,56,33.73,76,45.78,14,8.43,20,12.05,40030
40,31,90,23,25.56,45,50.0,14,15.56,8,8.89,40031
40,32,48,16,33.33,15,31.25,9,18.75,8,16.67,40032
40,33,106,47,44.34,23,21.7,24,22.64,12,11.32,40033
40,34,57,16,28.07,22,38.6,8,14.04,11,19.3,40034
40,35,92,36,39.13,19,20.65,23,25.0,14,15.22,40035
40,36,97,34,35.05,25,25.77,23,23.71,15,15.46,40036
40,37,74,38,51.35,14,18.92,11,14.86,11,14.86,40037
40,38,54,12,22.22,17,31.48,13,24.07,12,22.22,40038
40,39,81,37,45.68,11,13.58,16,19.75,17,20.99,40039
40,40,74,28,37.84,16,21.62,14,18.92,16,21.62,40040
40,41,117,66,56.41,28,23.93,15,12.82,8,6.84,40041
40,42,99,46,46.46,20,20.2,16,16.16,17,17.17,40042
40,43,102,45,44.12,21,20.59,26,25.49,10,9.8,40043
40,44,60,12,20.0,18,30.0,12,20.0,18,30.0,40044
40,45,163,66,40.49,42,25.77,26,15.95,29,17.79,40045
40,46,129,52,40.31,27,20.93,29,22.48,21,16.28,40046
40,47,115,53,46.09,27,23.48,24,20.87,11,9.57,40047
40,48,62,31,50.0,9,14.52,10,16.13,12,19.35,40048
40,49,51,21,41.18,10,19.61,13,25.49,7,13.73,40049
41,1,145,49,33.79,36,24.83,22,15.17,38,26.21,41001
41,2,192,53,27.6,52,27.08,22,11.46,65,33.85,41002
41,3,130,41,31.54,25,19.23,20,15.38,44,33.85,41003
41,4,173,74,42.77,40,23.12,23,13.29,36,20.81,41004
41,5,161,64,39.75,40,24.84,22,13.66,35,21.74,41005
41,6,159,67,42.14,32,20.13,20,12.58,40,25.16,41006
41,7,169,68,40.24,25,14.79,31,18.34,45,26.63,41007
41,8,127,56,44.09,23,18.11,14,11.02,34,26.77,41008
41,9,118,31,26.27,29,24.58,18,15.25,40,33.9,41009
41,10,132,48,36.36,28,21.21,14,10.61,42,31.82,41010
41,11,150,46,30.67,37,24.67,17,11.33,50,33.33,41011
41,12,124,52,41.94,25,20.16,17,13.71,30,24.19,41012
41,13,72,21,29.17,20,27.78,13,18.06,18,25.0,41013
41,14,187,74,39.57,39,20.86,29,15.51,45,24.06,41014
41,15,153,57,37.25,32,20.92,20,13.07,44,28.76,41015
41,16,140,46,32.86,42,30.0,17,12.14,35,25.0,41016
41,17,157,58,36.94,41,26.11,11,7.01,47,29.94,41017
41,18,101,29,28.71,29,28.71,18,17.82,25,24.75,41018
41,19,180,84,46.67,31,17.22,20,11.11,45,25.0,41019
41,20,156,59,37.82,45,28.85,13,8.33,39,25.0,41020
41,21,158,41,25.95,47,29.75,27,17.09,43,27.22,41021
41,22,130,53,40.77,28,21.54,23,17.69,26,20.0,41022
41,23,127,38,29.92,46,36.22,16,12.6,27,21.26,41023
41,24,127,39,30.71,34,26.77,17,13.39,37,29.13,41024
41,25,36,7,19.44,12,33.33,8,22.22,9,25.0,41025
41,26,49,17,34.69,14,28.57,7,14.29,11,22.45,41026
41,27,32,7,21.88,11,34.38,5,15.63,9,28.13,41027
41,28,103,29,28.16,31,30.1,20,19.42,23,22.33,41028
41,29,61,20,32.79,20,32.79,4,6.56,17,27.87,41029
41,30,148,51,34.46,50,33.78,19,12.84,28,18.92,41030
41,31,159,47,29.56,48,30.19,25,15.72,39,24.53,41031
41,32,69,16,23.19,33,47.83,8,11.59,12,17.39,41032
41,33,93,28,30.11,16,17.2,23,24.73,26,27.96,41033
41,34,102,35,34.31,34,33.33,7,6.86,26,25.49,41034
41,35,164,66,40.24,35,21.34,28,17.07,35,21.34,41035
41,36,131,55,41.98,29,22.14,18,13.74,29,22.14,41036
41,37,149,55,36.91,31,20.81,21,14.09,42,28.19,41037
41,38,133,49,36.84,35,26.32,22,16.54,27,20.3,41038
41,39,95,31,32.63,26,27.37,10,10.53,28,29.47,41039
41,40,165,47,28.48,38,23.03,23,13.94,57,34.55,41040
41,41,125,48,38.4,24,19.2,21,16.8,32,25.6,41041
41,42,172,61,35.47,35,20.35,23,13.37,53,30.81,41042
41,43,124,41,33.06,32,25.81,23,18.55,28,22.58,41043
41,44,167,83,49.7,41,24.55,11,6.59,32,19.16,41044
41,45,100,34,34.0,19,19.0,18,18.0,29,29.0,41045
41,46,112,50,44.64,23,20.54,17,15.18,22,19.64,41046
41,47,131,62,47.33,30,22.9,14,10.69,25,19.08,41047
41,48,59,19,32.2,14,23.73,9,15.25,17,28.81,41048
41,49,186,76,40.86,34,18.28,31,16.67,45,24.19,41049
41,50,145,48,33.1,36,24.83,25,17.24,36,24.83,41050
41,51,107,30,28.04,41,38.32,13,12.15,23,21.5,41051
41,52,200,89,44.5,56,28.0,21,10.5,34,17.0,41052
41,53,135,62,45.93,31,22.96,15,11.11,27,20.0,41053
