ward,precinct,total,Robert Shaw,Robert Shaw Percent,Joseph Berrios,Joseph Berrios Percent,Raymond A. Figueroa,Raymond A. Figueroa Percent,precinct_id
10,2,78,15,19.23,43,55.13,20,25.64,10002
10,3,140,26,18.57,79,56.43,35,25.0,10003
10,4,78,25,32.05,42,53.85,11,14.1,10004
10,5,89,22,24.72,44,49.44,23,25.84,10005
10,6,113,78,69.03,25,22.12,10,8.85,10006
10,7,31,8,25.81,16,51.61,7,22.58,10007
10,8,83,9,10.84,45,54.22,29,34.94,10008
10,9,115,12,10.43,71,61.74,32,27.83,10009
10,10,91,6,6.59,57,62.64,28,30.77,10010
10,11,111,14,12.61,63,56.76,34,30.63,10011
10,12,85,8,9.41,45,52.94,32,37.65,10012
10,13,96,9,9.38,46,47.92,41,42.71,10013
10,14,101,15,14.85,60,59.41,26,25.74,10014
10,15,45,7,15.56,25,55.56,13,28.89,10015
10,16,103,14,13.59,62,60.19,27,26.21,10016
10,17,95,11,11.58,55,57.89,29,30.53,10017
10,18,60,16,26.67,23,38.33,21,35.0,10018
10,19,111,15,13.51,57,51.35,39,35.14,10019
10,20,80,7,8.75,42,52.5,31,38.75,10020
10,21,96,20,20.83,47,48.96,29,30.21,10021
10,22,61,29,47.54,18,29.51,14,22.95,10022
10,23,86,7,8.14,48,55.81,31,36.05,10023
10,24,94,22,23.4,49,52.13,23,24.47,10024
10,25,117,39,33.33,52,44.44,26,22.22,10025
10,26,72,9,12.5,42,58.33,21,29.17,10026
10,27,116,14,12.07,72,62.07,30,25.86,10027
10,28,83,52,62.65,20,24.1,11,13.25,10028
10,29,114,67,58.77,37,32.46,10,8.77,10029
10,30,97,15,15.46,45,46.39,37,38.14,10030
10,31,106,12,11.32,55,51.89,39,36.79,10031
10,32,85,12,14.12,38,44.71,35,41.18,10032
10,33,90,8,8.89,40,44.44,42,46.67,10033
10,34,93,15,16.13,43,46.24,35,37.63,10034
10,35,105,16,15.24,47,44.76,42,40.0,10035
10,36,121,41,33.88,45,37.19,35,28.93,10036
10,37,74,28,37.84,33,44.59,13,17.57,10037
10,38,117,3,2.56,88,75.21,26,22.22,10038
10,39,92,20,21.74,44,47.83,28,30.43,10039
10,40,73,15,20.55,40,54.79,18,24.66,10040
10,41,144,16,11.11,77,53.47,51,35.42,10041
10,42,92,13,14.13,54,58.7,25,27.17,10042
10,43,50,21,42.0,14,28.0,15,30.0,10043
10,44,86,8,9.3,52,60.47,26,30.23,10044
10,45,49,5,10.2,23,46.94,21,42.86,10045
10,46,91,8,8.79,49,53.85,34,37.36,10046
10,47,87,12,13.79,41,47.13,34,39.08,10047
10,48,75,31,41.33,30,40.0,14,18.67,10048
11,1,164,25,15.24,111,67.68,28,17.07,11001
11,2,138,20,14.49,67,48.55,51,36.96,11002
11,3,107,10,9.35,70,65.42,27,25.23,11003
11,4,128,16,12.5,75,58.59,37,28.91,11004
11,5,71,12,16.9,39,54.93,20,28.17,11005
11,6,158,26,16.46,72,45.57,60,37.97,11006
11,7,150,20,13.33,96,64.0,34,22.67,11007
11,8,131,24,18.32,73,55.73,34,25.95,11008
11,9,76,16,21.05,48,63.16,12,15.79,11009
11,10,100,11,11.0,71,71.0,18,18.0,11010
11,11,183,28,15.3,102,55.74,53,28.96,11011
11,12,166,20,12.05,129,77.71,17,10.24,11012
11,13,140,23,16.43,87,62.14,30,21.43,11013
11,14,122,15,12.3,86,70.49,21,17.21,11014
11,15,128,13,10.16,87,67.97,28,21.88,11015
11,16,159,31,19.5,91,57.23,37,23.27,11016
11,17,193,24,12.44,112,58.03,57,29.53,11017
11,18,102,17,16.67,62,60.78,23,22.55,11018
11,19,93,16,17.2,55,59.14,22,23.66,11019
11,20,135,7,5.19,112,82.96,16,11.85,11020
11,21,166,18,10.84,131,78.92,17,10.24,11021
11,22,146,19,13.01,104,71.23,23,15.75,11022
11,23,112,13,11.61,79,70.54,20,17.86,11023
11,24,300,20,6.67,240,80.0,40,13.33,11024
11,25,145,9,6.21,105,72.41,31,21.38,11025
11,26,200,22,11.0,125,62.5,53,26.5,11026
11,27,95,14,14.74,67,70.53,14,14.74,11027
11,28,108,17,15.74,73,67.59,18,16.67,11028
11,29,143,28,19.58,72,50.35,43,30.07,11029
11,30,127,17,13.39,66,51.97,44,34.65,11030
11,31,120,9,7.5,95,79.17,16,13.33,11031
11,32,140,17,12.14,96,68.57,27,19.29,11032
11,33,103,15,14.56,77,74.76,11,10.68,11033
11,34,89,24,26.97,58,65.17,7,7.87,11034
11,35,220,30,13.64,156,70.91,34,15.45,11035
11,36,41,2,4.88,32,78.05,7,17.07,11036
11,37,173,19,10.98,133,76.88,21,12.14,11037
11,38,219,23,10.5,154,70.32,42,19.18,11038
11,39,223,32,14.35,158,70.85,33,14.8,11039
11,40,98,13,13.27,72,73.47,13,13.27,11040
11,41,79,9,11.39,58,73.42,12,15.19,11041
11,42,103,16,15.53,61,59.22,26,25.24,11042
11,43,140,21,15.0,85,60.71,34,24.29,11043
11,44,140,13,9.29,88,62.86,39,27.86,11044
11,45,68,8,11.76,42,61.76,18,26.47,11045
11,46,99,15,15.15,82,82.83,2,2.02,11046
11,47,118,16,13.56,83,70.34,19,16.1,11047
11,48,63,5,7.94,51,80.95,7,11.11,11048
11,49,138,14,10.14,92,66.67,32,23.19,11049
11,50,69,6,8.7,47,68.12,16,23.19,11050
12,1,74,8,10.81,38,51.35,28,37.84,12001
12,2,94,9,9.57,57,60.64,28,29.79,12002
12,3,78,7,8.97,38,48.72,33,42.31,12003
12,4,51,5,9.8,25,49.02,21,41.18,12004
12,5,80,10,12.5,48,60.0,22,27.5,12005
12,6,94,18,19.15,35,37.23,41,43.62,12006
12,7,105,14,13.33,49,46.67,42,40.0,12007
12,8,133,29,21.8,77,57.89,27,20.3,12008
12,9,72,10,13.89,32,44.44,30,41.67,12009
12,10,86,15,17.44,34,39.53,37,43.02,12010
12,11,141,21,14.89,71,50.35,49,34.75,12011
12,12,57,10,17.54,32,56.14,15,26.32,12012
12,13,117,21,17.95,61,52.14,35,29.91,12013
12,14,101,15,14.85,47,46.53,39,38.61,12014
12,15,75,6,8.0,50,66.67,19,25.33,12015
12,16,86,9,10.47,38,44.19,39,45.35,12016
12,17,127,49,38.58,44,34.65,34,26.77,12017
12,18,80,21,26.25,27,33.75,32,40.0,12018
12,19,110,16,14.55,60,54.55,34,30.91,12019
12,20,75,9,12.0,37,49.33,29,38.67,12020
12,21,90,15,16.67,49,54.44,26,28.89,12021
12,22,80,12,15.0,38,47.5,30,37.5,12022
12,23,107,15,14.02,59,55.14,33,30.84,12023
12,24,118,17,14.41,51,43.22,50,42.37,12024
13,1,181,19,10.5,131,72.38,31,17.13,13001
13,2,126,11,8.73,86,68.25,29,23.02,13002
13,3,199,27,13.57,115,57.79,57,28.64,13003
13,4,228,57,25.0,115,50.44,56,24.56,13004
13,5,160,28,17.5,84,52.5,48,30.0,13005
13,6,138,24,17.39,75,54.35,39,28.26,13006
13,7,152,16,10.53,110,72.37,26,17.11,13007
13,8,172,20,11.63,119,69.19,33,19.19,13008
13,9,155,20,12.9,98,63.23,37,23.87,13009
13,10,134,22,16.42,92,68.66,20,14.93,13010
13,11,149,33,22.15,82,55.03,34,22.82,13011
13,12,129,23,17.83,78,60.47,28,21.71,13012
13,13,208,17,8.17,166,79.81,25,12.02,13013
13,14,133,25,18.8,75,56.39,33,24.81,13014
13,15,216,29,13.43,131,60.65,56,25.93,13015
13,16,211,31,14.69,138,65.4,42,19.91,13016
13,17,173,29,16.76,108,62.43,36,20.81,13017
13,18,159,20,12.58,82,51.57,57,35.85,13018
13,19,181,30,16.57,123,67.96,28,15.47,13019
13,20,169,23,13.61,94,55.62,52,30.77,13020
13,21,176,57,32.39,94,53.41,25,14.2,13021
13,22,116,20,17.24,56,48.28,40,34.48,13022
13,23,142,14,9.86,100,70.42,28,19.72,13023
13,24,147,19,12.93,94,63.95,34,23.13,13024
13,25,125,18,14.4,72,57.6,35,28.0,13025
13,26,167,20,11.98,119,71.26,28,16.77,13026
13,27,167,26,15.57,107,64.07,34,20.36,13027
13,28,113,19,16.81,60,53.1,34,30.09,13028
13,29,150,22,14.67,86,57.33,42,28.0,13029
13,30,211,22,10.43,136,64.45,53,25.12,13030
13,31,201,23,11.44,126,62.69,52,25.87,13031
13,32,151,79,52.32,51,33.77,21,13.91,13032
13,33,149,14,9.4,102,68.46,33,22.15,13033
13,34,240,11,4.58,189,78.75,40,16.67,13034
13,35,195,40,20.51,123,63.08,32,16.41,13035
13,36,90,12,13.33,52,57.78,26,28.89,13036
13,37,169,45,26.63,85,50.3,39,23.08,13037
13,38,151,28,18.54,91,60.26,32,21.19,13038
13,39,139,19,13.67,89,64.03,31,22.3,13039
13,40,185,25,13.51,105,56.76,55,29.73,13040
13,41,131,17,12.98,69,52.67,45,34.35,13041
13,42,171,34,19.88,98,57.31,39,22.81,13042
13,43,187,34,18.18,109,58.29,44,23.53,13043
13,44,182,18,9.89,128,70.33,36,19.78,13044
13,45,202,21,10.4,149,73.76,32,15.84,13045
13,46,148,22,14.86,85,57.43,41,27.7,13046
13,47,148,19,12.84,94,63.51,35,23.65,13047
14,1,91,6,6.59,60,65.93,25,27.47,14001
14,2,131,21,16.03,83,63.36,27,20.61,14002
14,3,175,18,10.29,107,61.14,50,28.57,14003
14,4,108,13,12.04,65,60.19,30,27.78,14004
14,5,177,7,3.95,132,74.58,38,21.47,14005
14,6,137,8,5.84,92,67.15,37,27.01,14006
14,7,123,4,3.25,91,73.98,28,22.76,14007
14,8,87,9,10.34,48,55.17,30,34.48,14008
14,9,177,16,9.04,118,66.67,43,24.29,14009
14,10,123,11,8.94,75,60.98,37,30.08,14010
14,11,121,8,6.61,96,79.34,17,14.05,14011
14,12,107,13,12.15,76,71.03,18,16.82,14012
14,13,186,22,11.83,124,66.67,40,21.51,14013
14,14,91,12,13.19,58,63.74,21,23.08,14014
14,15,155,14,9.03,115,74.19,26,16.77,14015
14,16,113,18,15.93,66,58.41,29,25.66,14016
14,17,119,9,7.56,68,57.14,42,35.29,14017
14,18,91,20,21.98,43,47.25,28,30.77,14018
14,19,159,19,11.95,107,67.3,33,20.75,14019
14,20,96,9,9.38,47,48.96,40,41.67,14020
14,21,146,15,10.27,102,69.86,29,19.86,14021
14,22,148,13,8.78,85,57.43,50,33.78,14022
14,23,130,16,12.31,68,52.31,46,35.38,14023
14,24,103,7,6.8,69,66.99,27,26.21,14024
14,25,151,33,21.85,82,54.3,36,23.84,14025
14,26,120,16,13.33,66,55.0,38,31.67,14026
14,27,178,30,16.85,103,57.87,45,25.28,14027
14,28,141,22,15.6,77,54.61,42,29.79,14028
14,29,160,21,13.13,107,66.88,32,20.0,14029
14,30,111,17,15.32,73,65.77,21,18.92,14030
14,31,115,11,9.57,87,75.65,17,14.78,14031
14,32,122,10,8.2,74,60.66,38,31.15,14032
14,33,103,12,11.65,70,67.96,21,20.39,14033
14,34,137,14,10.22,91,66.42,32,23.36,14034
14,35,110,9,8.18,60,54.55,41,37.27,14035
15,1,91,42,46.15,33,36.26,16,17.58,15001
15,2,71,50,70.42,15,21.13,6,8.45,15002
15,3,74,50,67.57,17,22.97,7,9.46,15003
15,4,72,53,73.61,14,19.44,5,6.94,15004
15,5,76,60,78.95,12,15.79,4,5.26,15005
15,6,85,44,51.76,20,23.53,21,24.71,15006
15,7,77,47,61.04,20,25.97,10,12.99,15007
15,8,114,74,64.91,18,15.79,22,19.3,15008
15,9,95,59,62.11,25,26.32,11,11.58,15009
15,10,73,8,10.96,39,53.42,26,35.62,15010
15,11,89,57,64.04,23,25.84,9,10.11,15011
15,12,57,37,64.91,16,28.07,4,7.02,15012
15,13,55,24,43.64,15,27.27,16,29.09,15013
15,14,110,14,12.73,46,41.82,50,45.45,15014
15,15,62,25,40.32,17,27.42,20,32.26,15015
15,16,79,13,16.46,40,50.63,26,32.91,15016
15,17,85,64,75.29,9,10.59,12,14.12,15017
15,18,53,38,71.7,13,24.53,2,3.77,15018
15,19,88,57,64.77,20,22.73,11,12.5,15019
15,20,63,48,76.19,7,11.11,8,12.7,15020
15,21,96,68,70.83,23,23.96,5,5.21,15021
15,22,105,60,57.14,29,27.62,16,15.24,15022
15,23,67,46,68.66,16,23.88,5,7.46,15023
15,24,76,44,57.89,20,26.32,12,15.79,15024
15,25,74,29,39.19,26,35.14,19,25.68,15025
15,26,87,61,70.11,14,16.09,12,13.79,15026
15,27,84,57,67.86,21,25.0,6,7.14,15027
15,28,105,23,21.9,45,42.86,37,35.24,15028
15,29,35,23,65.71,10,28.57,2,5.71,15029
15,30,81,47,58.02,23,28.4,11,13.58,15030
15,31,47,32,68.09,14,29.79,1,2.13,15031
15,32,90,38,42.22,31,34.44,21,23.33,15032
15,33,48,35,72.92,11,22.92,2,4.17,15033
15,34,59,47,79.66,10,16.95,2,3.39,15034
15,35,108,73,67.59,24,22.22,11,10.19,15035
15,36,69,42,60.87,18,26.09,9,13.04,15036
15,37,69,45,65.22,19,27.54,5,7.25,15037
15,38,71,39,54.93,21,29.58,11,15.49,15038
15,39,76,49,64.47,20,26.32,7,9.21,15039
15,40,74,62,83.78,10,13.51,2,2.7,15040
15,41,118,75,63.56,24,20.34,19,16.1,15041
15,42,56,40,71.43,11,19.64,5,8.93,15042
15,43,82,63,76.83,15,18.29,4,4.88,15043
15,44,99,44,44.44,38,38.38,17,17.17,15044
15,45,41,17,41.46,13,31.71,11,26.83,15045
15,46,46,31,67.39,11,23.91,4,8.7,15046
15,47,97,65,67.01,26,26.8,6,6.19,15047
15,48,61,33,54.1,18,29.51,10,16.39,15048
15,49,61,22,36.07,22,36.07,17,27.87,15049
15,50,77,47,61.04,22,28.57,8,10.39,15050
15,51,60,43,71.67,14,23.33,3,5.0,15051
15,52,64,41,64.06,20,31.25,3,4.69,15052
16,1,48,25,52.08,12,25.0,11,22.92,16001
16,2,68,41,60.29,21,30.88,6,8.82,16002
16,3,89,54,60.67,27,30.34,8,8.99,16003
16,4,61,22,36.07,19,31.15,20,32.79,16004
16,5,78,50,64.1,21,26.92,7,8.97,16005
16,6,44,22,50.0,16,36.36,6,13.64,16006
16,7,84,50,59.52,22,26.19,12,14.29,16007
16,8,75,48,64.0,19,25.33,8,10.67,16008
16,9,135,93,68.89,32,23.7,10,7.41,16009
16,10,134,79,58.96,44,32.84,11,8.21,16010
16,11,80,46,57.5,24,30.0,10,12.5,16011
16,12,47,33,70.21,10,21.28,4,8.51,16012
16,13,67,22,32.84,18,26.87,27,40.3,16013
16,14,77,46,59.74,20,25.97,11,14.29,16014
16,15,114,79,69.3,21,18.42,14,12.28,16015
16,16,87,60,68.97,19,21.84,8,9.2,16016
16,17,96,10,10.42,37,38.54,49,51.04,16017
16,18,94,63,67.02,23,24.47,8,8.51,16018
16,19,104,79,75.96,19,18.27,6,5.77,16019
16,20,73,47,64.38,21,28.77,5,6.85,16020
16,21,77,10,12.99,35,45.45,32,41.56,16021
16,22,85,60,70.59,20,23.53,5,5.88,16022
16,23,74,24,32.43,25,33.78,25,33.78,16023
16,24,45,27,60.0,13,28.89,5,11.11,16024
16,25,60,46,76.67,13,21.67,1,1.67,16025
16,26,97,67,69.07,22,22.68,8,8.25,16026
16,27,123,89,72.36,18,14.63,16,13.01,16027
16,28,116,91,78.45,20,17.24,5,4.31,16028
16,29,58,36,62.07,15,25.86,7,12.07,16029
16,30,66,39,59.09,18,27.27,9,13.64,16030
16,31,112,82,73.21,24,21.43,6,5.36,16031
16,32,82,10,12.2,50,60.98,22,26.83,16032
16,33,76,53,69.74,14,18.42,9,11.84,16033
16,34,69,50,72.46,14,20.29,5,7.25,16034
16,35,79,20,25.32,37,46.84,22,27.85,16035
16,36,74,36,48.65,32,43.24,6,8.11,16036
16,37,47,28,59.57,11,23.4,8,17.02,16037
16,38,59,47,79.66,9,15.25,3,5.08,16038
16,39,106,20,18.87,52,49.06,34,32.08,16039
16,40,96,71,73.96,20,20.83,5,5.21,16040
16,41,52,35,67.31,13,25.0,4,7.69,16041
16,42,51,9,17.65,20,39.22,22,43.14,16042
16,43,95,71,74.74,20,21.05,4,4.21,16043
16,44,75,39,52.0,23,30.67,13,17.33,16044
17,1,68,48,70.59,14,20.59,6,8.82,17001
17,2,109,80,73.39,23,21.1,6,5.5,17002
17,3,55,37,67.27,13,23.64,5,9.09,17003
17,4,169,109,64.5,48,28.4,12,7.1,17004
17,5,101,71,70.3,22,21.78,8,7.92,17005
17,6,82,50,60.98,25,30.49,7,8.54,17006
17,7,110,74,67.27,25,22.73,11,10.0,17007
17,8,90,63,70.0,23,25.56,4,4.44,17008
17,9,84,58,69.05,22,26.19,4,4.76,17009
17,10,126,93,73.81,21,16.67,12,9.52,17010
17,11,109,68,62.39,30,27.52,11,10.09,17011
17,12,192,131,68.23,44,22.92,17,8.85,17012
17,13,69,48,69.57,13,18.84,8,11.59,17013
17,14,90,51,56.67,28,31.11,11,12.22,17014
17,15,129,86,66.67,31,24.03,12,9.3,17015
17,16,85,50,58.82,24,28.24,11,12.94,17016
17,17,66,46,69.7,15,22.73,5,7.58,17017
17,18,141,84,59.57,42,29.79,15,10.64,17018
17,19,48,38,79.17,7,14.58,3,6.25,17019
17,20,95,57,60.0,31,32.63,7,7.37,17020
17,21,178,104,58.43,61,34.27,13,7.3,17021
17,22,124,78,62.9,34,27.42,12,9.68,17022
17,23,63,45,71.43,14,22.22,4,6.35,17023
17,24,113,88,77.88,19,16.81,6,5.31,17024
17,25,71,56,78.87,14,19.72,1,1.41,17025
17,26,152,105,69.08,35,23.03,12,7.89,17026
17,27,165,115,69.7,32,19.39,18,10.91,17027
17,28,94,55,58.51,24,25.53,15,15.96,17028
17,29,125,90,72.0,27,21.6,8,6.4,17029
17,30,142,91,64.08,40,28.17,11,7.75,17030
17,31,92,72,78.26,19,20.65,1,1.09,17031
17,32,114,74,64.91,31,27.19,9,7.89,17032
17,33,93,66,70.97,19,20.43,8,8.6,17033
17,34,95,58,61.05,26,27.37,11,11.58,17034
17,35,87,46,52.87,32,36.78,9,10.34,17035
17,36,65,48,73.85,14,21.54,3,4.62,17036
17,37,96,57,59.38,28,29.17,11,11.46,17037
17,38,96,66,68.75,20,20.83,10,10.42,17038
17,39,84,58,69.05,20,23.81,6,7.14,17039
17,40,86,61,70.93,22,25.58,3,3.49,17040
17,41,91,62,68.13,26,28.57,3,3.3,17041
17,42,75,55,73.33,13,17.33,7,9.33,17042
17,43,69,49,71.01,17,24.64,3,4.35,17043
17,44,68,48,70.59,16,23.53,4,5.88,17044
17,45,50,30,60.0,18,36.0,2,4.0,17045
17,46,107,80,74.77,25,23.36,2,1.87,17046
17,47,54,39,72.22,12,22.22,3,5.56,17047
17,48,118,85,72.03,24,20.34,9,7.63,17048
17,49,73,55,75.34,12,16.44,6,8.22,17049
17,50,88,51,57.95,29,32.95,8,9.09,17050
17,51,125,83,66.4,32,25.6,10,8.0,17051
17,52,151,106,70.2,37,24.5,8,5.3,17052
17,53,131,91,69.47,26,19.85,14,10.69,17053
17,54,140,95,67.86,32,22.86,13,9.29,17054
17,55,106,68,64.15,26,24.53,12,11.32,17055
17,56,110,82,74.55,18,16.36,10,9.09,17056
17,57,121,87,71.9,23,19.01,11,9.09,17057
17,58,90,67,74.44,17,18.89,6,6.67,17058
17,59,59,39,66.1,16,27.12,4,6.78,17059
17,60,153,116,75.82,33,21.57,4,2.61,17060
17,61,99,61,61.62,29,29.29,9,9.09,17061
17,62,76,56,73.68,13,17.11,7,9.21,17062
17,63,59,44,74.58,11,18.64,4,6.78,17063
17,64,72,51,70.83,15,20.83,6,8.33,17064
18,1,71,38,53.52,20,28.17,13,18.31,18001
18,2,147,80,54.42,42,28.57,25,17.01,18002
18,3,133,35,26.32,66,49.62,32,24.06,18003
18,4,195,115,58.97,55,28.21,25,12.82,18004
18,5,120,75,62.5,36,30.0,9,7.5,18005
18,6,140,44,31.43,58,41.43,38,27.14,18006
18,7,131,70,53.44,41,31.3,20,15.27,18007
18,8,65,30,46.15,31,47.69,4,6.15,18008
18,9,202,123,60.89,62,30.69,17,8.42,18009
18,10,267,151,56.55,92,34.46,24,8.99,18010
18,11,145,63,43.45,52,35.86,30,20.69,18011
18,12,216,123,56.94,74,34.26,19,8.8,18012
18,13,184,108,58.7,58,31.52,18,9.78,18013
18,14,197,137,69.54,40,20.3,20,10.15,18014
18,15,78,20,25.64,36,46.15,22,28.21,18015
18,16,180,108,60.0,60,33.33,12,6.67,18016
18,17,135,63,46.67,47,34.81,25,18.52,18017
18,18,181,119,65.75,45,24.86,17,9.39,18018
18,19,224,145,64.73,53,23.66,26,11.61,18019
18,20,160,108,67.5,36,22.5,16,10.0,18020
18,21,238,129,54.2,75,31.51,34,14.29,18021
18,22,193,119,61.66,56,29.02,18,9.33,18022
18,23,127,83,65.35,29,22.83,15,11.81,18023
18,24,212,154,72.64,46,21.7,12,5.66,18024
18,25,188,128,68.09,46,24.47,14,7.45,18025
18,26,145,83,57.24,51,35.17,11,7.59,18026
18,27,136,80,58.82,38,27.94,18,13.24,18027
18,28,159,29,18.24,88,55.35,42,26.42,18028
18,29,154,77,50.0,50,32.47,27,17.53,18029
18,30,131,88,67.18,36,27.48,7,5.34,18030
18,31,107,69,64.49,27,25.23,11,10.28,18031
18,32,241,164,68.05,60,24.9,17,7.05,18032
18,33,133,83,62.41,33,24.81,17,12.78,18033
18,34,274,162,59.12,83,30.29,29,10.58,18034
18,35,229,141,61.57,68,29.69,20,8.73,18035
18,36,118,59,50.0,41,34.75,18,15.25,18036
18,37,145,75,51.72,50,34.48,20,13.79,18037
18,38,182,118,64.84,49,26.92,15,8.24,18038
18,39,116,68,58.62,37,31.9,11,9.48,18039
18,40,216,139,64.35,63,29.17,14,6.48,18040
18,41,155,52,33.55,72,46.45,31,20.0,18041
18,42,86,39,45.35,29,33.72,18,20.93,18042
18,43,93,35,37.63,37,39.78,21,22.58,18043
18,44,94,50,53.19,28,29.79,16,17.02,18044
18,45,203,142,69.95,47,23.15,14,6.9,18045
18,46,167,109,65.27,37,22.16,21,12.57,18046
18,47,114,79,69.3,20,17.54,15,13.16,18047
18,48,84,22,26.19,36,42.86,26,30.95,18048
18,49,98,62,63.27,25,25.51,11,11.22,18049
18,50,136,88,64.71,33,24.26,15,11.03,18050
18,51,209,142,67.94,52,24.88,15,7.18,18051
18,52,199,135,67.84,47,23.62,17,8.54,18052
18,53,119,74,62.18,33,27.73,12,10.08,18053
18,54,169,108,63.91,50,29.59,11,6.51,18054
18,55,161,39,24.22,78,48.45,44,27.33,18055
18,56,103,41,39.81,41,39.81,21,20.39,18056
18,57,100,37,37.0,42,42.0,21,21.0,18057
18,58,111,73,65.77,27,24.32,11,9.91,18058
18,59,142,92,64.79,37,26.06,13,9.15,18059
18,60,170,110,64.71,46,27.06,14,8.24,18060
18,61,152,99,65.13,44,28.95,9,5.92,18061
18,62,106,36,33.96,46,43.4,24,22.64,18062
19,1,274,42,15.33,181,66.06,51,18.61,19001
19,2,233,78,33.48,104,44.64,51,21.89,19002
19,3,175,22,12.57,108,61.71,45,25.71,19003
19,4,217,24,11.06,154,70.97,39,17.97,19004
19,5,283,100,35.34,107,37.81,76,26.86,19005
19,6,195,19,9.74,125,64.1,51,26.15,19006
19,7,260,36,13.85,168,64.62,56,21.54,19007
19,8,154,30,19.48,93,60.39,31,20.13,19008
19,9,168,17,10.12,106,63.1,45,26.79,19009
19,10,324,84,25.93,138,42.59,102,31.48,19010
19,11,249,30,12.05,171,68.67,48,19.28,19011
19,12,196,28,14.29,140,71.43,28,14.29,19012
19,13,165,100,60.61,36,21.82,29,17.58,19013
19,14,138,14,10.14,102,73.91,22,15.94,19014
19,15,160,31,19.38,89,55.63,40,25.0,19015
19,16,270,30,11.11,187,69.26,53,19.63,19016
19,17,252,30,11.9,143,56.75,79,31.35,19017
19,18,295,47,15.93,150,50.85,98,33.22,19018
19,19,241,50,20.75,107,44.4,84,34.85,19019
19,20,222,92,41.44,78,35.14,52,23.42,19020
19,21,155,42,27.1,80,51.61,33,21.29,19021
19,22,259,66,25.48,119,45.95,74,28.57,19022
19,23,276,32,11.59,184,66.67,60,21.74,19023
19,24,203,30,14.78,136,67.0,37,18.23,19024
19,25,269,55,20.45,121,44.98,93,34.57,19025
19,26,270,55,20.37,131,48.52,84,31.11,19026
19,27,160,61,38.13,55,34.38,44,27.5,19027
19,28,246,134,54.47,72,29.27,40,16.26,19028
19,29,162,35,21.6,87,53.7,40,24.69,19029
19,30,195,29,14.87,136,69.74,30,15.38,19030
19,31,244,52,21.31,100,40.98,92,37.7,19031
19,32,252,34,13.49,168,66.67,50,19.84,19032
19,33,224,34,15.18,150,66.96,40,17.86,19033
19,34,269,53,19.7,134,49.81,82,30.48,19034
19,35,263,52,19.77,130,49.43,81,30.8,19035
19,36,260,128,49.23,70,26.92,62,23.85,19036
19,37,244,86,35.25,97,39.75,61,25.0,19037
19,38,243,112,46.09,81,33.33,50,20.58,19038
19,39,87,52,59.77,26,29.89,9,10.34,19039
19,40,238,57,23.95,103,43.28,78,32.77,19040
19,41,164,21,12.8,103,62.8,40,24.39,19041
19,42,225,98,43.56,72,32.0,55,24.44,19042
19,43,243,144,59.26,67,27.57,32,13.17,19043
19,44,203,35,17.24,132,65.02,36,17.73,19044
19,45,252,31,12.3,155,61.51,66,26.19,19045
19,46,324,41,12.65,192,59.26,91,28.09,19046
19,47,179,69,38.55,91,50.84,19,10.61,19047
19,48,166,87,52.41,58,34.94,21,12.65,19048
19,49,295,124,42.03,113,38.31,58,19.66,19049
19,50,206,148,71.84,50,24.27,8,3.88,19050
19,51,171,28,16.37,103,60.23,40,23.39,19051
19,52,156,28,17.95,101,64.74,27,17.31,19052
19,53,245,40,16.33,145,59.18,60,24.49,19053
19,54,139,29,20.86,85,61.15,25,17.99,19054
19,55,173,25,14.45,104,60.12,44,25.43,19055
19,56,273,61,22.34,113,41.39,99,36.26,19056
19,57,247,78,31.58,101,40.89,68,27.53,19057
19,58,216,33,15.28,135,62.5,48,22.22,19058
19,59,196,26,13.27,122,62.24,48,24.49,19059
19,60,171,103,60.23,43,25.15,25,14.62,19060
19,61,317,41,12.93,209,65.93,67,21.14,19061
19,62,226,41,18.14,137,60.62,48,21.24,19062
19,63,167,52,31.14,84,50.3,31,18.56,19063
19,64,233,71,30.47,90,38.63,72,30.9,19064
19,65,182,90,49.45,54,29.67,38,20.88,19065
19,66,179,115,64.25,41,22.91,23,12.85,19066
20,1,110,64,58.18,28,25.45,18,16.36,20001
20,2,98,70,71.43,25,25.51,3,3.06,20002
20,3,89,61,68.54,20,22.47,8,8.99,20003
20,4,79,5,6.33,33,41.77,41,51.9,20004
20,5,86,58,67.44,16,18.6,12,13.95,20005
20,6,140,82,58.57,42,30.0,16,11.43,20006
20,7,30,21,70.0,4,13.33,5,16.67,20007
20,8,43,6,13.95,16,37.21,21,48.84,20008
20,9,172,107,62.21,47,27.33,18,10.47,20009
20,10,80,56,70.0,16,20.0,8,10.0,20010
20,11,62,46,74.19,11,17.74,5,8.06,20011
20,12,75,57,76.0,15,20.0,3,4.0,20012
20,13,111,72,64.86,28,25.23,11,9.91,20013
20,14,143,100,69.93,35,24.48,8,5.59,20014
20,15,87,9,10.34,47,54.02,31,35.63,20015
20,16,156,81,51.92,52,33.33,23,14.74,20016
20,17,84,58,69.05,14,16.67,12,14.29,20017
20,18,75,52,69.33,20,26.67,3,4.0,20018
20,19,87,56,64.37,21,24.14,10,11.49,20019
20,20,50,39,78.0,7,14.0,4,8.0,20020
20,21,51,6,11.76,25,49.02,20,39.22,20021
20,22,170,106,62.35,41,24.12,23,13.53,20022
20,23,130,81,62.31,30,23.08,19,14.62,20023
20,24,116,66,56.9,24,20.69,26,22.41,20024
